sl_10_5400_20251020 Coordinates.csv
2025/10/20 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:51 2024,
Start: 2025/10/20 07:47:00.00, Stop: 2025/10/20 09:17:00.00,
TIME_UNITS,STARLINK-30493 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-3366 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-2324 - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-30781 - X-Coordinate,STARLINK-5754 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30493 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-3366 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-2324 - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-30781 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30493 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-3366 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-2324 - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-30781 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5194.1384,-2759.5194,-4637.0360,5305.0996,-5841.3862,4160.8692,1623.5952,-5928.6387,-6020.9456,323.0965,-279292.2622,-286053.2561,-269478.3703,-271881.8443,-269961.0676,-270811.0112,-279202.4991,-275077.2898,-53862622.3650,-53861104.0587,-53853305.0506,-53860025.6908,-275474.0967,-53856080.1533,4088.5108,3879.6019,-3167.3224,-1250.0638,-593.8237,-4829.2746,3830.5231,3391.7584,3423.3309,6714.9645,287827.8709,300964.1555,287499.0666,283480.8345,291726.2599,288520.3993,289937.9167,288142.4814,336748342.4398,336737579.0272,336722874.4257,336723542.8165,287764.7289,336729206.5674,-1804.7405,4757.0699,-3913.6521,4235.8176,3468.7849,2676.3956,5505.0915,-889.7801,311.7484,-1686.8652,-52674.1593,-52027.6667,-54707.7165,-47907.7766,-48967.3000,-59653.6658,-60264.0649,-51727.5235,-109457484.6327,-109436112.5051,-109445733.4812,-109465091.4721,-53400.1359,-109460382.6363,
300.000,5351.6033,-1646.1699,-5981.5829,5567.5326,-5134.7766,3398.5146,3578.5694,-5227.1486,-4929.9590,1841.6303,-285568.8986,-292368.5494,-275504.2853,-277967.1047,-275986.0448,-276800.2581,-285190.0799,-281551.2852,-61201206.7222,-61199862.6780,-61191427.2060,-61198020.6397,-281510.8887,-61194565.4931,2597.7425,5424.3222,-2262.0275,-2920.1852,1291.4839,-5945.6946,2948.9470,4385.8659,4520.8135,5961.1965,281500.0960,294922.4877,281458.3671,277568.8855,285843.7141,282653.0286,283964.0810,282495.5429,335491743.8777,335481270.3339,335466755.6784,335466469.5982,281847.4144,335472605.2141,-3403.0494,3631.6666,-2438.1396,2855.2213,4296.2985,963.4092,5110.6538,926.9570,1816.5865,-3021.2634,-52695.3839,-52173.7820,-54760.3393,-48170.7618,-48964.9663,-59603.6414,-60562.9016,-51900.1688,-109462134.8236,-109440455.7180,-109449887.6370,-109468959.0686,-53536.2332,-109464777.9657,
600.000,4992.3639,-397.0195,-6709.4319,5297.3986,-3935.9108,2307.8091,5192.7599,-3992.3323,-3353.1731,3209.9437,-291677.2771,-298555.3608,-281406.2698,-283927.1800,-281887.1725,-282666.8688,-291046.9304,-287905.2357,-68510595.7395,-68509439.7535,-68500376.6054,-68506778.2045,-287420.5649,-68503855.2794,816.9383,6392.0521,-1152.2355,-4276.4025,3074.5025,-6465.5954,1828.5677,4946.2963,5195.6214,4637.0230,275038.0031,288747.1269,275291.9986,271530.1954,279833.7076,276660.6246,277865.1724,276650.9535,334075230.5509,334065040.7667,334050743.7978,334049547.9319,275803.4698,334056092.9286,-4624.7335,2082.5189,-691.4888,1165.4176,4641.4984,-853.5402,4163.1815,2642.3706,3126.7731,-4032.3488,-52721.7354,-52319.9893,-54810.6022,-48438.8567,-48966.2495,-59547.7767,-60856.1042,-52204.1402,-109466786.0273,-109444803.8691,-109454054.8529,-109472797.2071,-53672.3012,-109469173.1129,
900.000,4165.7319,870.8207,-6746.0836,4507.3294,-2370.1851,978.7761,6300.5690,-2338.2984,-1438.7063,4305.1170,-297617.8451,-304610.8472,-287181.7215,-289759.5445,-287661.6062,-288408.4863,-296770.5858,-294097.7959,-75787305.1107,-75786350.8014,-75776669.9378,-75782819.3891,-293200.4692,-75780465.3712,-1079.5163,6673.7531,68.2603,-5195.9064,4575.3241,-6346.2716,571.1291,5033.0095,5394.0027,2874.5433,268447.6350,282440.8324,269002.7260,265367.5979,273698.9340,270545.6524,271644.1511,270596.4059,332499478.2381,332489565.6216,332475513.2547,332473460.7342,269635.6262,332480345.4952,-5335.4382,290.2883,1132.1429,-650.6088,4465.7872,-2578.5172,2764.9248,4068.9672,4101.9455,-4612.4557,-52752.8883,-52466.2859,-54858.6685,-48712.1703,-48971.1258,-59485.9908,-61143.7475,-52625.4032,-109471438.1282,-109449156.8552,-109458235.0712,-109476608.2764,-53808.3397,-109473568.0778,
1200.000,2963.8909,2041.1735,-6089.5154,3261.8433,-596.3918,-473.6586,6786.1228,-424.0739,630.7774,5026.6860,-303390.7464,-310532.2250,-292828.0936,-295461.7458,-293306.5687,-294022.8225,-302358.6400,-300090.3435,-83027866.1195,-83027126.9125,-83016839.4044,-83022681.8032,-298848.0043,-83020927.2176,-2902.0678,6235.2572,1294.7560,-5601.5750,5639.2298,-5609.4459,-712.8853,4651.6634,5105.7666,846.9592,261734.3714,276006.4235,262593.3663,259083.9949,267442.1443,264310.6099,265304.0164,264328.5446,330765238.6279,330755596.1115,330741814.4000,330738966.4167,263346.6702,330746114.6014,-5457.3288,-1535.8416,2829.5767,-2396.2664,3788.8811,-4026.0057,1067.1355,5050.9870,4637.7231,-4700.0004,-52788.5148,-52612.6694,-54904.7055,-48990.8170,-48979.5717,-59418.2014,-61425.9033,-53140.3485,-109476091.0098,-109453514.5754,-109462428.2170,-109480395.3379,-53944.3487,-109477962.8604,
1500.000,1511.3781,3009.1846,-4810.3211,1672.2332,1209.3703,-1919.5619,6595.9699,1562.0162,2655.7089,5305.5174,-308995.8612,-316316.7719,-298342.8958,-301031.4069,-298819.3516,-299507.6606,-307808.7465,-305850.4173,-90228827.2935,-90228316.4062,-90217434.3719,-90222921.3092,-304360.6328,-90221789.5112,-4464.7178,5121.5803,2420.2897,-5468.1664,6152.7175,-4337.5263,-1913.7505,3851.1484,4364.0774,-1248.5277,254903.1250,269446.7789,256066.7871,252682.3566,261066.1452,257958.0252,258847.8067,257853.1100,328873338.9606,328863959.0076,328850473.1105,328846898.2757,256939.4430,328854227.4790,-4977.1276,-3182.9871,4211.6383,-3883.0336,2686.6415,-5040.9930,-746.2718,5481.3961,4676.7901,-4285.7354,-52828.3012,-52759.1372,-54948.8844,-49274.9161,-48991.5645,-59344.3251,-61702.6403,-53718.2158,-109480744.5555,-109457876.9306,-109466634.1992,-109484162.1592,-54080.3281,-109482357.4607,
1800.000,-47.7031,3690.2818,-3043.7285,-113.6029,2871.1351,-3225.4884,5745.2862,3421.0602,4438.9379,5110.3058,-314432.8514,-321961.8273,-303723.6950,-306466.2291,-304197.3151,-304860.8578,-313118.6195,-311354.3201,-97386756.0495,-97386486.4767,-97375023.0183,-97380113.6101,-309735.8782,-97379619.8336,-5603.7003,3451.9075,3344.6851,-4822.8548,6055.8995,-2663.7630,-2931.6865,2717.1775,3241.5149,-3209.7106,247958.4786,262764.8349,249425.9060,246165.7224,254573.7982,251490.4531,252278.5990,251184.0610,326824681.6333,326815556.2454,326802390.3989,326798163.8196,250416.8387,326805586.5093,-3947.4450,-4459.7468,5124.5041,-4950.9901,1282.7218,-5515.2890,-2478.9341,5313.3218,4214.9133,-3413.6650,-52871.9548,-52905.6870,-54991.3801,-49564.5923,-49007.0818,-59264.2777,-61974.0241,-54324.0512,-109485398.6482,-109462243.8240,-109470852.9119,-109487913.2174,-54216.2778,-109486751.8787,
2100.000,-1563.6444,4026.8396,-974.7184,-1925.1393,4230.2780,-4266.4988,4316.6026,4963.4988,5804.9826,4451.2061,-319701.2041,-327464.7943,-308968.1165,-311763.9946,-309437.8886,-310080.3488,-318286.0357,-316588.6765,-104498240.3300,-104498224.8288,-104486193.9701,-104490855.7656,-314971.3260,-104491006.2907,-6194.6333,1406.0989,3983.1283,-3740.4528,5349.8081,-757.8639,-3684.8308,1362.9462,1842.9493,-4848.7000,240904.7802,255963.5839,242673.6890,239537.2019,247968.0183,244910.4713,245599.5079,244341.9161,324620243.7698,324611364.4943,324598541.9881,324593744.0516,243781.8037,324601168.7935,-2481.3589,-5218.3869,5466.7577,-5485.7798,-265.2398,-5398.5462,-3943.6961,4564.9902,3301.4077,-2176.5753,-52919.2069,-53052.3165,-55032.3703,-49859.9755,-49026.1019,-59177.9757,-62240.1172,-54921.7769,-109490053.1705,-109466615.1607,-109475084.2356,-109491653.6593,-54352.1979,-109491146.1144,
2400.000,-2895.2404,3992.1778,1181.7362,-3585.4544,5160.7584,-4937.7894,2451.2366,6028.5361,6617.5058,3380.1197,-324800.2704,-332823.1405,-314073.8445,-316922.5702,-314538.5715,-315164.1481,-323308.8346,-321550.9336,-111559890.2296,-111560141.3056,-111547557.9292,-111551767.6309,-320064.6252,-111552559.1400,-6166.5209,-795.2080,4273.6204,-2334.3652,4097.4789,1191.2043,-4115.2425,-82.1230,295.8726,-6009.9713,233746.2112,249046.0736,235813.1492,232799.9759,241251.7730,238220.6770,238813.6852,237351.6262,322261076.7540,322252434.6919,322239977.8486,322234692.7321,237037.3343,322242025.6858,-740.5136,-5371.4432,5200.3967,-5430.3558,-1783.4559,-4703.2439,-4982.9826,3317.8439,2034.0034,-706.4704,-52969.8126,-53199.0232,-55072.0357,-50161.2008,-49048.6041,-59085.3365,-62500.9796,-55477.0268,-109494708.0046,-109470990.8480,-109479328.0387,-109495389.2145,-54488.0881,-109495540.1677,
