sl_100_86400_20250111 Coordinates.csv
2025/01/11 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:23 2024,
Start: 2025/01/11 07:47:00.00, Stop: 2025/01/12 07:47:00.00,
TIME_UNITS,STARLINK-1790 - X-Coordinate,STARLINK-3538 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-4561 - X-Coordinate,STARLINK-4686 - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-30291 - X-Coordinate,STARLINK-5759 - X-Coordinate,STARLINK-30513 - X-Coordinate,STARLINK-6351 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-2580 - X-Coordinate,STARLINK-3088 - X-Coordinate,STARLINK-31976 - X-Coordinate,STARLINK-1736 - X-Coordinate,STARLINK-31683 - X-Coordinate,STARLINK-30366 - X-Coordinate,STARLINK-3563 - X-Coordinate,STARLINK-4775 - X-Coordinate,STARLINK-30590 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-1708 - X-Coordinate,STARLINK-31692 - X-Coordinate,STARLINK-5279 - X-Coordinate,STARLINK-2055 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-4130 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-4023 - X-Coordinate,STARLINK-31141 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-31723 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-2258 - X-Coordinate,STARLINK-3557 - X-Coordinate,STARLINK-11197 [DTC] - X-Coordinate,STARLINK-1433 - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-4205 - X-Coordinate,STARLINK-3624 - X-Coordinate,STARLINK-30149 - X-Coordinate,STARLINK-31237 - X-Coordinate,STARLINK-4450 - X-Coordinate,STARLINK-31172 - X-Coordinate,STARLINK-3954 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-1581 - X-Coordinate,STARLINK-6196 - X-Coordinate,STARLINK-4314 - X-Coordinate,STARLINK-6141 - X-Coordinate,STARLINK-11181 [DTC] - X-Coordinate,STARLINK-5085 - X-Coordinate,STARLINK-2251 - X-Coordinate,STARLINK-2045 - X-Coordinate,STARLINK-5811 - X-Coordinate,STARLINK-3930 - X-Coordinate,STARLINK-3803 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-1422 - X-Coordinate,STARLINK-2266 - X-Coordinate,STARLINK-1507 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-3057 - X-Coordinate,STARLINK-30245 - X-Coordinate,STARLINK-31423 - X-Coordinate,STARLINK-31236 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-31160 - X-Coordinate,STARLINK-31344 - X-Coordinate,STARLINK-6189 - X-Coordinate,STARLINK-3744 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-2033 - X-Coordinate,STARLINK-30105 - X-Coordinate,STARLINK-31597 - X-Coordinate,STARLINK-5677 - X-Coordinate,STARLINK-2472 - X-Coordinate,STARLINK-31555 - X-Coordinate,STARLINK-5547 - X-Coordinate,STARLINK-31401 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-32165 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-4429 - X-Coordinate,STARLINK-31097 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-1622 - X-Coordinate,STARLINK-32200 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-3259 - X-Coordinate,STARLINK-3721 - X-Coordinate,STARLINK-31058 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-30409 - X-Coordinate,STARLINK-4052 - X-Coordinate,STARLINK-2462 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1790 - Y-Coordinate,STARLINK-3538 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-4561 - Y-Coordinate,STARLINK-4686 - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-30291 - Y-Coordinate,STARLINK-5759 - Y-Coordinate,STARLINK-30513 - Y-Coordinate,STARLINK-6351 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-2580 - Y-Coordinate,STARLINK-3088 - Y-Coordinate,STARLINK-31976 - Y-Coordinate,STARLINK-1736 - Y-Coordinate,STARLINK-31683 - Y-Coordinate,STARLINK-30366 - Y-Coordinate,STARLINK-3563 - Y-Coordinate,STARLINK-4775 - Y-Coordinate,STARLINK-30590 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-1708 - Y-Coordinate,STARLINK-31692 - Y-Coordinate,STARLINK-5279 - Y-Coordinate,STARLINK-2055 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-4130 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-4023 - Y-Coordinate,STARLINK-31141 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-31723 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-2258 - Y-Coordinate,STARLINK-3557 - Y-Coordinate,STARLINK-11197 [DTC] - Y-Coordinate,STARLINK-1433 - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-4205 - Y-Coordinate,STARLINK-3624 - Y-Coordinate,STARLINK-30149 - Y-Coordinate,STARLINK-31237 - Y-Coordinate,STARLINK-4450 - Y-Coordinate,STARLINK-31172 - Y-Coordinate,STARLINK-3954 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-1581 - Y-Coordinate,STARLINK-6196 - Y-Coordinate,STARLINK-4314 - Y-Coordinate,STARLINK-6141 - Y-Coordinate,STARLINK-11181 [DTC] - Y-Coordinate,STARLINK-5085 - Y-Coordinate,STARLINK-2251 - Y-Coordinate,STARLINK-2045 - Y-Coordinate,STARLINK-5811 - Y-Coordinate,STARLINK-3930 - Y-Coordinate,STARLINK-3803 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-2266 - Y-Coordinate,STARLINK-1507 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-3057 - Y-Coordinate,STARLINK-30245 - Y-Coordinate,STARLINK-31423 - Y-Coordinate,STARLINK-31236 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-31160 - Y-Coordinate,STARLINK-31344 - Y-Coordinate,STARLINK-6189 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-2033 - Y-Coordinate,STARLINK-30105 - Y-Coordinate,STARLINK-31597 - Y-Coordinate,STARLINK-5677 - Y-Coordinate,STARLINK-2472 - Y-Coordinate,STARLINK-31555 - Y-Coordinate,STARLINK-5547 - Y-Coordinate,STARLINK-31401 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-32165 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-4429 - Y-Coordinate,STARLINK-31097 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-1622 - Y-Coordinate,STARLINK-32200 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-3259 - Y-Coordinate,STARLINK-3721 - Y-Coordinate,STARLINK-31058 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-30409 - Y-Coordinate,STARLINK-4052 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1790 - Z-Coordinate,STARLINK-3538 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-4561 - Z-Coordinate,STARLINK-4686 - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-30291 - Z-Coordinate,STARLINK-5759 - Z-Coordinate,STARLINK-30513 - Z-Coordinate,STARLINK-6351 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-2580 - Z-Coordinate,STARLINK-3088 - Z-Coordinate,STARLINK-31976 - Z-Coordinate,STARLINK-1736 - Z-Coordinate,STARLINK-31683 - Z-Coordinate,STARLINK-30366 - Z-Coordinate,STARLINK-3563 - Z-Coordinate,STARLINK-4775 - Z-Coordinate,STARLINK-30590 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-1708 - Z-Coordinate,STARLINK-31692 - Z-Coordinate,STARLINK-5279 - Z-Coordinate,STARLINK-2055 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-4130 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-4023 - Z-Coordinate,STARLINK-31141 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-31723 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-2258 - Z-Coordinate,STARLINK-3557 - Z-Coordinate,STARLINK-11197 [DTC] - Z-Coordinate,STARLINK-1433 - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-4205 - Z-Coordinate,STARLINK-3624 - Z-Coordinate,STARLINK-30149 - Z-Coordinate,STARLINK-31237 - Z-Coordinate,STARLINK-4450 - Z-Coordinate,STARLINK-31172 - Z-Coordinate,STARLINK-3954 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-1581 - Z-Coordinate,STARLINK-6196 - Z-Coordinate,STARLINK-4314 - Z-Coordinate,STARLINK-6141 - Z-Coordinate,STARLINK-11181 [DTC] - Z-Coordinate,STARLINK-5085 - Z-Coordinate,STARLINK-2251 - Z-Coordinate,STARLINK-2045 - Z-Coordinate,STARLINK-5811 - Z-Coordinate,STARLINK-3930 - Z-Coordinate,STARLINK-3803 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-2266 - Z-Coordinate,STARLINK-1507 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-3057 - Z-Coordinate,STARLINK-30245 - Z-Coordinate,STARLINK-31423 - Z-Coordinate,STARLINK-31236 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-31160 - Z-Coordinate,STARLINK-31344 - Z-Coordinate,STARLINK-6189 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-2033 - Z-Coordinate,STARLINK-30105 - Z-Coordinate,STARLINK-31597 - Z-Coordinate,STARLINK-5677 - Z-Coordinate,STARLINK-2472 - Z-Coordinate,STARLINK-31555 - Z-Coordinate,STARLINK-5547 - Z-Coordinate,STARLINK-31401 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-32165 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-4429 - Z-Coordinate,STARLINK-31097 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-1622 - Z-Coordinate,STARLINK-32200 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-3259 - Z-Coordinate,STARLINK-3721 - Z-Coordinate,STARLINK-31058 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-30409 - Z-Coordinate,STARLINK-4052 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,929.6144,-3307.3001,4701.3910,-2403.5759,3862.7751,4661.4169,3461.0953,4240.3615,2062.6022,1426.7377,465.2106,-5812.0503,-4133.7126,-2207.1596,-4893.1389,3127.4877,6588.7916,4803.7408,-1336.7647,-6582.3173,-5758.1283,-4030.8315,-2600.3775,-1330.5973,-4783.7872,-3630.1066,5679.7617,-5722.4930,4883.9179,4411.7524,5491.0529,-1316.0729,3182.4624,4645.9411,-6729.3605,-3805.5754,-6046.1969,2948.4910,-4831.8947,-2341.5974,4488.4148,-5474.7089,-1665.4372,4071.1620,2753.7068,-718.4572,-2962.2009,-4070.2670,6081.8013,2505.9295,-6688.7903,3671.9562,91.0930,-6645.8039,4131.9910,4141.6652,-4963.0342,-4312.1574,-1183.7288,-844.7186,-1483.3256,4090.9086,3881.2140,-6631.0592,3960.0022,-4649.3699,6291.7216,-5740.0880,4622.2283,199.0603,2075.8255,-2259.1150,3579.9114,-4989.3559,-2834.4412,3088.5588,-2853.8734,6307.1341,-5610.2416,5576.6620,-2736.3240,1715.9546,-6353.8213,5440.1802,3062.0468,1945.3418,-1141.1784,499.7817,-1559.4737,-6619.9212,5111.5797,6342.5382,4711.9561,-4290.1493,-4608.6245,4934.6338,-1989.9715,2318.1078,-5535.4341,-5950.9162,307223.3381,271240.4491,288987.6314,294311.5404,286563.2076,290063.0125,287126.8479,288355.2466,25057790.0788,25042186.4230,25059179.9807,25074409.6681,289932.1310,25074555.6756,-5760.8606,6002.3352,-4083.5988,4098.2067,-1628.6464,4726.2176,-3903.8330,1680.8218,6377.4154,-5396.6897,-6636.2334,1352.1048,3991.3102,3691.9770,1642.5122,-4709.8015,-1752.9798,-3437.8729,6560.0016,-2023.3223,-3382.1221,5477.9662,-3296.0464,4689.0255,3749.4684,-2459.7029,-715.5399,1458.2086,-2390.6370,5142.4088,2854.2717,-4230.6582,-4009.3642,-4708.7138,-994.4952,-1540.1458,-3328.7343,2951.9316,4506.8874,6085.4509,-4534.5434,4159.5260,-3793.5741,-3406.4327,-6276.2795,6075.4998,-5796.5996,-4005.0497,-3095.5273,-4947.4557,-1466.5027,-380.5058,-1036.9974,1536.2743,-4956.5729,-740.0416,-4025.5113,-870.7839,2086.7782,-4302.3274,6149.9708,1416.3805,-1581.4755,-1288.9071,1101.0779,4815.5532,-212.8709,2267.3431,-2486.7909,-4582.6213,-4500.8195,4833.1084,5466.2439,-2941.0099,-5611.7644,6109.3091,4234.1371,-2220.9488,-1003.3004,-3529.3600,5709.1670,-6538.5483,2749.9184,-3236.3666,-3548.8302,-6017.7579,5896.0750,4508.6794,4086.8355,-782.1602,-527.7185,2467.3314,1446.0890,-3629.5345,-4284.9303,-2317.7125,4259.9155,-4552.3541,2585.6887,315.1443,-158900.7983,-161488.4172,-152527.5943,-155206.4300,-152475.9500,-153864.6921,-161864.9815,-158679.6366,-83660245.0360,-83666242.9471,-83656691.1448,-83677339.5302,-158310.6498,-83669568.3634,3718.2437,931.3982,3004.2861,-5035.1349,-5508.7326,1940.2115,-4559.8441,-5091.7981,-1790.3482,3910.2387,-1970.4311,3489.0764,3851.5202,5449.5719,-4463.3243,-3996.8002,-111.2693,3603.5384,-1754.5380,627.5739,-1888.3087,-851.6540,-5513.3677,4452.8780,3293.0492,5346.2573,3934.7483,3593.5867,4265.8810,-1490.8060,-3175.6687,-5327.5160,4560.9814,-2033.1701,480.3639,5588.7795,-441.0934,-5523.4415,-1306.7016,2322.0155,2397.2123,-763.9332,5528.2223,-4474.5231,369.2489,-3289.3196,1627.7088,-3896.7983,-745.4676,4150.8242,-1003.6954,-5897.5448,6854.7970,-1258.8027,-1869.1350,5523.4194,-2666.7893,5336.7370,6513.2050,-5357.2323,2790.0668,-5401.9533,-5514.2516,1476.2277,5458.5972,-1431.0820,2940.5926,3158.0614,4347.9996,5064.6162,-4831.1190,-4437.1616,2103.3313,-3821.0696,-2888.1376,324.9180,4666.8567,167.4098,-3751.8866,-2136.6057,2792.9261,-901.2111,400.5994,2534.5966,-5100.9053,2535.0868,3461.1851,5246.2250,-5380.3687,-1915.0960,4616.3553,141.8380,-4909.4801,-4042.6876,2864.0012,4161.0017,-5127.4787,4682.1700,3230.7234,-3534.2292,177412.7569,173923.6002,172327.4499,180345.1257,178008.0114,167301.5129,167874.7407,174993.7831,40089497.0355,40068462.0960,40107325.9250,40086177.8975,174169.5323,40096523.4785,
3600.000,781.1128,1490.9065,-3893.3023,-1996.1116,-2770.9294,-4435.4955,-2481.2171,-6541.7315,-3920.9966,1679.1848,1750.8628,2408.5253,3439.4115,-1985.7079,2028.3746,962.6025,-4212.7765,-3611.8200,-1134.2176,5924.2973,6572.1820,1093.1453,5889.3947,-4080.6870,4152.1980,4777.6122,-6816.0866,2263.0729,-4939.0338,-5077.8371,-2999.4520,4731.9391,886.0548,-1375.0058,5212.6307,4732.1330,5329.1780,-5975.4747,955.5207,880.7890,-326.1604,3648.0976,5348.3845,-2241.6930,281.0276,1439.3562,4347.6126,6117.3730,-3222.1552,-43.3273,6100.5006,-6221.3055,-3590.0646,4310.1292,-1872.3014,-21.9070,6081.9188,5968.5802,-1775.9882,4433.6559,-1526.1553,-4236.4706,-2704.8716,6294.1981,-5030.4906,1298.2726,-6655.3204,2553.7997,-1020.8116,3046.0299,-194.4529,-565.9487,-4805.2368,5017.0045,4437.6629,-3931.0776,1512.5275,-3316.9537,6489.4171,-4205.3125,-623.7987,1080.0272,4476.2722,-3870.5005,1202.1981,1576.1830,-1308.0512,2019.6038,-1337.6880,4905.7995,-2193.8959,-5354.4718,-1667.7602,4116.8547,4269.1224,-3907.9653,-1732.8081,962.0105,1852.0505,6546.1858,336056.1107,303069.5938,320607.7557,324412.0415,316248.9760,319622.2549,318009.1159,321520.9036,45932993.9852,45919544.0109,45927863.5441,45955774.2386,320063.4450,45949032.8470,6870.0523,-5884.9989,5569.1766,-4166.7257,5385.9621,-1481.4216,6404.8315,1055.6270,-3677.1834,6592.9213,6490.7391,-3401.6089,-6004.2248,-1845.7014,-5280.8273,4050.1313,3870.9748,5900.4535,-4626.9134,183.2998,1326.2690,-4885.9049,1170.0917,-4479.2497,-5449.0351,-1711.8223,1086.0666,-3487.2099,4826.6532,-2061.6427,-215.9538,1549.5297,5681.3448,4423.7532,-1993.3830,4949.3882,959.2936,-391.0093,-4341.6064,-6568.8283,5014.2104,-4748.8096,1907.8382,6243.8895,5723.6412,-1607.2230,3822.2213,3206.9782,4565.7084,6813.8498,-261.6503,2195.6521,-2900.0956,-3516.8523,5600.1812,2775.8699,2849.6341,-2277.5219,-5076.1745,4601.9188,-4058.4934,2925.6498,5345.6898,-332.4607,3131.7077,-4514.7282,324.4915,-4390.9449,5434.7557,5896.5475,6782.9206,-6638.9887,-1866.0382,-1069.8693,5100.0426,-3501.0886,-6665.7089,4403.2151,-2094.8582,5295.6008,-4313.4909,6022.6797,-4304.0695,5422.7307,4546.3521,3908.7004,-6810.7769,-6618.0834,-6211.6567,-2086.1617,3761.3233,31.3324,1732.0932,-532.7069,599.4433,5533.7143,-1774.7929,6263.0215,-3781.4169,-2169.6211,-76679.4586,-88187.3143,-75230.9709,-78853.1108,-75429.4233,-76284.9729,-84247.0569,-80356.1543,-74269553.2608,-74282344.2793,-74269915.4665,-74283397.2533,-81280.6268,-74278082.7658,356.0292,3304.2351,1285.4162,5138.5043,3332.3643,-5106.0359,877.4611,1655.4578,4375.8853,-482.1946,-1711.2203,-5527.6038,181.7926,-6408.1064,3801.8374,5516.2010,3701.6781,-301.3539,5005.7552,3551.0525,-1788.0201,4668.7395,3439.4741,-2643.2569,944.2112,-4714.7869,834.1649,-5536.2511,-395.5272,4244.8369,6256.2437,4803.7824,-3749.9461,5125.9165,-3923.2293,-1150.2027,4290.8898,3453.3701,5047.3901,1994.9181,-4611.9057,-3470.9155,-3956.0962,2026.7018,-3782.2152,6586.7200,3389.8037,-225.9489,3978.5919,-1284.2063,-3263.9318,2179.1289,-5193.4427,4134.1779,-3207.4185,-6381.0427,-1682.3358,-2678.5544,-4414.9625,2641.7874,-5397.6255,4610.2420,3457.0377,2834.5454,-3425.2711,4964.9809,1977.7211,-4727.0397,-3999.3263,-1664.4139,1336.3316,1917.5974,-4542.9678,4660.0321,-1469.4531,-4396.0025,-1112.0730,3779.0253,180.4603,-1541.6814,-5386.6046,-3016.3451,3082.2347,1456.5081,5068.2291,-5364.3614,-124.2521,-589.2746,2757.7964,4426.4469,-5377.4228,4191.7009,6510.1165,5523.7604,-5417.1439,-1106.7006,6481.0888,-2825.7512,-5493.2738,-642.6233,177501.8124,174166.3811,173663.8326,179081.7422,180063.7847,170111.7112,166461.4122,174148.2701,40092906.5153,40073057.2438,40109687.3493,40094660.6941,174577.3243,40102254.4042,
7200.000,-2289.8049,1800.7619,1051.6082,5284.0586,1490.2612,3722.2543,703.3597,5524.9946,5412.5613,-3843.3965,-3724.3315,1277.6809,-1168.2866,5808.0082,859.4682,-4892.5235,-237.0232,1065.9226,4320.9413,-3149.4773,-5132.8113,3233.9499,-6872.8919,6082.3682,-1445.5151,-5107.2062,4494.7711,1414.9673,2869.5178,4918.3795,746.9218,-6774.1101,-3955.1598,-2964.5824,-1621.0080,-2117.6450,-3209.6355,6744.0842,4133.9906,1555.3256,-4138.2320,258.5838,-6909.0809,113.4443,-3935.4835,1106.7747,-3878.5847,-5419.4402,-1179.1700,-2134.5066,-3180.3135,5983.3613,3236.6684,-600.6204,-2470.6013,-2898.5677,-4817.5728,-5526.2311,2644.7142,-5661.3505,4947.7898,3892.8789,1415.2043,-3415.4128,4377.2661,3328.9402,3718.0667,1045.0401,-2244.9832,-4290.3412,-1339.9167,2704.7575,5107.0263,-4369.2837,-4421.6689,4135.0355,181.8948,-1969.3377,-4174.1693,1022.0288,4511.8077,-4112.0592,-742.3080,102.0544,-4374.8637,-5334.6132,3255.0333,-3358.2128,2920.0218,-2076.2406,-427.9047,2163.2522,-395.6258,-3824.2397,-3638.7886,1378.6095,5588.9388,-3319.5243,2268.7823,-4251.0081,343172.7372,315610.9057,332024.7151,334182.1144,326036.2342,329159.8577,328444.3562,328945.8722,63650788.8091,63641007.6058,63641418.0241,63674849.7606,330117.4434,63665867.4476,-4976.1457,3791.1115,-4872.3057,3961.2359,-6694.0793,-2858.2017,-6034.0049,-2692.8169,-133.9055,-4551.4592,-3912.0410,5416.6560,5434.3743,1181.4891,6760.4731,-3281.9928,-5116.3533,-6046.9586,1599.6368,2715.3023,1610.2782,3066.3557,430.8874,1604.2160,4945.2807,4528.8143,-1222.9337,5449.4997,-5058.5318,-2022.8535,-3832.4921,501.9883,-5597.4722,-3693.3365,4950.9740,-5256.4297,2750.1311,-1338.8410,3010.2160,4409.6866,-4272.9081,4156.7407,-330.9252,-6746.2229,-3288.3747,-3240.5463,1234.4898,-923.9511,-5083.3671,-6153.1289,2771.1543,-2207.9545,6125.4290,5221.6840,-3191.3445,-5244.1455,-36.0849,3833.3059,6424.2186,-3593.5282,1383.1361,-5636.3207,-6736.2765,2659.2459,-5138.0099,3364.5151,-979.7259,5929.9968,-6410.1573,-4429.0884,-6100.2025,6143.0810,-2515.2587,4662.1410,-2097.3205,-1120.2177,6163.4735,-4860.2774,4088.1099,-5361.1775,2438.2020,-2821.9582,5030.1423,-5244.2216,-5006.7939,-993.0817,5159.0031,4131.6021,6096.2194,5053.6541,-6328.4132,-3660.9315,-5389.2192,4514.3508,3688.0615,-6144.7764,416.8643,-6043.1659,4910.6888,3239.1888,9706.5413,-9138.3802,6622.0961,2123.2160,6326.5809,5218.0038,-1205.9624,-560.9464,-59778324.8540,-59796646.2492,-59785293.8595,-59785386.8042,789.1004,-59786547.0405,-4243.8302,-5504.2536,-4803.9358,-2067.5154,894.0896,5073.7913,3313.9188,2972.1032,-4340.9403,-3325.9046,4343.1572,4098.9067,-4133.8100,3621.2393,-290.1417,-3635.5979,-4504.7242,-3205.3221,-5166.8350,-5531.1139,4373.4015,-5212.5649,720.1127,-2031.1220,-4622.2721,1149.3752,-5168.9103,4011.0456,-3752.4892,-4458.5247,-5759.6894,-1352.9789,308.0767,-5048.0132,4393.8664,-4023.4822,-5479.2715,743.5245,-4388.1631,-5113.5984,3325.7011,5512.3912,-113.2733,1619.4302,4553.7583,-6045.1480,-5340.8523,4175.1878,-4463.8151,-2380.6735,5473.9576,2755.4262,442.7497,-4529.5613,5357.6365,3514.2599,4958.9076,-1658.3230,-280.2804,1691.2842,4623.7258,-971.6301,712.0781,-5400.4621,-1110.1203,-4948.4348,-5799.9738,3433.7614,626.5423,-2969.4869,2962.8695,1742.2067,3831.4871,-2705.2262,4875.5316,5339.5605,-3158.0742,-4157.5807,3512.3136,4270.2285,4641.6160,4643.8459,-4721.7137,-4364.8472,-1932.1708,4116.7389,-3305.2740,-4464.1380,1515.3198,-4275.1445,2746.0134,-5321.1069,-4381.5909,-3592.0907,4574.3750,-2733.9880,-4121.1010,-752.5298,4299.8033,4393.0491,177534.8848,174396.0057,175227.6050,176848.5970,181603.4854,173824.4246,165771.2686,175230.9816,40096939.2172,40077893.8650,40111760.4074,40105855.5237,174967.6924,40108003.1625,
