sl_100_5400_20251022 Coordinates.csv
2025/10/22 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:14 2024,
Start: 2025/10/22 07:47:00.00, Stop: 2025/10/22 09:17:00.00,
TIME_UNITS,STARLINK-1320 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-5890 - X-Coordinate,STARLINK-4717 - X-Coordinate,STARLINK-1967 - X-Coordinate,STARLINK-2699 - X-Coordinate,STARLINK-31418 - X-Coordinate,STARLINK-1667 - X-Coordinate,STARLINK-4465 - X-Coordinate,STARLINK-31735 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-2590 - X-Coordinate,STARLINK-1538 - X-Coordinate,STARLINK-5345 - X-Coordinate,STARLINK-30070 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-1981 - X-Coordinate,STARLINK-3401 - X-Coordinate,STARLINK-31901 - X-Coordinate,STARLINK-1393 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-30814 - X-Coordinate,STARLINK-4471 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-5358 - X-Coordinate,STARLINK-31909 - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-31635 - X-Coordinate,STARLINK-5304 - X-Coordinate,STARLINK-31239 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-5953 - X-Coordinate,STARLINK-4547 - X-Coordinate,STARLINK-4633 - X-Coordinate,STARLINK-31225 - X-Coordinate,STARLINK-30478 - X-Coordinate,STARLINK-3095 - X-Coordinate,STARLINK-31148 - X-Coordinate,STARLINK-1068 - X-Coordinate,STARLINK-30193 - X-Coordinate,STARLINK-30310 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-5806 - X-Coordinate,STARLINK-11106 [DTC] - X-Coordinate,STARLINK-31812 - X-Coordinate,STARLINK-31373 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-5249 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-2593 - X-Coordinate,STARLINK-4172 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-4138 - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-1361 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-2482 - X-Coordinate,STARLINK-3795 - X-Coordinate,STARLINK-5913 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-1360 - X-Coordinate,STARLINK-3668 - X-Coordinate,STARLINK-6093 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-6184 - X-Coordinate,STARLINK-5193 - X-Coordinate,STARLINK-31521 - X-Coordinate,STARLINK-2121 - X-Coordinate,STARLINK-30488 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-5554 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-30874 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-3911 - X-Coordinate,STARLINK-1906 - X-Coordinate,STARLINK-30905 - X-Coordinate,STARLINK-2292 - X-Coordinate,STARLINK-30300 - X-Coordinate,STARLINK-4630 - X-Coordinate,STARLINK-31654 - X-Coordinate,STARLINK-2067 - X-Coordinate,STARLINK-1089 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-31618 - X-Coordinate,STARLINK-31932 - X-Coordinate,STARLINK-30163 - X-Coordinate,STARLINK-31922 - X-Coordinate,STARLINK-2516 - X-Coordinate,STARLINK-31737 - X-Coordinate,STARLINK-30350 - X-Coordinate,STARLINK-30711 - X-Coordinate,STARLINK-5534 - X-Coordinate,STARLINK-1293 - X-Coordinate,STARLINK-5283 - X-Coordinate,STARLINK-3701 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1320 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-5890 - Y-Coordinate,STARLINK-4717 - Y-Coordinate,STARLINK-1967 - Y-Coordinate,STARLINK-2699 - Y-Coordinate,STARLINK-31418 - Y-Coordinate,STARLINK-1667 - Y-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-31735 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-2590 - Y-Coordinate,STARLINK-1538 - Y-Coordinate,STARLINK-5345 - Y-Coordinate,STARLINK-30070 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-1981 - Y-Coordinate,STARLINK-3401 - Y-Coordinate,STARLINK-31901 - Y-Coordinate,STARLINK-1393 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-30814 - Y-Coordinate,STARLINK-4471 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-5358 - Y-Coordinate,STARLINK-31909 - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-31635 - Y-Coordinate,STARLINK-5304 - Y-Coordinate,STARLINK-31239 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-5953 - Y-Coordinate,STARLINK-4547 - Y-Coordinate,STARLINK-4633 - Y-Coordinate,STARLINK-31225 - Y-Coordinate,STARLINK-30478 - Y-Coordinate,STARLINK-3095 - Y-Coordinate,STARLINK-31148 - Y-Coordinate,STARLINK-1068 - Y-Coordinate,STARLINK-30193 - Y-Coordinate,STARLINK-30310 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-5806 - Y-Coordinate,STARLINK-11106 [DTC] - Y-Coordinate,STARLINK-31812 - Y-Coordinate,STARLINK-31373 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-5249 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-2593 - Y-Coordinate,STARLINK-4172 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-4138 - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-1361 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-2482 - Y-Coordinate,STARLINK-3795 - Y-Coordinate,STARLINK-5913 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-1360 - Y-Coordinate,STARLINK-3668 - Y-Coordinate,STARLINK-6093 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-6184 - Y-Coordinate,STARLINK-5193 - Y-Coordinate,STARLINK-31521 - Y-Coordinate,STARLINK-2121 - Y-Coordinate,STARLINK-30488 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-5554 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-30874 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-3911 - Y-Coordinate,STARLINK-1906 - Y-Coordinate,STARLINK-30905 - Y-Coordinate,STARLINK-2292 - Y-Coordinate,STARLINK-30300 - Y-Coordinate,STARLINK-4630 - Y-Coordinate,STARLINK-31654 - Y-Coordinate,STARLINK-2067 - Y-Coordinate,STARLINK-1089 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-31618 - Y-Coordinate,STARLINK-31932 - Y-Coordinate,STARLINK-30163 - Y-Coordinate,STARLINK-31922 - Y-Coordinate,STARLINK-2516 - Y-Coordinate,STARLINK-31737 - Y-Coordinate,STARLINK-30350 - Y-Coordinate,STARLINK-30711 - Y-Coordinate,STARLINK-5534 - Y-Coordinate,STARLINK-1293 - Y-Coordinate,STARLINK-5283 - Y-Coordinate,STARLINK-3701 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1320 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-5890 - Z-Coordinate,STARLINK-4717 - Z-Coordinate,STARLINK-1967 - Z-Coordinate,STARLINK-2699 - Z-Coordinate,STARLINK-31418 - Z-Coordinate,STARLINK-1667 - Z-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-31735 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-2590 - Z-Coordinate,STARLINK-1538 - Z-Coordinate,STARLINK-5345 - Z-Coordinate,STARLINK-30070 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-1981 - Z-Coordinate,STARLINK-3401 - Z-Coordinate,STARLINK-31901 - Z-Coordinate,STARLINK-1393 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-30814 - Z-Coordinate,STARLINK-4471 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-5358 - Z-Coordinate,STARLINK-31909 - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-31635 - Z-Coordinate,STARLINK-5304 - Z-Coordinate,STARLINK-31239 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-5953 - Z-Coordinate,STARLINK-4547 - Z-Coordinate,STARLINK-4633 - Z-Coordinate,STARLINK-31225 - Z-Coordinate,STARLINK-30478 - Z-Coordinate,STARLINK-3095 - Z-Coordinate,STARLINK-31148 - Z-Coordinate,STARLINK-1068 - Z-Coordinate,STARLINK-30193 - Z-Coordinate,STARLINK-30310 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-5806 - Z-Coordinate,STARLINK-11106 [DTC] - Z-Coordinate,STARLINK-31812 - Z-Coordinate,STARLINK-31373 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-5249 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-2593 - Z-Coordinate,STARLINK-4172 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-4138 - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-1361 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-2482 - Z-Coordinate,STARLINK-3795 - Z-Coordinate,STARLINK-5913 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-1360 - Z-Coordinate,STARLINK-3668 - Z-Coordinate,STARLINK-6093 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-6184 - Z-Coordinate,STARLINK-5193 - Z-Coordinate,STARLINK-31521 - Z-Coordinate,STARLINK-2121 - Z-Coordinate,STARLINK-30488 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-5554 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-30874 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-3911 - Z-Coordinate,STARLINK-1906 - Z-Coordinate,STARLINK-30905 - Z-Coordinate,STARLINK-2292 - Z-Coordinate,STARLINK-30300 - Z-Coordinate,STARLINK-4630 - Z-Coordinate,STARLINK-31654 - Z-Coordinate,STARLINK-2067 - Z-Coordinate,STARLINK-1089 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-31618 - Z-Coordinate,STARLINK-31932 - Z-Coordinate,STARLINK-30163 - Z-Coordinate,STARLINK-31922 - Z-Coordinate,STARLINK-2516 - Z-Coordinate,STARLINK-31737 - Z-Coordinate,STARLINK-30350 - Z-Coordinate,STARLINK-30711 - Z-Coordinate,STARLINK-5534 - Z-Coordinate,STARLINK-1293 - Z-Coordinate,STARLINK-5283 - Z-Coordinate,STARLINK-3701 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5153.6532,4012.8575,4071.1900,-4962.0810,889.3363,2228.8148,-3140.1340,6424.9195,2181.1038,596.5598,-6362.8843,-3658.3526,96.7723,-4909.6096,1677.2322,4997.6259,-4851.3228,-4960.9657,-5568.7637,0.0000,3000.9152,-1307.9046,-3484.4021,2123.5296,739.7769,-3181.8028,637.5936,-4743.3857,-5809.0443,-3113.2308,924.7356,4981.5430,3332.0090,1584.0170,5072.6228,1574.9030,138.2868,5087.5299,4562.6939,5145.8063,5668.1026,5338.4756,-5751.9419,1599.7212,-5288.3163,-5350.4138,-2039.8965,4909.8682,258.1169,-4027.8640,-1768.9306,-4882.2136,-2337.5630,-1168.8263,-57.5040,6793.2638,-5770.5035,-435.5063,-1274.9407,3284.5482,3464.6955,-3178.4565,4058.5217,-2916.0267,4196.2189,2493.6480,5683.4059,6836.5649,-6682.4267,2142.5303,665.0735,4774.7224,-6513.8536,6282.5683,-217.2480,-772.5710,3633.2695,4913.4923,119.5497,-4186.9742,5716.9351,-368.5598,6917.3298,-1147.1309,2146.9269,-32.9253,0.0000,-2464.6981,315.7747,0.0000,4581.6464,-1342.4742,-658.7093,-3108.7659,5493.0607,6298.4065,-1904.1315,-1147.7633,-1937.5343,-5022.7379,-147459.8961,-150609.1860,-147654.3263,-149919.1758,-148283.4990,-149020.2908,-157455.8022,-155183.5445,-57069398.5087,-57061661.6487,-57058485.6069,-57053174.3516,-153656.6336,-57057939.3908,2722.7324,1595.1081,-82.4436,-1033.3417,4068.9733,-3526.6979,-3697.4107,-2129.1503,3677.2472,3212.3689,1426.7966,5698.8560,6169.4060,-1687.8682,6602.7773,4490.7650,1869.7270,-1623.4572,-632.3134,0.0000,-3266.3572,4409.7093,3284.8797,-65.7668,4428.1918,-5620.1057,6691.8885,1821.6471,-1221.4483,-4193.1300,4167.6303,-387.4303,-2377.2933,4394.3388,-1104.8935,-5828.0302,-5140.3325,4719.8398,4085.2233,4567.0930,3499.4991,-4289.0384,-338.7412,-6504.3406,-4476.2412,-106.3419,-3555.6718,1984.8345,5429.4390,-1023.0749,5291.7504,1351.6792,-4951.4453,5226.8644,-5076.3209,424.5393,-2069.2138,4360.8091,5107.5687,5931.0338,3231.9688,-2707.6722,5639.0526,-134.4464,-3196.0753,5866.9506,-3949.8769,-123.2862,-753.8815,5404.4262,4221.0809,-1616.2118,587.2917,-2284.2050,955.1489,5496.3346,3791.3681,-1110.1873,-5077.5016,203.2407,-883.6075,-5424.5034,207.3903,-433.0398,-4577.1878,-4380.7310,0.0000,4668.3365,-5293.1761,0.0000,5135.4661,4817.2484,-4104.0907,5902.9204,-3527.7615,353.5598,1553.9166,-5557.8217,5421.3710,3246.9644,342231.2322,362917.9857,353788.1381,349699.4038,358007.7093,354780.0532,355902.9625,354554.2784,335867957.8729,335854296.5659,335840698.7655,335860562.1160,353859.6222,335852339.0019,-3722.5093,5373.9475,5366.3628,4723.0492,5538.5486,5516.0632,4920.8412,807.0290,5378.3071,6132.5289,2088.0357,-847.3331,2970.6855,4548.5208,1294.1718,-1705.4001,4581.2990,-4543.9574,-4040.4228,0.0000,5291.9247,5158.6813,4894.0569,-6622.8209,5250.3916,2518.7735,1170.2196,4707.7113,3351.3841,-4571.9788,-5370.4978,-4648.0111,5606.4586,-5102.7006,-4556.7914,-3244.2900,4638.8144,384.3755,3244.0281,-686.3818,1918.2172,1009.8639,3710.6668,1467.7934,-335.5731,4399.1867,-5347.6240,4298.6015,4138.4058,-5417.6604,-4090.4272,-4714.7343,-4184.6264,4362.2060,-4707.6404,-1214.9394,-3249.1060,-5361.0999,-4517.2915,691.5252,-5053.3727,5500.2304,-265.4232,6296.2573,4438.1206,-2694.4130,265.2113,939.5493,1697.7305,3727.4220,-5352.2259,4737.8025,2292.5300,-1825.3986,6862.4431,4115.3916,4485.2418,-4591.2783,4664.9279,-5501.1768,-3830.7983,-4167.3865,419.0279,6820.6280,4566.2933,5331.6120,0.0000,4463.1683,4283.3301,0.0000,-1222.1973,-4639.7214,5519.9364,-1420.7478,2335.5181,2670.0929,6488.5582,3964.4071,3880.9741,-3407.4070,-123337.9484,-126054.4640,-125989.9627,-119200.6973,-120249.2432,-130935.6476,-131555.3647,-125358.6576,-111954960.8852,-111938657.5442,-111952015.8612,-111955520.8018,-124687.5514,-111961450.8816,
300.000,-3464.5326,4125.9001,4061.6497,-5166.6921,2971.4202,245.7579,-3862.2182,5793.9658,4095.8812,178.5501,-6283.1407,-2566.4470,1467.1949,-6060.4055,3008.1307,6052.6882,-3581.3597,-4415.9776,-6350.4738,0.0000,976.1601,815.2487,-1454.0550,113.0208,2744.3648,-4679.2411,2148.7843,-3666.9523,-6473.1813,-4829.8237,2999.4604,4520.7753,1259.6666,3529.5035,3605.7006,-13.8714,-1975.5481,5165.5083,5067.2183,5563.4674,5878.2509,4308.4632,-6182.7819,105.3879,-6050.0320,-4692.7973,-3948.8296,4993.3995,1803.1887,-4665.2238,-519.7745,-3350.4875,-3293.7972,249.4895,-2177.3254,6841.0308,-6628.5668,1669.8127,661.8335,4514.7812,4026.5074,-4605.9923,4398.9731,-1705.8124,2275.5744,3832.2478,4605.3733,6227.6130,-6176.6065,3111.0623,2615.1229,3170.9329,-6526.7181,5811.3049,-2091.2724,659.2218,4676.6870,4005.3830,-1641.7413,-4129.8279,5759.5490,-1893.8262,6720.3752,892.4079,18.5511,-2053.1497,0.0000,-1322.7156,-1742.4850,0.0000,5661.3338,753.4967,-2748.2135,-1433.9764,4771.9015,5390.4412,-82.6023,-2425.8986,-1493.2605,-3321.7029,-154629.5225,-158179.4947,-155085.3163,-157413.5768,-155718.7028,-156420.4880,-164850.3893,-162500.7960,-64387947.4344,-64380284.1570,-64376454.6240,-64371983.2991,-161102.4308,-64376396.8386,3518.1121,-580.5929,-2239.3198,1100.0327,3584.2205,-4405.9970,-1714.8485,-3514.9614,2849.4792,5021.1593,2708.2822,6245.5074,5109.5520,-325.5829,5636.1978,3370.6188,3607.7011,335.5001,804.1068,0.0000,-4042.8071,4079.2961,3907.0432,971.5492,4562.4697,-4998.5003,6466.6759,3685.9775,432.3793,-3059.5716,3993.1228,-2502.8406,-2425.6552,4280.5311,-2519.2103,-6565.8823,-4712.6126,3942.5666,2207.3479,3316.8808,1782.5758,-5393.4123,1460.8092,-6857.6631,-3168.8743,1922.8161,-2587.0955,-161.7279,4191.0323,1004.7419,6363.5344,2735.6327,-3228.9029,6207.0726,-4933.5471,-787.1563,-562.2599,3839.9662,5748.3791,5032.9414,1182.3926,-1131.6209,5054.7129,1704.7747,-3832.7351,5676.7695,-5016.5379,-1329.1330,866.4502,3803.7117,3233.6797,-2931.0565,2181.1846,-3758.7637,-323.6995,6329.9388,1912.6055,-3086.1793,-3999.6600,2328.1230,-2737.4515,-4162.9786,-1290.6113,-1455.9417,-5034.0360,-4729.5740,0.0000,6001.3418,-4680.9100,0.0000,4084.8668,5263.1704,-3546.4236,6051.7581,-4954.0403,-1045.9820,2800.9885,-4128.2481,6485.7840,3859.4541,339160.3612,359404.4976,350304.4366,346342.3853,354681.9871,351470.8386,352487.5239,350924.9777,334541665.0112,334528318.3095,334514661.4295,334534819.3279,350498.8420,334526022.2021,-4843.6962,5491.7924,4887.0630,4482.7677,5133.3474,5325.2438,5465.5150,-751.3412,4724.7019,4803.0745,309.2778,980.0254,4313.4229,3291.1575,2691.1591,-191.8598,4708.6086,-5318.6839,-2597.9098,0.0000,5511.1487,5518.1727,5430.2958,-6887.1243,4403.5423,1093.9808,-381.4385,4576.6811,2099.5563,-3935.5116,-4703.7224,-4456.7107,6379.8258,-4132.0570,-5327.0528,-1961.8872,4673.8441,2458.0672,4178.5512,-2424.1881,3208.7586,-535.0787,2574.9435,-68.0008,1203.0891,4718.1427,-4807.4721,4643.3417,5082.6162,-4883.4476,-2662.5110,-5402.8185,-5121.1061,3025.2111,-4342.0011,599.3787,-1968.0371,-5515.3097,-3825.4468,-866.7763,-5511.9540,5019.7504,1844.5795,6507.7901,5256.2891,-984.0832,-1272.2349,2656.0050,3029.5421,4849.2966,-5441.8002,5402.9301,836.6849,-320.8811,6601.3714,2695.9263,4707.0275,-4569.9117,5370.6256,-5035.8641,-2732.4926,-5100.8177,-1122.3558,6716.4113,4590.5542,4587.8190,0.0000,3169.7547,4638.2791,0.0000,310.5449,-4273.2898,5255.4656,-2803.4172,885.0921,4091.9673,6348.4246,4996.9758,1989.5579,-4632.8821,-123483.0951,-126160.0460,-126014.1098,-119435.4412,-120218.6502,-130857.0964,-131825.6461,-125871.3644,-111959472.5094,-111942802.6374,-111955871.8378,-111960057.1881,-124795.2509,-111965738.8347,
600.000,-1433.8110,3888.3029,3672.1951,-4912.9198,4765.8485,-1733.4245,-4261.1015,4568.1480,5606.0228,-325.3911,-5560.1587,-1198.0809,2733.4260,-6618.9881,4073.5374,6519.3562,-2000.0053,-3486.3182,-6510.5503,0.0000,-1126.8011,2873.2101,716.3944,-1950.5384,4457.8506,-5716.7935,3444.7293,-2274.7205,-6485.1854,-6090.7060,4761.2942,3644.3345,-946.9319,5111.1888,1810.1761,-1583.0934,-3906.8990,4741.2039,5120.1155,5447.7832,5542.5797,2855.2181,-6009.0843,-1400.1279,-6232.9361,-3621.3493,-5449.1691,4614.6272,3211.3924,-4870.8702,751.7322,-1517.7247,-3976.9590,1611.3704,-4080.9739,6206.0252,-6849.9303,3627.3986,2511.8909,5290.5515,4252.8788,-5610.0427,4312.2703,-393.5270,130.2385,4781.3635,3072.6454,4997.7569,-5084.4992,3823.7573,4327.1226,1281.1748,-5910.0950,4777.1346,-3687.2221,1997.3553,5304.1632,2730.2532,-3281.1721,-3719.5381,5266.3593,-3274.9799,5872.1977,2876.9421,-2102.1781,-3846.6622,0.0000,-84.5396,-3642.6887,0.0000,6207.2703,2756.8602,-4574.4388,407.3233,3595.4633,3948.8317,1697.8063,-3516.5805,-923.2130,-1280.2861,-161736.7258,-165669.6525,-162446.0595,-164836.4452,-163083.6696,-163751.7583,-172167.9620,-169630.4480,-71675784.3877,-71668208.7655,-71663723.2106,-71660112.8291,-168474.7630,-71664141.0408,4019.2621,-2696.4538,-4146.4239,3117.5393,2803.9530,-4901.7301,426.7586,-4548.4435,1786.3864,6281.4099,3708.5665,6149.2141,3544.4811,1034.3026,4122.9373,1924.8634,5024.8277,2291.0257,2133.5019,0.0000,-4476.0299,3404.0815,4191.3796,1818.0717,4289.1276,-3900.9041,5581.9458,5212.2937,2023.1124,-1667.5168,3465.6426,-4369.1095,-2311.9120,3786.6348,-3735.1585,-6650.0526,-3871.9117,2741.3060,107.0059,1718.0866,-126.6823,-5976.1408,3094.1444,-6523.3063,-1545.4277,3785.3512,-1394.5049,-2296.7506,2552.8005,2902.5923,6809.6963,3901.8900,-1193.8831,6581.9824,-4353.2123,-1927.2030,980.7083,2999.8187,5862.7153,3615.5983,-975.4912,512.5594,3942.4443,3419.4764,-4144.9607,4929.3586,-5605.6179,-2431.9198,2429.7365,1831.3809,1971.1959,-4009.6063,3556.2195,-4865.6132,-1644.2194,6545.2674,-134.8325,-4765.4967,-2565.4233,4214.6310,-4310.8079,-2507.8886,-2674.3385,-2236.6947,-5021.4125,-4653.4120,0.0000,6743.8804,-3633.0606,0.0000,2645.4263,5212.6336,-2694.9272,5602.7217,-5895.4140,-2381.7871,3831.3907,-2310.5723,6886.8534,4135.8250,335941.4881,355728.7100,346664.9561,342828.5617,351198.6911,348006.4198,348917.1371,347116.0916,333055914.1191,333042878.4887,333029198.1889,333049587.1294,346981.4281,333040250.9900,-5444.1114,5013.8120,3839.8208,3762.6476,4179.6130,4562.0908,5421.0376,-2225.1634,3553.0834,2964.7025,-1503.8559,2697.2847,5177.7077,1677.3944,3800.0863,1342.2327,4332.2436,-5523.0017,-874.4455,0.0000,5135.2492,5283.3672,5365.1199,-6425.7115,3081.4730,-447.9471,-1890.3043,3955.4995,611.5728,-2879.8029,-3518.7196,-3766.3217,6475.8720,-2716.9470,-5522.8750,-462.0624,4208.0271,4270.3241,4665.7658,-3900.6710,4155.6610,-2022.5029,1154.2162,-1596.2937,2612.9971,4531.9089,-3708.6149,4467.5169,5459.7161,-3803.7046,-947.8247,-5511.5030,-5501.3308,1361.3066,-3510.5514,2348.8982,-476.6878,-5079.1094,-2725.2815,-2327.4593,-5381.2135,3997.2230,3758.5306,6028.4522,5503.5696,832.2186,-2673.1531,4084.1221,4037.3751,5446.8977,-4929.4608,5487.5476,-708.8170,1218.0548,5637.2249,985.3177,4420.1908,-4035.0226,5493.8318,-4029.1518,-1342.4045,-5470.2867,-2543.6451,5896.3539,4098.3968,3347.3920,0.0000,1534.6139,4472.2348,0.0000,1810.7761,-3427.6824,4424.6716,-3871.3698,-660.0537,5060.2214,5533.8897,5493.3302,-113.6362,-5353.1081,-123628.4304,-126264.8513,-126035.8688,-119675.2565,-120191.6370,-130772.6658,-132090.2568,-126305.1872,-111963986.7766,-111946954.4614,-111959738.7824,-111964608.2977,-124902.8828,-111970026.5971,
