sl_100_86400_20250517 Coordinates.csv
2025/05/17 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:54 2024,
Start: 2025/05/17 07:47:00.00, Stop: 2025/05/18 07:47:00.00,
TIME_UNITS,STARLINK-31719 - X-Coordinate,STARLINK-6323 - X-Coordinate,STARLINK-30906 - X-Coordinate,STARLINK-32207 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-30494 - X-Coordinate,STARLINK-5382 - X-Coordinate,STARLINK-31259 - X-Coordinate,STARLINK-5956 - X-Coordinate,STARLINK-5231 - X-Coordinate,STARLINK-1864 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-31585 - X-Coordinate,STARLINK-30761 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-1992 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-1611 - X-Coordinate,STARLINK-2280 - X-Coordinate,STARLINK-30589 - X-Coordinate,STARLINK-1748 - X-Coordinate,STARLINK-4549 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-5935 - X-Coordinate,STARLINK-5042 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-30528 - X-Coordinate,STARLINK-3201 - X-Coordinate,STARLINK-6148 - X-Coordinate,STARLINK-1716 - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-31319 - X-Coordinate,STARLINK-30799 - X-Coordinate,STARLINK-2255 - X-Coordinate,STARLINK-6162 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-31957 - X-Coordinate,STARLINK-1596 - X-Coordinate,STARLINK-3903 - X-Coordinate,STARLINK-4189 - X-Coordinate,STARLINK-2251 - X-Coordinate,STARLINK-6103 - X-Coordinate,STARLINK-31628 - X-Coordinate,STARLINK-30288 - X-Coordinate,STARLINK-5765 - X-Coordinate,STARLINK-32226 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-3236 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-6293 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-32015 - X-Coordinate,STARLINK-5565 - X-Coordinate,STARLINK-6072 - X-Coordinate,STARLINK-31116 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-30313 - X-Coordinate,STARLINK-1843 - X-Coordinate,STARLINK-2228 - X-Coordinate,STARLINK-3311 - X-Coordinate,STARLINK-31179 - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-6306 - X-Coordinate,STARLINK-11225 [DTC] - X-Coordinate,STARLINK-11172 [DTC] - X-Coordinate,STARLINK-1171 - X-Coordinate,STARLINK-6031 - X-Coordinate,STARLINK-4538 - X-Coordinate,STARLINK-2533 - X-Coordinate,STARLINK-4686 - X-Coordinate,STARLINK-3081 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-30077 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,STARLINK-2541 - X-Coordinate,STARLINK-30357 - X-Coordinate,STARLINK-4014 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-6041 - X-Coordinate,STARLINK-5731 - X-Coordinate,STARLINK-3446 - X-Coordinate,STARLINK-4178 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-3290 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-1554 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-5773 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-5582 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31719 - Y-Coordinate,STARLINK-6323 - Y-Coordinate,STARLINK-30906 - Y-Coordinate,STARLINK-32207 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-30494 - Y-Coordinate,STARLINK-5382 - Y-Coordinate,STARLINK-31259 - Y-Coordinate,STARLINK-5956 - Y-Coordinate,STARLINK-5231 - Y-Coordinate,STARLINK-1864 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-31585 - Y-Coordinate,STARLINK-30761 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-1992 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-1611 - Y-Coordinate,STARLINK-2280 - Y-Coordinate,STARLINK-30589 - Y-Coordinate,STARLINK-1748 - Y-Coordinate,STARLINK-4549 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-5935 - Y-Coordinate,STARLINK-5042 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-30528 - Y-Coordinate,STARLINK-3201 - Y-Coordinate,STARLINK-6148 - Y-Coordinate,STARLINK-1716 - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-31319 - Y-Coordinate,STARLINK-30799 - Y-Coordinate,STARLINK-2255 - Y-Coordinate,STARLINK-6162 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-31957 - Y-Coordinate,STARLINK-1596 - Y-Coordinate,STARLINK-3903 - Y-Coordinate,STARLINK-4189 - Y-Coordinate,STARLINK-2251 - Y-Coordinate,STARLINK-6103 - Y-Coordinate,STARLINK-31628 - Y-Coordinate,STARLINK-30288 - Y-Coordinate,STARLINK-5765 - Y-Coordinate,STARLINK-32226 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-3236 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-6293 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-32015 - Y-Coordinate,STARLINK-5565 - Y-Coordinate,STARLINK-6072 - Y-Coordinate,STARLINK-31116 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-30313 - Y-Coordinate,STARLINK-1843 - Y-Coordinate,STARLINK-2228 - Y-Coordinate,STARLINK-3311 - Y-Coordinate,STARLINK-31179 - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-6306 - Y-Coordinate,STARLINK-11225 [DTC] - Y-Coordinate,STARLINK-11172 [DTC] - Y-Coordinate,STARLINK-1171 - Y-Coordinate,STARLINK-6031 - Y-Coordinate,STARLINK-4538 - Y-Coordinate,STARLINK-2533 - Y-Coordinate,STARLINK-4686 - Y-Coordinate,STARLINK-3081 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-30077 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,STARLINK-2541 - Y-Coordinate,STARLINK-30357 - Y-Coordinate,STARLINK-4014 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-6041 - Y-Coordinate,STARLINK-5731 - Y-Coordinate,STARLINK-3446 - Y-Coordinate,STARLINK-4178 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-3290 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-1554 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-5773 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-5582 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31719 - Z-Coordinate,STARLINK-6323 - Z-Coordinate,STARLINK-30906 - Z-Coordinate,STARLINK-32207 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-30494 - Z-Coordinate,STARLINK-5382 - Z-Coordinate,STARLINK-31259 - Z-Coordinate,STARLINK-5956 - Z-Coordinate,STARLINK-5231 - Z-Coordinate,STARLINK-1864 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-31585 - Z-Coordinate,STARLINK-30761 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-1992 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-1611 - Z-Coordinate,STARLINK-2280 - Z-Coordinate,STARLINK-30589 - Z-Coordinate,STARLINK-1748 - Z-Coordinate,STARLINK-4549 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-5935 - Z-Coordinate,STARLINK-5042 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-30528 - Z-Coordinate,STARLINK-3201 - Z-Coordinate,STARLINK-6148 - Z-Coordinate,STARLINK-1716 - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-31319 - Z-Coordinate,STARLINK-30799 - Z-Coordinate,STARLINK-2255 - Z-Coordinate,STARLINK-6162 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-31957 - Z-Coordinate,STARLINK-1596 - Z-Coordinate,STARLINK-3903 - Z-Coordinate,STARLINK-4189 - Z-Coordinate,STARLINK-2251 - Z-Coordinate,STARLINK-6103 - Z-Coordinate,STARLINK-31628 - Z-Coordinate,STARLINK-30288 - Z-Coordinate,STARLINK-5765 - Z-Coordinate,STARLINK-32226 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-3236 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-6293 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-32015 - Z-Coordinate,STARLINK-5565 - Z-Coordinate,STARLINK-6072 - Z-Coordinate,STARLINK-31116 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-30313 - Z-Coordinate,STARLINK-1843 - Z-Coordinate,STARLINK-2228 - Z-Coordinate,STARLINK-3311 - Z-Coordinate,STARLINK-31179 - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-6306 - Z-Coordinate,STARLINK-11225 [DTC] - Z-Coordinate,STARLINK-11172 [DTC] - Z-Coordinate,STARLINK-1171 - Z-Coordinate,STARLINK-6031 - Z-Coordinate,STARLINK-4538 - Z-Coordinate,STARLINK-2533 - Z-Coordinate,STARLINK-4686 - Z-Coordinate,STARLINK-3081 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-30077 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,STARLINK-2541 - Z-Coordinate,STARLINK-30357 - Z-Coordinate,STARLINK-4014 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-6041 - Z-Coordinate,STARLINK-5731 - Z-Coordinate,STARLINK-3446 - Z-Coordinate,STARLINK-4178 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-3290 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-1554 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-5773 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-5582 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6029.7349,-5685.4468,-1550.9538,-1400.1967,3423.9188,-4453.0932,2856.3140,5906.9607,1829.3917,5348.3281,3989.2844,1398.0223,-2045.0622,-4962.2643,-2847.9811,2648.5037,356.8044,-659.7553,5717.1377,2401.0861,1047.7836,-1156.5308,0.0000,5711.1375,-3293.7633,6436.7541,6780.1017,-5000.3520,-1202.5736,-3254.5946,6078.6851,3698.8089,3774.6485,-1680.7702,-3694.5810,4617.8186,-4457.2860,-418.1610,1691.3299,6773.0561,4082.9926,6124.6239,4352.9944,-2432.6762,-6711.8871,6594.1233,-4293.6281,792.3945,4918.9110,-5796.7520,-27.6752,1441.4196,5090.3103,-817.3581,255.4487,-4301.3857,-2434.6885,6358.8707,3777.4533,-6769.6873,5986.8985,-6103.0142,6902.4675,-3525.4728,1834.5733,-2242.2921,-6667.2545,-4246.1357,-5771.2379,6510.3868,5724.9262,4306.6326,-4602.7412,6374.9413,6194.3601,2235.7131,-6222.3059,239.3273,-3034.6362,-3793.2856,-5413.0375,6038.1036,-190.4291,-547.1662,-5467.3161,-2756.1428,3763.6125,59.4274,5369.3183,2214.1940,-160.2039,-307.9141,-1185.0507,-3384.9791,1676.6719,3925.8402,1739.2198,2429.3298,-6244.5815,4157.7433,-174742.4838,-158054.6316,-174096.9773,-174299.2924,-172253.5534,-173021.0987,-164798.7632,-167748.7474,181190012.9321,181178454.1845,181168289.9177,181173836.2213,-169223.6432,181173060.5293,2347.0819,-1669.0185,-5408.6544,-4612.5739,4076.9469,-3323.0788,5428.9961,2690.9699,-5036.7886,-4083.2081,1534.2918,-4280.1410,-5784.8998,507.3352,4296.6283,-6285.0637,6695.6538,-4970.3363,-3859.1415,-4729.4142,-4027.0643,6346.3283,0.0000,-2455.8182,3065.9328,831.5333,532.6751,-292.7120,5372.4565,-5307.5407,-2349.5614,-4669.8613,-2081.8064,-5738.0040,2586.0726,2346.3864,-5313.7589,-4507.0445,6225.1116,-47.5470,3245.2621,-1669.1907,-1250.2541,-6288.4588,-380.7163,446.8793,4514.1716,6534.0792,1229.3312,894.7170,5160.9981,-5652.0073,2315.3252,-5715.0093,6517.5077,-4492.5718,-298.0729,1400.2027,1698.6122,265.8816,1448.3117,-1960.1392,-91.8369,5135.6735,4842.0597,6508.8811,-411.5680,4553.3095,-923.9879,917.1448,2487.8038,564.7239,3161.2759,2687.5595,3072.9556,6569.7967,1789.7562,5612.2904,4136.3390,-3638.9620,2387.4650,-3309.5415,5792.0728,-4273.7332,2554.8125,-3097.8340,4157.7660,2534.4489,-499.1909,3514.9660,-6756.9443,-6053.2253,-5322.3889,-5644.7067,3872.9616,-1755.7107,-5973.9773,4227.6680,2103.8929,632.5665,-290910.5693,-322350.6112,-311466.1148,-306052.6524,-314141.2871,-310654.8425,-308395.1520,-308894.1186,129611386.7605,129618815.4732,129627718.8831,129611047.1883,-308097.3075,129620640.9646,2142.2142,-3588.8477,4054.5684,-4682.8448,4404.6611,-3816.5522,-3207.7148,-2454.6395,4278.2466,-1675.0183,-5444.1442,5205.3896,3181.5887,4644.3861,4634.1184,1200.1800,-1702.0512,4751.9354,718.2219,4372.9186,5499.3910,-2051.7910,0.0000,-3040.1936,-5172.8964,-2176.9213,-1445.7035,4762.4135,-4031.1825,3026.5211,2305.2044,3539.4747,5402.9646,-3535.2194,5229.5690,-4449.4719,-153.4731,-5223.3645,2544.3031,-1491.6417,-4400.1399,2770.8968,-5231.5255,1526.9547,-1634.1758,-2107.9718,-2812.2228,2183.0600,4721.0303,-3553.6063,-4639.2104,-3726.9630,-4132.1610,-3842.8250,2404.4223,-2813.5932,6490.4510,-2439.2987,-5467.7398,-1486.9102,2959.3720,2486.3071,-184.5461,-3013.7528,4602.8017,661.8364,1843.0264,-3061.4663,-3296.0552,457.7647,-2933.9827,5418.3752,4069.2000,153.6542,239.2700,430.9621,-2491.9359,4059.0704,-4670.3592,4203.9197,3614.5695,675.9262,3429.0361,-5423.6130,3402.6991,-5542.3616,-4039.0278,-6474.9100,-4364.1943,-5536.1008,-1481.4022,3206.2327,-4263.3349,-1396.6414,5457.5693,5409.6263,-3078.0297,-4930.9814,-2168.6708,5527.0755,-173041.2253,-177832.4764,-178914.8635,-171412.1465,-173173.8870,-183893.1987,-183850.9194,-176735.1225,74124762.5707,74141575.6253,74131112.7724,74121903.0082,-177292.8802,74118102.5168,
3600.000,4643.9835,6873.7137,4497.7614,4839.2532,-4240.4560,6450.8131,-5247.6656,-5127.3005,2615.6327,-3653.8103,-6021.3888,3093.9571,3573.2826,3851.4266,-40.3890,-958.3422,-2266.5848,3926.2067,-3050.6891,1978.2253,2791.1821,-938.2807,0.0000,-2146.2251,-1071.7235,-3923.1187,-6016.3837,6440.7555,-3293.7905,5457.4905,-5425.3047,-1923.1668,-750.6595,2094.8169,2757.9829,-5164.9485,5360.7051,4296.1976,-3899.6184,-4838.2838,-6629.3991,-2913.2281,-1509.3759,3466.3484,6243.1768,-4697.8098,2263.4287,-2959.9213,-5437.7308,2273.1530,-3893.1644,2049.9146,-2360.9107,3997.8985,-342.3380,5727.9743,2332.6556,-3517.4743,-4996.2141,4760.6686,-3630.0878,6570.5731,-5213.2184,2333.7960,-5123.0796,-64.5980,6437.3617,493.7115,2654.1083,-3785.7941,-6661.2140,-6828.8572,514.1514,-5686.6983,-5453.0447,-1999.4383,5567.4700,-3212.2543,-641.8234,4048.8045,4785.0558,-4303.8326,-2128.6642,4249.8064,2123.3461,5761.2251,-5974.1921,-3658.9424,-5548.9975,-5555.8275,2063.8846,3063.1281,3722.5241,4036.9164,-5424.4329,-1192.7018,515.9054,-5440.9734,5349.7145,-6789.1082,-97550.3943,-73633.8130,-92647.0498,-91382.9074,-89744.4884,-90757.7624,-83435.3824,-88720.1970,141447450.1639,141439137.4637,141424070.6096,141437236.5523,-86931.7576,141429433.0066,-4615.6130,-800.5292,2639.7450,4644.2211,140.7467,1659.2675,-4501.0891,768.6949,4737.1099,5539.3262,1632.5748,3839.1597,2248.0122,-4752.7873,-6438.3895,6143.2128,-4220.5712,2057.8000,4898.4224,3788.7192,5257.7720,-6057.2925,0.0000,3674.2419,-4833.5811,1959.2583,-324.4288,-2195.5407,-4112.0467,4232.6835,3758.7678,6657.3282,5150.3682,6470.8277,-5900.7159,2244.4077,2945.0309,2344.4435,-3391.8735,2558.6509,-391.9441,3272.7324,4619.3665,3405.6668,-1204.1385,2396.4349,-6352.2182,-6098.2407,2641.6790,-3419.4603,-4203.4922,3597.8742,742.6334,3224.1807,-6461.9448,3184.0797,-4179.7577,174.7403,2609.8327,-2707.4467,2017.5186,326.7042,1786.1722,-6377.6484,-2462.2343,-5293.6796,-1790.2118,-5055.6047,-3053.2986,2239.6760,-985.8139,52.3711,-4132.0793,-643.5703,-810.4895,-5113.4316,-3976.5868,-6045.6029,-5765.9733,-1570.5989,-5009.2266,4134.9897,-6220.1277,4600.6164,-4611.0271,302.2931,-3467.8289,-4369.7280,3779.4630,-1022.7806,4435.4663,6117.8241,1921.8934,1728.8840,-2878.7742,5087.2858,6909.0209,-3984.3994,-4152.4832,23.1431,-325813.9572,-351791.5149,-342910.2346,-338385.5773,-347121.4578,-344033.0445,-340822.0488,-340439.0549,172182933.8666,172188320.2669,172191722.7128,172182381.2415,-340740.3893,172191769.3666,1889.3998,255.2706,-4582.5861,346.1682,-5468.9611,-1013.4403,-311.9358,4600.8722,-4225.9818,-2014.5228,2976.4859,-4818.7510,-5484.8117,-3025.6996,-2587.4790,3041.4690,4976.9046,-5315.4181,-3853.1588,-5399.3241,-3506.6142,-2873.3047,0.0000,5442.4898,4726.1031,5242.9430,-3471.2619,-1256.4323,4320.1001,507.0837,2054.2435,-233.5999,-4568.0635,-1407.6434,-2326.1377,3845.5614,-3280.0479,4862.9767,-4632.1661,4248.4939,1547.1102,-5378.2209,4908.6500,-4927.1349,-2729.2808,4496.3381,-1119.2682,1463.5607,-3400.2026,5477.6856,3903.1093,5530.7443,6487.0919,4647.2301,2539.7553,-1904.6042,-5036.5982,5985.8163,3890.0892,4245.2240,-5437.7993,1998.9555,4150.6527,-1322.0727,-3975.1702,-4458.9487,1833.8544,4713.2870,5339.0097,-4913.1838,-1489.7559,-1298.6569,-5527.3135,3879.0824,-4188.8903,4259.3836,-1146.9923,-1111.5284,3789.5403,-5155.7670,-357.9096,3490.7253,1474.1131,2938.6625,-4725.3151,3805.4000,-19.3801,3972.9033,1730.1614,3980.1708,4879.3558,486.7536,5493.1789,5086.0477,-3169.0615,-4541.9865,-417.6050,1588.6298,-1504.0660,-1498.5150,-172473.0911,-177348.6412,-177244.6909,-172538.2709,-170979.3460,-180742.4486,-184926.0511,-176863.4698,74113130.5203,74133748.0294,74125181.9928,74108377.3841,-176647.7960,74109296.9120,
7200.000,-690.4824,-5412.8113,-6520.7993,-4902.4350,4781.3703,-4361.7797,5621.7526,3497.1485,-5812.5928,271.3337,5922.5931,-6042.5359,-5083.4434,-1658.1479,2338.6735,-1962.9594,4583.6740,-6414.5511,-969.2002,-5688.5798,-4752.6885,3391.4099,0.0000,-1980.6474,4074.6886,393.1968,2545.0135,-5194.0707,6368.8103,-5655.9365,2113.9214,-545.0365,-1463.6201,-1900.2356,-1261.7955,4206.0460,-4993.1248,-6736.6006,5711.5609,1602.6759,5965.1053,-1021.9115,-700.7341,-4437.8264,-3120.3249,1770.0256,1104.5188,4400.8413,4664.0425,1431.7583,6341.9303,-5533.6892,292.6462,-6392.7098,1143.5661,-4429.4485,-2771.6239,111.0661,4749.2741,-1449.2813,691.8783,-4039.3517,1496.8245,222.1862,6870.6380,3388.9847,-3765.5512,3440.3651,849.1650,-1366.4195,4624.5265,5941.8968,3407.4850,3218.0976,3163.9772,2237.1909,-2699.9062,4767.2408,3446.9090,-3430.4117,-2412.9449,337.4502,3593.7305,-5674.6793,1474.5181,-6731.1902,5463.3817,4614.5891,3986.9282,6873.3081,-4438.9255,-4578.9847,-5935.5278,-3793.2971,6637.1859,-866.1626,-2663.1590,5881.5020,-2291.2270,6047.6996,-13786.6717,15362.9294,-5111.6734,-2258.1647,-1496.1031,-1993.9044,3456.9637,2688.5334,92016272.9192,92012121.3266,91995430.6128,92008960.8362,944.4521,91997470.2933,5074.2912,2871.6682,229.0192,-1636.7944,-3916.9376,1389.6660,1767.5696,-4468.4757,-3438.9583,-5289.6429,-3314.7070,-3069.0642,1758.8817,6560.6395,6450.5583,-3811.3110,473.7102,492.2139,-5045.6272,-2678.3630,-4953.6549,2253.0223,0.0000,-4895.7934,5426.4431,-5093.2648,-1190.1742,3399.3672,2023.1812,-1408.8236,-4102.5086,-6112.9194,-6706.1617,-3787.5311,6477.8311,-5360.0670,885.8908,-545.1416,-215.7699,-5076.1303,-2203.2559,-4983.0264,-6707.4629,889.4904,3049.5427,-5243.1546,5263.2731,3282.0590,-5131.2073,5680.4459,2685.2855,-1399.5803,-4712.4229,-475.4601,3248.7451,305.4738,6339.9962,-3356.3053,-4925.4300,5118.8594,-5539.5306,2093.2414,-3919.3690,4965.0439,74.1269,2564.1528,3802.2859,4878.6814,6167.1252,-5121.9046,-1388.2412,-209.5195,4886.5923,-2645.1035,-2720.6164,965.9545,4912.1121,4361.6493,5984.6060,5573.9037,5703.3126,-4171.1960,2519.8651,-3728.9051,5984.7287,1563.7328,1225.9993,5134.5109,-5331.0501,-767.8984,-742.0098,-3356.3304,1274.4556,3542.1189,1524.2682,-6814.0956,-5264.3041,2479.2282,4970.0121,-165.7557,-340700.5172,-359420.7549,-352642.3971,-349141.2060,-358225.3000,-354991.8725,-352183.7875,-351559.1692,203008949.7128,203014176.5071,203010440.7900,203012917.5422,-351801.8675,203016903.7002,-4506.4629,3217.9321,2359.0324,4280.1521,3095.3442,4932.2780,3618.8878,-3995.5292,1218.3503,4465.1032,1322.4027,1239.4209,4337.1400,-884.5486,-1032.5767,-5446.0056,-5162.8933,2529.1855,4651.3010,2786.6465,-757.3276,5394.5927,0.0000,-4472.8916,-955.2640,-4560.0755,6350.8053,-3063.7167,-1364.8827,-3746.1114,-5156.8720,-3231.4869,874.9281,5493.3890,-2071.8263,-381.2940,4725.2139,-1432.3705,3925.0483,-4447.7206,2454.0756,4697.0379,-1534.7045,5217.9793,5355.6191,-4184.3650,4203.1687,-4244.5230,4.0583,-3565.8810,-831.8796,-3915.1183,-5104.8555,-2643.8412,-6043.5808,5170.8927,608.0862,-6089.6018,403.8418,-4453.2535,3938.5123,-5164.9162,-5490.5129,4799.5626,925.2886,5446.8803,-4409.5172,-3534.4951,-2504.4710,3906.8151,4910.6649,-3603.1717,3502.2311,-5532.0387,5508.6401,-6515.0422,4076.6034,-2525.0770,-632.1584,1584.7774,-3130.8043,-5516.9295,-5118.9434,1334.7848,3164.9195,280.6354,4034.0264,809.4307,1934.3560,35.8332,-5258.9912,-3858.1371,-3322.8079,-4286.3735,-1164.8591,825.5881,3645.9944,2689.3133,4252.3113,-3427.0883,-171929.8879,-176841.0018,-175399.4257,-174600.9264,-169267.4086,-176657.3812,-185256.8352,-176022.4516,74101222.7276,74125162.6696,74117375.3648,74095009.5160,-175987.5854,74100463.8376,
