sl_100_5400_20251116 Coordinates.csv
2025/11/16 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:04 2024,
Start: 2025/11/16 07:47:00.00, Stop: 2025/11/16 09:17:00.00,
TIME_UNITS,STARLINK-32050 - X-Coordinate,STARLINK-4061 - X-Coordinate,STARLINK-1136 - X-Coordinate,STARLINK-32255 - X-Coordinate,STARLINK-5044 - X-Coordinate,STARLINK-5562 - X-Coordinate,STARLINK-6088 - X-Coordinate,STARLINK-2243 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-1980 - X-Coordinate,STARLINK-30158 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-31979 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-5494 - X-Coordinate,STARLINK-4261 - X-Coordinate,STARLINK-3375 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-31807 - X-Coordinate,STARLINK-30183 - X-Coordinate,STARLINK-1580 - X-Coordinate,STARLINK-5488 - X-Coordinate,STARLINK-5462 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-4750 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-3810 - X-Coordinate,STARLINK-31507 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-4038 - X-Coordinate,STARLINK-5647 - X-Coordinate,STARLINK-5084 - X-Coordinate,STARLINK-11104 [DTC] - X-Coordinate,STARLINK-2175 - X-Coordinate,STARLINK-31553 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-1273 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-1551 - X-Coordinate,STARLINK-30296 - X-Coordinate,STARLINK-31041 - X-Coordinate,STARLINK-4014 - X-Coordinate,STARLINK-1091 - X-Coordinate,STARLINK-4509 - X-Coordinate,STARLINK-30114 - X-Coordinate,STARLINK-31245 - X-Coordinate,STARLINK-6110 - X-Coordinate,STARLINK-1964 - X-Coordinate,STARLINK-31718 - X-Coordinate,STARLINK-6325 - X-Coordinate,STARLINK-5961 - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-31333 - X-Coordinate,STARLINK-5367 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-1597 - X-Coordinate,STARLINK-31379 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-2752 - X-Coordinate,STARLINK-5114 - X-Coordinate,STARLINK-4337 - X-Coordinate,STARLINK-3068 - X-Coordinate,STARLINK-6151 - X-Coordinate,STARLINK-3851 - X-Coordinate,STARLINK-30225 - X-Coordinate,STARLINK-6060 - X-Coordinate,STARLINK-2421 - X-Coordinate,STARLINK-1922 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-30870 - X-Coordinate,STARLINK-32100 - X-Coordinate,STARLINK-31859 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-31498 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-4341 - X-Coordinate,STARLINK-5391 - X-Coordinate,STARLINK-6290 - X-Coordinate,STARLINK-30430 - X-Coordinate,STARLINK-2565 - X-Coordinate,STARLINK-5392 - X-Coordinate,STARLINK-30961 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-2057 - X-Coordinate,STARLINK-3632 - X-Coordinate,STARLINK-4022 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-4532 - X-Coordinate,STARLINK-5753 - X-Coordinate,STARLINK-1791 - X-Coordinate,STARLINK-31260 - X-Coordinate,STARLINK-1736 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-3628 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32050 - Y-Coordinate,STARLINK-4061 - Y-Coordinate,STARLINK-1136 - Y-Coordinate,STARLINK-32255 - Y-Coordinate,STARLINK-5044 - Y-Coordinate,STARLINK-5562 - Y-Coordinate,STARLINK-6088 - Y-Coordinate,STARLINK-2243 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-1980 - Y-Coordinate,STARLINK-30158 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-31979 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-5494 - Y-Coordinate,STARLINK-4261 - Y-Coordinate,STARLINK-3375 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-31807 - Y-Coordinate,STARLINK-30183 - Y-Coordinate,STARLINK-1580 - Y-Coordinate,STARLINK-5488 - Y-Coordinate,STARLINK-5462 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-4750 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-3810 - Y-Coordinate,STARLINK-31507 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-4038 - Y-Coordinate,STARLINK-5647 - Y-Coordinate,STARLINK-5084 - Y-Coordinate,STARLINK-11104 [DTC] - Y-Coordinate,STARLINK-2175 - Y-Coordinate,STARLINK-31553 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-1273 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-1551 - Y-Coordinate,STARLINK-30296 - Y-Coordinate,STARLINK-31041 - Y-Coordinate,STARLINK-4014 - Y-Coordinate,STARLINK-1091 - Y-Coordinate,STARLINK-4509 - Y-Coordinate,STARLINK-30114 - Y-Coordinate,STARLINK-31245 - Y-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-1964 - Y-Coordinate,STARLINK-31718 - Y-Coordinate,STARLINK-6325 - Y-Coordinate,STARLINK-5961 - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-31333 - Y-Coordinate,STARLINK-5367 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-1597 - Y-Coordinate,STARLINK-31379 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-2752 - Y-Coordinate,STARLINK-5114 - Y-Coordinate,STARLINK-4337 - Y-Coordinate,STARLINK-3068 - Y-Coordinate,STARLINK-6151 - Y-Coordinate,STARLINK-3851 - Y-Coordinate,STARLINK-30225 - Y-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-2421 - Y-Coordinate,STARLINK-1922 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-30870 - Y-Coordinate,STARLINK-32100 - Y-Coordinate,STARLINK-31859 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-31498 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-4341 - Y-Coordinate,STARLINK-5391 - Y-Coordinate,STARLINK-6290 - Y-Coordinate,STARLINK-30430 - Y-Coordinate,STARLINK-2565 - Y-Coordinate,STARLINK-5392 - Y-Coordinate,STARLINK-30961 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-2057 - Y-Coordinate,STARLINK-3632 - Y-Coordinate,STARLINK-4022 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-4532 - Y-Coordinate,STARLINK-5753 - Y-Coordinate,STARLINK-1791 - Y-Coordinate,STARLINK-31260 - Y-Coordinate,STARLINK-1736 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-3628 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32050 - Z-Coordinate,STARLINK-4061 - Z-Coordinate,STARLINK-1136 - Z-Coordinate,STARLINK-32255 - Z-Coordinate,STARLINK-5044 - Z-Coordinate,STARLINK-5562 - Z-Coordinate,STARLINK-6088 - Z-Coordinate,STARLINK-2243 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-1980 - Z-Coordinate,STARLINK-30158 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-31979 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-5494 - Z-Coordinate,STARLINK-4261 - Z-Coordinate,STARLINK-3375 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-31807 - Z-Coordinate,STARLINK-30183 - Z-Coordinate,STARLINK-1580 - Z-Coordinate,STARLINK-5488 - Z-Coordinate,STARLINK-5462 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-4750 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-3810 - Z-Coordinate,STARLINK-31507 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-4038 - Z-Coordinate,STARLINK-5647 - Z-Coordinate,STARLINK-5084 - Z-Coordinate,STARLINK-11104 [DTC] - Z-Coordinate,STARLINK-2175 - Z-Coordinate,STARLINK-31553 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-1273 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-1551 - Z-Coordinate,STARLINK-30296 - Z-Coordinate,STARLINK-31041 - Z-Coordinate,STARLINK-4014 - Z-Coordinate,STARLINK-1091 - Z-Coordinate,STARLINK-4509 - Z-Coordinate,STARLINK-30114 - Z-Coordinate,STARLINK-31245 - Z-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-1964 - Z-Coordinate,STARLINK-31718 - Z-Coordinate,STARLINK-6325 - Z-Coordinate,STARLINK-5961 - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-31333 - Z-Coordinate,STARLINK-5367 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-1597 - Z-Coordinate,STARLINK-31379 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-2752 - Z-Coordinate,STARLINK-5114 - Z-Coordinate,STARLINK-4337 - Z-Coordinate,STARLINK-3068 - Z-Coordinate,STARLINK-6151 - Z-Coordinate,STARLINK-3851 - Z-Coordinate,STARLINK-30225 - Z-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-2421 - Z-Coordinate,STARLINK-1922 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-30870 - Z-Coordinate,STARLINK-32100 - Z-Coordinate,STARLINK-31859 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-31498 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-4341 - Z-Coordinate,STARLINK-5391 - Z-Coordinate,STARLINK-6290 - Z-Coordinate,STARLINK-30430 - Z-Coordinate,STARLINK-2565 - Z-Coordinate,STARLINK-5392 - Z-Coordinate,STARLINK-30961 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-2057 - Z-Coordinate,STARLINK-3632 - Z-Coordinate,STARLINK-4022 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-4532 - Z-Coordinate,STARLINK-5753 - Z-Coordinate,STARLINK-1791 - Z-Coordinate,STARLINK-31260 - Z-Coordinate,STARLINK-1736 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-3628 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4257.9412,3528.6026,-4294.3660,-5169.9269,-4884.0975,4918.8312,-4946.5069,-2690.9580,-2524.9588,-1525.5146,-6793.2549,4030.2714,-4939.6796,5147.7828,1223.6083,4859.1466,-1895.8470,-6178.4026,2129.6491,5552.5411,476.1890,2416.2512,1329.4660,-2535.7850,-6165.8330,-5828.3388,383.8694,6845.9834,4211.1013,-4104.5291,-1833.1740,4751.3892,1484.7766,6030.5248,2453.8497,-2996.1147,-1398.7410,4642.3519,5352.2504,-4701.8973,-4586.5833,-780.7879,5150.9972,4872.5253,3664.8535,4118.8193,6499.6347,342.1972,3178.9864,-1096.9571,-3147.7691,2950.9839,2196.2632,2388.2460,3689.2621,2474.5202,3636.2964,5351.4260,-2279.5248,-4178.9077,-2142.9131,1511.2610,6856.2304,-5868.0708,2607.2997,6921.9306,3719.2309,566.0727,-2560.4437,3732.3273,-3455.1416,-4702.8131,-3874.8456,0.0000,1495.9960,2366.3372,412.9765,-141.3346,-4485.0162,-6219.7761,-6885.2978,2614.7824,-6237.9110,-6359.2111,3885.2383,81.5972,-897.5590,3886.1888,6389.6379,-1102.8332,4175.6360,-3147.4380,5404.8014,-939.1445,-5046.0590,2463.5280,3792.1002,3974.4553,4194.5070,93.5524,-381775.2517,-397798.0653,-376294.0951,-376723.6542,-378679.4073,-378025.2392,-386147.1174,-380102.0513,-90665856.1930,-90705715.0866,-90683571.0002,-90676783.0834,-381861.2184,-90681172.2877,1497.1518,3842.3860,5270.1207,1461.6790,-3203.0780,3671.5523,4786.0884,5965.0683,-3522.8818,-4253.1033,-873.0799,1060.9184,1074.8311,1719.9202,-2600.1278,-2858.7689,-5012.2284,3100.1693,-1648.3888,1248.2927,5251.3908,-5453.7457,6786.5780,-2076.1052,3172.5068,1383.9295,-6896.9199,235.4356,-1096.2058,2858.1955,-5174.2623,-755.3055,-5329.0602,1140.1654,-5875.8350,-3659.2409,6380.5295,-2037.7093,4390.5820,-1970.1358,2081.1287,-4060.3658,-1934.2939,3354.7349,-2932.0614,537.4439,1190.2381,5901.3964,5452.8823,4008.8159,6050.4281,-6084.4980,-4575.2120,-3918.0504,4024.7617,-6270.6736,5877.7108,1223.7781,5043.4275,2880.8544,-6579.1278,-5381.4717,-696.5168,-3709.9756,1218.2152,250.0661,-3209.7328,-5095.0652,4755.8760,-2036.0623,3610.4819,-2104.7722,-3710.7278,0.0000,5070.4856,6174.3813,-6566.9504,1109.7678,-4167.9220,48.1924,-659.4300,631.1548,644.0741,-171.5745,-3021.4437,-5832.8265,-6504.1596,5742.9185,-666.3337,4579.2086,-1844.0357,6141.6712,-4236.2218,-6579.3908,1153.5978,3330.1327,-1643.4178,5600.7358,-2929.3959,-5138.6608,103513.2775,126465.5905,118845.7552,114317.5516,122572.8438,119367.4990,116843.8688,116508.0013,322652633.3182,322675193.0610,322671857.4617,322641459.1594,116570.4540,322646595.2801,-5100.0705,-4543.3394,-1329.0063,4233.3143,3695.6012,3241.1058,650.1615,2121.2483,5154.0908,-5231.8851,1070.5185,-5540.4331,-4621.1833,-4296.7633,-6334.3310,-4008.4328,4325.5761,-649.4627,6397.9938,-3757.8858,4488.8999,3463.1156,446.4223,6119.7531,-343.3633,-3456.4962,-354.8070,-1063.0121,5360.5551,-4642.8318,-4212.7817,4958.9024,-4184.0094,-3240.0869,2196.8708,5036.5538,1168.9413,4723.9189,-96.1043,-4701.5490,-4748.8834,5454.4045,4073.1111,3573.5698,-4969.7845,5520.4398,-2114.1248,-3410.5997,-2871.5507,5522.6080,146.1752,-1639.8125,4715.6789,5174.5484,-4126.1000,-1573.0599,128.9269,4156.2990,4103.1894,4583.8043,-454.5087,-4048.9856,-618.7537,-59.9597,6318.1732,-325.9837,4857.0756,-4672.1149,-4383.8948,5450.1565,4677.0447,4605.4617,-4404.1093,0.0000,4287.4223,2012.0774,1808.1895,6842.7089,3001.6650,2822.5071,-38.6737,6387.2710,2960.8615,2750.6501,-4750.6175,-3686.7193,-1728.8109,-106.7503,-2569.6415,5068.0519,-5203.7398,-340.4937,-916.3235,-1893.7194,-4619.8143,-5502.8272,-5449.3532,645.3479,4675.3048,-4623.8711,-40966.5026,-43495.1530,-45777.5089,-39106.2537,-40045.1577,-50720.4437,-51443.4557,-44263.7409,-137131212.0096,-137103111.2432,-137117153.8028,-137116181.2053,-44528.8217,-137119114.9062,
300.000,4033.9518,5181.3724,-2911.6844,-5352.9661,-4755.2129,3558.6897,-3767.4908,-1620.2327,-4401.4982,-3516.0968,-6426.1085,4517.7009,-5205.6694,5069.5471,66.3822,3088.1191,-3015.2572,-5855.1273,1659.1287,6268.2150,2512.5325,1333.0394,2714.3304,-2380.0519,-5936.5928,-4429.5611,-823.9125,6795.4496,4041.3508,-2614.1932,-2950.3593,3437.3247,-599.8557,6640.0393,886.8840,-4787.5681,136.1408,3604.0438,5865.5129,-5449.3532,-4451.0655,-2818.1246,5191.5892,4783.4845,2952.2977,4071.5399,6899.0337,1727.9551,4732.3068,1020.1492,-1635.5046,1998.7261,218.4372,251.6509,4081.4092,793.7245,4490.1828,6455.7202,-1129.8222,-2262.7428,-3487.8199,-304.4893,6551.9221,-5327.5066,4288.5759,6570.5971,1729.7916,-1520.7922,-2290.7412,2239.6670,-2645.9753,-4371.7138,-4762.1046,0.0000,3480.0701,3256.7148,-908.5951,-2164.6829,-5838.0049,-5191.8297,-6648.3152,4135.5073,-6332.1392,-5564.3987,3306.0388,-1422.7139,-2150.7099,4943.8786,5310.3673,967.7862,2561.9076,-1882.6519,4054.8356,-2077.6490,-4645.4804,4099.6963,2573.0203,4666.6668,5490.2597,-1569.5251,-383773.6346,-400400.2549,-378615.8781,-379152.6648,-381066.7953,-380389.3804,-388459.8147,-382628.8168,-97686570.1905,-97727213.3512,-97705008.1180,-97697205.9699,-384243.7984,-97701945.8456,-658.0467,3206.1649,5528.3139,3160.6928,-1345.2832,3206.1596,5728.9911,6678.4459,-2697.3815,-4032.8870,703.6234,-1022.3222,2872.5686,-397.1816,-4277.3570,-3609.1963,-3354.3838,2448.8841,-3676.6208,-477.6835,5234.6892,-6502.2959,6071.6737,93.1684,2560.9821,2531.1453,-6710.2010,-1273.7507,-3144.6703,4431.7118,-3557.8641,-2412.3969,-5092.2512,-481.2954,-5540.4163,-2926.3086,6623.9964,-3907.1009,3260.0416,7.4084,3911.4706,-3269.3164,-3597.6992,1519.9549,-4734.8718,-1633.4596,-331.0478,4711.2005,4837.8194,4419.6155,6405.9305,-5621.8485,-5365.8304,-4154.3748,2092.5514,-6223.6659,4985.5583,634.4951,6245.2029,3664.5881,-5891.7498,-4701.0965,-1869.6695,-3890.5228,63.8515,-1256.8549,-3872.6232,-5316.0061,6031.7967,-3622.1107,5263.8698,-83.1650,-1776.1627,0.0000,4720.3079,4936.7202,-5840.1976,2003.8895,-3111.8572,1407.9225,564.6734,1888.2659,2327.4407,1511.1033,-4789.8598,-4731.9716,-6439.3712,4647.8855,-1888.7159,4070.7862,-3263.0475,6305.3790,-5097.4551,-5600.7991,3190.4716,1922.7287,-3456.6557,4480.0895,-3173.4818,-5816.7511,95273.4876,118066.5720,110606.3827,106168.9175,114476.0383,111300.5304,108684.1326,108567.7290,320595593.4463,320617831.4991,320614865.8378,320585094.7834,108437.9901,320589606.6065,-5447.4881,-3274.7435,-2992.5988,2858.4590,4829.7595,5019.1485,-896.9770,351.8029,4327.3633,-4377.0114,2498.5164,-5158.5456,-3398.8056,-4697.2079,-5483.6395,-5029.3113,5202.2065,-2818.3969,5651.9082,-2642.5264,3775.9554,1883.1691,1940.9927,6520.5496,-2535.7011,-4670.3090,1452.8529,479.9469,4632.8925,-4483.3264,-5149.9948,5485.3765,-4671.0611,-1956.6794,3722.8446,4033.6828,-403.5536,4446.9958,1696.4132,-4288.7534,-3577.9956,5312.3598,2645.5667,4748.6661,-3948.1217,5337.2557,-637.5148,-4626.0692,-1506.6751,5215.9607,1673.0430,-3582.3737,4377.8125,5522.6909,-5079.4165,-2927.2164,-1670.2768,2317.1897,2686.6403,5311.8850,1087.7155,-5044.7705,1195.1857,2156.1714,5462.1145,-1829.7675,5451.8510,-4186.6914,-2596.8942,5444.7134,3487.5489,5349.8846,-4727.1828,0.0000,3457.7329,3573.0370,3406.2947,6275.0782,1660.5235,4206.1086,-1828.7063,5233.6905,1614.8612,3843.0560,-3593.2695,-4817.9400,82.1238,1423.3863,-4014.5331,5509.3103,-5541.3542,-2111.7024,-2363.6543,-3476.1056,-4045.9165,-5189.8149,-5310.8115,2388.4163,2804.6692,-3389.7955,-41079.3893,-43644.5916,-45828.8778,-39371.3380,-40045.1371,-50669.1416,-51740.9208,-43947.9590,-137133763.6604,-137105883.2950,-137120069.3469,-137118202.5231,-44665.4073,-137121716.7707,
600.000,3452.4242,6314.0389,-1218.8199,-5011.1929,-4201.9023,1851.3671,-2213.7777,-389.6662,-5810.5954,-5147.6670,-5443.2615,4614.8144,-4969.9440,4543.2737,-1033.1114,1013.8153,-3888.0353,-4879.1564,1094.4799,6357.9849,4292.4462,137.6643,3854.2462,-2068.5356,-5047.4706,-2603.4753,-1966.1711,6084.7179,3520.4685,-892.8423,-3831.1849,1823.5172,-2641.1533,6614.9691,-809.9653,-6103.3819,1659.9965,2256.8479,5808.9188,-5705.0321,-3911.9536,-4585.9349,4724.0979,4266.1965,1981.1269,3679.7475,6631.3730,2983.9980,5819.3036,3018.5581,57.9896,804.4515,-1758.5894,-1909.1057,4113.3506,-986.7273,4912.8842,6886.9835,103.1397,-123.5806,-4504.3609,-2126.6541,5593.6880,-4224.2934,5567.0787,5585.0156,-423.0128,-3447.1427,-1822.2126,570.0874,-1605.6508,-3661.8639,-5234.2085,0.0000,5099.1279,3862.8287,-2173.7254,-3991.7151,-6592.0240,-3644.7815,-5752.7312,5166.0300,-5822.6134,-4249.0650,2427.8750,-2832.0469,-3178.0465,5533.8224,3714.5793,2965.0352,731.6993,-409.4406,2300.4075,-3048.4454,-3835.1348,5357.5324,1142.3168,4914.0403,6205.2378,-3046.8703,-385594.2324,-402824.0987,-380767.7685,-381410.2297,-383283.4551,-382585.0465,-390596.8494,-385116.7098,-104660692.9610,-104702116.9133,-104679856.7185,-104671110.9414,-386453.1515,-104676130.7609,-2757.3598,2288.0654,5265.1637,4513.8586,671.5154,2334.5146,6117.6564,6715.6905,-1631.9715,-3460.3216,2235.0090,-2984.3818,4353.1500,-2485.2073,-5555.0269,-4058.6896,-1377.2582,1567.0560,-5339.8966,-2132.6532,4744.1322,-6899.3058,4765.1492,2262.8645,1703.1162,3478.6134,-5855.7411,-2663.9392,-4870.7322,5582.7663,-1605.9431,-3875.2805,-4406.3726,-2038.8904,-4634.7779,-1947.7704,6132.6449,-5413.7403,1791.1548,1962.1820,5339.1994,-2201.6842,-4873.7719,-490.9242,-6050.2521,-3639.0774,-1814.2620,3055.2114,3766.1269,4447.9218,6116.0846,-4615.9166,-5672.6222,-4041.3329,-60.9360,-5588.3710,3586.8799,10.0546,6823.5535,4131.5838,-4629.3018,-3595.3771,-2870.2636,-3622.8268,-1032.4688,-2659.5644,-4211.3626,-5061.2336,6688.8864,-4890.2126,6377.3977,1970.1323,316.3673,0.0000,3919.7352,3202.2936,-4519.1445,2601.8304,-1754.4697,2667.7038,1753.1698,3001.0387,3772.8214,3079.2950,-6060.5823,-3186.2036,-5695.4075,3094.6935,-2968.0593,3217.4013,-4410.1802,5852.2738,-5483.8948,-4067.9982,4915.8297,370.8828,-4946.4283,2896.1296,-3036.5196,-5940.4075,86997.9689,109613.4051,102317.8830,97970.7092,106328.4706,103184.2302,100478.8087,100559.4026,318385804.9471,318407698.8467,318405099.9426,318376032.9846,100256.9030,318379866.4845,-5182.1844,-1653.5609,-4335.3623,1165.5253,5443.1345,6262.5953,-2347.3331,-1456.1974,2997.0176,-3050.4500,3658.8310,-4226.0868,-1799.4819,-4593.7676,-4053.4646,-5509.8450,5512.1855,-4687.2940,4305.8269,-1230.1245,2658.1629,98.6757,3227.3296,6229.6346,-4458.1293,-5381.8475,3103.7150,1971.4255,3404.5651,-3821.9300,-5534.4790,5420.4793,-4659.9074,-464.3575,4814.7728,2595.5320,-1926.9112,3694.4844,3306.4040,-3418.0319,-2022.7354,4581.5589,924.3281,5411.5634,-2486.3745,4578.6809,907.2589,-5323.9233,19.4989,4347.7385,3011.7563,-5146.2479,3571.3538,5277.2809,-5469.3279,-3966.9090,-3289.2283,225.2360,977.4619,5448.3017,2513.4157,-5494.9515,2880.2608,4142.2163,4026.3346,-3137.8723,5458.6187,-3254.3577,-534.6791,4853.2754,1910.9349,5517.7109,-4547.1678,0.0000,2237.7127,4748.1085,4622.1750,5039.1958,132.7166,5119.5449,-3421.7427,3521.5268,96.2249,4523.9914,-2035.9833,-5427.6986,1883.6915,2801.1098,-5027.9435,5359.1408,-5285.1547,-3654.7400,-3557.5928,-4683.3470,-3040.4407,-4312.0452,-4582.2129,3871.7404,634.0702,-1790.0860,-41192.8739,-43794.0735,-45878.0074,-39641.5408,-40048.7363,-50611.9838,-52032.7813,-43688.7062,-137136309.5897,-137108655.9544,-137122984.9998,-137120256.5309,-44801.9687,-137124318.3610,
