sl_100_86400_20250212 Coordinates.csv
2025/02/12 07:47:00.0000 UTC

Generated: Tue Oct  8 16:21:11 2024,
Start: 2025/02/12 07:47:00.00, Stop: 2025/02/13 07:47:00.00,
TIME_UNITS,STARLINK-6248 - X-Coordinate,STARLINK-5038 - X-Coordinate,STARLINK-5910 - X-Coordinate,STARLINK-1142 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-5707 - X-Coordinate,STARLINK-3190 - X-Coordinate,STARLINK-4271 - X-Coordinate,STARLINK-4401 - X-Coordinate,STARLINK-11131 [DTC] - X-Coordinate,STARLINK-3338 - X-Coordinate,STARLINK-31407 - X-Coordinate,STARLINK-31513 - X-Coordinate,STARLINK-2050 - X-Coordinate,STARLINK-30376 - X-Coordinate,STARLINK-4678 - X-Coordinate,STARLINK-6137 - X-Coordinate,STARLINK-31063 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-5652 - X-Coordinate,STARLINK-3747 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-30404 - X-Coordinate,STARLINK-5667 - X-Coordinate,STARLINK-3081 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-3730 - X-Coordinate,STARLINK-4644 - X-Coordinate,STARLINK-1281 - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-1349 - X-Coordinate,STARLINK-30479 - X-Coordinate,STARLINK-1483 - X-Coordinate,STARLINK-32255 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-30387 - X-Coordinate,STARLINK-4315 - X-Coordinate,STARLINK-5837 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-31702 - X-Coordinate,STARLINK-4324 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-31758 - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-31932 - X-Coordinate,STARLINK-30602 - X-Coordinate,STARLINK-3701 - X-Coordinate,STARLINK-11238 [DTC] - X-Coordinate,STARLINK-6213 - X-Coordinate,STARLINK-5279 - X-Coordinate,STARLINK-30112 - X-Coordinate,STARLINK-5917 - X-Coordinate,STARLINK-30330 - X-Coordinate,STARLINK-6371 - X-Coordinate,STARLINK-4461 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-2157 - X-Coordinate,STARLINK-31412 - X-Coordinate,STARLINK-1093 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-31472 - X-Coordinate,STARLINK-31618 - X-Coordinate,STARLINK-6144 - X-Coordinate,STARLINK-31128 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-30781 - X-Coordinate,STARLINK-6182 - X-Coordinate,STARLINK-2224 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-1151 - X-Coordinate,STARLINK-2063 - X-Coordinate,STARLINK-31577 - X-Coordinate,STARLINK-11153 [DTC] - X-Coordinate,STARLINK-11251 [DTC] - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-2763 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-3717 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-1997 - X-Coordinate,STARLINK-30701 - X-Coordinate,STARLINK-2526 - X-Coordinate,STARLINK-11201 [DTC] - X-Coordinate,STARLINK-30494 - X-Coordinate,STARLINK-4620 - X-Coordinate,STARLINK-2623 - X-Coordinate,STARLINK-31560 - X-Coordinate,STARLINK-3111 - X-Coordinate,STARLINK-30603 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-30383 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6248 - Y-Coordinate,STARLINK-5038 - Y-Coordinate,STARLINK-5910 - Y-Coordinate,STARLINK-1142 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-5707 - Y-Coordinate,STARLINK-3190 - Y-Coordinate,STARLINK-4271 - Y-Coordinate,STARLINK-4401 - Y-Coordinate,STARLINK-11131 [DTC] - Y-Coordinate,STARLINK-3338 - Y-Coordinate,STARLINK-31407 - Y-Coordinate,STARLINK-31513 - Y-Coordinate,STARLINK-2050 - Y-Coordinate,STARLINK-30376 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,STARLINK-6137 - Y-Coordinate,STARLINK-31063 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-5652 - Y-Coordinate,STARLINK-3747 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-30404 - Y-Coordinate,STARLINK-5667 - Y-Coordinate,STARLINK-3081 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-3730 - Y-Coordinate,STARLINK-4644 - Y-Coordinate,STARLINK-1281 - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-1349 - Y-Coordinate,STARLINK-30479 - Y-Coordinate,STARLINK-1483 - Y-Coordinate,STARLINK-32255 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-30387 - Y-Coordinate,STARLINK-4315 - Y-Coordinate,STARLINK-5837 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-31702 - Y-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-31758 - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-31932 - Y-Coordinate,STARLINK-30602 - Y-Coordinate,STARLINK-3701 - Y-Coordinate,STARLINK-11238 [DTC] - Y-Coordinate,STARLINK-6213 - Y-Coordinate,STARLINK-5279 - Y-Coordinate,STARLINK-30112 - Y-Coordinate,STARLINK-5917 - Y-Coordinate,STARLINK-30330 - Y-Coordinate,STARLINK-6371 - Y-Coordinate,STARLINK-4461 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-2157 - Y-Coordinate,STARLINK-31412 - Y-Coordinate,STARLINK-1093 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-31472 - Y-Coordinate,STARLINK-31618 - Y-Coordinate,STARLINK-6144 - Y-Coordinate,STARLINK-31128 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-30781 - Y-Coordinate,STARLINK-6182 - Y-Coordinate,STARLINK-2224 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-1151 - Y-Coordinate,STARLINK-2063 - Y-Coordinate,STARLINK-31577 - Y-Coordinate,STARLINK-11153 [DTC] - Y-Coordinate,STARLINK-11251 [DTC] - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-2763 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-3717 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-1997 - Y-Coordinate,STARLINK-30701 - Y-Coordinate,STARLINK-2526 - Y-Coordinate,STARLINK-11201 [DTC] - Y-Coordinate,STARLINK-30494 - Y-Coordinate,STARLINK-4620 - Y-Coordinate,STARLINK-2623 - Y-Coordinate,STARLINK-31560 - Y-Coordinate,STARLINK-3111 - Y-Coordinate,STARLINK-30603 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-30383 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6248 - Z-Coordinate,STARLINK-5038 - Z-Coordinate,STARLINK-5910 - Z-Coordinate,STARLINK-1142 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-5707 - Z-Coordinate,STARLINK-3190 - Z-Coordinate,STARLINK-4271 - Z-Coordinate,STARLINK-4401 - Z-Coordinate,STARLINK-11131 [DTC] - Z-Coordinate,STARLINK-3338 - Z-Coordinate,STARLINK-31407 - Z-Coordinate,STARLINK-31513 - Z-Coordinate,STARLINK-2050 - Z-Coordinate,STARLINK-30376 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,STARLINK-6137 - Z-Coordinate,STARLINK-31063 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-5652 - Z-Coordinate,STARLINK-3747 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-30404 - Z-Coordinate,STARLINK-5667 - Z-Coordinate,STARLINK-3081 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-3730 - Z-Coordinate,STARLINK-4644 - Z-Coordinate,STARLINK-1281 - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-1349 - Z-Coordinate,STARLINK-30479 - Z-Coordinate,STARLINK-1483 - Z-Coordinate,STARLINK-32255 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-30387 - Z-Coordinate,STARLINK-4315 - Z-Coordinate,STARLINK-5837 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-31702 - Z-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-31758 - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-31932 - Z-Coordinate,STARLINK-30602 - Z-Coordinate,STARLINK-3701 - Z-Coordinate,STARLINK-11238 [DTC] - Z-Coordinate,STARLINK-6213 - Z-Coordinate,STARLINK-5279 - Z-Coordinate,STARLINK-30112 - Z-Coordinate,STARLINK-5917 - Z-Coordinate,STARLINK-30330 - Z-Coordinate,STARLINK-6371 - Z-Coordinate,STARLINK-4461 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-2157 - Z-Coordinate,STARLINK-31412 - Z-Coordinate,STARLINK-1093 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-31472 - Z-Coordinate,STARLINK-31618 - Z-Coordinate,STARLINK-6144 - Z-Coordinate,STARLINK-31128 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-30781 - Z-Coordinate,STARLINK-6182 - Z-Coordinate,STARLINK-2224 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-1151 - Z-Coordinate,STARLINK-2063 - Z-Coordinate,STARLINK-31577 - Z-Coordinate,STARLINK-11153 [DTC] - Z-Coordinate,STARLINK-11251 [DTC] - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-2763 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-3717 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-1997 - Z-Coordinate,STARLINK-30701 - Z-Coordinate,STARLINK-2526 - Z-Coordinate,STARLINK-11201 [DTC] - Z-Coordinate,STARLINK-30494 - Z-Coordinate,STARLINK-4620 - Z-Coordinate,STARLINK-2623 - Z-Coordinate,STARLINK-31560 - Z-Coordinate,STARLINK-3111 - Z-Coordinate,STARLINK-30603 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-30383 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6293.6935,-271.0559,3314.0968,-4462.1195,-5778.9639,1068.4240,-6255.5648,5401.7614,954.8988,-119.9683,213.6882,-3573.5854,-4246.9689,3708.0457,-1992.5026,-2237.2045,2577.9910,5715.7432,6181.3714,933.8306,-5714.7013,-1826.2942,4289.0948,-3572.3859,-99.1072,-429.8282,1431.7276,-3431.7315,1245.6914,1649.6076,1291.7565,6631.7853,-2926.9852,6101.2828,-5636.9449,148.5783,6158.3659,1603.2223,-4028.2404,3850.7182,-4184.1535,-3068.2854,-4461.8547,3278.4126,620.0515,4219.0691,-6513.5007,-2533.6726,-5948.4160,5063.5595,6507.9976,-1466.7086,-2224.3841,4613.5715,825.9519,6667.8839,-2548.6115,971.7663,-1291.2634,3689.7449,-3786.7969,-6407.1263,6887.2371,5108.6820,4001.9813,5309.3230,2046.6642,3622.0628,3707.1141,-204.8480,-3113.0343,-1766.2549,-8.1313,6553.7192,5557.9248,-1935.0842,4678.9670,-5437.0983,6833.2958,-4099.7062,-510.7569,893.7865,-3552.3012,-5891.6213,-5052.0462,0.0000,-4500.9305,3944.8491,4009.3019,5172.7537,3790.5698,3662.2915,-4862.4509,-5616.3711,5257.3464,-1349.7137,4061.9971,5194.4763,5325.7952,-2203.5152,174353.9899,145336.1466,154627.3285,160444.1134,152371.9937,156032.8554,157759.9029,157299.3583,85755424.5262,85727405.5640,85734386.0985,85753114.7798,158286.9969,85759690.3313,-2913.6230,3107.2265,6091.3032,-3928.8151,-2677.7732,-5182.7314,-832.8837,4251.7311,-872.7714,-6016.3068,-4634.6973,-5662.0982,-4437.0158,-1887.1076,-5963.7317,-5104.9491,5781.0393,2886.0940,1319.7599,-4951.8239,579.4015,-4852.8141,5116.0599,-3734.2590,4661.7743,-5153.8878,3707.0311,5909.8721,5654.0548,6612.1938,-5242.1094,824.3348,-5950.9459,1596.9304,1858.3080,-4110.9943,24.6097,5722.7447,-1717.7607,3225.5225,2313.2936,-5076.3667,-2077.6548,-4551.5221,-5141.6579,-4372.7783,2323.0979,-6014.9684,-3449.9793,4676.6392,-572.2394,5021.2123,-4254.7857,-2826.5108,-3906.7453,928.0409,5419.7145,-2567.5893,4134.0083,-3993.3191,-1804.2049,2342.0698,275.9207,4402.8815,4349.5422,-1636.9094,-5577.5470,5538.4558,3394.2671,-5019.8823,4679.5077,-4399.3100,6630.2191,724.8482,-1189.7212,-3978.8104,-1687.7081,-4231.4363,267.5334,-266.5015,-4964.2365,3933.4319,-4366.6394,-3197.1420,-4234.2411,0.0000,803.6724,-5697.8642,-1500.3497,133.2352,-5539.7538,-3997.1837,-2190.4318,3280.1873,-340.9605,6048.9929,-833.7668,-1722.0457,-3221.0988,-5801.6499,-337379.6279,-344425.4798,-333870.0447,-333522.4185,-335229.2968,-334592.9722,-342941.2081,-339955.7136,-50745222.6611,-50784426.2607,-50763673.5776,-50759474.6364,-338467.4341,-50761220.6822,89.2660,-6244.5171,150.4310,3483.8009,-2701.2279,4474.0437,2823.8716,-777.4730,6808.1645,-3009.7385,5119.2638,1300.6419,-2978.9312,5522.0402,2917.2693,-4105.8798,2826.5438,-2417.6931,2808.3050,-4635.0259,-3891.0003,-4631.0564,-1820.8287,4617.7029,4995.5208,-4627.3397,-5712.7803,-518.5941,-3792.8220,-1192.8741,4325.5090,-1862.4729,1978.1163,2877.0402,-2835.6387,-5483.7681,3017.7018,-3582.3212,-5390.6331,4784.0336,4739.9431,3359.2763,-4902.2044,-4114.1107,-4589.3178,3092.2505,218.5821,-1323.5696,-929.6730,-457.0476,-1412.2480,-4561.5909,-4984.2004,-4342.0436,-5697.1740,1669.6625,3482.0521,6364.8098,-5296.5141,4279.1490,5497.6293,75.5487,-314.6491,1001.2251,3481.2911,-3950.4965,3342.0890,-2085.5384,-4684.1358,4604.6803,-4050.9188,-4794.6704,2023.4220,-2157.1951,3965.9527,5272.8642,4835.0429,623.4600,-1126.1729,5391.9977,-4503.9674,-5363.0402,4012.0372,1674.4433,1398.7027,0.0000,-5196.9150,268.9063,5421.8148,4486.2315,-1712.5410,3916.8540,-4427.0038,-2429.8754,4472.0189,2842.6546,-5543.1542,4252.1357,-3081.2762,3080.8422,121977.8650,116707.1401,115933.1531,123824.2392,121634.5270,110921.1572,111358.9415,117656.4007,49082737.4855,49109166.2583,49089046.3812,49099840.4903,117721.9838,49094706.0609,
3600.000,6077.4273,-1740.9297,-4638.8457,4155.1434,4316.2614,2135.1597,6714.9466,-5515.6840,573.2431,3264.2452,3805.4238,4828.2644,4985.1680,-1951.4910,4180.6290,4555.0117,-4777.6335,-6353.8543,-4017.0849,3337.7591,5952.8752,5216.2094,-5191.3037,6303.0930,-4120.1706,4027.0600,-2867.7286,1139.3771,-3312.4516,-2952.9312,2526.2547,-4948.7990,4154.5899,-6874.3060,465.8606,4169.8023,-6290.7379,-4251.3169,4727.1718,618.4538,-523.4208,5705.7483,4678.9621,-3808.7427,3127.4010,171.3874,4377.3394,4584.6042,5666.1791,-5207.5070,-4895.0753,-1793.6893,4544.4587,-3341.2468,-150.0872,-5079.1150,383.7471,7.7344,-3425.6067,-2867.1005,5040.0799,3974.7641,-5205.4357,-5911.2513,-5058.5740,-1914.3553,655.8606,-5346.9738,-6116.8414,4547.5031,1956.7208,5263.6644,2246.8879,-6596.7493,-2936.1779,5496.1629,-217.8357,5053.6223,-6045.5428,4668.1642,4379.6477,-5549.9925,4150.2340,6169.3404,4405.1063,0.0000,1957.4661,-1253.1516,-3437.7638,-2407.0932,-820.7924,-2094.7916,6632.5448,6247.9709,-6307.8433,-2610.1769,-3143.2221,-2435.7879,-6491.8758,4342.4006,254125.7374,228048.2097,235997.9954,240969.9968,232205.7471,235477.9933,238284.6938,238934.3012,96027265.1060,96004412.6667,96008675.2147,96022021.1308,238497.5128,96031127.2338,388.1316,-5988.8909,-3797.5056,-157.4682,-623.4311,6274.2541,-735.1293,-2334.9973,-4258.8082,2364.7745,2812.9226,2169.4519,132.8352,5509.5192,2924.2902,5204.8819,-4974.3721,-1167.6675,1649.9320,2917.5545,-3469.2444,3815.8407,-3788.9420,1435.5738,-2409.3738,5051.7575,688.7248,-5559.4720,-6062.6225,-4083.0179,3396.1525,2029.8758,5016.8874,632.1219,-3972.8741,4204.8065,2642.8955,-2787.5970,5031.2882,-695.9993,-4710.3122,3717.8573,5132.6605,5779.7649,2960.6829,4997.0962,-3373.5372,1936.1766,548.6776,-2578.0898,2682.0792,-6298.5935,517.0271,5838.8696,6720.3565,1897.5186,-6920.3618,-2849.9113,-3910.3381,6289.2317,-2200.8556,-4232.5003,1548.4183,-1732.3080,-159.8791,4861.8721,6777.3623,-4124.7391,35.0133,3817.6603,-6640.5080,4154.1963,-5709.5534,1514.8591,4272.3218,3402.0613,-900.5468,1670.7032,1292.1180,-4070.4465,1264.7220,-2123.0424,235.2344,1594.4924,355.1296,0.0000,-4387.1124,5813.6441,5208.3406,3614.3545,4747.8013,6278.4487,-693.1756,-978.8419,2745.0653,-4258.2400,4827.2614,4734.8761,1117.2626,2641.4885,-282031.4157,-295634.1528,-282815.6525,-284022.0336,-285340.3881,-284347.0081,-291937.6057,-286677.5634,-26746905.1900,-26795826.1504,-26773479.0635,-26769477.9450,-288364.1300,-26763771.2971,3308.8662,3114.3728,-3496.7768,-5503.1514,5357.8261,-2053.4896,1490.5262,-3463.6482,-5452.8899,5375.2233,-5050.0902,-4309.2058,4645.7181,-3716.3212,-4705.4061,111.6729,722.4178,-2254.4924,-5391.9928,5203.0018,773.3518,2540.0687,-2562.2521,-2525.2518,-4906.2347,2513.5529,6284.9896,-3845.1201,-338.9299,4730.7705,-5484.8244,4403.8451,2341.2826,659.6355,5208.1337,3435.3216,726.8992,4706.6520,754.8269,-6884.7389,-4795.6156,400.7824,19.3855,-675.4304,5401.3761,-4647.2995,-4167.6390,4413.5186,3954.3892,-3738.0760,-3679.1576,2276.2744,5177.8764,1668.9416,1767.7603,-4335.9876,-148.0961,-6332.7398,4432.1659,-459.7003,-4212.4922,3573.4500,4247.8130,2917.0266,-4643.2449,4362.5123,423.7484,-1593.9758,3110.2885,-3368.4793,65.7952,657.9217,3227.3736,-1522.0022,-4615.7938,-2398.1343,-6885.8595,-4424.5680,-3132.6060,-2781.4674,4926.7315,3101.8460,-5535.0745,2671.0119,-5092.8123,0.0000,4967.0372,-3576.6217,-2989.7208,-5308.2050,4966.3402,997.2861,1866.2476,-2872.5133,-744.6255,-4653.7290,3820.3281,-4452.6906,-2206.4085,-4721.8264,120746.4955,115284.0896,115571.4460,120810.7573,121941.2808,112033.3193,108247.3617,116893.6034,49100363.8011,49123514.8122,49101980.2522,49111693.9266,116405.6446,49111226.5342,
7200.000,-4123.5176,1951.1967,5075.2676,-3593.1418,-2344.1824,-4148.1448,-4220.1805,3958.2649,-3606.5853,-5772.7192,-6565.3254,-4877.3083,-4589.9077,430.7457,-5858.5377,-4811.2571,5347.7571,3964.3405,1271.8405,-6463.3769,-4073.7414,-6558.6827,4400.4403,-6803.4334,6714.4259,-5797.2898,4833.3476,2629.1997,3978.1517,4396.4340,-5904.1579,2135.3602,-4237.2460,5059.2513,4493.0837,-5971.1147,3525.3567,6238.6341,-1978.9219,-2820.5491,3961.3073,-5600.8799,-1685.3346,2256.1442,-6227.4495,-4421.5175,-251.6569,-4821.2736,-4093.7639,3913.6365,-241.3486,3891.5598,-6097.7034,1244.2705,32.4637,2275.2741,1917.7482,-3185.3913,6106.8665,900.2796,-5166.8432,523.1064,1564.9775,4388.4170,5068.1945,-1518.7268,-3181.1398,5362.4268,6274.5263,-6606.9854,7.5637,-5205.1137,-1797.4959,4160.2718,123.0412,-6284.8395,-4929.9373,-3552.9307,2823.1043,-3284.0733,-6374.0179,6400.7022,-4562.7586,-4130.7229,-2484.4450,0.0000,82.9641,-2452.8792,2206.7101,-168.4043,-3256.2999,-1302.4161,-6047.2753,-2365.1533,4656.2769,5971.8545,2016.6765,-340.0271,3038.6371,-5907.2660,317052.5849,295739.1096,302470.2125,306454.8619,297320.3064,300559.5675,303260.0486,303741.7260,99717147.9266,99702587.4475,99704060.1810,99716412.4803,303673.8242,99721126.3325,2962.5232,6475.3999,-99.2800,4384.1291,4516.3400,-5318.7129,2458.6396,-1295.2000,5870.8277,1744.7957,-1201.6360,2488.6179,4173.9432,-6896.2532,681.6076,-3043.1446,2163.0722,-1795.4547,-4996.1029,-948.6449,4862.6862,-2043.1762,337.7008,796.1063,364.4890,-3642.0954,-3788.2210,3178.8311,3749.0986,-40.6508,-1574.5211,-5005.9327,-1587.6890,-2822.1116,4488.9615,-3197.2585,-4338.5758,-407.2889,-5078.3703,-4003.1029,5409.4415,-406.4312,-4678.3753,-4225.5954,-956.2195,-4436.1926,4179.1478,3372.4159,3173.2334,-1328.2125,-4147.3898,5575.8533,2454.9811,-6519.6342,-6196.6860,-4863.8725,5792.4013,5622.2386,3058.1857,-5806.3355,4596.4280,5054.4948,-3919.2183,-2380.1051,-3846.4770,-6481.6634,-4617.5445,929.0948,-2724.2926,-1649.3670,5693.7756,-1419.4582,1173.2869,-3544.3629,-6477.3870,-1920.4474,426.4094,2341.8954,-3195.8719,5566.6285,1913.0270,-37.4263,3754.1102,1434.2457,4505.5117,0.0000,6716.3448,-4452.7519,-6417.3427,-6426.7409,-3219.6492,-4265.3143,2840.7216,-974.7395,-3757.3616,1449.7135,-6613.1636,-6644.2694,969.9819,983.5447,-208401.1698,-227147.1006,-213613.3514,-216408.3185,-217000.0954,-216397.6357,-222180.3703,-221279.7885,-895713.6849,-952851.4904,-928716.5873,-924211.6565,-219626.8415,-913590.7334,-4731.7708,1691.3306,4716.4994,3917.4729,-4691.2228,-1627.5080,-4905.1472,5511.4711,833.4992,-2986.7373,1800.7004,4056.2237,-2849.9901,-411.3528,3639.4372,3922.5905,-3858.1872,5268.3838,4604.3693,-2048.2440,2789.9928,1024.5604,5316.0687,-1107.6845,1243.8671,1096.6219,-3266.6453,5461.2424,4229.9902,-5347.3312,3244.5555,-4305.2349,-5245.9867,-3821.3535,-1701.2532,1027.6348,-3987.6948,-3009.0268,4292.3942,4915.3531,658.1135,-3879.3911,4837.6258,5027.1931,-2861.0780,2692.6200,5497.7821,-3122.5016,-4621.8238,5523.0070,5223.6125,1359.1762,-2161.9438,1994.3025,3139.5176,4383.9907,-3298.2145,2528.6153,-367.8413,-3671.0723,305.2482,-4559.6538,-5464.9901,-4652.4526,2567.1638,-1464.9651,-3892.2353,4289.7701,595.4049,-418.1635,3931.4740,4030.0498,-6601.9966,4258.6491,2470.4720,-2080.5669,4862.0418,5444.0345,5450.3657,-2076.7651,-939.6823,1989.8220,3586.5519,-5358.3447,4343.3246,0.0000,-1666.3680,4707.8868,-1339.2582,2365.3982,-5202.7439,-4997.0951,1819.5038,6443.8793,-3477.2481,2951.5731,257.3224,1955.8888,6157.5267,3484.4398,119452.7045,113886.0234,115423.2730,116834.4872,121739.3862,114055.8209,105863.4025,114432.9091,49118702.3309,49137788.9436,49115209.6933,49123108.5937,115079.2762,49127755.7278,
