sl_100_5400_20250922 Coordinates.csv
2025/09/22 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:42 2024,
Start: 2025/09/22 07:47:00.00, Stop: 2025/09/22 09:17:00.00,
TIME_UNITS,STARLINK-4673 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-5831 - X-Coordinate,STARLINK-4336 - X-Coordinate,STARLINK-2637 - X-Coordinate,STARLINK-30310 - X-Coordinate,STARLINK-5067 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-11269 [DTC] - X-Coordinate,STARLINK-31165 - X-Coordinate,STARLINK-6047 - X-Coordinate,STARLINK-3446 - X-Coordinate,STARLINK-30559 - X-Coordinate,STARLINK-2340 - X-Coordinate,STARLINK-31241 - X-Coordinate,STARLINK-4298 - X-Coordinate,STARLINK-5232 - X-Coordinate,STARLINK-2479 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-5666 - X-Coordinate,STARLINK-6279 - X-Coordinate,STARLINK-1342 - X-Coordinate,STARLINK-6334 - X-Coordinate,STARLINK-31842 - X-Coordinate,STARLINK-4208 - X-Coordinate,STARLINK-31228 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-11085 [DTC] - X-Coordinate,STARLINK-4119 - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-3700 - X-Coordinate,STARLINK-3818 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-3838 - X-Coordinate,STARLINK-3539 - X-Coordinate,STARLINK-5763 - X-Coordinate,STARLINK-3506 - X-Coordinate,STARLINK-31937 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-2170 - X-Coordinate,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-3852 - X-Coordinate,STARLINK-4041 - X-Coordinate,STARLINK-30436 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-4000 - X-Coordinate,STARLINK-4293 - X-Coordinate,STARLINK-30402 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-1115 - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-11170 [DTC] - X-Coordinate,STARLINK-2107 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-1861 - X-Coordinate,STARLINK-30930 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-3971 - X-Coordinate,STARLINK-31622 - X-Coordinate,STARLINK-1509 - X-Coordinate,STARLINK-6140 - X-Coordinate,STARLINK-2514 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-1672 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-3617 - X-Coordinate,STARLINK-1648 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-30964 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-31590 - X-Coordinate,STARLINK-5677 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-2067 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-31356 - X-Coordinate,STARLINK-5484 - X-Coordinate,STARLINK-2446 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-6032 - X-Coordinate,STARLINK-3580 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-3843 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-31051 - X-Coordinate,STARLINK-4691 - X-Coordinate,STARLINK-5687 - X-Coordinate,STARLINK-4365 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-32013 - X-Coordinate,STARLINK-5337 - X-Coordinate,STARLINK-4450 - X-Coordinate,STARLINK-5148 - X-Coordinate,STARLINK-4194 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4673 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-5831 - Y-Coordinate,STARLINK-4336 - Y-Coordinate,STARLINK-2637 - Y-Coordinate,STARLINK-30310 - Y-Coordinate,STARLINK-5067 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-11269 [DTC] - Y-Coordinate,STARLINK-31165 - Y-Coordinate,STARLINK-6047 - Y-Coordinate,STARLINK-3446 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,STARLINK-2340 - Y-Coordinate,STARLINK-31241 - Y-Coordinate,STARLINK-4298 - Y-Coordinate,STARLINK-5232 - Y-Coordinate,STARLINK-2479 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-5666 - Y-Coordinate,STARLINK-6279 - Y-Coordinate,STARLINK-1342 - Y-Coordinate,STARLINK-6334 - Y-Coordinate,STARLINK-31842 - Y-Coordinate,STARLINK-4208 - Y-Coordinate,STARLINK-31228 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-11085 [DTC] - Y-Coordinate,STARLINK-4119 - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-3700 - Y-Coordinate,STARLINK-3818 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-3838 - Y-Coordinate,STARLINK-3539 - Y-Coordinate,STARLINK-5763 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,STARLINK-31937 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-3852 - Y-Coordinate,STARLINK-4041 - Y-Coordinate,STARLINK-30436 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-4000 - Y-Coordinate,STARLINK-4293 - Y-Coordinate,STARLINK-30402 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-1115 - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-11170 [DTC] - Y-Coordinate,STARLINK-2107 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-1861 - Y-Coordinate,STARLINK-30930 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-3971 - Y-Coordinate,STARLINK-31622 - Y-Coordinate,STARLINK-1509 - Y-Coordinate,STARLINK-6140 - Y-Coordinate,STARLINK-2514 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-1672 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-3617 - Y-Coordinate,STARLINK-1648 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-30964 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-31590 - Y-Coordinate,STARLINK-5677 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-2067 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-31356 - Y-Coordinate,STARLINK-5484 - Y-Coordinate,STARLINK-2446 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-6032 - Y-Coordinate,STARLINK-3580 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-3843 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-31051 - Y-Coordinate,STARLINK-4691 - Y-Coordinate,STARLINK-5687 - Y-Coordinate,STARLINK-4365 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-32013 - Y-Coordinate,STARLINK-5337 - Y-Coordinate,STARLINK-4450 - Y-Coordinate,STARLINK-5148 - Y-Coordinate,STARLINK-4194 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4673 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-5831 - Z-Coordinate,STARLINK-4336 - Z-Coordinate,STARLINK-2637 - Z-Coordinate,STARLINK-30310 - Z-Coordinate,STARLINK-5067 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-11269 [DTC] - Z-Coordinate,STARLINK-31165 - Z-Coordinate,STARLINK-6047 - Z-Coordinate,STARLINK-3446 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,STARLINK-2340 - Z-Coordinate,STARLINK-31241 - Z-Coordinate,STARLINK-4298 - Z-Coordinate,STARLINK-5232 - Z-Coordinate,STARLINK-2479 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-5666 - Z-Coordinate,STARLINK-6279 - Z-Coordinate,STARLINK-1342 - Z-Coordinate,STARLINK-6334 - Z-Coordinate,STARLINK-31842 - Z-Coordinate,STARLINK-4208 - Z-Coordinate,STARLINK-31228 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-11085 [DTC] - Z-Coordinate,STARLINK-4119 - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-3700 - Z-Coordinate,STARLINK-3818 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-3838 - Z-Coordinate,STARLINK-3539 - Z-Coordinate,STARLINK-5763 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,STARLINK-31937 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-3852 - Z-Coordinate,STARLINK-4041 - Z-Coordinate,STARLINK-30436 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-4000 - Z-Coordinate,STARLINK-4293 - Z-Coordinate,STARLINK-30402 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-1115 - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-11170 [DTC] - Z-Coordinate,STARLINK-2107 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-1861 - Z-Coordinate,STARLINK-30930 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-3971 - Z-Coordinate,STARLINK-31622 - Z-Coordinate,STARLINK-1509 - Z-Coordinate,STARLINK-6140 - Z-Coordinate,STARLINK-2514 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-1672 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-3617 - Z-Coordinate,STARLINK-1648 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-30964 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-31590 - Z-Coordinate,STARLINK-5677 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-2067 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-31356 - Z-Coordinate,STARLINK-5484 - Z-Coordinate,STARLINK-2446 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-6032 - Z-Coordinate,STARLINK-3580 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-3843 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-31051 - Z-Coordinate,STARLINK-4691 - Z-Coordinate,STARLINK-5687 - Z-Coordinate,STARLINK-4365 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-32013 - Z-Coordinate,STARLINK-5337 - Z-Coordinate,STARLINK-4450 - Z-Coordinate,STARLINK-5148 - Z-Coordinate,STARLINK-4194 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6147.5848,6459.5918,2876.4599,-5740.5018,-317.9051,4491.0084,2745.5418,-981.6979,837.1371,-4947.9654,-2316.4188,-5145.6496,3645.8870,-6044.7564,1106.8297,4553.5298,-2752.8032,1524.1960,-1711.8376,-1549.5577,908.7953,-2914.4437,-2071.3675,1061.9304,-2692.5690,4309.6835,5706.6075,3855.2287,5995.8143,4205.4423,-1057.1088,1620.6226,-4555.2306,-3357.0497,-354.7081,-2642.9414,-5771.5898,277.0825,4146.8615,3602.4884,-2388.8154,3379.6356,4622.4066,-4779.2716,-1823.4186,-1463.3423,3044.6536,1113.5837,-2629.9423,-3447.1194,3211.4991,1115.9852,4881.2368,5315.4922,26.8618,99.2970,320.7727,-1987.4599,-2311.0206,6417.9670,3819.8104,0.0000,5025.0220,1413.2308,3323.1728,3796.8989,-277.5676,-3643.7647,-1780.4326,-3677.2918,-5948.5014,-6736.8802,89.1184,928.3789,-4673.4210,2201.8545,772.1823,5630.2747,5784.3423,5496.8443,-3903.9197,-6496.1255,-4110.1316,3872.6383,-5066.7541,268.7437,4085.2832,-2470.4343,4451.1250,1607.0133,3402.7368,5202.5523,-5682.9735,-1436.9069,-2459.4415,-3484.4491,-3489.3164,-724.3565,5454.3414,-6853.1803,-158760.9988,-163238.1245,-156776.5968,-160830.7666,-155340.7263,-157602.5842,-164363.9802,-162333.6819,-1566829.0579,-1534875.6012,-1555265.8321,-1545647.5100,-162053.1921,-1550051.6042,183.4363,1068.5575,5759.0935,-3342.5684,-6897.8008,-5076.6767,5263.1148,-4050.1331,-5263.0227,-3422.6935,-1820.6996,1764.2402,-1995.9104,-3082.9103,5963.3550,247.5848,-729.9639,6346.6336,-6575.6646,5130.6324,6908.0323,3579.5936,6274.0708,-5465.5965,3185.5651,-1548.2338,-3370.0563,1985.9982,1968.9371,71.9117,5368.9684,-4841.5569,5200.9513,2523.1784,5879.4445,5313.0087,3133.5795,-5089.3856,161.3920,5863.0892,3446.2080,-5858.1511,3712.3019,1784.5285,-4890.1282,-257.2215,-4444.0141,-4452.0783,-6134.5429,4460.7799,2697.3735,-3974.8726,2393.0554,3527.9610,-4342.7564,-5100.0504,-4361.9715,4432.4274,-5452.7165,-1345.7546,5636.6259,0.0000,4027.9642,3917.7685,-3765.4235,-3452.9089,-5824.8922,-2064.7598,6288.4248,-4878.9686,-1671.9292,-1566.4610,4995.5359,-5793.1249,5061.0500,5327.0379,-4140.2172,429.5950,-653.9916,-3747.5589,-3902.1725,-2307.8783,386.0265,5708.5345,-1564.4619,-5859.4353,-4125.7686,-5851.4480,5220.5288,-1818.5091,-4003.0204,-1574.1729,-3715.8766,-277.5701,5832.1592,2503.9763,1548.9426,5777.1385,4025.3217,647.1744,360846.2190,382413.4218,360537.5018,357934.3001,364353.4920,361862.9174,367039.1426,362710.5582,342148534.2816,342198505.8278,342156579.7786,342150429.9918,363368.7355,342152921.6136,-3163.9751,2227.5852,2558.3415,-2022.2405,-426.5255,-1422.2519,-3620.8627,-5531.1321,3897.5331,3402.3295,-6302.0496,4258.7154,5530.3635,1013.0217,-3209.8834,5188.1542,-6349.7379,2298.1861,-1382.6606,4380.0024,280.5002,5118.8017,-2104.1298,3929.5278,5507.5322,5067.0363,2042.2848,5147.7677,2827.3621,5519.9975,4217.6595,4652.3222,-61.3035,-5501.4756,3609.5622,3573.7063,2138.0289,-4541.7620,-5535.2124,-739.8591,-5263.6920,907.6806,3547.8952,-4671.4313,-4565.9091,6769.6429,4320.9437,-5173.8404,-1888.1039,4026.7227,5492.1655,5449.5620,4305.5926,-1906.4485,-5288.0233,4686.7885,5327.2447,4799.3286,-3221.4764,2203.9592,415.5502,0.0000,2547.4023,5508.7055,-4758.8150,4604.1294,3715.8321,5482.6964,-2266.7931,3269.5282,-3158.1873,575.0139,-4647.0634,-3694.3340,-577.1013,3798.6581,-5537.3348,-3877.2655,3543.2273,980.5015,4216.6135,-278.9776,-5456.8625,-701.1083,-4278.8438,-3701.8658,-3760.4191,-2738.4437,864.1253,-6510.5257,4504.8568,4266.8766,988.4384,-6787.1737,-2661.9533,5290.1213,5795.0901,-3779.4165,1361.1611,-657.7425,-24691.4928,-23077.8897,-25413.6529,-18481.7882,-19667.6697,-30363.4517,-30856.5029,-25729.7964,-69345853.9625,-69363368.8851,-69375808.5966,-69349786.5324,-24045.9044,-69356654.3762,
300.000,-5052.6891,5801.3897,4411.9963,-5750.4206,-1506.7481,3334.0875,3762.3325,-3009.6993,-937.1938,-5228.2663,-2380.5840,-5242.1465,2371.7662,-6526.9405,2849.8371,5162.7950,-2038.5598,2580.9464,-3174.3863,580.4385,2345.9438,-822.7727,-619.2219,-732.6414,-1095.8547,2753.7788,6193.4080,4039.2240,6773.0947,2562.5268,356.9300,225.3692,-3437.6943,-2172.9922,1041.1311,-1200.7312,-5359.1638,-1852.8949,4147.9071,4548.6428,-839.0795,2021.8861,4667.9082,-4792.7178,-3788.0546,566.0078,1051.0466,-989.9638,-4083.9609,-1433.0266,4223.9253,-1053.7656,5611.9617,6150.2211,-2027.0720,-2012.5329,-1772.6245,-619.5745,-3790.2526,5294.3266,4821.4376,0.0000,6191.8469,3415.1583,2445.2276,3140.8105,-1758.0175,-4288.3881,-620.3179,-4539.0599,-5576.7305,-6873.9220,2227.7855,-1007.9458,-3455.8267,3785.0527,-714.9799,4601.7598,5901.1021,4281.0828,-5157.3874,-6508.0576,-3916.4342,5008.0931,-5875.0383,-1510.9953,3453.5702,-3324.2530,5006.0742,3493.7955,1387.9675,3631.6162,-6048.3941,593.7849,-603.7758,-1685.6749,-1451.4573,-980.6957,5633.1618,-6566.4442,-166438.4062,-171264.2341,-164494.3180,-168545.5390,-162987.6643,-165209.9645,-172022.0013,-169739.7516,-9037637.7607,-9006728.9771,-9026485.9288,-9016035.7797,-169727.2428,-9020927.0705,1545.9432,-354.6195,5220.1429,-3883.2462,-6607.3588,-6067.5258,5597.3952,-3305.2668,-4334.2300,-1465.9710,373.2307,3457.0900,-3748.0434,-1961.6748,5938.9802,-1642.6115,1350.3588,5171.6598,-6161.1774,5035.7085,6447.9100,4069.7072,6876.4950,-6130.1826,4594.5654,-3043.8711,-3119.8516,-204.5228,832.9889,-1161.9948,6291.9894,-5992.2392,5739.6644,4274.9983,6514.8007,6393.5034,4345.0883,-4668.5570,-1983.2376,5102.0451,4862.6985,-5958.9412,1880.1925,3593.1308,-4279.1900,-1304.6661,-4412.1330,-4027.5913,-5591.3620,4969.6938,769.3187,-4224.8729,3332.8424,2545.1592,-3605.6787,-5089.1674,-3769.3757,5726.1905,-5344.9419,-2427.2824,4423.1534,0.0000,2895.3869,3154.7499,-5381.8443,-5131.5150,-6320.4505,17.3169,6868.7127,-3130.5698,217.3038,-66.0501,4790.2603,-5222.3350,5517.8930,5299.7374,-2731.1336,-1188.5464,-2473.1800,-4420.4114,-3996.1907,-1032.7154,2520.5822,4717.8189,273.6300,-6267.5136,-5556.8542,-4426.5409,4002.5408,-2530.2248,-4222.5203,-2781.6794,-2136.3920,-1314.0044,5704.8321,3756.7694,2112.2886,4215.8941,2624.4913,1824.1189,357813.7973,378911.7423,356901.7456,354441.6624,360860.6052,358365.1050,363447.1358,358812.4944,342033552.9411,342083774.8915,342041115.5525,342036066.3069,359849.8697,342037890.8339,-4464.3785,3743.4850,1139.4754,200.9537,1379.3270,108.9862,-1683.2357,-5289.3670,4889.1103,4274.4436,-6525.9763,2885.8414,5309.7581,-806.7329,-1918.5638,4287.5888,-6515.3131,3800.2475,149.6338,4712.6417,-1252.3061,5500.7727,-625.7923,2889.1270,5042.9998,5457.5325,-180.4729,5379.6798,1134.6962,6342.0977,2836.7707,3432.6484,1734.3955,-4990.0676,2056.9078,2385.8361,369.0855,-4624.0710,-5169.1813,1071.8288,-4576.0596,2632.9653,4730.9322,-3457.6110,-3926.4337,6783.5749,5205.1791,-5534.6230,-389.2172,4607.9797,5414.9832,5270.5585,2351.6405,-90.9122,-5451.2626,4248.5193,5491.1762,3671.5586,-1581.8893,3728.6357,1921.8815,0.0000,1126.6936,5107.3163,-3593.7074,3371.8411,2193.1252,5404.8389,-513.6058,4194.7049,-4124.5477,-968.4047,-4318.4390,-4448.0615,-2328.8594,2296.2534,-6358.6837,-4933.7134,2350.4298,2705.4861,2392.9904,-2051.8447,-5012.6544,844.6284,-3439.7996,-2555.5998,-2242.5405,-4148.7363,2587.7707,-5445.3021,5302.8492,5176.9571,2430.1477,-6791.4621,-3775.0846,5425.5082,6447.6759,-5427.0104,3024.7499,1157.6077,-24859.6296,-23232.6507,-25473.8419,-18748.7759,-19669.1561,-30320.9602,-31162.9913,-25694.6323,-69351127.4794,-69368962.8247,-69381055.7411,-69355077.8808,-24187.7080,-69362050.6700,
600.000,-3475.4312,4584.4060,5512.0252,-5136.5918,-2561.2862,1851.6044,4379.6701,-4756.1761,-2647.1839,-5037.4535,-2290.6970,-4842.4294,914.0238,-6347.1526,4294.0059,5297.1261,-1199.8167,3424.4558,-4330.3949,2662.4575,3571.6385,1343.7208,887.0018,-2429.5571,565.7246,952.4112,6004.2482,3851.2004,6876.5345,702.1310,1705.7319,-1156.4349,-1962.5788,-825.3070,2311.4399,335.5110,-4414.2179,-3804.9407,3795.8965,5052.5953,756.6834,429.8677,4297.5778,-4364.4572,-5385.6519,2576.3576,-1065.1380,-3013.8971,-5139.4700,720.7469,4869.8997,-3104.3380,5713.6201,6295.5411,-3896.8267,-3920.7578,-3707.8239,773.0396,-4848.1076,3647.3134,5347.6997,0.0000,6754.0921,5089.9948,1365.0699,2208.0234,-3042.1079,-4562.7278,595.8202,-5001.3235,-4697.5686,-6348.6881,4137.2634,-2872.6689,-1876.3381,4973.4666,-2193.8120,3136.8199,5431.7882,2586.2053,-5870.7295,-5877.1745,-3378.6932,5664.1027,-6105.4304,-3125.3251,2502.4720,-3895.0342,5086.5868,5036.2496,-772.9936,1719.7119,-5824.3491,2602.3448,1335.2707,253.9027,717.7779,-1055.3161,5275.5122,-5623.0185,-174083.4956,-179215.1869,-172138.0502,-176185.6402,-170561.5879,-172744.0645,-179599.6746,-177053.8359,-16504164.5150,-16474304.0511,-16493402.1310,-16482195.4274,-177324.9100,-16487517.9238,2801.8569,-1780.8689,4182.7556,-3999.1916,-5658.1515,-6468.2037,5376.8987,-2291.6078,-2950.0319,645.8641,2528.6374,4785.7273,-5160.3397,-631.9497,5332.9255,-3340.4388,3323.4222,3485.5120,-5148.4520,4496.2313,5372.4282,4214.2116,6812.0749,-6186.0090,5582.9130,-4275.6815,-2531.8611,-2371.4603,-372.8750,-2349.9226,6600.5794,-6560.8248,5719.1390,5626.6129,6509.1988,6858.4211,5119.3390,-3818.6922,-3923.9564,3826.7702,5784.4724,-5459.5470,-160.6670,5026.4145,-3292.1367,-2125.7072,-3996.7445,-3263.6962,-4508.8314,5041.3750,-1204.7344,-4100.5065,3937.3157,1278.1591,-2557.3671,-4625.1237,-2858.5932,6444.7287,-4674.5183,-3309.7926,2749.0622,0.0000,1491.9754,2133.9981,-6465.8767,-6291.3252,-6200.0469,2077.4171,6764.9085,-1078.2308,2110.9447,1449.8815,4140.6026,-4180.8163,5444.7799,4763.0365,-1100.9968,-2730.7197,-4023.5525,-4642.0255,-3711.4923,367.3257,4393.2376,3264.2800,2058.3406,-6084.3478,-6427.5578,-2559.9258,2369.2448,-2900.4300,-4083.3292,-3767.4807,-325.5950,-2123.7451,5037.4423,4671.8283,2544.8071,2202.3789,938.3326,2832.2621,354631.9999,375240.4582,353106.1317,350787.6271,357206.4008,354708.7370,359692.6372,354838.2201,341755467.6297,341805914.7195,341762529.9518,341758625.7900,356168.9065,341759753.3345,-5284.6949,4855.8036,-401.6361,2402.6675,3036.3669,1628.4859,433.1476,-4481.3366,5277.0413,4685.4209,-6061.8949,1201.2493,4519.0931,-2537.4707,-415.3855,2924.2088,-5994.6980,4893.3136,1665.8770,4539.4905,-2653.3910,5285.5475,919.5599,1523.6048,4034.7557,5239.1242,-2383.9703,4984.9055,-680.3068,6490.1394,1149.4925,1842.1571,3342.6583,-3943.1900,281.9236,942.1598,-1439.8278,-4189.4240,-4247.9153,2768.0036,-3354.5586,4062.5255,5403.1079,-1871.4143,-2867.4112,6074.8839,5526.9991,-5300.7635,1151.3022,4695.8427,4754.5256,4505.3288,146.5011,1735.5776,-5010.0309,3355.3541,5059.0461,2133.4492,241.8441,4851.6836,3212.0632,0.0000,-414.9729,4154.6097,-2041.8822,1773.3007,434.0572,4742.0257,1294.9678,4670.7126,-4651.3809,-2408.5327,-3506.0423,-4726.7193,-3829.4240,545.1436,-6509.6417,-5444.4230,893.0301,4113.2021,315.0382,-3602.1091,-4012.0654,2299.8472,-2213.3807,-1136.1045,-482.9272,-5112.8179,4031.9845,-3802.6796,5531.6891,5528.7203,3603.3663,-6075.9019,-4473.0620,4950.8589,6415.1502,-6497.8388,4361.7543,2847.8783,-25022.8254,-23387.4578,-25531.5683,-19020.8848,-19674.2756,-30272.6646,-31463.8357,-25551.5508,-69356405.8704,-69374556.4661,-69386293.7502,-69360409.7920,-24329.4976,-69367446.8987,
