sl_100_86400_20250612 Coordinates.csv
2025/06/12 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:24 2024,
Start: 2025/06/12 07:47:00.00, Stop: 2025/06/13 07:47:00.00,
TIME_UNITS,STARLINK-5680 - X-Coordinate,STARLINK-5310 - X-Coordinate,STARLINK-31445 - X-Coordinate,STARLINK-30549 - X-Coordinate,STARLINK-5881 - X-Coordinate,STARLINK-30215 - X-Coordinate,STARLINK-3554 - X-Coordinate,STARLINK-3871 - X-Coordinate,STARLINK-30844 - X-Coordinate,STARLINK-3236 - X-Coordinate,STARLINK-3884 - X-Coordinate,STARLINK-30180 - X-Coordinate,STARLINK-30294 - X-Coordinate,STARLINK-6228 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-32227 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-4719 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-4183 - X-Coordinate,STARLINK-30781 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-31773 - X-Coordinate,STARLINK-6204 - X-Coordinate,STARLINK-31251 - X-Coordinate,STARLINK-3800 - X-Coordinate,STARLINK-5155 - X-Coordinate,STARLINK-31498 - X-Coordinate,STARLINK-30425 - X-Coordinate,STARLINK-4566 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-3265 - X-Coordinate,STARLINK-32138 - X-Coordinate,STARLINK-30089 - X-Coordinate,STARLINK-3130 - X-Coordinate,STARLINK-31571 - X-Coordinate,STARLINK-31416 - X-Coordinate,STARLINK-3180 - X-Coordinate,STARLINK-2088 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-30837 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-4397 - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-5149 - X-Coordinate,STARLINK-31330 - X-Coordinate,STARLINK-6033 - X-Coordinate,STARLINK-11251 [DTC] - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-31608 - X-Coordinate,STARLINK-1067 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-2189 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-31187 - X-Coordinate,STARLINK-31259 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-2279 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-31459 - X-Coordinate,STARLINK-4692 - X-Coordinate,STARLINK-6118 - X-Coordinate,STARLINK-2754 - X-Coordinate,STARLINK-2365 - X-Coordinate,STARLINK-31435 - X-Coordinate,STARLINK-4675 - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-31846 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-2332 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-5200 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-31496 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-32269 - X-Coordinate,STARLINK-3896 - X-Coordinate,STARLINK-1734 - X-Coordinate,STARLINK-1156 - X-Coordinate,STARLINK-6315 - X-Coordinate,STARLINK-4206 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-30353 - X-Coordinate,STARLINK-11197 [DTC] - X-Coordinate,STARLINK-6169 - X-Coordinate,STARLINK-30475 - X-Coordinate,STARLINK-1360 - X-Coordinate,STARLINK-5357 - X-Coordinate,STARLINK-31373 - X-Coordinate,STARLINK-5424 - X-Coordinate,STARLINK-6328 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-30235 - X-Coordinate,STARLINK-3219 - X-Coordinate,STARLINK-6376 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5680 - Y-Coordinate,STARLINK-5310 - Y-Coordinate,STARLINK-31445 - Y-Coordinate,STARLINK-30549 - Y-Coordinate,STARLINK-5881 - Y-Coordinate,STARLINK-30215 - Y-Coordinate,STARLINK-3554 - Y-Coordinate,STARLINK-3871 - Y-Coordinate,STARLINK-30844 - Y-Coordinate,STARLINK-3236 - Y-Coordinate,STARLINK-3884 - Y-Coordinate,STARLINK-30180 - Y-Coordinate,STARLINK-30294 - Y-Coordinate,STARLINK-6228 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-32227 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-4719 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-4183 - Y-Coordinate,STARLINK-30781 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-31773 - Y-Coordinate,STARLINK-6204 - Y-Coordinate,STARLINK-31251 - Y-Coordinate,STARLINK-3800 - Y-Coordinate,STARLINK-5155 - Y-Coordinate,STARLINK-31498 - Y-Coordinate,STARLINK-30425 - Y-Coordinate,STARLINK-4566 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-3265 - Y-Coordinate,STARLINK-32138 - Y-Coordinate,STARLINK-30089 - Y-Coordinate,STARLINK-3130 - Y-Coordinate,STARLINK-31571 - Y-Coordinate,STARLINK-31416 - Y-Coordinate,STARLINK-3180 - Y-Coordinate,STARLINK-2088 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-30837 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-4397 - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-5149 - Y-Coordinate,STARLINK-31330 - Y-Coordinate,STARLINK-6033 - Y-Coordinate,STARLINK-11251 [DTC] - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-31608 - Y-Coordinate,STARLINK-1067 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-2189 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-31187 - Y-Coordinate,STARLINK-31259 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-2279 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-31459 - Y-Coordinate,STARLINK-4692 - Y-Coordinate,STARLINK-6118 - Y-Coordinate,STARLINK-2754 - Y-Coordinate,STARLINK-2365 - Y-Coordinate,STARLINK-31435 - Y-Coordinate,STARLINK-4675 - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-31846 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-2332 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-5200 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-31496 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-32269 - Y-Coordinate,STARLINK-3896 - Y-Coordinate,STARLINK-1734 - Y-Coordinate,STARLINK-1156 - Y-Coordinate,STARLINK-6315 - Y-Coordinate,STARLINK-4206 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-30353 - Y-Coordinate,STARLINK-11197 [DTC] - Y-Coordinate,STARLINK-6169 - Y-Coordinate,STARLINK-30475 - Y-Coordinate,STARLINK-1360 - Y-Coordinate,STARLINK-5357 - Y-Coordinate,STARLINK-31373 - Y-Coordinate,STARLINK-5424 - Y-Coordinate,STARLINK-6328 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-30235 - Y-Coordinate,STARLINK-3219 - Y-Coordinate,STARLINK-6376 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5680 - Z-Coordinate,STARLINK-5310 - Z-Coordinate,STARLINK-31445 - Z-Coordinate,STARLINK-30549 - Z-Coordinate,STARLINK-5881 - Z-Coordinate,STARLINK-30215 - Z-Coordinate,STARLINK-3554 - Z-Coordinate,STARLINK-3871 - Z-Coordinate,STARLINK-30844 - Z-Coordinate,STARLINK-3236 - Z-Coordinate,STARLINK-3884 - Z-Coordinate,STARLINK-30180 - Z-Coordinate,STARLINK-30294 - Z-Coordinate,STARLINK-6228 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-32227 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-4719 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-4183 - Z-Coordinate,STARLINK-30781 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-31773 - Z-Coordinate,STARLINK-6204 - Z-Coordinate,STARLINK-31251 - Z-Coordinate,STARLINK-3800 - Z-Coordinate,STARLINK-5155 - Z-Coordinate,STARLINK-31498 - Z-Coordinate,STARLINK-30425 - Z-Coordinate,STARLINK-4566 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-3265 - Z-Coordinate,STARLINK-32138 - Z-Coordinate,STARLINK-30089 - Z-Coordinate,STARLINK-3130 - Z-Coordinate,STARLINK-31571 - Z-Coordinate,STARLINK-31416 - Z-Coordinate,STARLINK-3180 - Z-Coordinate,STARLINK-2088 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-30837 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-4397 - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-5149 - Z-Coordinate,STARLINK-31330 - Z-Coordinate,STARLINK-6033 - Z-Coordinate,STARLINK-11251 [DTC] - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-31608 - Z-Coordinate,STARLINK-1067 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-2189 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-31187 - Z-Coordinate,STARLINK-31259 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-2279 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-31459 - Z-Coordinate,STARLINK-4692 - Z-Coordinate,STARLINK-6118 - Z-Coordinate,STARLINK-2754 - Z-Coordinate,STARLINK-2365 - Z-Coordinate,STARLINK-31435 - Z-Coordinate,STARLINK-4675 - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-31846 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-2332 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-5200 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-31496 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-32269 - Z-Coordinate,STARLINK-3896 - Z-Coordinate,STARLINK-1734 - Z-Coordinate,STARLINK-1156 - Z-Coordinate,STARLINK-6315 - Z-Coordinate,STARLINK-4206 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-30353 - Z-Coordinate,STARLINK-11197 [DTC] - Z-Coordinate,STARLINK-6169 - Z-Coordinate,STARLINK-30475 - Z-Coordinate,STARLINK-1360 - Z-Coordinate,STARLINK-5357 - Z-Coordinate,STARLINK-31373 - Z-Coordinate,STARLINK-5424 - Z-Coordinate,STARLINK-6328 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-30235 - Z-Coordinate,STARLINK-3219 - Z-Coordinate,STARLINK-6376 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6614.5558,-6768.2088,4443.8235,-1219.7443,-824.2981,4870.9756,3020.8959,-1891.0817,-3273.7304,-3702.3173,-6731.5561,4948.4702,-4085.4466,-5606.6093,1924.1151,2317.6834,6034.2887,362.7487,5095.9104,-5136.3028,3342.9458,-6057.0165,1530.7667,3240.5282,-3001.5780,3127.5487,4450.9564,-2887.1725,-4052.3059,-4379.1274,-6272.1613,-4080.5999,4185.7087,4374.6042,1961.9667,-2606.5510,-2121.2449,2580.0560,3282.2914,-6002.7637,4739.9177,1754.0195,1890.7298,-5035.7160,4538.7521,-1845.6393,2082.1090,1289.1754,3205.1527,2979.0956,-2336.0176,-297.7548,-5495.1813,4331.8920,501.3373,5041.1681,-3710.9430,-4760.1240,2757.9921,-2471.1011,1366.4029,-3161.9600,6212.2898,4078.3445,-4371.7720,4582.6730,3422.9530,4335.4218,-6594.1734,2962.1059,-5079.1977,-2581.1743,6272.3776,1907.8424,-2248.1380,-1398.8792,4630.5097,-3017.5384,-5397.1344,-3955.7233,6177.4342,-1569.2463,-4515.0277,233.4538,-5697.5659,2054.7056,1821.0477,-3265.7965,-2055.0923,4485.0012,-5146.0360,6669.6390,1185.2731,-3943.1893,5108.1500,-6226.0084,-3555.5689,-358.0390,-3053.8748,5027.1135,70786.9394,87064.4918,82635.7789,80259.9419,85598.6649,83430.4266,89844.0064,87229.4025,174508067.1498,174533529.8156,174529266.9612,174523973.4775,85743.3645,174516401.8111,-1869.4024,-1499.7438,4783.7470,5848.6302,-6538.7185,-1841.0248,6108.5189,-4582.8464,-4185.7459,-2560.1540,-1160.5909,-1425.3148,3999.2041,132.1639,-3848.2929,-5135.7670,-971.9430,4696.1280,2552.4088,3863.7779,5624.3082,-2966.0511,-6545.3280,-283.5380,3772.6753,6065.8946,-113.0625,-5466.8185,-755.5316,1501.8086,-2456.2165,5495.4112,5281.0111,-2570.6545,3890.6293,-3395.6897,-4806.1066,-3247.7894,5679.5465,-1484.1497,-66.3676,4139.3199,3614.1083,4488.9123,4809.1068,-54.6071,-5995.3239,5279.8126,-3008.2659,928.0265,4270.9761,-5121.8118,4027.6610,-2353.6647,6470.6904,-1773.0860,4672.4368,-1950.4767,-5100.9530,4150.3112,3939.5341,4030.0227,-2769.6214,3576.6037,2782.8516,400.4703,3165.1225,-5271.3068,1214.0220,-5820.8510,2190.4419,-5736.5772,-2903.3092,-5825.9048,-3845.7447,4588.2547,1060.3316,-5662.6244,1262.4051,1251.3877,1597.8307,6521.4680,4808.0061,-5372.4607,-19.2285,-4291.0519,2070.3603,-5243.8113,4919.2560,3390.3308,-126.4995,-1530.1979,-6724.4061,-1547.6426,4586.8304,1794.2267,5590.3637,6181.8747,5211.2797,-2367.7804,-331027.4934,-344627.9976,-343793.6195,-339055.5712,-345497.4870,-342715.3021,-337097.3795,-338321.5318,192323525.6068,192323341.6217,192315556.1935,192340415.0987,-338733.9637,192337546.5007,902.0316,-608.8808,-1983.7062,-3341.5795,2149.4617,-4586.2297,-1186.8913,4810.8173,-4451.2265,5243.0152,-1071.5453,-4649.2609,-3933.4741,4064.2124,5402.0466,3843.9525,3237.7728,5063.4045,3907.7624,-2562.3114,-2304.4388,-1617.5058,-1186.9871,6131.5886,4843.1610,1111.6077,5281.0780,2876.3049,-5452.8512,5163.3416,1551.9097,303.8189,-1648.8723,4717.4236,5358.3924,5309.1289,4513.6776,-5538.8570,1859.8084,2863.2742,5021.4873,-5262.5681,5428.6918,-1621.7225,1298.5773,-6697.2261,-2763.1909,4271.7298,5244.6676,-6206.8676,-4601.3865,-4571.2262,-414.7741,-4861.5603,-2459.8960,-4402.5528,3505.4255,4515.7753,-3675.8342,4939.2944,5494.2986,-4681.3783,508.4773,4283.4450,4595.5128,-5160.4558,5088.1148,-593.0623,1698.0626,-2341.9584,-4002.1469,2912.5205,-163.2784,-3203.9962,-5241.2841,-4988.6650,-4904.3125,-2636.3596,4192.2077,-5425.8257,-2673.6895,-1744.5243,1995.2501,-4378.5652,-3923.7981,4893.1692,-6387.2958,-2972.5839,4094.7256,4051.0580,4531.8749,944.5096,-1204.7302,-5373.1731,658.6826,2461.8773,-1644.3226,-3131.0642,3356.4295,-4155.3269,-185457.0645,-189417.9792,-189855.0346,-182465.2074,-184108.1755,-194826.1467,-194893.4233,-189139.7533,63012357.7838,62993547.2076,63025329.3669,63014803.5514,-188282.8156,63024659.3498,
3600.000,5619.3908,5504.7015,-5032.0376,-2316.8164,2984.6624,-3876.7533,-4039.1307,4821.7757,5442.0002,4567.1081,4981.2288,-4074.8562,2457.8733,6094.7167,2356.2203,-602.1297,-2837.3019,-4042.1455,-6811.6598,1607.7054,-5217.9384,6572.7911,1172.3129,-5815.6497,-1755.2559,-4085.8680,-2709.8081,5317.8042,5021.8930,-259.0025,6273.8802,1699.9686,-5598.3001,-2286.4339,-5516.5321,6173.8176,5408.3357,789.5562,-5195.9244,4291.1508,-5979.4236,-5220.2636,-5746.4237,1887.6123,-5157.2909,-3402.2595,-603.9850,-3656.9200,-1493.2938,-4627.3488,-3105.8849,4417.8401,3066.3537,-508.5966,-2764.0090,-1409.5285,-203.6591,6368.2454,1602.1079,718.3470,-5238.7680,282.4701,-3314.1166,-6362.0896,2684.8638,-6033.1495,-6395.0986,-2039.3257,3881.5256,486.7651,814.8128,4818.1036,-4090.0787,1453.5320,4980.7427,-958.7364,-3078.7749,4557.5438,6683.9052,3050.2481,-6701.2495,-18.2931,1107.0853,3649.8683,2861.2173,2751.5222,-5648.5308,4972.9036,-2885.4876,-5181.2631,5419.4794,-4228.3990,1085.0929,4387.2390,-4876.6544,5577.2541,1586.4943,-2877.0723,1840.0630,-4214.9153,151733.3357,166460.5896,163210.9089,162522.7852,167751.8873,165555.5976,170736.1242,166334.8821,118729085.7698,118755102.0507,118757467.9347,118739192.6673,167562.2332,118738322.7127,-911.3736,985.9720,-852.7334,-3389.6582,6075.3811,5239.2418,-4660.3161,4777.1758,666.7714,-1744.7110,-1029.0386,4962.1806,-6428.0439,-3111.7556,4623.7395,6775.0922,3134.7739,-2314.7371,-1195.2644,-4111.3971,-4359.4571,787.5085,4614.0743,2591.8423,-4273.0641,-4597.0286,4147.7203,4145.1162,-3422.8772,1004.3677,825.4158,-5316.9987,-3555.9240,5754.7823,-3185.2929,1706.2809,3766.8084,5652.5749,-3853.7277,-2546.5597,2989.2000,-3860.6508,-1057.1478,-5094.6731,-2467.3826,1559.8423,6705.4269,-5861.2814,6319.1561,-4654.0540,-3519.4604,3661.3351,-4609.6088,4458.2946,-6253.5975,4005.4544,-4174.0474,-1529.9994,4835.6231,-6687.8303,-2909.8235,-6348.1080,4478.0657,-2688.7754,-5914.4213,2644.7609,-1766.8660,5324.5895,-2796.2517,5186.4318,-4081.5204,4951.0496,3750.4053,3952.4493,157.3305,-6641.4375,3545.8631,2375.4922,-1858.5545,-5373.0846,-54.1986,-6427.7801,-4452.6901,3994.3648,-2992.4832,3792.2941,-1926.7645,4430.9434,-3182.9812,618.1549,-3659.7309,2907.4045,6393.3428,-3098.8496,-1890.1031,-3953.4668,-5900.6225,-4180.3418,-6608.1587,5356.5180,-304053.3687,-309374.8416,-310877.8360,-306350.6605,-313544.1792,-311211.7560,-305159.6143,-307392.2747,231028172.9367,231033499.1858,231024797.0260,231048820.2871,-306575.0116,231041989.8312,-3964.7799,-4141.5050,4518.5787,5464.8212,1500.8180,2359.0232,-3133.7089,-1337.5824,4223.2627,-4900.7709,4673.5057,2606.2686,851.0419,-1115.7063,-4575.5083,583.3258,-5483.8502,-5127.1037,129.9749,5316.1104,-1367.4884,-2070.4293,4882.7292,-2791.9685,-5050.3784,3156.6898,-4830.8143,1043.9171,3110.1202,-6868.1168,2780.7955,3967.0735,-2035.6187,-3130.0888,-2698.6044,-2372.5772,-2159.9425,3894.2356,2158.4819,-4649.8696,-1772.4483,2374.0694,-3481.3029,4301.9851,3564.0069,5837.1233,-1597.1370,-412.4825,-2194.9821,2261.6719,4762.2360,3763.0228,-3994.7639,5257.5595,-1181.7837,5454.3151,-5527.0234,-2019.0623,4588.2421,-1621.3564,-3440.5917,2767.2339,-3939.0789,-426.9137,-2432.7518,2072.1473,-1936.2148,-3800.4663,-5002.8992,4568.4169,5399.0542,614.3774,4115.0263,5474.2140,4725.2771,1662.6341,4941.7920,4644.4093,509.6111,2892.4880,-1709.0874,-2587.2944,-5148.6932,4320.2219,5528.1052,-4975.3662,3559.5800,-1614.8095,-5180.9009,-4576.0970,-2098.1108,-4631.5378,-2456.7492,4222.3020,-4501.4258,1157.1764,-3042.6036,4717.7212,874.8988,1267.3781,-185609.5230,-188722.9938,-188621.8201,-184065.8063,-182388.4357,-192108.2045,-196402.0975,-187021.0245,62985795.5594,62966341.6566,62994551.3395,62988915.6669,-188091.9552,62997676.3373,
7200.000,-3131.9968,-2130.9914,4406.7069,5749.4735,-4421.0119,2031.6860,4142.4787,-5377.9700,-6353.1426,-4791.3580,-1760.8166,2333.4877,-144.8468,-4422.0999,-5074.8379,-1652.6938,-786.2570,6615.5277,5510.8627,2766.9094,5374.9129,-4828.5598,-4550.4306,5970.1618,5235.4828,4159.7000,1176.2529,-5353.0934,-4165.4118,5267.3533,-3861.9561,2389.2684,5291.5625,99.7669,6450.3594,-6410.7157,-6517.5485,-2860.7951,5063.9872,-1546.9048,4857.5343,6110.0253,6611.7318,2198.4913,3445.2391,6760.1627,-1582.2389,4327.3603,-305.9161,2500.5263,6372.5951,-6666.9561,1537.6740,-2623.6308,4257.2304,-1904.0662,4316.2888,-5323.3333,-5322.7085,888.3028,6668.0628,2035.2689,-1298.5162,5790.6198,-580.1165,5158.7320,6451.3787,-2056.7508,131.3402,-4260.7410,3148.6878,-5385.7256,-114.9590,-5108.8083,-6318.7067,2385.0072,1456.7265,-5557.2630,-4580.9285,-1445.7685,4338.6534,2313.2926,3309.9446,-6362.3597,16.6293,-6045.0823,6517.0098,-4521.5644,6433.5343,5054.0150,-3708.9285,87.5354,-3526.9842,-3829.2727,3589.7884,-2681.6031,2020.2400,5797.0769,471.7095,2125.0693,223921.7695,237024.7303,233569.4905,234760.4594,239297.9991,237513.9333,241190.1326,239429.9712,54811646.4305,54836452.3165,54844802.7411,54815414.0760,238760.8748,54821786.4243,4116.7278,1280.5958,-3694.7809,557.2305,-3226.2445,-6505.3039,846.1522,-3149.3824,2370.5597,4761.3879,3996.7624,-6451.4697,6373.0848,4702.6186,-4615.2312,-4768.5999,-5349.6208,307.6194,-759.0786,4172.0813,1251.0904,2139.7283,-1123.4891,-2791.5784,4104.7745,755.0045,-6680.8905,-560.0214,5201.8761,-381.1199,1958.5380,3399.6154,186.6431,-6925.1273,1841.5346,153.3047,-1811.5646,-6294.3843,-223.9244,5969.1387,-4166.1262,2569.6750,-1011.8944,4887.6361,-2219.0630,81.3590,-4575.0483,3906.0108,-6396.5578,5748.1731,1993.4903,-1610.0058,3865.4466,-5933.8808,3632.7772,-5865.0921,3489.7626,3858.9238,-3661.5949,6290.1872,1589.4056,6580.2023,-5051.6187,705.1291,6800.5011,-3971.6792,137.0225,-3568.2117,4586.2445,-3679.1585,5375.7664,-2183.2179,-4186.3203,-1721.5998,2509.7085,5911.4609,-6537.7420,1530.9336,1711.2857,6431.5348,-1997.4014,3790.2007,3516.0168,-2206.0596,5851.0860,-2864.5835,2052.0231,-1047.9293,1052.1736,-4137.0239,5487.1475,-4353.9021,-3786.3331,5666.8348,-2336.6663,4914.4766,3587.2714,1566.7928,5158.3329,-6159.1603,-257514.2592,-252290.8891,-258240.1123,-253979.9423,-261873.2354,-259128.9336,-254312.3537,-254040.1552,253960743.3027,253970954.6078,253964575.0402,253979524.1219,-255022.9323,253974895.0840,4606.5061,6488.9688,-3677.2895,-3676.3340,-4265.6165,1273.7963,5461.6705,-3003.0870,-1424.5897,1481.0611,-5365.8638,995.5078,2721.9514,-2533.6221,851.5003,-4601.1980,4308.0973,2003.0219,-4114.9694,-4780.7149,4187.7518,4482.2749,-4967.5471,-2203.7806,1578.7443,-5479.8204,1330.8294,-4198.0643,1499.4191,4497.5840,-5396.6010,-5454.0908,4469.1805,-367.7721,-1682.5502,-2348.2916,-1526.2769,164.3974,-4570.2116,2897.6138,-2620.6308,1971.2968,-1215.7550,-4410.4213,-5356.2392,-1572.5424,4933.1117,-3733.2829,-2438.9715,2982.0637,-476.5973,-377.0032,5399.5952,-2417.0329,4089.9382,-3149.4865,4129.2778,-1932.9139,-2324.5195,-2740.3227,-836.2132,798.5093,4385.5058,-3725.1914,-1226.2487,2305.7420,-2473.4023,5462.4200,5166.6066,-4058.1911,-2793.9653,-3793.3767,-5506.6855,-4337.1796,-1027.5678,2676.0325,-1314.0471,-3861.5068,-4948.4841,1768.7264,4990.5266,5307.3811,4907.9292,-1647.5726,-3693.0762,1371.6519,1295.2541,5031.3185,1652.2637,2323.9731,-1809.9909,5352.1783,4601.7121,-25.1643,5394.9604,-4099.4127,5432.2887,-3477.3779,-4586.9592,2364.9700,-185783.3604,-187220.5926,-187230.9898,-186601.2453,-181150.4907,-188456.7122,-197168.2094,-189199.5316,62959973.2488,62939463.8450,62963842.6065,62966444.3551,-187885.4814,62970663.8138,
