sl_100_86400_20250701 Coordinates.csv
2025/07/01 07:47:00.0000 UTC

Generated: Tue Oct  8 16:21:55 2024,
Start: 2025/07/01 07:47:00.00, Stop: 2025/07/02 07:47:00.00,
TIME_UNITS,STARLINK-32142 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-2335 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-3860 - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-2323 - X-Coordinate,STARLINK-4618 - X-Coordinate,STARLINK-4631 - X-Coordinate,STARLINK-2478 - X-Coordinate,STARLINK-1587 - X-Coordinate,STARLINK-5661 - X-Coordinate,STARLINK-32106 - X-Coordinate,STARLINK-32177 - X-Coordinate,STARLINK-31662 - X-Coordinate,STARLINK-31402 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-30952 - X-Coordinate,STARLINK-31471 - X-Coordinate,STARLINK-5277 - X-Coordinate,STARLINK-2084 - X-Coordinate,STARLINK-4044 - X-Coordinate,STARLINK-6295 - X-Coordinate,STARLINK-2436 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-6359 - X-Coordinate,STARLINK-30850 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-31635 - X-Coordinate,STARLINK-30449 - X-Coordinate,STARLINK-3400 - X-Coordinate,STARLINK-1850 - X-Coordinate,STARLINK-3912 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-4073 - X-Coordinate,STARLINK-4203 - X-Coordinate,STARLINK-30871 - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-3819 - X-Coordinate,STARLINK-2209 - X-Coordinate,STARLINK-1172 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-1507 - X-Coordinate,STARLINK-2082 - X-Coordinate,STARLINK-30363 - X-Coordinate,STARLINK-11265 [DTC] - X-Coordinate,STARLINK-11167 [DTC] - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-3252 - X-Coordinate,STARLINK-30273 - X-Coordinate,STARLINK-31849 - X-Coordinate,STARLINK-4750 - X-Coordinate,STARLINK-32021 - X-Coordinate,STARLINK-4769 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-4684 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-1854 - X-Coordinate,STARLINK-5745 - X-Coordinate,STARLINK-3250 - X-Coordinate,STARLINK-2327 - X-Coordinate,STARLINK-32200 - X-Coordinate,STARLINK-31747 - X-Coordinate,STARLINK-5998 - X-Coordinate,STARLINK-1277 - X-Coordinate,STARLINK-5941 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-2001 - X-Coordinate,STARLINK-30302 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-6181 - X-Coordinate,STARLINK-31091 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-11201 [DTC] - X-Coordinate,STARLINK-31880 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-5695 - X-Coordinate,STARLINK-11149 [DTC] - X-Coordinate,STARLINK-30091 - X-Coordinate,STARLINK-5128 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-32080 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-1084 - X-Coordinate,STARLINK-1671 - X-Coordinate,STARLINK-5685 - X-Coordinate,STARLINK-31813 - X-Coordinate,STARLINK-5402 - X-Coordinate,STARLINK-5642 - X-Coordinate,STARLINK-3894 - X-Coordinate,STARLINK-2493 - X-Coordinate,STARLINK-5170 - X-Coordinate,STARLINK-5711 - X-Coordinate,STARLINK-5495 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-2335 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-3860 - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-2323 - Y-Coordinate,STARLINK-4618 - Y-Coordinate,STARLINK-4631 - Y-Coordinate,STARLINK-2478 - Y-Coordinate,STARLINK-1587 - Y-Coordinate,STARLINK-5661 - Y-Coordinate,STARLINK-32106 - Y-Coordinate,STARLINK-32177 - Y-Coordinate,STARLINK-31662 - Y-Coordinate,STARLINK-31402 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-30952 - Y-Coordinate,STARLINK-31471 - Y-Coordinate,STARLINK-5277 - Y-Coordinate,STARLINK-2084 - Y-Coordinate,STARLINK-4044 - Y-Coordinate,STARLINK-6295 - Y-Coordinate,STARLINK-2436 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-6359 - Y-Coordinate,STARLINK-30850 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-31635 - Y-Coordinate,STARLINK-30449 - Y-Coordinate,STARLINK-3400 - Y-Coordinate,STARLINK-1850 - Y-Coordinate,STARLINK-3912 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-4073 - Y-Coordinate,STARLINK-4203 - Y-Coordinate,STARLINK-30871 - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-3819 - Y-Coordinate,STARLINK-2209 - Y-Coordinate,STARLINK-1172 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-1507 - Y-Coordinate,STARLINK-2082 - Y-Coordinate,STARLINK-30363 - Y-Coordinate,STARLINK-11265 [DTC] - Y-Coordinate,STARLINK-11167 [DTC] - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-3252 - Y-Coordinate,STARLINK-30273 - Y-Coordinate,STARLINK-31849 - Y-Coordinate,STARLINK-4750 - Y-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-4769 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-4684 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-1854 - Y-Coordinate,STARLINK-5745 - Y-Coordinate,STARLINK-3250 - Y-Coordinate,STARLINK-2327 - Y-Coordinate,STARLINK-32200 - Y-Coordinate,STARLINK-31747 - Y-Coordinate,STARLINK-5998 - Y-Coordinate,STARLINK-1277 - Y-Coordinate,STARLINK-5941 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-2001 - Y-Coordinate,STARLINK-30302 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-6181 - Y-Coordinate,STARLINK-31091 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-11201 [DTC] - Y-Coordinate,STARLINK-31880 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-5695 - Y-Coordinate,STARLINK-11149 [DTC] - Y-Coordinate,STARLINK-30091 - Y-Coordinate,STARLINK-5128 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-32080 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-1084 - Y-Coordinate,STARLINK-1671 - Y-Coordinate,STARLINK-5685 - Y-Coordinate,STARLINK-31813 - Y-Coordinate,STARLINK-5402 - Y-Coordinate,STARLINK-5642 - Y-Coordinate,STARLINK-3894 - Y-Coordinate,STARLINK-2493 - Y-Coordinate,STARLINK-5170 - Y-Coordinate,STARLINK-5711 - Y-Coordinate,STARLINK-5495 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-2335 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-3860 - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-2323 - Z-Coordinate,STARLINK-4618 - Z-Coordinate,STARLINK-4631 - Z-Coordinate,STARLINK-2478 - Z-Coordinate,STARLINK-1587 - Z-Coordinate,STARLINK-5661 - Z-Coordinate,STARLINK-32106 - Z-Coordinate,STARLINK-32177 - Z-Coordinate,STARLINK-31662 - Z-Coordinate,STARLINK-31402 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-30952 - Z-Coordinate,STARLINK-31471 - Z-Coordinate,STARLINK-5277 - Z-Coordinate,STARLINK-2084 - Z-Coordinate,STARLINK-4044 - Z-Coordinate,STARLINK-6295 - Z-Coordinate,STARLINK-2436 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-6359 - Z-Coordinate,STARLINK-30850 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-31635 - Z-Coordinate,STARLINK-30449 - Z-Coordinate,STARLINK-3400 - Z-Coordinate,STARLINK-1850 - Z-Coordinate,STARLINK-3912 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-4073 - Z-Coordinate,STARLINK-4203 - Z-Coordinate,STARLINK-30871 - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-3819 - Z-Coordinate,STARLINK-2209 - Z-Coordinate,STARLINK-1172 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-1507 - Z-Coordinate,STARLINK-2082 - Z-Coordinate,STARLINK-30363 - Z-Coordinate,STARLINK-11265 [DTC] - Z-Coordinate,STARLINK-11167 [DTC] - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-3252 - Z-Coordinate,STARLINK-30273 - Z-Coordinate,STARLINK-31849 - Z-Coordinate,STARLINK-4750 - Z-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-4769 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-4684 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-1854 - Z-Coordinate,STARLINK-5745 - Z-Coordinate,STARLINK-3250 - Z-Coordinate,STARLINK-2327 - Z-Coordinate,STARLINK-32200 - Z-Coordinate,STARLINK-31747 - Z-Coordinate,STARLINK-5998 - Z-Coordinate,STARLINK-1277 - Z-Coordinate,STARLINK-5941 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-2001 - Z-Coordinate,STARLINK-30302 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-6181 - Z-Coordinate,STARLINK-31091 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-11201 [DTC] - Z-Coordinate,STARLINK-31880 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-5695 - Z-Coordinate,STARLINK-11149 [DTC] - Z-Coordinate,STARLINK-30091 - Z-Coordinate,STARLINK-5128 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-32080 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-1084 - Z-Coordinate,STARLINK-1671 - Z-Coordinate,STARLINK-5685 - Z-Coordinate,STARLINK-31813 - Z-Coordinate,STARLINK-5402 - Z-Coordinate,STARLINK-5642 - Z-Coordinate,STARLINK-3894 - Z-Coordinate,STARLINK-2493 - Z-Coordinate,STARLINK-5170 - Z-Coordinate,STARLINK-5711 - Z-Coordinate,STARLINK-5495 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1224.2647,-5911.6797,-316.0780,-3679.0376,-5208.3658,-4597.9189,-6060.8869,6473.1160,-952.0054,-4152.4958,4167.4305,-5000.5947,2018.7531,3333.1651,4146.9502,-3429.6374,-2445.9537,0.0000,3430.3020,-1723.4041,-5131.2907,-2138.6741,4529.4607,-2425.2627,4240.1006,3261.0661,3287.6547,-6027.0921,6839.6510,-5894.9495,-6690.3579,4781.2214,2977.8801,4829.8251,-283.5467,-715.9300,-4061.9221,-6335.2619,3701.4222,876.5896,-6425.1977,-2553.5258,-6319.6248,3930.2448,3406.8612,-4953.3223,2090.4487,-3732.2066,-58.0240,4863.9306,-2185.6132,4789.2298,-942.4083,-3982.6809,2624.8725,4926.8156,5712.4032,-3246.5412,-4638.9273,-2961.7067,-6077.1156,-1453.7066,5040.9346,3583.7942,2439.4405,4282.8766,-5374.4817,-3317.3237,-3601.9553,-3602.4421,-5060.0722,-6524.5839,4496.8505,3775.1282,-3485.1966,4055.0760,-5655.5409,-5969.8009,2005.5448,2218.6167,4984.9376,-5520.3893,-6182.8745,-5960.0827,-5403.7659,6486.8037,4216.8993,2130.4360,708.7814,1452.6394,3977.2379,-6662.0259,52.2871,1357.2130,-6451.4163,4018.7357,6316.6065,-4780.5656,-2658.2056,-3158.8892,273903.7391,310472.1831,289029.1869,285381.7163,292501.9785,289584.8727,293846.9290,289289.3027,157509423.0953,157491374.7442,157495043.5619,157516080.1869,290495.8936,157503637.1090,-6340.7293,-146.8755,6837.3558,2891.3016,819.7707,233.1032,1173.0868,2305.9560,-4449.8399,-496.1233,232.7805,-2557.3752,6478.0924,4247.3644,4252.1491,-5360.8982,4763.8864,0.0000,4758.6461,5318.5507,-320.2551,-6207.8498,-2504.9725,3550.0083,-2889.2764,-3342.1369,-2651.0024,-921.1728,1108.8296,1129.6959,1588.8688,1459.4466,4211.5387,4320.6058,-5989.4317,5518.9482,-3210.1560,315.1717,3590.9559,-6875.5583,-1692.0602,-4537.0913,2190.9489,-5386.5075,3925.0130,2525.1088,3976.7194,5273.2286,5806.3884,-3083.4258,4205.5682,2232.6140,4038.4153,-988.5463,-4876.1511,728.1165,-1832.0695,2573.8995,-5112.1992,5961.6970,1117.2656,5245.4568,770.2796,4447.5967,-5691.1081,-3196.3292,-3325.5047,-1033.3587,3489.2790,-5920.8032,1257.7863,421.2759,-5251.8020,1661.9410,3238.3546,-3316.1410,-2863.9255,3376.8285,-3462.1251,-4489.6362,1884.2961,-618.5498,1573.8456,2670.8264,4068.5240,1002.4258,-1345.5877,-4592.9889,-5596.4665,4278.6108,646.1315,1725.5170,4987.3808,-5081.7402,-2495.5369,1235.9254,2681.6368,-3278.4019,5675.6798,6193.2967,270887.9357,270359.9092,262781.3005,266501.4983,262078.4810,264014.4244,271397.4861,267611.0506,236762125.6557,236750433.6171,236757551.6299,236743899.4802,268544.5766,236746794.2256,-2233.0888,-3627.6914,730.6781,-5108.8674,-4329.1513,-5166.4958,-2653.3267,789.7840,5209.5832,5494.7906,-5520.2910,4027.6921,-1223.9284,-4355.6512,3344.6515,2646.9327,4219.4655,0.0000,-3485.0993,4090.9376,4425.2785,2276.2483,4579.9894,-5421.4121,4656.6183,5094.3650,-5365.9725,-3303.9053,-270.4736,3508.3040,848.1689,-4644.5612,-4636.5119,-2342.6592,-3394.4370,4094.1518,-4455.2584,-2751.4388,4595.5592,226.5713,-1950.1030,4544.1999,1754.1243,1850.5224,-4537.7646,-4123.7874,-5046.6508,-2489.1492,3772.8600,-3455.9712,4575.6001,-4469.9684,-5537.3243,5465.1353,3979.2795,-4804.1443,-3238.8814,5530.8306,-464.3940,1874.3115,-3133.1605,4189.6256,-4705.7542,-3901.9630,-3076.5054,4139.0089,2567.3428,-6026.2423,-4778.2505,-273.1062,-4535.9591,2238.7845,150.6871,-5464.7437,-5025.4167,-4551.9804,-2543.4910,-907.3207,-5259.7044,-4627.7115,4281.3897,4140.0257,-2178.7806,2318.0676,1453.2133,-2239.6587,-5329.3115,-4574.0605,3836.6171,5193.4415,5337.5257,856.5356,4559.9132,-4522.1931,-648.4463,5482.7531,-940.1639,-3777.6091,-2975.0831,-461.2577,20453.4990,18100.3345,16137.1631,23445.8940,21885.5552,11171.1954,11025.7686,18663.7825,47694815.3609,47693729.0114,47674358.2276,47679291.7471,17674.2050,47682614.9436,
3600.000,3137.5554,3901.4518,-1403.9050,-290.6730,4897.8545,5644.9414,5316.3683,-5234.5467,4474.0535,3987.5368,-3857.6497,6814.0212,-3239.0192,-6183.0205,-6397.4572,3999.5554,-579.3738,0.0000,-6037.3365,-947.1784,3749.6984,1988.7948,-4441.7653,-1688.3270,-2287.0977,954.8873,-1283.2612,4358.8137,-6017.4474,6678.5890,4470.2592,-5635.9513,-6032.5523,-4364.0239,2201.2839,-2760.3831,5514.2995,3474.7598,-4262.0459,1445.3145,4600.3717,5241.8210,5391.1912,-814.7947,-4301.2936,4013.5798,-5821.1861,2437.3470,-3452.0189,-3812.2945,-621.1154,-3784.6446,-3143.4057,5019.9799,143.9872,-3043.1316,-1708.6542,796.9182,4966.2203,1436.4986,6200.8012,-471.0020,-5549.1360,-5701.9017,-1002.1868,-3430.5274,4938.5642,6484.6332,-641.2736,4874.8700,1648.3408,3780.4512,-2322.4176,-5038.9515,2440.6874,-655.8349,6664.4945,4316.5879,2348.5331,1721.0709,-3428.6740,6409.3144,5046.9015,4949.8558,3987.1027,-4817.9756,-4150.1980,2377.7404,2449.4599,-4944.6087,-4559.7462,5280.9457,-4129.9363,2723.5635,5275.4004,-5683.3246,-6028.3824,6558.9820,-1024.9894,2304.0477,197938.4444,232686.9220,210757.4806,208772.7668,216012.8486,213222.9274,216177.4645,214261.3675,90797773.3968,90782467.4076,90777868.6742,90801986.7186,213629.0938,90791079.2298,2992.1423,-3270.3001,-5718.1002,-4697.2175,-4547.4831,-3401.8098,-3286.2994,70.3127,1875.5865,-3758.4860,3968.0298,1191.2161,-3757.4520,-2626.5908,-2320.1443,1672.2014,-6704.7927,0.0000,-3166.4724,-6770.0137,-4252.1550,3016.5770,5223.7939,-4918.1445,5973.2426,4627.8435,6192.8689,-2583.1205,1270.9193,-1428.0759,-3539.1060,2747.5210,-2256.7315,-763.1337,6454.2826,-3121.5728,-1165.5677,-2592.7128,740.7340,5970.6328,-950.9805,4432.1215,-3472.4281,4662.4117,410.8151,-5512.8343,-3153.4106,-6201.7551,-3789.8677,5300.2264,-6559.5570,1941.5587,-4750.5768,-3217.2008,6794.5717,3220.9534,3714.4236,-5793.0949,3088.4295,-6297.9740,-2866.4146,-6857.7300,2943.2679,-3904.0818,6722.4019,5817.5875,-868.0691,147.3307,-4377.0399,3757.3318,-3980.3597,-2491.2238,5218.1263,2655.8473,-6227.6639,5550.7066,370.1032,-4238.5950,5863.8501,6095.1825,2523.4761,-2328.2024,-3446.3820,-4668.7920,-4883.1420,2045.6332,4888.8179,5340.7054,6360.1376,-4291.1291,4131.9159,-3578.5679,-1859.9205,4841.5886,1769.6625,2249.3973,-878.6980,2158.9176,-4984.8693,-5030.1880,330445.1374,339465.2605,327859.8171,331886.6601,326715.0669,328230.6709,335606.5609,334344.5683,269537952.3765,269523849.9850,269529356.9510,269525993.9328,333268.2648,269522381.9320,5270.2266,4700.6890,3558.8047,5069.9330,1352.7004,2086.2850,-2467.0705,-4524.3189,-4945.1283,-4220.3055,4140.0381,-42.0519,4779.7140,1706.5278,430.7070,-5364.5512,-1124.6553,0.0000,-245.9430,-1166.5503,-3741.4911,-5939.8682,-927.3429,4550.1243,-2687.0064,-5055.2666,2557.3907,4722.5184,-3205.4843,1332.9265,-3941.4127,2679.7757,2554.9796,5266.9006,-967.6847,-5521.5592,3845.0438,5374.9181,-5397.2512,3212.6225,5077.2984,-860.8062,2588.4176,-5054.6547,5365.4510,1161.6871,1323.5352,-1872.2836,-4666.8088,-1573.5525,266.8189,5446.6862,3909.9351,-3360.6991,-624.6762,5301.6751,5443.5940,-3703.0225,-3698.6245,2471.5925,-1135.3644,-120.0846,2930.9774,-199.3148,-1255.3179,390.3577,-4635.6455,2488.2366,5316.6005,-3199.3881,5390.9723,-5227.5156,3893.7451,3784.1930,1748.4419,4099.6229,-1446.2989,-3357.1005,1921.0321,2511.3538,-5359.4455,-1263.7019,-2848.2186,1326.2958,2849.7863,4539.3750,2601.8748,3505.2652,-365.1234,-2158.3201,-2650.4229,2717.2310,-5028.0369,4140.4063,-4157.6186,-3244.6652,-3295.8155,-365.2819,4703.9147,-4231.0835,18427.9898,16249.5123,15514.2976,19961.9230,21720.9242,12035.4426,7662.2056,14730.8285,47653805.8992,47658689.9968,47640306.4268,47635209.8758,15995.5552,47642398.4474,
7200.000,-5002.3772,-1454.7053,3557.3611,3307.2762,-2477.4946,-4644.5558,-759.2978,2554.0175,-6727.1895,-3283.3854,3096.9804,-5604.2491,4446.9195,6632.8548,5528.8853,-4355.0819,3037.5144,0.0000,5674.7593,2995.0338,-1427.5081,-2874.5851,2599.3580,4345.0510,137.2061,-4108.3355,-566.0000,-2096.2431,3224.8966,-4070.9837,-711.2978,4309.6219,6848.6816,3420.2033,-3344.3299,5935.6469,-5203.8069,84.9256,4520.4970,-4016.2765,-1818.2826,-5466.1141,-1850.8332,-3330.0374,4819.1043,-1790.5516,5715.0080,379.5346,6234.2015,-209.7283,3020.5334,2753.0995,5302.7682,-4325.6528,-2690.7397,1340.9096,-2585.2359,966.4450,-4055.4477,1403.4416,-3531.7857,2150.2075,4620.7166,5291.7533,-1230.3290,333.8548,-3306.0628,-6500.8427,4132.5590,-5070.6136,1390.6186,-54.2556,-1582.8349,4716.5120,-857.6097,-2236.1320,-4535.2572,-412.3025,-4134.6356,-4243.3589,1717.1864,-5025.7706,-412.3202,-1869.9561,-350.5336,2168.5308,3020.0793,-5259.9014,-4332.3419,5823.1553,2737.0862,-1820.1790,6565.4850,-5634.1392,-2229.5723,5509.1245,3644.3997,-5446.4205,4726.4998,746.9946,109783.5675,139958.4938,118881.5870,118771.0384,125546.1336,123008.4622,124951.0225,122646.2488,17858429.9450,17846878.7388,17837061.0978,17855905.4848,122873.5110,17851060.6169,1387.0420,6108.5737,2127.1037,5770.7280,5779.1098,4589.2556,3993.4311,-3453.8468,201.3030,6076.2185,-6183.2688,714.9071,-574.6757,467.9305,-894.2838,2765.9356,5417.1946,0.0000,-37.8997,5740.1607,6637.7642,1557.1315,-5481.2777,5314.7074,-6872.1417,-5247.4154,-6455.3231,5734.7202,-3911.1522,1488.2129,5117.2835,-5123.7799,120.4345,-3652.2822,-3798.6510,719.6787,4400.8627,5132.1053,-4420.5744,-3106.1327,4324.6057,-2555.3437,3994.6022,-3254.4064,-4115.6835,6191.9877,791.2851,4710.2168,1354.8245,-4287.2513,3321.6900,-5567.6225,4436.4967,5164.8805,-5388.0268,-6307.4171,-5222.4532,6834.5884,847.5842,4221.8278,3673.5475,5121.5245,-5137.7500,1585.3001,-4839.7756,-4937.4231,5018.5091,-55.8866,4911.9433,69.5505,6144.0489,4860.6926,-3851.1107,-4921.5532,6349.7402,-6458.5379,2667.2371,4162.4663,-3787.0102,-5115.1764,-6109.8227,4133.9364,4025.9111,5206.1810,4306.2045,-5153.3389,-5992.0646,-4335.2705,-4043.1262,2866.5520,-5563.1057,4798.6229,-975.1873,-3841.6196,1028.0345,-4050.2090,-2126.9911,3.5361,3573.1878,2354.3251,369361.4898,386756.1009,371950.3436,376305.5522,370231.9782,372311.3647,377994.3885,375441.3473,283909874.3157,283895022.9314,283894676.7035,283901078.1708,376565.3956,283893578.8002,-4444.2561,-2950.6031,-5501.4975,-1935.7992,2629.6227,2275.0417,5338.4707,5411.9140,1616.0591,266.2000,-197.2685,-3995.2008,-5244.0671,1959.6469,-3897.2330,4564.7214,-2831.6206,0.0000,3776.2664,-2483.5602,58.8473,6122.6071,-3328.7823,-853.3556,-923.1802,1840.3768,2135.5449,-3289.0871,4721.2033,-5446.1455,4607.5398,1289.4283,1062.5190,-4740.8379,4661.4612,3461.3283,-386.0994,-4635.8440,2785.0812,-4729.5890,-5096.4706,-3385.4540,-5340.0395,5111.7255,-2728.4622,2506.9508,3497.8462,5047.4491,2694.9211,5153.7071,-4835.2717,-3055.0524,149.3127,-1194.3153,-3214.7172,-2510.7472,-3539.1828,-454.9727,5529.9879,-5302.7201,4680.6185,-4054.2137,596.6191,4149.4755,4769.5091,-4616.9560,3229.2483,2460.2243,-2602.0056,4721.6648,-2842.9356,4905.1498,-5527.3739,601.0237,2598.3684,-1194.8302,4342.7047,5499.2057,3481.8759,1499.8597,2544.8099,-2396.6919,5380.4371,-4184.5835,-5411.2324,-4106.8078,1705.3511,193.1008,-3393.0969,-2320.1465,-2538.4970,-4671.1051,1292.9552,-1265.9933,6486.9945,-1043.8082,5481.5260,4253.2791,-3611.5561,6502.6403,16364.3181,14395.3928,15019.1181,15526.9269,21058.1430,13815.5313,5022.6780,15713.8048,47612029.9018,47622217.5565,47606535.0788,47592700.8246,14315.6156,47602154.1867,
