sl_100_5400_20250223 Coordinates.csv
2025/02/23 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:09 2024,
Start: 2025/02/23 07:47:00.00, Stop: 2025/02/23 09:17:00.00,
TIME_UNITS,STARLINK-5147 - X-Coordinate,STARLINK-31904 - X-Coordinate,STARLINK-1568 - X-Coordinate,STARLINK-30940 - X-Coordinate,STARLINK-4759 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-31396 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-2531 - X-Coordinate,STARLINK-4648 - X-Coordinate,STARLINK-3194 - X-Coordinate,STARLINK-2088 - X-Coordinate,STARLINK-32274 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-31261 - X-Coordinate,STARLINK-2537 - X-Coordinate,STARLINK-31383 - X-Coordinate,STARLINK-11205 [DTC] - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-31801 - X-Coordinate,STARLINK-6345 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-30580 - X-Coordinate,STARLINK-3942 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-6280 - X-Coordinate,STARLINK-1298 - X-Coordinate,STARLINK-4046 - X-Coordinate,STARLINK-11166 [DTC] - X-Coordinate,STARLINK-31749 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-5872 - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-5821 - X-Coordinate,STARLINK-3374 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-31645 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-30953 - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-4252 - X-Coordinate,STARLINK-31279 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-1843 - X-Coordinate,STARLINK-3966 - X-Coordinate,STARLINK-5242 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-4352 - X-Coordinate,STARLINK-3356 - X-Coordinate,STARLINK-31332 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-31080 - X-Coordinate,STARLINK-6179 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-1863 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-5344 - X-Coordinate,STARLINK-31160 - X-Coordinate,STARLINK-3276 - X-Coordinate,STARLINK-4498 - X-Coordinate,STARLINK-5340 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-2324 - X-Coordinate,STARLINK-5020 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-5034 - X-Coordinate,STARLINK-5084 - X-Coordinate,STARLINK-1062 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-31290 - X-Coordinate,STARLINK-31875 - X-Coordinate,STARLINK-3055 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-5689 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-1888 - X-Coordinate,STARLINK-5710 - X-Coordinate,STARLINK-6035 - X-Coordinate,STARLINK-5026 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-4809 - X-Coordinate,STARLINK-6033 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-5227 - X-Coordinate,STARLINK-5889 - X-Coordinate,STARLINK-4689 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-5834 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-31904 - Y-Coordinate,STARLINK-1568 - Y-Coordinate,STARLINK-30940 - Y-Coordinate,STARLINK-4759 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-31396 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-2531 - Y-Coordinate,STARLINK-4648 - Y-Coordinate,STARLINK-3194 - Y-Coordinate,STARLINK-2088 - Y-Coordinate,STARLINK-32274 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-31261 - Y-Coordinate,STARLINK-2537 - Y-Coordinate,STARLINK-31383 - Y-Coordinate,STARLINK-11205 [DTC] - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-31801 - Y-Coordinate,STARLINK-6345 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-30580 - Y-Coordinate,STARLINK-3942 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-6280 - Y-Coordinate,STARLINK-1298 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,STARLINK-11166 [DTC] - Y-Coordinate,STARLINK-31749 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-5872 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-5821 - Y-Coordinate,STARLINK-3374 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-31645 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-30953 - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-4252 - Y-Coordinate,STARLINK-31279 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-1843 - Y-Coordinate,STARLINK-3966 - Y-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-4352 - Y-Coordinate,STARLINK-3356 - Y-Coordinate,STARLINK-31332 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-31080 - Y-Coordinate,STARLINK-6179 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-1863 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-5344 - Y-Coordinate,STARLINK-31160 - Y-Coordinate,STARLINK-3276 - Y-Coordinate,STARLINK-4498 - Y-Coordinate,STARLINK-5340 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-2324 - Y-Coordinate,STARLINK-5020 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-5034 - Y-Coordinate,STARLINK-5084 - Y-Coordinate,STARLINK-1062 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-31290 - Y-Coordinate,STARLINK-31875 - Y-Coordinate,STARLINK-3055 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-5689 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-1888 - Y-Coordinate,STARLINK-5710 - Y-Coordinate,STARLINK-6035 - Y-Coordinate,STARLINK-5026 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-4809 - Y-Coordinate,STARLINK-6033 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-5227 - Y-Coordinate,STARLINK-5889 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-5834 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-31904 - Z-Coordinate,STARLINK-1568 - Z-Coordinate,STARLINK-30940 - Z-Coordinate,STARLINK-4759 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-31396 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-2531 - Z-Coordinate,STARLINK-4648 - Z-Coordinate,STARLINK-3194 - Z-Coordinate,STARLINK-2088 - Z-Coordinate,STARLINK-32274 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-31261 - Z-Coordinate,STARLINK-2537 - Z-Coordinate,STARLINK-31383 - Z-Coordinate,STARLINK-11205 [DTC] - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-31801 - Z-Coordinate,STARLINK-6345 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-30580 - Z-Coordinate,STARLINK-3942 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-6280 - Z-Coordinate,STARLINK-1298 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,STARLINK-11166 [DTC] - Z-Coordinate,STARLINK-31749 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-5872 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-5821 - Z-Coordinate,STARLINK-3374 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-31645 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-30953 - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-4252 - Z-Coordinate,STARLINK-31279 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-1843 - Z-Coordinate,STARLINK-3966 - Z-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-4352 - Z-Coordinate,STARLINK-3356 - Z-Coordinate,STARLINK-31332 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-31080 - Z-Coordinate,STARLINK-6179 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-1863 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-5344 - Z-Coordinate,STARLINK-31160 - Z-Coordinate,STARLINK-3276 - Z-Coordinate,STARLINK-4498 - Z-Coordinate,STARLINK-5340 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-2324 - Z-Coordinate,STARLINK-5020 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-5034 - Z-Coordinate,STARLINK-5084 - Z-Coordinate,STARLINK-1062 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-31290 - Z-Coordinate,STARLINK-31875 - Z-Coordinate,STARLINK-3055 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-5689 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-1888 - Z-Coordinate,STARLINK-5710 - Z-Coordinate,STARLINK-6035 - Z-Coordinate,STARLINK-5026 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-4809 - Z-Coordinate,STARLINK-6033 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-5227 - Z-Coordinate,STARLINK-5889 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-5834 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5317.3448,-3001.7729,146.0955,1089.7966,4564.1075,6202.8041,-4148.5963,-5340.2167,2221.0868,3803.2395,-5346.0397,-5496.6279,4899.8657,-5513.9442,3605.8466,6459.6142,6312.6909,-3684.6013,-6311.9643,1945.2797,2960.0868,-734.2277,-722.2435,1588.7352,4702.9414,324.7228,4121.2767,-793.0392,4542.5535,-446.3947,-6393.4623,-5005.0554,6220.3646,-2289.7053,-6267.3932,-2041.1245,2217.5057,-4120.8123,5767.5796,-5014.5789,3961.9632,2250.9352,-2764.8397,5302.1124,5252.6957,3522.6934,779.3474,-3462.4808,78.5838,-6651.5007,-3185.3786,-2936.1997,-1729.7077,-1406.7095,680.7516,3544.0604,460.7387,5756.8476,-2327.6258,3743.2757,3996.3136,-6354.0371,-4066.3838,-1225.4062,-2148.2947,-1535.2134,-3436.9165,4499.4614,885.8072,3359.5238,-2617.1600,-2979.4171,-2070.4887,-787.8920,-2270.8385,5869.3721,-2192.3600,-1057.2693,4523.5414,4587.1406,1541.2525,2948.0957,1675.2466,-3644.6088,-6551.6314,4804.3823,6573.9283,-1632.9461,6203.5494,3666.8596,2057.2441,-3028.4066,3583.9852,-5833.1574,-6903.2300,-6905.8296,4728.4681,3212.4787,3318.1607,424.3710,-329107.3184,-351621.6476,-344369.9769,-338757.0673,-346372.1311,-342916.5255,-339619.1067,-339447.0973,104086107.0196,104072060.1763,104091589.4882,104099345.5590,-339951.1276,104101791.5972,951.4391,-6102.4827,-6915.9644,-4956.8953,3688.6308,990.4868,-1729.8009,-3775.3850,3489.2656,-4082.5596,2439.6104,-3249.2082,-462.8139,-3980.0620,5628.7357,1059.5635,636.9811,-2482.9061,-1498.3193,6230.1113,-6228.3412,-5128.0018,-6692.1594,-5705.1361,-4893.9508,3168.9276,-5055.3474,-5771.8861,3175.0360,6924.1215,-1490.6077,-479.1642,-3022.1326,3546.7090,508.3547,-4562.0738,-5297.8937,2623.8287,-1000.6647,-856.3099,3912.6741,6422.4670,-5754.5396,-2999.8637,-2550.6992,4891.7558,5085.0912,5146.6588,1144.2465,769.9194,-5157.5813,-5688.8275,4404.4567,-4133.8688,684.2471,-5565.8464,6090.1781,3805.1147,4236.0507,-4838.4775,-3452.2706,825.9083,5584.1293,-6182.6760,-6409.7055,5276.9587,-5392.7811,2834.9271,5272.7520,4681.7514,-4536.1027,-2941.0097,4275.4523,5633.5655,6525.4663,2844.0750,-5237.2385,4387.9762,4722.6527,1148.2898,-5109.1332,4215.8170,6549.9624,2590.4289,1443.6098,4745.8689,514.6681,5513.2153,2976.7165,1440.7272,4727.6866,4681.1057,5233.4035,-3767.0614,-78.4654,-187.5269,-4167.7977,-6066.6046,-2592.9271,-6922.3252,29053.9529,21430.9977,33780.2986,35168.8925,31962.3333,33276.0071,25413.6921,29840.7534,-35371792.7996,-35382292.0935,-35355710.6488,-35368124.0168,29897.9751,-35358719.6584,-4326.9840,-504.4098,-80.1466,-4633.6388,-3630.8015,2929.5282,5248.4616,-1945.9007,-5453.1769,4088.8157,3647.0261,-2660.3155,4855.8197,519.0195,-1359.9881,-2289.0373,2608.2484,-5301.1375,-2219.2536,1531.3320,-523.8271,4433.4574,1718.1480,-3216.1173,-1450.3568,-6185.1603,2097.6795,3716.6193,3974.4437,75.3803,2227.0099,-4765.3177,76.7327,5230.0856,2631.1132,4628.3198,-3895.1095,4882.2516,-3568.3297,-4721.2098,-4111.8488,-815.9897,2671.8002,-3141.2669,3734.5933,3276.2512,-4658.9044,-3084.9325,-6851.2155,-1526.9072,3360.1743,2560.4986,-5049.6242,-5367.1485,6857.1953,-2097.3858,-3048.2913,-781.5781,4934.3102,3006.4016,-4472.1303,-2662.5894,-644.0081,2829.5305,1365.7680,4201.7563,-2694.9319,-4458.5233,-4393.8797,3815.4788,4536.8293,5504.2180,5016.2642,-3984.9157,353.0028,-2290.3361,3960.7952,5230.2513,2307.7670,-5064.9856,4416.3399,4499.2414,-936.4793,5315.6023,-1689.7702,1569.3907,1752.9151,3846.0351,857.1206,-5721.7755,4629.5473,4094.8394,-2753.7542,-69.8044,-437.8727,357.6363,-2938.9425,854.0419,5494.3299,-86.1283,-182631.8869,-186767.0116,-187531.4172,-179685.5362,-181823.3867,-192539.1791,-192148.4680,-187449.5143,53711602.0521,53687443.9116,53728650.5012,53702834.2212,-185762.1197,53712285.8467,
300.000,6228.5825,-4156.3041,-1062.5174,-976.7385,4619.2103,6723.6992,-4116.6068,-5651.1877,4042.5245,1872.0823,-5255.5954,-5343.0058,5348.7506,-5826.1883,4875.2526,5951.9947,6687.8195,-4150.1053,-6832.9879,3157.6189,1668.8831,-2691.5594,-1285.5991,-91.8084,3593.0218,1795.9529,2572.2399,-2307.0761,5918.5989,1063.1158,-6892.2258,-4088.8617,5407.9109,-144.0139,-6349.9797,-3855.5495,167.8128,-3689.9223,6055.5602,-5060.8430,4246.1016,3347.7767,-4095.2564,5022.0822,3670.2937,5104.7778,2848.1017,-1732.8206,-1808.4573,-6471.0114,-4217.1184,-3681.8259,-225.5354,-3432.3959,-1363.0945,2005.0677,2176.0934,4997.7338,-1045.3489,2568.7832,2045.8833,-5322.8055,-2743.9176,-2597.9898,-3105.0819,319.9739,-4929.7411,5732.3587,2314.3559,3920.1560,-4457.6142,-4209.6726,-675.5296,-1018.8358,-1054.6275,5867.1000,-3167.5699,719.8377,5142.3084,5582.0466,-315.7544,4708.6239,3110.6000,-4037.8665,-5540.4397,5887.4911,6786.4462,-380.7886,6722.4019,4886.8685,3986.7987,-1085.3678,4135.9657,-5260.2421,-6462.1571,-6500.2061,4687.4238,1877.9282,4874.4550,-1084.8395,-329483.3880,-351938.3013,-344839.5635,-339270.7601,-346957.9245,-343531.2269,-340131.6533,-339840.3839,104838186.7492,104824705.5356,104843112.7521,104851959.4741,-340493.6318,104853799.4826,-493.6304,-5023.4328,-6578.6894,-5387.9423,1839.8240,-608.5551,430.5255,-2047.3578,2367.8472,-4313.5295,3977.1981,-1610.7026,-2282.0725,-2706.4640,4765.7384,-650.0514,-966.1213,-369.1971,-310.8133,5908.5074,-6314.1295,-4201.1004,-5765.3149,-5031.8599,-5935.6542,1562.6929,-5198.7265,-6137.7832,2273.9156,6666.6598,15.1363,1381.3522,-3956.4816,4071.9260,2163.8290,-3366.1706,-5235.4272,4454.3097,-2508.5897,1290.5745,1990.3034,5893.2524,-5497.9138,-4417.1795,-3819.3255,4126.3032,4783.6311,5060.9480,-125.6994,2296.2320,-3486.0085,-4231.1873,5612.7921,-3821.5771,1667.5934,-5540.0627,6236.8241,3826.8128,5634.5236,-6091.6174,-3966.2084,2352.7327,6306.0462,-6302.4944,-5360.4001,4620.5131,-4706.6511,1235.1336,3871.3126,2879.2766,-3630.5972,-1149.4759,5600.8850,4012.8928,6683.7214,1055.3951,-3588.7899,5307.9781,3044.6232,-512.1372,-5886.3589,3118.6868,6041.8306,4172.3199,2501.7245,3664.7666,-722.2311,6495.2179,1562.1990,2612.3765,3937.6190,4571.5908,3662.7276,-3921.3957,1127.6477,1023.4747,-5053.4585,-6135.6055,-3029.2403,-6661.4352,22254.6220,14177.0026,26747.2864,27987.8820,24807.2345,26158.2933,18338.2452,23178.3830,-33087205.2070,-33098138.4996,-33071411.7646,-33083430.0352,22755.1262,-33074062.5114,-2975.8140,-2003.3996,-1864.0179,-4152.8386,-4786.2673,1576.6120,5532.3026,-3231.7760,-4989.5807,5070.8179,2102.7431,-4088.9805,3742.5238,2283.6231,185.1390,-3501.1510,1193.0402,-5521.6068,-452.4411,-299.1329,-2280.0011,4646.0134,3650.6301,-4482.8602,77.7833,-6536.9084,3642.3779,2188.6858,2517.5901,1595.3885,763.0832,-5419.2214,-1719.6120,5345.0561,1216.9068,4494.7994,-4552.6609,3777.1975,-2005.8142,-4570.8693,-5092.3652,1007.3133,963.3289,-1493.7194,4468.3823,2002.6401,-4144.2266,-4403.4139,-6705.7093,4.6635,4251.9273,4006.1348,-4041.5412,-4635.5301,6582.1083,-3639.0028,-1717.5289,-2938.5726,3858.7742,1665.9516,-5289.7249,-3780.5267,900.6366,1136.4576,3025.9214,5136.2606,-1298.3241,-3710.8617,-5249.6237,4906.9283,3869.2137,5364.6585,3990.3240,-5576.7851,-1450.5778,-3501.2695,4998.2355,4364.7767,3514.3625,-4073.1560,3640.0778,3850.1215,620.1178,3818.3196,-3305.5807,47.1505,-51.5138,2355.6580,-688.2731,-4188.6383,4077.6886,5074.3150,-4160.5088,-2279.0721,-2200.9609,2126.5057,-909.9358,2578.4288,3874.4750,-1606.0529,-182571.0433,-186755.1210,-187444.4264,-179775.5844,-181647.1824,-192346.5300,-192306.0012,-187326.0910,53712864.2504,53688832.2898,53730076.2277,53704180.6408,-185740.1339,53713809.0680,
600.000,6535.9916,-4905.4944,-2186.5828,-2928.8924,4263.1872,6597.9266,-3737.8379,-5413.4958,5471.8723,-257.0419,-4661.1557,-4694.5567,5299.5493,-5549.7280,5648.4139,4887.1229,6397.1737,-4266.0909,-6654.7290,4027.2518,189.3418,-4397.8525,-1766.4956,-1802.3588,2134.9072,3151.7051,735.3494,-3570.7649,6678.5126,2485.1047,-6724.0148,-2817.7571,4049.2844,2003.7141,-5790.0085,-5297.9305,-1912.5241,-2933.3196,5737.4780,-4663.1592,4166.8344,4112.3238,-5011.2096,4241.0664,1746.3534,6169.4798,4637.9438,194.8481,-3448.4110,-5643.7773,-4881.1220,-4103.0477,1261.4601,-5112.6262,-3299.5888,239.9177,3656.1884,3719.5898,299.8143,1148.3025,-107.3040,-3790.6617,-1148.3040,-3700.0211,-3784.2507,2178.7537,-5939.2091,6430.2304,3565.4914,4146.1404,-5870.7285,-5070.5990,745.6101,-1062.1507,281.8849,5317.5160,-3884.9143,2390.3204,5295.0910,6054.2652,-2117.0938,6001.8095,4234.7449,-4064.8600,-3979.0322,6399.9550,6294.8776,883.0874,6592.4014,5545.0727,5534.7694,987.1389,4322.7827,-4134.3222,-5380.8830,-5449.5808,4179.3630,332.2840,5922.1754,-2504.4417,-329722.5878,-352104.0050,-345157.7010,-339633.2215,-347390.4715,-343995.7884,-340497.3595,-340155.6411,105540134.0461,105527224.8261,105544517.4688,105554437.9395,-340886.1305,105555672.3660,-1859.2630,-3425.2634,-5588.9545,-5319.9741,-213.3768,-2134.2398,2553.7642,-92.9154,1056.7708,-4172.6834,5104.2466,217.4440,-3848.4507,-1131.2161,3415.0138,-2325.1744,-2461.4119,1771.1622,903.3674,4938.2434,-5784.8555,-2885.9797,-4252.0595,-3852.1225,-6403.7138,-145.2520,-4843.7988,-5906.2572,1165.9332,5765.5946,1512.0532,3143.0808,-4514.8980,4217.9441,3587.8362,-1865.2061,-4709.6690,5832.8030,-3741.2207,3308.6758,-139.5349,4755.6324,-4703.1193,-5371.3832,-4758.9938,2966.5028,4060.5593,4517.3236,-1459.5802,3593.1547,-1481.0494,-2342.0969,6287.5264,-3182.6400,2386.9549,-4996.2792,5758.4298,3399.7346,6486.0696,-6720.5409,-4147.4591,3686.6206,6421.9039,-5799.7785,-3767.8256,3552.0577,-3575.8804,-453.1534,2116.1292,785.5901,-2410.3580,719.0001,6387.5551,1963.4160,6183.1103,-858.4291,-1594.9080,5734.5996,1060.1234,-2085.9688,-6117.3111,1743.0169,4915.8116,5305.1701,3348.9152,2229.0644,-1884.7374,6837.9107,-9.8106,3549.4420,2805.2366,4061.7477,1716.6198,-3623.9857,2246.5195,2156.7056,-5418.1251,-5610.5489,-3085.8300,-5757.6645,15452.6164,6920.5118,19702.2272,20796.6224,17639.8952,19026.5704,11256.2709,16478.0290,-30786636.0056,-30797988.5831,-30771155.0515,-30782720.7953,15602.6995,-30773426.6087,-1304.6048,-3277.2597,-3447.2203,-3216.5135,-5423.7119,54.8520,5220.0158,-4155.3586,-3972.6048,5507.5109,331.9193,-5077.9019,2226.1049,3791.2989,1709.4211,-4339.3449,-353.9411,-5149.0867,1364.4631,-2094.2501,-3790.5372,4337.0178,5194.6465,-5228.8341,1597.5893,-6199.5902,4783.2846,424.4104,778.0361,2944.8339,-782.5440,-5493.6853,-3330.6705,4834.7460,-334.2914,3855.3214,-4725.3851,2264.0344,-221.2110,-3933.8612,-5526.9274,2718.8798,-848.7807,319.3650,4724.2276,508.0141,-3188.0757,-5250.6086,-5850.4171,1535.6993,4688.6377,5016.1108,-2599.1443,-3405.8839,5603.9457,-4790.2202,-194.1012,-4783.0978,2366.4434,137.9841,-5539.9179,-4495.4703,2348.9219,-679.4934,4356.9336,5518.6101,236.9797,-2567.5537,-5542.3094,5469.1197,2787.4313,4648.3972,2533.6862,-6577.0852,-3098.0045,-4334.6523,5499.2967,3028.3202,4345.1168,-2645.3054,2473.8037,2771.7054,2107.0585,1915.7045,-4565.8516,-1480.1575,-1850.1872,611.7010,-2160.0597,-2210.5233,3089.5084,5508.1368,-5119.4437,-4245.7757,-3727.0892,3665.9965,1215.6578,4024.7624,1838.9748,-2954.3762,-182511.0117,-186742.9631,-187354.0754,-179870.6040,-181474.4961,-192148.1318,-192457.5904,-187076.5698,53714126.9069,53690221.7365,53731493.7136,53705541.9677,-185718.0327,53715332.3203,
