sl_100_86400_20250103 Coordinates.csv
2025/01/03 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:09 2024,
Start: 2025/01/03 07:47:00.00, Stop: 2025/01/04 07:47:00.00,
TIME_UNITS,STARLINK-31665 - X-Coordinate,STARLINK-3729 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-3640 - X-Coordinate,STARLINK-4369 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-5119 - X-Coordinate,STARLINK-30120 - X-Coordinate,STARLINK-6214 - X-Coordinate,STARLINK-1306 - X-Coordinate,STARLINK-1240 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-31384 - X-Coordinate,STARLINK-5362 - X-Coordinate,STARLINK-2748 - X-Coordinate,STARLINK-5655 - X-Coordinate,STARLINK-3085 - X-Coordinate,STARLINK-31874 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-3068 - X-Coordinate,STARLINK-3080 - X-Coordinate,STARLINK-5721 - X-Coordinate,STARLINK-30504 - X-Coordinate,STARLINK-5795 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-4625 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-4327 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-30347 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-4292 - X-Coordinate,STARLINK-31869 - X-Coordinate,STARLINK-31459 - X-Coordinate,STARLINK-5428 - X-Coordinate,STARLINK-30298 - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-30071 - X-Coordinate,STARLINK-1721 - X-Coordinate,STARLINK-2418 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-30869 - X-Coordinate,STARLINK-1039 - X-Coordinate,STARLINK-4191 - X-Coordinate,STARLINK-2696 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-11251 [DTC] - X-Coordinate,STARLINK-2250 - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-2472 - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-3818 - X-Coordinate,STARLINK-5875 - X-Coordinate,STARLINK-31527 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-3245 - X-Coordinate,STARLINK-1583 - X-Coordinate,STARLINK-3517 - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-3295 - X-Coordinate,STARLINK-3904 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-5870 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-5473 - X-Coordinate,STARLINK-5261 - X-Coordinate,STARLINK-1053 - X-Coordinate,STARLINK-2322 - X-Coordinate,STARLINK-30472 - X-Coordinate,STARLINK-31744 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-5394 - X-Coordinate,STARLINK-5975 - X-Coordinate,STARLINK-2336 - X-Coordinate,STARLINK-2654 - X-Coordinate,STARLINK-30943 - X-Coordinate,STARLINK-30072 - X-Coordinate,STARLINK-4002 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-1770 - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-5433 - X-Coordinate,STARLINK-4041 - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-4592 - X-Coordinate,STARLINK-30334 - X-Coordinate,STARLINK-30616 - X-Coordinate,STARLINK-11206 [DTC] - X-Coordinate,STARLINK-30982 - X-Coordinate,STARLINK-5536 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-3729 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-3640 - Y-Coordinate,STARLINK-4369 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-5119 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,STARLINK-6214 - Y-Coordinate,STARLINK-1306 - Y-Coordinate,STARLINK-1240 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-31384 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,STARLINK-2748 - Y-Coordinate,STARLINK-5655 - Y-Coordinate,STARLINK-3085 - Y-Coordinate,STARLINK-31874 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-3068 - Y-Coordinate,STARLINK-3080 - Y-Coordinate,STARLINK-5721 - Y-Coordinate,STARLINK-30504 - Y-Coordinate,STARLINK-5795 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-4625 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-4327 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-30347 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-4292 - Y-Coordinate,STARLINK-31869 - Y-Coordinate,STARLINK-31459 - Y-Coordinate,STARLINK-5428 - Y-Coordinate,STARLINK-30298 - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-30071 - Y-Coordinate,STARLINK-1721 - Y-Coordinate,STARLINK-2418 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-30869 - Y-Coordinate,STARLINK-1039 - Y-Coordinate,STARLINK-4191 - Y-Coordinate,STARLINK-2696 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-11251 [DTC] - Y-Coordinate,STARLINK-2250 - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-2472 - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-3818 - Y-Coordinate,STARLINK-5875 - Y-Coordinate,STARLINK-31527 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-1583 - Y-Coordinate,STARLINK-3517 - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-3295 - Y-Coordinate,STARLINK-3904 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-5870 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-5473 - Y-Coordinate,STARLINK-5261 - Y-Coordinate,STARLINK-1053 - Y-Coordinate,STARLINK-2322 - Y-Coordinate,STARLINK-30472 - Y-Coordinate,STARLINK-31744 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-5394 - Y-Coordinate,STARLINK-5975 - Y-Coordinate,STARLINK-2336 - Y-Coordinate,STARLINK-2654 - Y-Coordinate,STARLINK-30943 - Y-Coordinate,STARLINK-30072 - Y-Coordinate,STARLINK-4002 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-1770 - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-5433 - Y-Coordinate,STARLINK-4041 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-4592 - Y-Coordinate,STARLINK-30334 - Y-Coordinate,STARLINK-30616 - Y-Coordinate,STARLINK-11206 [DTC] - Y-Coordinate,STARLINK-30982 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-3729 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-3640 - Z-Coordinate,STARLINK-4369 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-5119 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,STARLINK-6214 - Z-Coordinate,STARLINK-1306 - Z-Coordinate,STARLINK-1240 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-31384 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,STARLINK-2748 - Z-Coordinate,STARLINK-5655 - Z-Coordinate,STARLINK-3085 - Z-Coordinate,STARLINK-31874 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-3068 - Z-Coordinate,STARLINK-3080 - Z-Coordinate,STARLINK-5721 - Z-Coordinate,STARLINK-30504 - Z-Coordinate,STARLINK-5795 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-4625 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-4327 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-30347 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-4292 - Z-Coordinate,STARLINK-31869 - Z-Coordinate,STARLINK-31459 - Z-Coordinate,STARLINK-5428 - Z-Coordinate,STARLINK-30298 - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-30071 - Z-Coordinate,STARLINK-1721 - Z-Coordinate,STARLINK-2418 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-30869 - Z-Coordinate,STARLINK-1039 - Z-Coordinate,STARLINK-4191 - Z-Coordinate,STARLINK-2696 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-11251 [DTC] - Z-Coordinate,STARLINK-2250 - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-2472 - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-3818 - Z-Coordinate,STARLINK-5875 - Z-Coordinate,STARLINK-31527 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-1583 - Z-Coordinate,STARLINK-3517 - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-3295 - Z-Coordinate,STARLINK-3904 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-5870 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-5473 - Z-Coordinate,STARLINK-5261 - Z-Coordinate,STARLINK-1053 - Z-Coordinate,STARLINK-2322 - Z-Coordinate,STARLINK-30472 - Z-Coordinate,STARLINK-31744 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-5394 - Z-Coordinate,STARLINK-5975 - Z-Coordinate,STARLINK-2336 - Z-Coordinate,STARLINK-2654 - Z-Coordinate,STARLINK-30943 - Z-Coordinate,STARLINK-30072 - Z-Coordinate,STARLINK-4002 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-1770 - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-5433 - Z-Coordinate,STARLINK-4041 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-4592 - Z-Coordinate,STARLINK-30334 - Z-Coordinate,STARLINK-30616 - Z-Coordinate,STARLINK-11206 [DTC] - Z-Coordinate,STARLINK-30982 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3485.5680,-2642.6103,3775.0671,-5464.2276,5043.7796,3217.0409,-6091.4544,-2324.2385,-923.8182,-167.1036,3240.6891,330.8779,5255.9802,2228.1511,1707.1800,-6046.0247,1041.1364,-918.6855,-3878.0836,6474.9481,-2646.8676,-1292.4446,4978.1273,-4780.6969,-6721.7137,-5762.3384,883.2769,-2125.7861,939.7809,-4192.6249,4941.0328,-5347.5678,-1529.3332,2696.2609,1733.6029,-6415.8332,-5185.5579,-3862.7493,1496.0109,-4293.5236,0.0000,831.7617,1021.1516,5693.4922,-3121.7970,-4242.1182,453.0588,-3174.4406,3510.3931,-5178.6558,-2741.7300,-4212.4552,-3888.5983,1367.1677,4936.6915,-4592.8696,6681.0014,-4913.5814,-644.8424,-5357.0680,-6238.6948,-161.8056,-1464.0012,4068.9510,-4876.6017,-3950.3000,2800.0316,1347.9794,-4396.9367,6351.8978,-4645.2846,1456.6538,6185.0627,3380.4410,5711.5637,-4493.6881,-5323.8885,-5050.6864,730.0561,6825.4168,4030.1764,-1366.9091,-3745.0878,521.8932,-6723.6887,-433.8773,1465.5543,-3657.8691,-4768.5375,2600.6855,-1794.8335,2828.4532,3111.3109,-4995.3094,763.3752,3897.0623,1120.7501,808.2560,652.7177,3618.0607,134583.9900,111710.8514,117183.0602,122143.9437,114841.4344,118130.6208,114128.7468,118252.1214,8762274.3929,8738507.8275,8732980.0886,8742980.2331,117394.7087,8753985.3625,-5237.9662,-4512.3745,5196.7343,-3344.7176,-3151.7006,5604.2004,2103.8370,-6449.8448,6648.3589,-6686.8350,-5458.4006,-4767.5545,-80.8655,5947.7074,6577.2192,1881.6138,6062.6291,-2313.9796,1404.8273,-1763.3991,6065.0593,-4079.3113,-1655.7654,-3014.1574,509.1273,-746.1610,582.9765,4573.1820,4030.5178,-1847.9210,-3772.0681,412.8451,5385.7963,4899.9048,-4385.8172,-297.6349,-1920.0966,3634.0922,-5860.4477,5444.0582,0.0000,-6280.0211,5284.4012,2819.6542,-5537.4331,-5017.4277,-6224.6102,-6150.7808,2270.4245,3978.3649,-6034.4123,5353.8121,-5722.9390,-6585.2545,-1719.4671,-2146.2885,-616.9563,1202.8205,-1492.7042,-3846.6962,1808.2301,4260.4455,-3916.6120,1421.6248,-1723.2080,3340.0210,-5021.0429,4823.6048,4784.7919,-1395.2804,-4757.2909,-1960.5444,2024.5614,5511.9864,-1181.1882,-3283.2060,-870.7908,4478.7771,-6843.9986,-1139.1879,-4237.8799,-6661.8408,-5074.3689,5372.9372,22.1994,4279.5262,6703.4160,2338.4722,-2608.2081,-4057.7205,6449.1762,-3550.3595,2831.5025,103.1049,-4587.8582,-5106.4870,5245.8720,5253.1237,-6587.0794,3576.5953,334974.5679,333821.0338,347444.3588,344080.2564,347824.9234,345970.8554,338447.8312,342205.0580,-88739434.4731,-88747713.7676,-88740481.3175,-88751941.2849,341592.3447,-88753970.8633,-2641.4753,-4531.9578,2577.8287,2597.6575,-3591.0483,2191.6006,-2242.8017,921.4021,1747.6901,1783.6688,2758.3534,-5014.6935,-4499.5607,-2553.2560,1380.1124,2783.5255,-3208.5398,-6497.9790,5406.7341,1805.2412,2123.5729,-5486.1160,-4544.8602,3891.1820,1656.0136,-3774.5417,-6866.9543,4629.8794,5528.5953,-5223.7392,3025.7046,-4405.0825,-4131.3778,4060.3470,-4941.0559,2289.0612,4144.3817,-4329.0106,-3400.8438,54.6575,0.0000,-2798.7027,4347.8201,2769.8988,2738.5673,2155.5332,2897.5302,-157.0413,5239.9844,-2295.6374,-2011.5588,1303.9097,466.4531,1640.2860,4549.5228,-4712.9481,-1762.4586,-4628.9215,-6754.8572,-1741.6160,2422.9520,-5454.2236,-5515.1954,-5414.8264,-4612.2337,4591.5053,3837.9173,4762.5447,-2402.7910,-2417.4419,-1524.7344,-6515.6209,-2455.1074,-2480.7341,3716.8782,4130.7254,-4177.9224,1588.4285,854.8209,-489.0391,3692.2821,-1311.3288,-2895.8300,4345.1016,1605.9796,5326.1040,911.9904,-5436.6694,-4126.0675,-4977.7263,1750.6731,-5225.1797,5479.8818,4773.6977,5111.8062,2608.8134,-4250.6486,-4110.2381,-2079.9018,4705.3273,-97239.4755,-99914.1182,-103281.1565,-95233.3660,-97606.0469,-108311.1033,-107704.5574,-99946.8354,39323454.5570,39304026.9143,39327473.8818,39332506.4072,-101426.9144,39335174.8771,
3600.000,4847.8572,5314.6867,-4106.1145,4399.1815,-6633.9917,-4606.9156,4833.0718,3432.9902,-1932.3819,913.6572,-1976.5252,2457.5709,-6423.0543,-3614.6444,-3625.8176,2728.6647,-3776.9433,4692.0790,2742.2267,-3553.9665,680.4613,2702.9694,-2585.0705,4986.9350,4584.8533,3340.6582,4287.0671,187.3719,-4916.9954,4716.3945,-1184.3053,5555.5092,1608.4393,-4054.5588,792.8246,6166.3057,3659.0099,-777.9697,2175.6908,1766.4220,0.0000,1919.3911,-3720.5311,-6843.8797,4606.3954,4269.4417,1272.0182,3967.9637,-4751.8914,4126.2547,4022.5279,1110.6141,5077.1121,208.4434,-2525.2918,3810.8232,-4462.9228,5424.3191,-3168.5544,6283.1459,5571.9341,-3513.0781,5207.7985,-6061.1703,3612.9274,-235.4887,-1548.5221,-4171.9970,3217.7221,-3662.5038,5125.2859,793.7315,-6184.0404,-4738.2151,-2360.8157,5202.9959,6230.8800,1888.2174,1487.0848,-5401.9320,-1.5866,2791.4180,5764.2226,-3769.6063,6155.3632,-4083.4012,-2752.3645,5181.7496,4917.6221,-905.2897,-822.0350,-1042.3372,-5338.1382,2467.6743,2001.1626,-2115.1388,-3731.3214,-4154.9086,2225.8243,-5922.4521,46541.1129,22534.1983,29486.5527,32815.4446,25189.3808,28430.6315,25744.2124,27703.7872,31512811.6736,31490958.6428,31480841.3820,31493933.8070,28184.5431,31503685.8537,1216.6936,4356.2581,-1681.8282,-73.5927,1224.1825,-4342.4693,-4466.0081,5004.2366,-5034.5777,3741.1669,6455.2622,6226.5304,2458.7338,-2244.9312,-5461.8940,-3395.4831,-3383.5433,-98.8769,-5537.7897,1748.6524,-3671.4237,-268.3151,4940.4662,-1394.7343,-2915.5315,-2479.5053,-1655.8432,-6806.5520,-2917.9561,5072.5686,4096.8867,-3721.1613,-6733.3070,-942.1291,6658.6830,-2347.9207,-2010.7852,-4194.5875,4580.7904,-5811.2918,0.0000,3903.0918,-2027.9320,-792.2129,4927.6977,1656.1297,6590.9072,4131.2066,2818.2670,-5157.0481,5131.8309,-5434.4870,3620.1788,6385.4843,5000.8134,-2144.2392,3012.7991,-4123.8520,-2339.9229,1323.4890,-3952.0766,-5129.2615,2009.2270,1707.9030,-2385.6493,-4325.1011,6736.1398,-5375.3170,-5820.0612,3680.5040,1005.1346,5449.4886,-1905.8941,-4692.6496,3434.4537,-736.4535,-2585.3093,-5105.1516,6204.8530,3121.6885,4168.6599,4155.4480,3800.7171,-5566.2960,-1542.6231,-3268.3506,-5423.4145,-4448.6866,-2052.7894,6654.2246,-4712.2116,6458.8957,801.2344,-3670.3872,6314.3021,6532.5958,-5734.1442,-1141.7664,4794.3496,-359.9405,359307.0745,350278.3198,366358.0196,362249.9812,366738.3707,365434.8253,357760.1821,359695.4960,-83404621.0019,-83417126.7311,-83413649.9877,-83424104.0767,360428.1100,-83419654.3903,4635.3917,781.8865,-5322.8596,-5343.6839,-1651.7458,2525.3059,-1797.3259,3310.2319,-4369.7278,-5761.7589,1529.4408,1760.6076,726.3967,5346.9566,2260.4240,-5384.5993,4722.5369,5117.3808,-2866.3228,-5718.9294,-5870.7700,6387.8436,4118.4832,-4513.0472,-4325.6658,5525.0794,5192.9162,-776.6275,-3893.4395,473.0154,-5453.6576,1835.7074,-653.8187,-5530.7156,1271.1907,1725.2869,-5520.2007,5338.9779,4723.1389,3338.2001,0.0000,5373.0528,-5483.4859,796.3966,1550.9191,-5192.2459,1527.6324,-3897.2510,-3813.5226,-2077.1189,-2342.0727,-4169.8005,3030.0619,2658.4092,-4095.6261,5350.0162,4363.3765,728.1343,5707.2159,-2300.5724,1199.3756,3027.8800,4074.9470,2853.0897,5394.6532,-5407.6314,235.3909,-1252.4672,-1945.3979,4590.3835,4378.6173,4230.5219,-2546.5050,-1872.1388,-5532.2916,-4532.7591,993.8887,-4303.5760,2715.8415,-3034.9072,-5531.9811,4773.3024,-664.8000,-1715.8628,2734.7779,-4436.6250,3295.0480,1285.5656,4249.4339,1682.7246,-5010.4563,2240.3442,-4330.6440,-5324.5995,-2001.5591,983.2714,35.1204,5139.1625,4483.7376,-3599.5495,-95885.0169,-98333.0621,-100848.4449,-95387.0739,-94440.7049,-104404.0274,-108020.8088,-101452.4702,39326953.2657,39306570.0390,39326202.2190,39330058.5677,-99915.6957,39337350.2468,
7200.000,-5120.1970,-5465.2793,4242.8534,-2837.3974,3557.4597,4211.9489,-975.3508,-4035.7739,4910.1328,-3075.0426,-586.3119,-3697.5250,4831.8416,4815.9510,4767.9770,1307.3356,6043.0317,-6855.0735,-982.6244,-951.8921,3029.6938,-4764.9392,197.8647,-4172.8138,-1239.8246,-797.7571,-6920.9755,1626.4529,6707.6260,-1874.0555,-3120.7201,-4059.8032,-689.9479,5194.7061,-2460.1983,-2818.2724,-2069.9177,4712.4267,-5520.8404,1964.0514,0.0000,-5047.8171,6034.1504,5460.4748,-4499.7809,-3945.4057,-2892.9564,-4158.7353,3901.9865,-890.5454,-4183.5716,2837.8900,-5087.0032,-2489.7669,101.0810,-2982.9759,1064.5244,-3327.9077,3287.5265,-4442.7644,-2664.4987,5093.5154,-6900.4563,5871.9000,-2388.4433,3855.6230,-486.5864,4903.5020,-224.2137,121.8201,-4270.0200,-1296.8287,3449.5593,4479.6860,-1142.2923,-5066.5788,-4201.1564,2195.0358,-3846.4263,1972.3434,-4113.1235,-4433.1208,-5709.7522,5328.9853,-2905.4944,6548.0038,3855.2486,-4429.6563,-3828.5986,-647.8762,4191.6773,-499.5610,6128.9624,-228.6293,-3382.1884,-711.3160,4342.9972,6032.9217,-5160.9979,6545.2092,-45314.3814,-67502.4463,-60359.7788,-58776.7247,-66292.2239,-63334.2602,-64915.5066,-63005.9697,52093075.5599,52074282.9951,52061889.0331,52079614.1477,-62988.6723,52083456.3180,3219.4027,-2477.8961,-2653.0268,4158.0995,956.1602,304.6929,5053.8182,-1153.9783,2239.8372,511.9653,-4859.1391,-5262.7041,-3514.2481,-2261.1440,2159.3683,4965.1377,209.4107,839.8603,6466.2992,-2803.2600,876.9391,3532.0639,-6826.3440,5068.6606,5212.4070,5666.7049,-249.7651,5568.5500,1669.3616,-4933.0080,-4254.6965,5320.1983,4759.0467,-2886.8807,-5429.0356,4332.5710,5634.7719,4276.2004,-2707.2448,4680.6740,0.0000,-926.8924,-1021.9396,-1759.6104,-1899.8283,2729.8656,-3801.8855,-51.5492,-5343.9434,4544.8045,-1737.2477,4432.6622,166.3153,-3634.2774,-6836.0489,5641.1387,-5300.1824,4734.9957,5970.9942,2372.1464,4908.6879,4506.9765,-447.5432,-3343.0173,5825.0500,4977.4390,-5486.8199,3801.1774,4701.5715,-5658.7632,3568.0983,-6814.6153,61.4490,1530.0062,-5592.2085,4196.1076,4502.5269,4875.9750,-3400.1333,-4684.6565,-3932.8181,-140.2158,-988.8121,3981.2676,3230.6513,1989.1381,1717.4351,3990.6007,5520.8880,-6373.1705,1920.8261,-6563.7788,-3175.4800,6429.8369,-5547.8852,-5624.3470,3224.2420,-2521.0249,-1958.3651,-2271.3150,360764.9624,343816.4851,361873.6901,357109.5198,362361.4746,360856.4054,354568.5814,356955.5449,-72344713.3452,-72360027.3735,-72362058.8602,-72368838.3009,356327.4291,-72360659.6781,-3163.8551,3427.6524,4777.6667,4734.8145,5875.4682,-5359.8592,4468.1219,-5504.6709,4349.1080,6169.4928,-4904.7487,2550.8651,3472.6268,-4308.1673,-4555.8951,4632.0559,-3404.6390,-818.6503,-1902.1494,6276.5221,6183.1411,-3636.6373,-1234.6105,1997.8940,4404.8427,-3904.9185,-501.5505,-3655.1733,-211.8722,4499.2768,4465.2617,1820.6019,5010.2985,3532.1288,3316.4718,-4455.7430,3427.7795,-2519.2501,-3217.7684,-4729.8865,0.0000,-4649.7425,3233.8392,-3901.6201,-4915.0814,4974.7433,-4962.9516,5524.9509,-1117.3477,5131.2461,5227.1683,4508.3377,-4717.0972,-5348.2563,1156.8843,-2675.9799,-4352.0047,3658.9594,-1341.0442,4589.4675,-4117.8478,1256.2528,-113.7047,1464.3416,-2889.6414,2873.8505,-4191.0900,-3068.4231,5070.0174,-4016.9184,-3950.3255,461.1761,6023.4668,5041.8328,3907.3659,2187.1344,2924.4250,4407.3408,-4670.8842,4709.7273,3931.4229,-5322.7950,3804.2022,-1967.8770,-5384.0381,394.4451,-5492.8445,3566.4793,-1189.6455,2618.0078,5153.4223,2114.4223,451.4675,2534.2578,-2385.2025,-4002.6154,4176.2414,-1533.3129,-4207.8572,307.4506,-94559.1946,-96806.2872,-98155.9754,-96483.0524,-91764.3186,-99567.5035,-107585.9283,-96681.5475,39331144.4522,39309592.0138,39325297.0032,39329449.0955,-98394.6936,39339544.7632,
