sl_100_5400_20250725 Coordinates.csv
2025/07/25 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:51 2024,
Start: 2025/07/25 07:47:00.00, Stop: 2025/07/25 09:17:00.00,
TIME_UNITS,STARLINK-5814 - X-Coordinate,STARLINK-30959 - X-Coordinate,STARLINK-4271 - X-Coordinate,STARLINK-3538 - X-Coordinate,STARLINK-3690 - X-Coordinate,STARLINK-31688 - X-Coordinate,STARLINK-3771 - X-Coordinate,STARLINK-1770 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-32093 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-30764 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-4114 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-1334 - X-Coordinate,STARLINK-4135 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-2618 - X-Coordinate,STARLINK-31053 - X-Coordinate,STARLINK-2195 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-4258 - X-Coordinate,STARLINK-1692 - X-Coordinate,STARLINK-32021 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-1739 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-4706 - X-Coordinate,STARLINK-4451 - X-Coordinate,STARLINK-4708 - X-Coordinate,STARLINK-1451 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-30072 - X-Coordinate,STARLINK-30393 - X-Coordinate,STARLINK-1054 - X-Coordinate,STARLINK-11269 [DTC] - X-Coordinate,STARLINK-31192 - X-Coordinate,STARLINK-31817 - X-Coordinate,STARLINK-6334 - X-Coordinate,STARLINK-2687 - X-Coordinate,STARLINK-2683 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-31061 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-30448 - X-Coordinate,STARLINK-1372 - X-Coordinate,STARLINK-6126 - X-Coordinate,STARLINK-1456 - X-Coordinate,STARLINK-1635 - X-Coordinate,STARLINK-1782 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-2616 - X-Coordinate,STARLINK-30460 - X-Coordinate,STARLINK-30219 - X-Coordinate,STARLINK-4449 - X-Coordinate,STARLINK-1856 - X-Coordinate,STARLINK-32152 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-6053 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-4617 - X-Coordinate,STARLINK-1630 - X-Coordinate,STARLINK-5040 - X-Coordinate,STARLINK-5106 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-31389 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-4397 - X-Coordinate,STARLINK-1970 - X-Coordinate,STARLINK-30330 - X-Coordinate,STARLINK-1284 - X-Coordinate,STARLINK-4716 - X-Coordinate,STARLINK-2466 - X-Coordinate,STARLINK-4022 - X-Coordinate,STARLINK-5246 - X-Coordinate,STARLINK-2571 - X-Coordinate,STARLINK-3045 - X-Coordinate,STARLINK-3242 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-5119 - X-Coordinate,STARLINK-1457 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-1930 - X-Coordinate,STARLINK-2268 - X-Coordinate,STARLINK-3229 - X-Coordinate,STARLINK-31801 - X-Coordinate,STARLINK-31418 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5814 - Y-Coordinate,STARLINK-30959 - Y-Coordinate,STARLINK-4271 - Y-Coordinate,STARLINK-3538 - Y-Coordinate,STARLINK-3690 - Y-Coordinate,STARLINK-31688 - Y-Coordinate,STARLINK-3771 - Y-Coordinate,STARLINK-1770 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-32093 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-30764 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-4114 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-1334 - Y-Coordinate,STARLINK-4135 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-2618 - Y-Coordinate,STARLINK-31053 - Y-Coordinate,STARLINK-2195 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-4258 - Y-Coordinate,STARLINK-1692 - Y-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-1739 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-4706 - Y-Coordinate,STARLINK-4451 - Y-Coordinate,STARLINK-4708 - Y-Coordinate,STARLINK-1451 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-30072 - Y-Coordinate,STARLINK-30393 - Y-Coordinate,STARLINK-1054 - Y-Coordinate,STARLINK-11269 [DTC] - Y-Coordinate,STARLINK-31192 - Y-Coordinate,STARLINK-31817 - Y-Coordinate,STARLINK-6334 - Y-Coordinate,STARLINK-2687 - Y-Coordinate,STARLINK-2683 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-31061 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-30448 - Y-Coordinate,STARLINK-1372 - Y-Coordinate,STARLINK-6126 - Y-Coordinate,STARLINK-1456 - Y-Coordinate,STARLINK-1635 - Y-Coordinate,STARLINK-1782 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-2616 - Y-Coordinate,STARLINK-30460 - Y-Coordinate,STARLINK-30219 - Y-Coordinate,STARLINK-4449 - Y-Coordinate,STARLINK-1856 - Y-Coordinate,STARLINK-32152 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-6053 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-4617 - Y-Coordinate,STARLINK-1630 - Y-Coordinate,STARLINK-5040 - Y-Coordinate,STARLINK-5106 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-31389 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-4397 - Y-Coordinate,STARLINK-1970 - Y-Coordinate,STARLINK-30330 - Y-Coordinate,STARLINK-1284 - Y-Coordinate,STARLINK-4716 - Y-Coordinate,STARLINK-2466 - Y-Coordinate,STARLINK-4022 - Y-Coordinate,STARLINK-5246 - Y-Coordinate,STARLINK-2571 - Y-Coordinate,STARLINK-3045 - Y-Coordinate,STARLINK-3242 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-5119 - Y-Coordinate,STARLINK-1457 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-1930 - Y-Coordinate,STARLINK-2268 - Y-Coordinate,STARLINK-3229 - Y-Coordinate,STARLINK-31801 - Y-Coordinate,STARLINK-31418 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5814 - Z-Coordinate,STARLINK-30959 - Z-Coordinate,STARLINK-4271 - Z-Coordinate,STARLINK-3538 - Z-Coordinate,STARLINK-3690 - Z-Coordinate,STARLINK-31688 - Z-Coordinate,STARLINK-3771 - Z-Coordinate,STARLINK-1770 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-32093 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-30764 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-4114 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-1334 - Z-Coordinate,STARLINK-4135 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-2618 - Z-Coordinate,STARLINK-31053 - Z-Coordinate,STARLINK-2195 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-4258 - Z-Coordinate,STARLINK-1692 - Z-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-1739 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-4706 - Z-Coordinate,STARLINK-4451 - Z-Coordinate,STARLINK-4708 - Z-Coordinate,STARLINK-1451 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-30072 - Z-Coordinate,STARLINK-30393 - Z-Coordinate,STARLINK-1054 - Z-Coordinate,STARLINK-11269 [DTC] - Z-Coordinate,STARLINK-31192 - Z-Coordinate,STARLINK-31817 - Z-Coordinate,STARLINK-6334 - Z-Coordinate,STARLINK-2687 - Z-Coordinate,STARLINK-2683 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-31061 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-30448 - Z-Coordinate,STARLINK-1372 - Z-Coordinate,STARLINK-6126 - Z-Coordinate,STARLINK-1456 - Z-Coordinate,STARLINK-1635 - Z-Coordinate,STARLINK-1782 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-2616 - Z-Coordinate,STARLINK-30460 - Z-Coordinate,STARLINK-30219 - Z-Coordinate,STARLINK-4449 - Z-Coordinate,STARLINK-1856 - Z-Coordinate,STARLINK-32152 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-6053 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-4617 - Z-Coordinate,STARLINK-1630 - Z-Coordinate,STARLINK-5040 - Z-Coordinate,STARLINK-5106 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-31389 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-4397 - Z-Coordinate,STARLINK-1970 - Z-Coordinate,STARLINK-30330 - Z-Coordinate,STARLINK-1284 - Z-Coordinate,STARLINK-4716 - Z-Coordinate,STARLINK-2466 - Z-Coordinate,STARLINK-4022 - Z-Coordinate,STARLINK-5246 - Z-Coordinate,STARLINK-2571 - Z-Coordinate,STARLINK-3045 - Z-Coordinate,STARLINK-3242 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-5119 - Z-Coordinate,STARLINK-1457 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-1930 - Z-Coordinate,STARLINK-2268 - Z-Coordinate,STARLINK-3229 - Z-Coordinate,STARLINK-31801 - Z-Coordinate,STARLINK-31418 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5995.6017,4028.7918,3095.6926,-2806.6653,-4166.5172,5181.5161,-2961.2935,1989.4332,-4733.1065,-3979.3186,-316.2101,-1479.6673,-3046.1124,976.3037,-2356.7004,3926.1184,3048.7329,3463.1166,1796.4413,-5259.3169,4760.5853,4975.7307,-4704.3065,3984.2726,3375.8976,4317.8679,6333.6664,3299.6445,-4153.3625,3717.7993,5028.8288,-4892.3978,-2587.4822,172.6558,-5214.3921,-2540.7030,3601.2836,-3163.6634,914.5300,-2999.0534,1640.8857,-5607.7451,-2824.5629,2171.5127,-159.9397,-1769.9457,3761.6933,3621.5062,-5351.3744,-4468.2406,2857.7187,-6872.2504,-5994.5215,-4838.9295,5224.0642,-2791.7669,5059.6203,5572.4610,3701.6933,6754.1309,-4443.8863,-2131.2634,-1320.2643,5657.5171,-33.3016,1991.7893,6380.0184,-3682.5187,6316.5571,4388.5400,-1600.7460,2251.4712,-5638.4290,-6208.6007,-1470.3911,-5718.2595,-2827.2708,4140.5953,-645.5812,1563.7198,-2252.7900,844.2512,-4595.3907,-5154.5730,5482.4772,-6220.5015,855.7041,-3585.9575,1727.5526,-1156.7240,2187.8078,-1350.0120,4088.7335,5081.0508,-5642.1817,-6503.1368,1554.7222,-4874.5896,-2417.3284,-3869.7321,-115987.7538,-100690.4436,-104341.9304,-109035.7210,-100722.6130,-104135.1893,-103229.0745,-106335.1652,121893154.7468,121909020.9345,121899452.7997,121890835.4466,-105142.5188,121879859.8409,637.8279,5526.4459,-2970.5391,6009.3547,1216.4814,4044.7623,-4613.9807,5072.4382,1643.2766,-5683.2723,-4966.9280,4430.1597,4420.7806,-2250.5160,5196.9111,-1701.6187,4699.1253,-5325.7959,-3964.4713,-1817.5939,-1413.9182,3831.1888,1158.5184,1179.6552,2603.7285,-1599.9414,2606.9888,-3395.5196,450.6782,-5400.0030,-3337.0482,-9.7474,-3162.5692,-4043.4537,3702.1092,-3546.9789,3683.0700,2963.1012,233.0517,3169.2960,-4506.0537,-4022.5768,-6319.9823,4587.4210,6438.5952,-3792.5848,-3429.2533,-3450.6215,-1181.9771,3653.4019,3545.0962,-872.1530,235.5863,2756.8594,-4515.8295,6273.4201,3779.9743,-1342.7690,-1899.6617,1302.7831,3449.5856,-3681.3095,4047.8431,1855.1789,-6694.8932,-31.0306,2573.6441,1914.5095,2652.1431,2407.6373,-5773.5025,-4820.5795,2448.1266,2310.7196,-3895.6306,3514.9651,-3689.1959,-2965.1791,6470.4652,207.9213,-4405.8329,5010.0192,-1797.0406,-3432.8637,-2400.4362,-2369.9396,4795.1058,-2486.1133,1942.3766,5151.4716,-5439.2507,4122.3218,655.3537,3917.4312,3553.7611,332.2240,3876.4454,4413.5768,-5860.6680,-4156.9685,342609.9557,346765.8897,331160.1092,333144.1486,331929.1304,332533.3244,341007.9440,335996.1377,285678743.4662,285693265.4710,285681158.3879,285694800.1268,337064.8279,285690144.0327,-3473.9760,-1143.9050,-5425.2347,1945.9149,5380.9163,-1836.7842,-4216.5719,-4273.0120,-4633.2045,211.9782,4637.8084,-5095.4019,4375.1667,6485.3354,3919.0799,5341.2296,3716.7972,-2696.9128,5367.0737,-4143.8176,-4822.5938,2688.1130,4928.5866,5523.4264,-5453.3504,-5180.1297,315.9976,5034.9099,-5556.3446,2289.5614,-3411.4852,-4868.6457,5443.5796,5382.9417,-2537.5119,-5369.8246,4630.5675,-5396.3140,6863.1873,-5372.8180,-4976.3826,-724.2294,-410.4453,4715.2467,-2543.6108,5141.7183,-4570.2302,-4642.0625,-4253.6749,-3819.2473,5200.7575,332.8684,3430.1878,4116.7384,622.1697,920.7422,2806.2364,-3909.6956,-5517.1618,414.3769,4025.0958,5443.8562,5452.6188,3547.0631,1750.3663,-6654.0067,-250.9491,5408.2184,50.2393,4761.7992,-3537.2493,-4436.0597,3218.6073,-1926.5249,5510.4046,1740.2982,5106.8318,-4588.7647,2349.5247,6751.2932,4828.7575,-4733.3705,-4862.5523,-3089.7858,3462.6694,-1867.4629,-4905.1221,5327.7768,6433.5927,4457.5121,3693.1206,-5390.0224,5530.5694,-2597.4238,1608.0175,2322.5164,-5499.3858,2132.4010,2521.4330,3762.9409,139558.5648,137747.0939,134652.5278,141856.2123,140401.5392,129692.2055,129447.4887,135257.9786,20224140.9526,20205092.8916,20244209.7358,20228208.8864,136143.3107,20234660.1318,
300.000,-6635.4180,5198.4217,1195.5418,-1746.2483,-3895.7859,6058.7473,-4612.8940,3073.5607,-3689.5983,-5034.3220,-2446.7798,635.0732,-989.2653,926.0058,-295.3597,2470.7014,3701.6285,1808.6682,-369.6559,-6160.4520,3221.3117,6062.5480,-3254.8371,4280.5001,4187.3809,2788.4276,6546.3197,2371.0976,-2374.3398,2502.1354,3333.4327,-5507.9255,-4192.6566,-2001.8987,-3670.8000,-3777.1623,4753.4182,-1250.3456,715.8753,-1013.7338,131.2410,-6085.4138,-4016.3728,4031.9633,1128.8196,-3344.1278,2377.5777,2048.1434,-5028.5698,-3984.3130,3828.0773,-6801.3805,-6451.3931,-4154.9404,4098.2757,-1193.4259,6155.0185,5452.5209,2485.8574,6535.5787,-3996.1989,-4044.2786,604.7544,6515.8313,-1576.8677,-10.4835,6567.0932,-2261.7381,6472.7953,5778.3516,-2510.2100,268.5227,-4563.9331,-4999.3446,-3474.4319,-4951.1751,-3758.8661,2218.6520,740.4269,-466.4371,-3362.1761,2899.7295,-5812.7798,-5054.5022,5391.5131,-5921.3360,2459.5639,-5031.5327,2602.2562,717.6927,642.9354,821.9479,4202.4185,5139.8441,-4833.9258,-6697.5072,3405.0373,-3373.2919,-3626.6081,-4643.4556,-123350.2433,-107812.2534,-111549.1292,-116122.0742,-107769.5083,-111167.9581,-110369.8780,-113401.0372,115625489.7714,115641124.6142,115632301.6576,115622862.7866,-112227.6846,115612271.2810,1442.3637,4569.1909,-4028.7096,6687.7963,3264.0645,3138.8485,-4307.1228,3417.8104,3545.7144,-4594.4793,-4579.8530,4124.1829,4975.8202,0.0531,5200.4508,-3335.3878,2887.6883,-5236.8423,-4149.2457,-109.6747,-2822.0683,2999.3102,2692.9102,-970.8071,585.8926,-3102.9306,1392.7206,-5091.9616,1479.2390,-6426.1316,-3926.3068,1766.7886,-1706.1717,-4057.3812,4238.0164,-1763.3082,1860.4685,3990.9296,2468.4082,4045.2510,-5680.3760,-2516.4703,-5323.3169,3551.0962,6781.5073,-2220.7875,-5005.2121,-4905.3575,901.2651,5159.8402,1621.5384,638.9494,1661.9456,4560.8717,-5517.7936,6398.7043,2943.5751,-3211.7472,-3690.5715,29.6642,5022.8956,-2834.6973,4880.3652,277.9933,-6735.6370,1036.1696,1350.9806,3586.1713,1411.5324,1197.4060,-6290.2477,-4491.7855,1501.2723,3220.5346,-3165.3382,4851.9902,-1761.5875,-3711.3308,5695.8309,1251.7656,-2632.3720,4412.7500,-378.5912,-1704.0966,-3901.6425,-904.1768,3435.8850,-1025.4714,-89.2398,4399.4391,-6414.6721,4096.6339,-1505.5511,2282.8615,4868.6582,1623.7115,2738.2234,4785.9098,-4460.8231,-2241.0625,340096.5429,344724.6298,328887.7555,330954.0214,329681.3601,330245.9255,338719.9283,333501.0787,288275677.9373,288290725.7509,288278514.3016,288292142.2639,334826.7126,288287043.5893,-1514.7152,397.0921,-5493.6658,163.1336,4688.1955,-37.0577,-2828.1534,-5178.7935,-4515.1001,-1321.8613,4395.7568,-5510.5395,4714.0039,6870.6169,4558.2058,5441.5128,4809.0688,-4116.6255,5513.1372,-3187.5408,-5438.7339,970.7479,5468.7481,5339.8589,-5480.6400,-5534.6057,-1496.3372,4029.8097,-6365.0539,834.2721,-4641.2248,-3764.8808,5084.4859,4989.9137,-3988.6548,-5522.2420,4682.1399,-5515.2976,6433.8934,-5523.9837,-3933.4034,-2191.9851,-1907.5746,4374.7051,-819.5862,5275.9346,-4010.9950,-4279.1881,-4693.4388,-2321.3629,5521.9696,-1205.7363,1844.0689,3149.9363,-922.6830,2367.4314,1114.7514,-2843.1767,-5286.6889,2177.9963,2584.2276,4832.4669,4867.2746,2350.4755,239.1874,-6868.6166,1553.1477,5338.9290,-1751.0084,3595.9207,-1587.5172,-5266.8213,5001.8232,-3499.3506,5061.8314,229.9338,5517.4511,-5319.4061,3845.2760,6802.6019,5436.7112,-4509.1787,-3748.6593,-4410.9531,1883.2588,-3454.1464,-5471.0551,4590.6855,6431.2169,5278.0083,2544.9753,-5514.4830,5273.8840,-4035.9583,80.9196,574.8699,-5347.2108,3671.0533,3669.7798,4450.8293,139495.4243,137658.7923,134637.3107,141642.0022,140453.1086,129779.9703,129185.9691,135591.3004,20219464.7234,20200468.6067,20239389.7349,20223384.0993,136050.6151,20230117.1427,
600.000,-6608.5389,5866.5850,-793.3682,-513.6206,-3291.0041,6306.8892,-5792.8154,3910.2118,-2311.6543,-5613.6735,-4329.0131,2702.9746,1158.1277,679.4986,1807.4532,808.2455,4010.1710,-54.8638,-2495.7759,-6482.7281,1395.8721,6518.9712,-1519.5649,4210.8585,4642.2425,1023.4869,6096.4515,1252.0233,-389.6397,1053.1502,1302.9286,-5603.9843,-5395.1849,-3952.8708,-1743.7068,-4692.2213,5483.2594,758.4944,349.5336,1048.6459,-1352.9215,-5989.7956,-4836.7411,5515.8396,2296.6608,-4586.9284,789.1387,300.3094,-4263.0645,-3129.0216,4476.4705,-6073.3855,-6274.6331,-3097.6455,2569.2041,539.9890,6632.9270,4829.0301,1075.0088,5665.2556,-3179.0179,-5566.1992,2438.4111,6750.5141,-2964.4755,-2054.0317,6097.1842,-654.9335,5974.1784,6603.3051,-3146.5077,-1765.8862,-2962.5238,-3285.1713,-5143.7385,-3706.2817,-4375.1759,79.2653,2093.0766,-2488.1089,-4195.1661,4683.4688,-6473.4802,-4495.5003,4780.1117,-5055.1104,3866.6870,-5998.1509,3290.3041,2556.7101,-941.0733,2914.9248,3957.3752,4727.6253,-3542.0712,-6226.8978,4944.8588,-1517.0708,-4502.7209,-4986.7181,-130655.8755,-114894.4852,-118708.3136,-123161.3035,-114770.0635,-118151.5770,-117461.5125,-120326.6817,109302532.5293,109317925.1135,109309842.7622,109299568.7501,-119265.2982,109289391.5531,2081.6767,3166.0058,-4742.1944,6699.1342,4981.8697,1907.4397,-3601.1723,1441.6237,5106.8816,-3054.8221,-3766.6102,3468.9306,5093.4240,2244.1187,4740.8048,-4670.1898,761.4100,-4661.7063,-3984.0522,1583.0590,-4003.5268,1868.0638,4008.9355,-3012.5174,-1466.5767,-4349.0048,20.2364,-6288.0892,2435.0086,-6830.9570,-4180.7052,3337.5796,-120.2796,-3692.9133,4389.8034,161.1937,-118.7978,4679.7552,4429.7766,4579.1312,-6311.3625,-752.0215,-3805.3830,2210.4863,6453.8981,-441.8786,-6093.2687,-5887.1234,2912.9228,6144.0134,-439.9185,2099.7204,2903.9036,5917.2909,-5991.4561,5914.7693,1825.8369,-4756.3333,-5143.9872,-1270.4954,6086.9158,-1759.6700,5274.5863,-1304.8336,-6120.5793,1905.9644,-24.7177,4924.6768,7.9722,-92.7379,-6178.5681,-3773.7357,453.9874,3847.4466,-2176.2132,5717.5979,321.0364,-4139.6675,4370.9940,2074.6200,-620.1436,3433.5179,1039.0161,220.8191,-5000.4255,683.9237,1775.3849,493.2751,-2077.2268,3257.5414,-6776.2076,3727.6306,-3508.1608,397.0969,5695.2716,2747.2305,1380.6114,4718.7086,-2609.2876,-98.9887,337423.6510,342534.0526,326469.5840,328616.5745,327288.0814,327813.9076,336279.1965,330954.3487,290735125.1274,290750690.2517,290738403.7796,290751977.8586,332439.6423,290746459.5329,605.0066,1895.5279,-4971.9441,-1637.2875,3490.8358,1766.8052,-1134.9219,-5529.8529,-3891.5199,-2714.7520,3657.0122,-5332.5924,4547.7633,6524.6579,4708.0945,4938.6139,5338.2413,-5090.6041,5065.2918,-1890.9196,-5472.0308,-855.1912,5419.8440,4581.4649,-4920.5225,-5298.1412,-3143.2051,2590.3153,-6501.4071,-709.8782,-5375.3220,-2253.2003,4152.4817,4016.5942,-5003.8287,-5082.0337,4232.3286,-5043.0896,5317.9826,-5082.9744,-2465.9433,-3425.8657,-3200.7577,3565.9017,992.5496,4767.4368,-3005.6323,-3437.0738,-4632.8932,-573.6629,5248.8504,-2615.4534,58.7676,1845.3551,-2368.8184,3559.9858,-697.1556,-1473.0514,-4486.5214,3704.0134,865.1787,3699.9397,3759.1690,902.2336,-1297.7531,-6356.3743,3187.2445,4670.9477,-3358.1697,2041.8129,530.4621,-5534.1886,6251.7201,-4692.6670,4067.0266,-1305.0469,5332.3529,-5463.1149,4926.2778,6129.7453,5459.7206,-3805.4870,-2233.0055,-5258.6017,100.7825,-4668.5334,-5448.2796,3353.6958,5745.4402,5529.3739,1124.2214,-5047.0733,4448.7438,-5041.1839,-1455.1417,-1234.8360,-4617.7239,4813.4761,4406.1926,4637.5885,139431.4651,137569.8606,134624.6941,141422.5768,140500.9424,129873.3921,128930.0433,135957.4347,20214793.1623,20195845.7684,20234566.8885,20218569.5947,135957.8292,20225574.0049,
