sl_100_86400_20251101 Coordinates.csv
2025/11/01 07:47:00.0000 UTC

Generated: Tue Oct  8 16:21:10 2024,
Start: 2025/11/01 07:47:00.00, Stop: 2025/11/02 07:47:00.00,
TIME_UNITS,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-3874 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-30250 - X-Coordinate,STARLINK-5933 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-1971 - X-Coordinate,STARLINK-31254 - X-Coordinate,STARLINK-1697 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-5330 - X-Coordinate,STARLINK-30066 - X-Coordinate,STARLINK-6291 - X-Coordinate,STARLINK-3323 - X-Coordinate,STARLINK-5246 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-1337 - X-Coordinate,STARLINK-4573 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-32121 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-1296 - X-Coordinate,STARLINK-4315 - X-Coordinate,STARLINK-5362 - X-Coordinate,STARLINK-1073 - X-Coordinate,STARLINK-4577 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-2078 - X-Coordinate,STARLINK-30581 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-4217 - X-Coordinate,STARLINK-1953 - X-Coordinate,STARLINK-31649 - X-Coordinate,STARLINK-5291 - X-Coordinate,STARLINK-4326 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-30716 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-31850 - X-Coordinate,STARLINK-6076 - X-Coordinate,STARLINK-3945 - X-Coordinate,STARLINK-30946 - X-Coordinate,STARLINK-5700 - X-Coordinate,STARLINK-1058 - X-Coordinate,STARLINK-1231 - X-Coordinate,STARLINK-31904 - X-Coordinate,STARLINK-4397 - X-Coordinate,STARLINK-31332 - X-Coordinate,STARLINK-4494 - X-Coordinate,STARLINK-2443 - X-Coordinate,STARLINK-5315 - X-Coordinate,STARLINK-31953 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-4496 - X-Coordinate,STARLINK-30920 - X-Coordinate,STARLINK-5709 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-2439 - X-Coordinate,STARLINK-6071 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-2121 - X-Coordinate,STARLINK-30345 - X-Coordinate,STARLINK-5630 - X-Coordinate,STARLINK-11158 [DTC] - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-2399 - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-1366 - X-Coordinate,STARLINK-31548 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-32130 - X-Coordinate,STARLINK-6070 - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-5126 - X-Coordinate,STARLINK-5754 - X-Coordinate,STARLINK-1274 - X-Coordinate,STARLINK-1838 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-5762 - X-Coordinate,STARLINK-30223 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-30362 - X-Coordinate,STARLINK-2242 - X-Coordinate,STARLINK-3614 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-3894 - X-Coordinate,STARLINK-5022 - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-30553 - X-Coordinate,STARLINK-3748 - X-Coordinate,STARLINK-30572 - X-Coordinate,STARLINK-5661 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-3874 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-30250 - Y-Coordinate,STARLINK-5933 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-1971 - Y-Coordinate,STARLINK-31254 - Y-Coordinate,STARLINK-1697 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-5330 - Y-Coordinate,STARLINK-30066 - Y-Coordinate,STARLINK-6291 - Y-Coordinate,STARLINK-3323 - Y-Coordinate,STARLINK-5246 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-1337 - Y-Coordinate,STARLINK-4573 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-32121 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-1296 - Y-Coordinate,STARLINK-4315 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,STARLINK-1073 - Y-Coordinate,STARLINK-4577 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-2078 - Y-Coordinate,STARLINK-30581 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-4217 - Y-Coordinate,STARLINK-1953 - Y-Coordinate,STARLINK-31649 - Y-Coordinate,STARLINK-5291 - Y-Coordinate,STARLINK-4326 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-30716 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-6076 - Y-Coordinate,STARLINK-3945 - Y-Coordinate,STARLINK-30946 - Y-Coordinate,STARLINK-5700 - Y-Coordinate,STARLINK-1058 - Y-Coordinate,STARLINK-1231 - Y-Coordinate,STARLINK-31904 - Y-Coordinate,STARLINK-4397 - Y-Coordinate,STARLINK-31332 - Y-Coordinate,STARLINK-4494 - Y-Coordinate,STARLINK-2443 - Y-Coordinate,STARLINK-5315 - Y-Coordinate,STARLINK-31953 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-4496 - Y-Coordinate,STARLINK-30920 - Y-Coordinate,STARLINK-5709 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-2439 - Y-Coordinate,STARLINK-6071 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-2121 - Y-Coordinate,STARLINK-30345 - Y-Coordinate,STARLINK-5630 - Y-Coordinate,STARLINK-11158 [DTC] - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-2399 - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-1366 - Y-Coordinate,STARLINK-31548 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-32130 - Y-Coordinate,STARLINK-6070 - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-5126 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,STARLINK-1274 - Y-Coordinate,STARLINK-1838 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-5762 - Y-Coordinate,STARLINK-30223 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-30362 - Y-Coordinate,STARLINK-2242 - Y-Coordinate,STARLINK-3614 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-3894 - Y-Coordinate,STARLINK-5022 - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-30553 - Y-Coordinate,STARLINK-3748 - Y-Coordinate,STARLINK-30572 - Y-Coordinate,STARLINK-5661 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-3874 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-30250 - Z-Coordinate,STARLINK-5933 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-1971 - Z-Coordinate,STARLINK-31254 - Z-Coordinate,STARLINK-1697 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-5330 - Z-Coordinate,STARLINK-30066 - Z-Coordinate,STARLINK-6291 - Z-Coordinate,STARLINK-3323 - Z-Coordinate,STARLINK-5246 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-1337 - Z-Coordinate,STARLINK-4573 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-32121 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-1296 - Z-Coordinate,STARLINK-4315 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,STARLINK-1073 - Z-Coordinate,STARLINK-4577 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-2078 - Z-Coordinate,STARLINK-30581 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-4217 - Z-Coordinate,STARLINK-1953 - Z-Coordinate,STARLINK-31649 - Z-Coordinate,STARLINK-5291 - Z-Coordinate,STARLINK-4326 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-30716 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-6076 - Z-Coordinate,STARLINK-3945 - Z-Coordinate,STARLINK-30946 - Z-Coordinate,STARLINK-5700 - Z-Coordinate,STARLINK-1058 - Z-Coordinate,STARLINK-1231 - Z-Coordinate,STARLINK-31904 - Z-Coordinate,STARLINK-4397 - Z-Coordinate,STARLINK-31332 - Z-Coordinate,STARLINK-4494 - Z-Coordinate,STARLINK-2443 - Z-Coordinate,STARLINK-5315 - Z-Coordinate,STARLINK-31953 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-4496 - Z-Coordinate,STARLINK-30920 - Z-Coordinate,STARLINK-5709 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-2439 - Z-Coordinate,STARLINK-6071 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-2121 - Z-Coordinate,STARLINK-30345 - Z-Coordinate,STARLINK-5630 - Z-Coordinate,STARLINK-11158 [DTC] - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-2399 - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-1366 - Z-Coordinate,STARLINK-31548 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-32130 - Z-Coordinate,STARLINK-6070 - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-5126 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,STARLINK-1274 - Z-Coordinate,STARLINK-1838 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-5762 - Z-Coordinate,STARLINK-30223 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-30362 - Z-Coordinate,STARLINK-2242 - Z-Coordinate,STARLINK-3614 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-3894 - Z-Coordinate,STARLINK-5022 - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-30553 - Z-Coordinate,STARLINK-3748 - Z-Coordinate,STARLINK-30572 - Z-Coordinate,STARLINK-5661 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2092.5181,-1417.4390,-5370.1035,2865.9068,-981.7036,-5522.1008,-3832.8740,-5902.6764,-5399.7786,-6118.3287,1016.5706,-4038.4477,-5511.3256,-1944.7034,-241.8187,-617.8236,5475.1808,424.4367,3353.1530,199.9955,1304.0797,6607.7207,5853.5531,5586.4847,1375.7994,3985.8240,-3829.6659,-1550.7396,-4942.0668,2170.6514,4063.6024,-3563.2442,-493.9648,-5540.5978,402.0696,1265.9020,906.7691,-3370.6659,-1040.0223,452.2920,-348.3461,-3531.2396,-6426.7840,-5836.3634,-6227.3061,2238.7745,-4100.6523,-6165.2616,-5151.8675,6169.2628,4691.3924,1676.0727,4234.9459,5427.1198,5303.4048,-5637.7206,-2024.8686,6657.1165,-608.3696,3819.3510,-5231.4926,-6803.6107,5635.8397,262.6305,5348.8519,-1748.0580,6051.4080,0.0000,314.1388,-5806.6269,248.8106,-2662.2291,3198.7102,-2555.2750,-3300.1195,4711.0923,-3512.5514,-3782.7245,1163.0334,5814.2114,-3510.1689,5051.0897,-1230.0740,4743.1047,5706.1394,-6577.6089,-5794.3029,6089.4179,4585.9763,-1487.4507,3861.3580,-5222.0781,3501.0130,-4979.6773,3832.8717,-375.1121,1837.9123,3806.2070,-4247.0509,-5417.2704,377540.2631,361288.0638,375508.0617,373973.5616,374148.6796,373978.8591,365479.0249,370741.9607,-71910010.5396,-71893869.8293,-71907106.6806,-71901063.9646,369569.1794,-71900875.9528,4270.2316,-5087.7544,1783.7529,-4664.9677,6198.3296,-3108.9654,5386.7380,379.1033,2327.6794,2737.3132,2156.9255,-4208.8091,4198.8126,5200.9406,-4976.7229,5785.5723,2648.6125,-6437.1804,-4060.9493,-6730.2884,-4910.3735,1355.2721,3550.8749,3908.6046,4283.3095,-1081.9177,4787.2706,5805.8549,-1132.6475,4120.5104,-5593.4233,-4868.8478,-6638.7137,-1562.5497,2480.5296,1853.9712,-5322.6442,2911.1250,-6717.8572,6257.8571,-6079.9046,3826.5852,2555.3755,-189.2762,-2644.2829,-5025.3023,2905.6513,2591.1536,2077.1497,1659.8584,1385.7417,3812.1738,2539.8536,3068.0817,-4379.4640,1687.5679,6503.5209,-513.2154,-5003.9749,-5101.9898,-4533.1064,880.0572,-2174.5281,6839.2866,3385.4343,-1610.0157,-62.8750,0.0000,5955.9995,-1256.8764,5264.1328,-5577.0020,-4754.6621,-3895.7272,-5434.9952,1953.4829,-2735.0695,-4248.0009,3996.4509,2770.4921,2470.2455,2876.4041,5015.7264,1788.1605,1953.1291,914.6091,3270.1088,-3070.9952,-3776.1355,-5846.4108,4752.8104,-1435.1070,-4339.0975,-4253.7530,5420.8540,-6022.0597,-5541.0225,-1857.7271,-774.3908,-472.4753,-47161.4372,-33341.1966,-33667.2812,-38027.2527,-29555.0390,-32848.5487,-33222.9847,-34564.8822,330891297.3844,330892925.1758,330908506.1756,330898980.7227,-34570.2083,330906374.2861,4751.1209,4456.5757,-3981.9519,4246.6567,2980.4714,2831.5951,-2061.5716,-3444.2259,3634.4186,1727.0229,-6529.4838,-3749.2814,-213.0091,-4124.6459,-4787.1473,-3761.6447,3284.9529,-2444.5636,4323.6699,-648.4057,-4723.5020,-1360.0897,1131.6225,-1269.2489,5261.5555,5520.0335,2988.7755,-3404.4992,4723.3256,-5111.4669,-251.5172,3370.3230,-1850.9237,-3707.8491,-6481.3454,-6574.6982,-4346.2226,-5213.1804,-1306.1582,2609.8697,-3075.2854,4571.9236,11.9458,3732.6277,1526.4602,-4198.5178,-4757.8226,1312.0981,-4163.2916,-2390.1321,4878.9245,-5500.5329,-4893.2324,-2753.1529,-703.8957,-3628.9833,609.6752,1850.6115,-4605.4555,2705.9777,-377.9124,1024.0117,3383.2473,-1055.2013,-2838.9980,6517.8468,-2973.3429,0.0000,3460.2633,3569.0471,-4451.5171,2864.2691,3927.0196,-4982.3455,2802.4560,-4535.7031,5279.3039,3950.0043,-5523.6004,-2276.3621,5412.7459,-3785.4996,-4631.3961,-4680.1030,3378.9161,1988.0793,-1905.3801,1105.5651,3522.5765,3390.1550,3207.5830,-4308.1891,-4011.8620,2270.0903,-1920.1060,-3423.3151,3735.1703,5336.3785,5292.9316,-4303.7341,-48918.5337,-49324.4006,-52119.7740,-45376.1749,-46383.0856,-57064.3176,-57724.2851,-49518.2111,-123456742.6732,-123476768.3417,-123486894.7400,-123468563.6961,-50837.7923,-123467068.7048,
3600.000,-3185.9198,3950.1663,5629.1391,1202.7561,-663.7507,4123.4582,2417.8042,6296.1735,5365.6601,3118.1712,-5073.1353,5101.7694,3185.9188,-1973.2513,3780.8133,-2536.9669,-4091.4155,1227.1507,1111.1534,2133.9715,2597.3064,-6130.0347,-3425.6844,-6273.6354,-4680.2912,-2822.9379,-540.5286,-77.9159,5414.5287,-5452.3497,-1914.6310,5336.7792,2418.1623,6795.3627,-4599.1084,2788.8183,2224.1958,1881.1338,2449.6816,-2390.0687,3218.7883,-115.1382,4410.0487,6438.4138,6584.8484,-700.8812,3627.7026,4285.1352,1099.5937,-6539.6488,-3484.9542,-5484.1185,-6231.6311,-4822.4170,-2695.0374,2068.1236,-555.3223,-4414.6936,4837.9471,-304.9716,5816.1739,5751.3027,-2417.5960,-1770.2935,-5097.3457,4938.1172,-6011.1937,0.0000,-2197.3267,6821.5380,-2713.2735,4693.5738,-3655.8982,5933.8407,3514.7637,-6279.3417,4724.2260,6305.5148,-5075.6029,-4252.9998,2113.7605,-6870.4748,-2818.5677,-5997.3407,-3888.8034,4161.6031,2647.5471,-4600.9880,-572.5142,3402.8942,-4118.4834,6891.1759,-1269.5402,5173.5585,-4140.5355,2978.6442,2074.3397,-551.0023,5805.5427,4111.9504,377111.8755,355852.6454,372519.0506,370048.8374,370870.3458,370863.9620,363191.5869,365541.2428,-155154982.0328,-155135643.8732,-155151338.5512,-155140742.2869,366398.7669,-155145924.4683,-3552.3931,1596.4021,-4016.4949,5184.2387,-3056.7065,5035.0784,-6066.8787,-2449.3519,-4337.3017,-3639.1521,-498.1790,331.1243,-5230.1775,-3665.1251,2316.6079,-3299.4565,1000.2734,6479.3489,5393.7568,4326.9147,5411.4333,446.8593,-4533.7703,-1746.5917,-1489.2408,5067.6783,-4968.7438,-6846.2555,-2729.8386,-3763.5700,5424.6115,4313.4849,4031.1870,-313.4248,-777.6128,1830.6067,6343.0863,-6257.7514,5736.3420,-5974.5664,5955.5199,-5632.2474,-3515.5136,-2521.6655,469.5261,6875.6573,-5760.4098,-4573.4080,690.2456,1019.2251,2852.9630,-2368.9570,-3054.7653,1241.6917,4530.7154,-3589.0698,-5045.7247,3012.0389,3397.2359,4381.7902,2114.1318,-2895.6912,4459.4277,-5879.0363,308.5014,-1337.2563,2275.2766,0.0000,-6491.7523,-1220.3892,-6310.4114,1691.9865,5845.4261,3073.4357,5596.6597,1744.3611,-1502.0938,2733.9977,-2601.1580,787.3336,-5914.3866,-714.0439,-4976.9231,1926.6429,1539.1251,-3296.4911,-3893.4867,4051.0696,4130.8518,2443.1020,-893.7029,-400.2302,6702.1575,749.9043,-2166.5943,6262.2024,4678.8361,5329.8067,-2766.1101,-3426.0161,50722.0670,59852.1383,58727.0132,55702.4321,64575.7100,61602.5250,60219.4002,58808.7764,300971276.2717,300972630.6614,300980974.2851,300983389.9231,59223.2253,300985380.7354,-4747.4903,-5452.5749,-62.4535,-4448.9941,-6215.4720,2415.7767,-2298.9587,-1088.2059,502.1178,-4998.4630,4711.4386,4671.8531,-3251.6992,5512.7075,5285.6165,5526.6986,-5489.2519,-2021.1690,-4031.2011,4731.9866,3463.7577,-3094.2423,3981.6517,-2387.7740,-4892.8406,-3745.7017,-4655.9655,-887.4389,-3370.5761,1959.2138,-3845.7932,859.6057,5053.9626,-749.9400,5139.2501,6075.8412,1671.6479,2057.9588,-3002.0926,2183.7077,-832.7459,-4049.0762,3997.5583,-538.0018,2123.2689,261.6662,1216.3872,2669.8325,6809.7906,-1651.9847,-5252.0209,3435.7135,390.9035,4636.8242,4465.5598,5523.4799,-4588.2175,-4416.6338,3398.6876,-5359.1604,-3128.1455,2574.4242,-4722.3030,-3204.1030,4684.3289,-4704.1478,-2039.5575,0.0000,797.0130,-283.4538,586.5742,-4649.6703,859.4157,1347.7325,2139.3329,2003.6656,-4823.0554,-894.4201,3897.3190,5275.4326,-2901.3095,598.5962,3912.4456,2796.4212,-5513.2161,-4465.0916,5062.5217,3183.7298,-5514.1480,-5516.3974,-5487.7877,418.8203,784.7825,-4559.1125,5081.0619,40.0079,-4683.7305,-4226.2630,-2330.1203,4397.1158,-47578.6848,-47463.7960,-49239.6371,-45516.8692,-43210.9758,-52663.0969,-57556.8386,-50641.0628,-123499584.8881,-123514298.1674,-123529383.4792,-123505760.5850,-49081.5895,-123511264.1518,
7200.000,6363.1099,-6015.0516,-3390.3329,-4561.6325,3747.0275,-552.6753,588.5877,-3307.1977,-2848.5275,1174.9388,6939.8836,-5400.5794,679.1396,5612.8287,-6465.1269,5669.4459,2397.6397,-2910.3746,-4533.9513,-4670.6788,-5114.8928,2995.9271,-292.0192,4962.8890,6721.4566,1499.7123,4752.3442,1919.4200,-4604.3869,6056.9416,-1819.6252,-4927.4534,-4693.6988,-4488.9501,6882.8406,-3310.3837,-4128.4292,-107.6938,-3671.7595,3693.8648,-4678.2292,3084.7637,-286.2517,-4659.0618,-4698.0185,-1043.9713,-1904.0178,3.1718,4259.3974,3702.8263,2291.0480,6782.9586,5002.7887,3052.8974,-1597.8419,1685.2006,4023.8949,1022.4305,-6725.4689,-3865.4623,-4819.6386,-2521.4251,-1105.3260,3447.8299,4109.7882,-6560.0630,1998.4857,0.0000,3328.5723,-5270.9784,3731.3704,-5591.8896,2012.8742,-5887.9707,-2646.3475,5066.7252,-5135.3968,-6362.8356,6797.8407,1845.2145,-640.5476,6086.6834,5566.0454,5306.3876,1776.5565,-674.2171,1718.5957,716.9429,-3629.2710,-5321.3369,4205.6719,-5513.8084,-1292.2033,-4542.2944,4143.2334,-4426.4051,-5473.3383,-1826.7327,-4776.2251,-2369.2112,351387.6021,327435.3850,345574.8632,341903.7025,343967.2450,343128.1206,337592.5878,340250.3486,-227808700.5085,-227787089.0428,-227800610.8234,-227797502.4160,339801.0261,-227799203.0508,2123.6560,1572.2716,4463.1749,-4843.3714,-424.7859,-2924.3917,4504.3282,3554.9563,4566.5263,4446.9553,192.9205,3354.8745,5020.8157,2085.0184,-1.5245,679.4468,-4899.9088,-3536.7559,-5049.0015,160.3642,-4680.8897,-2933.8350,1419.6757,-1537.7598,-695.5030,-6720.5191,3993.6085,4782.6070,5185.7803,2292.9970,-3736.6335,-1627.4417,-211.3782,2248.0167,429.6678,-5757.0014,-5185.4320,6365.3811,-2210.6741,2159.3305,-2793.2288,6117.5135,4145.5720,4173.8202,2397.0587,-5670.4455,5899.9098,4996.3491,-566.1349,-3623.0627,-6096.1455,906.1900,2163.8390,-5309.1165,-3956.1111,5416.3034,1804.0070,-5350.2506,-1091.9480,-3279.2276,1579.4544,4503.4983,-6064.1919,2465.5127,-4174.5470,2291.9946,-3696.0011,0.0000,3967.7164,3187.4269,4509.3579,2610.8263,-4176.4138,-993.9877,-2616.9205,-4091.4795,4434.9422,-375.2714,1248.2769,-4891.7160,6731.5971,-1542.9969,4050.9617,-4309.5482,-5204.1739,5448.6665,4357.2319,-4150.1557,-4301.5621,1298.8287,-3378.8905,1907.2941,-6050.3993,3282.7150,-2272.4403,-4149.9047,-3210.5969,-6570.7352,4292.8325,6253.2987,145385.5811,148162.1975,147375.7859,145887.8882,154697.3742,151435.9383,150349.6790,149803.6619,250513500.7422,250516758.4698,250517184.1118,250533369.0641,149212.9931,250526785.1583,521.1973,3022.0629,4044.5314,1944.8449,5832.2602,-6277.5236,5215.0992,4811.8792,-4350.0141,5164.1630,-171.0331,-2766.1088,4721.5069,-3465.7183,-2437.7225,-3926.4527,4241.6141,5146.5212,683.3911,-4892.4226,-122.7353,5444.4363,-6795.1136,4584.1927,1525.2191,-462.5552,2829.4578,4585.5400,-33.1329,2407.9058,5520.1907,-4575.4172,-5069.5867,4645.4935,-823.9633,-2038.0029,2010.4949,2530.8929,5424.6158,-5286.6382,4089.2698,1065.2071,-5534.3373,-2997.9110,-4510.2298,3813.0288,3061.4046,-4643.3744,-5453.5159,4422.3053,2314.5807,845.4189,4298.3083,-2988.6553,-5445.4053,-3955.3690,5219.1185,4276.1968,337.1233,4710.7651,4716.8664,-4639.5767,3153.2215,5465.6181,-3717.7041,105.3808,5261.4423,0.0000,-4563.7668,-3190.7750,3637.2368,2884.6271,-5185.7711,3283.2473,-5876.5961,2017.9675,1309.7181,-2725.1153,161.5048,-4399.3070,-1451.3049,2934.0708,-840.0262,897.1918,4185.5928,4227.1636,-5098.5061,-5483.6354,4000.9239,4224.3488,4317.8467,3707.4960,2966.9692,4074.3023,-5046.3252,3349.7482,2789.9339,-80.3497,-2353.3699,-1833.2343,-46270.4207,-45685.5385,-46312.1470,-46589.2395,-40528.0054,-47353.6784,-56669.3495,-45723.7903,-123543150.7388,-123551460.1082,-123570472.7411,-123548178.6197,-47320.3898,-123555426.8602,
