sl_5_5400_20250917 Coordinates.csv
2025/09/17 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:42 2024,
Start: 2025/09/17 07:47:00.00, Stop: 2025/09/17 09:17:00.00,
TIME_UNITS,STARLINK-3350 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-3685 - X-Coordinate,STARLINK-4073 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3350 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-3685 - Y-Coordinate,STARLINK-4073 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3350 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-3685 - Z-Coordinate,STARLINK-4073 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1847.6218,4173.6768,-3088.8103,-835.8115,-1682.0850,-353433.3544,-344898.3220,-338126.8515,-342398.0128,-336386.7741,-338862.4547,-345154.0538,-343784.1125,8957157.8710,8962951.7455,8956393.6336,8964447.0989,-343159.6194,8968866.4971,4136.9719,5513.9173,-3940.9731,4496.7536,5989.7640,53043.3326,85549.5495,65154.3952,62880.6228,68808.6561,66510.9121,72250.3077,70060.3781,341313472.2640,341292127.9185,341294887.2148,341306706.0556,68394.1306,341301564.1390,-5237.1846,263.0471,4763.7973,5173.1802,-3015.7157,156988.1706,154378.6529,151663.7182,158621.2316,157409.0008,146713.2374,146242.9269,153025.3946,-61514640.7657,-61512895.8705,-61533289.0629,-61535418.8205,153043.7327,-61526408.7395,
300.000,3284.8088,4965.4976,-4842.3847,1244.4285,-503.5678,-354448.5963,-346615.9411,-339587.9570,-343844.8106,-337765.7112,-340202.2197,-346552.9414,-345344.2948,1502164.2208,1508233.9003,1501520.6396,1509066.0878,-344567.9404,1513870.3470,2534.5485,4571.9394,-3378.4959,3947.7436,6760.4000,45559.0427,78366.8795,57817.3121,55686.2389,61608.5497,59302.0880,64952.0943,62706.2360,341428647.7140,341407451.1003,341409483.8775,341421217.6006,61170.2761,341416659.7223,-5544.6608,-1537.0237,3596.2068,5526.1790,-1349.8099,156899.9923,154292.1471,151668.9194,158420.2518,157473.4902,146821.0396,146001.6886,152479.9571,-61520193.1862,-61517934.6706,-61538262.4306,-61540804.6721,152967.5631,-61531882.2937,
600.000,4447.6452,5278.2921,-6108.5079,3222.5764,709.9543,-355304.7230,-348183.9814,-340899.2208,-345141.2104,-338995.9189,-341392.7094,-347795.8622,-346685.0032,-5953582.4900,-5947242.1987,-5954073.4616,-5947026.8355,-345824.2217,-5941875.0521,719.6339,3165.7137,-2520.3236,3064.2213,6857.9298,38056.5999,71148.3448,50453.5926,48463.6181,54380.4524,52068.0111,57624.0712,55200.9486,341381004.1610,341359968.9812,341361270.9907,341372883.1638,53917.3629,341368935.9602,-5258.6955,-3171.8086,2040.8533,5282.4819,461.9006,156811.4564,154205.4295,151676.4930,158214.0370,157534.2347,146934.5297,145765.9846,151971.6565,-61525750.8497,-61522983.2243,-61543229.3347,-61546165.4304,152891.2933,-61537355.8055,
900.000,5217.6610,5097.0884,-6762.9864,4899.2152,1857.9095,-356001.4496,-349601.6680,-342060.0710,-346286.6614,-340076.6521,-342433.7113,-348882.2502,-347795.4199,-13406526.6634,-13399921.6877,-13406833.4013,-13400273.4609,-346927.8624,-13394814.0912,-1129.4809,1424.7276,-1434.2590,1932.0519,6270.3845,30539.4030,63897.0727,43066.4974,41216.1098,47127.4270,44811.8229,50269.7402,47571.6279,341170563.6095,341149703.1269,341150272.3339,341161727.5068,46638.5903,341158415.0221,-4409.5989,-4466.0436,265.4065,4468.3205,2223.6177,156722.5637,154118.5025,151686.2793,158002.4780,157591.2573,147053.7879,145535.7389,151532.4665,-61531313.7182,-61528041.6068,-61548190.1872,-61551500.2465,152814.9234,-61542829.2750,
1200.000,5509.7917,4453.2010,-6744.1344,6102.9026,2845.6203,-356538.5645,-350868.2917,-343070.0022,-347280.6854,-341007.2401,-343325.1005,-349811.6156,-348671.8616,-20853114.0203,-20846250.9911,-20853205.3313,-20847116.9697,-347878.3286,-20841392.4866,-2835.0149,-486.0275,-208.5579,655.6238,5055.6643,23010.8543,56616.2070,35659.2945,33947.0938,39852.5550,37536.6643,42892.6018,39852.2643,340797425.7016,340776752.7133,340776589.3148,340787853.3255,39337.1702,340785196.7153,-3087.6553,-5281.5798,-1538.6763,3171.4155,3744.6870,156633.3151,154031.3682,151698.1144,157785.4608,157644.5803,147178.8964,145310.8788,151188.2756,-61536881.7513,-61533109.8723,-61553145.4252,-61556808.2761,152738.4535,-61548302.7020,
1500.000,5282.0610,3419.1756,-6058.7100,6708.0751,3591.7864,-356915.9289,-351983.2091,-343928.5758,-348122.8773,-341787.0866,-344066.8418,-350583.5444,-349317.9196,-28289793.2948,-28282679.5160,-28289638.5195,-28284003.6492,-348675.1543,-28278058.9753,-4236.6116,-2381.8598,1054.8874,-651.5902,3335.6346,15474.3575,49308.9073,28235.2582,26659.9800,32558.9349,30245.6727,35496.1538,32080.8671,340261767.6691,340241294.4820,340240400.9149,340251441.2213,32016.3254,340249458.4371,-1434.0343,-5531.7108,-3177.1566,1531.7471,4860.5923,156543.7113,153944.0290,151711.8303,157562.8658,157694.2260,147309.9384,145091.3345,150957.4178,-61542454.9061,-61538188.0558,-61558095.5099,-61562088.6887,152661.8836,-61553776.0865,
1800.000,4541.6946,2100.3697,-4780.3827,6648.6915,4034.7498,-357133.4769,-352945.8437,-344635.4197,-348812.9057,-342415.6687,-344658.9920,-351197.6983,-349744.0315,-35713017.9282,-35705661.3449,-35712587.0445,-35707384.6108,-349317.9411,-35701267.0087,-5206.5508,-4076.0649,2248.7581,-1876.9362,1283.3698,7933.3166,41978.3471,20797.6678,19358.2100,25249.6805,22941.9803,28083.8911,24296.6270,339563844.2503,339543582.6586,339541963.5985,339552749.6374,24679.2883,339551455.0906,373.8758,-5189.8996,-4474.2226,-273.4790,5450.8537,156453.7533,153856.4870,151727.2550,157334.5681,157740.2161,147446.9984,144877.0393,150849.8487,-61548033.1376,-61543276.1741,-61563040.9266,-61567340.6803,152585.2137,-61559249.4286,
2100.000,3346.5255,624.2596,-3041.1565,5925.8132,4137.1291,-357191.2153,-353755.6853,-345190.2288,-349350.5133,-342892.5372,-345101.7032,-351653.8149,-349966.5928,-43119247.7604,-43111656.9262,-43118511.4870,-43113717.5090,-349806.3588,-43107476.4437,-5661.6834,-5397.9966,3269.1064,-2918.1194,-894.7464,391.1341,34627.7128,13349.8057,12045.2580,17927.9193,15628.7119,20659.3048,16537.2857,338703987.5683,338683948.8345,338681611.1846,338692114.7575,17329.2997,338691518.9634,2141.4712,-4292.4036,-5291.2990,-2049.2059,5451.8653,156363.4417,153768.7442,151744.2133,157100.4374,157782.5716,147590.1606,144667.9295,150866.8724,-61553616.3982,-61548374.2265,-61567982.1835,-61572563.4880,152508.4440,-61564722.7283,
2400.000,1801.0513,-871.5779,-1017.1553,4607.9541,3888.6716,-357089.2240,-354412.2910,-345592.7642,-349735.5175,-343217.3155,-345395.2254,-351951.7072,-350006.7031,-50504950.7179,-50497134.7622,-50503880.6174,-50499468.2640,-350140.1451,-50493155.2311,-5570.6498,-6210.1443,4023.9704,-3691.4569,-2980.0022,-7148.7906,27260.2021,5894.9562,4724.6327,10596.7908,8308.9819,13225.8811,8836.8137,337682606.9736,337662801.8107,337659754.6810,337669950.3676,9969.6071,337670059.5696,3678.2011,-2934.6880,-5541.4316,-3603.9845,4863.5401,156272.7773,153680.8028,151762.5269,156860.3379,157821.3129,147739.5084,144463.9443,151001.3197,-61559204.6383,-61553482.1967,-61572919.8115,-61577756.4094,152431.5745,-61570195.9854,
