sl_100_5400_20250105 Coordinates.csv
2025/01/05 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:14 2024,
Start: 2025/01/05 07:47:00.00, Stop: 2025/01/05 09:17:00.00,
TIME_UNITS,STARLINK-2472 - X-Coordinate,STARLINK-4143 - X-Coordinate,STARLINK-31813 - X-Coordinate,STARLINK-31463 - X-Coordinate,STARLINK-31939 - X-Coordinate,STARLINK-30895 - X-Coordinate,STARLINK-4502 - X-Coordinate,STARLINK-31631 - X-Coordinate,STARLINK-2039 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-32147 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-11203 [DTC] - X-Coordinate,STARLINK-6175 - X-Coordinate,STARLINK-6125 - X-Coordinate,STARLINK-5204 - X-Coordinate,STARLINK-1572 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-5311 - X-Coordinate,STARLINK-4399 - X-Coordinate,STARLINK-31613 - X-Coordinate,STARLINK-30858 - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-32113 - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-3161 - X-Coordinate,STARLINK-31196 - X-Coordinate,STARLINK-3096 - X-Coordinate,STARLINK-6364 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-4255 - X-Coordinate,STARLINK-30175 - X-Coordinate,STARLINK-2543 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-11141 [DTC] - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-31616 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-1884 - X-Coordinate,STARLINK-31634 - X-Coordinate,STARLINK-11259 [DTC] - X-Coordinate,STARLINK-4676 - X-Coordinate,STARLINK-31170 - X-Coordinate,STARLINK-30282 - X-Coordinate,STARLINK-32226 - X-Coordinate,STARLINK-31676 - X-Coordinate,STARLINK-5579 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-4274 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-32049 - X-Coordinate,STARLINK-1278 - X-Coordinate,STARLINK-1320 - X-Coordinate,STARLINK-31947 - X-Coordinate,STARLINK-30942 - X-Coordinate,STARLINK-5303 - X-Coordinate,STARLINK-2065 - X-Coordinate,STARLINK-1030 - X-Coordinate,STARLINK-3395 - X-Coordinate,STARLINK-30081 - X-Coordinate,STARLINK-1845 - X-Coordinate,STARLINK-31866 - X-Coordinate,STARLINK-1864 - X-Coordinate,STARLINK-2654 - X-Coordinate,STARLINK-3633 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-2113 - X-Coordinate,STARLINK-30977 - X-Coordinate,STARLINK-2736 - X-Coordinate,STARLINK-31552 - X-Coordinate,STARLINK-31579 - X-Coordinate,STARLINK-32038 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-2061 - X-Coordinate,STARLINK-1894 - X-Coordinate,STARLINK-2125 - X-Coordinate,STARLINK-2308 - X-Coordinate,STARLINK-2008 - X-Coordinate,STARLINK-2291 - X-Coordinate,STARLINK-4213 - X-Coordinate,STARLINK-1143 - X-Coordinate,STARLINK-4443 - X-Coordinate,STARLINK-4570 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-30762 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-31675 - X-Coordinate,STARLINK-2737 - X-Coordinate,STARLINK-2649 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-3844 - X-Coordinate,STARLINK-4196 - X-Coordinate,STARLINK-31213 - X-Coordinate,STARLINK-2019 - X-Coordinate,STARLINK-32086 - X-Coordinate,STARLINK-5191 - X-Coordinate,STARLINK-32263 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2472 - Y-Coordinate,STARLINK-4143 - Y-Coordinate,STARLINK-31813 - Y-Coordinate,STARLINK-31463 - Y-Coordinate,STARLINK-31939 - Y-Coordinate,STARLINK-30895 - Y-Coordinate,STARLINK-4502 - Y-Coordinate,STARLINK-31631 - Y-Coordinate,STARLINK-2039 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-32147 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-11203 [DTC] - Y-Coordinate,STARLINK-6175 - Y-Coordinate,STARLINK-6125 - Y-Coordinate,STARLINK-5204 - Y-Coordinate,STARLINK-1572 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-5311 - Y-Coordinate,STARLINK-4399 - Y-Coordinate,STARLINK-31613 - Y-Coordinate,STARLINK-30858 - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-32113 - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-3161 - Y-Coordinate,STARLINK-31196 - Y-Coordinate,STARLINK-3096 - Y-Coordinate,STARLINK-6364 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-4255 - Y-Coordinate,STARLINK-30175 - Y-Coordinate,STARLINK-2543 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-11141 [DTC] - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-31616 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-1884 - Y-Coordinate,STARLINK-31634 - Y-Coordinate,STARLINK-11259 [DTC] - Y-Coordinate,STARLINK-4676 - Y-Coordinate,STARLINK-31170 - Y-Coordinate,STARLINK-30282 - Y-Coordinate,STARLINK-32226 - Y-Coordinate,STARLINK-31676 - Y-Coordinate,STARLINK-5579 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-4274 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-1278 - Y-Coordinate,STARLINK-1320 - Y-Coordinate,STARLINK-31947 - Y-Coordinate,STARLINK-30942 - Y-Coordinate,STARLINK-5303 - Y-Coordinate,STARLINK-2065 - Y-Coordinate,STARLINK-1030 - Y-Coordinate,STARLINK-3395 - Y-Coordinate,STARLINK-30081 - Y-Coordinate,STARLINK-1845 - Y-Coordinate,STARLINK-31866 - Y-Coordinate,STARLINK-1864 - Y-Coordinate,STARLINK-2654 - Y-Coordinate,STARLINK-3633 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-2113 - Y-Coordinate,STARLINK-30977 - Y-Coordinate,STARLINK-2736 - Y-Coordinate,STARLINK-31552 - Y-Coordinate,STARLINK-31579 - Y-Coordinate,STARLINK-32038 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-2061 - Y-Coordinate,STARLINK-1894 - Y-Coordinate,STARLINK-2125 - Y-Coordinate,STARLINK-2308 - Y-Coordinate,STARLINK-2008 - Y-Coordinate,STARLINK-2291 - Y-Coordinate,STARLINK-4213 - Y-Coordinate,STARLINK-1143 - Y-Coordinate,STARLINK-4443 - Y-Coordinate,STARLINK-4570 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-30762 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-31675 - Y-Coordinate,STARLINK-2737 - Y-Coordinate,STARLINK-2649 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-3844 - Y-Coordinate,STARLINK-4196 - Y-Coordinate,STARLINK-31213 - Y-Coordinate,STARLINK-2019 - Y-Coordinate,STARLINK-32086 - Y-Coordinate,STARLINK-5191 - Y-Coordinate,STARLINK-32263 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2472 - Z-Coordinate,STARLINK-4143 - Z-Coordinate,STARLINK-31813 - Z-Coordinate,STARLINK-31463 - Z-Coordinate,STARLINK-31939 - Z-Coordinate,STARLINK-30895 - Z-Coordinate,STARLINK-4502 - Z-Coordinate,STARLINK-31631 - Z-Coordinate,STARLINK-2039 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-32147 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-11203 [DTC] - Z-Coordinate,STARLINK-6175 - Z-Coordinate,STARLINK-6125 - Z-Coordinate,STARLINK-5204 - Z-Coordinate,STARLINK-1572 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-5311 - Z-Coordinate,STARLINK-4399 - Z-Coordinate,STARLINK-31613 - Z-Coordinate,STARLINK-30858 - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-32113 - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-3161 - Z-Coordinate,STARLINK-31196 - Z-Coordinate,STARLINK-3096 - Z-Coordinate,STARLINK-6364 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-4255 - Z-Coordinate,STARLINK-30175 - Z-Coordinate,STARLINK-2543 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-11141 [DTC] - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-31616 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-1884 - Z-Coordinate,STARLINK-31634 - Z-Coordinate,STARLINK-11259 [DTC] - Z-Coordinate,STARLINK-4676 - Z-Coordinate,STARLINK-31170 - Z-Coordinate,STARLINK-30282 - Z-Coordinate,STARLINK-32226 - Z-Coordinate,STARLINK-31676 - Z-Coordinate,STARLINK-5579 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-4274 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-1278 - Z-Coordinate,STARLINK-1320 - Z-Coordinate,STARLINK-31947 - Z-Coordinate,STARLINK-30942 - Z-Coordinate,STARLINK-5303 - Z-Coordinate,STARLINK-2065 - Z-Coordinate,STARLINK-1030 - Z-Coordinate,STARLINK-3395 - Z-Coordinate,STARLINK-30081 - Z-Coordinate,STARLINK-1845 - Z-Coordinate,STARLINK-31866 - Z-Coordinate,STARLINK-1864 - Z-Coordinate,STARLINK-2654 - Z-Coordinate,STARLINK-3633 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-2113 - Z-Coordinate,STARLINK-30977 - Z-Coordinate,STARLINK-2736 - Z-Coordinate,STARLINK-31552 - Z-Coordinate,STARLINK-31579 - Z-Coordinate,STARLINK-32038 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-2061 - Z-Coordinate,STARLINK-1894 - Z-Coordinate,STARLINK-2125 - Z-Coordinate,STARLINK-2308 - Z-Coordinate,STARLINK-2008 - Z-Coordinate,STARLINK-2291 - Z-Coordinate,STARLINK-4213 - Z-Coordinate,STARLINK-1143 - Z-Coordinate,STARLINK-4443 - Z-Coordinate,STARLINK-4570 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-30762 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-31675 - Z-Coordinate,STARLINK-2737 - Z-Coordinate,STARLINK-2649 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-3844 - Z-Coordinate,STARLINK-4196 - Z-Coordinate,STARLINK-31213 - Z-Coordinate,STARLINK-2019 - Z-Coordinate,STARLINK-32086 - Z-Coordinate,STARLINK-5191 - Z-Coordinate,STARLINK-32263 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1471.9039,-6113.5905,-6453.8250,2261.7559,5802.0060,5884.8812,-2879.7179,3507.2834,1786.8945,4820.5065,-2563.3083,6245.4592,-4981.4891,-6085.8626,-5935.5614,-4305.4954,5100.2710,5214.4063,-4087.9279,-4.9855,1188.1953,-2631.1795,1112.1985,-6144.4082,4322.2631,-4702.9858,-3175.2727,4969.0997,-1436.1914,-6279.1553,2630.1919,4714.6245,2251.7772,-5575.1689,-2268.5023,6510.7690,3977.0315,-5385.5950,-820.7974,4236.3711,-5839.8406,-4425.6817,5524.1841,-1653.3372,4548.2156,5766.3444,-1554.0945,5524.8116,-1558.4080,2466.6909,1778.7654,2579.3928,3327.9538,77.0739,-4171.1738,-965.6562,6416.0332,-4029.9395,-3620.9056,-1885.5882,-543.8874,-6112.1711,-652.3908,3963.7317,6609.9425,-3582.2606,4366.2916,-4454.2518,-722.2560,-1546.1768,6584.4306,-4040.0943,3776.8471,5085.7915,6626.6955,2905.1239,-2688.5722,5794.7455,3356.6111,-6264.9750,4147.4468,5437.1001,-3746.9720,4079.0611,906.6517,4433.7586,1362.0765,4149.4656,517.2357,-563.8575,2119.7931,3528.4671,3539.0237,5113.0317,-2247.9988,4578.5149,-3071.8154,-4522.4607,4466.0096,-529.4974,263012.9983,233047.9967,249535.7683,254595.4045,247168.6222,250517.6472,246776.5216,248192.7823,12860076.7905,12838341.5773,12837355.3541,12856544.0983,249931.6382,12858574.0218,-5780.5815,-188.1761,403.3866,6368.7756,-2451.6477,-2753.0012,-5228.8180,-5519.6573,-3766.5710,-1655.1553,4151.0771,-2667.2827,-3081.2890,3324.3332,-28.5578,5173.1860,1837.3599,3825.1270,-2810.4896,-6569.4468,5410.9401,4814.0201,-6743.7550,-774.4598,901.0223,321.5468,-5853.6079,-1157.5496,4895.8977,-533.3699,5349.4139,-2247.1169,-3803.1269,-3525.4955,-6541.0736,1845.7031,3221.9243,-708.5651,4209.6239,-2921.2223,3371.6583,4970.8322,-3737.1078,3868.8650,-4486.1398,-2807.4733,4105.2052,-2545.1693,3039.3578,6465.5924,-5273.9862,5609.7663,-2676.9428,6122.9121,2129.1428,-5778.5765,-1253.8277,-3070.7934,2047.6707,5020.0400,-4149.4073,-3057.5360,4289.0434,-4596.8009,-1814.8202,-2818.1126,-3889.1947,-3423.7926,-4086.1980,5059.6599,-867.7126,4161.2652,5678.8190,4361.7144,-537.7946,3252.8431,3615.1257,-1693.9130,5343.0104,1181.2381,5489.3825,3600.1814,-3567.6682,5589.1492,374.8844,-1514.1412,-6161.9151,4030.9664,-4109.5013,5363.5548,3727.5619,3124.7330,2575.1210,-4540.4349,-6497.6339,-2195.7307,6078.7588,-4174.2675,-494.7220,6573.2677,265416.5237,275565.6103,280343.5745,277147.9838,280644.0644,278902.8013,271246.5560,274137.7256,-87591805.0710,-87601953.2049,-87593668.2131,-87615594.1665,274500.3923,-87608046.6137,-3523.9530,3221.5366,2117.7983,-939.8882,2645.7015,-2433.1947,-3499.8453,1931.0611,-5536.2593,-4704.9956,4745.2976,-631.6256,3158.1610,161.0567,3579.3488,-1615.1247,4289.4719,-2515.0402,4932.3748,-2255.3125,-3994.0058,4233.3591,1164.3971,-2879.3342,5199.6414,-5070.0811,1657.8196,4711.7688,-4703.3314,-2859.2137,-3517.9623,-4542.1472,-5327.9025,2130.6286,211.8410,-857.5407,-4393.9391,3971.8617,-5344.5059,4501.5378,-1500.9496,1481.9697,1017.7233,-5497.0910,2519.7428,-2641.2885,-5270.3015,3076.3642,6044.4337,-481.4508,-4113.2168,3120.3022,-5323.8913,3222.7837,5087.6773,-3502.0057,-2323.1580,-4768.7284,5521.9134,-4387.7363,5484.4654,1179.7870,-5397.7693,3104.4428,-888.7786,-5218.3457,-3702.5860,4059.5765,5524.3202,4457.6230,-2004.0738,3755.5545,36.2152,-1450.2485,1604.3938,5358.8824,5244.8839,-3369.4009,2839.8161,-2701.6816,-782.1783,-2326.2944,4580.9923,247.1291,6865.5689,-5130.2299,-2857.8575,3812.8312,5530.7688,4167.7434,5417.2746,5062.7150,-5128.2237,-1056.6225,719.0166,-4622.2635,-1175.1236,-2943.6821,-5265.5409,1753.4381,-16269.7719,-21218.5226,-22387.9887,-14346.8381,-16711.7654,-27416.6624,-26817.9602,-20184.4237,39448790.8966,39430028.9744,39458059.8469,39450493.0585,-20536.0743,39461092.7073,
300.000,-2609.4680,-5090.2785,-5492.5848,3515.1416,5605.8645,4475.9823,-4367.9725,2224.8638,-202.6035,3785.9805,-1391.1607,5203.0451,-4795.9849,-5044.0652,-6269.2277,-2873.3946,6237.2970,6320.9905,-5561.0004,460.7351,2469.8162,-1060.6010,-390.5374,-6704.5708,3903.8711,-3589.0606,-4219.1061,5829.1485,610.5157,-6776.9553,3443.2844,2966.6534,115.5898,-6520.5722,-3272.6829,6775.0600,4146.7803,-6198.4002,1133.1711,2327.4610,-4596.0583,-3265.9909,4306.3586,237.4287,2807.5937,5249.7633,621.2946,3995.2658,492.2175,3778.0139,528.6642,4003.8756,2279.0307,1472.5997,-2443.5774,-2775.3745,5339.8723,-5459.5551,-2353.4902,-608.9005,-2596.9382,-6268.3365,1489.8031,2853.7548,6179.6455,-4102.6908,3825.4552,-4967.9899,-2824.2988,-177.2822,5651.2218,-2176.4962,4842.2625,5910.9318,6603.1815,3940.3077,-587.1577,5879.8545,3974.7959,-5062.9581,4790.2675,6357.1229,-4101.2884,4884.4698,681.9543,2824.9837,148.2563,4820.9798,-1646.7532,1488.6102,4042.8940,5180.8150,5068.8535,3848.5240,-3216.4323,3657.9597,-1686.4670,-5039.7613,3402.0576,706.6344,257459.8313,227261.1232,243814.6851,248735.3370,241277.0821,244638.4172,240995.4625,242362.8769,14775320.9572,14753673.2314,14752165.3230,14772328.7629,244079.7615,14773740.8950,-4357.3124,1248.2241,1645.5291,5338.1340,-3799.3032,-3882.2779,-5008.6535,-6433.1961,-4574.7309,-3541.3025,5612.1680,-3870.1158,-1265.5009,4454.0303,1742.4797,5399.8497,564.3111,2643.8495,-2682.0638,-6928.7828,3943.6715,5985.1227,-6913.7649,508.4492,-1238.1255,2134.1015,-4503.1195,-2286.3303,5420.8114,752.9020,3721.3728,-3279.9897,-4154.0124,-2264.3721,-5769.5232,346.2308,1171.2106,748.2250,4904.7504,-3675.6111,4092.4843,5986.7785,-4410.1668,4808.4107,-5077.2424,-4359.8649,4076.6085,-3747.8670,2354.5101,5718.2653,-6352.6607,5448.0143,-4470.9529,5042.1538,3386.5302,-5797.9497,-2681.7419,-3013.3006,3801.6967,6183.6315,-3418.1893,-1434.2196,3933.4612,-5929.9405,-2950.1787,-731.7543,-5341.7893,-1406.4677,-3665.4861,6153.4865,-2335.7090,4396.4527,4563.8575,3448.5635,-1779.5296,1341.5161,4115.8323,-3173.9640,3773.3606,2319.3025,4327.0561,2676.0777,-1554.5134,4658.2499,2597.9952,-433.9147,-6824.0989,2102.5381,-4146.7270,4791.1579,2923.3102,2105.1769,1235.4129,-5047.2152,-5601.0407,-4092.5476,6063.6061,-2325.8671,-2371.3254,6789.2720,270951.7761,280491.2379,285591.4434,282322.0751,285891.2134,284197.4255,276487.9175,279189.3268,-87288238.4917,-87298838.9482,-87290649.2706,-87312143.6566,279722.0033,-87304473.0000,-4713.0799,4504.7357,3659.3186,-2391.5246,922.9645,-3610.7604,-1922.4523,425.3213,-5201.4661,-4609.0099,3594.1252,-2118.0383,4432.8459,1676.0363,2392.7057,-3242.1434,2932.7615,-1089.8818,3295.6550,-44.9671,-4999.5874,3330.0530,-375.7204,-1187.4422,5454.6272,-5521.9222,2998.5787,3011.4716,-4289.0784,-1170.3932,-4713.1762,-5324.5724,-5536.2081,655.7247,1986.5329,700.2191,-5190.6039,2517.3843,-4648.4948,5272.5668,-3141.6337,-57.4224,2736.6880,-4973.4797,3670.9371,-1235.6475,-5480.7465,4054.1086,6511.3685,1060.7887,-2691.7275,1477.2979,-4625.4104,4501.3674,5510.8318,-2294.6920,-3527.3780,-3083.1754,5273.8087,-3063.5892,5400.9038,2592.9346,-5501.1483,1787.1314,924.9952,-5535.2545,-2170.6284,4622.4607,5132.0475,3161.8581,-3278.1478,4863.3496,-1502.0969,364.2303,-205.3138,5514.7210,5524.2297,-1770.3027,4220.4516,-4116.2544,-2509.7829,-579.3151,5338.5474,-1551.8965,6395.0040,-6333.3979,-1173.9869,4508.1091,5277.1575,4612.2220,4781.5718,4074.4380,-4269.4092,-2758.8781,2457.5887,-4125.3403,-2859.7082,-3967.5732,-5542.3365,-50.7226,-16109.2264,-21081.1045,-22177.2408,-14305.5709,-16404.3495,-27099.0692,-26850.9703,-20507.0654,39449047.9033,39430262.9352,39458000.2803,39450828.2892,-20386.0166,39461349.3143,
600.000,-3541.2527,-3583.0140,-3965.5432,4433.9544,4837.6765,2634.8767,-5408.9599,719.4813,-2143.9346,2426.0161,-114.4236,3624.5201,-4118.3898,-3506.6224,-6009.9060,-1133.5238,6762.8359,6813.7123,-6470.3193,876.9324,3550.3621,583.8559,-1859.0046,-6573.0664,3142.5798,-2168.8711,-4869.5606,6117.4824,2580.2452,-6603.7975,3968.8398,942.1519,-2025.1563,-6832.4373,-3974.0196,6348.9565,3932.5758,-6353.3317,2942.1820,187.3927,-2882.3848,-1772.4607,2611.3419,2071.1637,775.5804,4233.8939,2737.6723,2064.5646,2524.4220,4732.8000,-744.3430,5018.9545,1045.5692,2768.6880,-503.9291,-4287.6081,3755.5969,-6323.3055,-903.8369,694.8272,-4409.0082,-5832.9526,3496.3362,1470.0140,5128.9690,-4280.3986,2927.3723,-5045.4285,-4649.1597,1175.7495,4179.0232,-81.4834,5426.3509,6132.9029,5899.2906,4639.7875,1562.6375,5391.6954,4245.4501,-3367.5269,4982.9944,6643.7486,-4108.1623,5219.9161,294.2444,872.7137,-1067.1345,5068.6656,-3640.6348,3409.7641,5573.5007,6328.2127,6074.5408,2184.6282,-3891.2998,2412.1616,-106.8576,-5082.2491,2053.8022,1870.0032,251788.7284,221371.5247,237983.7825,242766.6134,235276.6217,238646.7491,235105.6622,236558.2084,16683437.1089,16661888.3624,16659866.0302,16680991.4766,238118.7782,16681779.4872,-2516.3577,2606.3451,2757.1920,3760.1841,-4746.3533,-4671.4395,-4307.9161,-6689.0865,-4983.4317,-5104.8139,6497.7268,-4698.5213,720.9828,5166.8903,3326.6640,5119.8335,-732.7686,1216.9702,-2328.7864,-6535.3526,2090.9471,6590.2722,-6413.9656,1725.3394,-3265.4232,3775.0715,-2696.0914,-3148.6540,5459.9744,1951.4546,1726.1120,-4046.1872,-4156.4430,-789.9532,-4419.5663,-1195.4521,-1015.1424,2097.0147,5143.4803,-4112.4082,4438.8830,6391.8696,-4638.0855,5317.2437,-5195.8803,-5482.4862,3696.0331,-4607.6462,1510.9113,4412.9178,-6807.5252,4757.1739,-5817.9300,3481.8958,4362.5653,-5244.2019,-3883.8381,-2689.0983,5209.0434,6745.2335,-2404.0983,347.6056,3250.5323,-6655.1884,-3801.0116,1416.9844,-6254.6696,747.2803,-2938.3808,6649.6958,-3608.8265,4247.0546,2975.5377,2178.5756,-2840.2723,-675.4134,4270.0030,-4322.2931,1820.0407,3273.8143,2721.6806,1492.3579,617.1516,3255.3681,4533.2673,614.0283,-6811.4400,-29.3694,-3831.2682,3770.9026,1881.6361,922.1262,-191.2527,-5078.9090,-4139.3314,-5589.7414,5463.4514,-230.7180,-4048.3382,6301.2607,276371.7950,285295.3803,290711.8858,287370.1270,291009.2080,289364.4206,281609.0131,284159.7576,-86942807.2960,-86953854.1411,-86945781.2011,-86966795.6915,284818.8478,-86959038.5867,-5398.0026,5302.1977,4786.7752,-3574.8822,-902.9497,-4403.1780,-137.9713,-1128.2694,-4310.8518,-4021.5165,2037.3091,-3366.5446,5172.2699,3011.6768,949.9499,-4520.9015,1259.9030,451.7401,1316.1922,2170.1364,-5447.2234,2070.2516,-1875.6485,637.4946,5098.9524,-5382.1921,4008.3856,991.0831,-3417.7801,644.5201,-5402.7729,-5536.1073,-5151.2679,-889.4087,3547.7380,2179.1986,-5386.5622,768.8127,-3438.4071,5456.9129,-4442.8902,-1590.3716,4137.7361,-3916.4070,4418.0730,302.1826,-5087.5679,4575.9018,6287.4119,2489.5139,-980.5811,-324.7618,-3409.3257,5295.9675,5341.4568,-830.0512,-4355.3650,-1071.1705,4458.3875,-1411.0053,4732.7165,3728.6391,-5015.6562,268.8029,2638.6950,-5260.6262,-405.0124,4691.0371,4186.6595,1526.0651,-4202.3845,5446.2748,-2871.6243,2138.2949,-1992.1812,5076.3051,5209.4893,19.9855,5147.0880,-5089.4520,-3968.0104,1229.9805,5520.6703,-3184.2652,5244.2382,-6866.3307,635.9530,4720.6334,4455.0008,4538.3332,3630.3420,2648.1182,-2914.8632,-4164.4060,3930.5922,-3174.7312,-4235.7143,-4546.7062,-5225.1594,-1849.2266,-15949.0826,-20943.6084,-21963.0687,-14269.3625,-16100.5388,-26775.8620,-26878.0899,-20820.5296,39449310.6034,39430499.3127,39457941.5927,39451181.6889,-20235.9449,39461606.0523,
