sl_100_5400_20250414 Coordinates.csv
2025/04/14 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:23 2024,
Start: 2025/04/14 07:47:00.00, Stop: 2025/04/14 09:17:00.00,
TIME_UNITS,STARLINK-1308 - X-Coordinate,STARLINK-2024 - X-Coordinate,STARLINK-5650 - X-Coordinate,STARLINK-3306 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-31583 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-1910 - X-Coordinate,STARLINK-3628 - X-Coordinate,STARLINK-30919 - X-Coordinate,STARLINK-1151 - X-Coordinate,STARLINK-1716 - X-Coordinate,STARLINK-31114 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-1996 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-4667 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-2641 - X-Coordinate,STARLINK-5362 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-5291 - X-Coordinate,STARLINK-11087 [DTC] - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-5667 - X-Coordinate,STARLINK-5259 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-4496 - X-Coordinate,STARLINK-5847 - X-Coordinate,STARLINK-3365 - X-Coordinate,STARLINK-2125 - X-Coordinate,STARLINK-5352 - X-Coordinate,STARLINK-3243 - X-Coordinate,STARLINK-11146 [DTC] - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-6318 - X-Coordinate,STARLINK-31094 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-31662 - X-Coordinate,STARLINK-2594 - X-Coordinate,STARLINK-32013 - X-Coordinate,STARLINK-6207 - X-Coordinate,STARLINK-31536 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-30581 - X-Coordinate,STARLINK-1911 - X-Coordinate,STARLINK-3545 - X-Coordinate,STARLINK-3397 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-30157 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-6152 - X-Coordinate,STARLINK-5935 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-5417 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-6295 - X-Coordinate,STARLINK-2373 - X-Coordinate,STARLINK-5112 - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-30874 - X-Coordinate,STARLINK-4286 - X-Coordinate,STARLINK-1226 - X-Coordinate,STARLINK-5707 - X-Coordinate,STARLINK-3759 - X-Coordinate,STARLINK-1150 - X-Coordinate,STARLINK-2293 - X-Coordinate,STARLINK-31065 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-2114 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-1224 - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-2399 - X-Coordinate,STARLINK-2746 - X-Coordinate,STARLINK-4724 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-31171 - X-Coordinate,STARLINK-6101 - X-Coordinate,STARLINK-1878 - X-Coordinate,STARLINK-6111 - X-Coordinate,STARLINK-2116 - X-Coordinate,STARLINK-31566 - X-Coordinate,STARLINK-2658 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-2185 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-31173 - X-Coordinate,STARLINK-30853 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-30602 - X-Coordinate,STARLINK-2249 - X-Coordinate,STARLINK-31265 - X-Coordinate,STARLINK-1954 - X-Coordinate,STARLINK-4630 - X-Coordinate,STARLINK-1231 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-5227 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1308 - Y-Coordinate,STARLINK-2024 - Y-Coordinate,STARLINK-5650 - Y-Coordinate,STARLINK-3306 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-31583 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-1910 - Y-Coordinate,STARLINK-3628 - Y-Coordinate,STARLINK-30919 - Y-Coordinate,STARLINK-1151 - Y-Coordinate,STARLINK-1716 - Y-Coordinate,STARLINK-31114 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-1996 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-4667 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-2641 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-5291 - Y-Coordinate,STARLINK-11087 [DTC] - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-5667 - Y-Coordinate,STARLINK-5259 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-4496 - Y-Coordinate,STARLINK-5847 - Y-Coordinate,STARLINK-3365 - Y-Coordinate,STARLINK-2125 - Y-Coordinate,STARLINK-5352 - Y-Coordinate,STARLINK-3243 - Y-Coordinate,STARLINK-11146 [DTC] - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-6318 - Y-Coordinate,STARLINK-31094 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-31662 - Y-Coordinate,STARLINK-2594 - Y-Coordinate,STARLINK-32013 - Y-Coordinate,STARLINK-6207 - Y-Coordinate,STARLINK-31536 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-30581 - Y-Coordinate,STARLINK-1911 - Y-Coordinate,STARLINK-3545 - Y-Coordinate,STARLINK-3397 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-30157 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-6152 - Y-Coordinate,STARLINK-5935 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-5417 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-6295 - Y-Coordinate,STARLINK-2373 - Y-Coordinate,STARLINK-5112 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-30874 - Y-Coordinate,STARLINK-4286 - Y-Coordinate,STARLINK-1226 - Y-Coordinate,STARLINK-5707 - Y-Coordinate,STARLINK-3759 - Y-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-2293 - Y-Coordinate,STARLINK-31065 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-2114 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-1224 - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-2399 - Y-Coordinate,STARLINK-2746 - Y-Coordinate,STARLINK-4724 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-31171 - Y-Coordinate,STARLINK-6101 - Y-Coordinate,STARLINK-1878 - Y-Coordinate,STARLINK-6111 - Y-Coordinate,STARLINK-2116 - Y-Coordinate,STARLINK-31566 - Y-Coordinate,STARLINK-2658 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-2185 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-31173 - Y-Coordinate,STARLINK-30853 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-30602 - Y-Coordinate,STARLINK-2249 - Y-Coordinate,STARLINK-31265 - Y-Coordinate,STARLINK-1954 - Y-Coordinate,STARLINK-4630 - Y-Coordinate,STARLINK-1231 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-5227 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1308 - Z-Coordinate,STARLINK-2024 - Z-Coordinate,STARLINK-5650 - Z-Coordinate,STARLINK-3306 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-31583 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-1910 - Z-Coordinate,STARLINK-3628 - Z-Coordinate,STARLINK-30919 - Z-Coordinate,STARLINK-1151 - Z-Coordinate,STARLINK-1716 - Z-Coordinate,STARLINK-31114 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-1996 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-4667 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-2641 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-5291 - Z-Coordinate,STARLINK-11087 [DTC] - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-5667 - Z-Coordinate,STARLINK-5259 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-4496 - Z-Coordinate,STARLINK-5847 - Z-Coordinate,STARLINK-3365 - Z-Coordinate,STARLINK-2125 - Z-Coordinate,STARLINK-5352 - Z-Coordinate,STARLINK-3243 - Z-Coordinate,STARLINK-11146 [DTC] - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-6318 - Z-Coordinate,STARLINK-31094 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-31662 - Z-Coordinate,STARLINK-2594 - Z-Coordinate,STARLINK-32013 - Z-Coordinate,STARLINK-6207 - Z-Coordinate,STARLINK-31536 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-30581 - Z-Coordinate,STARLINK-1911 - Z-Coordinate,STARLINK-3545 - Z-Coordinate,STARLINK-3397 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-30157 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-6152 - Z-Coordinate,STARLINK-5935 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-5417 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-6295 - Z-Coordinate,STARLINK-2373 - Z-Coordinate,STARLINK-5112 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-30874 - Z-Coordinate,STARLINK-4286 - Z-Coordinate,STARLINK-1226 - Z-Coordinate,STARLINK-5707 - Z-Coordinate,STARLINK-3759 - Z-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-2293 - Z-Coordinate,STARLINK-31065 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-2114 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-1224 - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-2399 - Z-Coordinate,STARLINK-2746 - Z-Coordinate,STARLINK-4724 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-31171 - Z-Coordinate,STARLINK-6101 - Z-Coordinate,STARLINK-1878 - Z-Coordinate,STARLINK-6111 - Z-Coordinate,STARLINK-2116 - Z-Coordinate,STARLINK-31566 - Z-Coordinate,STARLINK-2658 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-2185 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-31173 - Z-Coordinate,STARLINK-30853 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-30602 - Z-Coordinate,STARLINK-2249 - Z-Coordinate,STARLINK-31265 - Z-Coordinate,STARLINK-1954 - Z-Coordinate,STARLINK-4630 - Z-Coordinate,STARLINK-1231 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-5227 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4702.2210,3978.0992,-3986.7615,-5768.9708,-6298.5553,3043.5796,-4210.3143,-5581.9523,752.7951,-5004.0298,5343.8723,-1829.8150,4627.5327,0.0000,-3935.5103,-171.3320,4862.8295,-3489.0399,2918.3620,-5467.5720,-1221.8205,6711.9718,-3319.0819,-3317.8023,3353.9906,4898.4488,-4224.7365,-49.1210,4643.2100,-2990.4196,-3277.7285,-3167.9200,6728.4103,5157.4343,457.7033,2312.7179,4465.9569,218.2108,2860.9868,785.3163,3380.9569,-5088.1842,-5543.8293,266.5175,2809.7207,-4414.8312,992.2024,3894.3423,5301.9809,-4676.5022,4670.9115,-1744.8153,-4812.7016,3679.7910,-1153.3673,229.5827,3196.3390,-1606.2350,4757.7789,1077.6065,-1944.5852,-4322.4563,-6908.3185,2975.1521,3518.5997,-2413.7343,3530.1738,1143.2305,-1469.2731,2698.1986,-3974.0747,131.7134,4550.8756,4570.3821,-2746.1774,-2962.8617,6875.5523,-2763.1639,-3606.8937,4392.7532,-6393.6932,781.8738,4788.5968,1159.9509,4295.6002,3967.2503,-3890.5644,-4027.9861,4999.3659,5523.1506,1325.1851,-5551.0058,2213.9754,-5137.4985,-5763.8027,-3058.1692,5110.4989,-1045.7916,2446.7112,2988.8028,90331.5156,96702.6768,89218.6011,91922.0648,89320.2423,90563.6452,98693.6189,95761.3647,165596349.0204,165580475.4799,165588818.0345,165575756.4888,95109.1744,165580079.6634,3719.0222,1979.0022,3970.0498,-3416.3230,-1046.9575,-4364.2943,-2785.5896,37.1513,-5937.7814,1705.5370,3611.9015,3837.3462,4985.9906,0.0000,-3749.6315,5878.1345,240.0825,2948.0671,3403.1568,3474.5719,3995.8760,-1795.3814,2483.4703,5844.4503,-3812.7638,-3768.9969,2664.3456,4211.6391,-2370.9916,4864.4227,3411.3583,5148.0374,248.4921,-1694.0489,-6436.6369,4539.1810,-4595.1685,4165.1957,-4837.9112,-6264.0330,-3000.9750,-1548.2793,3585.3020,6649.3568,-4748.6836,2582.9053,4338.6551,3424.3422,2199.7814,1916.6757,-4545.7320,-1668.3185,-4813.2884,4938.5875,6812.8058,6541.3515,-5341.3144,6730.6696,-173.9950,-5436.2387,-6246.7637,5335.1517,57.2677,-5301.3964,5887.6925,3818.9194,-2945.8215,4316.2640,-5136.2663,3605.8346,-1411.4558,6852.1203,-1104.0814,-212.5470,-5059.7938,2997.8703,-150.7138,3150.1587,-4328.9311,4285.9518,2245.8842,-4765.9590,-1860.6747,4078.9019,-2550.0368,-2106.6051,-3631.6718,1076.4780,247.9421,-3054.4276,-5255.5792,-3840.8394,6573.4232,4597.8672,3017.6043,-5537.7323,-2012.3739,5981.5563,6250.0746,4090.3243,-366285.6907,-392878.7601,-375559.3893,-370694.7037,-378589.8037,-375190.0927,-377763.4076,-375228.7965,55143547.2499,55156475.7777,55152351.5361,55143603.1501,-375110.2353,55142292.6636,3448.6764,5299.0808,4041.2361,1705.6137,2458.3122,-4268.3720,-4590.4319,-4045.5118,-3469.4499,-4498.2606,2484.0682,5452.4891,1246.5404,0.0000,-4294.4695,-3468.5674,-4921.3173,5182.6294,5259.0897,2467.9996,5503.7708,-32.9551,5299.4229,1361.8923,-4729.3271,3069.7425,4775.2144,-5489.0786,4562.7632,3895.3180,5043.9221,-3406.0707,1591.5998,-4026.4338,-2549.9600,-4713.2887,2640.6566,-5517.5952,3857.1613,-2830.5665,5118.3617,-4459.6544,-1831.6542,-1505.5032,4223.3628,-4691.3747,5291.0861,4567.5122,3852.0730,-4590.6277,-2382.0896,6509.4574,1310.4192,-3232.2093,-309.8839,-2234.3185,2855.6307,-476.1633,-5029.7218,-4143.2233,2238.6914,-905.6037,9.0062,3306.6174,1022.6739,-5242.1025,-5165.1200,5268.6933,4300.7611,-5254.2698,-5479.9350,972.0686,5081.9996,5182.5916,-3840.1725,5470.6571,-13.5543,5494.8471,-4013.8191,3017.4529,-1451.1523,-4967.2565,-4665.3387,-5476.0950,4632.6421,-5273.6226,-4454.4364,5518.6902,4765.7951,-2702.6929,-4328.9651,-1559.1509,-151.3612,-557.1449,-2191.5566,-2816.4502,-4250.6142,-3326.4812,-599.0760,4699.3594,-123036.9711,-124198.1454,-125308.1644,-117666.9818,-119577.1774,-130297.2235,-130116.9168,-125263.2194,73252418.4635,73248603.3765,73230552.7345,73246231.9958,-123626.3544,73240125.5953,
300.000,-4233.0819,4161.1223,-2054.4745,-5747.0206,-5583.4622,971.1707,-4999.0932,-6183.6971,-814.6663,-4509.1218,6317.0209,-23.0704,5080.0795,0.0000,-4223.7325,1593.2066,3901.7305,-1533.8436,3888.6509,-3915.0990,942.5156,6218.2387,-1563.3289,-1662.6180,1637.9054,4422.0497,-3830.8663,2074.5105,3186.1646,-1094.6314,-2336.6959,-1207.8473,6848.3035,3547.9602,-1135.0094,4044.8530,2708.1802,2351.7584,1413.8642,-684.7424,1390.2212,-5044.2104,-4084.2825,1806.8796,2589.7558,-3315.4384,2772.8146,4164.6687,6413.1285,-4627.0630,2979.2338,-3433.2353,-5460.7858,3529.9880,69.7124,1503.9919,2250.1203,-49.5223,3691.1298,-308.0622,-3226.4354,-2815.7675,-6557.5016,2004.1181,4533.7725,-282.3426,1583.1707,3163.1430,-3444.8676,4537.3833,-4238.0269,1340.8127,4644.3870,3577.3169,-4321.8243,-1112.8197,6502.4846,-1236.1867,-4068.1591,5649.9969,-5283.7965,-1203.8556,3601.4713,3051.6245,2910.8766,3435.9176,-5402.1661,-3184.7412,5722.9572,4925.2730,-521.8510,-5662.5434,3528.1504,-3970.4031,-5145.8791,-3764.1421,3748.0551,238.0777,3508.5552,3739.5648,98030.8935,104925.4953,97105.3900,99883.9212,97216.6347,98414.5234,106574.0331,103422.5634,164356694.1783,164340603.4293,164348912.5345,164335869.2700,103023.5971,164340424.5565,5144.3151,-179.7639,4739.8685,-1947.8553,415.6715,-4906.4372,-760.4947,1568.4336,-5030.5806,3676.2539,2707.7704,4906.9812,3666.3307,0.0000,-1789.2573,6244.8348,-1629.4105,3846.5874,1470.0874,4413.9103,4219.9520,-2304.0009,3827.2492,6054.3382,-5079.0887,-5109.2244,4471.2864,3741.8724,-3954.0256,4688.3306,5102.7508,5324.6592,-975.3018,-2842.7344,-6749.6124,3266.3478,-5148.8190,4012.8065,-6061.2878,-5444.8676,-3854.5910,586.5977,4518.7725,6577.6088,-5987.0882,4378.7516,3105.4965,1401.0661,1063.3042,3730.8359,-5151.2574,-324.6156,-3298.5419,3475.0374,6750.5661,6732.4784,-6365.4019,6652.5846,-2008.1380,-6349.3117,-6099.6243,5875.0414,1250.6982,-6405.1721,4633.8679,4135.6577,-3849.6131,4228.0858,-4816.3615,2811.6181,747.3075,6237.5164,-3052.6643,-2121.3461,-4866.8211,4147.9330,-1347.7787,4620.2497,-2457.9680,3614.1599,3485.2650,-4051.2147,-3656.4212,3008.2017,-4223.3401,-4047.7032,-2294.3143,3073.7353,-1445.8507,-4600.5511,-5974.6314,-2401.8119,5809.6820,5175.0446,4485.0771,-4015.1584,-981.4883,6701.2668,5616.1709,2164.5088,-364469.2941,-390648.6336,-373299.4340,-368566.4562,-376496.0947,-373097.1078,-375564.8849,-372654.8701,58749823.5381,58762588.7020,58759162.0470,58749096.7279,-372977.5077,58748646.5800,1866.5860,5520.2924,4613.6510,3318.3760,3928.7598,-4638.7924,-4581.9573,-2610.5408,-4679.2858,-3785.4362,753.0795,4872.6237,2924.0845,0.0000,-5191.4149,-2250.7849,-5481.2610,5528.9906,5520.1066,3635.8071,5390.8612,2066.9943,5308.2348,2752.0815,-4435.1019,1412.6781,3620.7533,-5437.0048,4712.7531,4957.7550,4043.4565,-4282.2197,-210.0310,-5001.5794,-1129.8137,-4597.5511,3763.4153,-5118.6740,2783.9119,-4213.8212,5462.5319,-4731.7545,-3140.7935,32.1992,2401.1556,-4242.7690,5520.0783,5332.2210,2358.4253,-3357.9214,-3572.1773,6027.2116,2705.1860,-4883.0120,1496.2995,-473.8857,1163.0448,-1967.7342,-5505.1045,-2731.0145,479.2914,-2354.3879,-1784.5883,1696.9493,2456.3672,-5541.1368,-5521.8066,4453.7300,3462.6561,-4403.1648,-5412.1755,2679.6554,4109.9995,5521.8837,-2347.5960,5408.7860,1780.2734,4989.2174,-5026.7698,1348.9194,-2825.0694,-5489.2884,-4671.0343,-5441.0435,4483.8559,-4448.6205,-3703.0680,5315.8427,3599.1467,-1303.4179,-3484.3017,-3190.2362,1380.4216,-2306.4114,-717.5740,-4203.5069,-5764.8686,-1719.6338,1236.4481,5391.2473,-123189.5645,-124319.2767,-125346.5627,-117889.8933,-119533.8750,-130231.0274,-130400.5449,-125430.7703,73253236.3458,73249940.4534,73231821.7081,73247140.1267,-123734.0286,73240936.1528,
600.000,-3362.0401,3994.0533,71.7500,-5179.3448,-4315.2620,-1195.5323,-5321.8901,-6179.8298,-2345.1934,-3615.5330,6658.0337,1749.0754,5054.5232,0.0000,-4153.1376,3177.8935,2604.5503,553.3467,4530.2920,-1978.9501,3004.0758,5084.8583,322.6483,179.0001,-206.1063,3516.5714,-3095.7026,4004.3158,1452.1050,935.1452,-1209.0587,882.7631,6287.2840,1577.6831,-2607.6948,5411.0563,676.4148,4248.3070,-150.9935,-2128.9110,-724.6086,-4559.4603,-2207.0880,3163.2800,2137.3684,-1934.9868,4316.9489,4080.9691,6888.8475,-4133.6071,988.5034,-4818.0677,-5601.2973,3081.8418,1302.6960,2623.4113,1086.3839,1529.8471,2308.9881,-1634.3460,-4182.3857,-1020.5123,-5552.4426,853.3714,5131.8689,1872.8435,-500.3497,4855.8360,-5066.6488,5932.1338,-4142.0520,2447.0000,4318.8585,2281.7105,-5453.8408,814.0551,5470.3843,368.0318,-4182.7536,6319.2503,-3659.5045,-3100.6052,2104.8875,4671.1522,1265.2374,2615.2958,-6404.4503,-2082.9244,5904.0450,3845.2856,-2294.1595,-5240.2399,4513.3890,-2393.0277,-4018.2394,-4144.8347,1945.0062,1479.4388,4204.9376,4178.8205,105696.4856,113096.9538,104947.3437,107799.4825,105069.2565,106221.2964,114402.4796,110986.3112,163038504.4144,163022203.4278,163030445.1620,163017517.2895,110890.2995,163022230.7041,6048.5717,-2318.9973,5094.3178,-258.0855,1875.7765,-4995.2614,1324.8382,2916.9996,-3654.2971,5288.3398,1542.0044,5530.6912,1963.2173,0.0000,356.4515,5989.5979,-3374.9449,4421.6942,-584.9498,4960.3802,4085.1032,-2604.6605,4807.4010,5675.3445,-5885.8527,-5929.3245,5823.8754,2961.9177,-5186.6504,4096.3283,6294.1347,5026.3509,-2104.4638,-3744.7621,-6413.0236,1715.9493,-5237.7641,3520.2119,-6673.5983,-4108.1565,-4370.8817,2671.0502,5028.3255,5834.7673,-6608.7829,5765.6236,1613.4437,-768.1053,-152.3375,5141.8894,-5292.1343,986.0264,-1449.9999,1633.4649,6018.5387,6254.1645,-6734.1327,5937.2282,-3682.4631,-6642.7956,-5348.1285,5861.1765,2339.5244,-6871.2428,2922.7515,4105.6846,-4430.6395,3767.7386,-4047.1972,1788.1821,2822.5640,5006.9702,-4679.4610,-3853.5803,-4212.7099,4936.1466,-2428.6576,5664.4925,-337.3382,2584.5757,4413.9321,-2991.2952,-5124.1908,1694.6649,-5491.0006,-5587.7727,-769.1012,4785.6521,-2965.0181,-5679.3646,-6139.2030,-700.3587,4479.1688,5258.7283,5499.1167,-2088.8256,83.5293,6760.4311,4369.9042,33.0255,-362494.8698,-388245.2078,-370873.2107,-366270.8866,-374234.7647,-370839.8227,-373199.9826,-369951.3142,62328255.4438,62340842.7793,62338112.2594,62326733.6446,-370677.8251,62327155.9875,83.4048,5148.1831,4691.8867,4573.6690,4962.0487,-4489.3697,-4060.4409,-891.3909,-5386.2993,-2669.3005,-1059.2481,3768.5719,4286.1887,0.0000,-5533.0503,-780.7403,-5453.8720,5279.2170,5186.5985,4414.4234,4697.2913,3946.9116,4698.0286,3837.7220,-3668.2910,-397.6265,2075.6776,-4801.2871,4358.3708,5485.8617,2607.9159,-4701.9698,-1989.0719,-5401.0097,411.0974,-3992.2726,4483.1049,-4169.4922,1397.6084,-5144.1018,5197.1844,-4500.2662,-4102.1751,1566.2592,323.9456,-3342.2049,5155.4601,5522.2239,610.4132,-1749.2455,-4381.5423,4905.6149,3810.0430,-6017.5299,3140.9865,1337.6763,-658.6172,-3249.0891,-5391.3597,-1024.7976,-1331.8216,-3550.5822,-3385.2575,-95.2391,3627.1165,-5245.8307,-5284.9032,3157.8430,2242.3521,-3078.9738,-4762.4242,4098.8799,2694.8835,5267.0904,-602.2925,4763.2747,3378.6776,3946.0377,-5499.6954,-469.9235,-3896.5414,-5424.4275,-4179.2748,-4823.7285,3830.5818,-3147.1337,-2556.9315,4541.9637,2044.4308,239.6011,-2267.5319,-4479.5146,2764.5442,-3807.2937,835.5746,-5139.9232,-6667.8342,72.1315,2927.7018,5502.0269,-123342.3402,-124440.2953,-125381.8242,-118117.8384,-119494.1477,-130159.0946,-130678.3258,-125464.8272,73254048.5419,73251269.8172,73233098.6665,73247996.0400,-123841.6360,73241746.5859,
