sl_100_86400_20250618 Coordinates.csv
2025/06/18 07:47:00.0000 UTC

Generated: Tue Oct  8 16:21:24 2024,
Start: 2025/06/18 07:47:00.00, Stop: 2025/06/19 07:47:00.00,
TIME_UNITS,STARLINK-4045 - X-Coordinate,STARLINK-2519 - X-Coordinate,STARLINK-30168 - X-Coordinate,STARLINK-3735 - X-Coordinate,STARLINK-1098 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-1624 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-30787 - X-Coordinate,STARLINK-31097 - X-Coordinate,STARLINK-30414 - X-Coordinate,STARLINK-30850 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-4568 - X-Coordinate,STARLINK-4532 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-32093 - X-Coordinate,STARLINK-1193 - X-Coordinate,STARLINK-3229 - X-Coordinate,STARLINK-32200 - X-Coordinate,STARLINK-3997 - X-Coordinate,STARLINK-32373 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-31768 - X-Coordinate,STARLINK-30376 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-3535 - X-Coordinate,STARLINK-4533 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-31027 - X-Coordinate,STARLINK-3194 - X-Coordinate,STARLINK-30218 - X-Coordinate,STARLINK-2497 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-6144 - X-Coordinate,STARLINK-3761 - X-Coordinate,STARLINK-1360 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-32178 - X-Coordinate,STARLINK-3958 - X-Coordinate,STARLINK-3702 - X-Coordinate,STARLINK-5482 - X-Coordinate,STARLINK-4356 - X-Coordinate,STARLINK-30614 - X-Coordinate,STARLINK-1803 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-5487 - X-Coordinate,STARLINK-6094 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-5145 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-32177 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-31396 - X-Coordinate,STARLINK-32274 - X-Coordinate,STARLINK-5299 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-30162 - X-Coordinate,STARLINK-2530 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-4524 - X-Coordinate,STARLINK-2232 - X-Coordinate,STARLINK-31388 - X-Coordinate,STARLINK-31381 - X-Coordinate,STARLINK-31066 - X-Coordinate,STARLINK-31153 - X-Coordinate,STARLINK-32193 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-5547 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-5188 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-5224 - X-Coordinate,STARLINK-1106 - X-Coordinate,STARLINK-31180 - X-Coordinate,STARLINK-2196 - X-Coordinate,STARLINK-5569 - X-Coordinate,STARLINK-30559 - X-Coordinate,STARLINK-4255 - X-Coordinate,STARLINK-1880 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-30381 - X-Coordinate,STARLINK-5767 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-3854 - X-Coordinate,STARLINK-31578 - X-Coordinate,STARLINK-2053 - X-Coordinate,STARLINK-4563 - X-Coordinate,STARLINK-1758 - X-Coordinate,STARLINK-5656 - X-Coordinate,STARLINK-3917 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4045 - Y-Coordinate,STARLINK-2519 - Y-Coordinate,STARLINK-30168 - Y-Coordinate,STARLINK-3735 - Y-Coordinate,STARLINK-1098 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-1624 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-30787 - Y-Coordinate,STARLINK-31097 - Y-Coordinate,STARLINK-30414 - Y-Coordinate,STARLINK-30850 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-4568 - Y-Coordinate,STARLINK-4532 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-32093 - Y-Coordinate,STARLINK-1193 - Y-Coordinate,STARLINK-3229 - Y-Coordinate,STARLINK-32200 - Y-Coordinate,STARLINK-3997 - Y-Coordinate,STARLINK-32373 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-31768 - Y-Coordinate,STARLINK-30376 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-3535 - Y-Coordinate,STARLINK-4533 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-31027 - Y-Coordinate,STARLINK-3194 - Y-Coordinate,STARLINK-30218 - Y-Coordinate,STARLINK-2497 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-6144 - Y-Coordinate,STARLINK-3761 - Y-Coordinate,STARLINK-1360 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-32178 - Y-Coordinate,STARLINK-3958 - Y-Coordinate,STARLINK-3702 - Y-Coordinate,STARLINK-5482 - Y-Coordinate,STARLINK-4356 - Y-Coordinate,STARLINK-30614 - Y-Coordinate,STARLINK-1803 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-5487 - Y-Coordinate,STARLINK-6094 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-5145 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-32177 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-31396 - Y-Coordinate,STARLINK-32274 - Y-Coordinate,STARLINK-5299 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-30162 - Y-Coordinate,STARLINK-2530 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-4524 - Y-Coordinate,STARLINK-2232 - Y-Coordinate,STARLINK-31388 - Y-Coordinate,STARLINK-31381 - Y-Coordinate,STARLINK-31066 - Y-Coordinate,STARLINK-31153 - Y-Coordinate,STARLINK-32193 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-5547 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-5188 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-5224 - Y-Coordinate,STARLINK-1106 - Y-Coordinate,STARLINK-31180 - Y-Coordinate,STARLINK-2196 - Y-Coordinate,STARLINK-5569 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,STARLINK-4255 - Y-Coordinate,STARLINK-1880 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-30381 - Y-Coordinate,STARLINK-5767 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-3854 - Y-Coordinate,STARLINK-31578 - Y-Coordinate,STARLINK-2053 - Y-Coordinate,STARLINK-4563 - Y-Coordinate,STARLINK-1758 - Y-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-3917 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4045 - Z-Coordinate,STARLINK-2519 - Z-Coordinate,STARLINK-30168 - Z-Coordinate,STARLINK-3735 - Z-Coordinate,STARLINK-1098 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-1624 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-30787 - Z-Coordinate,STARLINK-31097 - Z-Coordinate,STARLINK-30414 - Z-Coordinate,STARLINK-30850 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-4568 - Z-Coordinate,STARLINK-4532 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-32093 - Z-Coordinate,STARLINK-1193 - Z-Coordinate,STARLINK-3229 - Z-Coordinate,STARLINK-32200 - Z-Coordinate,STARLINK-3997 - Z-Coordinate,STARLINK-32373 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-31768 - Z-Coordinate,STARLINK-30376 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-3535 - Z-Coordinate,STARLINK-4533 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-31027 - Z-Coordinate,STARLINK-3194 - Z-Coordinate,STARLINK-30218 - Z-Coordinate,STARLINK-2497 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-6144 - Z-Coordinate,STARLINK-3761 - Z-Coordinate,STARLINK-1360 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-32178 - Z-Coordinate,STARLINK-3958 - Z-Coordinate,STARLINK-3702 - Z-Coordinate,STARLINK-5482 - Z-Coordinate,STARLINK-4356 - Z-Coordinate,STARLINK-30614 - Z-Coordinate,STARLINK-1803 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-5487 - Z-Coordinate,STARLINK-6094 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-5145 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-32177 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-31396 - Z-Coordinate,STARLINK-32274 - Z-Coordinate,STARLINK-5299 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-30162 - Z-Coordinate,STARLINK-2530 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-4524 - Z-Coordinate,STARLINK-2232 - Z-Coordinate,STARLINK-31388 - Z-Coordinate,STARLINK-31381 - Z-Coordinate,STARLINK-31066 - Z-Coordinate,STARLINK-31153 - Z-Coordinate,STARLINK-32193 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-5547 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-5188 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-5224 - Z-Coordinate,STARLINK-1106 - Z-Coordinate,STARLINK-31180 - Z-Coordinate,STARLINK-2196 - Z-Coordinate,STARLINK-5569 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,STARLINK-4255 - Z-Coordinate,STARLINK-1880 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-30381 - Z-Coordinate,STARLINK-5767 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-3854 - Z-Coordinate,STARLINK-31578 - Z-Coordinate,STARLINK-2053 - Z-Coordinate,STARLINK-4563 - Z-Coordinate,STARLINK-1758 - Z-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-3917 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4098.1532,5689.4891,-3134.1339,-5825.9136,4552.3779,4984.3498,-4541.8517,509.3911,4171.2549,-4543.0565,4261.9911,-5722.3160,-5166.4233,-625.6052,692.6424,4452.9225,3032.1303,-5844.3891,2362.7775,401.4554,2226.8024,-5112.4221,374.6710,-1396.4345,-3968.8424,-2749.0470,6140.3980,6551.3468,-5251.8991,1022.6405,1568.1917,-4131.0659,380.5408,-4113.8322,4149.7407,2129.7701,-5207.7303,761.1057,6676.7450,675.6630,-5173.5924,-2743.5999,-1512.3993,-6347.8610,6190.7885,-3004.5840,-5978.2455,-1831.3287,-1718.4110,-1615.4496,-3090.7392,-2056.5857,-2669.7790,-0.4238,-5758.5312,4218.0810,-6096.2642,4913.3994,113.7560,-3690.2519,4805.1142,5093.8242,6147.1403,-5946.9026,-5360.8199,-6020.9562,-5195.1987,-4303.6766,-6445.0981,2062.3460,1268.2415,2538.3270,685.2629,-5185.3164,2153.8241,6597.1034,-4986.5244,-5371.2808,4424.5654,4137.4659,5500.6010,-2660.2966,-6704.5186,-5012.7362,-4195.6043,4466.9366,-6875.3329,-5117.4257,0.0000,-6276.1796,4635.1909,6174.8476,-5791.6337,-6643.2573,6170.9124,-3669.0581,-2824.0432,4293.1024,1030.6504,6525.1884,-318141.1912,-309572.1494,-321475.8247,-324292.7154,-318316.0095,-320755.8052,-314964.6956,-317217.7077,170277526.6114,170295480.6234,170272868.9011,170272604.6094,-318867.9321,170266340.4819,-5068.1179,-1548.1661,4281.1407,-3317.7789,-993.8669,686.9217,2592.6655,-4667.2396,-4078.3967,-4246.1914,-2996.5472,1806.1516,450.2130,-3800.5646,5261.5685,-3941.5350,2970.7289,2112.1341,5408.9357,-4471.5924,-5961.1603,-4274.9319,4128.2311,4728.1110,-4677.7260,6228.0027,-1754.5579,1155.0259,4423.9476,-4360.6919,-4985.2457,425.8187,-4141.3521,-1688.0687,-5512.8464,5212.3905,-3635.2392,-6260.7880,65.4638,4610.8577,-4512.7460,6133.4391,4134.2050,2022.6501,-1221.0081,-929.3749,3311.2322,4937.5679,-5243.3471,5344.4827,-3485.2201,4920.5207,-3267.4000,-6482.6473,702.3310,4204.1518,-3159.4230,-4083.8612,-4137.9047,1893.8306,-1805.1100,193.4469,-2971.8084,-2623.6892,2981.5541,3239.1011,2450.4530,5298.7589,2420.4383,-4983.5287,-5452.5107,4429.6196,5155.7733,-1078.4716,-3587.4288,-565.3432,-1362.2843,2478.0586,567.5800,3440.3031,1939.6130,3748.3645,1713.0149,-1958.1091,-4845.0585,1808.9382,-675.0311,3735.3056,0.0000,-1978.6507,4252.2771,-797.1545,-2745.9613,-1890.6856,-2477.5202,5762.4561,-5175.8477,-2597.7915,6604.3688,-681.5773,-190370.7827,-204221.6221,-201711.0390,-197259.7279,-203120.4549,-200576.5399,-194319.3279,-195896.8445,206655365.5722,206654638.3322,206654916.7281,206675216.3285,-196374.0348,206670875.3176,-2325.7597,3576.2556,4456.2400,1684.7210,5106.9275,4600.6035,4474.7546,-5076.8614,3533.2099,-3077.8583,-4572.8249,-3291.1191,4591.5823,-5775.0457,4425.6734,3516.7405,5468.9984,-3085.0483,3392.5044,-5268.9399,2700.6188,1174.7928,5525.0093,4724.3825,2987.4383,436.4132,2695.9660,1845.3298,-542.5895,5256.6307,-4566.8786,5522.2348,-5544.2499,5283.1168,-524.9611,-4011.1508,-2489.1494,-2892.3945,-1811.8550,-5105.8695,887.3355,-1649.7046,5244.0775,1821.9186,2827.1799,6181.9965,1206.8098,4370.5619,-4184.7100,-4089.7150,-5164.9942,-4441.7214,-5483.0750,-2423.4368,-3594.1583,-3534.8830,971.2370,2368.0657,-5516.4458,5297.0385,4355.8615,4525.9315,235.9068,2471.8324,3186.8157,1116.0132,-3873.1263,-1217.4524,555.1538,4311.7616,-3904.7612,4514.4151,-4592.7450,-4358.4423,-5436.0423,-1737.1460,4611.7010,3606.8446,5269.3012,-4358.8432,-3775.4472,4963.6666,-356.3006,4334.2579,2640.9067,-4981.8856,301.6595,2726.6063,0.0000,-2188.5397,-2919.3149,-3056.3041,2633.7065,390.2760,-1541.0482,1053.7505,3601.5416,4749.6192,1813.7770,-2189.1451,-21852.5818,-24704.6192,-25030.4176,-17663.0871,-19284.3841,-29999.4071,-30089.3418,-23855.4883,58828548.7245,58807909.0015,58849263.8402,58825908.2878,-23466.9726,58835738.9176,
3600.000,-2806.9804,-2117.5649,-793.7214,6137.7272,-5116.6935,-5408.7380,409.7189,3593.7384,-3110.9649,5053.9103,-197.5753,5518.1034,5123.4186,-1841.3265,-3108.5202,-441.3607,-6103.4685,2735.2912,-4799.5646,2796.5546,987.0134,5406.0653,-4398.0367,-3173.4899,6117.4701,-512.4055,-3229.1950,-4468.9578,3147.5216,3326.5714,2498.2088,3321.4971,3635.1738,6393.8260,-1313.7223,-3911.3056,6523.3534,2484.9419,-6246.2080,-3896.1703,4873.3415,1100.3473,-3162.3891,5471.2584,-3009.9333,4655.7735,5664.4602,-114.9876,4077.2607,-81.1605,2320.7858,-846.3125,5994.3875,1584.4934,5652.5937,-4169.9183,5665.7680,-815.8215,4036.9666,178.0289,-4698.1351,-5307.0009,-3820.4979,3461.2652,1611.9504,4334.4573,1405.7178,1251.9305,4732.4373,2051.0607,3165.7636,-5652.5836,-4410.8749,6244.4173,2132.7418,-5769.1535,5026.2650,4693.0120,-5947.9400,-4136.0626,-2535.4815,454.2301,4699.9591,3673.7095,4982.6673,-3822.3197,5681.9306,1387.8339,0.0000,5090.8331,-6393.6596,-3600.4252,6829.5239,5424.9202,-4447.6622,934.3237,4796.2846,-4047.0439,-3132.5918,-6158.1177,-262875.9001,-250660.9687,-263258.3813,-264378.2523,-258436.8419,-260854.8012,-256338.4672,-260761.5973,110927535.5721,110946349.5730,110930528.4561,110915540.6427,-259342.2722,110916699.9875,5975.8944,3576.8347,-5435.9335,1749.2158,4206.9191,3426.0948,-4292.2393,2993.3370,5990.0466,497.2652,4289.5093,-3834.6527,-4001.5254,6543.5180,-6147.1859,4134.8940,-804.8748,-4277.2467,-1528.1670,5850.8297,4244.9715,1940.9709,-3919.3427,-3233.4645,2893.9868,-5578.0543,3991.4084,1382.4642,-4862.0856,3626.6382,5021.4998,-4522.2403,4523.1090,-984.1981,5658.5888,-1429.1104,1264.0269,4452.4326,1485.3529,-5364.1839,1825.8905,-6267.3427,-3972.7111,-3358.1885,3098.0475,4637.6376,-725.3060,-6842.6646,5585.3823,-6914.7658,-923.8767,-6606.3608,1308.1611,6442.0569,-3816.0475,-262.1304,217.3549,4959.8983,4258.5108,-5576.0564,4827.7574,3791.2774,3934.5400,492.8390,-3899.4422,-4781.9450,-3914.5294,-5430.3624,-3480.2827,3704.1385,4122.0354,-1039.8619,-3529.2868,-2379.6984,5059.2753,2272.7026,-2691.5806,-5094.0627,2581.7452,803.2236,674.8396,-6647.4993,-3564.0469,-2114.9033,1281.3254,2484.7415,-1048.1542,-4098.8791,0.0000,-1268.0263,-2596.2633,3580.2867,692.1367,-255.0311,4548.4295,-5003.8545,4949.0931,5473.4872,-5888.7177,2226.8379,-262374.3914,-275554.2882,-274780.5118,-270372.0282,-276992.5370,-274896.3262,-268340.6931,-271029.2718,243769274.4881,243775832.4995,243768568.5618,243790626.1188,-270076.5111,243783771.3259,-2066.6137,-5513.5722,-4239.2171,2657.2394,-2014.6592,-2366.5495,-5377.4595,5077.7362,1008.4265,4713.6222,5426.7463,-1283.7814,-2419.3195,1385.2519,-651.1718,-5527.0758,-3193.0142,4714.2721,-4590.1712,2396.1246,-5374.6454,3573.2673,-3629.7021,-5119.8328,894.3649,-3897.4118,-4668.0632,-5083.8150,-3730.8992,-4861.3034,4070.6155,-4053.2832,3770.6804,-2446.9285,3750.6573,5505.3186,-1535.5618,4691.5620,-2574.5087,1929.8968,-4569.4748,-2714.0402,-4609.1401,2550.5090,-5407.7331,-2244.7861,3937.1168,-307.6039,256.1807,82.4030,6479.9671,1927.0629,3176.6600,-1964.0313,-76.2809,5510.4320,-3999.7533,-4608.5533,3606.3172,-3777.0134,144.6399,-2009.3198,4068.3046,-6015.2621,-5484.9537,2514.7115,5526.7285,4115.0882,3628.0234,-5466.7803,4412.5662,-3676.7328,4011.6196,1521.0405,4096.4677,-2896.1942,-3953.5787,-339.2686,-2403.0968,5481.1101,6423.7763,-1198.2398,3626.8291,-5469.2365,-4656.2239,5206.1907,3793.2862,-5378.3490,0.0000,4522.8861,-653.7481,4710.6470,966.0945,-4289.8666,-2472.5781,-4681.4563,565.8555,-1236.2424,1867.3245,-2220.0919,-19260.4167,-22969.3762,-22198.4559,-17674.2047,-15976.1294,-25683.3556,-30000.9194,-21039.9820,58795039.3079,58775490.8719,58815153.1295,58796461.6697,-21683.1461,58804516.2469,
7200.000,-197.3160,-1654.0718,3958.3907,-4176.8386,3898.0728,3700.2915,3197.8874,-6477.9559,64.3965,-4892.4342,-3353.8246,-2240.4908,-3664.9002,3519.8873,3995.3749,-3761.9636,6805.0012,839.0467,5921.7955,-4195.9463,-4704.3814,-3305.3446,6196.5871,6400.9565,-5417.5474,4303.6321,-371.4716,1292.6726,985.7821,-6191.0495,-5395.4920,-2252.5358,-5635.2732,-6118.0635,-2587.2529,5482.2498,-4771.6688,-5559.0971,3096.8597,4944.9186,-3650.4461,1730.8422,6005.0410,-1918.6345,-842.1628,-2510.8847,-1137.5465,1927.1667,-4565.2978,1690.1958,-2631.7303,2959.9875,-6821.0979,-3037.9916,-2749.0223,3984.5509,-3891.2977,-3711.1807,-5926.6242,2314.8162,1482.2185,3343.2906,-834.5149,-764.8919,2586.1518,-717.2509,2409.6547,2730.2341,-694.0530,-5677.0044,-6326.7354,6515.7379,6670.5524,-4697.3106,-4611.0689,1914.3463,-4133.8047,-2281.1026,5251.9304,4001.8510,-54.0214,1633.3766,-957.2188,-2289.6926,-5069.2736,3114.3815,-2335.9297,3026.1119,0.0000,-2927.1015,5783.8689,445.3014,-5342.2660,-2522.0053,300.1060,3032.3857,-4773.8581,2310.9473,4532.0205,2980.9354,-191170.2760,-176172.4645,-188086.9347,-187310.2739,-181993.6755,-184043.3845,-180894.8169,-182341.6448,43973346.2222,43991076.4756,43983448.2796,43955851.7753,-183232.4310,43963268.2188,-4613.9051,-5457.8537,5505.2022,1296.4529,-5213.6749,-5489.7250,5461.1244,-1497.5655,-4835.5841,3434.5396,-5275.7311,4199.0074,5754.6517,-4615.0166,4387.5583,-4152.3832,-802.5488,5923.3094,-2487.2776,-5142.8369,-1962.3555,2416.4265,3017.4042,1627.4369,531.6853,2908.7213,-5779.5787,-4516.4720,4001.7684,-2739.5615,-4210.2225,6539.5311,-4017.6587,2559.8545,-4420.1796,-2277.7504,2106.9953,-1926.3095,-3133.0648,4153.9551,2292.9276,4010.3864,3225.6621,3958.3044,-5093.3336,-5714.7816,-960.6775,5220.1353,-3539.6185,5415.7017,4981.2794,6028.1839,258.4181,-3541.3911,5042.3202,-3899.0022,3427.2123,-4637.1102,-3462.2091,6233.8726,-4757.3370,-5590.7307,-4103.6779,3281.1887,4720.3360,5111.8637,5262.0128,4482.9812,4086.4634,-2359.7546,-1978.1420,-2012.9044,1603.0085,4389.7919,-5074.3500,-3703.6933,5494.5720,5740.2925,-4022.6715,-4632.6437,-4446.9445,5517.4704,5007.3674,5703.5538,2747.2423,-5758.8904,3424.7096,4217.5038,0.0000,4740.2793,-170.9820,-5956.7527,1890.8790,3353.6839,-5008.1319,3159.6119,-2377.4466,-5749.0054,2816.1863,-3425.0581,-319628.5237,-330221.3618,-330168.6983,-325835.6594,-333228.1740,-330668.1961,-325510.3328,-325263.0413,264239518.4926,264252855.3166,264242203.7260,264256252.8262,-326465.6282,264253356.6031,5140.1974,3874.3030,1445.0304,-5362.5173,-2353.1230,-1657.3212,2710.8367,-1896.2166,-4819.8463,-3525.3183,-2995.5692,4904.8426,-1240.3115,3795.2662,-3559.3854,4038.0625,-1047.4325,-3516.1639,2259.2715,1945.1708,4663.1217,-5394.8571,-565.2206,1742.5703,-4123.1385,4413.4109,3804.0869,5050.1363,5507.5897,1386.7941,-1140.3101,32.2944,288.8275,-1955.7066,-4659.4608,-3549.5216,4384.5580,-3680.9381,5321.5748,2444.9381,5406.1984,5352.5832,699.7926,-5334.0365,4593.3905,-3041.4110,-6782.1229,-3999.1917,3804.1461,3948.4833,-4082.0833,1728.6564,1099.1639,5097.5123,3674.0575,-4111.9852,4595.0279,3336.4093,642.9947,-1071.8086,-4539.5204,-2032.2719,-5402.9614,6075.1270,4332.4896,-4628.7506,-3810.4893,-4535.9327,-5531.8764,3145.1228,-1624.8198,53.2362,-1023.7896,2373.2480,99.6039,5416.6472,884.9030,-3155.3900,-2006.6678,-3238.5896,-5341.7285,-3566.3355,-4698.9246,3159.6043,3843.1944,-2274.0161,-5541.4201,4534.2465,0.0000,-4133.8187,3806.3619,-3526.9195,-3999.8278,5489.2033,4616.2541,5338.4475,-4406.0699,-3077.9021,-4425.8760,5203.1414,-16899.8535,-21154.6719,-19226.2545,-18633.8899,-13162.6683,-20447.0423,-29183.9024,-20836.0724,58762114.2632,58743257.4338,58780532.8645,58770561.1318,-19897.1816,58773264.2010,
