sl_100_5400_20250808 Coordinates.csv
2025/08/08 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:50 2024,
Start: 2025/08/08 07:47:00.00, Stop: 2025/08/08 09:17:00.00,
TIME_UNITS,STARLINK-6226 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-30278 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-4642 - X-Coordinate,STARLINK-30268 - X-Coordinate,STARLINK-31943 - X-Coordinate,STARLINK-3506 - X-Coordinate,STARLINK-1775 - X-Coordinate,STARLINK-31148 - X-Coordinate,STARLINK-30171 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-5583 - X-Coordinate,STARLINK-3043 - X-Coordinate,STARLINK-30831 - X-Coordinate,STARLINK-1296 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-31461 - X-Coordinate,STARLINK-6379 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-31294 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-6307 - X-Coordinate,STARLINK-2751 - X-Coordinate,STARLINK-30789 - X-Coordinate,STARLINK-2479 - X-Coordinate,STARLINK-2749 - X-Coordinate,STARLINK-30133 - X-Coordinate,STARLINK-1557 - X-Coordinate,STARLINK-5383 - X-Coordinate,STARLINK-30354 - X-Coordinate,STARLINK-31450 - X-Coordinate,STARLINK-4746 - X-Coordinate,STARLINK-30934 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-32147 - X-Coordinate,STARLINK-5759 - X-Coordinate,STARLINK-2227 - X-Coordinate,STARLINK-4131 - X-Coordinate,STARLINK-11223 [DTC] - X-Coordinate,STARLINK-1320 - X-Coordinate,STARLINK-3541 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-32137 - X-Coordinate,STARLINK-30279 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-5980 - X-Coordinate,STARLINK-4789 - X-Coordinate,STARLINK-2614 - X-Coordinate,STARLINK-4361 - X-Coordinate,STARLINK-3900 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-5495 - X-Coordinate,STARLINK-31378 - X-Coordinate,STARLINK-31681 - X-Coordinate,STARLINK-31041 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-31714 - X-Coordinate,STARLINK-11097 [DTC] - X-Coordinate,STARLINK-4645 - X-Coordinate,STARLINK-4550 - X-Coordinate,STARLINK-31112 - X-Coordinate,STARLINK-30178 - X-Coordinate,STARLINK-4703 - X-Coordinate,STARLINK-30386 - X-Coordinate,STARLINK-30387 - X-Coordinate,STARLINK-31516 - X-Coordinate,STARLINK-5834 - X-Coordinate,STARLINK-31440 - X-Coordinate,STARLINK-2570 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-30266 - X-Coordinate,STARLINK-3175 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-2431 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-32046 - X-Coordinate,STARLINK-3124 - X-Coordinate,STARLINK-3448 - X-Coordinate,STARLINK-31916 - X-Coordinate,STARLINK-1084 - X-Coordinate,STARLINK-5527 - X-Coordinate,STARLINK-3242 - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-5137 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-31137 - X-Coordinate,STARLINK-31735 - X-Coordinate,STARLINK-1122 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-2141 - X-Coordinate,STARLINK-4666 - X-Coordinate,STARLINK-5517 - X-Coordinate,STARLINK-31087 - X-Coordinate,STARLINK-5260 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6226 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-30278 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-4642 - Y-Coordinate,STARLINK-30268 - Y-Coordinate,STARLINK-31943 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,STARLINK-1775 - Y-Coordinate,STARLINK-31148 - Y-Coordinate,STARLINK-30171 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-5583 - Y-Coordinate,STARLINK-3043 - Y-Coordinate,STARLINK-30831 - Y-Coordinate,STARLINK-1296 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-31461 - Y-Coordinate,STARLINK-6379 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-31294 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-6307 - Y-Coordinate,STARLINK-2751 - Y-Coordinate,STARLINK-30789 - Y-Coordinate,STARLINK-2479 - Y-Coordinate,STARLINK-2749 - Y-Coordinate,STARLINK-30133 - Y-Coordinate,STARLINK-1557 - Y-Coordinate,STARLINK-5383 - Y-Coordinate,STARLINK-30354 - Y-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-4746 - Y-Coordinate,STARLINK-30934 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-32147 - Y-Coordinate,STARLINK-5759 - Y-Coordinate,STARLINK-2227 - Y-Coordinate,STARLINK-4131 - Y-Coordinate,STARLINK-11223 [DTC] - Y-Coordinate,STARLINK-1320 - Y-Coordinate,STARLINK-3541 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-32137 - Y-Coordinate,STARLINK-30279 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-5980 - Y-Coordinate,STARLINK-4789 - Y-Coordinate,STARLINK-2614 - Y-Coordinate,STARLINK-4361 - Y-Coordinate,STARLINK-3900 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-5495 - Y-Coordinate,STARLINK-31378 - Y-Coordinate,STARLINK-31681 - Y-Coordinate,STARLINK-31041 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-31714 - Y-Coordinate,STARLINK-11097 [DTC] - Y-Coordinate,STARLINK-4645 - Y-Coordinate,STARLINK-4550 - Y-Coordinate,STARLINK-31112 - Y-Coordinate,STARLINK-30178 - Y-Coordinate,STARLINK-4703 - Y-Coordinate,STARLINK-30386 - Y-Coordinate,STARLINK-30387 - Y-Coordinate,STARLINK-31516 - Y-Coordinate,STARLINK-5834 - Y-Coordinate,STARLINK-31440 - Y-Coordinate,STARLINK-2570 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-30266 - Y-Coordinate,STARLINK-3175 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-2431 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-32046 - Y-Coordinate,STARLINK-3124 - Y-Coordinate,STARLINK-3448 - Y-Coordinate,STARLINK-31916 - Y-Coordinate,STARLINK-1084 - Y-Coordinate,STARLINK-5527 - Y-Coordinate,STARLINK-3242 - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-5137 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-31137 - Y-Coordinate,STARLINK-31735 - Y-Coordinate,STARLINK-1122 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-2141 - Y-Coordinate,STARLINK-4666 - Y-Coordinate,STARLINK-5517 - Y-Coordinate,STARLINK-31087 - Y-Coordinate,STARLINK-5260 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6226 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-30278 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-4642 - Z-Coordinate,STARLINK-30268 - Z-Coordinate,STARLINK-31943 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,STARLINK-1775 - Z-Coordinate,STARLINK-31148 - Z-Coordinate,STARLINK-30171 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-5583 - Z-Coordinate,STARLINK-3043 - Z-Coordinate,STARLINK-30831 - Z-Coordinate,STARLINK-1296 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-31461 - Z-Coordinate,STARLINK-6379 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-31294 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-6307 - Z-Coordinate,STARLINK-2751 - Z-Coordinate,STARLINK-30789 - Z-Coordinate,STARLINK-2479 - Z-Coordinate,STARLINK-2749 - Z-Coordinate,STARLINK-30133 - Z-Coordinate,STARLINK-1557 - Z-Coordinate,STARLINK-5383 - Z-Coordinate,STARLINK-30354 - Z-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-4746 - Z-Coordinate,STARLINK-30934 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-32147 - Z-Coordinate,STARLINK-5759 - Z-Coordinate,STARLINK-2227 - Z-Coordinate,STARLINK-4131 - Z-Coordinate,STARLINK-11223 [DTC] - Z-Coordinate,STARLINK-1320 - Z-Coordinate,STARLINK-3541 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-32137 - Z-Coordinate,STARLINK-30279 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-5980 - Z-Coordinate,STARLINK-4789 - Z-Coordinate,STARLINK-2614 - Z-Coordinate,STARLINK-4361 - Z-Coordinate,STARLINK-3900 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-5495 - Z-Coordinate,STARLINK-31378 - Z-Coordinate,STARLINK-31681 - Z-Coordinate,STARLINK-31041 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-31714 - Z-Coordinate,STARLINK-11097 [DTC] - Z-Coordinate,STARLINK-4645 - Z-Coordinate,STARLINK-4550 - Z-Coordinate,STARLINK-31112 - Z-Coordinate,STARLINK-30178 - Z-Coordinate,STARLINK-4703 - Z-Coordinate,STARLINK-30386 - Z-Coordinate,STARLINK-30387 - Z-Coordinate,STARLINK-31516 - Z-Coordinate,STARLINK-5834 - Z-Coordinate,STARLINK-31440 - Z-Coordinate,STARLINK-2570 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-30266 - Z-Coordinate,STARLINK-3175 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-2431 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-32046 - Z-Coordinate,STARLINK-3124 - Z-Coordinate,STARLINK-3448 - Z-Coordinate,STARLINK-31916 - Z-Coordinate,STARLINK-1084 - Z-Coordinate,STARLINK-5527 - Z-Coordinate,STARLINK-3242 - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-5137 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-31137 - Z-Coordinate,STARLINK-31735 - Z-Coordinate,STARLINK-1122 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-2141 - Z-Coordinate,STARLINK-4666 - Z-Coordinate,STARLINK-5517 - Z-Coordinate,STARLINK-31087 - Z-Coordinate,STARLINK-5260 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5391.8297,-6428.9637,-2706.0470,5194.8888,3899.3990,-6696.8077,5390.0360,-3052.3948,106.7012,-5124.8343,-5016.4816,-1027.8944,993.3348,-6328.4610,1813.6151,-2088.5427,4657.5316,2252.5669,4683.7349,693.9074,342.8285,-718.8109,6174.7898,-6721.4085,-3811.6017,-924.9899,-2860.8065,4298.8173,1652.4828,677.7734,2216.8997,-2282.7302,-4153.6825,6275.2010,-3567.9889,3944.0849,-4946.5868,4730.9965,2736.5108,1780.4439,-3478.2064,-6836.3196,2816.7521,6504.3625,-2863.4605,-5382.3589,6667.5104,-3277.4585,5316.5717,-5058.8462,5186.4607,4521.2925,4556.8042,6219.0276,420.4824,-4006.1242,-2052.9674,3345.7646,11.7116,-5320.7271,-2261.5849,4742.6025,4192.8495,-728.6182,-2964.9555,-2132.8182,6054.4978,-832.3169,-2516.6853,4223.8728,-1668.2624,-905.5268,-4896.7542,-3403.8193,4748.2534,4681.1588,2999.1782,-2425.4305,813.8315,2521.4708,2065.3784,5076.9920,-6162.1701,4299.5507,4696.1427,-1982.3646,-6190.3543,5064.5835,-2459.8022,-4041.0841,-2338.1021,-2231.1641,1901.7108,4986.1712,1913.2269,3589.3737,4005.6217,4868.5394,6901.1167,3773.9572,198832.7850,228944.1348,215215.6759,210251.5445,218625.6433,215196.6754,214016.8220,213015.4679,95196241.1207,95237834.5411,95181552.9622,95188639.1336,213107.5098,95196238.5099,-4251.5872,-225.3717,-3096.2119,3218.8896,-5708.9287,1680.9303,-713.9282,3221.1797,-5635.8324,-1522.1856,-4217.5732,-4277.1569,-2179.3056,-1061.2682,4151.0801,4629.7857,4849.4918,5320.7215,4263.1162,6513.1188,6848.8594,4597.6235,-1142.6974,-1489.3214,5776.9347,-5037.4095,6081.0719,730.6701,4734.9860,5136.0079,-5412.6865,-6306.6431,-5423.6989,848.9437,2893.2777,-1472.5133,-2314.3693,2931.6200,-3423.3165,2161.9121,2127.5159,1166.7532,3829.9931,-1844.3226,4369.3472,2959.1033,-1216.3791,3317.7846,4277.9713,705.9055,-334.7135,2128.6900,-1026.7781,2667.0538,-6836.5480,-2106.7955,3716.1523,3360.9217,4330.0455,-1463.8768,-4852.7438,-4905.4529,-1366.8343,-6610.0050,6236.4724,5268.2793,1878.4279,-6771.0371,-5722.4988,-5454.3523,5046.0817,4088.3155,-2774.6831,3596.5898,4993.0650,4965.4947,4448.0491,-6161.1054,-5466.5799,-4689.2506,-4794.1699,-264.9365,-27.4111,4163.4067,-4588.1953,3731.0125,2630.3959,-449.1108,6396.0795,4414.6632,6338.8523,-6010.1485,-6088.3227,1139.9693,-4296.2638,3172.2771,-3491.3914,-1271.2307,36.7992,5646.2504,-291035.9746,-270589.7767,-288111.0322,-287272.9970,-286461.6579,-286692.7603,-278253.4601,-283792.9591,308289441.1417,308292423.0787,308274381.3889,308273164.1325,-282529.6119,308272531.3264,-975.2218,-2608.6455,-5466.0688,-3243.0231,265.5180,635.0912,-4112.7782,-5301.3296,-4012.6688,4406.7532,-2266.9245,-5352.3527,-6533.1114,-2690.9794,5130.1208,4648.4056,-1705.1996,-3669.0755,-2530.4116,-2293.6964,-1014.6823,-4983.8157,-2936.5744,-834.4214,-454.3658,4667.6014,-1671.2150,5274.7907,4764.3338,4585.1512,3713.6581,1579.2600,1197.6406,-2833.1175,5078.3317,5480.8193,4110.1675,-4143.4063,5335.7296,6342.3986,-5417.1620,93.5081,-5033.9140,-1463.3195,4161.1894,3172.1837,1365.7600,-5106.4736,68.4476,4672.3980,4585.2467,-4826.2069,5094.4759,1354.6749,1109.9406,5221.1775,-5463.5652,-5107.6815,-5352.6389,4004.6237,4264.1150,1231.7607,5219.6560,1078.4692,-383.5071,-3946.0336,2628.1088,1240.9600,-2942.3775,-670.3231,-4459.2561,5379.1719,-4062.3721,4720.1021,-180.1189,1103.0586,4370.6583,-1974.2602,-4165.1767,-4426.1864,-4571.7098,4536.9641,-3146.7569,3385.2145,-1868.3723,-5441.4286,1734.4971,-4692.2925,-1063.1728,3459.2452,-967.2522,2436.3570,-2497.3206,4633.9594,-5077.6707,4971.8827,4433.0475,4624.6249,662.5455,-1489.4445,-147049.0493,-149712.4419,-151182.9011,-144045.3453,-145432.2040,-156140.6371,-156446.1482,-148448.2964,832493.5431,806304.0776,817305.4485,817812.7852,-149722.6064,821028.8708,
300.000,4365.6098,-5667.8660,-4287.4746,6320.7517,2758.6124,-5870.3366,4338.1733,-1905.4336,-1465.9378,-5898.0989,-6148.1139,-3068.7280,-912.7192,-6910.6855,3239.5069,-800.6651,5791.3581,3186.6761,5181.4295,2206.9685,1827.6884,1034.5169,5027.9616,-6896.2955,-2436.1865,-2921.4338,-1405.3664,5019.7523,3495.8072,2416.6201,673.5957,-3208.7302,-5311.5835,6738.7710,-2789.7602,3342.6714,-6173.8034,5985.9665,671.4755,-132.3573,-2082.0956,-6232.3274,3736.6108,5485.9215,-830.9304,-5124.9816,5768.8107,-1243.4529,5782.4601,-4347.7860,4497.1301,5415.0924,4688.4159,6076.0284,810.0552,-5337.2435,58.5230,2938.4823,2047.0657,-6117.1097,-3250.7884,3231.1061,3991.1213,-1944.4672,-1779.2443,-285.2567,5745.0821,-2273.1195,-3356.9301,2925.3882,467.7775,1105.6060,-5124.8638,-2575.9607,5412.0527,5141.1016,4774.6970,-3305.7944,-924.5047,524.2826,222.4861,3849.2150,-6620.6910,4510.2035,3650.0444,-206.0385,-6109.6515,3804.1302,-843.8133,-2235.5747,-869.6068,-3806.9695,750.7636,4282.2529,-212.3379,5237.4495,3435.1784,3934.0568,6427.9813,4354.2047,205028.7346,234615.5094,221017.0646,216151.5894,224576.8473,221171.5816,219887.8171,219183.4975,88441568.9908,88482611.4466,88426724.8630,88433841.3337,219019.8005,88441518.6704,-5356.3843,1442.0045,-1634.2399,2295.7466,-6157.2440,3020.6309,-2554.8331,4889.8885,-4523.5530,332.6934,-3101.6471,-4161.8040,-3205.9369,-473.4040,2524.1120,5913.7839,3810.2273,3694.5855,2481.6619,5570.0793,6223.6941,5444.5152,-2644.4854,7.0039,6400.1009,-4222.3624,5933.0985,-1187.9005,4762.0364,5557.4632,-6399.7043,-5182.4198,-4449.9582,-749.1402,4704.6079,-3495.3826,-1171.8751,1464.3852,-4097.4396,1023.2873,3813.9845,2575.4487,1916.6255,-2842.1270,4285.6150,4380.5508,-2306.3731,3969.4694,3102.0825,2742.6545,-2374.0751,3157.1855,-2972.4256,1256.8634,-6081.0610,-618.0519,4240.1568,1460.1990,4658.2626,296.2513,-3111.9558,-5535.8724,-3388.3773,-6407.6443,6527.5284,4783.7678,46.9117,-5990.3699,-4239.4099,-6220.1104,5053.9622,4733.9972,-710.0147,5254.1446,3945.5035,3672.5174,3524.0691,-4926.8628,-4567.2012,-4471.0573,-5709.5984,-1927.5578,1329.3991,2367.8554,-5755.2985,4862.5650,3288.6898,-2079.4412,6417.7698,4576.4417,6742.3616,-5619.5962,-6764.7605,-795.0511,-4166.1070,2196.1771,-5135.3863,-3238.5334,-1467.3939,5380.3040,-286845.5935,-265780.6194,-283641.4106,-282696.5498,-281931.8164,-282196.9374,-273785.6398,-278907.8077,310297627.9309,310301387.2515,310282010.9024,310280652.6944,-277999.5703,310280652.5412,568.8893,-3741.2750,-5072.3696,-1620.4541,-1538.6558,2112.0353,-4597.3387,-4500.0228,-5026.5466,3622.2589,-807.6274,-4610.1277,-6108.2692,-638.0309,5474.3428,3437.9234,-191.9588,-4800.6366,-3677.0283,-3504.5312,-2449.9009,-3971.3835,-3974.3003,711.2026,1087.6790,4653.4871,-3285.3138,4500.1409,3602.8338,3341.4079,2572.7849,3208.9744,-341.1616,-1461.0401,4123.0495,4938.4653,2694.7775,-3187.1623,5516.9743,6854.8767,-5204.3528,1613.0240,-5505.0512,-3112.8690,5052.5287,1537.7445,3028.9488,-5524.5665,1866.2142,4636.3745,4708.5778,-2992.7140,4120.7970,3016.2950,3235.0288,4347.6745,-5467.1466,-6150.5564,-4637.1502,3000.5621,5155.2901,2637.7171,4393.9425,-759.4379,1425.3342,-4991.1910,3749.8768,2645.5614,-4301.6137,875.3192,-4729.9252,4780.4570,-4628.0160,3548.0162,1619.9947,2800.1053,3561.6947,-3542.4527,-5116.9456,-5260.6150,-3936.4283,5280.5321,-1502.7342,4615.9600,-357.2044,-4875.1837,-380.3387,-5392.0746,-2492.0347,4671.3609,589.0688,994.2863,-757.6204,5352.5517,-5522.4808,3928.9901,3121.2123,4552.7194,2136.7498,631.5656,-146985.9435,-149636.0285,-151013.3967,-144076.6970,-145197.7660,-155868.1594,-156522.8388,-148101.0775,827337.5024,801063.2554,812779.2926,813344.8496,-149631.4951,815970.2608,
600.000,2912.1957,-4378.0912,-5462.3350,6814.8881,1329.2606,-4472.0561,2878.1711,-617.3961,-2940.0689,-6124.0886,-6681.1393,-4796.1895,-2683.8500,-6791.7352,4384.7788,530.5034,6363.1712,3849.0773,5185.3913,3539.3079,3158.8693,2646.9879,3408.3536,-6403.2163,-815.5967,-4651.2697,218.6751,5268.3166,4974.1012,3890.3851,-911.5863,-3848.0185,-5957.7066,6554.6601,-1773.4002,2464.7720,-6769.1790,6673.0421,-1443.6630,-1977.1776,-515.9850,-5022.3465,4346.5718,3919.2106,1312.8814,-4370.8237,4295.0356,902.0171,5662.1158,-3257.1341,3414.9423,5698.5034,4396.5607,5343.0731,1066.1937,-6162.4279,2148.6994,2312.2583,3855.4759,-6306.7209,-3964.7194,1392.2958,3428.2649,-2959.2535,-401.4350,1623.3277,4887.1912,-3519.0486,-3911.6173,1335.6466,2563.6462,2974.9371,-4903.4241,-1524.4848,5544.5648,5114.5030,6087.7955,-3896.5458,-2612.7336,-1546.7214,-1615.3317,2261.2130,-6426.7282,4314.4544,2235.1701,1552.7960,-5405.0890,2206.0203,874.1440,-188.9145,693.2204,-4994.1552,-468.5944,3201.9416,-2328.6700,6369.5934,2558.7351,2640.5309,5334.0548,4498.4454,211137.7189,240185.1291,226721.9388,221954.6049,230429.8378,227050.6863,225665.0653,225225.4612,81644591.5621,81685067.6476,81629625.1837,81636820.5530,224835.8500,81644496.4543,-5945.7806,3001.8317,-52.2690,1162.2946,-6003.4101,4087.6793,-4165.8778,6088.6844,-2995.5816,2130.3208,-1692.3138,-3686.4642,-3977.4245,154.1595,675.4914,6614.5103,2403.3420,1696.3567,434.5321,4099.7852,4998.8262,5757.6127,-3926.1582,1509.5295,6408.3882,-3040.3716,5220.4069,-2954.3790,4353.1542,5455.7201,-6774.2431,-3531.2751,-3043.2605,-2261.5043,6037.5730,-5176.7292,60.5307,-115.5474,-4423.7240,-305.7382,5133.3118,3750.0498,-167.0926,-3592.6792,3785.3124,5354.7123,-3201.0139,4288.9525,1587.6831,4526.6299,-4200.1514,3877.8578,-4603.4712,-308.0053,-4666.2217,889.6743,4404.1899,-615.2189,4566.0299,2001.7365,-1065.5629,-5650.8683,-5051.5931,-5512.2612,6174.8569,3871.3265,-1815.2976,-4631.5668,-2332.4680,-6386.3836,4619.5834,4937.0046,1429.5557,6372.7859,2488.0918,1995.0225,2291.5547,-3196.4187,-3256.1487,-3866.2079,-6100.9391,-3436.6682,2538.1011,315.0401,-6334.4712,5545.9705,3616.7589,-3550.6757,5831.2070,4332.5737,6460.1236,-4672.6254,-6746.6057,-2683.7097,-3685.1665,1045.0666,-6262.9129,-4893.7666,-2849.7401,4562.1631,-282522.2820,-260853.2502,-279044.8848,-277994.8482,-277275.2412,-277572.7781,-269197.3047,-273819.1756,312157828.7208,312162349.7490,312141647.0391,312140151.1402,-273345.8090,312140785.2848,2052.0595,-4475.5841,-4115.0631,176.7676,-3177.1945,3362.7315,-4565.8185,-3213.9409,-5500.7227,2449.8920,738.1313,-3374.3863,-5039.5469,1482.5268,5211.6751,1852.4764,1341.8020,-5399.7420,-4411.0143,-4341.9039,-3623.0212,-2512.8792,-4587.2666,2180.6282,2513.2654,4141.6439,-4547.0034,3226.3214,2053.8529,1738.3476,1156.2536,4488.8182,-1843.5186,67.2693,2711.0133,3864.1970,978.8670,-1890.7238,5102.5963,6637.5710,-4398.1382,2959.8641,-5386.6683,-4427.3484,5341.0019,-262.6342,4365.1440,-5348.9097,3454.3535,4102.9607,4328.5254,-840.9166,2703.0665,4350.4817,5014.4779,3005.4034,-4883.9799,-6548.5899,-3415.9340,1659.3793,5474.5809,3761.1965,3078.5446,-2508.8731,3080.2952,-5500.4188,4458.0641,3766.9096,-5196.6680,2327.0418,-4496.5166,3645.3326,-4701.1882,1981.5609,3243.4506,4194.6731,2369.9450,-4728.1513,-5519.7058,-5531.4664,-2881.3981,5430.6923,303.2068,5341.1277,1194.0403,-3778.4558,-2454.7652,-5513.0631,-3654.5680,5379.9033,2079.2171,-557.6927,1066.2158,5492.1048,-5375.1505,2461.2242,1473.9234,3970.3140,3382.0090,2685.3934,-146922.9904,-149559.5196,-150841.1661,-144113.0804,-144966.8815,-155589.8305,-156593.7630,-147871.2805,822176.2151,795822.8338,808256.5337,808895.6906,-149540.2885,810911.5441,
