sl_100_86400_20251231 Coordinates.csv
2025/12/31 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:40 2024,
Start: 2025/12/31 07:47:00.00, Stop: 2026/01/01 07:47:00.00,
TIME_UNITS,STARLINK-2587 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-11245 [DTC] - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-5559 - X-Coordinate,STARLINK-3592 - X-Coordinate,STARLINK-3815 - X-Coordinate,STARLINK-4388 - X-Coordinate,STARLINK-2258 - X-Coordinate,STARLINK-30445 - X-Coordinate,STARLINK-5194 - X-Coordinate,STARLINK-5927 - X-Coordinate,STARLINK-1848 - X-Coordinate,STARLINK-1567 - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-31629 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-3818 - X-Coordinate,STARLINK-30612 - X-Coordinate,STARLINK-3954 - X-Coordinate,STARLINK-4414 - X-Coordinate,STARLINK-2129 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-31969 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-3668 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-5346 - X-Coordinate,STARLINK-32274 - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-31434 - X-Coordinate,STARLINK-4297 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-1142 - X-Coordinate,STARLINK-30925 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-1648 - X-Coordinate,STARLINK-4044 - X-Coordinate,STARLINK-1773 - X-Coordinate,STARLINK-5654 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-5592 - X-Coordinate,STARLINK-5044 - X-Coordinate,STARLINK-31752 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-31768 - X-Coordinate,STARLINK-3645 - X-Coordinate,STARLINK-5749 - X-Coordinate,STARLINK-5262 - X-Coordinate,STARLINK-4483 - X-Coordinate,STARLINK-6276 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-3782 - X-Coordinate,STARLINK-30276 - X-Coordinate,STARLINK-3274 - X-Coordinate,STARLINK-5427 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-4314 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-30246 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-5939 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-32014 - X-Coordinate,STARLINK-4672 - X-Coordinate,STARLINK-31799 - X-Coordinate,STARLINK-3398 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-31383 - X-Coordinate,STARLINK-31225 - X-Coordinate,STARLINK-6055 - X-Coordinate,STARLINK-2298 - X-Coordinate,STARLINK-31340 - X-Coordinate,STARLINK-30148 - X-Coordinate,STARLINK-4185 - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-4610 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-2125 - X-Coordinate,STARLINK-30898 - X-Coordinate,STARLINK-4462 - X-Coordinate,STARLINK-1355 - X-Coordinate,STARLINK-32101 - X-Coordinate,STARLINK-1644 - X-Coordinate,STARLINK-1970 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-31356 - X-Coordinate,STARLINK-1880 - X-Coordinate,STARLINK-3241 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2587 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-11245 [DTC] - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-5559 - Y-Coordinate,STARLINK-3592 - Y-Coordinate,STARLINK-3815 - Y-Coordinate,STARLINK-4388 - Y-Coordinate,STARLINK-2258 - Y-Coordinate,STARLINK-30445 - Y-Coordinate,STARLINK-5194 - Y-Coordinate,STARLINK-5927 - Y-Coordinate,STARLINK-1848 - Y-Coordinate,STARLINK-1567 - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-31629 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-3818 - Y-Coordinate,STARLINK-30612 - Y-Coordinate,STARLINK-3954 - Y-Coordinate,STARLINK-4414 - Y-Coordinate,STARLINK-2129 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-31969 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-3668 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-5346 - Y-Coordinate,STARLINK-32274 - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-31434 - Y-Coordinate,STARLINK-4297 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-1142 - Y-Coordinate,STARLINK-30925 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-1648 - Y-Coordinate,STARLINK-4044 - Y-Coordinate,STARLINK-1773 - Y-Coordinate,STARLINK-5654 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-5592 - Y-Coordinate,STARLINK-5044 - Y-Coordinate,STARLINK-31752 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-31768 - Y-Coordinate,STARLINK-3645 - Y-Coordinate,STARLINK-5749 - Y-Coordinate,STARLINK-5262 - Y-Coordinate,STARLINK-4483 - Y-Coordinate,STARLINK-6276 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-3782 - Y-Coordinate,STARLINK-30276 - Y-Coordinate,STARLINK-3274 - Y-Coordinate,STARLINK-5427 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-4314 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-30246 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-5939 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-32014 - Y-Coordinate,STARLINK-4672 - Y-Coordinate,STARLINK-31799 - Y-Coordinate,STARLINK-3398 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-31383 - Y-Coordinate,STARLINK-31225 - Y-Coordinate,STARLINK-6055 - Y-Coordinate,STARLINK-2298 - Y-Coordinate,STARLINK-31340 - Y-Coordinate,STARLINK-30148 - Y-Coordinate,STARLINK-4185 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-4610 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-2125 - Y-Coordinate,STARLINK-30898 - Y-Coordinate,STARLINK-4462 - Y-Coordinate,STARLINK-1355 - Y-Coordinate,STARLINK-32101 - Y-Coordinate,STARLINK-1644 - Y-Coordinate,STARLINK-1970 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-31356 - Y-Coordinate,STARLINK-1880 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2587 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-11245 [DTC] - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-5559 - Z-Coordinate,STARLINK-3592 - Z-Coordinate,STARLINK-3815 - Z-Coordinate,STARLINK-4388 - Z-Coordinate,STARLINK-2258 - Z-Coordinate,STARLINK-30445 - Z-Coordinate,STARLINK-5194 - Z-Coordinate,STARLINK-5927 - Z-Coordinate,STARLINK-1848 - Z-Coordinate,STARLINK-1567 - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-31629 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-3818 - Z-Coordinate,STARLINK-30612 - Z-Coordinate,STARLINK-3954 - Z-Coordinate,STARLINK-4414 - Z-Coordinate,STARLINK-2129 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-31969 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-3668 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-5346 - Z-Coordinate,STARLINK-32274 - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-31434 - Z-Coordinate,STARLINK-4297 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-1142 - Z-Coordinate,STARLINK-30925 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-1648 - Z-Coordinate,STARLINK-4044 - Z-Coordinate,STARLINK-1773 - Z-Coordinate,STARLINK-5654 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-5592 - Z-Coordinate,STARLINK-5044 - Z-Coordinate,STARLINK-31752 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-31768 - Z-Coordinate,STARLINK-3645 - Z-Coordinate,STARLINK-5749 - Z-Coordinate,STARLINK-5262 - Z-Coordinate,STARLINK-4483 - Z-Coordinate,STARLINK-6276 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-3782 - Z-Coordinate,STARLINK-30276 - Z-Coordinate,STARLINK-3274 - Z-Coordinate,STARLINK-5427 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-4314 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-30246 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-5939 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-32014 - Z-Coordinate,STARLINK-4672 - Z-Coordinate,STARLINK-31799 - Z-Coordinate,STARLINK-3398 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-31383 - Z-Coordinate,STARLINK-31225 - Z-Coordinate,STARLINK-6055 - Z-Coordinate,STARLINK-2298 - Z-Coordinate,STARLINK-31340 - Z-Coordinate,STARLINK-30148 - Z-Coordinate,STARLINK-4185 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-4610 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-2125 - Z-Coordinate,STARLINK-30898 - Z-Coordinate,STARLINK-4462 - Z-Coordinate,STARLINK-1355 - Z-Coordinate,STARLINK-32101 - Z-Coordinate,STARLINK-1644 - Z-Coordinate,STARLINK-1970 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-31356 - Z-Coordinate,STARLINK-1880 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1893.8376,1403.7963,4530.3560,5820.8683,2202.1777,-4325.5270,-6469.1335,1543.5954,6731.3240,1198.0745,3383.7388,-3865.3874,4435.2935,4383.1243,382.0810,6237.6157,2407.2093,-4213.5497,-1458.5902,-1476.4087,4066.9058,-1052.8992,-957.1554,-6142.2020,-6081.7567,-1896.5720,3028.6436,-2129.8951,4354.2832,3258.8556,2086.7104,2231.1487,6929.3812,1161.7999,1090.8526,2760.0528,-5792.5728,2570.6255,-2660.1253,-1843.7527,5728.1694,-1256.5999,-3247.6426,2606.9454,5373.5250,-3321.2516,405.3291,-4512.2183,-980.6437,-4406.9700,-2762.9104,-5268.8113,0.0000,-5237.6492,-5406.0824,201.5831,6651.6995,4012.1015,-1410.1554,-4629.5060,-487.0231,-1486.6020,2178.4728,-4643.2195,6494.2865,-2585.5207,-3452.7523,5633.7095,-3584.7709,2537.6069,-148.5534,4154.7111,-1231.2162,-58.9207,-4397.1230,-603.4949,-796.3018,-3148.9110,3201.9256,2678.2378,6645.4331,-2290.4630,4316.5327,-6594.2149,-4732.1193,-2652.0948,6814.1909,-3497.5555,6659.2097,231.5910,-2049.9980,-6909.7841,725.1721,579.5522,4232.5440,-4187.3175,4040.4077,3611.0607,-6788.2075,5127.4796,334460.3144,306740.2095,319924.4304,322533.2759,315353.5752,317992.3704,314022.8769,317029.1748,-131222438.9180,-131239467.6494,-131221963.4806,-131215005.1229,317246.7565,-131212143.5035,-4014.7055,5445.4199,-1269.6588,-2354.3109,3608.8473,1176.1832,2123.2309,201.6788,1382.5109,-6830.9106,-4959.8828,3099.6288,-4284.5503,-3868.4094,6225.2822,-2229.5962,4759.2850,-957.7931,5968.8735,-5727.0366,4186.2589,-5357.5073,-4006.7747,3222.1204,373.3846,-4160.4117,-6008.9870,3651.3494,534.4001,1294.6739,6593.8220,-6389.5888,-180.7557,-4133.7857,3999.7464,3025.6506,-579.5120,5590.8312,-6276.7193,-4710.9113,3266.3004,3977.4114,-4808.5450,-5190.7081,1544.0861,5269.5204,5596.6909,648.9716,6853.8689,3007.4323,3170.8016,3786.8615,0.0000,-1716.0585,3012.0996,5679.5805,959.0151,1066.4669,3895.2732,4705.5586,2373.0331,-4065.2231,-4063.5278,4706.0553,-297.9827,-5945.5792,1857.2428,3163.1623,4016.2294,-3692.1642,6151.4601,-4599.2937,5198.0438,-5401.7277,-1594.8408,4235.4497,6731.4048,3865.7175,5702.3394,-5841.8514,-1384.1897,-733.4767,-4823.8448,1658.2317,4963.2172,5877.9475,-526.0096,-5330.6583,-879.1103,6574.3950,6024.1185,293.4724,-4094.3129,-6513.5422,-1827.8291,-1478.7603,-4631.9837,-2777.5103,331.2909,-1573.4180,-99467.6273,-99682.4326,-87577.5781,-91019.6050,-86449.9801,-88259.6988,-95769.5059,-93888.5622,302954164.6414,302940092.6420,302953017.5516,302946609.0496,-92984.8650,302939297.4793,-5266.6187,4048.1118,4750.8730,2926.7700,5574.0588,-5270.6185,412.5152,-6763.4200,-36.8914,13.9817,3417.9774,4864.9091,-2958.4910,3604.1021,-2987.9476,-1599.7296,-4251.2764,5307.2443,-2773.3746,-3373.1652,-3712.3399,4105.2886,5494.8860,-249.8249,3269.0296,5164.5221,-1024.0056,-5471.5042,-5332.9724,-6003.2433,-57.4083,-1555.7503,-64.8393,-5335.7280,-5539.5767,-5447.5109,-3716.3676,-3161.9672,313.7949,4707.8642,-1874.4527,5504.3875,3738.0948,-3750.8235,4060.9527,2986.6759,-4046.7553,5198.5664,356.8264,-4407.1009,-5537.1104,-2397.2285,0.0000,-4216.7917,-2876.9194,-3933.0791,1694.8905,5518.6365,-5536.2638,2100.3191,-6517.1959,-5397.2491,5137.5988,2078.9354,-2366.6432,2438.6746,5732.9786,2527.6561,-4189.4208,-5266.4421,-3206.2007,-3128.8213,-4421.7519,-4324.2942,-4973.9637,5426.3544,732.1012,4745.3112,2231.1662,-2386.8189,896.0799,-6526.3852,-2261.0073,-210.3994,1038.8798,2492.9811,-1016.9066,-2681.9315,1172.5512,2126.7403,-2518.5183,-114.0844,5519.3172,-1565.1094,-5159.8112,-5309.2023,3237.0087,-4855.8539,-1041.8175,-4363.7791,152306.8223,149979.0089,147192.9124,153647.2292,152905.2939,142253.3226,141344.4988,146768.2456,-145349579.7241,-145317995.7708,-145325928.8495,-145332547.8876,148341.9940,-145340074.3308,
3600.000,4982.9133,-4444.6537,-4574.0811,-5106.8234,1151.0998,4529.3024,4362.2145,3693.6317,-5429.6341,1210.1583,-2266.2233,5046.5742,-258.2210,-125.0944,-2103.0438,-2953.9631,-5802.9802,3689.5450,-2336.5739,4468.7676,-4136.6381,3856.1490,5047.6486,4750.7497,6509.3116,4773.4841,-148.7669,-1979.9749,-5734.4686,-1493.5782,-3209.6117,-43.0802,-5527.7929,3506.9044,-5032.6109,-6024.8859,3185.9787,-4322.7134,3726.6781,5376.0436,-6110.7880,-2910.5659,5294.9659,1297.6123,-6912.7415,2080.7703,-3279.2677,2162.7022,-1506.8690,292.0256,-1725.8313,4293.3174,0.0000,4748.5927,1436.4617,-2261.1712,-5051.8023,-4695.8637,-2478.8384,1191.5612,-3909.6452,4954.2584,2249.6696,2907.1219,-3767.6946,4349.9724,5170.6270,-4046.3256,1125.7670,1801.0215,-3052.7725,-929.7234,-2845.5874,2299.4517,6604.9622,-2882.5150,-1899.4277,-1345.6269,-4490.4910,789.2808,-4118.1802,3512.1613,-604.9748,4127.5802,2648.1683,1230.0765,-4578.8515,4929.6976,-5322.8108,-1769.7720,270.7749,5363.6409,3358.6327,1640.3841,-4082.1815,4078.8283,-4329.9292,1679.0945,5659.9288,-5553.6697,348366.0768,319554.4461,333800.4168,334806.4589,327671.7496,330096.6162,327404.9915,329665.3719,-205187239.1531,-205207658.0053,-205194450.8983,-205187993.4128,329896.2011,-205177681.5167,681.7536,-2729.8466,4866.0631,4643.6857,223.1646,-4656.5821,-3412.3623,-1653.3750,723.4554,5936.2086,6479.1799,-4760.6195,4148.0482,4133.9651,-6447.1534,4259.7386,-3383.4404,-3664.1959,-3310.9098,5111.3410,-113.4079,1659.1487,3104.2257,-398.2705,-2132.9736,770.5138,6127.5303,-4987.0394,2854.0676,3028.6467,-4654.1044,6620.3845,2383.5962,3917.6609,-2752.4130,-24.3746,-2629.2858,-5277.6462,3596.0548,3053.8874,-1474.1827,-4682.6607,4414.3253,3926.1200,142.2158,-6454.7598,-2544.4905,-4330.2967,-5710.3756,-4240.8069,-2172.5038,-5042.5884,0.0000,-2334.9291,-4773.5195,-6526.2415,1908.0304,3063.4866,-5249.1644,-5129.8554,-2929.8336,1415.7047,4199.1656,-6087.3112,2431.1075,2810.2106,-4244.6995,-4931.0948,-6646.3423,4585.7422,-4050.7127,2839.4703,-4649.1373,6508.3388,-1054.9834,-5547.0800,-5748.0210,-4234.6579,-4798.0470,4258.8824,3637.0254,-3489.6609,4345.0368,-3848.6004,-5873.1464,-6543.3078,2229.2584,4544.6061,2541.2744,-6300.7018,-6491.1901,-1875.5582,4609.0687,5542.8070,5175.1457,-2898.7498,5166.5993,4765.4507,-1976.5003,4085.2430,-12217.3856,-20690.7144,-6480.9011,-9950.3938,-4606.3685,-6172.7402,-13405.2179,-10600.1067,258650068.1097,258629362.8423,258647208.4877,258641145.8189,-11222.8601,258635880.2378,4688.5543,-4573.0924,-442.4787,618.4408,-6909.4438,2363.5948,3978.6685,5625.7173,4139.1798,3367.1351,806.3174,-399.1072,5417.6008,-5495.3144,-1354.4610,4410.3336,1149.8134,-4469.1019,5375.3976,-469.6530,5527.4178,-5403.4764,-3492.5970,5033.0106,958.3955,-4936.6794,-2963.2425,4344.5849,2560.3474,6066.7169,-3993.0450,-2096.4831,3428.9627,4371.1488,3853.1235,3166.2241,5519.6432,-1149.7265,-4448.0428,-3105.9171,-2737.6283,-4178.6917,411.3102,5526.1768,-76.9834,1321.5606,5519.0771,-4954.2800,-3636.9766,5444.4821,6364.8344,-2001.0545,0.0000,4477.5089,4645.4995,-180.3146,-4352.5095,-4051.5057,3739.7538,-4507.6922,4936.8677,4600.5617,-5012.3385,1588.8390,5253.8302,-4608.4844,-1895.2792,2727.4758,1005.5681,4834.8679,4723.0739,6256.9156,4274.1118,438.6978,1337.1189,-2968.6549,3127.4216,-5271.5739,2133.1225,5299.2261,-4094.4694,4874.8057,5255.4310,3787.2325,2563.9507,1859.4123,4656.7299,-1701.0609,3414.2967,2224.8482,-2151.7137,-3952.9022,-3923.2849,-3437.3910,2084.8369,4765.0764,1684.1950,4320.6561,-3374.5363,480.8380,153053.9022,150813.8541,149223.1731,152587.5476,155152.6977,145828.1214,140681.3649,150856.5933,-145333929.0128,-145302161.1725,-145311354.8246,-145317813.1776,149221.5876,-145322760.4657,
7200.000,-6572.5644,6531.9092,1470.7277,2334.5841,-1658.2315,-3366.1353,264.1908,-6837.5856,2066.1102,-3962.4797,-116.5741,-3762.6063,-4288.2436,-4153.0922,3263.8293,-1588.1233,6175.1211,-2681.5056,5862.0587,-5248.1866,4064.6338,-5980.7050,-6586.3293,326.2967,-3995.2772,-6473.4950,-3491.6203,4490.3930,5039.7678,1015.9103,4103.8011,-2643.3253,2244.3207,-6113.2818,6750.1895,6328.9301,-430.7663,4423.1604,-4196.3207,-6832.1605,3828.5578,5287.1831,-5041.8895,-5177.4208,5372.8534,480.9749,5917.6233,-219.1047,4241.6397,3390.9373,5542.3141,-1056.1055,0.0000,-3640.8142,2877.4426,3320.7637,2236.4180,4395.8044,4555.7682,2903.1698,5882.1482,-6825.6252,-5414.6156,263.3098,137.5522,-5583.1471,-4746.3065,405.1443,1584.4835,-4771.4777,5885.2723,-3598.4676,5813.4050,-3365.0190,-5345.8395,4514.3509,4521.6392,4937.8022,4359.4550,-4813.7770,-98.2589,-4517.3350,-3932.2121,414.6803,871.9436,1286.7369,698.0463,-4557.1697,1062.9980,3225.0260,2290.5288,-1689.6294,-5518.7938,-3924.3932,2714.7022,-3616.6030,2011.8301,-4878.3052,-1882.9411,3585.2539,339728.8767,312697.6229,326646.1576,325683.6085,319364.5741,321652.3930,319721.1398,322325.1629,-265158564.3465,-265180111.2609,-265171987.9243,-265163341.7758,321853.7627,-265149937.0832,1779.5367,-112.5211,-4914.7440,-5306.0472,-4989.1409,5696.3985,4151.6370,-42.0272,-3658.6034,-3173.6511,-5207.5799,3927.9401,-3574.4804,-4094.4424,3722.5017,-5383.8161,641.7581,6289.9231,-79.8528,-1806.1421,-4022.0049,1841.2578,-1763.1690,-914.3290,3262.1744,1848.5503,-3543.6666,5228.5563,-4337.9755,-6354.9268,594.6510,-4584.5380,-4554.4137,-3069.6536,1477.2968,-2004.3157,5748.1438,2440.9022,1175.3904,-979.1737,-1786.5121,4452.6535,-1901.5232,-2512.3910,-1770.1490,4932.4400,-460.5583,6723.4453,2817.7546,5172.3980,2281.8381,4519.3876,0.0000,5536.3650,5446.2410,4403.3174,-4902.2115,-5338.2864,5178.6793,4723.4828,3667.4426,578.7283,-3942.4703,5429.3979,-4908.1441,1081.9100,4050.6683,2631.7224,5947.8130,-4808.1689,1375.2848,-1650.0495,3448.7140,-4775.0580,2684.6543,5063.9945,2137.6328,4211.4320,1414.2773,-1921.4795,-5282.9122,5268.4573,-3271.6148,5149.0587,5088.2022,4525.1182,-4307.7587,-1436.4515,-3953.6669,3214.4939,3743.8356,3783.0652,-4172.1821,-1067.2411,-5937.7139,5758.3081,-3514.5738,-4496.2372,3690.6375,-4616.5411,75592.4785,58659.1690,74647.2580,70972.1565,77418.0112,74834.2065,69734.4996,70639.6315,196705330.7301,196676334.8108,196697252.8971,196690527.4685,70981.8357,196691318.6815,-1006.6702,2316.4502,-4302.9838,-3803.8025,4617.9177,1998.1054,-5411.4111,-1165.7059,-5443.1779,-4728.8491,-4551.7569,-4328.9874,-3951.5491,3627.7666,4814.4598,-3866.9987,2805.9839,441.0735,-3331.5718,3926.6132,-3890.5487,2746.3512,-900.2322,-6877.2075,-4617.9715,1534.6973,4632.4445,-491.1984,1834.3986,-2627.6771,5526.2541,4486.8666,-4723.8210,-289.3031,223.9184,1512.6104,-3802.5877,4712.3955,5241.6364,-459.4920,5384.9592,206.2303,-4328.1531,-3830.9909,-3985.2849,-4824.0211,-3551.3091,1625.6043,4696.3435,-3099.9657,-3523.5319,5115.6191,0.0000,-2058.4544,-2938.7380,4149.3778,4352.5220,14.2441,397.6123,4148.1891,-513.5572,-939.8442,1697.6741,-4306.3406,-4874.8361,3951.1819,-3069.4007,-6415.9209,2919.7323,-1365.7628,-3408.5604,-5703.9393,-1541.6776,3692.0167,3271.9481,-1367.7047,-4641.3831,2308.3624,-5180.7226,-4489.0112,4347.2872,-431.1031,-4568.0227,-4432.3818,-4637.3139,-5075.7670,-5359.9747,4987.4817,-5460.9474,-5211.5387,5236.9072,5529.2082,-140.6902,5341.9455,2268.2736,-1270.9571,-5650.7882,508.9001,5475.3262,3675.6780,153748.4807,151595.8270,151236.6810,150585.6770,156891.5406,150278.0526,140712.1546,148358.6180,-145317508.6335,-145286507.7754,-145297242.9403,-145304464.8145,150084.8533,-145305400.2317,
