sl_100_5400_20251209 Coordinates.csv
2025/12/09 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:42 2024,
Start: 2025/12/09 07:47:00.00, Stop: 2025/12/09 09:17:00.00,
TIME_UNITS,STARLINK-3148 - X-Coordinate,STARLINK-5100 - X-Coordinate,STARLINK-4193 - X-Coordinate,STARLINK-3079 - X-Coordinate,STARLINK-30852 - X-Coordinate,STARLINK-5780 - X-Coordinate,STARLINK-3516 - X-Coordinate,STARLINK-1591 - X-Coordinate,STARLINK-1278 - X-Coordinate,STARLINK-2711 - X-Coordinate,STARLINK-5176 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-32083 - X-Coordinate,STARLINK-31841 - X-Coordinate,STARLINK-4052 - X-Coordinate,STARLINK-5957 - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-4625 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-31442 - X-Coordinate,STARLINK-30851 - X-Coordinate,STARLINK-1758 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-3903 - X-Coordinate,STARLINK-2476 - X-Coordinate,STARLINK-31201 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-2028 - X-Coordinate,STARLINK-32126 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-30225 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-5026 - X-Coordinate,STARLINK-4190 - X-Coordinate,STARLINK-31695 - X-Coordinate,STARLINK-30094 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-2475 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-32137 - X-Coordinate,STARLINK-2614 - X-Coordinate,STARLINK-31861 - X-Coordinate,STARLINK-5661 - X-Coordinate,STARLINK-1262 - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-2541 - X-Coordinate,STARLINK-5016 - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-5548 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-3781 - X-Coordinate,STARLINK-2403 - X-Coordinate,STARLINK-2142 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-4074 - X-Coordinate,STARLINK-4491 - X-Coordinate,STARLINK-4679 - X-Coordinate,STARLINK-4709 - X-Coordinate,STARLINK-3386 - X-Coordinate,STARLINK-5683 - X-Coordinate,STARLINK-2695 - X-Coordinate,STARLINK-1984 - X-Coordinate,STARLINK-30979 - X-Coordinate,STARLINK-31988 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-3339 - X-Coordinate,STARLINK-5510 - X-Coordinate,STARLINK-2309 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-2187 - X-Coordinate,STARLINK-4584 - X-Coordinate,STARLINK-2050 - X-Coordinate,STARLINK-11170 [DTC] - X-Coordinate,STARLINK-4672 - X-Coordinate,STARLINK-5318 - X-Coordinate,STARLINK-3792 - X-Coordinate,STARLINK-3156 - X-Coordinate,STARLINK-31868 - X-Coordinate,STARLINK-3839 - X-Coordinate,STARLINK-30272 - X-Coordinate,STARLINK-5493 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-5426 - X-Coordinate,STARLINK-4401 - X-Coordinate,STARLINK-4065 - X-Coordinate,STARLINK-2402 - X-Coordinate,STARLINK-5466 - X-Coordinate,STARLINK-5582 - X-Coordinate,STARLINK-2325 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-30431 - X-Coordinate,STARLINK-31226 - X-Coordinate,STARLINK-31041 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3148 - Y-Coordinate,STARLINK-5100 - Y-Coordinate,STARLINK-4193 - Y-Coordinate,STARLINK-3079 - Y-Coordinate,STARLINK-30852 - Y-Coordinate,STARLINK-5780 - Y-Coordinate,STARLINK-3516 - Y-Coordinate,STARLINK-1591 - Y-Coordinate,STARLINK-1278 - Y-Coordinate,STARLINK-2711 - Y-Coordinate,STARLINK-5176 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-32083 - Y-Coordinate,STARLINK-31841 - Y-Coordinate,STARLINK-4052 - Y-Coordinate,STARLINK-5957 - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-4625 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-31442 - Y-Coordinate,STARLINK-30851 - Y-Coordinate,STARLINK-1758 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-3903 - Y-Coordinate,STARLINK-2476 - Y-Coordinate,STARLINK-31201 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-2028 - Y-Coordinate,STARLINK-32126 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-30225 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-5026 - Y-Coordinate,STARLINK-4190 - Y-Coordinate,STARLINK-31695 - Y-Coordinate,STARLINK-30094 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-2475 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-32137 - Y-Coordinate,STARLINK-2614 - Y-Coordinate,STARLINK-31861 - Y-Coordinate,STARLINK-5661 - Y-Coordinate,STARLINK-1262 - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-2541 - Y-Coordinate,STARLINK-5016 - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-5548 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-3781 - Y-Coordinate,STARLINK-2403 - Y-Coordinate,STARLINK-2142 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-4074 - Y-Coordinate,STARLINK-4491 - Y-Coordinate,STARLINK-4679 - Y-Coordinate,STARLINK-4709 - Y-Coordinate,STARLINK-3386 - Y-Coordinate,STARLINK-5683 - Y-Coordinate,STARLINK-2695 - Y-Coordinate,STARLINK-1984 - Y-Coordinate,STARLINK-30979 - Y-Coordinate,STARLINK-31988 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-3339 - Y-Coordinate,STARLINK-5510 - Y-Coordinate,STARLINK-2309 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-2187 - Y-Coordinate,STARLINK-4584 - Y-Coordinate,STARLINK-2050 - Y-Coordinate,STARLINK-11170 [DTC] - Y-Coordinate,STARLINK-4672 - Y-Coordinate,STARLINK-5318 - Y-Coordinate,STARLINK-3792 - Y-Coordinate,STARLINK-3156 - Y-Coordinate,STARLINK-31868 - Y-Coordinate,STARLINK-3839 - Y-Coordinate,STARLINK-30272 - Y-Coordinate,STARLINK-5493 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-5426 - Y-Coordinate,STARLINK-4401 - Y-Coordinate,STARLINK-4065 - Y-Coordinate,STARLINK-2402 - Y-Coordinate,STARLINK-5466 - Y-Coordinate,STARLINK-5582 - Y-Coordinate,STARLINK-2325 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-30431 - Y-Coordinate,STARLINK-31226 - Y-Coordinate,STARLINK-31041 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3148 - Z-Coordinate,STARLINK-5100 - Z-Coordinate,STARLINK-4193 - Z-Coordinate,STARLINK-3079 - Z-Coordinate,STARLINK-30852 - Z-Coordinate,STARLINK-5780 - Z-Coordinate,STARLINK-3516 - Z-Coordinate,STARLINK-1591 - Z-Coordinate,STARLINK-1278 - Z-Coordinate,STARLINK-2711 - Z-Coordinate,STARLINK-5176 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-32083 - Z-Coordinate,STARLINK-31841 - Z-Coordinate,STARLINK-4052 - Z-Coordinate,STARLINK-5957 - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-4625 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-31442 - Z-Coordinate,STARLINK-30851 - Z-Coordinate,STARLINK-1758 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-3903 - Z-Coordinate,STARLINK-2476 - Z-Coordinate,STARLINK-31201 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-2028 - Z-Coordinate,STARLINK-32126 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-30225 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-5026 - Z-Coordinate,STARLINK-4190 - Z-Coordinate,STARLINK-31695 - Z-Coordinate,STARLINK-30094 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-2475 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-32137 - Z-Coordinate,STARLINK-2614 - Z-Coordinate,STARLINK-31861 - Z-Coordinate,STARLINK-5661 - Z-Coordinate,STARLINK-1262 - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-2541 - Z-Coordinate,STARLINK-5016 - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-5548 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-3781 - Z-Coordinate,STARLINK-2403 - Z-Coordinate,STARLINK-2142 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-4074 - Z-Coordinate,STARLINK-4491 - Z-Coordinate,STARLINK-4679 - Z-Coordinate,STARLINK-4709 - Z-Coordinate,STARLINK-3386 - Z-Coordinate,STARLINK-5683 - Z-Coordinate,STARLINK-2695 - Z-Coordinate,STARLINK-1984 - Z-Coordinate,STARLINK-30979 - Z-Coordinate,STARLINK-31988 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-3339 - Z-Coordinate,STARLINK-5510 - Z-Coordinate,STARLINK-2309 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-2187 - Z-Coordinate,STARLINK-4584 - Z-Coordinate,STARLINK-2050 - Z-Coordinate,STARLINK-11170 [DTC] - Z-Coordinate,STARLINK-4672 - Z-Coordinate,STARLINK-5318 - Z-Coordinate,STARLINK-3792 - Z-Coordinate,STARLINK-3156 - Z-Coordinate,STARLINK-31868 - Z-Coordinate,STARLINK-3839 - Z-Coordinate,STARLINK-30272 - Z-Coordinate,STARLINK-5493 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-5426 - Z-Coordinate,STARLINK-4401 - Z-Coordinate,STARLINK-4065 - Z-Coordinate,STARLINK-2402 - Z-Coordinate,STARLINK-5466 - Z-Coordinate,STARLINK-5582 - Z-Coordinate,STARLINK-2325 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-30431 - Z-Coordinate,STARLINK-31226 - Z-Coordinate,STARLINK-31041 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1280.0243,-4065.8282,2835.1540,2887.8775,2932.0257,3416.4780,-6307.3663,-2817.3475,-3988.0328,3738.7397,5307.6902,-4389.0219,-3400.5672,0.0000,2933.8870,-6418.6117,-1096.1872,-5850.6289,953.9253,1039.7171,4072.8511,-6356.8311,-4406.2903,-2878.6266,1154.5670,1287.3451,-6302.5455,-5154.1854,2453.2397,-1917.2277,-4947.1365,5568.9527,4764.9645,6487.0339,-5846.8431,-2880.6810,-6532.0661,6332.2694,-4028.9281,6045.8920,-3768.7416,-2386.3184,-3153.4305,-4784.9843,5604.5384,-6750.8310,192.9905,-739.1051,4892.3191,204.9983,6516.7547,-2132.4411,-5283.5182,1215.0636,-269.0148,4066.1480,1541.0039,-4760.8845,4375.4784,4341.4241,-5331.4555,-5636.5506,5172.2473,1000.2180,0.0000,6463.0007,-316.1567,1400.2009,3217.2276,3321.2780,4918.6232,5635.7287,4289.0951,111.8423,1476.0753,3162.4473,3110.7886,381.3079,4819.1932,2953.6147,1349.4834,4155.0667,3422.3088,5480.1545,-806.5532,3408.4094,-5067.9154,878.3376,-2500.0421,6716.7838,-573.1838,1972.9653,2529.3738,4447.3520,-3937.9177,-4335.3665,-1333.9411,-2665.0932,-6590.3245,2799.6530,-191269.9048,-217813.9636,-200776.5929,-199532.0596,-204513.4941,-202703.3806,-209198.3276,-204681.4595,-113071002.7282,-113109177.3973,-113072381.3162,-113077857.8242,-205156.0021,-113068248.5320,-4038.8727,5438.0791,3024.3860,-6141.5093,6163.2976,4122.1501,-2709.7956,-4608.9512,-2834.7397,5762.7597,1878.3050,4918.4542,2314.3692,0.0000,-3197.2654,1364.2291,6690.8335,2726.7228,4452.0250,4905.8545,5607.0212,19.8643,-2346.1906,5351.0484,-4620.9825,4864.7820,158.1460,4471.5357,6028.4739,-6569.1133,-2618.6269,621.8320,-4203.2508,-2340.2442,-639.3884,3136.5806,-2052.4174,2110.9519,-2234.5461,-3111.7919,2575.6796,-4516.2125,-3430.1200,4800.2323,-3460.8046,601.0618,6919.5862,5847.5394,2251.7143,-6828.7751,-73.5724,-2338.5081,4362.7367,5925.0181,-6829.4979,-949.9023,-3842.4603,-3502.6323,5032.6262,3184.6878,-3407.0974,-3986.0093,-1419.5672,-4527.9014,0.0000,-1924.0092,-4847.3985,6480.8248,3094.6706,257.3277,1418.0533,799.6701,5275.3526,-6839.2481,-6615.0745,2418.8936,4952.6749,-4222.3823,-639.2253,3095.3338,-5265.2310,-213.1864,-2464.5742,-3622.1947,5659.5558,2691.1994,-2362.8300,4073.5462,-4468.5973,-1233.3281,-4732.6029,-6414.6770,5908.4955,-2502.5432,3067.2914,-4297.6851,6068.0150,-5536.7508,1795.5902,-3874.3760,-298365.8285,-295798.0371,-289459.6227,-293711.5856,-286827.1730,-289510.8596,-294993.8392,-292898.3642,310932858.6150,310974361.4376,310944334.2769,310958905.9837,-293596.3534,310949428.2369,-5469.7324,1386.0250,-5533.3974,-1327.8784,-1223.0179,-4403.9174,712.7079,-4345.2897,-4897.6698,544.6004,-4019.6084,-1790.1569,5473.4263,0.0000,-5380.7384,2238.2741,1453.6901,2532.0118,-5089.0312,-4618.2098,-120.0406,2701.3360,-4650.4514,3286.2560,-5037.7370,-4664.1966,-2845.0170,-1160.6183,-2163.2162,259.5652,-4122.2928,4063.0741,2764.2059,691.1008,3666.7382,5432.7104,-88.0532,1875.6380,5139.4609,-1299.1536,-5200.4979,4516.9401,5070.3157,-791.3536,-2167.6258,-1401.3968,-288.0847,-3615.9400,-4348.4946,-1178.2629,-2084.2447,-6184.3800,-1018.0042,3288.1511,914.6435,-5373.2939,5533.0210,-3586.5555,1827.6115,4272.1356,-2802.7614,-227.3522,-4393.6341,-5089.6415,0.0000,-1626.2249,4779.7887,-1203.9457,5274.7087,-6104.6556,4637.0786,3911.4953,861.4740,1009.8635,-1366.4384,5282.4165,3685.7785,-5510.7711,4908.4997,5409.9175,4122.6303,-5525.1834,5258.7942,-2233.4969,-3950.3112,-5378.8242,4086.9271,5501.6273,-4680.4610,-1096.6160,-5035.7725,1654.8195,-2710.8638,-4666.7736,4827.3272,-3233.4846,-3048.2962,3000.9510,-401.7885,-4911.9805,117554.3406,117373.7312,114544.5146,121106.5563,120266.7007,109603.4507,108786.2711,117287.8826,-147923624.8747,-147943173.8941,-147953898.8114,-147935524.4854,115743.3941,-147935254.2602,
300.000,-892.5689,-2830.7720,4331.3653,1486.2118,4053.8970,5088.6688,-6637.2735,-4507.9302,-5516.3260,4639.5435,6387.4719,-2736.4329,-2125.8603,0.0000,941.5379,-5328.7555,524.4201,-4980.3853,2932.1571,3049.0415,5095.1834,-6705.3021,-5184.9231,-1893.2971,-903.2266,3266.4931,-5268.3755,-3870.9976,3322.3598,-2958.3730,-4046.0398,6350.1298,3033.6317,5518.5548,-5175.1995,-1513.7871,-6537.2194,6148.9443,-4141.2375,4888.4493,-3100.5881,-4171.3612,-4906.3754,-3593.9889,4887.8876,-6662.8344,1674.9216,617.7667,4537.7048,-1333.6678,5639.5403,-231.9907,-4238.2347,2669.9285,-1475.1883,3054.6285,-524.8909,-6042.4422,5400.4718,4367.8447,-5221.1058,-6000.2253,4857.2361,-726.2946,0.0000,5381.3211,-2128.1369,2598.9517,4902.1114,4660.1756,4324.6272,4716.9014,5155.3470,-1115.6690,284.7606,4454.4966,3766.3829,-958.0263,5193.5615,4018.3963,-462.2659,4032.6319,2458.8985,4728.0807,-153.2876,4929.8977,-6144.7626,2905.1859,-4134.2487,6440.7054,-170.5712,555.8781,3866.7795,4181.5790,-2061.4067,-4573.6426,-111.6277,-4072.9316,-5776.3170,1680.5553,-185036.6044,-211714.6364,-194482.7586,-193370.1350,-198331.9814,-196513.4136,-202923.8565,-198964.6924,-119830422.4510,-119869053.6479,-119831382.6280,-119837626.1933,-198956.6241,-119827622.7681,-4153.1438,6325.8719,1483.4305,-6053.8897,4974.2372,3014.8134,-1544.1249,-4323.9190,-1736.1698,4937.3472,659.8578,5433.8109,4053.9909,0.0000,-4064.2111,2768.8747,6307.8751,1840.5695,4560.6144,4078.7384,4479.1055,1336.2942,-329.6468,6433.2312,-4107.6043,3994.6544,1485.8320,4983.8006,4728.3643,-5826.2645,-1171.5768,-825.0724,-4893.2224,-3588.3922,1262.2382,4716.9022,-788.9844,397.3184,-90.5207,-3903.7278,4443.2146,-4305.1647,-2561.7448,5747.9227,-4867.2487,1821.7097,6480.3161,6567.9803,289.5008,-6291.6035,-1354.8698,-1257.6246,5451.7140,6124.9257,-6677.5296,-2897.4652,-4471.5504,-2675.7584,4321.4051,1191.1061,-1737.1352,-2775.0080,-3396.7559,-5458.5989,0.0000,-3216.9259,-5353.2492,6182.7952,1984.8872,-1136.5679,-552.4035,-873.6562,4415.4605,-6256.9449,-6892.4083,652.5293,3212.0801,-2676.9220,-2490.1826,1192.9954,-6018.8099,-2345.2361,-4322.7948,-5017.3005,6630.3002,1305.9128,-771.4000,3290.1731,-3067.0156,-2411.3533,-6115.8678,-6058.9616,5714.9948,-4291.2102,2858.8405,-2545.8452,6777.6321,-5333.0721,3135.6986,-5420.7412,-302255.5001,-300306.3157,-293842.1960,-298049.1486,-291101.5513,-293749.1775,-299295.9359,-297333.5361,308390761.8995,308431310.6445,308401757.9902,308416344.3848,-297901.3513,308407265.5601,-5460.7823,-146.2909,-5180.4834,-2996.2300,-2630.6491,-3615.2974,-1104.6560,-3005.1165,-3804.3925,-1267.6053,-2570.5895,-3107.0037,5092.8444,0.0000,-5511.3447,3461.0724,2826.3586,4454.4747,-4149.9333,-4532.0825,1410.9200,995.6429,-4421.7169,1667.2453,-5511.4655,-4522.2143,-4229.1303,-2846.1385,-3695.7383,2042.1341,-5529.9153,2633.1625,3852.1823,2162.5509,4431.9180,4809.2175,-1883.0483,3174.3779,5520.4717,-2967.0331,-4303.4701,3254.2396,4099.6575,766.5970,-696.5992,403.8955,-1795.3272,-2068.9452,-5219.3599,-2592.1143,-3632.0496,-6828.8923,526.3893,1668.1892,-900.6876,-5346.1240,5243.4865,-2027.8103,37.5086,5169.7962,-4197.3538,-2006.7352,-3596.5865,-4132.1658,0.0000,-2971.1597,3645.1244,632.2052,4449.9781,-5034.6960,5355.9227,4966.7145,-959.4907,2717.6486,440.6648,4847.6642,4823.5392,-6344.5239,3818.2367,5477.4645,3181.4041,-5105.9604,4552.6810,-770.4632,-2070.5024,-4666.5103,3104.3503,5326.8592,-4650.7045,719.3421,-3260.5797,3275.8915,-1011.7210,-3451.3623,5981.3478,-4508.4050,-1388.1737,1329.8110,-1907.5468,-3841.2900,117414.8796,117265.3083,114525.5839,120871.0930,120296.0876,109687.1827,108521.2700,117306.3964,-147924159.4987,-147943987.4521,-147954344.4487,-147936502.5708,115637.7280,-147935871.5239,
600.000,-2972.6409,-1319.8637,5434.3349,-91.1205,4808.0734,6274.3775,-6306.8598,-5740.3923,-6507.1559,5085.4552,6837.7820,-791.0772,-685.0637,0.0000,-1121.0499,-3728.8644,2119.1735,-3539.3378,4589.2446,4762.6380,5633.8266,-6387.7157,-5475.0141,-737.9212,-2895.3911,4934.1301,-3727.2001,-2186.8126,3894.9250,-3718.6442,-2786.7666,6514.7136,1000.0503,4009.7935,-4034.8622,-43.8347,-5877.7188,5388.3481,-3903.0496,3236.4193,-2173.6345,-5509.4999,-6171.0058,-2030.6323,3702.4712,-5911.4263,3011.5275,1890.9969,3787.0265,-2767.4125,4193.6944,1640.8529,-2776.7841,3839.6905,-2543.4068,1780.3072,-2515.6238,-6717.3999,5887.4842,4009.2668,-4631.2194,-5778.7184,4105.6011,-2344.6661,0.0000,3779.4700,-3691.8285,3524.1634,6114.0177,5566.7699,3352.7752,3364.2567,5502.2046,-2262.5930,-939.9931,5281.8625,4102.1501,-2269.3791,5086.2164,4736.1320,-2202.5050,3567.7722,1283.5977,3524.3015,488.3727,5986.3716,-6637.9730,4660.3093,-5397.8494,5520.6325,296.0458,-949.2353,4820.4918,3536.8686,46.2467,-4404.1952,1106.2402,-5050.6771,-4376.0469,432.5917,-178726.3220,-205519.4739,-188101.4458,-187119.1467,-192061.5096,-190237.1174,-196557.9677,-193149.7557,-126532743.9865,-126571808.1441,-126533265.0029,-126540264.6430,-192666.8215,-126529895.9112,-3917.7420,6600.5255,-159.1474,-5383.6233,3298.0584,1649.7888,-212.0797,-3643.2200,-507.5894,3607.0702,-595.6871,5424.6383,5407.2196,0.0000,-4585.5049,3938.0980,5324.7220,809.5345,4242.2140,2878.1757,2908.2415,2508.4685,1700.1709,6871.4270,-3247.6928,2767.2794,2711.1711,5029.0824,2941.5272,-4479.6303,445.9089,-2163.2456,-5144.8289,-4508.5772,3069.4090,5852.9262,575.9430,-1379.2100,2065.9836,-4340.7587,5871.3600,-3682.3978,-1482.1956,6114.3489,-5797.5702,2865.7754,5412.7282,6641.9012,-1727.7523,-5151.1127,-2537.4875,37.9234,6013.7212,5717.8134,-5854.1364,-4570.5900,-4711.0924,-1604.7270,3180.3259,-939.3575,133.5203,-1268.9460,-5036.5474,-5870.9841,0.0000,-4227.5282,-5335.2840,5214.6406,726.0067,-2361.8785,-2497.9284,-2502.9695,3096.3882,-5055.7361,-6482.8962,-1146.9550,1149.4209,-908.6121,-4068.3377,-798.6648,-6179.6764,-4239.7084,-5729.6868,-5922.4135,6928.9584,-162.6376,867.8104,2236.3039,-1404.1784,-3357.0355,-6830.4084,-5117.2866,4974.3747,-5640.4012,2436.1977,-522.5302,6815.5651,-4591.3289,4177.7521,-6423.1536,-306014.5928,-304688.6640,-298095.6205,-302257.4375,-295247.9358,-297859.2267,-303463.4348,-301703.9521,305701748.6869,305741335.0294,305712284.5724,305726842.3677,-302075.4820,305718188.8758,-4865.6414,-1662.9523,-4270.0967,-4341.7651,-3757.0538,-2439.9726,-2802.2357,-1343.3050,-2302.5638,-2941.7240,-844.5976,-4076.5614,4148.3594,0.0000,-5048.7957,4313.4528,3896.4761,5900.6572,-2746.7758,-3936.9978,2790.5320,-817.7938,-3697.4717,-132.0525,-5397.2298,-3882.0335,-5158.3107,-4225.8123,-4820.4528,3597.7061,-6352.3375,920.3481,4527.3389,3402.0773,4722.9324,3665.8641,-3468.6475,4133.3231,5304.6850,-4316.2608,-2943.9386,1626.1815,2682.3019,2238.3891,849.0133,2165.6472,-3110.1156,-298.6687,-5530.6382,-3728.7207,-4776.2182,-6751.0937,2014.1973,-134.0023,-2618.1047,-4716.2614,4389.1609,-250.0972,-1756.6659,5501.0783,-5141.0634,-3569.0662,-2414.9723,-2723.8676,0.0000,-3998.9111,2100.7059,2394.5587,3145.5425,-3432.1486,5496.6943,5485.3577,-2674.2249,4132.0325,2200.1251,3818.4168,5441.5284,-6508.0074,2315.8200,4951.7132,1883.3741,-4137.8130,3318.4286,774.9270,29.4994,-3451.4905,1788.9035,4576.1859,-4125.1748,2457.6316,-1136.6974,4543.1508,793.8612,-1863.9691,6500.4371,-5296.6431,421.4502,-489.5373,-3201.0779,-2345.5977,117275.0930,117156.4864,114508.6924,120630.4057,120321.7566,109776.6868,108261.7506,117191.4103,-147924699.1005,-147944800.4194,-147954780.3702,-147937479.3556,115531.9835,-147936488.4698,
