sl_20_5400_20251002 Coordinates.csv
2025/10/02 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:54 2024,
Start: 2025/10/02 07:47:00.00, Stop: 2025/10/02 09:17:00.00,
TIME_UNITS,STARLINK-5997 - X-Coordinate,STARLINK-3180 - X-Coordinate,STARLINK-5373 - X-Coordinate,STARLINK-2344 - X-Coordinate,STARLINK-1792 - X-Coordinate,STARLINK-31218 - X-Coordinate,STARLINK-3457 - X-Coordinate,STARLINK-30799 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-5385 - X-Coordinate,STARLINK-31193 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-32262 - X-Coordinate,STARLINK-5205 - X-Coordinate,STARLINK-30385 - X-Coordinate,STARLINK-30303 - X-Coordinate,STARLINK-5122 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-3525 - X-Coordinate,STARLINK-30313 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-3180 - Y-Coordinate,STARLINK-5373 - Y-Coordinate,STARLINK-2344 - Y-Coordinate,STARLINK-1792 - Y-Coordinate,STARLINK-31218 - Y-Coordinate,STARLINK-3457 - Y-Coordinate,STARLINK-30799 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-5385 - Y-Coordinate,STARLINK-31193 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-32262 - Y-Coordinate,STARLINK-5205 - Y-Coordinate,STARLINK-30385 - Y-Coordinate,STARLINK-30303 - Y-Coordinate,STARLINK-5122 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-3525 - Y-Coordinate,STARLINK-30313 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-3180 - Z-Coordinate,STARLINK-5373 - Z-Coordinate,STARLINK-2344 - Z-Coordinate,STARLINK-1792 - Z-Coordinate,STARLINK-31218 - Z-Coordinate,STARLINK-3457 - Z-Coordinate,STARLINK-30799 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-5385 - Z-Coordinate,STARLINK-31193 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-32262 - Z-Coordinate,STARLINK-5205 - Z-Coordinate,STARLINK-30385 - Z-Coordinate,STARLINK-30303 - Z-Coordinate,STARLINK-5122 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-3525 - Z-Coordinate,STARLINK-30313 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4834.7991,-6471.3825,4925.2542,-1443.5399,-5383.2478,6572.2611,-2493.2150,-6315.8636,4872.5103,-5592.4889,-6170.8965,-6210.5015,0.0000,-5983.7255,-3345.8076,813.6813,5592.1181,3507.9233,-5080.1118,3443.9007,361443.8866,356994.9826,363186.4065,359657.2744,363958.5132,362171.9154,354608.5999,357021.9184,-21671561.1584,-21671961.6537,-21665277.1383,-21682654.5452,357515.7422,-21676492.6276,-2394.5479,-708.3116,3889.8777,-5809.5094,283.7867,-792.6043,-4163.6800,-2499.7028,1800.8955,1345.5561,2917.4869,-1622.5106,0.0000,3316.6359,-4114.9897,6573.3633,-3622.6143,-5927.0253,2587.0234,2979.1411,-17655.8641,9340.0766,-12547.6113,-15758.4868,-8480.4521,-11308.5732,-7399.9938,-9342.8194,341970830.1176,342033759.6055,342010178.2083,341989919.8768,-10608.0753,341989696.8700,4362.7433,-2325.5444,2950.8570,3352.0026,-3920.3375,-1729.2529,4915.9816,-1420.2430,-4565.1568,-3891.3113,-501.4686,-2684.5927,0.0000,1004.2605,4450.2271,1709.9766,-1860.4294,777.7160,-3902.7493,5087.4558,-144935.3328,-144877.2085,-146296.1241,-139412.1654,-140551.1798,-151244.4795,-151780.2637,-143823.1764,-84572745.5047,-84558383.1096,-84578092.2563,-84574507.6162,-144950.4482,-84566653.9666,
300.000,-5578.0399,-5718.1444,6164.4912,-2927.8150,-5906.5290,6527.9572,-4343.0761,-6295.5088,4399.1225,-4330.5963,-5114.9350,-5306.8614,0.0000,-5329.8129,-5029.3540,1972.2326,5034.8056,1954.7268,-3371.7912,4002.2666,361786.7674,356785.8905,363323.6715,359774.1486,364141.9962,362394.7637,354799.0634,356881.3534,-29133519.9098,-29134926.0476,-29127939.4263,-29144710.4383,357677.2096,-29138531.6969,-3347.9560,681.7493,2749.2785,-5955.9847,1870.8470,-2041.8752,-3770.2494,-841.6892,-180.0476,2959.2595,4087.4814,-651.9130,0.0000,4333.3303,-2990.0679,5641.2061,-4740.8000,-6258.8525,3427.2654,890.5883,-9776.5934,16847.0501,-5134.9670,-8204.6608,-915.7189,-3741.1814,65.7190,-1671.5591,341415925.6506,341479106.6650,341455477.7594,341434351.0849,-3073.3453,341434843.6001,2421.1750,-3826.8323,1602.3663,1747.8584,-2456.1037,74.2550,3829.7336,-2798.4481,-5333.6715,-4552.2833,-1998.2909,-4454.0238,0.0000,-812.4358,3703.4886,3323.8498,-72.2603,2240.1099,-4962.6670,5458.4676,-144881.5478,-144793.9911,-146115.7734,-139439.8835,-140313.4310,-150961.4267,-151846.1293,-144117.9696,-84577662.0083,-84563723.2321,-84583502.8534,-84579384.1658,-144852.3411,-84571799.0957,
600.000,-5696.2267,-4413.1281,6804.8440,-4097.8213,-5789.0259,5810.8221,-5751.7300,-5683.1907,3543.1164,-2676.8844,-3536.7557,-3891.5057,0.0000,-4140.2628,-6231.8129,2965.9608,3976.5577,194.9166,-1332.8934,4209.9600,361953.7937,356419.0252,363299.4082,359730.4112,364163.2788,362455.1173,354834.6959,356641.0066,-36581581.6721,-36584002.4835,-36576710.4950,-36592818.0151,357679.8961,-36586676.0828,-3965.6844,2043.9336,1357.9948,-5507.7877,3225.6511,-3081.6642,-3043.8490,919.3578,-2170.8954,4324.5017,4863.8166,437.8626,0.0000,4926.2722,-1609.6955,4131.8664,-5386.2833,-5996.7288,3982.5142,-1279.9703,-1884.7571,24348.3771,2281.6182,-648.2899,6651.3212,3831.2508,7533.8870,5880.0867,340698225.8124,340761633.9802,340737956.8666,340715986.0956,4463.5056,340717191.8933,221.4288,-4915.7509,82.6055,-49.1689,-696.7626,1869.4536,2329.9825,-3878.2191,-5528.9540,-4729.5069,-3272.9848,-5752.9463,0.0000,-2541.5535,2559.3747,4567.3729,1723.6739,3462.3101,-5487.4719,5219.9495,-144827.6435,-144710.6848,-145932.9251,-139472.6458,-140079.2379,-150672.4847,-151906.2818,-144470.6101,-84582575.7522,-84569063.5844,-84588910.7696,-84584229.5303,-144754.1418,-84576944.1161,
900.000,-5193.7661,-2692.8484,6787.0935,-4850.8550,-5030.6979,4488.8697,-6581.3228,-4545.5200,2392.1227,-792.2269,-1592.4994,-2116.8627,0.0000,-2523.6953,-6833.4212,3706.8479,2508.7316,-1609.3875,831.6284,4042.4975,361944.1009,355894.5513,363113.5559,359525.9538,364022.5143,362352.5954,354715.3669,356324.0651,-44012195.2492,-44015639.1009,-44008038.2171,-44023424.7646,357523.7837,-44017374.4550,-4155.2153,3253.9708,-163.7430,-4498.3210,4213.9586,-3824.6246,-2039.9447,2621.4949,-3974.0466,5310.9347,5180.9679,1551.6245,0.0000,5053.8418,-97.2474,2203.4345,-5509.4688,-5174.1622,4203.6875,-3307.6431,6015.8673,31840.7426,9698.8490,6907.4147,14217.2289,11405.2187,15001.4442,13312.1778,339818072.9160,339881683.5721,339857957.6332,339835172.3824,11999.1317,339837083.9657,-2001.9556,-5475.8110,-1446.0025,-1840.8025,1146.3917,3456.0892,578.5804,-4544.9319,-5130.2391,-4404.2687,-4184.3451,-6445.2953,0.0000,-3997.0481,1140.5943,5302.2184,3333.4829,4313.3334,-5421.1202,4398.3939,-144773.5740,-144627.2889,-145747.7404,-139510.5611,-139848.5775,-150377.5732,-151960.7967,-144845.2914,-84587486.8410,-84574404.1568,-84594315.9397,-84589043.1272,-144655.8503,-84582089.0278,
1200.000,-4144.2891,-732.2477,6116.6851,-5127.6398,-3703.7688,2694.3468,-6753.4945,-2997.2264,1056.6004,1143.2917,523.8185,-167.7763,0.0000,-633.1586,-6773.0469,4127.0473,765.8959,-3288.7941,2905.2881,3507.3762,361756.8534,355212.7034,362766.1264,359160.7287,363719.9182,362086.8714,354441.0115,355946.4942,-51421817.7685,-51426292.3538,-51418378.7803,-51432986.8498,357208.9242,-51427083.8027,-3871.5199,4197.2495,-1683.2242,-3019.2049,4743.7556,-4212.0720,-839.2161,4105.4117,-5407.3253,5820.3511,5016.4609,2584.5916,0.0000,4718.7243,1413.7324,56.7722,-5112.1408,-3877.1385,4067.8600,-4983.5340,13921.4674,39320.8359,17113.4256,14459.2582,21778.5691,18977.1990,22465.3094,20634.8462,338775886.7284,338839674.9358,338815899.6507,338792335.2877,19530.1874,338794939.4936,-4012.2894,-5447.3281,-2820.3457,-3429.6970,2851.4820,4657.2167,-1235.3145,-4728.0189,-4180.0306,-3610.8831,-4631.7706,-6458.7902,0.0000,-5022.9755,-400.5829,5446.7730,4583.3668,4702.0891,-4770.7344,3085.2876,-144719.2854,-144543.8025,-145560.3848,-139553.7438,-139621.4268,-150076.6102,-152009.7465,-145205.4705,-84592395.3804,-84579744.9394,-84599718.2984,-84593824.5212,-144557.4668,-84587233.8309,
1500.000,-2680.1147,1273.1132,4862.5177,-4916.3089,-1946.0799,610.0525,-6256.9964,-1189.3672,-340.4549,2947.3184,2599.7831,1757.6889,0.0000,1348.7108,-6054.6534,4184.7917,-1086.7017,-4682.5710,4681.3871,2644.6424,361391.2375,354373.7853,362257.2040,358634.7480,363255.7687,361657.6710,354011.6307,355515.7968,-58806916.3695,-58812428.6998,-58804198.3783,-58817970.8633,356735.4405,-58812271.1235,-3124.3736,4779.3209,-3066.7420,-1211.7145,4773.6224,-4217.9600,458.5286,5229.0687,-6322.2745,5796.5121,4391.6963,3431.9595,0.0000,3965.4869,2791.2396,-2085.7015,-4245.5295,-2234.8054,3580.6282,-6136.5486,21828.1925,46785.3527,24522.0455,22004.0646,29331.9125,26543.6507,29922.3876,27866.3835,337572164.2713,337636104.8408,337612279.7995,337587977.8220,27053.3288,337591255.4139,-5596.4435,-4833.3782,-3894.1862,-4641.4627,4213.2562,5339.0717,-2916.0248,-4408.1338,-2779.8588,-2433.2582,-4566.0178,-5791.8989,0.0000,-5509.9141,-1898.8332,4984.9597,5338.5603,4587.0166,-3605.8793,1427.1939,-144664.7141,-144460.2249,-145371.0276,-139602.3133,-139397.7633,-149769.5125,-152053.2005,-145516.8127,-84597301.4772,-84585085.9225,-84605117.7801,-84598573.4666,-144458.9913,-84592378.5252,
1800.000,-975.1677,3126.2675,3149.3549,-4251.3512,53.6020,-1549.7076,-5147.9388,705.3148,-1674.4702,4452.2697,4425.7031,3468.0081,0.0000,3227.3536,-4747.0198,3868.4951,-2869.0061,-5654.0136,5983.4985,1524.6695,360846.4535,353378.1704,361586.9459,357948.0831,362630.4073,361064.7705,353427.2913,355030.6230,-66163969.8888,-66170526.2855,-66161974.8956,-66174855.5864,356103.5256,-66169415.1086,-1978.9588,4935.2225,-4191.1445,747.1145,4315.0825,-3849.7710,1742.4236,5881.0669,-6619.8598,5231.6464,3369.0608,3999.3423,0.0000,2874.5183,3916.2344,-4003.1148,-3003.5526,-406.4236,2776.6681,-6651.3938,29732.1489,54230.9964,31921.4048,29538.6814,36873.8366,34101.0150,37369.5733,35030.7978,336207479.5832,336271547.0940,336247672.0121,336222680.4150,34565.2152,336226605.6865,-6587.3759,-3699.4751,-4553.6462,-5343.6937,5068.1011,5425.8055,-4282.8188,-3619.0901,-1079.9429,-996.3537,-3994.3579,-4514.0350,0.0000,-5406.1187,-3193.7456,3967.9723,5517.7558,3980.4274,-2051.5566,-390.5107,-144609.7850,-144376.5552,-145179.8421,-139656.3944,-139177.5650,-149456.1960,-152091.2251,-145749.6298,-84602205.2392,-84590427.0967,-84610514.3190,-84603289.9570,-144360.4238,-84597523.1108,
2100.000,775.9764,4647.9575,1144.9900,-3208.1634,2076.2929,-3561.3231,-3542.8498,2508.6381,-2830.1566,5521.0016,5815.5466,4797.0449,0.0000,4815.1103,-2976.7621,3198.7364,-4403.7160,-6103.9374,6683.3198,242.9736,360121.7064,352226.3013,360755.5821,357100.8630,361844.2395,360307.9940,352688.1266,354481.1253,-73489470.5382,-73497076.6256,-73488199.5879,-73500133.7503,355313.4430,-73495007.8210,-549.9020,4636.8813,-4954.4322,2661.9831,3429.0856,-3146.6372,2899.7913,5991.7229,-6261.8166,4168.7139,2045.8007,4213.3098,0.0000,1553.3345,4692.6522,-5499.0326,-1512.3493,1434.1070,1718.1505,-6480.5514,37629.3939,61654.4795,39308.2000,37059.9832,44400.9277,41645.7150,44803.7516,42155.1780,334682483.4462,334746652.2658,334722726.9987,334697100.6133,42062.5104,334701641.0213,-6881.0678,-2166.9903,-4728.9950,-5459.9644,5313.5689,4907.6935,-5189.3783,-2444.4638,736.5810,546.8421,-2979.8019,-2758.9607,0.0000,-4722.6563,-4147.0985,2508.8089,5101.6417,2947.2172,-275.2803,-2164.6108,-144554.4088,-144292.7928,-144987.0045,-139716.1172,-138960.8107,-149136.5770,-152123.8837,-145880.7017,-84607106.7755,-84595768.4522,-84615907.8486,-84607974.2827,-144261.7644,-84602667.5877,
2400.000,2380.1712,5694.0844,-956.2916,-1894.2812,3896.9081,-5215.0655,-1605.7753,4053.5699,-3711.3382,6059.5421,6625.9194,5620.4580,0.0000,5949.7129,-915.6176,2227.7333,-5533.9485,-5981.0608,6713.9288,-1087.6386,359216.1938,350918.6895,359763.4159,356093.2737,360897.7350,359387.2106,351794.3358,353849.9082,-80779925.5775,-80788586.2761,-80779378.7556,-80790313.7983,354365.5262,-80785556.3688,1010.3380,3897.7066,-5284.6355,4338.5986,2217.6482,-2175.1566,3825.6816,5540.8181,-5275.9676,2698.7981,545.1477,4030.9280,0.0000,126.1820,5055.1282,-6421.9786,82.6251,3114.7965,490.7416,-5648.5928,45515.9277,69052.5249,46679.1292,44564.8763,51909.7818,49174.1558,52221.8009,49267.1264,332997903.0750,333062147.3805,333038171.9379,333011972.7217,49541.8842,333017088.5672,-6446.6577,-400.6514,-4401.7129,-4977.6733,4920.2996,3842.2143,-5539.0927,-1009.0627,2473.4397,2031.6116,-1634.4505,-711.5454,0.0000,-3532.2963,-4657.4650,769.9545,4134.9230,1598.0460,1530.7904,-3697.2019,-144498.4784,-144208.9367,-144792.6943,-139781.6173,-138747.4799,-148810.5726,-152151.2366,-145894.4829,-84612006.1957,-84601109.9799,-84621298.3026,-84612627.0938,-144163.0130,-84607811.9559,
