sl_100_86400_20250531 Coordinates.csv
2025/05/31 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:09 2024,
Start: 2025/05/31 07:47:00.00, Stop: 2025/06/01 07:47:00.00,
TIME_UNITS,STARLINK-2280 - X-Coordinate,STARLINK-31360 - X-Coordinate,STARLINK-3546 - X-Coordinate,STARLINK-2035 - X-Coordinate,STARLINK-2432 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-5822 - X-Coordinate,STARLINK-5792 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-31800 - X-Coordinate,STARLINK-4403 - X-Coordinate,STARLINK-4182 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-30816 - X-Coordinate,STARLINK-3362 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-31279 - X-Coordinate,STARLINK-30395 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-4362 - X-Coordinate,STARLINK-31719 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-6110 - X-Coordinate,STARLINK-31419 - X-Coordinate,STARLINK-2523 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-3151 - X-Coordinate,STARLINK-3904 - X-Coordinate,STARLINK-6055 - X-Coordinate,STARLINK-32165 - X-Coordinate,STARLINK-30404 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-1803 - X-Coordinate,STARLINK-30193 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-6366 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-5676 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-30577 - X-Coordinate,STARLINK-6225 - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-5537 - X-Coordinate,STARLINK-5405 - X-Coordinate,STARLINK-5469 - X-Coordinate,STARLINK-2412 - X-Coordinate,STARLINK-4466 - X-Coordinate,STARLINK-5273 - X-Coordinate,STARLINK-3287 - X-Coordinate,STARLINK-3715 - X-Coordinate,STARLINK-3350 - X-Coordinate,STARLINK-30056 - X-Coordinate,STARLINK-5736 - X-Coordinate,STARLINK-2512 - X-Coordinate,STARLINK-4179 - X-Coordinate,STARLINK-30402 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-2166 - X-Coordinate,STARLINK-2450 - X-Coordinate,STARLINK-5365 - X-Coordinate,STARLINK-3458 - X-Coordinate,STARLINK-3987 - X-Coordinate,STARLINK-6191 - X-Coordinate,STARLINK-6185 - X-Coordinate,STARLINK-6342 - X-Coordinate,STARLINK-30091 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-31016 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-30240 - X-Coordinate,STARLINK-30340 - X-Coordinate,STARLINK-1323 - X-Coordinate,STARLINK-32266 - X-Coordinate,STARLINK-5018 - X-Coordinate,STARLINK-5488 - X-Coordinate,STARLINK-5321 - X-Coordinate,STARLINK-6146 - X-Coordinate,STARLINK-2562 - X-Coordinate,STARLINK-1457 - X-Coordinate,STARLINK-5265 - X-Coordinate,STARLINK-5607 - X-Coordinate,STARLINK-5255 - X-Coordinate,STARLINK-4590 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-2283 - X-Coordinate,STARLINK-1602 - X-Coordinate,STARLINK-4256 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-4413 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-2585 - X-Coordinate,STARLINK-3386 - X-Coordinate,STARLINK-2647 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2280 - Y-Coordinate,STARLINK-31360 - Y-Coordinate,STARLINK-3546 - Y-Coordinate,STARLINK-2035 - Y-Coordinate,STARLINK-2432 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-5822 - Y-Coordinate,STARLINK-5792 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-31800 - Y-Coordinate,STARLINK-4403 - Y-Coordinate,STARLINK-4182 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-30816 - Y-Coordinate,STARLINK-3362 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-31279 - Y-Coordinate,STARLINK-30395 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-4362 - Y-Coordinate,STARLINK-31719 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-31419 - Y-Coordinate,STARLINK-2523 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-3151 - Y-Coordinate,STARLINK-3904 - Y-Coordinate,STARLINK-6055 - Y-Coordinate,STARLINK-32165 - Y-Coordinate,STARLINK-30404 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-1803 - Y-Coordinate,STARLINK-30193 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-6366 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-5676 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-30577 - Y-Coordinate,STARLINK-6225 - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-5537 - Y-Coordinate,STARLINK-5405 - Y-Coordinate,STARLINK-5469 - Y-Coordinate,STARLINK-2412 - Y-Coordinate,STARLINK-4466 - Y-Coordinate,STARLINK-5273 - Y-Coordinate,STARLINK-3287 - Y-Coordinate,STARLINK-3715 - Y-Coordinate,STARLINK-3350 - Y-Coordinate,STARLINK-30056 - Y-Coordinate,STARLINK-5736 - Y-Coordinate,STARLINK-2512 - Y-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-30402 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-2166 - Y-Coordinate,STARLINK-2450 - Y-Coordinate,STARLINK-5365 - Y-Coordinate,STARLINK-3458 - Y-Coordinate,STARLINK-3987 - Y-Coordinate,STARLINK-6191 - Y-Coordinate,STARLINK-6185 - Y-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-30091 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-31016 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-30240 - Y-Coordinate,STARLINK-30340 - Y-Coordinate,STARLINK-1323 - Y-Coordinate,STARLINK-32266 - Y-Coordinate,STARLINK-5018 - Y-Coordinate,STARLINK-5488 - Y-Coordinate,STARLINK-5321 - Y-Coordinate,STARLINK-6146 - Y-Coordinate,STARLINK-2562 - Y-Coordinate,STARLINK-1457 - Y-Coordinate,STARLINK-5265 - Y-Coordinate,STARLINK-5607 - Y-Coordinate,STARLINK-5255 - Y-Coordinate,STARLINK-4590 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-2283 - Y-Coordinate,STARLINK-1602 - Y-Coordinate,STARLINK-4256 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-4413 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-2585 - Y-Coordinate,STARLINK-3386 - Y-Coordinate,STARLINK-2647 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2280 - Z-Coordinate,STARLINK-31360 - Z-Coordinate,STARLINK-3546 - Z-Coordinate,STARLINK-2035 - Z-Coordinate,STARLINK-2432 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-5822 - Z-Coordinate,STARLINK-5792 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-31800 - Z-Coordinate,STARLINK-4403 - Z-Coordinate,STARLINK-4182 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-30816 - Z-Coordinate,STARLINK-3362 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-31279 - Z-Coordinate,STARLINK-30395 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-4362 - Z-Coordinate,STARLINK-31719 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-31419 - Z-Coordinate,STARLINK-2523 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-3151 - Z-Coordinate,STARLINK-3904 - Z-Coordinate,STARLINK-6055 - Z-Coordinate,STARLINK-32165 - Z-Coordinate,STARLINK-30404 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-1803 - Z-Coordinate,STARLINK-30193 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-6366 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-5676 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-30577 - Z-Coordinate,STARLINK-6225 - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-5537 - Z-Coordinate,STARLINK-5405 - Z-Coordinate,STARLINK-5469 - Z-Coordinate,STARLINK-2412 - Z-Coordinate,STARLINK-4466 - Z-Coordinate,STARLINK-5273 - Z-Coordinate,STARLINK-3287 - Z-Coordinate,STARLINK-3715 - Z-Coordinate,STARLINK-3350 - Z-Coordinate,STARLINK-30056 - Z-Coordinate,STARLINK-5736 - Z-Coordinate,STARLINK-2512 - Z-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-30402 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-2166 - Z-Coordinate,STARLINK-2450 - Z-Coordinate,STARLINK-5365 - Z-Coordinate,STARLINK-3458 - Z-Coordinate,STARLINK-3987 - Z-Coordinate,STARLINK-6191 - Z-Coordinate,STARLINK-6185 - Z-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-30091 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-31016 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-30240 - Z-Coordinate,STARLINK-30340 - Z-Coordinate,STARLINK-1323 - Z-Coordinate,STARLINK-32266 - Z-Coordinate,STARLINK-5018 - Z-Coordinate,STARLINK-5488 - Z-Coordinate,STARLINK-5321 - Z-Coordinate,STARLINK-6146 - Z-Coordinate,STARLINK-2562 - Z-Coordinate,STARLINK-1457 - Z-Coordinate,STARLINK-5265 - Z-Coordinate,STARLINK-5607 - Z-Coordinate,STARLINK-5255 - Z-Coordinate,STARLINK-4590 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-2283 - Z-Coordinate,STARLINK-1602 - Z-Coordinate,STARLINK-4256 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-4413 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-2585 - Z-Coordinate,STARLINK-3386 - Z-Coordinate,STARLINK-2647 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4168.0603,3228.8567,-5631.7652,370.0362,4973.1354,-6546.6440,6923.2184,4674.1476,-1975.0246,4316.4271,-1923.9155,1486.4605,6190.2677,-3506.9510,-1272.2630,-3552.6019,-3790.5389,-1217.9431,3166.9022,-5925.9878,-5252.7007,-5555.4007,5212.6182,-1257.5041,-5997.6017,-1720.9424,-3610.5466,-5335.6082,4586.2706,-3921.1139,-3163.2523,5922.5776,2871.9951,5399.8367,4137.7192,2671.9994,-2096.3943,-3973.3620,-1087.0602,1901.7233,3629.8527,-725.1068,-1987.9619,-1964.5378,1914.0833,-5603.9654,-5015.7969,-6055.4789,-6066.3684,-1900.3396,-3265.0514,-5553.8906,-3386.0970,-3613.6674,-4447.3717,-3338.7383,6811.5589,-4970.5151,2750.4498,5935.7519,6110.1384,-5074.9103,4672.7800,-3606.2890,5035.1314,-5448.2071,120.6632,-5197.6712,150.7723,3437.0744,-4724.4873,4179.1606,3722.3113,-2354.3462,2129.2535,4146.5218,4122.5716,6490.8353,3695.1392,0.0000,-4876.9241,3270.2605,6513.8209,4949.9961,21.4109,-2184.5354,3314.3331,-4611.9484,-2359.8315,3594.1999,-4590.2843,3975.6824,3257.9879,513.4182,-4087.3396,6085.7954,6702.3923,6284.5660,2902.5610,-1091.5958,190972.9292,208584.0995,192900.9354,191496.0985,195391.7023,193833.7292,201278.7714,197730.4413,179894925.9810,179897343.1518,179914597.0274,179914643.4094,196919.7608,179905526.6815,33.0196,-2410.6759,143.7691,6084.1076,-4649.0349,-659.6335,154.4335,3206.3548,4977.4408,-631.7990,6128.3141,-1762.9386,-2173.8790,2827.2471,6666.6541,-5681.0606,3377.4223,6455.5238,-3971.7001,-2549.5215,-2788.2658,-3230.8754,594.9392,4950.4383,412.8565,-6303.9901,-4294.6761,-2651.1049,-5169.6758,-1439.4411,-5656.9013,3344.0536,5242.1567,-2175.6828,970.1314,-4340.7639,3667.4310,5253.8773,5920.3017,-6670.8980,-2642.1400,6783.4476,6328.3380,-6525.0151,-5370.6336,-2887.8326,-4295.6329,3120.3437,3366.2632,2037.8106,3375.8756,3278.9985,4196.5817,-2126.6398,3495.9859,-5906.8484,-212.8551,1272.2285,-4304.1617,1793.2339,3104.5632,-596.6924,-519.4853,-3898.2400,-3876.4335,-3153.1351,-4826.9796,-1585.7105,5130.6863,2581.4557,-1860.6324,-5512.6166,5109.3749,-323.7196,6346.9030,162.0119,4905.3775,859.3964,2653.8849,0.0000,-4901.4973,-4602.1860,-1888.5806,-3658.8059,-6794.3568,6520.3678,-1612.1697,5123.5893,3418.5423,-5889.9750,789.1769,-2850.0735,5812.6573,-6739.9237,-2114.1298,-3263.4035,-297.8455,2332.7759,6244.6953,5102.7323,290183.5166,292698.0572,286681.3002,291843.3808,284452.1557,287645.8672,291802.3426,291415.7203,163342738.0898,163328893.1202,163319348.8051,163325082.9160,291043.0397,163325773.6684,5492.3972,5374.8617,-4014.6467,-3268.5811,1222.9341,2126.3534,346.9893,-4002.5207,-4413.7484,-5290.2010,2286.0010,-6554.9589,-2194.6426,5233.9838,-981.3552,-1735.1380,-4731.1956,-2002.0703,-4728.9091,2536.3902,-3586.2595,-2282.9240,-4542.6299,-4695.8632,-3231.5324,2256.3530,-4079.5379,-3543.5734,284.1740,5502.2780,-2519.3849,-230.9600,-3331.4272,-3770.3089,5452.1199,-4708.1440,5465.0189,-1433.1400,3436.8424,-416.9242,5129.1651,-1078.3872,2015.3968,411.0645,3940.7728,2885.7392,-1720.6013,-1279.9208,-75.3047,-6371.3989,5073.7454,-2563.2408,-4333.1622,-5507.8390,3968.0540,-1364.0586,1287.6503,-4671.8851,-4672.8433,3051.8918,-1076.4797,-4591.9053,-5086.0147,-4446.5671,2766.7195,-2872.9581,-4952.9375,4299.3264,-4671.4907,5454.0089,-4727.3666,210.5539,-2653.3963,6523.3728,1722.9000,-5537.2730,2644.3888,2277.7000,-5212.2152,0.0000,-6.6561,4015.9505,-1549.4168,-3207.6015,1307.2946,-785.5705,-5893.4363,-904.3902,-5535.4442,-502.6475,5101.4356,4871.2017,1723.7699,-1475.5802,-5171.4750,-718.9500,-1669.2072,-1719.2639,-605.9140,4517.7488,143397.1172,145357.3281,142144.2496,149589.8178,147887.1102,137170.4665,137155.9916,142207.9076,69568426.9049,69543622.9054,69543885.1006,69554711.6496,143742.1693,69564277.9139,
3600.000,-4493.6202,-73.4666,2716.0376,-2851.4821,-3351.7818,4231.1174,-5831.1413,-6777.0678,-924.9179,-2054.5090,-697.1124,-5954.0887,-3048.9258,2372.3903,-666.9378,4010.3194,995.5978,-1281.7537,152.5465,6831.7760,4379.8224,4962.2103,-4416.8987,-2364.8970,5917.3121,3208.9133,5193.6098,6911.7879,-2487.7253,5670.5581,2457.6304,-5333.0780,-4849.9944,-4830.5799,-5639.4587,1013.0887,-1985.6962,1586.2823,-1358.9706,642.8274,632.5935,-1380.0413,-1200.3714,4010.6428,588.6173,6848.1497,5150.6908,4451.5853,3825.9052,-2500.2166,-941.9010,6297.5718,-895.2639,5150.6791,3973.1500,3918.1649,-4895.3608,4136.4938,-1301.5047,-6795.8516,-5629.2744,4421.1562,-2207.5026,6103.0092,-3712.3843,4290.0977,2675.7862,4747.1257,-3820.1901,-5979.6263,5889.7500,-1827.6343,-4079.3981,3568.7119,-3415.9578,-4394.3574,-5921.8208,-6659.7302,-4564.9733,0.0000,4958.6674,-1212.9735,-3802.7899,-1329.2114,1924.2428,-116.7905,1138.0128,3682.9619,-1249.7294,-1189.4591,1920.7261,-3420.6971,-3930.3766,1075.2822,4189.3482,-5375.2730,-6084.8186,-6355.4252,-3848.8494,-999.5353,117411.4553,131014.4148,113096.3139,113312.4208,116955.1048,115263.9975,121599.3806,117672.9436,131455342.2721,131454426.0246,131474066.5391,131470801.2169,118194.7134,131466199.0789,3966.0662,6032.1485,-3133.6898,-3095.6435,5223.2322,-1772.8432,2054.8306,-1102.8457,-6618.0359,4711.7809,-6559.2591,1735.2418,3389.6924,-6073.3487,-5865.9598,2597.3806,-6042.6908,-6471.7466,6034.9592,464.8343,5128.9205,-855.8120,3407.0771,-5856.3479,-3339.3839,3210.1132,529.7281,457.9410,5209.2848,-2067.1517,2448.8408,-724.1288,-4660.6380,4940.6317,2508.7006,5829.4501,-4973.5068,-5544.5772,-6800.0070,5883.7957,4943.2360,-4865.7051,-5167.7271,3939.8130,6852.5027,882.0322,439.4911,-4748.0615,-4659.4110,-3359.6641,-4596.6410,-1017.7777,-4112.8537,-1827.9155,-5661.1624,3038.1643,2630.6584,-4854.1173,6709.9781,-308.8282,-157.0734,-3724.1967,4133.9678,3192.5083,5798.1011,-350.0508,6174.2620,-2482.1642,-5109.8985,-3274.7252,-1806.0562,5225.5592,-1190.5298,-3797.8017,-5406.4969,3884.7829,-3478.1670,1359.9822,1667.5510,0.0000,2650.3776,6749.0151,1773.7675,4894.9190,4602.7692,-5258.3020,2998.1222,-4396.9943,-5502.5179,5253.3440,-4304.9205,5827.2353,-2550.5849,6198.9767,-2283.9287,580.3539,1831.5585,-704.2011,-4468.7422,-6791.6023,328966.4791,335687.9967,328268.5147,332894.8918,324783.1994,327536.6617,332390.1786,331068.0427,204433913.4888,204421097.8697,204418107.7601,204423502.5626,331647.8350,204418058.6542,-3434.6889,-2994.0425,5521.3055,5474.0000,3048.3840,-5183.3411,3127.6436,976.8835,1852.1810,4521.2220,1727.7885,3111.0971,5189.9660,-2308.6196,-3489.6953,4994.5717,3247.3415,-1907.2848,3407.2840,1075.7809,-1657.4458,4585.1438,4112.3634,2855.2315,-613.1115,-5223.4998,4552.7398,198.3411,3801.1102,-3386.1829,6017.7066,-4168.8185,-1242.7647,566.3052,-3140.1999,3608.5480,-4383.2651,-3491.1802,-91.3463,3627.0664,-4668.0514,4692.1459,-4474.3871,-3878.1614,-899.9100,647.7627,4441.7979,-2391.5644,3421.9551,5540.4629,-5091.0821,-2743.2543,5473.6811,4229.3239,54.9975,4816.0946,-4159.7813,2717.1042,1056.1777,1238.5053,4038.3828,3693.5431,5082.4029,674.2149,804.0372,5403.6704,1567.7227,-4410.8782,2715.4185,-1364.9075,3173.8128,-4159.2426,5366.7398,-4603.9738,2622.5252,3651.5506,947.2878,1363.6731,4906.5626,0.0000,4014.8609,-1028.9641,5541.4805,4722.6221,-4802.0987,4488.0144,6156.5382,-3929.1310,3987.8751,4331.1751,-5066.7529,-1460.2759,-5049.8098,-2879.8799,4997.7041,-4365.0978,-2724.4572,-2645.7712,-3611.0980,-792.5300,142049.2445,144365.0683,142196.0271,146824.3295,148441.3928,138703.4600,134462.0113,144391.8033,69552760.0461,69529748.3387,69525264.1055,69536135.9948,142757.8049,69545822.1404,
7200.000,3718.0806,-2183.3000,186.0336,5438.8014,-309.1344,-940.9559,2720.7843,6316.9269,3019.7714,140.3473,3473.8028,6583.3689,-1163.8574,-851.5691,3290.9976,-4233.2167,1395.8865,3695.2710,-2710.8696,-5226.3751,-944.7429,-3105.8453,3034.7052,4608.9473,-2851.7522,-4788.5733,-5871.4515,-5834.7941,-1398.6039,-5615.3533,-2595.4964,2656.2686,4567.4597,2558.8479,5341.8509,-3710.0277,4522.3954,2696.3683,3297.0229,-3726.7194,-3619.3755,4153.2106,4638.7708,-5154.1101,-2673.1041,-5562.2201,-3948.0492,-913.0871,54.3199,4849.2640,4130.3260,-2484.3958,4745.1952,-5475.6445,-1690.6420,-4249.8541,1591.3467,-2443.6973,-374.8110,4697.1192,3860.6225,-2810.8183,170.7671,-5831.8346,804.1964,-2741.0818,-3842.0700,-3622.8177,5729.1604,5319.1679,-5469.4257,-2052.0495,4089.9188,-4426.5316,3979.1957,3745.9571,5654.4028,4318.3285,4820.3452,0.0000,-3911.5646,-1067.1107,-681.3243,-2512.6356,-4336.2808,3452.5773,-4120.6596,-125.6128,3422.6694,-2615.4293,274.8760,1719.3159,4287.1290,-3023.1417,-3957.3231,642.3157,2763.8763,3944.4846,4119.4351,2431.5855,33474.7711,44750.0756,25923.8176,27923.7503,30770.9852,29557.7234,34165.4147,31585.5497,74008131.4558,74003874.1354,74022420.4551,74015695.2127,31641.5721,74018708.5632,-5754.9239,-6019.2969,5912.1499,-295.3311,-4259.9913,4693.7310,-4289.7979,-1137.5530,5973.7493,-6828.5095,3825.5759,586.8942,-4677.7744,6534.7173,2459.0237,1788.3676,6790.5783,3656.5689,-6384.0401,2089.4707,-3543.4205,5010.4089,-6116.8792,5132.1788,4745.4766,893.6756,2899.1553,1832.7328,-3904.0895,3944.2834,2208.1084,-3294.2002,1392.1604,-5717.7061,-4251.2786,-5848.7940,5204.2121,3055.0130,5117.4890,-3486.7368,-5740.7549,1418.8216,2950.0507,522.2816,-5804.2300,1643.4203,4026.6337,5107.0500,5080.5133,4745.1142,5203.6204,-969.8575,3884.0004,4214.6021,5331.0100,1322.5454,-5011.3847,6431.4760,-6123.5359,-1714.2956,-3501.1215,6258.9127,-6638.7341,-1300.6908,-5675.0474,4399.8506,-5026.0686,5617.0331,3812.4915,2733.6363,4251.0055,-3646.1818,-3417.1431,5359.0600,1843.0757,-5790.6444,527.2581,-3442.3360,-4712.7720,0.0000,1406.9088,-6340.7201,-2690.6780,-5493.7177,-974.0562,2546.8487,-4814.2619,2556.0211,6010.9135,-3311.0267,6658.6153,-6034.0795,-1996.0024,-3060.2138,5405.0283,949.9767,-3347.8866,-1939.9555,441.1209,5463.8222,354168.9040,358327.6003,349181.9804,353175.2337,344518.2483,347561.8663,351549.1437,351884.3927,231575034.1388,231561386.6351,231565298.5679,231567043.6946,351337.4008,231560220.8596,-853.5002,-2071.2295,-3587.5648,-4265.1978,-5448.1715,4982.0053,-4724.5539,2616.7645,1806.2097,-578.6324,-4457.8598,2119.3053,-4965.9317,-2097.9526,5477.7713,-5179.9429,176.6838,4473.9127,-50.7893,-4057.0810,5885.0619,-3431.7686,-1219.5099,693.3158,3975.3590,4897.9191,-2283.0484,3247.4652,-5542.5491,-873.8133,-6063.7221,5318.0500,4886.6275,2960.6393,-1144.1347,-346.9333,532.8150,5358.1919,-3330.4933,-4720.5371,698.8185,-5338.1797,4220.1633,4434.1793,-2705.5849,-3812.0098,-3847.5323,4585.3025,-4729.5655,-1524.5657,1934.4920,6399.3614,-3200.9469,-339.3412,-4075.1454,-5304.8084,4516.8796,859.0825,3189.2482,-4783.7540,-4581.8901,-256.5239,-1962.7528,3485.4814,-3909.1640,-4585.9753,2774.2751,1844.6917,856.5296,-3545.2040,283.5387,5501.4235,-4315.9394,-13.5563,-5352.8072,497.0111,-3986.9692,-4201.0661,-1544.9126,0.0000,-5531.6505,-2603.3914,-6382.0749,-3416.0255,5293.6858,-5436.8728,-2858.0083,6454.4054,28.0712,-5488.5529,1836.2507,-2903.1861,4992.7511,5405.3884,-1735.5056,6836.1559,5366.7209,5331.2764,5521.7046,-3466.3978,142248.8888,143317.3875,142384.7901,143093.7135,148484.8864,141141.9078,132482.4801,140060.7460,69536614.2864,69516917.7204,69507683.7468,69520612.1348,141759.8709,69527336.7797,
