sl_100_5400_20250828 Coordinates.csv
2025/08/28 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:56 2024,
Start: 2025/08/28 07:47:00.00, Stop: 2025/08/28 09:17:00.00,
TIME_UNITS,STARLINK-4352 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-32265 - X-Coordinate,STARLINK-31019 - X-Coordinate,STARLINK-30227 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-31253 - X-Coordinate,STARLINK-6343 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-3794 - X-Coordinate,STARLINK-6120 - X-Coordinate,STARLINK-4455 - X-Coordinate,STARLINK-4570 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-5089 - X-Coordinate,STARLINK-5652 - X-Coordinate,STARLINK-2421 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-30151 - X-Coordinate,STARLINK-1357 - X-Coordinate,STARLINK-2578 - X-Coordinate,STARLINK-3814 - X-Coordinate,STARLINK-6032 - X-Coordinate,STARLINK-31808 - X-Coordinate,STARLINK-2043 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-6209 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-2192 - X-Coordinate,STARLINK-4420 - X-Coordinate,STARLINK-6035 - X-Coordinate,STARLINK-31213 - X-Coordinate,STARLINK-31699 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-2555 - X-Coordinate,STARLINK-2078 - X-Coordinate,STARLINK-4201 - X-Coordinate,STARLINK-5655 - X-Coordinate,STARLINK-6327 - X-Coordinate,STARLINK-30278 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-1818 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-1169 - X-Coordinate,STARLINK-3332 - X-Coordinate,STARLINK-4203 - X-Coordinate,STARLINK-5994 - X-Coordinate,STARLINK-2592 - X-Coordinate,STARLINK-1912 - X-Coordinate,STARLINK-3218 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-6229 - X-Coordinate,STARLINK-2093 - X-Coordinate,STARLINK-2418 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-30421 - X-Coordinate,STARLINK-5610 - X-Coordinate,STARLINK-11148 [DTC] - X-Coordinate,STARLINK-30396 - X-Coordinate,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-31364 - X-Coordinate,STARLINK-4350 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-30343 - X-Coordinate,STARLINK-4711 - X-Coordinate,STARLINK-3830 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-3632 - X-Coordinate,STARLINK-31036 - X-Coordinate,STARLINK-30306 - X-Coordinate,STARLINK-2107 - X-Coordinate,STARLINK-30204 - X-Coordinate,STARLINK-32254 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-31196 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-30861 - X-Coordinate,STARLINK-2649 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-5035 - X-Coordinate,STARLINK-5285 - X-Coordinate,STARLINK-30945 - X-Coordinate,STARLINK-6188 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-32198 - X-Coordinate,STARLINK-3358 - X-Coordinate,STARLINK-5859 - X-Coordinate,STARLINK-2104 - X-Coordinate,STARLINK-5375 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4352 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-31019 - Y-Coordinate,STARLINK-30227 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-31253 - Y-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-3794 - Y-Coordinate,STARLINK-6120 - Y-Coordinate,STARLINK-4455 - Y-Coordinate,STARLINK-4570 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-5089 - Y-Coordinate,STARLINK-5652 - Y-Coordinate,STARLINK-2421 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-30151 - Y-Coordinate,STARLINK-1357 - Y-Coordinate,STARLINK-2578 - Y-Coordinate,STARLINK-3814 - Y-Coordinate,STARLINK-6032 - Y-Coordinate,STARLINK-31808 - Y-Coordinate,STARLINK-2043 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-6209 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-2192 - Y-Coordinate,STARLINK-4420 - Y-Coordinate,STARLINK-6035 - Y-Coordinate,STARLINK-31213 - Y-Coordinate,STARLINK-31699 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-2555 - Y-Coordinate,STARLINK-2078 - Y-Coordinate,STARLINK-4201 - Y-Coordinate,STARLINK-5655 - Y-Coordinate,STARLINK-6327 - Y-Coordinate,STARLINK-30278 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-1818 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-1169 - Y-Coordinate,STARLINK-3332 - Y-Coordinate,STARLINK-4203 - Y-Coordinate,STARLINK-5994 - Y-Coordinate,STARLINK-2592 - Y-Coordinate,STARLINK-1912 - Y-Coordinate,STARLINK-3218 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-6229 - Y-Coordinate,STARLINK-2093 - Y-Coordinate,STARLINK-2418 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-30421 - Y-Coordinate,STARLINK-5610 - Y-Coordinate,STARLINK-11148 [DTC] - Y-Coordinate,STARLINK-30396 - Y-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-31364 - Y-Coordinate,STARLINK-4350 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-30343 - Y-Coordinate,STARLINK-4711 - Y-Coordinate,STARLINK-3830 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-3632 - Y-Coordinate,STARLINK-31036 - Y-Coordinate,STARLINK-30306 - Y-Coordinate,STARLINK-2107 - Y-Coordinate,STARLINK-30204 - Y-Coordinate,STARLINK-32254 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-31196 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-30861 - Y-Coordinate,STARLINK-2649 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-5285 - Y-Coordinate,STARLINK-30945 - Y-Coordinate,STARLINK-6188 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-32198 - Y-Coordinate,STARLINK-3358 - Y-Coordinate,STARLINK-5859 - Y-Coordinate,STARLINK-2104 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4352 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-31019 - Z-Coordinate,STARLINK-30227 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-31253 - Z-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-3794 - Z-Coordinate,STARLINK-6120 - Z-Coordinate,STARLINK-4455 - Z-Coordinate,STARLINK-4570 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-5089 - Z-Coordinate,STARLINK-5652 - Z-Coordinate,STARLINK-2421 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-30151 - Z-Coordinate,STARLINK-1357 - Z-Coordinate,STARLINK-2578 - Z-Coordinate,STARLINK-3814 - Z-Coordinate,STARLINK-6032 - Z-Coordinate,STARLINK-31808 - Z-Coordinate,STARLINK-2043 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-6209 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-2192 - Z-Coordinate,STARLINK-4420 - Z-Coordinate,STARLINK-6035 - Z-Coordinate,STARLINK-31213 - Z-Coordinate,STARLINK-31699 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-2555 - Z-Coordinate,STARLINK-2078 - Z-Coordinate,STARLINK-4201 - Z-Coordinate,STARLINK-5655 - Z-Coordinate,STARLINK-6327 - Z-Coordinate,STARLINK-30278 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-1818 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-1169 - Z-Coordinate,STARLINK-3332 - Z-Coordinate,STARLINK-4203 - Z-Coordinate,STARLINK-5994 - Z-Coordinate,STARLINK-2592 - Z-Coordinate,STARLINK-1912 - Z-Coordinate,STARLINK-3218 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-6229 - Z-Coordinate,STARLINK-2093 - Z-Coordinate,STARLINK-2418 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-30421 - Z-Coordinate,STARLINK-5610 - Z-Coordinate,STARLINK-11148 [DTC] - Z-Coordinate,STARLINK-30396 - Z-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-31364 - Z-Coordinate,STARLINK-4350 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-30343 - Z-Coordinate,STARLINK-4711 - Z-Coordinate,STARLINK-3830 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-3632 - Z-Coordinate,STARLINK-31036 - Z-Coordinate,STARLINK-30306 - Z-Coordinate,STARLINK-2107 - Z-Coordinate,STARLINK-30204 - Z-Coordinate,STARLINK-32254 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-31196 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-30861 - Z-Coordinate,STARLINK-2649 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-5285 - Z-Coordinate,STARLINK-30945 - Z-Coordinate,STARLINK-6188 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-32198 - Z-Coordinate,STARLINK-3358 - Z-Coordinate,STARLINK-5859 - Z-Coordinate,STARLINK-2104 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5544.2413,-2623.1189,-5918.6330,-3618.1536,-1022.5939,5712.4535,-905.2605,-1912.0163,3887.0069,-1168.1163,-3260.9953,-6698.4380,846.8205,-5565.2573,2878.7507,6635.4587,5501.7782,-1044.2418,2352.5290,1410.4622,-5511.2404,-1977.3711,3289.7925,-2448.7509,144.6044,5062.6464,775.3067,-3819.0424,-5684.7050,-889.3469,-4868.5057,5017.2642,-1354.9838,-5164.0147,-4448.6819,-3605.0394,1444.0497,-3182.1010,4268.3814,-4205.6204,5038.6114,-4271.8390,2290.6472,5356.9737,5658.3721,-2030.2766,1558.0460,3693.6428,4132.3424,-6242.8584,-5145.7734,1546.1056,5191.2947,-6282.0553,-4417.4213,-3963.6668,-940.4574,-6408.1436,798.4708,1963.4487,199.3749,5905.8704,-1695.2076,-6614.2407,-5213.9254,-2710.7685,-4736.8415,4770.0456,-1094.5145,-174.4280,-4033.8697,1391.2256,-3601.2128,-5244.1391,-1387.4641,6667.1683,3603.1742,-5082.4253,-2445.1789,95.2351,1060.1120,-3608.3354,-3493.5431,-1813.0609,2126.1226,-2235.4804,-1164.6115,2982.6621,4986.2133,-4768.9911,-2910.9605,3843.3937,-4288.0951,4611.9301,-324.5876,-5292.8158,-5350.7634,-4067.1251,-2639.2952,5446.6744,157175.1084,178438.0864,174150.2894,169272.9820,176912.6245,173787.5771,169825.5328,170903.0021,52611860.4935,52630411.7875,52629893.7570,52616459.5549,170398.5269,52605502.4354,-3074.1046,1468.4856,-566.2425,-5030.7353,-5824.7551,3889.0722,6443.9188,4932.0152,5565.2281,-5326.5339,-5478.4801,1154.5954,1437.6722,3303.0342,3252.5573,-220.3150,-3458.2678,4941.8867,3657.3897,-4875.9108,-4108.1661,6029.9583,-5137.1083,-6486.1159,-6799.3388,3199.7945,-6221.0426,5706.2099,558.9441,-5196.9751,737.9955,-1957.0822,217.5198,-3953.6490,4960.8325,3933.9860,6361.0600,3644.9125,-532.2479,3476.0639,549.7065,-1683.9081,6380.1641,1037.0354,-2509.4288,-4854.2812,-5443.0324,5543.8123,-1802.2313,2894.5338,2264.7057,-4614.8627,2815.2643,-2873.3166,-477.6903,4351.8402,490.1856,91.4012,4987.4534,5739.1671,4741.7276,-3627.3813,5262.5467,1941.4847,-1137.0435,-715.8064,2600.6487,2354.0868,-5421.5680,-5979.6058,4246.9914,-4847.3296,5528.1184,-4326.9376,-5580.1954,1142.1484,-5412.9455,-4589.2989,-5293.0511,-5087.0297,6869.3851,-1992.5264,-2146.6795,-6208.4364,-3806.8527,4706.4884,-5279.9227,-3281.2769,976.7995,-5017.4347,-3292.0047,-5751.4633,2584.0609,-4477.9837,5330.3125,2907.4648,-4170.3502,238.0188,5766.9604,-3976.7081,335966.0649,349963.9834,343662.0734,342877.1762,346437.9578,345090.9588,352632.4198,349015.7613,330812006.6409,330858207.6076,330835942.6372,330833378.1942,348313.9288,330827557.3556,-2837.6945,6255.5246,3409.4866,2917.5560,3609.6164,-279.7383,-2355.1384,4326.5144,1418.3008,4080.8290,-2662.0140,-1395.9109,6725.5487,-2506.2283,5287.0453,-2010.2868,2482.8028,-4737.6861,5362.1639,-4729.3905,-809.8554,2744.5709,-3256.6612,10.2628,-635.4785,3392.4595,-2698.7186,805.5522,3926.8090,-4505.7488,4823.4988,-4387.0958,6794.3561,2164.9059,1455.3131,-4432.4180,-2142.9331,-4935.2264,5405.5471,-4281.8437,4722.7108,5053.4013,-1315.8843,-4282.4847,-3146.1581,-4473.5653,3962.2608,-1846.6305,5278.1338,-584.9084,4014.1315,4904.0026,3655.8286,615.6309,-5298.0774,-3627.9564,6851.3943,2595.9395,-4617.2015,-3361.7508,4768.2148,-158.7288,3822.5718,776.9024,4237.0398,-6355.2886,4335.7040,-4439.2981,-4188.3395,-3479.3012,3680.6750,4571.4404,2073.0281,836.8923,-3882.7574,1054.8470,2396.3910,661.3171,-3791.8782,4592.1213,148.7065,5322.6618,5338.4505,-2462.3466,-5380.9759,-4574.4147,4334.2372,5302.2020,-4718.4003,-461.4913,-5345.2704,661.2765,-4545.7408,2578.0336,4210.5138,3166.5195,-1120.1965,5585.8936,-2780.9331,-1618.2658,-108151.0246,-112884.4101,-113002.0448,-105956.0309,-107252.1256,-117956.0279,-118345.5612,-110048.8007,-29755612.4317,-29729541.3762,-29746248.1988,-29742502.5436,-111583.0321,-29743987.8484,
300.000,-5798.7300,-2775.7928,-4956.5370,-4947.8475,-2649.5321,6158.8731,326.6545,-640.9242,4783.0631,-2906.0107,-4556.9181,-6411.4206,575.5225,-6186.3130,4640.3104,5848.9555,3957.6275,899.8937,3683.9291,-687.5775,-5798.4808,-389.5853,2389.0214,-3725.4040,-1379.3528,6242.9612,-833.9627,-2747.2500,-4658.1406,-2801.5061,-5218.0188,3619.2703,-3097.0118,-6232.5727,-3290.3321,-2265.6663,2731.6662,-2218.2975,4305.5590,-2367.4824,5021.2721,-4079.7988,3435.4441,4541.6432,4615.7205,-3788.1165,-235.9518,4802.5510,2166.0239,-5559.8573,-3469.9960,-515.9533,4364.7354,-6477.9141,-3840.9033,-2123.9162,-2733.3641,-5431.4958,2338.4140,3339.9247,1998.0932,4868.2579,145.9147,-5706.5798,-4903.0595,-4198.9420,-3136.6717,4484.7411,-2845.8987,-1595.7085,-3375.6296,-783.0233,-2065.9424,-5916.9024,-3249.4299,6260.3624,1814.9265,-5508.4680,-3482.5897,-2006.1386,1624.2847,-4781.4158,-4716.2483,-3133.0853,511.7206,-422.1629,-3143.2561,956.6446,5091.8933,-5687.8815,-4665.4583,3246.1349,-2782.8511,3634.0889,1718.4274,-3666.1395,-6053.9785,-2333.3035,-1591.4763,3995.5213,150086.6717,170803.2857,166634.0662,161816.2809,169518.6760,166427.4593,162378.3787,163376.1702,45374668.6879,45392705.6091,45392502.0075,45379151.5362,162968.4457,45368336.6922,-3760.0833,3473.4028,979.4620,-4576.3743,-4648.5064,2746.9921,6883.7591,6116.0843,4167.4710,-4114.3186,-5104.0796,2647.1600,3558.7133,3124.7365,2193.2318,-1773.1304,-4404.3051,4233.2897,1937.2102,-5274.8494,-2807.1703,5514.8914,-6279.2553,-5648.9406,-6346.0072,2281.3197,-6647.8671,6265.2031,2344.9353,-4231.2335,2575.9709,-913.2304,-1090.3423,-2773.6228,5975.6743,5436.5124,6286.2205,5280.4898,-2605.8217,4517.8282,-1595.1532,464.0911,5967.2690,-763.0123,-1565.8898,-4815.9945,-4763.0940,4969.2990,-2160.3431,3904.8788,3227.1004,-4189.9913,1458.0913,-1313.5662,1608.6956,4521.9022,-821.1124,1404.1459,3603.1176,4341.5683,3584.0126,-4738.5164,4624.4218,3243.1470,981.9364,-1973.5337,3997.7820,364.3323,-4265.9685,-6459.4568,5647.7192,-4976.3321,5513.8893,-3311.9213,-5450.1768,-178.1940,-5646.0706,-3340.4315,-5716.1957,-5149.9097,6473.4558,-212.9973,-388.8778,-6125.7409,-5082.2944,5685.7929,-5092.6340,-4052.5587,-1168.6060,-3819.7101,-2251.5838,-5971.2940,4166.5512,-5782.5575,4688.4641,3629.5350,-3179.3779,1385.1213,6649.9613,-4833.2984,339157.5158,353446.3754,347077.8287,346424.4831,349957.7519,348588.0820,356066.8536,352959.9161,331883476.1590,331930410.1376,331908114.5358,331905486.0877,351821.1242,331899103.0114,-670.8341,5331.4434,4628.3318,1234.1048,4399.3379,1525.5396,-610.5306,2985.8217,2796.6847,4583.4768,-946.2086,135.0972,5920.2020,-310.7790,4527.4360,-3282.9081,3647.8822,-5406.2629,5508.1487,-4453.5935,-2534.8770,4148.2408,-1631.7064,-1515.3438,-2120.6351,1797.5762,-1296.4168,-1011.1529,4564.4593,-4727.9661,3698.4337,-5858.4452,6106.2504,687.2519,-84.9919,-3664.4326,-373.0606,-3866.7862,4734.4240,-4700.4000,4498.6570,5454.5566,497.6152,-5187.1910,-4946.5052,-3184.4076,4998.8867,-56.7267,6228.4013,1226.5067,5024.4477,5468.4612,5197.9784,2094.2128,-5520.1386,-4781.0625,6319.9463,4038.5033,-5327.6103,-4254.2477,5329.7447,1373.7338,4873.0990,2238.9837,4628.3218,-5168.4774,4708.0117,-5268.7338,-4673.4210,-1897.8209,2144.7955,4577.8383,3622.8407,-986.9086,-2805.4543,2758.7636,3581.8256,2407.1469,-1883.5990,4054.7770,-1956.1388,4735.9380,4788.4357,-728.9403,-4676.1442,-3945.6883,3495.7698,5516.9922,-4559.4529,1080.3007,-4586.5848,-1460.9163,-4541.4130,1161.9927,4615.6795,4455.2482,700.7337,6356.8789,-1086.2590,-2964.5309,-108286.4771,-112992.3743,-113037.6428,-106195.1453,-107225.5483,-117888.7748,-118627.3751,-110420.2409,-29761011.5041,-29735206.1237,-29752049.4460,-29748362.9816,-111698.4447,-29749475.1318,
600.000,-5417.9971,-2715.1909,-3516.4431,-5762.3837,-4055.4979,6001.2895,1519.2912,662.9536,5241.0889,-4380.4492,-5390.1304,-5503.5137,159.0263,-6135.3125,5940.5388,4507.2750,2030.0576,2787.4067,4698.8950,-2705.5864,-5530.2797,1273.8436,1268.3333,-4654.8627,-2783.9746,6790.5211,-2346.2594,-1391.9349,-3210.8462,-4467.2850,-5078.6421,1794.0240,-4455.0967,-6673.4074,-1795.7724,-740.6446,3737.1644,-1076.9642,3966.3288,-315.5709,4560.5024,-3528.6106,4241.3161,3323.6765,3042.4150,-5150.1944,-2043.8880,5431.6858,-16.2017,-4314.0403,-1458.4785,-2549.2345,3141.2078,-6056.6916,-2942.5613,-55.8891,-4180.2634,-3928.6049,3688.7268,4432.4699,3623.3088,3351.3182,2008.0021,-4243.4155,-4135.4389,-5192.7438,-1256.5456,3811.6658,-4355.0288,-2839.1057,-2405.4492,-2874.0659,-297.4832,-5989.9619,-4783.4964,5220.1384,-167.5777,-5397.1832,-4146.7970,-3894.9679,2049.1803,-5478.9042,-5470.1498,-4134.6578,-1111.5540,1404.5264,-4806.0645,-1145.3768,4749.0120,-6063.2860,-5971.3974,2303.0113,-1020.1774,2313.5783,3606.1075,-1654.8803,-6147.1484,-399.1262,-397.9015,2148.2746,142934.4936,163094.9436,159044.4643,154286.2317,162049.8293,158994.0243,154862.5651,155727.6587,38115770.1333,38133271.0502,38133378.9667,38120093.3753,155466.2753,38109460.6689,-4045.1698,5109.7131,2470.1606,-3664.7903,-3044.1758,1316.7353,6639.8375,6678.8479,2356.5062,-2512.1908,-4227.3794,3884.8327,5287.7173,2602.2594,959.1504,-3184.5909,-4962.9829,3158.5139,60.5864,-5205.3829,-1206.9100,4480.3699,-6792.3137,-4259.6446,-5251.7516,1153.0594,-6401.7863,6205.8600,3936.0643,-2895.6027,4131.3338,156.2563,-2350.6357,-1321.6302,6381.5490,6425.3432,5572.6982,6396.0999,-4406.8695,5166.2256,-3580.8800,2576.8985,4954.1882,-2526.8382,-514.3525,-4328.2737,-3651.7687,3899.1788,-2381.2625,4536.8931,3924.1934,-3406.1563,-97.8543,390.7277,3555.5939,4294.2425,-2116.4805,2620.8094,1885.1920,2537.7962,2085.7483,-5401.2094,3529.2720,4252.2496,3014.8561,-3077.4720,5046.0513,-1685.1038,-2730.2742,-6306.6693,6480.4176,-4641.2058,4981.5379,-1948.3788,-4816.5389,-1510.5171,-5360.9602,-1734.7293,-5574.1555,-4734.7257,5417.3542,1550.2238,1370.6534,-5438.3277,-5887.7303,6141.3544,-4443.6919,-4481.0083,-3195.2850,-2244.5916,-1037.9066,-5594.9601,5344.6512,-6521.0512,3605.8469,4026.2505,-1858.9074,2464.6283,6871.8154,-5249.2979,342200.4350,356760.7067,350338.0458,349814.5440,353321.1909,351931.2053,359340.6796,356649.2788,332796642.6706,332844300.4665,332821976.8723,332819276.1368,355169.8168,332812347.1363,1567.4950,3840.7700,5335.3011,-586.2490,4717.8515,3166.1187,1199.8436,1312.0362,3875.8221,4569.9358,872.0213,1651.6463,4483.3622,1917.8400,3265.3337,-4205.1161,4426.5186,-5496.1146,5059.2158,-3702.9778,-3987.4862,5104.5925,169.3810,-2878.8035,-3368.6184,6.2470,251.3905,-2718.7762,4714.0441,-4445.8798,2171.4614,-6708.8448,4767.4541,-866.5051,-1615.7653,-2505.2633,1437.9414,-2381.0406,3552.6442,-4617.6390,3793.0078,5246.7357,2257.1101,-5539.1424,-6221.4057,-1550.5976,5496.3391,1739.2820,6516.8232,2904.9049,5492.3245,5443.3992,6187.6443,3348.6565,-5148.7154,-5419.6959,5115.7040,5045.6425,-5447.2370,-4692.6824,5269.2536,2758.9597,5352.8141,3461.6130,4499.1395,-3433.0556,4576.2987,-5534.8748,-4660.4899,-111.9720,378.0648,4067.9013,4782.0393,-2701.2927,-1428.6043,4155.8835,4383.4945,3889.0615,224.5119,3069.2143,-3853.5902,3597.6650,3680.5639,1082.9770,-3470.2578,-2895.3248,2283.1189,5137.9830,-3913.7186,2506.5353,-3335.0909,-3427.9971,-4014.8760,-378.7814,4498.6973,5243.4832,2444.6511,6444.5620,725.1878,-3994.1062,-108422.1095,-113099.2031,-113070.6285,-106439.3276,-107202.5577,-117815.6885,-118903.4735,-110894.3156,-29766405.3970,-29740871.6420,-29757850.1604,-29754225.5955,-111813.7947,-29754962.4522,
