sl_100_5400_20250620 Coordinates.csv
2025/06/20 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:09 2024,
Start: 2025/06/20 07:47:00.00, Stop: 2025/06/20 09:17:00.00,
TIME_UNITS,STARLINK-30285 - X-Coordinate,STARLINK-5469 - X-Coordinate,STARLINK-5704 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-31786 - X-Coordinate,STARLINK-30943 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-5749 - X-Coordinate,STARLINK-4402 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-31137 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-1628 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-31047 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-30995 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-1202 - X-Coordinate,STARLINK-6294 - X-Coordinate,STARLINK-2065 - X-Coordinate,STARLINK-1019 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-32024 - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-30716 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-4685 - X-Coordinate,STARLINK-4369 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-2014 - X-Coordinate,STARLINK-5454 - X-Coordinate,STARLINK-4270 - X-Coordinate,STARLINK-30230 - X-Coordinate,STARLINK-3837 - X-Coordinate,STARLINK-4645 - X-Coordinate,STARLINK-1647 - X-Coordinate,STARLINK-2405 - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-31263 - X-Coordinate,STARLINK-3209 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-4582 - X-Coordinate,STARLINK-4033 - X-Coordinate,STARLINK-3853 - X-Coordinate,STARLINK-4123 - X-Coordinate,STARLINK-31126 - X-Coordinate,STARLINK-3130 - X-Coordinate,STARLINK-4048 - X-Coordinate,STARLINK-6353 - X-Coordinate,STARLINK-30971 - X-Coordinate,STARLINK-11129 [DTC] - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-31845 - X-Coordinate,STARLINK-1090 - X-Coordinate,STARLINK-5734 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-1625 - X-Coordinate,STARLINK-4458 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-4763 - X-Coordinate,STARLINK-4177 - X-Coordinate,STARLINK-1623 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-30847 - X-Coordinate,STARLINK-31576 - X-Coordinate,STARLINK-31291 - X-Coordinate,STARLINK-3397 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-30817 - X-Coordinate,STARLINK-5326 - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-4294 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-2714 - X-Coordinate,STARLINK-6164 - X-Coordinate,STARLINK-31753 - X-Coordinate,STARLINK-2583 - X-Coordinate,STARLINK-30765 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-31764 - X-Coordinate,STARLINK-3536 - X-Coordinate,STARLINK-31844 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30285 - Y-Coordinate,STARLINK-5469 - Y-Coordinate,STARLINK-5704 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-31786 - Y-Coordinate,STARLINK-30943 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-5749 - Y-Coordinate,STARLINK-4402 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-31137 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-1628 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-31047 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-30995 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-1202 - Y-Coordinate,STARLINK-6294 - Y-Coordinate,STARLINK-2065 - Y-Coordinate,STARLINK-1019 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-32024 - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-30716 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-4685 - Y-Coordinate,STARLINK-4369 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-2014 - Y-Coordinate,STARLINK-5454 - Y-Coordinate,STARLINK-4270 - Y-Coordinate,STARLINK-30230 - Y-Coordinate,STARLINK-3837 - Y-Coordinate,STARLINK-4645 - Y-Coordinate,STARLINK-1647 - Y-Coordinate,STARLINK-2405 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-31263 - Y-Coordinate,STARLINK-3209 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-4582 - Y-Coordinate,STARLINK-4033 - Y-Coordinate,STARLINK-3853 - Y-Coordinate,STARLINK-4123 - Y-Coordinate,STARLINK-31126 - Y-Coordinate,STARLINK-3130 - Y-Coordinate,STARLINK-4048 - Y-Coordinate,STARLINK-6353 - Y-Coordinate,STARLINK-30971 - Y-Coordinate,STARLINK-11129 [DTC] - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-31845 - Y-Coordinate,STARLINK-1090 - Y-Coordinate,STARLINK-5734 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-1625 - Y-Coordinate,STARLINK-4458 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-4763 - Y-Coordinate,STARLINK-4177 - Y-Coordinate,STARLINK-1623 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-30847 - Y-Coordinate,STARLINK-31576 - Y-Coordinate,STARLINK-31291 - Y-Coordinate,STARLINK-3397 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-30817 - Y-Coordinate,STARLINK-5326 - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-4294 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-2714 - Y-Coordinate,STARLINK-6164 - Y-Coordinate,STARLINK-31753 - Y-Coordinate,STARLINK-2583 - Y-Coordinate,STARLINK-30765 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-31764 - Y-Coordinate,STARLINK-3536 - Y-Coordinate,STARLINK-31844 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30285 - Z-Coordinate,STARLINK-5469 - Z-Coordinate,STARLINK-5704 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-31786 - Z-Coordinate,STARLINK-30943 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-5749 - Z-Coordinate,STARLINK-4402 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-31137 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-1628 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-31047 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-30995 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-1202 - Z-Coordinate,STARLINK-6294 - Z-Coordinate,STARLINK-2065 - Z-Coordinate,STARLINK-1019 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-32024 - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-30716 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-4685 - Z-Coordinate,STARLINK-4369 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-2014 - Z-Coordinate,STARLINK-5454 - Z-Coordinate,STARLINK-4270 - Z-Coordinate,STARLINK-30230 - Z-Coordinate,STARLINK-3837 - Z-Coordinate,STARLINK-4645 - Z-Coordinate,STARLINK-1647 - Z-Coordinate,STARLINK-2405 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-31263 - Z-Coordinate,STARLINK-3209 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-4582 - Z-Coordinate,STARLINK-4033 - Z-Coordinate,STARLINK-3853 - Z-Coordinate,STARLINK-4123 - Z-Coordinate,STARLINK-31126 - Z-Coordinate,STARLINK-3130 - Z-Coordinate,STARLINK-4048 - Z-Coordinate,STARLINK-6353 - Z-Coordinate,STARLINK-30971 - Z-Coordinate,STARLINK-11129 [DTC] - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-31845 - Z-Coordinate,STARLINK-1090 - Z-Coordinate,STARLINK-5734 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-1625 - Z-Coordinate,STARLINK-4458 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-4763 - Z-Coordinate,STARLINK-4177 - Z-Coordinate,STARLINK-1623 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-30847 - Z-Coordinate,STARLINK-31576 - Z-Coordinate,STARLINK-31291 - Z-Coordinate,STARLINK-3397 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-30817 - Z-Coordinate,STARLINK-5326 - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-4294 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-2714 - Z-Coordinate,STARLINK-6164 - Z-Coordinate,STARLINK-31753 - Z-Coordinate,STARLINK-2583 - Z-Coordinate,STARLINK-30765 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-31764 - Z-Coordinate,STARLINK-3536 - Z-Coordinate,STARLINK-31844 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4602.8976,1286.7180,-3062.4926,-1521.9745,5166.6925,6644.8645,-3740.0312,6281.4538,-789.8714,-791.9587,4886.1372,3709.9450,-2840.1949,3962.3572,-2421.0772,1533.0819,-5298.2167,-4395.0587,-3463.4110,4712.5232,3915.4876,327.4530,4359.5883,-2221.1937,1809.1544,-4311.5560,4788.4228,-5181.7040,3645.7746,4390.3851,-6281.1750,1416.6573,-2462.6248,3085.4453,1990.9804,4590.3592,-5084.2387,-3588.7965,3891.7160,6424.5679,-4025.3662,-4309.7381,-5120.0007,6441.1253,1181.3045,5421.2039,-6261.8023,3189.3490,-2495.3201,1546.1730,-3594.6554,1647.6756,669.3106,3497.9847,-2796.4880,-3411.3249,-1137.5445,-2387.8903,-6138.4050,5195.6776,5558.0059,3486.1885,413.7365,-3972.3668,-5659.2805,600.5841,2672.4452,6363.2592,-2918.6362,3513.3497,3612.2400,-6331.8582,4530.1426,2202.9503,-967.7468,720.4756,1413.1760,5586.9205,438.6586,-4726.2579,2070.0255,4108.3423,-2999.2662,-726.9896,-5347.1416,-4078.4059,3703.3579,4687.6601,-1053.7432,6752.6311,3012.3933,-5443.9589,-1531.6667,3468.8394,4184.9415,66.9737,5066.8330,3456.0677,-4307.5086,-1082.9625,-370726.1930,-338781.9555,-361188.9211,-364143.1032,-357970.8771,-360493.7449,-354920.5754,-359958.1768,168634715.0214,168651211.6931,168621410.3613,168612967.6824,-358749.9758,168618564.5137,4460.9285,-4048.1588,4367.3772,-6716.0307,4497.9962,1752.7044,-4072.5691,879.8970,5575.0719,5302.8447,-1158.2464,3092.4230,6168.3580,-5428.8287,-3528.8501,6223.5678,-4263.3071,-5144.2252,5288.1153,2620.7427,3760.0979,4243.7722,4932.1291,-5019.2491,-4905.7518,1572.3845,1148.6569,-343.3206,-3274.3540,-1789.0178,-2643.1461,5398.7009,3135.0705,5438.2298,-1993.1796,120.8882,-2318.3442,-4632.2796,-1862.0207,2573.7214,1469.5659,-4471.8575,4620.9185,2121.7510,-4215.6774,4049.3497,1490.8851,-5585.6272,3503.8099,3999.2881,3385.0560,5111.9575,-6632.1658,4850.6062,3960.0362,-4123.3275,-5002.6739,-5560.9472,-3153.0956,3132.6545,1824.9476,-3709.9082,2728.4722,-5181.3200,-975.3455,-3414.5161,-3647.5856,1719.1835,560.8144,-5993.8745,5362.9748,-2754.2628,4200.0638,-3600.1427,1715.7959,-6605.2648,-6599.2052,3981.6145,4128.3997,5031.0181,5391.4749,805.6294,-4516.9411,5243.2183,789.1286,852.2409,-5315.0740,2972.9505,4835.3045,16.2362,-5188.3430,2607.6602,-5039.5955,4497.7118,-4413.2648,6931.8214,-332.0333,-3607.3833,28.7589,-4300.3995,-54664.2137,-57011.9400,-60479.2609,-56130.4836,-61787.0851,-59327.5996,-52875.6619,-54931.2702,211388040.3925,211383930.4577,211388217.2531,211399648.7185,-55062.0466,211399989.4960,2370.5128,5493.3650,4421.1097,677.2163,-355.8012,-940.5946,-4056.1624,-2809.8038,-4067.5789,-4228.4831,4668.6124,-4956.9496,-648.7349,1331.3057,-5382.3879,2634.8533,1335.5716,-1487.3329,2846.3955,-4198.9601,-4277.2836,5439.7546,2135.8815,-4248.0935,4515.3497,5175.5107,-4598.3743,-4571.4637,-4793.3368,4945.5415,-1300.7782,-3983.9316,5686.7921,2947.5116,-6349.7609,-5179.9152,-4088.7928,-3677.2785,5393.5901,-375.4283,5422.4082,-3052.8021,180.9520,1341.6437,-5361.8622,-990.4035,2519.6744,2550.0605,-5420.1953,-5429.1359,4832.8771,-4363.6362,1611.8266,-3477.1759,-4934.7400,-4420.5300,-4664.1017,-2954.1151,-524.0080,3129.3631,3636.2983,-4715.3589,6376.8004,-2316.4682,-3857.6194,-6027.5892,5219.4397,1979.9853,6268.1267,-248.4635,2443.1366,-328.5878,3040.8315,-5383.5332,-6657.7931,1979.1553,1017.1208,-20.2052,5522.0894,677.0800,-3848.3979,-5512.2282,4313.7721,-4511.3262,-4347.8978,5431.7426,2404.8593,4092.6339,-4834.7352,-1585.2817,-3448.5891,-3380.9556,4501.3891,3765.1475,-3300.1021,-44.9246,-4730.1986,4636.1478,-5417.4149,-5189.1027,62566.6144,61882.7782,59914.8912,67274.3785,65660.7652,54946.5427,54848.8474,60122.2218,57300224.8402,57277860.4949,57320040.2817,57308673.2400,61475.1519,57303934.3679,
300.000,-3018.5079,594.8881,-1540.4404,-2659.4823,5762.0518,6513.1121,-4610.3393,5678.6878,-1016.4949,1293.1647,4241.1145,5323.8254,-1258.4818,2974.5600,-4274.6590,3160.8823,-5776.5599,-4875.8699,-1598.1632,5000.7843,5465.6515,2381.5232,4754.3684,-4104.3613,484.8468,-4129.6187,4105.4788,-4166.2601,1637.2888,2732.4918,-6822.5571,3039.5594,-436.3302,4450.5336,3823.4809,3721.8805,-4694.3533,-4070.3066,3287.8690,6594.0057,-3570.7539,-5578.8225,-4019.9832,6831.7244,-658.3235,5670.8815,-6264.4595,2217.9729,-987.4328,3258.2053,-2849.7112,3361.8090,-864.9333,4025.6678,-1684.1546,-4526.7759,-3181.3449,-3257.4041,-6498.9366,5006.4734,6534.6105,1868.4774,2108.7134,-5140.7649,-4796.2496,-1134.7549,562.0946,6859.6602,-999.6821,2838.9582,4840.7983,-6418.4268,5769.8712,540.9475,-889.7014,-926.0431,80.6521,6175.0537,2564.4843,-3300.5614,3894.1019,4531.4468,-4245.7327,-13.1116,-4339.1243,-3167.9110,2103.7241,6035.2790,530.8089,6767.1027,2059.0663,-3849.0639,-3309.7388,5126.1536,3511.7888,1553.6729,4735.5640,1679.5433,-4584.1470,-2810.8029,-369319.0765,-337471.7796,-360036.5351,-362842.7811,-356668.7277,-359204.7748,-353719.5466,-358985.1145,163979795.8268,163996434.6127,163967035.2552,163958426.3407,-357474.7664,163963632.6330,4760.8054,-5596.4586,5686.3596,-6288.6794,3420.5554,155.6450,-2161.4424,-887.3199,3932.2336,4846.0984,-3202.0446,2085.5258,6357.4778,-6155.2269,-2578.3234,6045.8661,-2683.2156,-3798.5885,5494.2604,511.6063,3068.5745,3515.4238,3433.8414,-4482.5925,-6082.6519,3545.7439,-838.7497,1422.6445,-3889.7149,-3128.5709,-1226.9605,5602.1069,2627.0202,5136.9139,-2648.7620,-1840.6199,-417.6162,-2841.7159,-3841.0892,1031.3160,3499.5923,-3848.2281,5250.2584,963.1600,-5111.0621,2703.5475,2819.0789,-6503.8456,4926.1089,2658.4309,5093.5919,5236.9558,-6804.3586,3116.4882,5490.1913,-2308.2636,-4537.4367,-4035.5013,-1993.2115,1373.3353,622.9654,-5080.6022,1314.5655,-4606.5602,708.0175,-2141.0871,-4097.8201,548.7850,-534.8719,-6064.6544,4886.8607,-1483.8384,3498.1682,-4882.4407,-553.4324,-6047.0764,-6252.4698,2559.0915,3867.4622,5706.5083,5038.9289,-1282.0547,-2800.6134,6384.9632,2656.1827,2842.9138,-5307.1279,2013.3821,5815.9094,-1513.9917,-6337.8908,3431.6956,-3839.4142,3624.6890,-5716.8736,6589.2590,-2440.3705,-4854.7998,2080.9347,-2979.6945,-62579.6078,-64187.3519,-67991.4122,-63637.6660,-69365.4825,-66947.2844,-60431.5017,-62696.6001,215024342.8529,215020900.4897,215024192.0808,215035122.8277,-62609.9681,215036194.6575,3859.7780,4070.6451,3647.7818,-1133.9053,1457.5838,-2384.6430,-4594.1077,-3886.0333,-5636.0806,-4634.1945,4333.1171,-3899.0204,-2133.4109,-486.9213,-4729.1836,1228.1318,2726.5062,-3131.8089,3910.7159,-4630.2462,-2909.4869,5446.3207,3669.4780,-3350.7728,3243.3363,4270.7293,-5276.0404,-5337.8820,-5402.2274,5446.5797,234.3538,-2528.2578,6412.1835,1271.8868,-5159.2715,-5539.2515,-5073.5967,-4819.6400,4706.6779,-1875.7667,4772.8344,-1393.6617,1960.3540,-465.8237,-4621.7073,-2705.5536,787.9515,826.7617,-4758.1829,-5493.8021,3700.6175,-3025.4000,84.4536,-4684.9369,-3856.2603,-4729.2629,-4167.0265,-4297.2491,1287.7583,4429.4504,2094.2631,-4341.4597,6487.9621,-569.3476,-4936.1929,-6518.2567,5528.9499,200.0079,6842.2423,1860.4255,703.2456,-2100.6023,1382.3108,-4760.8348,-6863.6161,3257.5455,2729.6690,-1551.1725,5118.7047,2149.5738,-2756.6668,-5072.9557,4703.7453,-2756.5473,-4716.0655,5361.6220,3888.8596,2666.9242,-3708.5804,-64.0792,-1861.0497,-4613.8633,4722.6102,2653.7830,-1688.2894,1482.3931,-4447.1409,4479.1347,-4749.6864,-5460.5460,62666.2064,62009.0542,60130.2524,67295.5753,65947.8734,55265.2593,54818.0847,60595.5530,57297258.1156,57275016.8961,57317197.7849,57306355.0843,61615.6746,57301216.2042,
600.000,-1102.5815,-104.2199,99.4277,-3545.1906,5779.3771,5761.1155,-5063.7563,4550.4868,-1055.0347,3264.6325,3213.6310,6417.1465,469.2608,1677.3093,-5709.8654,4472.8159,-5715.0268,-4905.3281,438.7876,4829.0504,6465.6216,4218.5872,4714.5365,-5585.1692,-852.9525,-3585.1884,3034.5999,-2781.8293,-530.9957,827.3586,-6703.7352,4331.6877,1662.2280,5362.7049,5274.0339,2539.9413,-3889.8306,-4202.3150,2409.8594,6132.3004,-2815.3221,-6286.3858,-2502.2721,6542.8743,-2398.7756,5358.6684,-5647.2874,1035.4720,573.5138,4686.2928,-1862.9713,4721.9623,-2311.6032,4206.6038,-447.1098,-5247.8222,-4916.6583,-3826.4934,-6219.3944,4341.3086,6857.0381,102.9077,3645.4056,-5795.7427,-3494.6660,-2810.1891,-1596.3795,6663.3005,1069.6084,1854.7963,5581.6837,-5876.4800,6421.9747,-1134.7844,-620.1779,-2511.0580,-1289.9982,6154.1389,4434.2419,-1541.9412,5331.0009,4560.0827,-5121.5491,666.1992,-2948.4615,-1990.1821,267.1427,6777.6918,2027.8025,6125.9894,921.9835,-1873.2607,-4795.9688,6256.0627,2507.3648,2903.9364,3990.4710,-239.9236,-4457.0873,-4290.3060,-367739.7710,-336010.6365,-358723.3125,-361383.2057,-355206.8167,-357753.1867,-352360.6434,-357735.3441,159246480.4579,159263246.0123,159234277.4108,159225571.1183,-356040.7562,159230308.4128,4609.2776,-6584.4974,6469.7657,-5233.3970,1980.6877,-1477.3060,-42.4645,-2598.4591,1869.5618,3940.4253,-4931.3296,915.3319,5910.0777,-6253.9719,-1419.6189,5289.2002,-826.5388,-2059.8483,5201.9989,-1651.6147,2103.6576,2495.4659,1576.3777,-3544.9342,-6665.3728,5156.3976,-2767.7954,3089.5116,-4170.3219,-4202.5467,310.3106,5253.9092,1932.5752,4334.7791,-2953.3809,-3651.1675,1553.7150,-761.3758,-5440.7770,-627.1919,5181.6386,-2856.1694,5369.9415,-296.4794,-5540.1462,1057.2347,3858.4887,-6773.8952,5890.1456,1102.9102,6294.0326,4869.6192,-6294.5795,1065.2555,6484.9435,-289.4872,-3673.4843,-2074.7529,-621.8123,-557.4040,-618.0543,-5987.6777,-166.7763,-3580.2700,2363.2700,-717.8861,-4202.1292,-674.6788,-1486.8304,-5531.5914,3929.8512,-44.3979,2458.2873,-5698.9532,-2756.8089,-4916.6791,-5267.9390,868.3056,3279.8120,5845.2569,4223.7374,-3223.2700,-833.0617,6884.9583,4294.5468,4566.5130,-4804.8086,882.3934,6242.4530,-2896.9743,-6855.1926,3967.7897,-2302.6459,2407.3976,-6445.4570,5607.2539,-4314.0738,-5641.2292,3908.0048,-1398.5993,-70459.5750,-71332.7194,-75471.8667,-71113.9516,-76910.8760,-74535.0955,-67962.0439,-70437.0262,218558162.8377,218555387.5822,218557708.6555,218568142.7779,-70128.5349,218569917.1850,4918.0407,2215.3066,2483.7997,-2823.0216,3109.7021,-3573.9923,-4625.2680,-4547.7589,-6607.1245,-4522.1883,3519.2283,-2422.1177,-3378.5870,-2251.2055,-3558.5586,-310.1856,3825.1011,-4440.7400,4556.6013,-4545.5322,-1227.4088,4865.1192,4808.2349,-2096.2020,1621.0325,2906.7926,-5340.9106,-5531.3635,-5415.1623,5345.4105,1744.3940,-792.9848,6457.5774,-541.0361,-3421.3711,-5305.1078,-5514.9488,-5444.2825,3511.6779,-3175.2843,3609.0432,415.5769,3526.5984,-2223.0395,-3385.6556,-4119.3829,-1028.8550,-985.5546,-3585.1689,-4968.7512,2168.9438,-1361.6645,-1452.2760,-5389.2922,-2362.7971,-4534.7964,-3224.7471,-5140.0491,2960.7471,5233.6234,323.8670,-3504.9301,5912.4661,1238.9035,-5484.6009,-6320.9886,5241.5658,-1601.8710,6688.9593,3771.5652,-1112.5929,-3645.9950,-427.1685,-3609.1563,-6342.1226,4187.1794,4135.8684,-2910.8896,4163.3726,3392.0382,-1370.7737,-4089.6209,4590.2862,-709.5822,-4581.4865,4697.5846,4952.6096,951.5763,-2183.4114,1463.9608,-73.0902,-5351.1517,4438.4488,1243.6808,105.3859,2850.7787,-3690.3376,3818.7661,-3572.2158,-5122.0151,62765.4783,62135.2642,60348.3973,67311.6099,66231.2938,55589.6529,54792.9941,61142.5070,57294292.9770,57272174.2259,57314347.6939,57303987.8251,61756.1528,57298497.8369,
