sl_100_86400_20250316 Coordinates.csv
2025/03/16 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:14 2024,
Start: 2025/03/16 07:47:00.00, Stop: 2025/03/17 07:47:00.00,
TIME_UNITS,STARLINK-32048 - X-Coordinate,STARLINK-6086 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-11077 [DTC] - X-Coordinate,STARLINK-3294 - X-Coordinate,STARLINK-2378 - X-Coordinate,STARLINK-31241 - X-Coordinate,STARLINK-2170 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-30089 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-5092 - X-Coordinate,STARLINK-30794 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-3601 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-5401 - X-Coordinate,STARLINK-5832 - X-Coordinate,STARLINK-30855 - X-Coordinate,STARLINK-30958 - X-Coordinate,STARLINK-3524 - X-Coordinate,STARLINK-3325 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-4054 - X-Coordinate,STARLINK-4709 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-4604 - X-Coordinate,STARLINK-5926 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-30617 - X-Coordinate,STARLINK-2751 - X-Coordinate,STARLINK-4438 - X-Coordinate,STARLINK-32173 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-4501 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-1980 - X-Coordinate,STARLINK-3882 - X-Coordinate,STARLINK-6179 - X-Coordinate,STARLINK-32183 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-1631 - X-Coordinate,STARLINK-30447 - X-Coordinate,STARLINK-4483 - X-Coordinate,STARLINK-31386 - X-Coordinate,STARLINK-31767 - X-Coordinate,STARLINK-30801 - X-Coordinate,STARLINK-1612 - X-Coordinate,STARLINK-5683 - X-Coordinate,STARLINK-31960 - X-Coordinate,STARLINK-30964 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-5371 - X-Coordinate,STARLINK-31498 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-4439 - X-Coordinate,STARLINK-5589 - X-Coordinate,STARLINK-4007 - X-Coordinate,STARLINK-31904 - X-Coordinate,STARLINK-31214 - X-Coordinate,STARLINK-31458 - X-Coordinate,STARLINK-31553 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-31116 - X-Coordinate,STARLINK-31986 - X-Coordinate,STARLINK-4771 - X-Coordinate,STARLINK-31674 - X-Coordinate,STARLINK-4717 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-3341 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-31644 - X-Coordinate,STARLINK-5175 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-3251 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-5664 - X-Coordinate,STARLINK-5865 - X-Coordinate,STARLINK-31317 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-2495 - X-Coordinate,STARLINK-31193 - X-Coordinate,STARLINK-30910 - X-Coordinate,STARLINK-31805 - X-Coordinate,STARLINK-3342 - X-Coordinate,STARLINK-4292 - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-30570 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-32130 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32048 - Y-Coordinate,STARLINK-6086 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-11077 [DTC] - Y-Coordinate,STARLINK-3294 - Y-Coordinate,STARLINK-2378 - Y-Coordinate,STARLINK-31241 - Y-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-30089 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-5092 - Y-Coordinate,STARLINK-30794 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-3601 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-5401 - Y-Coordinate,STARLINK-5832 - Y-Coordinate,STARLINK-30855 - Y-Coordinate,STARLINK-30958 - Y-Coordinate,STARLINK-3524 - Y-Coordinate,STARLINK-3325 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-4054 - Y-Coordinate,STARLINK-4709 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-4604 - Y-Coordinate,STARLINK-5926 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-30617 - Y-Coordinate,STARLINK-2751 - Y-Coordinate,STARLINK-4438 - Y-Coordinate,STARLINK-32173 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-4501 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-1980 - Y-Coordinate,STARLINK-3882 - Y-Coordinate,STARLINK-6179 - Y-Coordinate,STARLINK-32183 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-1631 - Y-Coordinate,STARLINK-30447 - Y-Coordinate,STARLINK-4483 - Y-Coordinate,STARLINK-31386 - Y-Coordinate,STARLINK-31767 - Y-Coordinate,STARLINK-30801 - Y-Coordinate,STARLINK-1612 - Y-Coordinate,STARLINK-5683 - Y-Coordinate,STARLINK-31960 - Y-Coordinate,STARLINK-30964 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-5371 - Y-Coordinate,STARLINK-31498 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-4439 - Y-Coordinate,STARLINK-5589 - Y-Coordinate,STARLINK-4007 - Y-Coordinate,STARLINK-31904 - Y-Coordinate,STARLINK-31214 - Y-Coordinate,STARLINK-31458 - Y-Coordinate,STARLINK-31553 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-31116 - Y-Coordinate,STARLINK-31986 - Y-Coordinate,STARLINK-4771 - Y-Coordinate,STARLINK-31674 - Y-Coordinate,STARLINK-4717 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-3341 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-31644 - Y-Coordinate,STARLINK-5175 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-3251 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-5664 - Y-Coordinate,STARLINK-5865 - Y-Coordinate,STARLINK-31317 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-2495 - Y-Coordinate,STARLINK-31193 - Y-Coordinate,STARLINK-30910 - Y-Coordinate,STARLINK-31805 - Y-Coordinate,STARLINK-3342 - Y-Coordinate,STARLINK-4292 - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-30570 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-32130 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32048 - Z-Coordinate,STARLINK-6086 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-11077 [DTC] - Z-Coordinate,STARLINK-3294 - Z-Coordinate,STARLINK-2378 - Z-Coordinate,STARLINK-31241 - Z-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-30089 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-5092 - Z-Coordinate,STARLINK-30794 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-3601 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-5401 - Z-Coordinate,STARLINK-5832 - Z-Coordinate,STARLINK-30855 - Z-Coordinate,STARLINK-30958 - Z-Coordinate,STARLINK-3524 - Z-Coordinate,STARLINK-3325 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-4054 - Z-Coordinate,STARLINK-4709 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-4604 - Z-Coordinate,STARLINK-5926 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-30617 - Z-Coordinate,STARLINK-2751 - Z-Coordinate,STARLINK-4438 - Z-Coordinate,STARLINK-32173 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-4501 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-1980 - Z-Coordinate,STARLINK-3882 - Z-Coordinate,STARLINK-6179 - Z-Coordinate,STARLINK-32183 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-1631 - Z-Coordinate,STARLINK-30447 - Z-Coordinate,STARLINK-4483 - Z-Coordinate,STARLINK-31386 - Z-Coordinate,STARLINK-31767 - Z-Coordinate,STARLINK-30801 - Z-Coordinate,STARLINK-1612 - Z-Coordinate,STARLINK-5683 - Z-Coordinate,STARLINK-31960 - Z-Coordinate,STARLINK-30964 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-5371 - Z-Coordinate,STARLINK-31498 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-4439 - Z-Coordinate,STARLINK-5589 - Z-Coordinate,STARLINK-4007 - Z-Coordinate,STARLINK-31904 - Z-Coordinate,STARLINK-31214 - Z-Coordinate,STARLINK-31458 - Z-Coordinate,STARLINK-31553 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-31116 - Z-Coordinate,STARLINK-31986 - Z-Coordinate,STARLINK-4771 - Z-Coordinate,STARLINK-31674 - Z-Coordinate,STARLINK-4717 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-3341 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-31644 - Z-Coordinate,STARLINK-5175 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-3251 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-5664 - Z-Coordinate,STARLINK-5865 - Z-Coordinate,STARLINK-31317 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-2495 - Z-Coordinate,STARLINK-31193 - Z-Coordinate,STARLINK-30910 - Z-Coordinate,STARLINK-31805 - Z-Coordinate,STARLINK-3342 - Z-Coordinate,STARLINK-4292 - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-30570 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-32130 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3939.7737,3189.8000,-3387.4234,5123.6715,-5420.4419,2897.4555,-2109.0533,2804.0715,5278.7823,2308.2328,-5125.4965,3984.8930,3340.1387,-702.3999,-531.1985,-2582.9290,6246.0011,5063.9827,-3727.1973,6821.2227,-5619.4146,6321.0627,5616.0934,4704.3606,-6280.2798,-1927.4021,-3702.9218,823.0742,-2916.2862,5868.8867,-2799.4518,2930.0484,-2159.1880,3112.1270,3974.9896,6036.2010,-2777.1611,2220.9500,2108.2693,4508.3515,-1886.9225,599.5613,4986.9136,2044.9096,816.1056,-4703.0258,859.0212,-5441.5286,6612.9767,-5548.4569,-242.4147,-5419.4215,-5971.3235,-6261.3483,6291.8049,-5400.4666,-95.6836,-4968.3283,2117.4785,-4995.8672,6308.0692,1717.7267,-4172.4464,379.1987,1054.0182,-6553.2864,6209.5662,-3593.4645,2737.2024,-6044.2582,4012.0771,-1796.2943,6753.7271,-288.1269,-4393.1205,5154.1697,-2314.8023,1817.6544,-743.2168,-5166.0570,2855.7667,6627.5967,-5458.4069,5279.4577,2080.4443,-838.8342,5329.0389,-886.4372,-4739.5459,241.4175,-4958.1978,-4956.4949,-4295.1249,-5245.5644,4086.9489,5285.6862,1578.4835,3809.3052,-5742.1446,-4749.7156,31442.8454,30313.2184,27736.5959,32477.9210,26451.2184,29201.3326,35077.2289,33482.6859,134624940.1787,134615017.6460,134608563.9838,134621597.6253,33192.9670,134617818.5021,-1156.8544,4839.2961,-3785.4860,733.3491,3989.6595,5658.5930,-5976.2920,-5228.0411,-2618.6013,-5473.6155,2187.9190,-3222.8770,-2811.2678,-3590.7674,-5797.4486,-6288.3290,-2966.4744,302.2441,-3872.3046,-145.1962,1765.3770,1702.6620,-62.9561,2052.8075,2881.8956,6188.4435,2706.6564,-6564.8844,-3491.8500,-2252.3250,3223.2236,-5485.8665,3914.5423,5208.1336,-1193.6763,-911.3786,-4808.0735,-5236.4267,-3827.6106,-2998.4625,5814.1152,5600.4691,3601.7713,-5777.7579,-6821.0997,-3769.8570,-6483.0696,1503.6620,-1471.2223,1808.1494,6270.9503,-1750.4981,-2945.5148,2162.5925,-2178.5855,-4133.3377,5076.2214,823.0500,-6252.4228,3153.7623,-2704.6690,4682.2541,-5017.5967,5241.0841,-6407.8119,-361.5836,111.6152,-4308.3114,-5232.7488,1986.5341,-1016.6901,6390.1293,-1075.1549,-4132.1679,-2425.4598,3134.3760,3959.1130,-5687.9769,-4698.5022,-34.6306,-2969.7555,-1065.7085,-363.1709,-1606.7967,3598.1196,3217.4456,3730.5294,-5736.7096,1455.0929,5682.3895,-4107.2968,-1383.9492,-24.0508,-2616.0173,1521.2921,-3766.8099,-4343.0767,5725.8120,-298.1719,-15.2164,-391805.1784,-397312.1133,-396470.9556,-393321.9785,-399005.8109,-396583.0789,-402762.1294,-400153.5975,-1124572.7332,-1140995.7413,-1156804.8868,-1151049.2782,-398696.4365,-1143642.8970,5441.5342,3799.8532,4541.8720,-4305.8389,-1607.8883,-2708.1474,-2636.4410,3560.4438,3427.7581,-3582.3108,-4102.5476,-4678.7308,5356.4682,-5911.5247,-3770.6369,-1321.7242,-97.8158,-4566.7740,4373.6751,-1344.0318,3654.6841,-2296.7986,4058.0955,-4670.1524,318.2610,2410.9512,5201.7036,1730.5090,5198.7697,2873.2415,-5447.4013,-3045.1888,5278.5539,-3328.3078,5526.4855,3314.4097,4117.6613,3781.1088,-5375.2036,4337.0874,-3038.2871,-4030.3481,-3169.3858,3242.3090,825.7404,3383.9195,-2316.9201,-3974.1786,1459.7541,-3686.8020,-2964.4231,3915.4726,1475.7911,1808.9522,-1933.1017,1174.3294,-4726.8027,4610.6004,-2135.0116,-3650.8833,982.4813,4646.6613,-2397.2069,4525.8018,2421.3720,-2189.0324,-2824.7693,3940.4560,-3409.8537,-2307.3169,5301.9997,-1715.0746,-366.2783,5531.4935,4610.5494,3399.2743,-5186.4262,3483.5206,-5027.1058,-4522.4491,5324.0005,1224.3117,4223.2108,-4174.3354,5520.7765,6094.9469,-2410.7686,-3802.7333,4722.7424,3928.9350,-2535.4637,-4535.4997,5316.8008,-3498.9085,5361.0543,2382.4549,-5151.8382,-903.8450,-3883.3723,4889.5965,-62912.5384,-63487.6032,-64548.3986,-56787.3761,-58829.7185,-69547.8624,-69245.4830,-63764.3828,63063325.3605,63038923.1630,63046304.5162,63054683.8154,-62815.0988,63065054.8538,
3600.000,5300.0257,-4980.9760,6402.6004,-2330.1416,4051.9037,-4439.6946,4510.2714,-1548.3479,-1337.9578,1597.9383,5247.9200,-1718.8183,-1854.3547,2780.4648,3783.2433,3517.6386,-4184.1950,-4077.7248,6407.2507,-4254.3947,2618.8024,-4993.7324,-6141.0774,-5482.2337,4395.7899,-1039.4496,6749.4198,1818.5206,4806.9836,-5535.6918,-1050.8759,-1623.3216,-201.8999,-3945.1324,-2462.7110,-2389.9074,4090.2082,-504.8699,509.3791,-6764.0442,-1835.3596,-3333.3092,-4221.5205,174.0320,1224.6583,4178.3792,1384.2427,1831.5483,-4020.4927,1872.8519,-2143.1006,3636.2849,6328.8542,3193.7146,-3478.5217,5672.5128,-3803.2097,4169.2159,51.7414,6640.5305,-3756.2724,-5563.1417,4209.5987,2143.5796,1181.1143,6445.7233,-3651.5146,6308.0422,-149.6553,2315.3405,-1450.5882,-1081.6631,-4493.5190,4332.6513,5641.7637,-4147.9616,187.4545,1687.2090,4177.9546,3832.4219,37.7957,-3770.4009,6696.3405,-5673.4820,-5472.8755,-361.3884,-6573.6738,3712.3845,5090.7804,-3138.1266,6011.8480,4814.2101,2822.0493,4685.7607,-6212.0363,-4341.3492,902.8715,-4845.5112,3943.2293,5962.1074,129042.4150,135218.4571,127607.5505,132383.8079,125575.7165,127824.0618,134181.3924,131822.8447,130366084.6542,130357866.4897,130357573.1183,130367482.3477,132519.3889,130360080.2834,-2951.6856,-1239.0651,1115.5703,3732.6953,-4888.2000,-5017.5150,5027.4514,6722.8655,4863.7324,4827.4623,-4504.7806,6124.0835,6099.4022,5973.3112,3446.8143,3555.3080,3819.7573,4159.5400,1971.7058,698.1411,-4379.6832,1525.8779,3025.9881,1884.4572,-3769.5464,-4348.7245,-1552.0149,4175.4437,-493.2532,3879.0255,-5156.1852,6613.5868,-6462.5324,-1411.0435,5067.5385,1645.9031,810.0775,6784.2565,6326.8263,1396.3733,-3685.1383,-2502.4444,141.3662,6932.6674,5081.9000,-134.5539,6664.0993,-3721.5310,2874.2683,-3698.7913,-6574.4009,-1995.2893,280.2602,-4150.8655,4024.6467,2351.4033,-4685.3796,-4840.3770,6764.7846,-1253.0563,4239.0719,-2605.4235,4890.9411,-6586.1556,6722.1990,-1208.3887,3393.2747,2615.0391,6806.8834,-4390.4496,5406.1302,-4473.3244,2674.1096,3921.5581,-1897.5525,615.5973,-6563.9617,3809.8215,1954.9611,-4179.0771,6317.3209,2863.3216,-1702.4983,3949.7386,-1149.0486,-6389.4755,-1833.6921,5824.4556,-4490.9620,-2715.5112,2891.6026,-3057.2985,-4426.8631,-1890.7609,1401.9181,5007.2139,6541.1076,-2997.8588,-3308.5668,-3099.0341,-375098.0772,-375832.7566,-373658.9241,-372259.2992,-377948.7101,-375452.3127,-380407.9975,-376132.5312,33841653.5230,33828104.5984,33809785.4665,33821358.9811,-377269.2594,33822176.2150,-3130.2953,-4667.6475,-2074.4896,5082.3667,-2751.6885,-1685.9734,-1224.8398,577.1150,-4596.1714,4706.3304,107.9088,2760.3350,-2690.3783,2206.2768,4669.7491,4780.5980,-3969.1588,3544.2476,-1781.3516,5440.2103,-4701.3579,4556.5449,-1105.5885,3800.7840,3778.2472,-5282.3945,-503.3054,-5107.7680,-4950.5519,1452.6226,4482.4733,-1247.5852,-2482.7917,5496.1782,-4019.9481,-6323.1013,-5523.2796,644.0610,2759.4513,697.8645,5432.6888,5519.4950,5470.0975,181.2844,-4537.9870,-5513.3757,-1341.7769,5507.7768,-4863.5866,5507.3311,-570.6073,-5537.4031,2518.0039,-4447.5298,4435.8334,3145.4306,3407.3513,-2428.6138,-1537.5452,-1586.7211,-4005.3361,-2972.5540,-2597.6260,459.9202,1212.4406,-2202.9203,4644.6561,-663.0533,-372.0292,4583.5606,-3747.8212,5070.9732,4412.3035,-3706.4572,-3333.6224,-5517.7466,2175.4837,-5524.8212,5147.1533,3857.6464,-2351.1215,-4919.8076,-318.9332,212.5198,-4076.6229,-2715.0539,-1240.6380,635.6211,-943.9099,-5537.3813,-1834.0994,3798.3425,-4391.9005,4576.2680,-2706.9353,1975.2920,2053.6659,3946.3283,4640.0950,-1188.8664,-65030.6905,-63832.9745,-65168.0895,-60109.3460,-58830.7194,-68692.2700,-72613.9948,-63162.3202,63084455.1623,63059867.2901,63062889.6405,63073444.2001,-64414.1664,63083054.2432,
7200.000,-4566.0448,5954.6208,-6341.7126,-422.3014,-467.1119,4399.2320,-5148.4500,-573.6847,-2679.5134,-5144.3849,-3076.8981,-481.6644,345.2906,-2780.1495,-6317.7405,-4383.2063,39.3043,2087.7433,-6665.1258,138.8711,606.9045,2725.5881,4497.3735,5087.3712,-326.7994,4595.3862,-5196.1248,-4867.1513,-5795.7706,2527.0833,3567.5723,-724.4568,1783.0069,4703.6753,1060.3417,-1791.8025,-5171.3554,-1706.2836,-2121.6897,4322.8274,5584.8261,5872.9779,3201.4044,-2395.7982,-3934.3034,-3434.9254,-3429.7395,1719.8644,10.6719,1925.6518,3845.9928,-1745.2422,-3887.2461,1030.0368,-372.8843,-4045.0241,6048.8476,-1991.5735,-2564.7822,-3602.0195,-194.6553,6757.7952,-2870.7149,-3029.3325,-3301.7037,-3522.2782,226.5691,-6124.4802,-2595.7608,2244.5768,-822.9455,4626.3985,120.1817,-6190.6721,-4855.1020,2917.4567,1358.4249,-5306.4864,-6592.8596,-1840.3735,-2147.5128,-747.9428,-4973.3194,3595.9490,6884.3364,485.8815,5474.9524,-4996.3381,-3041.7676,5848.7261,-4733.5643,-3506.4575,-1263.4051,-3103.9840,6001.7529,1096.0373,-2380.5923,5068.5720,-1751.5059,-4130.2813,224212.9559,229225.0667,219185.6498,223907.8463,216394.6123,218885.5792,224133.1923,224053.2060,117179220.2556,117170929.1737,117177348.5168,117179849.7554,223187.3165,117174383.9794,4833.6919,-2299.3187,1557.5632,-6572.5260,4321.8406,1855.3659,-1654.2534,-5332.7979,-5836.2137,-3558.1476,4781.7701,-6872.1750,-6702.6855,-5738.8869,-776.4074,696.2176,-4144.0999,-6492.3784,237.7126,-2697.9872,6266.9696,-4903.7276,-4632.4150,-4670.1291,4133.4691,1785.8451,-846.6772,-503.8252,3420.6635,-4191.1678,5881.5798,-4979.0632,6426.7252,-2761.1534,-6836.4111,-3623.8354,3004.2288,-4745.2514,-6408.8211,914.5950,1021.0219,-567.1340,-4294.5220,-5484.6869,-1734.7526,4301.4737,-4341.8147,5688.2618,-4459.6336,5435.3330,4388.7104,5585.4435,3166.0333,5472.5741,-5462.6580,1206.8011,3389.7261,6352.3360,-4822.5368,-945.0941,-5185.3623,49.7689,-1832.2129,3447.7081,-4491.1907,2890.6527,-6134.6464,109.0589,-4980.0444,5604.6168,-6590.5852,1373.2386,-4308.1492,-3052.6652,4770.1405,-4621.4488,6429.0130,-1673.8338,304.1367,6591.0765,-5798.3213,-4651.3440,2937.6743,-4467.0852,-667.7472,6553.1342,-1018.3594,-3836.4413,5032.2959,-291.5543,27.2900,5878.0662,6718.7070,5650.8762,-3015.9723,-4522.9610,-6070.0474,-1045.6564,6183.7010,4219.6575,-333580.0245,-332065.6066,-326883.9054,-327359.9510,-332565.4065,-330431.3652,-333915.0784,-332195.3480,66519636.7660,66509489.8923,66491601.2698,66506599.1383,-331524.2698,66500290.6545,-1539.5917,2703.4111,-1975.0463,-1388.5484,5372.9320,4983.4619,4216.2930,-4381.9157,2294.2458,-2998.2558,3931.7828,805.2359,-1678.1563,2747.6386,-2755.0427,-5319.2843,5526.5660,125.5299,-1905.3825,-6408.1059,2901.6412,-4082.6375,-2533.6506,-656.6556,-5541.7986,4843.8135,-4528.4046,4772.2372,1579.9439,-4889.0049,-744.5440,4746.1337,-1864.9974,-4260.6437,-9.9614,5647.2193,3467.4875,-4616.2232,1533.9218,-5359.6087,-3790.2104,-3627.5976,-4382.2953,-3512.5596,5412.8573,4178.3887,4174.9618,-3513.6761,5296.8176,-3794.9810,3744.9198,3677.0868,-4629.5133,4022.5137,-4255.0844,-5465.5494,-39.6521,-1557.6611,4267.4572,5849.9452,4591.6769,-949.7663,6049.3066,-5211.0911,-4127.4524,5195.2556,-2974.1657,-3095.0836,3855.3556,-3056.4632,-1117.4058,-4872.1464,-5324.5923,-451.3862,-470.7211,4248.5192,2164.3318,4100.2036,-2081.7227,-522.4349,-2688.0186,4929.0985,-3808.2783,3859.6380,68.8596,-2280.1478,4125.5932,2897.0193,-3522.3564,3672.7090,5035.7796,-399.1421,276.4180,-2238.3171,-1658.2470,-5120.9701,2304.1692,-4621.1677,-2612.2516,-3423.7372,-66180.5397,-64791.1456,-65580.6116,-64378.9210,-59325.1077,-66911.2215,-75242.6548,-67385.4935,63105488.9121,63081732.1531,63080300.8572,63095139.7758,-66008.1147,63101048.3072,
