sl_100_5400_20250307 Coordinates.csv
2025/03/07 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:47 2024,
Start: 2025/03/07 07:47:00.00, Stop: 2025/03/07 09:17:00.00,
TIME_UNITS,STARLINK-1306 - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-5971 - X-Coordinate,STARLINK-31481 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-3331 - X-Coordinate,STARLINK-4773 - X-Coordinate,STARLINK-3208 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-1569 - X-Coordinate,STARLINK-2367 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-31053 - X-Coordinate,STARLINK-3541 - X-Coordinate,STARLINK-31789 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-2189 - X-Coordinate,STARLINK-31342 - X-Coordinate,STARLINK-1720 - X-Coordinate,STARLINK-30780 - X-Coordinate,STARLINK-5317 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-3289 - X-Coordinate,STARLINK-4712 - X-Coordinate,STARLINK-4270 - X-Coordinate,STARLINK-30529 - X-Coordinate,STARLINK-32177 - X-Coordinate,STARLINK-3694 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-5604 - X-Coordinate,STARLINK-3247 - X-Coordinate,STARLINK-2050 - X-Coordinate,STARLINK-6182 - X-Coordinate,STARLINK-3899 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-1298 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-3248 - X-Coordinate,STARLINK-3054 - X-Coordinate,STARLINK-2160 - X-Coordinate,STARLINK-3306 - X-Coordinate,STARLINK-31424 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-30930 - X-Coordinate,STARLINK-1275 - X-Coordinate,STARLINK-2195 - X-Coordinate,STARLINK-2699 - X-Coordinate,STARLINK-32189 - X-Coordinate,STARLINK-6195 - X-Coordinate,STARLINK-3549 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-3786 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-2580 - X-Coordinate,STARLINK-4667 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-1067 - X-Coordinate,STARLINK-1692 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-3004 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-5402 - X-Coordinate,STARLINK-1172 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-31673 - X-Coordinate,STARLINK-4139 - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-5622 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-6087 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-1304 - X-Coordinate,STARLINK-32356 - X-Coordinate,STARLINK-5167 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-32155 - X-Coordinate,STARLINK-6318 - X-Coordinate,STARLINK-3323 - X-Coordinate,STARLINK-2377 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-5189 - X-Coordinate,STARLINK-2010 - X-Coordinate,STARLINK-32169 - X-Coordinate,STARLINK-6321 - X-Coordinate,STARLINK-11126 [DTC] - X-Coordinate,STARLINK-31619 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1306 - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-5971 - Y-Coordinate,STARLINK-31481 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-3331 - Y-Coordinate,STARLINK-4773 - Y-Coordinate,STARLINK-3208 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-1569 - Y-Coordinate,STARLINK-2367 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-31053 - Y-Coordinate,STARLINK-3541 - Y-Coordinate,STARLINK-31789 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-2189 - Y-Coordinate,STARLINK-31342 - Y-Coordinate,STARLINK-1720 - Y-Coordinate,STARLINK-30780 - Y-Coordinate,STARLINK-5317 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-3289 - Y-Coordinate,STARLINK-4712 - Y-Coordinate,STARLINK-4270 - Y-Coordinate,STARLINK-30529 - Y-Coordinate,STARLINK-32177 - Y-Coordinate,STARLINK-3694 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-5604 - Y-Coordinate,STARLINK-3247 - Y-Coordinate,STARLINK-2050 - Y-Coordinate,STARLINK-6182 - Y-Coordinate,STARLINK-3899 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-1298 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-3248 - Y-Coordinate,STARLINK-3054 - Y-Coordinate,STARLINK-2160 - Y-Coordinate,STARLINK-3306 - Y-Coordinate,STARLINK-31424 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-30930 - Y-Coordinate,STARLINK-1275 - Y-Coordinate,STARLINK-2195 - Y-Coordinate,STARLINK-2699 - Y-Coordinate,STARLINK-32189 - Y-Coordinate,STARLINK-6195 - Y-Coordinate,STARLINK-3549 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-3786 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-2580 - Y-Coordinate,STARLINK-4667 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-1067 - Y-Coordinate,STARLINK-1692 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-3004 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-5402 - Y-Coordinate,STARLINK-1172 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-31673 - Y-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-5622 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-6087 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-1304 - Y-Coordinate,STARLINK-32356 - Y-Coordinate,STARLINK-5167 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-32155 - Y-Coordinate,STARLINK-6318 - Y-Coordinate,STARLINK-3323 - Y-Coordinate,STARLINK-2377 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-5189 - Y-Coordinate,STARLINK-2010 - Y-Coordinate,STARLINK-32169 - Y-Coordinate,STARLINK-6321 - Y-Coordinate,STARLINK-11126 [DTC] - Y-Coordinate,STARLINK-31619 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1306 - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-5971 - Z-Coordinate,STARLINK-31481 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-3331 - Z-Coordinate,STARLINK-4773 - Z-Coordinate,STARLINK-3208 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-1569 - Z-Coordinate,STARLINK-2367 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-31053 - Z-Coordinate,STARLINK-3541 - Z-Coordinate,STARLINK-31789 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-2189 - Z-Coordinate,STARLINK-31342 - Z-Coordinate,STARLINK-1720 - Z-Coordinate,STARLINK-30780 - Z-Coordinate,STARLINK-5317 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-3289 - Z-Coordinate,STARLINK-4712 - Z-Coordinate,STARLINK-4270 - Z-Coordinate,STARLINK-30529 - Z-Coordinate,STARLINK-32177 - Z-Coordinate,STARLINK-3694 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-5604 - Z-Coordinate,STARLINK-3247 - Z-Coordinate,STARLINK-2050 - Z-Coordinate,STARLINK-6182 - Z-Coordinate,STARLINK-3899 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-1298 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-3248 - Z-Coordinate,STARLINK-3054 - Z-Coordinate,STARLINK-2160 - Z-Coordinate,STARLINK-3306 - Z-Coordinate,STARLINK-31424 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-30930 - Z-Coordinate,STARLINK-1275 - Z-Coordinate,STARLINK-2195 - Z-Coordinate,STARLINK-2699 - Z-Coordinate,STARLINK-32189 - Z-Coordinate,STARLINK-6195 - Z-Coordinate,STARLINK-3549 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-3786 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-2580 - Z-Coordinate,STARLINK-4667 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-1067 - Z-Coordinate,STARLINK-1692 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-3004 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-5402 - Z-Coordinate,STARLINK-1172 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-31673 - Z-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-5622 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-6087 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-1304 - Z-Coordinate,STARLINK-32356 - Z-Coordinate,STARLINK-5167 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-32155 - Z-Coordinate,STARLINK-6318 - Z-Coordinate,STARLINK-3323 - Z-Coordinate,STARLINK-2377 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-5189 - Z-Coordinate,STARLINK-2010 - Z-Coordinate,STARLINK-32169 - Z-Coordinate,STARLINK-6321 - Z-Coordinate,STARLINK-11126 [DTC] - Z-Coordinate,STARLINK-31619 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1887.3008,-1218.2301,-5747.2892,-3303.4629,2471.9406,5994.5941,744.7885,-2758.0994,-4592.4868,4864.2133,-2211.1316,3862.0562,-3051.7786,4326.1412,-5443.1866,-4764.1054,5333.3851,-4087.4892,4223.4591,4154.8913,6754.7392,2870.6833,-3132.3696,3223.2757,2633.7552,5045.6641,-5191.4374,-5298.3984,6398.0589,-3974.6668,416.7708,-5939.9639,-4291.8572,-1583.0883,-4345.8316,2865.3260,4858.6579,565.7711,-6796.9477,6584.9466,-6400.8154,4941.0113,-1964.6078,-4945.5585,-2632.8366,-5907.5882,5573.0904,502.6938,2938.8878,3270.2011,6628.5026,-4173.9851,3653.6240,3426.4161,-4139.1260,-6505.6536,-1189.9334,-5331.4107,-884.2875,-6084.7880,3592.3193,4023.0887,-5465.9736,6533.6444,-4540.5614,5614.6707,3562.2433,3615.6415,4477.9621,-6792.2671,-625.6987,5568.1722,-4868.7837,-5707.2601,3116.6607,-5587.8276,4958.0228,6476.7372,6680.3791,2995.4982,4635.0178,-6329.9032,3466.7114,1543.8530,-3450.7628,-4155.6120,2958.8709,3430.2363,-1107.5937,-6292.5096,1336.0535,1543.3513,1183.0960,-2969.6354,1260.5851,3558.7363,4125.2641,-6477.7403,0.0000,3810.2117,318028.6948,307626.5555,310918.0856,316102.3074,309284.0581,312392.5835,317234.1976,316274.8412,122326271.8037,122282183.3634,122321581.1031,122311542.2795,315994.4555,122310247.5697,-5975.0278,-6604.8857,-3569.9070,-5113.5818,3523.2152,1387.6735,-6102.7614,5451.4109,3788.0105,-3565.7415,6021.4337,-4614.8026,5488.9121,5053.8824,1704.5597,-4811.9697,-560.2335,2215.8540,-2125.5904,4384.8290,255.6499,-6050.6947,710.5850,2674.1367,4313.0396,1652.2948,-4306.3152,-3867.1434,-1526.3349,-5207.5081,4207.9294,-2511.4894,2517.9561,3891.1365,3808.3092,3906.4779,-2949.6195,-6200.9382,521.1232,1832.9114,-2607.9975,-4410.7548,6627.1433,4671.9341,-5607.5823,1187.0793,3680.1362,5519.7166,-5264.0917,6038.6877,1443.3923,3419.4786,-2442.6264,-5189.7320,-1762.5283,611.5336,5756.1887,-2814.7439,5865.8387,1952.2502,-3589.1868,-5511.6977,-1571.1170,1989.0716,-3685.5460,-510.1691,-2609.6017,5825.9139,2089.3356,386.4491,4537.9715,-3601.2661,-2366.7271,2986.0163,2900.4865,1846.2779,-2158.0697,-2143.4943,1578.3724,-2990.2106,-2440.5077,626.3154,-5642.4753,2398.7860,-3648.3493,280.6516,-5960.5468,3953.3510,5543.7368,2564.2702,6797.6895,-6589.6967,4075.5050,5910.1141,4494.4716,3679.5636,3727.6286,644.3326,0.0000,5618.6405,110586.8382,83023.3016,103346.0086,105776.6661,101089.7780,103069.1191,96050.7537,99426.4828,-16536272.1413,-16570257.2619,-16531151.0653,-16540509.0234,100364.1953,-16531698.9644,2936.1284,1717.0668,-1532.3900,-3072.9506,-5417.3882,3190.4982,3159.4493,-3235.2946,-3528.4522,-3386.2600,2586.3463,3381.5452,2892.5983,-1969.0149,-3809.3933,1409.3982,4197.8219,4988.9921,5047.8164,3247.7880,1498.4240,-1821.1381,6151.7175,-5507.5466,-4728.4977,-4441.8456,1525.1501,-2233.3579,-2025.0251,-2248.4230,-5479.0781,2579.3978,-4817.5337,5492.1727,3830.1938,4928.2792,3966.7225,-3033.7971,528.1538,1169.5607,-300.8930,1774.0069,-251.3550,-1450.0287,3070.6000,-3407.3371,1361.9488,-4175.2804,-3192.8940,858.4674,-876.3809,4157.6642,5338.3778,3030.8566,5124.4921,2322.1821,3639.1224,-3008.1540,3611.3425,-2656.6009,-4730.9063,1126.7743,3936.5987,1105.6091,-3733.1818,4009.6247,5308.1772,938.4640,4868.4812,-842.5200,-5221.4323,1956.4126,-4339.9469,-2504.8158,-5458.7595,-3680.3462,-4344.6993,1152.0980,-347.5427,-5472.1377,4519.8906,2752.2114,1994.6876,-6345.3261,4486.1588,-5531.5487,-1522.6320,-4525.3582,3815.7279,-402.0490,345.9353,1417.9644,-5469.0954,-2091.9500,-5109.6207,4644.9460,-3989.0385,-2398.7688,0.0000,521.5442,181629.2657,180725.8740,179153.6673,186954.8230,184866.6509,174151.6166,174494.0003,179442.6288,59094608.8844,59073200.3246,59069501.6642,59072662.4935,180905.3338,59082789.8088,
300.000,733.0305,-2622.9479,-6552.9479,-4886.7041,4316.7155,6665.4658,-552.0444,-1022.8579,-4102.2462,4441.2049,-633.4614,2061.7395,-1371.1335,5567.1299,-5557.0598,-5150.4985,4358.0236,-3695.5220,2492.1229,4816.7952,6085.1160,1158.6664,-1344.1131,4250.5623,4426.4959,6164.2573,-5425.4306,-5351.0832,6284.0147,-5130.0430,2518.2374,-5202.4105,-3956.1788,554.5294,-2477.2126,4672.0251,3160.5058,-902.8028,-6494.5421,6917.0575,-6464.2891,3943.9558,-738.8922,-3935.2374,-4046.2033,-4559.1178,5891.9419,2438.5002,1576.0836,4071.9243,6325.1357,-2249.2158,1897.6875,2535.0099,-4070.3174,-5572.8416,103.5440,-6353.9956,104.3504,-6010.4104,1910.0046,3018.2855,-4793.7588,6291.2327,-5020.5666,4334.6485,2697.5438,4591.7037,5393.3189,-6594.4531,-872.1223,5031.9202,-5948.0666,-4265.3631,4147.0507,-5335.8743,4391.4471,5488.4454,6704.3711,1644.5749,4438.9729,-6403.1219,1946.8204,2412.3317,-5126.3510,-3870.2647,1873.6785,3955.3119,240.2721,-5603.8841,2722.0714,361.9780,3241.1928,-1621.5213,2833.0734,5220.7036,4314.6973,-5528.6399,0.0000,4930.8203,315494.1307,305798.1339,308804.1545,313973.6123,307080.0354,310152.4248,315084.7952,314248.5755,122662588.9293,122619414.7428,122658177.6176,122648484.1272,313829.9547,122646629.6531,-6765.9003,-5645.9405,-2272.6065,-4422.7065,2579.4838,-202.9258,-6722.9776,5134.9289,5217.1635,-4989.8188,5584.9424,-4701.4324,5264.7385,4110.5694,3292.0601,-3446.4593,-2461.4556,4126.5098,-3365.7419,2535.4074,-1015.0185,-6085.7920,1959.2969,759.0677,3969.9828,319.2297,-2887.0733,-2306.9226,-2792.7044,-4625.0827,4169.3217,-1433.6230,4338.5418,4294.8199,4636.0648,3338.0324,-4127.5251,-5301.8006,1709.1481,357.5302,-1339.4965,-5604.9777,6697.7554,4608.8030,-5426.6494,2374.7267,2034.5685,5632.7536,-6360.0991,4963.9226,125.4949,3932.8628,-3719.2259,-6290.9671,406.1648,2139.8547,6590.0451,-1799.7796,4637.0002,3296.4128,-4914.7427,-6186.6210,220.5244,638.9820,-1719.1447,-1952.2716,-4455.5429,5105.9817,3127.4239,1587.7169,2591.3824,-4741.0569,-700.8819,3724.3178,985.5679,3648.9280,-4062.2685,-3104.4644,348.8607,-4597.7719,-4199.4671,2278.8632,-5599.1954,377.4769,-2950.4877,2412.2605,-6556.3740,1994.5190,6413.5289,3590.1336,6104.5379,-6896.1096,3647.4175,6715.9173,3050.6929,2965.7038,1793.7241,2174.0556,0.0000,4582.2050,117084.7291,89504.6915,110063.8983,112341.4536,107665.6584,109675.0064,102719.7307,106485.0468,-13858361.2170,-13892857.1192,-13852704.6377,-13862281.8383,106960.7602,-13853742.3342,1263.7887,3045.5350,-8.2389,-1747.5826,-4752.3529,1895.3951,1517.8353,-4515.2617,-1957.6353,-1790.9473,4026.6162,4611.3783,4264.0802,-477.8235,-2305.6731,3066.2270,4617.2703,3980.3867,5503.1112,4169.9911,3138.2191,-3130.7648,6520.2733,-5406.7661,-3541.0098,-3132.4443,3165.4955,-3751.4963,-245.2046,-494.6836,-4917.0072,4369.0130,-3672.9500,5390.5173,4518.0386,3848.2628,4582.5861,-4365.7561,-1292.9936,-370.2870,-2074.1147,258.5092,1552.3861,-3417.7011,1418.8985,-4637.3018,2754.0604,-3236.4068,-1896.9293,2578.1967,-2604.1790,5084.1769,5511.1528,1373.0312,5455.0307,3525.5739,2093.0066,-1329.7350,5165.9906,-941.4665,-4513.0777,-688.6515,4978.7319,2801.6452,-4470.1351,5023.6405,4534.6925,-873.9744,3047.6423,980.8671,-6385.5834,174.3819,-3502.7086,-3963.9672,-5455.0953,-2526.6809,-3510.8624,2842.5482,1463.8797,-4900.5393,3248.5304,1365.4895,3558.5646,-6513.9061,3222.3943,-5210.6282,292.7542,-5315.8307,2314.2668,1419.3745,1847.7372,-391.0588,-4910.4732,-613.0803,-5528.8991,3427.8892,-4999.7883,-3584.5536,0.0000,-1035.2532,181603.0300,180730.3942,179238.4604,186860.7473,185038.7335,174341.6867,174333.9316,179281.5871,59096239.6557,59074568.0500,59071440.5990,59074123.7026,180923.9705,59084350.6694,
600.000,-479.6563,-3802.5793,-6723.9630,-5963.6260,5746.6808,6696.3525,-1777.1196,845.9748,-3224.3214,3593.7344,1042.6206,34.2338,476.7692,6266.7615,-5122.5069,-5052.9948,2973.3704,-2965.9411,542.9742,5037.0872,4820.0287,-686.9046,534.0031,4909.6188,5769.3829,6683.1369,-5147.0351,-4908.8283,5535.4830,-5773.2206,4360.8309,-3966.7705,-3269.1800,2623.2706,-372.9795,6009.4930,1170.4219,-2325.6933,-5521.1427,6579.7802,-5895.4845,2553.4960,577.4081,-2499.1349,-5045.6346,-2772.9439,5628.6563,4122.2759,71.2331,4496.2871,5380.9027,-87.8020,-11.9531,1406.9470,-3642.5666,-4111.2619,1363.6600,-6688.5780,1145.5046,-5344.4523,74.0714,1706.4785,-3688.1422,5436.6386,-5059.0320,2651.8252,1614.6281,5119.8650,5698.5597,-5719.9097,-935.5300,3995.9208,-6470.8548,-2391.7449,4821.4829,-4589.5460,3433.8406,3948.8585,6051.0066,179.1588,3836.4273,-5862.4353,205.0483,3116.8061,-6245.1140,-3261.3608,590.8409,4148.8942,1537.6572,-4322.2082,3862.1827,-859.7965,4979.4834,-122.1890,4172.8301,6360.4777,4117.6441,-4056.8584,0.0000,5554.0675,312826.7067,303833.6086,306554.4918,311708.6268,304742.0539,307775.7116,312794.0305,312030.1112,122940280.4713,122898029.8521,122936121.4496,122926783.2845,311527.8185,122924383.6680,-6885.5406,-4143.0744,-755.2381,-3295.8461,1432.2422,-1756.5905,-6677.6542,4348.0960,6118.3022,-5907.1890,4622.0749,-4366.1957,4554.1497,2773.1811,4525.0763,-1718.1621,-4138.9201,5601.9580,-4327.2001,427.2436,-2219.6695,-5554.5032,3081.6407,-1199.9790,3271.7007,-1012.0398,-1157.5251,-492.9206,-3774.0946,-3588.3167,3772.7191,-161.1391,5719.3440,4331.8980,5058.6131,2480.8652,-4947.7854,-3901.9602,2735.7858,-1155.9658,83.3194,-6235.6329,6106.1758,4114.8662,-4717.2171,3378.0589,162.6032,5228.1826,-6809.0718,3385.1717,-1233.6214,4096.0066,-4678.8762,-6763.6424,2540.5081,3493.3287,6773.7981,-605.9809,2963.1557,4304.0696,-5797.5989,-6249.9105,2027.5196,-803.5011,417.8806,-3250.7934,-5865.9480,3873.3496,3860.9037,2637.6471,365.4139,-5407.1807,1004.1354,4136.2969,-996.8943,5086.8100,-5569.0056,-3788.5622,-932.5227,-5776.3156,-5527.4153,3699.2266,-5027.8536,-1648.9135,-1972.1962,4306.8261,-6473.1203,-161.1845,6625.9948,4255.4583,4818.0503,-6516.3647,2913.9669,6870.5760,1345.8239,1995.5940,-338.0497,3526.4597,0.0000,3069.8568,123520.6615,95946.9485,116733.0151,118859.1942,114193.0024,116229.9735,109344.3985,113539.8476,-11173647.7494,-11208631.5129,-11167444.1808,-11177215.5978,113510.7216,-11168980.2505,-544.5529,4047.8414,1516.7759,-225.6228,-3576.7929,397.3339,-287.6309,-5308.9632,-176.0511,-2.5045,5033.0611,5341.8312,5175.8962,1064.4469,-547.0957,4392.3969,4516.5723,2525.3005,5366.9567,4631.7554,4440.6625,-4106.6821,6196.4803,-4725.7463,-1972.8670,-1486.3859,4464.3311,-4868.1390,1561.4515,1312.1998,-3827.3108,5693.9446,-2134.4504,4709.1939,4722.9186,2353.2103,4708.3679,-5230.1207,-2969.9655,-1870.5462,-3624.0709,-1285.6024,3188.5905,-5023.7585,-385.8572,-5369.9107,3835.9844,-1952.2449,-387.8512,4020.3139,-4042.0750,5438.4384,5091.3205,-432.6547,5174.1552,4351.9465,321.1122,503.7741,6171.6119,875.0620,-3814.7040,-2429.8710,5485.2591,4195.7669,-4730.6985,5497.6037,3271.2017,-2592.4087,901.7033,2695.5125,-6873.4343,-1626.4895,-2291.7552,-4995.6391,-4866.9676,-1103.4871,-2302.1355,4226.7221,3114.2951,-3802.3827,1627.8429,-167.5079,4738.8302,-5995.6986,1583.0540,-4331.6076,2075.2616,-5535.8229,552.9649,3080.1162,3151.8418,-2157.9262,-3825.2501,931.3501,-5355.4000,1841.2337,-5455.8084,-4387.9434,0.0000,-2475.1494,181576.3961,180734.8040,179326.3399,186761.4581,185207.0617,174537.2783,174179.5573,179252.2424,59097865.0416,59075936.0933,59073389.0458,59075601.0833,180942.4845,59085911.5203,
