sl_100_5400_20250807 Coordinates.csv
2025/08/07 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:14 2024,
Start: 2025/08/07 07:47:00.00, Stop: 2025/08/07 09:17:00.00,
TIME_UNITS,STARLINK-4732 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-32286 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-1730 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-5156 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-3233 - X-Coordinate,STARLINK-3561 - X-Coordinate,STARLINK-5506 - X-Coordinate,STARLINK-3527 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-5642 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-5261 - X-Coordinate,STARLINK-1991 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-5199 - X-Coordinate,STARLINK-5473 - X-Coordinate,STARLINK-3654 - X-Coordinate,STARLINK-5051 - X-Coordinate,STARLINK-30078 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-4372 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-1610 - X-Coordinate,STARLINK-5064 - X-Coordinate,STARLINK-4524 - X-Coordinate,STARLINK-4539 - X-Coordinate,STARLINK-5662 - X-Coordinate,STARLINK-3838 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-3342 - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-1364 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-5702 - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-30216 - X-Coordinate,STARLINK-2704 - X-Coordinate,STARLINK-31963 - X-Coordinate,STARLINK-5450 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-5883 - X-Coordinate,STARLINK-30067 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-5804 - X-Coordinate,STARLINK-3647 - X-Coordinate,STARLINK-2224 - X-Coordinate,STARLINK-11102 [DTC] - X-Coordinate,STARLINK-32152 - X-Coordinate,STARLINK-2196 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-5171 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-4662 - X-Coordinate,STARLINK-31365 - X-Coordinate,STARLINK-1210 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-4427 - X-Coordinate,STARLINK-6062 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-31945 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-32093 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-5861 - X-Coordinate,STARLINK-31857 - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-3992 - X-Coordinate,STARLINK-2647 - X-Coordinate,STARLINK-31007 - X-Coordinate,STARLINK-4079 - X-Coordinate,STARLINK-32024 - X-Coordinate,STARLINK-5762 - X-Coordinate,STARLINK-11127 [DTC] - X-Coordinate,STARLINK-32148 - X-Coordinate,STARLINK-4148 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-30346 - X-Coordinate,STARLINK-30559 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-32286 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-1730 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-5156 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-3233 - Y-Coordinate,STARLINK-3561 - Y-Coordinate,STARLINK-5506 - Y-Coordinate,STARLINK-3527 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-5642 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-5261 - Y-Coordinate,STARLINK-1991 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-5199 - Y-Coordinate,STARLINK-5473 - Y-Coordinate,STARLINK-3654 - Y-Coordinate,STARLINK-5051 - Y-Coordinate,STARLINK-30078 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-4372 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-1610 - Y-Coordinate,STARLINK-5064 - Y-Coordinate,STARLINK-4524 - Y-Coordinate,STARLINK-4539 - Y-Coordinate,STARLINK-5662 - Y-Coordinate,STARLINK-3838 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-3342 - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-1364 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-5702 - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-30216 - Y-Coordinate,STARLINK-2704 - Y-Coordinate,STARLINK-31963 - Y-Coordinate,STARLINK-5450 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-5883 - Y-Coordinate,STARLINK-30067 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-5804 - Y-Coordinate,STARLINK-3647 - Y-Coordinate,STARLINK-2224 - Y-Coordinate,STARLINK-11102 [DTC] - Y-Coordinate,STARLINK-32152 - Y-Coordinate,STARLINK-2196 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-5171 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-4662 - Y-Coordinate,STARLINK-31365 - Y-Coordinate,STARLINK-1210 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-4427 - Y-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-31945 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-32093 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-5861 - Y-Coordinate,STARLINK-31857 - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-3992 - Y-Coordinate,STARLINK-2647 - Y-Coordinate,STARLINK-31007 - Y-Coordinate,STARLINK-4079 - Y-Coordinate,STARLINK-32024 - Y-Coordinate,STARLINK-5762 - Y-Coordinate,STARLINK-11127 [DTC] - Y-Coordinate,STARLINK-32148 - Y-Coordinate,STARLINK-4148 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-30346 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-32286 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-1730 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-5156 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-3233 - Z-Coordinate,STARLINK-3561 - Z-Coordinate,STARLINK-5506 - Z-Coordinate,STARLINK-3527 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-5642 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-5261 - Z-Coordinate,STARLINK-1991 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-5199 - Z-Coordinate,STARLINK-5473 - Z-Coordinate,STARLINK-3654 - Z-Coordinate,STARLINK-5051 - Z-Coordinate,STARLINK-30078 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-4372 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-1610 - Z-Coordinate,STARLINK-5064 - Z-Coordinate,STARLINK-4524 - Z-Coordinate,STARLINK-4539 - Z-Coordinate,STARLINK-5662 - Z-Coordinate,STARLINK-3838 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-3342 - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-1364 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-5702 - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-30216 - Z-Coordinate,STARLINK-2704 - Z-Coordinate,STARLINK-31963 - Z-Coordinate,STARLINK-5450 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-5883 - Z-Coordinate,STARLINK-30067 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-5804 - Z-Coordinate,STARLINK-3647 - Z-Coordinate,STARLINK-2224 - Z-Coordinate,STARLINK-11102 [DTC] - Z-Coordinate,STARLINK-32152 - Z-Coordinate,STARLINK-2196 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-5171 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-4662 - Z-Coordinate,STARLINK-31365 - Z-Coordinate,STARLINK-1210 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-4427 - Z-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-31945 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-32093 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-5861 - Z-Coordinate,STARLINK-31857 - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-3992 - Z-Coordinate,STARLINK-2647 - Z-Coordinate,STARLINK-31007 - Z-Coordinate,STARLINK-4079 - Z-Coordinate,STARLINK-32024 - Z-Coordinate,STARLINK-5762 - Z-Coordinate,STARLINK-11127 [DTC] - Z-Coordinate,STARLINK-32148 - Z-Coordinate,STARLINK-4148 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-30346 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,447.5836,-2503.7695,6805.7664,0.0000,3256.2824,5349.3241,2994.8838,-5043.9121,5758.2504,3385.7635,-4528.5281,980.2389,-4421.3277,-5239.8661,-3356.1167,1527.1950,-2898.3617,1870.8135,3860.4088,524.4737,-4980.0256,-4647.5593,6906.9425,4909.8859,-5502.2237,-996.2201,5877.2917,-3747.4153,-1281.3110,3968.3709,-6398.0142,3123.2035,-4316.7297,5032.4726,-2632.2205,5774.5824,-4503.6617,-131.4956,5652.9537,-6876.6945,6653.8030,-6574.0844,-6029.6000,-3961.1281,1441.9180,-3325.1245,2914.5678,3510.4482,-1697.9551,-4946.6882,-4135.5829,-6470.2937,6225.7169,-2384.7205,3052.6635,-4207.9562,-2472.6595,103.1841,-6832.8349,-3400.0010,-3449.7452,-2521.0877,444.2145,-5493.5808,1009.3492,-2696.0327,4083.0541,5808.0478,-2915.7202,5121.9381,2953.6148,-1224.6340,-2018.1566,-4946.7103,-4448.1395,6905.9927,-1241.6872,1825.8037,1915.6801,1209.8968,-2692.1406,-6770.8472,5606.5925,4356.6028,2354.4300,-4122.5117,-4975.3429,-132.9162,409.3491,3980.3873,-3691.4801,4453.6115,-2477.6764,5743.8887,-3868.3377,-147.1540,804.3067,-4981.5798,5911.5297,-5942.4928,256419.2713,282214.2908,268915.5161,263960.6511,272346.9265,268913.9944,267882.8304,267657.6744,97216859.0956,97206821.6012,97198613.0218,97223470.4439,266898.2081,97213442.0276,-6618.5536,5423.7837,42.4888,0.0000,6080.1880,-4409.6500,2800.9491,213.4563,2684.9248,2653.0480,4531.3934,-5877.8479,-4075.2636,-2142.2342,2506.6796,-6547.0819,-6263.6675,6225.8001,-1859.6118,-2958.9904,1624.2464,-5165.4101,314.1870,1882.5629,-3525.2461,-6556.7127,-2647.1988,-4374.1171,-6571.7440,-1225.1046,1259.7451,3968.7829,1612.4813,-1107.6489,6057.7746,-2367.2786,-2394.9369,6601.3583,2340.7404,495.3714,370.8819,-1798.9180,433.8735,3229.9186,4881.4393,5179.2142,-4644.2345,4814.2163,-6611.2208,-1681.5995,-835.3630,-1081.5945,-2822.0649,4258.1553,1561.9655,-4891.2597,-4176.5608,-3211.2015,1019.3878,3204.9549,-3146.6558,6083.9060,-4564.7195,3638.6627,-4138.6336,6133.1107,-90.1327,-2964.7871,6131.0173,4208.6199,-3354.3759,5130.3858,2003.4854,-3946.3698,112.6809,-535.0715,-5624.9098,-3966.9215,-1959.4326,-3887.6182,-3431.8530,-1226.2022,-727.5187,-2909.0675,-5160.3024,5540.6003,1497.0923,5013.8588,6446.0601,4103.3964,2572.8925,-1347.9779,6282.1010,2099.2579,-2998.3619,5724.6304,4410.0375,755.3741,1615.7882,2983.0828,-233186.0874,-218149.4146,-229953.9488,-229032.0479,-228366.0807,-228538.1654,-220079.3110,-222755.5258,306852409.8119,306834778.6893,306836090.9798,306834123.5600,-224339.4693,306835291.2421,-1975.4046,3509.4270,875.7783,0.0000,431.8253,-194.3645,5468.3679,4697.5435,-2733.3101,5406.7947,2331.9613,-3511.2906,-3421.9281,-4046.6283,5495.4846,-1626.3916,836.8349,-2320.5052,-5432.6087,6248.6039,4362.3286,15.6204,-342.1920,-4524.4584,2260.6411,2076.7303,2497.4423,-3828.3416,1800.6442,-5533.5003,-2300.0420,-4713.8136,-5166.4740,-4645.1540,-2034.1187,3049.8128,4646.7493,2052.5600,-3236.6275,-552.7960,1907.8161,1164.1563,3138.2192,4678.7372,-4689.5799,3160.2058,-4251.9762,3503.0135,1090.1661,4550.8172,5407.5651,-1746.9092,1050.3484,4890.7589,6038.4100,2536.3728,4932.1443,-6172.8580,-306.1095,4969.0850,-4834.6976,-1801.2614,-5177.7909,-1837.8276,-5455.5309,-1864.6543,5425.7077,-2296.3083,-1337.3818,-1867.3987,5157.0298,4464.2431,6323.3036,2831.3403,-5181.8575,-304.7389,-3667.9664,-5416.8819,-6386.0220,-5378.2690,-5382.0646,-1017.7545,3967.1107,4341.1640,-3780.3687,747.1484,4403.4925,-4769.6924,2461.5232,-3876.6440,-5156.2605,-5119.5437,-1205.5778,3259.8400,-4458.8232,-3737.2980,5255.5354,4466.4884,3232.2852,1933.7818,-170244.0112,-172717.8288,-173292.2231,-166150.7129,-167541.1926,-178250.2101,-178551.9478,-171661.7274,2284038.5013,2291645.1347,2273776.9478,2277885.7895,-171830.3184,2273424.4171,
300.000,-874.8666,-1041.4974,6670.5895,0.0000,4099.4133,4174.1197,4316.8582,-3865.2472,5436.3038,4882.1887,-2804.2974,-326.2488,-5744.0354,-6369.3885,-1720.5488,348.3672,-3216.8096,3166.4735,3200.8930,-1414.1653,-3690.3553,-4876.2261,6705.1535,5070.9937,-6394.0949,-1520.0445,4480.7706,-4153.2248,-2809.0941,3059.3005,-5269.3489,3820.5276,-2724.3896,4108.1033,-1551.1938,4362.0782,-4324.4907,1118.7631,5508.4005,-6589.4275,6821.2309,-6279.9706,-6194.2783,-2605.0711,2797.6806,-1577.7672,844.6772,4963.9726,-2854.4590,-5054.3321,-4007.6554,-6025.4418,5164.9656,-282.3403,4825.2143,-4914.6095,-4326.9754,-1413.2194,-6238.9276,-2536.2681,-3936.6792,-1039.0818,-1581.3382,-4914.0255,-1164.4563,-2197.6987,3694.1672,5032.9018,-1819.3797,6023.7032,880.6977,661.3764,-3848.9351,-6168.0300,-4860.3508,6391.1758,-3085.5945,1355.9878,3759.1915,-972.5855,-3874.6286,-6837.5780,4269.9674,3399.8233,288.3373,-3271.4647,-3749.7696,1663.8497,1660.8469,4283.8452,-1828.1378,2982.6675,-1089.4815,6616.1496,-4037.4318,1390.7604,2812.9100,-5366.2255,5522.9962,-4643.1883,261426.6022,286693.4270,273470.7321,268616.3138,277052.9622,273643.1083,272507.5580,272144.3108,90493099.3464,90483386.4940,90474855.0677,90500036.8802,271565.3264,90489644.5445,-5882.1825,6453.5790,-1468.4248,0.0000,5109.1707,-5371.4379,1074.7240,1918.8452,1055.8383,1217.1312,5112.1514,-6630.8183,-3393.1048,-1746.4265,3943.5623,-6904.2145,-5449.1293,6105.5636,-3831.4415,-1923.7358,3354.1254,-4494.1864,-896.2218,-255.0517,-2589.1495,-5504.7498,-3462.2390,-2531.8566,-6334.2590,-3190.4940,2359.5590,2019.6565,476.9168,-3051.7614,6728.1018,-2588.0708,-342.7836,6819.6495,402.5621,1674.9597,-1175.1881,-449.2735,2168.3393,4842.3978,3328.3847,5049.0065,-5040.2964,4409.7791,-6255.3778,465.9535,1348.3799,594.0242,-3679.8946,4217.9967,845.8998,-3208.1051,-3779.2749,-4453.1293,2142.9337,4948.6168,-1052.0159,5829.5953,-3849.9589,4756.4397,-4067.4729,6590.7318,-2246.6561,-2081.1707,6657.5149,3334.4437,-4007.8839,4404.5977,2656.1089,-2813.4197,2085.9463,-1992.7709,-5547.0902,-5558.6662,-2626.2390,-4163.1970,-1612.4248,-606.7266,-2106.4363,-4702.1787,-5146.1407,5451.0110,3280.8193,3972.7833,5433.0967,2225.9736,3675.6713,-2898.5293,6125.4212,594.5488,-893.4513,4623.0642,4510.0506,2523.3980,-288.0953,3750.4186,-227755.3606,-212270.8108,-224360.9155,-223333.8077,-222715.3035,-222921.8522,-214489.0996,-217043.1826,308905052.2689,308887440.2087,308888155.9924,308887234.6634,-218687.8088,308887858.4917,-3543.0725,2301.2558,-677.2646,0.0000,2195.9290,1339.4396,5190.3211,5377.6273,-4144.4267,4736.6760,3529.1536,-1936.4445,-1828.7188,-2186.4936,5407.4612,174.5892,2871.9501,-566.5550,-4789.7908,6508.3880,4646.4709,-2083.4022,1460.6697,-4726.9048,503.1697,3954.1523,3961.9078,-4916.8734,294.7104,-5322.2318,-3806.3339,-5389.8138,-6347.4298,-4684.0664,-260.9407,4741.1723,5364.6114,277.6816,-4173.0843,1260.4783,410.7925,2853.5273,1829.0629,4217.9039,-5384.6507,4456.5822,-4693.4652,1927.1534,-726.1379,4715.9361,5400.5089,-3072.6453,2753.3375,5464.1757,4924.1636,3686.7767,3860.5593,-5157.2820,-2079.1742,3952.8791,-5345.5050,-3400.8035,-5524.4003,-39.9838,-5477.8768,244.0720,5237.6687,-4261.4691,473.7169,-76.9819,5452.3437,5281.7540,5120.8158,1459.4284,-4320.5894,-1810.2386,-2517.7176,-3958.1938,-5220.5872,-5217.4523,-5511.3615,1107.4457,5001.1657,3554.3617,-4461.3787,2791.3544,4642.4682,-5417.9851,3933.7842,-4940.3601,-5475.2574,-5528.2368,-2892.5029,1981.9327,-5171.0208,-4843.2904,4414.0476,3194.3306,4170.8042,3506.9115,-170218.6703,-172668.2505,-173151.9160,-166211.1215,-167335.7913,-178006.9000,-178657.8022,-172077.6778,2278876.4352,2286930.1060,2269293.9694,2272538.9240,-171768.3092,2268396.9820,
600.000,-2148.7393,500.1357,5867.3151,0.0000,4556.0676,2585.9703,5238.8177,-2341.7187,4607.7425,5920.2936,-781.4278,-1579.1162,-6488.6816,-6849.3179,43.8016,-867.2063,-3243.8795,4139.2097,2277.9843,-3251.1628,-2057.8870,-4630.2561,5837.9136,4788.2900,-6647.5254,-1941.7322,2633.1976,-4201.8607,-4062.1865,1903.6038,-3620.8989,4198.2860,-793.5439,2827.9785,-318.1259,2494.2270,-3771.3798,2254.4659,4862.7478,-5644.1421,6328.4230,-5373.3512,-5735.8144,-1032.9497,3930.0349,353.8862,-1306.8983,5912.2430,-3734.1547,-4717.9357,-3534.0042,-4971.9025,3580.9636,1859.8824,6120.8459,-5179.6428,-5744.3470,-2735.9450,-5022.0337,-1455.3458,-4060.3363,582.2622,-3476.6007,-3828.1983,-3224.8367,-1472.8827,2978.5237,3677.0562,-536.8387,6316.9366,-1269.1296,2516.8852,-5292.9126,-6789.1365,-4814.3496,5257.3301,-4601.6125,801.1323,5228.4592,-3039.5804,-4728.0611,-6212.1804,2532.1100,2129.3360,-1821.1327,-2058.7680,-2176.1336,3336.6298,2790.2648,4215.4082,195.2409,1256.3642,438.3335,6851.4515,-3810.5811,2833.0490,4524.4282,-5200.4509,4630.0929,-2874.8966,266320.6086,291048.8881,277906.1114,273151.5993,281637.4606,278253.1297,277015.1054,276466.2632,83726054.8553,83716665.6455,83707847.9798,83733274.1786,276112.8290,83722565.5639,-4575.0822,6862.3119,-2838.9527,0.0000,3617.7647,-5822.4958,-721.1679,3476.7267,-711.2952,-293.6453,5203.6921,-6729.4484,-2393.0059,-1202.1106,5032.9510,-6573.6500,-4067.1572,5376.5229,-5429.0545,-767.6238,4773.7362,-3348.4539,-2034.2050,-2368.3238,-1400.7529,-3892.4622,-3977.2750,-429.1350,-5484.5253,-4860.8477,3267.7595,-122.2218,-632.2449,-4721.0812,6726.0843,-2607.3688,1762.2589,6359.4968,-1595.8598,2701.9781,-2603.4366,974.8148,3666.3400,6004.4550,1475.2851,4459.9617,-4995.5086,3585.1589,-5273.2652,2569.0006,3397.7983,2235.3144,-4201.3013,3819.1701,107.7969,-1205.2793,-3050.4352,-5290.3718,3076.6947,6183.8659,1151.4912,4995.3710,-2810.3239,5383.6339,-3655.9446,6379.6900,-4174.2761,-1021.6146,6523.2628,2124.3384,-4308.7668,3289.1155,2955.7869,-1421.8016,3819.6720,-3274.8804,-4925.9170,-6588.8933,-2944.0824,-4053.0718,333.6622,88.9333,-3326.6591,-6016.0920,-4649.2647,4829.8974,4758.8100,2584.6205,3889.8422,115.0586,4458.7474,-4210.0297,5361.1174,-949.1644,1321.2810,3076.0417,4208.0799,3994.4668,-2189.3743,4184.8415,-222215.3205,-206301.0175,-218667.6277,-217536.9545,-216964.4088,-217203.8653,-208805.0705,-211371.6272,310810373.3310,310792794.0796,310792899.8040,310793038.6347,-212939.0804,310793102.3123,-4730.1646,846.4726,-2155.5909,0.0000,3722.5081,2729.8048,4334.7145,5474.5563,-5109.6166,3555.8239,4329.3111,-152.7551,-38.4413,-94.7699,4736.9113,1956.7028,4601.8916,1248.8863,-3632.3785,6074.9483,4408.6675,-3961.1785,3106.2800,-4425.4408,-1308.5951,5411.3116,4998.8904,-5476.7069,-1242.7788,-4539.5199,-4902.6434,-5484.6689,-6849.5759,-4223.7097,1540.4427,5928.4189,5501.7438,-1527.1758,-4661.5665,2937.6969,-1130.2353,4234.8883,313.6135,3305.8013,-5502.2503,5273.5975,-4634.9415,143.2593,-2464.0641,4376.4593,4798.6807,-4048.6407,4159.2628,5448.5665,3287.1489,4442.6513,2374.2917,-3597.3645,-3628.1206,2493.5809,-5231.1090,-4619.8845,-5277.6130,1762.2909,-4912.9743,2326.8245,4455.6376,-5767.8828,2233.7253,1721.8233,5138.1037,5529.8640,3372.2631,-68.6657,-2976.6279,-3122.1192,-1085.5823,-2080.8770,-3501.7956,-4452.6531,-5051.3150,3115.0414,5494.9586,2365.7808,-4641.2829,4538.1861,4358.5895,-5485.3737,4981.4583,-5470.8615,-5187.1784,-5343.4418,-4260.2328,491.7585,-5250.9044,-5410.6479,3096.1770,1549.8389,4662.4655,4703.3754,-170193.4901,-172618.4772,-173008.8688,-166276.5509,-167133.9336,-177757.7293,-178757.8785,-172469.1943,2273709.5208,2282205.4302,2264809.8185,2267180.6027,-171706.1942,2263369.4371,
