sl_100_5400_20250927 Coordinates.csv
2025/09/27 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:00 2024,
Start: 2025/09/27 07:47:00.00, Stop: 2025/09/27 09:17:00.00,
TIME_UNITS,STARLINK-6343 - X-Coordinate,STARLINK-3077 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-1869 - X-Coordinate,STARLINK-5523 - X-Coordinate,STARLINK-6165 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-5739 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-6047 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-1455 - X-Coordinate,STARLINK-4703 - X-Coordinate,STARLINK-32014 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-1862 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-5404 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-1279 - X-Coordinate,STARLINK-1010 - X-Coordinate,STARLINK-1114 - X-Coordinate,STARLINK-1013 - X-Coordinate,STARLINK-6380 - X-Coordinate,STARLINK-1393 - X-Coordinate,STARLINK-5324 - X-Coordinate,STARLINK-31398 - X-Coordinate,STARLINK-3047 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-2107 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-3908 - X-Coordinate,STARLINK-5441 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-30794 - X-Coordinate,STARLINK-32206 - X-Coordinate,STARLINK-2453 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-30608 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-3240 - X-Coordinate,STARLINK-6178 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-3690 - X-Coordinate,STARLINK-31558 - X-Coordinate,STARLINK-5601 - X-Coordinate,STARLINK-11087 [DTC] - X-Coordinate,STARLINK-1560 - X-Coordinate,STARLINK-3904 - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-5559 - X-Coordinate,STARLINK-6286 - X-Coordinate,STARLINK-6352 - X-Coordinate,STARLINK-2517 - X-Coordinate,STARLINK-1338 - X-Coordinate,STARLINK-2602 - X-Coordinate,STARLINK-2703 - X-Coordinate,STARLINK-31536 - X-Coordinate,STARLINK-1434 - X-Coordinate,STARLINK-3844 - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-1873 - X-Coordinate,STARLINK-3060 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-2084 - X-Coordinate,STARLINK-3161 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-2033 - X-Coordinate,STARLINK-2163 - X-Coordinate,STARLINK-30292 - X-Coordinate,STARLINK-32134 - X-Coordinate,STARLINK-4780 - X-Coordinate,STARLINK-31137 - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-3954 - X-Coordinate,STARLINK-3614 - X-Coordinate,STARLINK-5077 - X-Coordinate,STARLINK-4651 - X-Coordinate,STARLINK-32086 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-32227 - X-Coordinate,STARLINK-30602 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-3278 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-32182 - X-Coordinate,STARLINK-5888 - X-Coordinate,STARLINK-31219 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-5630 - X-Coordinate,STARLINK-2095 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-3077 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-1869 - Y-Coordinate,STARLINK-5523 - Y-Coordinate,STARLINK-6165 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-5739 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-6047 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-1455 - Y-Coordinate,STARLINK-4703 - Y-Coordinate,STARLINK-32014 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-1862 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-5404 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-1279 - Y-Coordinate,STARLINK-1010 - Y-Coordinate,STARLINK-1114 - Y-Coordinate,STARLINK-1013 - Y-Coordinate,STARLINK-6380 - Y-Coordinate,STARLINK-1393 - Y-Coordinate,STARLINK-5324 - Y-Coordinate,STARLINK-31398 - Y-Coordinate,STARLINK-3047 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-2107 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-3908 - Y-Coordinate,STARLINK-5441 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-30794 - Y-Coordinate,STARLINK-32206 - Y-Coordinate,STARLINK-2453 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-30608 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-3240 - Y-Coordinate,STARLINK-6178 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-3690 - Y-Coordinate,STARLINK-31558 - Y-Coordinate,STARLINK-5601 - Y-Coordinate,STARLINK-11087 [DTC] - Y-Coordinate,STARLINK-1560 - Y-Coordinate,STARLINK-3904 - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-5559 - Y-Coordinate,STARLINK-6286 - Y-Coordinate,STARLINK-6352 - Y-Coordinate,STARLINK-2517 - Y-Coordinate,STARLINK-1338 - Y-Coordinate,STARLINK-2602 - Y-Coordinate,STARLINK-2703 - Y-Coordinate,STARLINK-31536 - Y-Coordinate,STARLINK-1434 - Y-Coordinate,STARLINK-3844 - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-1873 - Y-Coordinate,STARLINK-3060 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-2084 - Y-Coordinate,STARLINK-3161 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-2033 - Y-Coordinate,STARLINK-2163 - Y-Coordinate,STARLINK-30292 - Y-Coordinate,STARLINK-32134 - Y-Coordinate,STARLINK-4780 - Y-Coordinate,STARLINK-31137 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-3954 - Y-Coordinate,STARLINK-3614 - Y-Coordinate,STARLINK-5077 - Y-Coordinate,STARLINK-4651 - Y-Coordinate,STARLINK-32086 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-32227 - Y-Coordinate,STARLINK-30602 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-3278 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-32182 - Y-Coordinate,STARLINK-5888 - Y-Coordinate,STARLINK-31219 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-5630 - Y-Coordinate,STARLINK-2095 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-3077 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-1869 - Z-Coordinate,STARLINK-5523 - Z-Coordinate,STARLINK-6165 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-5739 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-6047 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-1455 - Z-Coordinate,STARLINK-4703 - Z-Coordinate,STARLINK-32014 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-1862 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-5404 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-1279 - Z-Coordinate,STARLINK-1010 - Z-Coordinate,STARLINK-1114 - Z-Coordinate,STARLINK-1013 - Z-Coordinate,STARLINK-6380 - Z-Coordinate,STARLINK-1393 - Z-Coordinate,STARLINK-5324 - Z-Coordinate,STARLINK-31398 - Z-Coordinate,STARLINK-3047 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-2107 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-3908 - Z-Coordinate,STARLINK-5441 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-30794 - Z-Coordinate,STARLINK-32206 - Z-Coordinate,STARLINK-2453 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-30608 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-3240 - Z-Coordinate,STARLINK-6178 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-3690 - Z-Coordinate,STARLINK-31558 - Z-Coordinate,STARLINK-5601 - Z-Coordinate,STARLINK-11087 [DTC] - Z-Coordinate,STARLINK-1560 - Z-Coordinate,STARLINK-3904 - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-5559 - Z-Coordinate,STARLINK-6286 - Z-Coordinate,STARLINK-6352 - Z-Coordinate,STARLINK-2517 - Z-Coordinate,STARLINK-1338 - Z-Coordinate,STARLINK-2602 - Z-Coordinate,STARLINK-2703 - Z-Coordinate,STARLINK-31536 - Z-Coordinate,STARLINK-1434 - Z-Coordinate,STARLINK-3844 - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-1873 - Z-Coordinate,STARLINK-3060 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-2084 - Z-Coordinate,STARLINK-3161 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-2033 - Z-Coordinate,STARLINK-2163 - Z-Coordinate,STARLINK-30292 - Z-Coordinate,STARLINK-32134 - Z-Coordinate,STARLINK-4780 - Z-Coordinate,STARLINK-31137 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-3954 - Z-Coordinate,STARLINK-3614 - Z-Coordinate,STARLINK-5077 - Z-Coordinate,STARLINK-4651 - Z-Coordinate,STARLINK-32086 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-32227 - Z-Coordinate,STARLINK-30602 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-3278 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-32182 - Z-Coordinate,STARLINK-5888 - Z-Coordinate,STARLINK-31219 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-5630 - Z-Coordinate,STARLINK-2095 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1229.3601,-4210.4810,-3161.4167,-2481.9428,-1848.7342,-5786.3394,-5055.7273,4131.7466,3949.0495,-2415.9533,-428.2210,-5580.1217,0.0000,-3417.5296,-6060.0883,5950.4918,-6138.9560,6136.7761,3151.5026,4640.7928,1179.0915,-3440.6226,2563.8160,-195.4849,-1964.4952,5276.4175,-2778.4285,-1383.1978,3205.1573,-6042.3395,-4313.4636,6759.7300,1887.3729,-4124.8382,3096.0375,3889.8084,669.0386,-4611.4370,-5381.7964,-1197.8726,509.1479,-5597.0226,5908.6947,-3774.4235,-5152.2128,5361.8353,-3312.6898,5784.0210,5652.0363,-3623.2784,6719.1579,5031.5420,-3510.7393,4020.0347,3933.4387,2052.5198,-2697.9766,6391.2894,-5768.7004,-3686.1907,-742.9834,4205.4164,1843.7331,6881.5897,-5896.6505,3776.1745,-2351.0173,5029.5098,-4669.0814,-4954.7845,4775.5667,-1964.1585,-6144.6546,-4717.0472,-4533.4259,5925.8521,5823.7283,38.9015,-2272.5331,-2145.7224,995.5723,-2321.2232,4713.5565,-4427.3243,-2840.7534,-5968.1126,5506.0070,2628.0475,-3840.3173,-3726.8014,896.9319,6653.2954,1561.1740,-6180.4926,5528.8044,4988.1965,4371.7776,6427.7079,-4489.9682,-3808.1677,167608.6994,175131.5637,181451.5875,177644.6250,182561.5350,180533.0129,173344.2035,176996.2230,-11791485.8499,-11780276.1893,-11777701.6218,-11778082.3455,175960.1105,-11782172.6909,6491.3493,5074.4673,2803.8017,-4075.7511,5022.1286,270.1600,-3911.4244,2958.4608,1323.6442,-5257.2801,-4837.0456,1330.0949,0.0000,3515.4968,2366.2725,-582.3705,1013.0688,327.8045,2700.6885,-1882.0946,-4348.8059,4701.6077,-6362.9055,-4751.6887,-5146.0507,1317.0254,3271.2934,6627.4233,5905.9670,-1221.8285,1941.1912,-192.8349,6645.2283,-5331.2194,6145.3004,3526.5980,-6325.2572,963.5765,-3848.8159,4398.3245,4853.3094,-547.1956,-2502.0665,5597.3815,3996.0185,-1595.0898,3804.6601,-565.2290,-843.9666,5657.4004,-583.1635,759.6466,-4206.4321,4373.5037,-4714.2467,1415.1713,-4778.0997,-773.0215,1207.0776,5794.2009,4993.2216,3647.0192,-4627.8961,-827.5130,626.9667,-2277.4227,-3436.3118,4369.7851,-4278.9244,4635.5422,1035.0843,-5981.1861,-1457.4661,-3749.5036,3259.0142,3231.9395,-2628.9304,4124.6769,-3540.8515,1705.9626,5062.4281,5055.4073,-5078.9535,4466.4046,-6231.6087,-1659.8664,2218.9202,-6396.7831,1674.6597,4833.8207,-4216.9287,-909.5556,5639.2100,-522.7019,3789.6080,-2018.3848,4670.7659,1585.8840,-5057.0146,-4465.1540,301907.4414,338110.3706,315771.2903,312852.2104,319725.3353,317058.1758,321620.5266,316955.9262,342347498.1143,342358909.8779,342379320.1361,342377913.0891,318166.2027,342365368.3687,2103.4547,-2209.8521,5467.5246,4860.1685,4414.9595,3805.6623,-2654.4152,4710.7023,5511.9426,3800.2095,-4980.8675,3862.5972,0.0000,-4866.5976,2047.5160,-3493.4229,-2883.0480,3035.4700,-5538.3587,-4340.8467,5230.7916,3729.5859,891.4264,4962.6975,-4202.5924,-4297.8682,5408.3473,1562.9383,1167.7450,-2862.7433,5030.4131,-1012.5611,-362.7563,1540.7474,-696.9611,-4363.3648,2740.8929,4947.9798,-1964.6335,5173.5124,4899.2674,-4067.0082,-2573.3954,1479.7501,2357.6850,-3903.2205,4723.9306,3559.5028,3947.9776,-539.7488,1546.6442,-4689.9766,-4240.2438,3714.4709,-3225.5561,-6496.4913,-4204.6840,-2513.3940,3562.0277,-692.4492,-4662.3158,-4122.9324,-4800.5586,208.0044,-3454.8462,5368.5247,-5527.6452,-1856.9091,-2786.3221,1245.3513,-4905.3850,-2875.3648,2585.4368,3176.1508,-4087.8505,-1242.9125,2704.6711,5502.9431,5472.4779,6300.1456,-4613.1550,-3944.2761,-48.1314,-2660.3155,1109.0131,-3082.2976,-3542.3953,178.7257,-5507.2687,-2832.0330,-5414.4174,-1654.2647,-3673.6997,2835.9104,1798.0806,-4254.4945,2414.4499,2101.4876,-1504.2710,3296.1493,-174528.2502,-178067.1676,-179962.4335,-173056.3339,-174215.7626,-184911.5421,-185427.3911,-177794.8506,-77048800.3164,-77075102.0021,-77071281.5659,-77055071.7085,-178607.0174,-77052161.8113,
300.000,289.3545,-3052.4666,-1870.6270,-4344.4657,-465.1862,-4838.5146,-5107.8407,5273.7615,4650.3376,-4209.8432,-1302.7027,-5812.0473,0.0000,-1379.5303,-5778.1063,4719.0930,-4911.5503,5352.2642,4355.6563,4604.2005,-586.6436,-1570.1611,1402.6144,-2020.1714,-3045.4242,5032.2469,-1371.6346,-576.8687,4269.1605,-5004.5668,-2626.6075,6114.3389,2968.4547,-4661.0049,3940.0381,4748.7586,-1070.5209,-3224.5698,-5454.8265,520.3244,2349.3889,-4968.2171,5697.4707,-2345.9733,-4309.5060,4002.6962,-2433.8064,4719.4411,4104.1034,-2478.8706,6675.0491,4191.1001,-5116.1991,2687.3350,2814.0749,2662.3682,-4365.2317,5302.5042,-6003.1244,-2579.3328,1418.6818,4373.3889,-206.9874,6417.6416,-4645.7857,1762.5700,-4107.8204,5259.2745,-4849.3696,-4112.5357,4136.0353,-2945.1667,-6767.7208,-4753.7029,-2689.2837,6596.8918,4897.6469,2189.9833,-3783.4110,-56.7609,2758.0174,-732.3763,3610.5483,-2776.7769,-4175.7043,-5336.5713,6531.1920,1410.5031,-2634.7036,-2892.1230,-1045.1986,5739.2388,3099.5118,-6681.4720,4507.6468,3542.8137,4696.0907,6872.9448,-5438.9434,-4190.1943,161254.5753,167995.0143,174652.9441,170837.3524,175821.6235,173832.6813,166602.2714,170196.5712,-19264235.4546,-19253089.7534,-19251111.0532,-19251483.9079,169195.5705,-19255020.7325,6901.1652,4746.8891,4473.4172,-3643.0465,3890.0877,2076.9415,-2269.1107,1166.7368,-690.7239,-4793.1298,-3129.7668,2906.2887,0.0000,4007.1353,3618.1926,-1917.8946,2202.5547,-1434.3308,904.9378,-3680.4840,-5305.4613,4675.3473,-6713.4256,-3655.4613,-3508.5969,-784.9917,4807.2357,5961.2838,4643.7124,-255.7651,3239.7760,-1406.6020,6076.1869,-3993.1231,5137.6661,1551.8665,-5664.8155,2590.6816,-2331.1222,5393.3713,5273.3080,1433.8710,-3819.8792,5696.4801,5357.2381,-3176.5612,5413.7537,-2294.3210,-1456.9839,6130.2395,-1814.2857,-1120.5833,-3688.2652,3584.3226,-6033.8787,-702.1790,-4558.2360,-1974.2172,2721.2342,6300.7860,4944.9712,1708.0026,-4273.9625,-2272.0091,1957.7521,-2398.3801,-2224.8281,2890.6463,-2618.5427,5512.2217,-965.6337,-4603.9785,-255.6468,-1966.3074,3857.4704,1863.1151,-1732.1173,4017.2261,-1969.4936,2459.6861,5376.2778,6123.1192,-5648.3974,4716.7591,-5525.9726,-48.8980,1102.8562,-6577.6800,3479.5962,5969.1346,-4931.1911,-2045.0006,5792.4033,780.0731,3616.0107,-3582.2942,3083.1755,1026.6057,-4277.5665,-2672.9742,305296.0114,341719.4221,319266.0677,316489.6127,323368.0320,320699.8073,325163.8874,320913.4905,342008779.7764,342019908.4912,342040469.3169,342039301.3998,321780.8613,342026652.1125,625.8842,-4066.2250,4924.5719,3777.8370,5722.6766,4505.3045,-4084.6164,4341.9084,5063.2514,2692.0883,-6074.7648,2373.4712,0.0000,-5456.0626,262.4846,-4692.1231,-4250.2865,4031.8274,-5301.5966,-3027.7638,4380.8371,4847.6173,-921.4760,5457.7412,-5140.8543,-4701.9734,4763.9605,3516.4235,2588.6957,-4593.3466,5501.8386,-2722.6108,1445.1028,3178.7679,-2437.4845,-4653.3403,3835.4478,5436.1306,-3530.8339,4267.1392,3809.7624,-4629.2598,-847.5157,3126.9593,910.5473,-4519.4035,3544.0254,4345.9457,5407.5214,1294.2347,-253.1716,-5392.1073,-2864.6550,5383.1015,-1938.4356,-6390.1265,-2818.4237,-3970.8803,2003.1051,1121.1387,-4557.4526,-5094.1878,-5436.8364,-1326.4969,-4657.9579,6275.9574,-5105.3152,-3441.4194,-4185.2964,-570.0484,-5468.6631,-4247.9684,854.2835,4461.2325,-5077.5066,302.4033,4594.7307,5135.3751,5427.4378,6415.2489,-3373.1858,-2909.7876,1743.7194,-4084.6503,-431.9701,-4405.4262,-1974.2720,-1622.1146,-5369.7251,-1124.7887,-4742.3450,-3275.7626,-2134.9078,1137.7873,3838.2995,-4655.8898,3894.3075,4.0457,296.3540,4535.8442,-174588.3629,-178133.9259,-179933.0050,-173234.3171,-174128.2115,-184779.3476,-185644.1147,-177471.6769,-77053835.9226,-77080095.2846,-77076687.7456,-77060708.2898,-178659.4411,-77057448.2720,
600.000,1774.0125,-1549.6227,-443.5405,-5747.4998,1024.7583,-3452.0943,-4692.7672,5935.7949,4939.7316,-5584.6422,-2121.8017,-5484.4441,0.0000,792.0331,-4897.7702,3040.9647,-3194.1059,4054.2894,5175.5545,4078.4810,-2258.3337,478.2545,92.1679,-3680.2044,-3881.9539,4344.7059,125.0026,332.5128,4922.0891,-3448.0764,-708.9838,4842.9382,3769.6708,-4765.1583,4418.0837,5170.0782,-2736.5042,-1547.0925,-5013.2238,2150.0037,3930.7756,-3898.3236,4923.8129,-658.1412,-3057.0225,2260.9640,-1352.9438,3198.8418,2148.3913,-1053.7769,5967.4569,2984.8966,-6206.5951,1122.2305,1440.6253,3084.1511,-5583.3215,3695.0783,-5646.8934,-1202.7088,3437.7703,4165.6145,-2259.1627,5330.7054,-2942.2321,-434.7015,-5483.4811,4998.3939,-4591.0326,-2853.0710,3142.7829,-3682.4135,-6689.7512,-4341.3569,-577.5932,6608.1889,3410.5217,4115.6708,-4960.3583,2009.2441,4223.1480,904.8866,2135.5981,-819.1933,-5110.3865,-4207.1731,6906.3004,35.8560,-1220.4914,-1756.3979,-2854.3104,4257.4934,4310.2921,-6491.8385,3026.0423,1771.0775,4577.2892,6618.9273,-5851.0101,-4171.4528,154832.6928,160784.2381,167777.5859,163954.1689,169004.1722,167054.7913,159790.1731,163228.9926,-26727811.3563,-26716716.5467,-26715339.4012,-26715719.0803,162356.8949,-26718694.8351,6643.4183,3978.6459,5723.7336,-2874.4563,2409.3881,3714.1933,-376.8961,-709.4504,-2609.4386,-3887.0213,-1131.6008,4173.6736,0.0000,4161.9049,4491.7618,-3113.0749,3215.1691,-3084.4354,-942.8882,-5044.8358,-5767.7297,4235.3701,-6399.9637,-2238.0176,-1540.5754,-2824.1055,5890.8837,4702.9532,2900.3428,795.8603,4269.7500,-2506.6929,4897.1987,-2240.9930,3609.3388,-567.1477,-4475.2841,3998.0136,-554.5757,5880.4468,5204.4390,3300.5229,-4749.1552,5252.2852,6195.1055,-4472.3287,6485.9208,-3823.6362,-1992.9888,5949.3527,-2867.9579,-2926.2669,-2836.2205,2363.0954,-6766.8548,-2723.4380,-3912.7756,-3023.0372,3943.1748,6181.9713,4449.7893,-413.3744,-3554.2219,-3509.1491,3139.3056,-2359.1488,-844.7895,1101.7939,-676.9881,5840.3879,-2899.4167,-2773.4957,962.7400,45.1943,4131.4113,304.8277,-704.5690,3563.0060,-245.5926,3037.1174,5186.5902,6577.7532,-5672.0614,4522.5435,-4283.8542,1605.8705,-100.8708,-6111.9191,4971.0643,6453.0234,-5201.8636,-3014.2337,5383.2270,1988.9984,3004.5126,-4824.5384,1158.6904,363.0516,-3071.4934,-578.8200,308552.1101,345176.8489,322619.0973,319983.7993,326867.4278,324200.8960,328563.4336,324790.6919,341506973.8265,341517816.1748,341538505.4093,341537560.2747,325251.7354,341524844.4136,-918.6697,-5492.3301,3850.9108,2270.2220,6420.7881,4723.0468,-5076.3722,3508.6454,4068.6215,1294.7926,-6527.7542,628.6705,0.0000,-5457.3540,-1552.0687,-5388.1614,-5148.6268,4582.1027,-4496.1640,-1345.1732,3057.2899,5444.1729,-2635.1745,5355.2493,-5529.5354,-4603.6468,3604.8519,5095.8564,3718.5210,-5803.9087,5379.0539,-4129.3596,3097.0097,4473.6748,-3915.5014,-4423.1400,4518.4771,5318.2808,-4714.6679,2897.7274,2310.1501,-4698.6415,969.9346,4436.1776,-634.0255,-4629.0852,1981.9280,4643.4757,6292.6991,2977.3080,-2025.7732,-5515.9031,-1181.8271,6494.2136,-443.9252,-5610.3391,-1127.9064,-5000.2138,225.6101,2812.9208,-3952.9401,-5520.5025,-5489.5316,-2719.1502,-5348.6290,6518.4895,-4135.0630,-4655.5624,-5134.6061,-2323.5795,-5446.3614,-5164.5742,-972.7177,5243.5991,-5522.2917,1814.2907,5994.5765,4206.6254,4795.8799,5828.6216,-1770.5078,-1548.2185,3348.3615,-5052.5405,-1926.8402,-5255.3463,-192.8774,-3248.3360,-4656.0050,714.1677,-3561.2322,-4544.5854,-365.1234,-688.1834,5469.0113,-4544.1881,4940.0182,-2093.8733,2065.1094,5246.1028,-174648.6501,-178200.6151,-179901.0537,-173417.3373,-174044.2119,-184641.2625,-185855.1144,-177240.8708,-77058873.0749,-77085081.9290,-77082088.4793,-77066339.7179,-178711.7665,-77062734.6453,
