sl_100_86400_20251110 Coordinates.csv
2025/11/10 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:40 2024,
Start: 2025/11/10 07:47:00.00, Stop: 2025/11/11 07:47:00.00,
TIME_UNITS,STARLINK-3153 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-31179 - X-Coordinate,STARLINK-5226 - X-Coordinate,STARLINK-30373 - X-Coordinate,STARLINK-2595 - X-Coordinate,STARLINK-31207 - X-Coordinate,STARLINK-1936 - X-Coordinate,STARLINK-30414 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-31587 - X-Coordinate,STARLINK-1280 - X-Coordinate,STARLINK-4686 - X-Coordinate,STARLINK-31017 - X-Coordinate,STARLINK-5010 - X-Coordinate,STARLINK-2600 - X-Coordinate,STARLINK-3694 - X-Coordinate,STARLINK-5677 - X-Coordinate,STARLINK-32014 - X-Coordinate,STARLINK-1098 - X-Coordinate,STARLINK-2365 - X-Coordinate,STARLINK-4663 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-5701 - X-Coordinate,STARLINK-6282 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-30252 - X-Coordinate,STARLINK-31418 - X-Coordinate,STARLINK-31812 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-4743 - X-Coordinate,STARLINK-32007 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-6372 - X-Coordinate,STARLINK-2334 - X-Coordinate,STARLINK-4520 - X-Coordinate,STARLINK-4107 - X-Coordinate,STARLINK-2743 - X-Coordinate,STARLINK-31208 - X-Coordinate,STARLINK-2043 - X-Coordinate,STARLINK-2464 - X-Coordinate,STARLINK-30951 - X-Coordinate,STARLINK-32181 - X-Coordinate,STARLINK-1307 - X-Coordinate,STARLINK-1556 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-4328 - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-5141 - X-Coordinate,STARLINK-30239 - X-Coordinate,STARLINK-5633 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-2648 - X-Coordinate,STARLINK-5340 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-4651 - X-Coordinate,STARLINK-1297 - X-Coordinate,STARLINK-31969 - X-Coordinate,STARLINK-1780 - X-Coordinate,STARLINK-1148 - X-Coordinate,STARLINK-5076 - X-Coordinate,STARLINK-4009 - X-Coordinate,STARLINK-1533 - X-Coordinate,STARLINK-1009 - X-Coordinate,STARLINK-1610 - X-Coordinate,STARLINK-6084 - X-Coordinate,STARLINK-2369 - X-Coordinate,STARLINK-31422 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-3354 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-30769 - X-Coordinate,STARLINK-2714 - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-2409 - X-Coordinate,STARLINK-32162 - X-Coordinate,STARLINK-6358 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-31642 - X-Coordinate,STARLINK-2135 - X-Coordinate,STARLINK-31212 - X-Coordinate,STARLINK-5919 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-5086 - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-31903 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-5684 - X-Coordinate,STARLINK-31979 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-30550 - X-Coordinate,STARLINK-5522 - X-Coordinate,STARLINK-2381 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3153 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-31179 - Y-Coordinate,STARLINK-5226 - Y-Coordinate,STARLINK-30373 - Y-Coordinate,STARLINK-2595 - Y-Coordinate,STARLINK-31207 - Y-Coordinate,STARLINK-1936 - Y-Coordinate,STARLINK-30414 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-31587 - Y-Coordinate,STARLINK-1280 - Y-Coordinate,STARLINK-4686 - Y-Coordinate,STARLINK-31017 - Y-Coordinate,STARLINK-5010 - Y-Coordinate,STARLINK-2600 - Y-Coordinate,STARLINK-3694 - Y-Coordinate,STARLINK-5677 - Y-Coordinate,STARLINK-32014 - Y-Coordinate,STARLINK-1098 - Y-Coordinate,STARLINK-2365 - Y-Coordinate,STARLINK-4663 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-5701 - Y-Coordinate,STARLINK-6282 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-30252 - Y-Coordinate,STARLINK-31418 - Y-Coordinate,STARLINK-31812 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-4743 - Y-Coordinate,STARLINK-32007 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-6372 - Y-Coordinate,STARLINK-2334 - Y-Coordinate,STARLINK-4520 - Y-Coordinate,STARLINK-4107 - Y-Coordinate,STARLINK-2743 - Y-Coordinate,STARLINK-31208 - Y-Coordinate,STARLINK-2043 - Y-Coordinate,STARLINK-2464 - Y-Coordinate,STARLINK-30951 - Y-Coordinate,STARLINK-32181 - Y-Coordinate,STARLINK-1307 - Y-Coordinate,STARLINK-1556 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-4328 - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-5141 - Y-Coordinate,STARLINK-30239 - Y-Coordinate,STARLINK-5633 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-2648 - Y-Coordinate,STARLINK-5340 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-4651 - Y-Coordinate,STARLINK-1297 - Y-Coordinate,STARLINK-31969 - Y-Coordinate,STARLINK-1780 - Y-Coordinate,STARLINK-1148 - Y-Coordinate,STARLINK-5076 - Y-Coordinate,STARLINK-4009 - Y-Coordinate,STARLINK-1533 - Y-Coordinate,STARLINK-1009 - Y-Coordinate,STARLINK-1610 - Y-Coordinate,STARLINK-6084 - Y-Coordinate,STARLINK-2369 - Y-Coordinate,STARLINK-31422 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-3354 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-30769 - Y-Coordinate,STARLINK-2714 - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-2409 - Y-Coordinate,STARLINK-32162 - Y-Coordinate,STARLINK-6358 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-31642 - Y-Coordinate,STARLINK-2135 - Y-Coordinate,STARLINK-31212 - Y-Coordinate,STARLINK-5919 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-5086 - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-5684 - Y-Coordinate,STARLINK-31979 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-30550 - Y-Coordinate,STARLINK-5522 - Y-Coordinate,STARLINK-2381 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3153 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-31179 - Z-Coordinate,STARLINK-5226 - Z-Coordinate,STARLINK-30373 - Z-Coordinate,STARLINK-2595 - Z-Coordinate,STARLINK-31207 - Z-Coordinate,STARLINK-1936 - Z-Coordinate,STARLINK-30414 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-31587 - Z-Coordinate,STARLINK-1280 - Z-Coordinate,STARLINK-4686 - Z-Coordinate,STARLINK-31017 - Z-Coordinate,STARLINK-5010 - Z-Coordinate,STARLINK-2600 - Z-Coordinate,STARLINK-3694 - Z-Coordinate,STARLINK-5677 - Z-Coordinate,STARLINK-32014 - Z-Coordinate,STARLINK-1098 - Z-Coordinate,STARLINK-2365 - Z-Coordinate,STARLINK-4663 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-5701 - Z-Coordinate,STARLINK-6282 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-30252 - Z-Coordinate,STARLINK-31418 - Z-Coordinate,STARLINK-31812 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-4743 - Z-Coordinate,STARLINK-32007 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-6372 - Z-Coordinate,STARLINK-2334 - Z-Coordinate,STARLINK-4520 - Z-Coordinate,STARLINK-4107 - Z-Coordinate,STARLINK-2743 - Z-Coordinate,STARLINK-31208 - Z-Coordinate,STARLINK-2043 - Z-Coordinate,STARLINK-2464 - Z-Coordinate,STARLINK-30951 - Z-Coordinate,STARLINK-32181 - Z-Coordinate,STARLINK-1307 - Z-Coordinate,STARLINK-1556 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-4328 - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-5141 - Z-Coordinate,STARLINK-30239 - Z-Coordinate,STARLINK-5633 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-2648 - Z-Coordinate,STARLINK-5340 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-4651 - Z-Coordinate,STARLINK-1297 - Z-Coordinate,STARLINK-31969 - Z-Coordinate,STARLINK-1780 - Z-Coordinate,STARLINK-1148 - Z-Coordinate,STARLINK-5076 - Z-Coordinate,STARLINK-4009 - Z-Coordinate,STARLINK-1533 - Z-Coordinate,STARLINK-1009 - Z-Coordinate,STARLINK-1610 - Z-Coordinate,STARLINK-6084 - Z-Coordinate,STARLINK-2369 - Z-Coordinate,STARLINK-31422 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-3354 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-30769 - Z-Coordinate,STARLINK-2714 - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-2409 - Z-Coordinate,STARLINK-32162 - Z-Coordinate,STARLINK-6358 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-31642 - Z-Coordinate,STARLINK-2135 - Z-Coordinate,STARLINK-31212 - Z-Coordinate,STARLINK-5919 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-5086 - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-5684 - Z-Coordinate,STARLINK-31979 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-30550 - Z-Coordinate,STARLINK-5522 - Z-Coordinate,STARLINK-2381 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4628.5813,2321.5124,3414.2041,-6149.0457,-6060.1350,1371.2014,-3250.7279,-1053.8142,3772.2879,-1020.7258,-1592.9312,-1783.2083,-588.5552,3287.3412,-5122.9224,5338.3710,5825.1690,-1635.0111,5168.7181,-6425.1537,1289.2584,-3100.6143,-2517.4179,-2683.8073,3659.9549,2715.3392,-1117.5480,1173.1851,1121.2595,3747.5479,-5171.2994,3693.8430,6735.0828,-2055.5765,-5213.6343,-4573.9211,-6230.5932,2922.4604,5026.4695,-3634.1766,-4099.8141,-3436.1559,954.9413,-2183.8562,-913.7653,-3383.8943,-3032.3985,3862.5100,-4765.2494,5062.8045,1955.9854,-3332.5280,2517.4299,-5527.7454,-6353.2157,-1954.4242,-4192.4786,-5158.0481,-2964.5676,-6147.5095,-2609.5908,-2348.6080,-5461.9727,-4569.7539,-3735.9486,-3289.2473,4768.6078,2011.4180,-3064.9490,-4207.9212,6389.0621,-5965.5783,4015.1733,1176.1864,-4785.5148,-5333.8781,-2024.5666,-3760.2803,98.8283,-4429.0084,-3202.2734,5927.0234,123.7781,-1087.6205,-3261.8578,4465.8886,2373.6072,4802.7316,4932.5432,1152.7365,-6221.6904,-1686.3241,-3798.1482,-5613.1352,1806.1381,-3712.0345,5874.9797,-6330.0710,-2867.7345,-2388.3665,-209616.5273,-233526.4693,-213490.5116,-214364.7933,-215473.1355,-215147.1070,-223487.0142,-217636.1676,-83632190.4081,-83671154.7483,-83651259.8300,-83644272.1044,-219245.6776,-83647094.0739,-4804.1577,-2143.5084,5049.6569,1277.6839,-2372.0546,-4684.2808,-4771.9570,4034.5810,-1661.7365,-6732.6448,5100.9047,3854.2432,6888.2551,4656.0464,-4178.3344,-2280.8061,-2107.9486,6694.4314,-359.0940,882.0445,5941.5425,-3933.0096,6447.5072,5213.3729,-3973.9247,6283.1483,378.7324,-6665.1288,4954.0233,-5201.0303,-4337.2348,-5730.0199,-543.7821,4769.5734,4336.2223,-3799.0036,2605.1933,-6185.9687,2343.8140,-2566.2766,5484.7230,-4689.2451,6047.0528,3537.3544,-5219.3824,-2609.1272,3062.7279,3805.5496,-3553.3931,3628.5954,4115.5510,-5600.1648,-4450.7207,2846.5488,1447.0059,4768.9110,2940.9286,3660.1628,5537.6999,-1399.2220,6223.1009,6499.0920,72.3288,3080.6523,2299.5965,-4211.8029,2399.9169,-5656.5841,-5753.3944,-237.8827,-2322.8936,610.7862,-1408.4669,6725.6160,4250.1550,-837.2707,4482.8145,-1822.9742,-1096.0390,1695.6093,-5985.6877,-2421.9216,-1105.9119,4112.1428,5403.3743,-4974.6756,239.7937,-4852.9292,-4653.8806,-6075.4153,1300.2119,-6640.4885,3353.0489,-53.1507,-6565.4138,3002.3987,3671.0428,-1359.9785,6082.2961,-3664.9305,-264976.2399,-242373.0155,-254455.4516,-258945.5770,-250538.8764,-253810.0475,-255484.6747,-256267.9906,325972067.2968,326022596.9935,326007874.3078,325978419.5366,-256190.4116,325985046.0447,-1840.8966,-6187.1917,3291.8282,2890.9644,2376.1550,-4719.8855,3683.9439,5530.8290,-5462.2806,1309.0332,-4250.9676,-5459.0646,-298.0272,3732.5986,1996.9775,-3776.0977,3075.4954,-721.8865,-4445.0798,2400.5806,-3262.1973,4765.7711,223.0193,-3703.1547,4362.4907,1095.7320,-6846.4032,1410.2471,-4728.2263,-2325.9573,-1033.5382,1206.3721,875.4516,4577.7830,-399.7926,-3332.7956,1564.4695,1042.8550,4082.7311,5327.8876,-82.7679,3625.1507,3124.3652,-5516.5792,4468.8457,-5322.1459,-5421.0252,4112.9645,3573.2484,-3057.6608,-5203.0612,-2373.0149,-4683.0110,3092.7620,-2149.1202,-4593.8972,4665.7016,2787.9209,2886.3697,-2826.6226,-897.8796,-374.0438,3984.6341,-4236.3459,5339.0093,-4350.4689,-4403.4613,-3415.0960,2339.1117,5482.3883,-498.3906,3434.3820,-5453.7226,1093.0366,2627.5153,4254.2597,-4858.9061,5491.3655,-6856.4932,5018.7050,317.6156,-2670.0312,6837.0700,-5345.1142,2838.2774,-1543.6086,6516.3924,-688.9769,-1418.6552,-3145.7821,-2501.5828,-981.4051,4688.3906,-3741.6817,1310.6856,-4911.3096,427.0686,-2158.4186,-1778.4948,5349.0196,159801.3101,159087.5437,157241.6907,163944.4051,162974.1030,152298.0283,151602.2569,159246.0168,-132227882.0906,-132215023.8046,-132234348.6912,-132221494.2900,158505.4372,-132222703.9230,
3600.000,-3230.0998,-6355.2154,-5702.5573,2929.3619,5087.8431,1257.6349,5955.9726,-2943.4856,-1431.9784,3202.9102,-1762.8569,-2416.5441,-1228.2207,-6077.1384,4531.2441,-1606.3635,-5640.4092,-733.3159,-1920.9261,3509.6524,-3334.1314,4409.6600,534.8616,-1313.1712,-1679.6405,-4387.0055,4078.0682,1166.2555,-4798.0488,-1349.4913,5956.0387,-1997.4452,-4374.1772,385.9344,2601.8125,4962.6511,3448.4806,-351.6970,-3754.1044,6399.6501,1555.6399,6049.1255,-2815.8950,-1515.4387,4286.1124,4956.6418,-715.1488,-4114.0406,425.2328,-855.1676,-5352.5196,4651.2742,1311.2883,5889.9327,5429.3220,93.1406,1250.3852,1493.9776,1656.7244,3991.1004,-850.5390,162.4416,6211.6846,449.8589,2799.7095,4247.5373,-6836.3763,-470.4260,4552.3024,3718.4669,-3627.9415,6419.0788,-1660.0028,-2531.2525,1210.7876,6295.7025,50.6443,5091.9872,-5067.3355,4558.0011,4041.0836,-2803.1573,-5084.4824,-2535.2150,-240.9832,-885.1512,-3736.3895,-2224.5581,-2981.1695,1217.1982,5427.4346,2960.7650,1140.8001,2101.0363,428.2458,2734.7860,-3067.4152,6299.6325,1026.6765,5092.4357,-138189.3493,-165941.5584,-142687.1434,-144677.3827,-145200.9795,-144770.2510,-152130.0544,-150202.9229,-165195279.6191,-165244881.4526,-165221462.4868,-165206385.1385,-148816.4535,-165211262.5091,5569.7860,1706.7391,-3936.4994,-3145.9469,-1056.9321,6633.6147,3386.0628,-4828.7613,5522.2621,4526.9499,-6485.8726,-4781.4459,-5355.4872,-3089.1749,888.6084,3836.3081,3826.5392,-6266.4916,3898.5098,-2794.6325,-2533.4629,-235.0856,-5748.3386,-4931.7068,6501.5034,-4731.0295,3607.2453,4769.3622,-3864.0881,6454.9500,1665.4340,5885.8975,3204.8880,-6854.4693,-4767.1886,-728.2951,-4219.2423,5111.5535,1805.7250,541.7443,-5226.3175,3226.2849,-6136.8855,-5508.6333,5062.2180,-1899.9412,-5165.1950,974.7945,1781.0329,-2193.3377,-3776.4935,2317.0258,5696.8267,-3174.3566,-3800.5669,-6845.7027,-5674.0152,-4060.9270,-6559.6906,-1635.1565,-5330.9492,-5461.7157,-2603.1819,-2389.0960,-5755.4217,-111.9685,-870.9501,6832.6595,2517.1750,-3961.4720,4221.6497,-2448.9283,5026.9843,-5593.8696,-4239.6690,-2420.7950,-6766.8591,-2210.9153,1766.8848,-4884.7548,3083.7324,4300.8206,1765.8166,-5836.5729,-4334.5259,5218.8953,3784.2599,5721.3262,5828.5199,6820.3810,-3865.1712,4225.7453,-6166.4492,-3558.0078,6515.1650,-6144.1187,-4248.7931,-536.1130,-3870.1633,249.6599,-307463.3438,-292859.9226,-302874.8353,-306182.3107,-297284.9009,-300217.1021,-302755.1535,-303696.3280,293179788.4820,293223415.2556,293210647.0250,293193904.8720,-303252.4465,293192323.0174,-2535.4699,2204.0510,132.9111,-5422.3871,-4591.5998,690.9620,-202.6965,-4015.4863,3765.4875,-4171.7849,1169.9105,4360.8074,4199.1306,-169.4179,-5140.9409,5525.3012,1190.0560,-2870.0270,5251.5320,-5269.5002,5471.7884,-5330.5585,3817.7406,4682.6098,-1789.8183,2526.4896,4298.7815,-4871.1836,3180.4249,-1728.2068,-2898.6769,3045.7271,-4133.6364,-949.1517,-4085.8938,4599.3098,-4293.5576,-4657.1327,-5494.0803,-2656.6021,-4147.2832,-115.4649,1297.8020,3868.4476,-2036.0075,4276.8035,4545.1896,-5344.5692,-6699.0146,6513.2628,2200.6261,4580.4582,3714.8898,1850.9367,-1776.6239,855.0531,-3788.4266,-5397.2036,1431.0850,5386.8386,4136.6199,4239.2345,610.9008,6496.4448,-2630.7356,5412.3541,588.3906,-874.6115,-4581.8792,-4293.6326,3924.2157,782.6330,4438.3126,3176.9422,-5339.1059,-1361.1490,1394.1008,-4116.5872,4392.4723,-1775.3191,-4515.3743,4653.2295,-4388.9557,2467.0344,-5396.7111,4352.1399,-4475.3430,-3074.4973,-2272.7323,-342.9728,-1497.5860,4604.2629,-2906.4861,5317.6211,2328.1482,1278.0953,4543.3905,-2572.0069,5671.8144,-4678.5710,158624.6742,158205.1720,157664.1983,161334.7996,163676.0954,154243.7905,149313.1406,156703.9946,-132261595.0029,-132254092.1564,-132274011.1411,-132252612.8075,157798.5280,-132259401.0973,
7200.000,-103.4599,6201.8599,5851.4388,928.1955,-3187.0613,-2906.9285,-5912.2875,5160.0030,-466.5986,-5178.8764,3935.0713,4957.1428,3707.9107,5830.1783,-3334.2090,-2212.7606,2796.4848,3484.9870,-1016.4033,317.0672,5361.0667,-5259.8579,2641.3668,4909.8210,-481.5517,5028.9316,-3088.4112,-4199.1099,6587.5286,-2126.8811,-4392.7781,-1288.0543,185.5924,1186.1560,2133.4537,-4167.2771,503.7546,-3318.6789,2346.4626,-6694.6989,2605.8704,-5894.5688,3724.5337,3683.2871,-5800.2956,-5021.9402,3233.9134,3810.2161,2412.8177,-2216.3812,6110.2289,-5390.8515,-4087.1805,-3009.7214,-1899.1879,1526.2902,1357.8656,2856.2815,811.6660,-1261.4632,4705.9824,3133.6354,-3075.4048,3987.4197,-1394.9156,-4840.8630,5859.5608,-1526.0451,-5447.2466,-2877.4386,-958.4598,-3931.3729,-150.7106,3749.7473,3125.1294,-4726.9878,1502.6625,-5171.1607,6902.3137,-3085.2338,-4011.6709,-970.0685,6893.0747,4155.8477,4291.3585,-3477.6963,4586.1429,-1833.7580,-487.8457,-3191.1765,-1843.8491,-4338.8903,1278.5872,1428.7286,-3086.4818,-752.4642,-632.5241,-3017.0282,2694.3294,-6464.2251,-59244.6738,-87767.9930,-62760.2978,-66169.7456,-65437.4560,-65798.8564,-71081.8275,-67705.5665,-235481341.7709,-235539306.2756,-235511785.4288,-235499334.1132,-68732.4922,-235498106.0892,-4424.8723,684.7791,1276.8527,5118.5909,4672.4548,-4751.0425,-471.3405,4630.1459,-6792.6888,-955.6608,4835.5414,4789.7467,1940.2640,0.2160,3397.3507,-5288.7475,-4200.4772,3714.2493,-6395.5285,4926.8614,-1279.2455,3686.0416,3222.5973,3994.2048,-6682.6756,1174.1214,-6173.0909,-1576.5457,2152.6471,-4696.8904,2363.8467,-4084.1471,-5336.6911,5988.3530,3629.5010,4844.8968,5319.3051,-2822.8723,-5581.9819,956.7595,3299.4701,-293.1756,3126.0912,5835.1108,-3437.5364,4616.7527,6058.3621,-5070.0980,2877.2883,-2393.2336,2395.8780,1686.8051,-5574.7870,2500.8053,4865.3337,5796.3445,6772.8239,4286.2193,4840.7421,5053.8697,2572.7166,2812.4564,3752.5537,2748.4863,6548.0010,3940.5850,-842.3907,-4929.5098,1482.7810,6280.1740,-5133.2825,3443.7352,-6882.5253,1940.1082,3960.1718,4350.0398,6072.5649,4578.8126,338.6686,5607.6102,1876.3378,-5696.4820,354.1003,4938.0091,2858.0263,-4239.7483,-5219.1511,-4667.6200,-5190.3823,-4985.2718,4909.3219,-125.9272,6750.1829,6168.9460,-4203.7746,5974.9064,786.8944,2941.5624,1136.7872,2213.4294,-331143.2598,-325010.9680,-332352.6250,-334318.1608,-325300.8380,-328662.5835,-330560.7977,-330590.6501,240385022.2845,240418712.7792,240408595.2618,240404844.2208,-331353.2094,240396661.3895,5308.4784,3036.4757,-3494.4918,4549.3699,3997.9658,3871.4739,-3441.7091,54.3858,640.7058,4505.1317,2768.1773,-539.7714,-5515.3804,-3543.1763,4996.5349,-3885.5954,-4739.1544,4688.2552,-2154.1128,4837.2011,-4152.1336,2563.8414,-5535.8178,-2831.6080,-1852.2705,-4629.5226,742.6015,5252.3210,267.8684,4448.1569,4649.2714,-5445.4614,4222.3569,-3281.9681,5321.5460,-2370.4848,4411.6447,5368.9572,3281.3336,-1595.6396,5395.9436,-3495.6062,-4868.1638,235.8630,-1639.9465,-46.4388,-883.1419,2473.8902,5825.1484,-6128.7042,2165.3563,-4024.2781,-497.7836,-5745.3369,4436.0231,3412.3927,601.3723,4604.3874,-4877.0916,-4541.7015,-4198.7329,-5496.0321,-4720.2849,-4982.5672,-1742.8971,-2917.7004,3569.8815,4577.3347,4008.8938,431.4223,-4387.3224,-4531.7626,-656.3963,-5482.2594,4730.3274,-2468.6490,2929.6374,103.1353,636.7057,-2612.2798,5145.8607,-3838.1869,-710.3729,2219.5662,4611.8933,-4125.2678,-209.1996,4672.6776,4553.4041,3605.6829,4362.3678,-5394.4421,-742.1658,-2319.0607,-4576.0671,3249.1806,-6872.9316,5358.0273,-6310.5821,1066.6529,157397.9221,157303.6411,158106.7702,157773.5948,163868.4958,157075.6670,147722.4228,158292.1528,-132295129.0737,-132293153.9629,-132313150.4024,-132289213.8709,157075.6830,-132296061.5121,
