sl_100_5400_20250710 Coordinates.csv
2025/07/10 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:02 2024,
Start: 2025/07/10 07:47:00.00, Stop: 2025/07/10 09:17:00.00,
TIME_UNITS,STARLINK-30499 - X-Coordinate,STARLINK-30192 - X-Coordinate,STARLINK-4630 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-4433 - X-Coordinate,STARLINK-32202 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-2473 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-5816 - X-Coordinate,STARLINK-5145 - X-Coordinate,STARLINK-4608 - X-Coordinate,STARLINK-4466 - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-30803 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-31972 - X-Coordinate,STARLINK-31360 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-31836 - X-Coordinate,STARLINK-30566 - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-1260 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-11165 [DTC] - X-Coordinate,STARLINK-4372 - X-Coordinate,STARLINK-6344 - X-Coordinate,STARLINK-1150 - X-Coordinate,STARLINK-32356 - X-Coordinate,STARLINK-11076 [DTC] - X-Coordinate,STARLINK-3056 - X-Coordinate,STARLINK-30350 - X-Coordinate,STARLINK-3685 - X-Coordinate,STARLINK-11273 [DTC] - X-Coordinate,STARLINK-30617 - X-Coordinate,STARLINK-31798 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-3271 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-3661 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-30159 - X-Coordinate,STARLINK-30376 - X-Coordinate,STARLINK-30441 - X-Coordinate,STARLINK-1300 - X-Coordinate,STARLINK-1487 - X-Coordinate,STARLINK-31238 - X-Coordinate,STARLINK-4046 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-1701 - X-Coordinate,STARLINK-4767 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-5070 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-31654 - X-Coordinate,STARLINK-2309 - X-Coordinate,STARLINK-31133 - X-Coordinate,STARLINK-6048 - X-Coordinate,STARLINK-4361 - X-Coordinate,STARLINK-32040 - X-Coordinate,STARLINK-30846 - X-Coordinate,STARLINK-6331 - X-Coordinate,STARLINK-4012 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-2405 - X-Coordinate,STARLINK-32130 - X-Coordinate,STARLINK-4388 - X-Coordinate,STARLINK-30153 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-1046 - X-Coordinate,STARLINK-31472 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-2034 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-6252 - X-Coordinate,STARLINK-1407 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-6078 - X-Coordinate,STARLINK-3771 - X-Coordinate,STARLINK-1806 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-30311 - X-Coordinate,STARLINK-31663 - X-Coordinate,STARLINK-1255 - X-Coordinate,STARLINK-31078 - X-Coordinate,STARLINK-4639 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-30252 - X-Coordinate,STARLINK-30056 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-5323 - X-Coordinate,STARLINK-1773 - X-Coordinate,STARLINK-2594 - X-Coordinate,STARLINK-2361 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30499 - Y-Coordinate,STARLINK-30192 - Y-Coordinate,STARLINK-4630 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-4433 - Y-Coordinate,STARLINK-32202 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-2473 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-5816 - Y-Coordinate,STARLINK-5145 - Y-Coordinate,STARLINK-4608 - Y-Coordinate,STARLINK-4466 - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-30803 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-31972 - Y-Coordinate,STARLINK-31360 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-31836 - Y-Coordinate,STARLINK-30566 - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-1260 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-11165 [DTC] - Y-Coordinate,STARLINK-4372 - Y-Coordinate,STARLINK-6344 - Y-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-32356 - Y-Coordinate,STARLINK-11076 [DTC] - Y-Coordinate,STARLINK-3056 - Y-Coordinate,STARLINK-30350 - Y-Coordinate,STARLINK-3685 - Y-Coordinate,STARLINK-11273 [DTC] - Y-Coordinate,STARLINK-30617 - Y-Coordinate,STARLINK-31798 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-3271 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-3661 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-30159 - Y-Coordinate,STARLINK-30376 - Y-Coordinate,STARLINK-30441 - Y-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-1487 - Y-Coordinate,STARLINK-31238 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-1701 - Y-Coordinate,STARLINK-4767 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-5070 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-31654 - Y-Coordinate,STARLINK-2309 - Y-Coordinate,STARLINK-31133 - Y-Coordinate,STARLINK-6048 - Y-Coordinate,STARLINK-4361 - Y-Coordinate,STARLINK-32040 - Y-Coordinate,STARLINK-30846 - Y-Coordinate,STARLINK-6331 - Y-Coordinate,STARLINK-4012 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-2405 - Y-Coordinate,STARLINK-32130 - Y-Coordinate,STARLINK-4388 - Y-Coordinate,STARLINK-30153 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-1046 - Y-Coordinate,STARLINK-31472 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-6252 - Y-Coordinate,STARLINK-1407 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-6078 - Y-Coordinate,STARLINK-3771 - Y-Coordinate,STARLINK-1806 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-30311 - Y-Coordinate,STARLINK-31663 - Y-Coordinate,STARLINK-1255 - Y-Coordinate,STARLINK-31078 - Y-Coordinate,STARLINK-4639 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-30252 - Y-Coordinate,STARLINK-30056 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-5323 - Y-Coordinate,STARLINK-1773 - Y-Coordinate,STARLINK-2594 - Y-Coordinate,STARLINK-2361 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30499 - Z-Coordinate,STARLINK-30192 - Z-Coordinate,STARLINK-4630 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-4433 - Z-Coordinate,STARLINK-32202 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-2473 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-5816 - Z-Coordinate,STARLINK-5145 - Z-Coordinate,STARLINK-4608 - Z-Coordinate,STARLINK-4466 - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-30803 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-31972 - Z-Coordinate,STARLINK-31360 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-31836 - Z-Coordinate,STARLINK-30566 - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-1260 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-11165 [DTC] - Z-Coordinate,STARLINK-4372 - Z-Coordinate,STARLINK-6344 - Z-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-32356 - Z-Coordinate,STARLINK-11076 [DTC] - Z-Coordinate,STARLINK-3056 - Z-Coordinate,STARLINK-30350 - Z-Coordinate,STARLINK-3685 - Z-Coordinate,STARLINK-11273 [DTC] - Z-Coordinate,STARLINK-30617 - Z-Coordinate,STARLINK-31798 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-3271 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-3661 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-30159 - Z-Coordinate,STARLINK-30376 - Z-Coordinate,STARLINK-30441 - Z-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-1487 - Z-Coordinate,STARLINK-31238 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-1701 - Z-Coordinate,STARLINK-4767 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-5070 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-31654 - Z-Coordinate,STARLINK-2309 - Z-Coordinate,STARLINK-31133 - Z-Coordinate,STARLINK-6048 - Z-Coordinate,STARLINK-4361 - Z-Coordinate,STARLINK-32040 - Z-Coordinate,STARLINK-30846 - Z-Coordinate,STARLINK-6331 - Z-Coordinate,STARLINK-4012 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-2405 - Z-Coordinate,STARLINK-32130 - Z-Coordinate,STARLINK-4388 - Z-Coordinate,STARLINK-30153 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-1046 - Z-Coordinate,STARLINK-31472 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-6252 - Z-Coordinate,STARLINK-1407 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-6078 - Z-Coordinate,STARLINK-3771 - Z-Coordinate,STARLINK-1806 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-30311 - Z-Coordinate,STARLINK-31663 - Z-Coordinate,STARLINK-1255 - Z-Coordinate,STARLINK-31078 - Z-Coordinate,STARLINK-4639 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-30252 - Z-Coordinate,STARLINK-30056 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-5323 - Z-Coordinate,STARLINK-1773 - Z-Coordinate,STARLINK-2594 - Z-Coordinate,STARLINK-2361 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4832.1713,-3742.2793,4237.5659,-2070.6166,3302.1849,-343.8709,-4189.4190,922.1204,4096.1445,-156.3082,-5804.7304,2381.5144,5044.4168,-3280.3027,6018.6070,-2030.0965,-1241.0361,-3756.4817,5914.9615,3259.5056,5911.0132,-4464.5191,1161.8341,6027.0264,4106.1322,4178.6076,4653.7990,199.0179,5521.4091,-5021.2514,3596.1274,853.2496,-3822.2443,-6755.7007,5820.5375,-6656.6251,-6429.4778,-6761.4389,2752.4786,252.4602,5964.9098,4767.9042,6008.0948,-553.8650,2971.0584,-402.0284,2832.3501,3710.9058,3318.7270,-5543.2528,-3031.1179,1169.7387,3521.9221,1534.8450,5603.4803,3678.6379,1493.6670,6031.9814,2420.2706,6314.1398,3057.9353,-2755.9536,3811.1727,-598.3753,-4743.3389,-6442.1595,-4683.7950,-174.6289,4804.3404,835.6118,-3174.1453,2160.7788,-3346.1951,920.5637,-5534.4800,3828.9101,-5902.9073,-11.3669,-779.1306,3820.1026,-5618.2034,-885.9016,-4189.9380,-5220.1989,1881.3019,2143.4454,4984.0235,-4647.1857,-4361.1027,-2873.2992,536.0972,2114.1141,-6242.5664,-5119.8879,3917.0437,-4708.1184,-2755.5113,2221.7847,4629.6888,258.4889,167555.2851,194963.6872,182371.7876,178239.5139,185968.2939,182801.5756,185844.6000,181584.2487,145854896.5568,145921857.6899,145887408.5270,145886999.9791,182983.7479,145874376.0457,1466.9694,5176.4594,-1406.9563,5759.7255,5881.2639,6898.9740,179.0883,-6011.4115,4188.6513,-6426.1537,935.0936,-6527.8728,-2015.7297,-3110.3093,-2842.9688,6508.5090,5216.5516,-5792.5174,1331.9337,2646.0654,-1464.6810,-5099.7821,-6759.5399,3394.2999,-786.5550,597.5379,-1479.9177,941.1073,1010.3139,-239.9135,-3763.6206,4304.2663,-371.2420,-969.6384,-3377.0315,-251.9297,-2112.9333,-264.5849,3740.0988,-4913.2125,-2720.4359,-4585.5723,2006.3231,-5824.0289,5771.3566,5418.7123,-4593.4013,5777.8648,-4096.8352,-2122.7598,-3887.2696,-6470.1928,2232.3921,6732.5446,1096.7869,2133.5772,4902.5908,-3438.7958,6159.9252,278.6230,-6113.8017,4299.0507,2564.7773,6450.1416,-935.1779,2525.5586,-2116.4424,5846.7985,4970.6993,5253.6709,-5811.3082,-134.5791,-3900.0916,-4846.4130,-3828.7372,-3888.2365,675.3406,-6130.0088,4558.8901,-1960.2170,3346.6030,-4171.8545,-2856.2656,-3753.6079,4316.1847,-3574.4624,4797.1000,-4069.1297,5152.9841,-5408.9902,6031.1679,-4105.3622,1583.3556,1269.5762,4615.5770,1956.0983,849.4370,3870.1741,4941.7344,4740.4904,-297695.4584,-299895.5710,-302025.6148,-298916.7097,-302182.0076,-300732.8799,-292770.3279,-297235.9470,256333482.5292,256327838.9254,256327774.1431,256328319.4102,-296105.2432,256328260.3472,4634.5189,-2717.6531,-5318.7824,-3267.0201,1600.2899,-662.1049,5372.7476,3355.6907,3699.2456,2522.7201,-3456.1325,82.0304,4275.0174,5228.6770,-1960.8502,-749.3716,-4274.0969,404.7830,-3125.7769,-5223.9303,2873.0909,-820.5835,1336.5815,-36.0043,5481.6861,-5391.8668,-4530.0306,6843.3487,4064.3913,4723.3533,-4439.3948,5080.9679,-5801.9256,-1246.8088,1580.7501,787.7650,-776.7848,-853.4117,5019.0789,4847.8842,-2201.4977,-2021.8698,-2782.7942,3726.1955,2442.5733,4300.7870,4346.8571,-896.9747,-4184.0242,-3405.7418,-4855.1086,-2146.0006,5513.3061,-373.9645,3908.4813,-5460.9550,-4679.4768,282.2169,-2035.0639,2550.5024,1059.7758,4577.9669,5206.8523,-2494.0856,-4864.8483,-419.8901,-4660.8343,-3690.1277,493.3064,-4421.3420,1627.5336,-6596.8908,4643.2572,-4854.5916,-1590.4282,4260.0574,-3323.1769,3173.7909,5144.9215,-5325.7465,-2313.2501,-5450.3431,4721.7357,-2610.3510,5054.9504,-5528.8721,17.3090,3148.2238,968.6482,-3208.9546,3216.2461,5143.2703,2553.6125,4496.2074,-3393.9837,4573.8591,6312.2642,-5298.1242,-1380.5471,-5030.3708,-179484.1876,-182961.1154,-183250.9421,-175984.0945,-177500.6962,-188215.0332,-188399.5934,-181424.3021,38370378.9850,38367630.0809,38347269.1228,38362521.1834,-181733.1205,38367114.1883,
300.000,5400.9441,-2554.4685,2580.4457,-562.0435,4324.5694,-751.3349,-3517.3715,-33.7275,4791.3829,-1461.6933,-5832.4578,1688.5652,3375.4749,-4964.3178,5313.0734,-830.8393,611.6797,-4518.7827,6568.9539,4028.9854,5974.7580,-5012.8373,-442.1992,6320.1576,3757.7222,3889.7718,4731.8336,-1817.4639,6163.7911,-5737.9417,2854.0975,2881.2636,-2328.4527,-6909.6987,5266.3089,-6553.6601,-6283.1337,-6664.8322,3700.3466,-1598.7469,4635.1020,3283.0646,6775.7473,-1387.0476,4046.0250,1630.9186,1274.8979,4666.5253,1301.7255,-5350.9279,-4801.6398,-246.9253,4638.6224,2607.3517,4779.9116,4236.7976,3385.7175,5495.1444,3305.7169,5550.5218,1688.5174,-1017.5856,5392.8074,-926.0831,-5688.9073,-5669.9064,-5128.3269,1338.4123,5571.5910,2292.6867,-3913.9592,173.6368,-4949.0624,-1047.5093,-5636.0881,1875.8346,-6006.1605,-1377.9358,1281.5663,3173.1558,-4941.3093,-2965.8296,-5243.0633,-6335.2041,3213.0999,171.5311,5560.5291,-5123.8602,-3120.4649,-3618.8902,2277.1753,-30.0954,-6042.4397,-4791.4552,4691.3257,-3426.9919,-3231.1058,4146.4547,5063.8988,2078.0793,173872.5637,201064.9244,188430.4800,184435.9190,192189.0735,189025.2055,191963.8963,188002.0770,140223360.2611,140290346.6100,140255567.0131,140255341.7086,189169.6328,140242821.7069,-577.3685,6316.0576,-310.7867,6621.8311,4542.1631,6293.0303,2268.9267,-4842.7088,2289.2439,-6703.9706,2736.4077,-6433.2571,-3084.7134,-2033.0557,-2029.5976,6721.4796,4469.0754,-4761.3772,-276.7599,572.8615,-2880.5152,-3869.4225,-6418.3696,2187.6200,-2887.2789,-1571.0759,-3329.6449,1918.9363,-793.0460,1451.9394,-5365.6498,4380.7477,1113.4096,536.6718,-4474.7334,979.3180,-777.4493,1255.1327,1812.7826,-3930.8422,-3530.2934,-4925.0805,875.5482,-6554.3111,4315.9358,4821.6387,-5834.0854,5032.0992,-4224.6863,-138.2306,-3299.0304,-5850.3131,406.2025,6037.7820,-622.9776,31.3489,3875.6557,-3844.1162,4914.7210,-1413.1479,-6113.0889,5467.7837,2390.2346,5269.7118,703.2070,3824.8447,-9.6819,4768.9103,3610.0240,3868.7729,-4532.9878,947.3628,-2555.8027,-4136.0703,-2385.1208,-4201.4538,2449.5881,-6589.8349,3965.0813,-3927.9276,4790.1243,-3937.8133,-999.1141,-2562.6243,2651.7880,-4460.1501,3692.7131,-2201.6306,6037.6565,-3813.6359,6175.2570,-4148.9040,3197.5352,3279.4802,2808.6172,3707.2166,2831.4420,3249.0482,3592.0488,3643.5781,-294196.4140,-295786.7729,-298124.7444,-294964.6849,-298295.8436,-296889.0938,-288898.3963,-293377.9045,259461816.0970,259457280.3217,259456693.8853,259457307.2090,-292199.8401,259456690.8004,4181.9718,-1325.0239,-6440.1415,-1990.3242,2949.2938,-2830.1891,5378.6018,4975.1919,4449.1387,795.0155,-2234.4457,-2020.3039,5182.0478,4360.3266,-3978.7272,1072.9435,-5165.0682,2170.2358,-1813.0598,-5325.3502,1173.2269,-2555.3647,2725.2163,1758.0393,5008.0273,-5412.1441,-3299.0142,6385.4347,3069.7785,3545.7345,-3140.2069,4195.3153,-6462.0696,290.3814,-222.4463,-1054.2520,-2517.7469,704.7241,5455.7730,5447.9743,-3727.4497,-3581.4826,-1083.6078,1805.6458,3617.1043,4701.6053,3517.4011,915.1001,-5076.1085,-4264.6832,-3731.9460,-3682.6718,5109.7111,-2142.1446,4961.8890,-5473.3663,-4656.1448,-1828.9284,-3587.9728,3691.0078,2757.4592,4014.6761,3667.0207,-4424.1652,-3765.2738,1121.5409,-4673.4377,-4827.6355,1983.7468,-5256.2317,3255.8036,-6876.4618,4117.4170,-5450.0618,-3221.7659,5170.5535,-2062.3768,1533.9260,5521.4542,-4615.1620,-859.9003,-4857.1109,4418.9379,-1199.9661,5509.3271,-5293.1932,1808.4368,4116.5481,-587.9450,-4491.9129,1927.2733,5527.2852,1133.9492,3787.1401,-4274.8374,4628.7675,5451.0978,-4498.1113,-3038.3839,-5500.2216,-179476.6008,-182928.4486,-183135.2496,-176065.3055,-177315.9611,-187996.0673,-188529.9329,-180944.8160,38366799.1278,38363597.3200,38343348.2078,38358351.8653,-181693.6394,38363282.8751,
600.000,5464.7399,-1132.3838,604.7892,982.3296,4955.3675,-1037.8169,-2539.9394,-1047.4109,5065.1590,-2612.3300,-5281.1072,799.2430,1386.7179,-6167.6132,4006.1823,465.3817,2439.1116,-4852.4816,6558.8175,4418.1536,5400.7873,-5066.7161,-2028.3147,5994.0641,3089.9803,3264.9349,4315.8961,-3676.2839,6227.6456,-5906.6847,1854.4883,4579.0878,-654.9752,-6394.6594,4185.6391,-5733.8927,-5494.1882,-5886.9949,4327.5965,-3329.0835,2838.3483,1452.2588,6869.0201,-2055.6407,4764.4299,3526.0803,-375.8048,5167.4750,-869.0309,-4656.1349,-6091.1361,-1676.6884,5339.4461,3444.3941,3521.0913,4435.6395,4971.9869,4388.2221,3904.1994,4237.9058,125.3627,792.5369,6416.8847,-1091.8868,-6080.0142,-4342.9917,-5122.2223,2765.4796,5812.9255,3573.5325,-4283.0304,-1875.0062,-6088.7304,-2942.9542,-5203.5866,-271.1721,-5506.6077,-2590.3535,3238.9168,2253.3777,-3792.3218,-4747.1404,-5821.8839,-6835.2787,4278.6483,-1788.3427,5598.0539,-5143.0384,-1556.7430,-4055.8020,3775.1484,-2176.8326,-5262.4110,-4035.0266,5054.4655,-1838.1163,-3445.3818,5663.1751,5022.5796,3730.8844,180118.6820,207077.0726,194407.0727,190549.0027,198326.2531,195168.2246,198000.4661,194420.9278,134524765.3744,134591750.0027,134556644.4685,134556583.1456,195272.2295,134544205.0730,-2544.4886,6843.2550,738.6302,6848.0006,2756.1110,5005.4792,4141.9197,-3205.9231,167.6221,-6314.5345,4243.4773,-5694.6614,-3903.7285,-801.4395,-1045.5430,6250.2732,3312.7700,-3243.8428,-1840.4166,-1542.0921,-3973.6043,-2221.9177,-5480.4561,745.8271,-4699.0736,-3586.9695,-4788.1715,2607.0452,-2496.6347,2967.9887,-6412.4881,4027.5527,2550.9009,1993.8680,-5128.3604,2115.9366,665.5756,2653.6537,-280.2363,-2605.4938,-4031.1343,-4810.8286,-330.1100,-6622.2349,2441.6708,3798.3347,-6524.7977,3780.8080,-3955.3283,1880.9875,-2425.3283,-4667.3161,-1423.6231,4738.4094,-2321.8467,-2057.6381,2515.0206,-3879.8795,3178.2692,-2992.3689,-5522.0460,6115.0368,2020.3137,3521.6970,2235.1832,4762.8632,2088.4971,3246.0915,1886.9368,2131.0467,-2772.5223,1841.3379,-999.5566,-3069.9190,-679.0216,-4156.8871,3957.3160,-6396.7844,3036.3709,-5496.3384,5764.6243,-3368.5081,928.4816,-1135.0906,755.8135,-4957.3910,2206.1805,-111.1768,6309.6643,-1836.4216,5712.0225,-3842.7396,4492.6106,4964.8260,729.4569,5113.4803,4499.3444,2357.6900,1865.8494,2234.0286,-290562.9014,-291553.5332,-294091.7910,-290881.8327,-294276.8192,-292912.3978,-284901.3637,-289293.5354,262466441.9719,262463014.6650,262461891.9524,262462580.2533,-288165.2612,262461412.5549,3267.2883,209.0122,-6879.0465,-500.9603,3982.4165,-4696.5541,4780.7580,6065.8758,4722.6669,-1018.7993,-761.4993,-3908.1064,5530.8293,3022.1441,-5572.9001,2776.5041,-5486.5893,3701.4411,-296.5312,-4798.7930,-663.5739,-4004.0879,3828.8620,3362.4023,3990.9387,-4833.4018,-1670.5456,5240.9027,1746.5485,1983.4986,-1491.4761,2816.7997,-6441.3955,1796.5007,-2001.6483,-2771.8404,-3974.9682,2183.5215,5285.8942,5460.0301,-4852.1297,-4755.7330,732.3757,-307.7696,4405.0543,4599.5009,2311.4372,2628.7533,-5376.8844,-4650.1054,-2207.3455,-4822.9735,4156.0870,-3679.4465,5482.1426,-4899.0396,-4137.0117,-3745.8438,-4755.9457,4416.0249,4157.8662,3008.4491,1737.2787,-5883.6469,-2250.0063,2542.7318,-4188.0628,-5446.0604,3261.4373,-5526.4872,4517.8755,-6427.5096,3150.3622,-5461.2460,-4506.0348,5526.4875,-568.3775,-272.1969,5305.0890,-3391.7015,685.4295,-3742.5196,3643.3137,338.6092,5369.4859,-4490.4913,3404.4839,4644.6831,-2078.4790,-5291.3487,425.1742,5316.2053,-407.3365,2673.0686,-4700.3958,4171.1755,4010.3324,-3216.3773,-4368.2880,-5379.3388,-179469.1643,-182895.3937,-183016.7042,-176151.5293,-177134.7668,-187771.2592,-188654.4661,-180519.7515,38363217.5027,38359564.3697,38339432.9146,38354190.1392,-181654.0502,38359451.3838,
