sl_100_86400_20250209 Coordinates.csv
2025/02/09 07:47:00.0000 UTC

Generated: Tue Oct  8 16:21:42 2024,
Start: 2025/02/09 07:47:00.00, Stop: 2025/02/10 07:47:00.00,
TIME_UNITS,STARLINK-6060 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-3922 - X-Coordinate,STARLINK-5352 - X-Coordinate,STARLINK-6184 - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-1960 - X-Coordinate,STARLINK-3748 - X-Coordinate,STARLINK-5731 - X-Coordinate,STARLINK-1102 - X-Coordinate,STARLINK-6143 - X-Coordinate,STARLINK-3282 - X-Coordinate,STARLINK-6063 - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-5009 - X-Coordinate,STARLINK-31972 - X-Coordinate,STARLINK-4685 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-31272 - X-Coordinate,STARLINK-31879 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-2222 - X-Coordinate,STARLINK-31778 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-31585 - X-Coordinate,STARLINK-5270 - X-Coordinate,STARLINK-2198 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-4415 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-3966 - X-Coordinate,STARLINK-30602 - X-Coordinate,STARLINK-5858 - X-Coordinate,STARLINK-2352 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-31173 - X-Coordinate,STARLINK-6061 - X-Coordinate,STARLINK-5839 - X-Coordinate,STARLINK-11146 [DTC] - X-Coordinate,STARLINK-3850 - X-Coordinate,STARLINK-3233 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-1791 - X-Coordinate,STARLINK-31374 - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-30873 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-1843 - X-Coordinate,STARLINK-31773 - X-Coordinate,STARLINK-4009 - X-Coordinate,STARLINK-2463 - X-Coordinate,STARLINK-30073 - X-Coordinate,STARLINK-4345 - X-Coordinate,STARLINK-31763 - X-Coordinate,STARLINK-5215 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-30988 - X-Coordinate,STARLINK-2292 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-4635 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-6348 - X-Coordinate,STARLINK-5960 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-1707 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-2013 - X-Coordinate,STARLINK-5386 - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-5018 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-31126 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-11260 [DTC] - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-2192 - X-Coordinate,STARLINK-11176 [DTC] - X-Coordinate,STARLINK-4416 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-30912 - X-Coordinate,STARLINK-1138 - X-Coordinate,STARLINK-2184 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-31860 - X-Coordinate,STARLINK-4525 - X-Coordinate,STARLINK-1142 - X-Coordinate,STARLINK-3354 - X-Coordinate,STARLINK-3901 - X-Coordinate,STARLINK-4691 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-3922 - Y-Coordinate,STARLINK-5352 - Y-Coordinate,STARLINK-6184 - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-1960 - Y-Coordinate,STARLINK-3748 - Y-Coordinate,STARLINK-5731 - Y-Coordinate,STARLINK-1102 - Y-Coordinate,STARLINK-6143 - Y-Coordinate,STARLINK-3282 - Y-Coordinate,STARLINK-6063 - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-5009 - Y-Coordinate,STARLINK-31972 - Y-Coordinate,STARLINK-4685 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-31272 - Y-Coordinate,STARLINK-31879 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-2222 - Y-Coordinate,STARLINK-31778 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-31585 - Y-Coordinate,STARLINK-5270 - Y-Coordinate,STARLINK-2198 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-4415 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-3966 - Y-Coordinate,STARLINK-30602 - Y-Coordinate,STARLINK-5858 - Y-Coordinate,STARLINK-2352 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-31173 - Y-Coordinate,STARLINK-6061 - Y-Coordinate,STARLINK-5839 - Y-Coordinate,STARLINK-11146 [DTC] - Y-Coordinate,STARLINK-3850 - Y-Coordinate,STARLINK-3233 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-1791 - Y-Coordinate,STARLINK-31374 - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-30873 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-1843 - Y-Coordinate,STARLINK-31773 - Y-Coordinate,STARLINK-4009 - Y-Coordinate,STARLINK-2463 - Y-Coordinate,STARLINK-30073 - Y-Coordinate,STARLINK-4345 - Y-Coordinate,STARLINK-31763 - Y-Coordinate,STARLINK-5215 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-30988 - Y-Coordinate,STARLINK-2292 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-4635 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-6348 - Y-Coordinate,STARLINK-5960 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-1707 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-2013 - Y-Coordinate,STARLINK-5386 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-5018 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-31126 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-11260 [DTC] - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-2192 - Y-Coordinate,STARLINK-11176 [DTC] - Y-Coordinate,STARLINK-4416 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,STARLINK-1138 - Y-Coordinate,STARLINK-2184 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-31860 - Y-Coordinate,STARLINK-4525 - Y-Coordinate,STARLINK-1142 - Y-Coordinate,STARLINK-3354 - Y-Coordinate,STARLINK-3901 - Y-Coordinate,STARLINK-4691 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-3922 - Z-Coordinate,STARLINK-5352 - Z-Coordinate,STARLINK-6184 - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-1960 - Z-Coordinate,STARLINK-3748 - Z-Coordinate,STARLINK-5731 - Z-Coordinate,STARLINK-1102 - Z-Coordinate,STARLINK-6143 - Z-Coordinate,STARLINK-3282 - Z-Coordinate,STARLINK-6063 - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-5009 - Z-Coordinate,STARLINK-31972 - Z-Coordinate,STARLINK-4685 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-31272 - Z-Coordinate,STARLINK-31879 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-2222 - Z-Coordinate,STARLINK-31778 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-31585 - Z-Coordinate,STARLINK-5270 - Z-Coordinate,STARLINK-2198 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-4415 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-3966 - Z-Coordinate,STARLINK-30602 - Z-Coordinate,STARLINK-5858 - Z-Coordinate,STARLINK-2352 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-31173 - Z-Coordinate,STARLINK-6061 - Z-Coordinate,STARLINK-5839 - Z-Coordinate,STARLINK-11146 [DTC] - Z-Coordinate,STARLINK-3850 - Z-Coordinate,STARLINK-3233 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-1791 - Z-Coordinate,STARLINK-31374 - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-30873 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-1843 - Z-Coordinate,STARLINK-31773 - Z-Coordinate,STARLINK-4009 - Z-Coordinate,STARLINK-2463 - Z-Coordinate,STARLINK-30073 - Z-Coordinate,STARLINK-4345 - Z-Coordinate,STARLINK-31763 - Z-Coordinate,STARLINK-5215 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-30988 - Z-Coordinate,STARLINK-2292 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-4635 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-6348 - Z-Coordinate,STARLINK-5960 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-1707 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-2013 - Z-Coordinate,STARLINK-5386 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-5018 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-31126 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-11260 [DTC] - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-2192 - Z-Coordinate,STARLINK-11176 [DTC] - Z-Coordinate,STARLINK-4416 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,STARLINK-1138 - Z-Coordinate,STARLINK-2184 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-31860 - Z-Coordinate,STARLINK-4525 - Z-Coordinate,STARLINK-1142 - Z-Coordinate,STARLINK-3354 - Z-Coordinate,STARLINK-3901 - Z-Coordinate,STARLINK-4691 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3211.2207,4978.1683,6872.8215,-2099.2350,2361.8861,-5985.4239,3631.1522,-1822.3750,6405.2787,3931.0946,6485.2645,4439.9613,5107.7277,4701.1150,-6510.8270,-5435.2724,-4276.6633,1419.7447,1854.7323,-1533.9345,-1678.0088,-1958.6548,498.3008,-1091.1559,681.3125,5067.2455,-4544.6351,5329.0168,1311.7420,-3959.5961,4001.9164,-2784.1085,-293.5133,-1091.2555,-1784.6490,-4993.8829,-4606.3017,-4786.5936,-4390.9536,-4752.4632,5471.4971,5640.5092,-6891.4105,5832.7814,3390.2194,-4867.4149,6127.5137,-4564.3373,2636.2498,1934.5228,461.2287,-5532.6689,-2568.7896,2271.1176,-4347.9640,4348.9679,-4989.8314,3204.7767,4961.4416,4367.4356,1312.4767,5948.3715,6005.5470,4754.8239,4638.0561,6020.2641,-2014.1549,-5464.0917,-5257.7583,1137.8311,3637.2464,3285.0100,-5207.8523,4498.0875,-1309.6538,-1682.4437,-6038.6705,3650.5982,5180.1408,-6384.3312,-5298.8665,1445.3085,-3677.0447,4288.1984,3871.7600,-4345.3010,-6149.2869,2344.4066,-3546.9529,-6971.0803,-3391.7918,-4767.3239,3190.1334,-17.2639,-211.2617,2152.1530,5380.7953,6805.5049,6818.9007,3713.3347,317708.5640,290945.9314,297860.4584,303698.3643,295553.0464,299248.4754,300538.9569,300302.0953,80507225.0919,80490358.4623,80478644.4559,80495774.4294,301295.0936,80501435.3722,-1183.1666,-368.5080,-619.2241,6610.6553,-4683.3267,3484.1423,3426.7608,3880.3283,633.6485,-1179.5666,2435.2906,5161.8384,4656.8316,4866.6909,-261.6098,-4115.4730,1421.1187,-5651.0416,6395.4487,-5791.1540,-3740.3565,4990.8544,-5471.5788,-5124.4501,4090.4727,-215.1345,-4700.7052,3124.8121,-5573.1867,600.2785,-1179.1959,-4563.5438,6931.9728,-5065.0660,-4822.5627,-1826.6066,-4508.9331,1869.6657,908.5748,-4857.3046,2790.7533,3098.5950,161.7664,1988.3820,-4139.1260,-768.5955,2855.3226,1342.6738,-4767.2166,-5713.3253,5048.4889,-3614.6152,-3936.1455,-5863.8476,-4319.9513,1225.2874,-3709.4598,1087.9065,2150.5241,501.8593,4425.5634,1381.9126,2216.8992,-4849.8024,3237.7515,177.2745,4486.8128,3044.6113,1374.3440,5600.2368,-3962.0269,-5377.7625,-756.4444,-4521.2669,4839.8998,-4864.4541,2892.7517,-4583.8524,72.0970,832.2959,1825.6000,6761.5514,2213.5110,-5265.2395,-4085.0001,4183.5104,3217.8144,5538.8000,-3659.1216,-296.1463,5745.5223,-1725.0172,-2841.2907,-5008.8976,5288.6604,-4305.9002,3289.6757,-1200.1544,-92.9345,5615.5310,-144634.7988,-167667.3502,-147048.3435,-146986.8853,-148277.8209,-147830.5841,-156257.0856,-153261.4417,-54608276.4826,-54626924.5001,-54628754.9083,-54622941.5499,-151813.9568,-54625506.3202,-6059.0759,-4795.2803,-504.1641,13.8894,4529.0844,398.3802,4786.8001,-5401.9433,2572.3439,-5411.8199,358.2957,1214.4623,743.9790,-1449.0283,-2334.3154,-197.7350,5238.3099,3739.7870,-1668.4848,3245.4490,5468.8859,-4386.1655,4032.4480,4533.3841,-5541.4154,-4711.5465,1926.5690,2933.9681,3699.3525,-5688.6892,-5530.3065,4407.3256,116.4822,4574.4983,-4661.2978,4411.6273,2557.1839,-4672.3161,5264.4697,-1331.2139,-3070.9365,2620.3369,758.7588,2743.0898,-4394.5857,4844.8377,-1624.8173,5006.6939,3727.7085,-3405.7466,4723.8302,2146.5541,-5058.2021,-2659.6940,-3216.8951,-5249.8907,3067.4244,6051.4916,-4163.7402,5329.6180,-5158.9377,-3050.6434,-2677.4993,-1242.0698,-4050.2686,-3411.5365,4854.9239,-3014.8090,4298.7878,-3936.7165,4342.4967,-2843.6897,-4523.6350,2715.9664,-4783.2022,4639.2542,-1334.5041,-3679.7463,-4617.1799,2569.3532,3950.7698,212.2531,-5147.7439,-682.1654,-4025.0809,-2797.4224,228.0464,-3424.2489,-4690.0695,361.3110,-1634.3762,-4721.8295,-5455.2653,-4640.7106,-4309.7304,4956.3916,-2791.8618,-295.8666,-1165.2898,1580.2659,182446.3849,179963.5546,177093.9882,184998.1914,182793.1829,172081.0455,172532.1675,178572.5659,47919785.8681,47898632.7766,47916913.7346,47934573.0389,178888.7832,47929112.8403,
3600.000,922.7677,-2268.9017,-5477.5258,-401.7112,1656.2532,3941.5115,-4362.2044,-2572.1572,-4534.6883,-1902.0422,-6194.5768,-5068.0429,-4322.3028,-5339.7145,6475.5240,5618.7026,1347.1543,2448.7134,-3971.1903,4391.1434,5600.3137,-2078.1391,3799.7409,4633.4997,-4701.5146,-2399.8474,5060.4078,-4077.4553,3053.9100,6352.6199,-2552.7348,5282.5440,2116.8842,3693.7751,5149.2932,6889.2353,6209.6291,3553.1799,1964.8107,4591.8234,-4833.5389,-5782.3486,5914.3272,-6371.5509,-2374.3159,6568.5624,-5595.6561,1397.1945,3051.5128,424.9863,-4269.0219,3500.3877,5785.6736,1356.4656,5909.3649,-6306.9113,6646.9291,-4675.1303,-6681.2813,-3355.9584,-4621.1156,-6626.7370,-6874.6731,-1814.2208,-2498.5314,-6681.0870,108.4766,4502.0715,2741.5034,-4063.1246,-2775.7984,263.5553,6056.8751,-2932.1018,-866.3940,5074.3252,2763.6538,360.9597,-5448.9224,3863.2871,4690.8835,-2718.7370,-707.0894,-904.1080,-3041.8949,2357.0169,5093.0778,-4235.8482,4331.4625,2742.9465,970.9200,3642.5670,-1247.3039,4384.5640,-4132.5964,2243.5615,-4286.1944,-4850.3699,-5940.5763,-4659.1391,343000.9656,323100.3020,327678.4540,332596.8662,323777.4200,327103.3076,329514.3551,330343.7620,91959918.1540,91946855.1814,91935588.8501,91944826.3547,329908.1936,91954151.7320,3327.5884,3795.5221,2099.4018,-6045.5535,5321.8415,-4799.9600,859.4074,-4562.4617,2462.2583,5449.0799,-7.5338,-3569.3960,-3668.8067,-3310.8679,-1313.8632,917.7691,-4692.8705,4495.7538,-3451.4364,5185.0280,1781.8308,-3693.8066,3665.8270,3111.1781,-3408.8914,3649.8942,737.6927,841.3311,4112.1534,-2212.5806,5045.2071,1320.1602,-4563.3817,5781.2828,2615.4963,101.6416,2909.1245,-5302.4000,-4527.4451,1971.0528,1340.9525,-3072.8467,-2285.9538,64.5529,6473.0085,-1658.7385,-2452.6394,-4425.4037,4326.2418,6911.4913,-4312.9999,1275.9403,3299.9056,3971.4296,3433.8564,1601.3147,1939.1407,-4733.6724,967.7115,3752.3028,-4709.2506,1387.1149,-58.9312,4635.8298,211.6067,1589.5208,-6769.7680,-5261.1143,-4601.9779,-5554.4109,6317.1162,4307.6625,-2594.9309,6224.3140,-6746.1691,2699.2481,-3795.2140,4126.7271,3500.8524,-3422.0570,-4962.4954,-5058.0390,-5311.9551,5442.3475,6209.8168,-5657.9963,-471.7631,-5406.1362,-594.7524,-3464.2759,-6413.7409,-2446.4497,6066.6779,4141.2676,-3594.9575,3978.0570,325.6540,2566.8691,1633.0577,-4310.6140,-60550.7175,-90272.9574,-66430.9035,-67882.6913,-68751.1757,-67923.8690,-75652.5678,-70488.3866,-31840636.6451,-31860382.9970,-31868318.0788,-31863648.7734,-72092.0185,-31858943.1422,6023.5869,5309.1655,-3671.4062,3364.1357,-4136.2474,3078.8328,-5313.3599,4469.0243,-4640.8312,3564.9908,3110.5799,3064.0357,4011.7369,-2899.3701,-2054.4944,3745.9203,-4907.3803,-4675.5892,4395.5507,569.9817,-3511.9495,5464.5447,-4325.6973,-4123.4045,3746.7919,5354.4090,-4517.0861,-5434.1502,-4513.3154,1748.4061,3984.0364,-4301.4423,4771.6405,-910.5533,3831.7607,-624.6355,1039.2987,2718.8800,-4861.2611,4783.7415,4674.7205,2319.8625,2798.9900,2221.4022,564.4468,-1412.6069,-3326.8372,-5130.9639,-3956.7151,-22.9479,-3366.1614,-5878.0212,1792.8813,5373.4793,-1075.5442,2348.5334,412.6674,-1994.4254,957.3392,-4750.0358,2068.4636,-853.2071,-932.9460,4773.8500,6471.2855,-836.3564,-1434.4602,-500.5138,-4412.0607,858.9747,-537.9064,5388.4993,2155.6353,859.5374,1289.3294,-3889.5270,4946.9253,5528.0485,2472.5485,-4640.3734,-694.4253,3850.2971,4008.0663,4006.9366,-5.6069,-2576.0149,4683.9889,-824.4546,5355.7058,5442.4130,-2263.3327,5345.5284,3085.3811,3179.2549,4054.0920,-5200.1909,5382.9328,4201.6813,-3148.4395,2743.5939,181859.7802,179505.2737,177730.9424,182988.0357,184102.9342,174191.3900,170418.5979,179297.2075,47937966.2452,47915561.7658,47929812.8470,47945999.9670,178573.0327,47944966.3246,
7200.000,-3386.1565,-73.7065,1796.5442,3498.3682,-4705.9363,-157.7481,4728.8465,5252.1545,1804.2620,-39.2289,4017.0291,4250.9915,2519.4998,4291.5515,-3601.1165,-3883.8487,937.7006,-5733.9652,5474.7523,-5214.4293,-6770.1545,5655.8966,-6579.6056,-6768.3230,6488.5825,51.5376,-4287.6323,2288.9054,-6289.1511,-5806.1679,1211.4708,-6547.5559,-823.4392,-4464.8248,-6889.5679,-5724.1260,-5650.0504,-1714.7909,-3.6294,-3800.8023,3273.3748,3493.3198,-2797.2076,3053.6978,500.9843,-5516.1614,2900.3373,1186.6466,-6356.7286,-2597.8518,6352.5133,-1365.8959,-6158.7877,-5275.1864,-5036.3369,5868.6053,-5853.3421,2410.3060,5170.0954,2281.7041,5534.0206,4020.0678,5190.3964,-2529.6006,1148.7275,4353.1512,1439.7079,-1794.9847,-140.0818,5274.6589,816.1820,-4363.7680,-5019.0914,50.6944,2264.3959,-6878.1568,2063.6743,-4460.2181,4213.1970,-531.0127,-2101.2704,3985.9930,3515.6600,-3490.3757,882.0931,2153.3239,-185.4540,4435.1207,-4807.4547,4732.9778,2380.7070,-2540.9698,-297.5117,-6447.0880,6661.4421,-5582.3666,2734.7940,894.8310,2545.0482,4295.4814,346373.1975,335100.5627,336875.3097,340730.4136,331575.4763,334843.4643,337248.5403,337842.2380,97109318.9170,97099769.1872,97091717.8359,97098521.4235,337788.7037,97104109.2464,-5515.5349,-6437.6770,-3733.8394,3679.9165,-4942.8237,5084.4207,-4364.0076,4419.4257,-5442.3248,-6696.3389,-3116.0132,-134.9937,35.6309,-234.5366,2905.2147,3367.4489,6686.4508,-2755.5780,-734.9033,-1883.7657,10.9043,2397.8043,-1183.2486,-906.1961,2369.2660,-6377.1703,3811.8304,-5055.2431,-1807.5731,2136.6758,-6817.1389,1645.7284,-431.4526,-4092.7931,-380.6061,1506.2082,25.1540,6671.8429,6769.8899,2300.4225,-5209.7663,829.0350,4286.0967,-2840.4047,-5890.3994,2979.8722,-103.6575,6504.5212,-1794.5400,-5427.2545,2786.7265,2854.9974,-1694.7390,-1375.0128,-790.5979,-3087.9160,685.8727,5626.0778,-3320.9673,-6419.8416,3462.2768,-3679.8718,-2328.6362,-3679.6793,-4494.3566,-2876.8971,6112.1592,5588.5106,6681.8820,3585.5982,-5836.8587,-2831.6719,4544.1973,-5713.6516,5828.3803,-441.5233,4278.2906,-3524.2355,-5386.4094,5706.1404,5772.5520,1146.2808,5637.3500,-3938.2403,-5562.3666,3350.7456,-935.5303,2754.5211,4166.7145,4739.0999,4524.6540,5849.4418,-6819.9329,-2137.9644,1258.6387,-3450.8754,-4471.0680,-4090.3738,-3373.7312,678.1421,26810.6430,-7248.5189,18392.8795,15403.3801,15274.3857,15717.7942,9797.5720,10785.2905,-6872108.3459,-6891132.5513,-6904462.5664,-6901597.0955,12328.0879,-6891406.8639,-2547.7858,-2540.9934,5528.5059,-4730.6572,1236.0211,-4722.9028,2543.6559,-629.5283,3892.7042,1101.4092,-4725.3733,-5462.3570,-6485.6551,5409.9954,5133.4353,-4489.2902,1494.4153,2737.5555,-4076.8400,-3976.6491,-1001.2769,-3201.9924,1345.8010,1205.7585,362.8674,-2692.0701,3674.2311,3991.8978,1918.9144,3157.2599,-5.3450,1579.9774,-6884.3760,-3349.7030,-712.0186,-3583.1372,-4032.8390,836.1882,1435.7515,-5316.6409,-3048.8444,-5959.7318,-4686.5731,-5311.8925,3587.1015,-2929.7282,6304.3516,2009.7719,-108.7808,3416.1811,-39.7768,6179.8700,2602.2628,-4114.9983,4666.9714,1978.6396,-3666.4943,-3286.1573,2949.8017,1179.3679,2283.7266,4093.6396,3958.2212,-5271.1354,-5183.7040,4532.9652,-2909.2490,3693.5214,1846.5110,2714.6873,-3630.8274,-4557.0563,1492.6168,-3937.5119,2968.9562,777.9355,-4909.1168,-3947.2941,1143.9878,3897.4288,-3067.7953,-5543.3712,848.3454,-4351.8236,4004.5043,5310.4329,-6883.1943,4527.8181,-2736.7288,-2203.9768,4571.8312,-2705.7037,1157.0061,645.2546,-766.6309,2171.1158,-4484.3370,-5511.9148,5464.5712,-5386.0728,181219.1322,179022.1671,178576.8469,180008.2802,184897.4406,177205.4742,169026.2332,177368.6746,47956609.7582,47933087.2110,47943215.9938,47956671.0066,178240.5543,47960829.6047,
