sl_100_5400_20250106 Coordinates.csv
2025/01/06 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:47 2024,
Start: 2025/01/06 07:47:00.00, Stop: 2025/01/06 09:17:00.00,
TIME_UNITS,STARLINK-1112 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-4098 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-3871 - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-1834 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-31689 - X-Coordinate,STARLINK-11172 [DTC] - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-2493 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-2482 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-11177 [DTC] - X-Coordinate,STARLINK-4385 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-1047 - X-Coordinate,STARLINK-31378 - X-Coordinate,STARLINK-32198 - X-Coordinate,STARLINK-1695 - X-Coordinate,STARLINK-30469 - X-Coordinate,STARLINK-3203 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-1161 - X-Coordinate,STARLINK-3401 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-5487 - X-Coordinate,STARLINK-5155 - X-Coordinate,STARLINK-1871 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-4063 - X-Coordinate,STARLINK-1982 - X-Coordinate,STARLINK-4087 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-2557 - X-Coordinate,STARLINK-31645 - X-Coordinate,STARLINK-30958 - X-Coordinate,STARLINK-31590 - X-Coordinate,STARLINK-31605 - X-Coordinate,STARLINK-31428 - X-Coordinate,STARLINK-1256 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-2545 - X-Coordinate,STARLINK-30909 - X-Coordinate,STARLINK-6189 - X-Coordinate,STARLINK-3053 - X-Coordinate,STARLINK-5869 - X-Coordinate,STARLINK-5922 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-31110 - X-Coordinate,STARLINK-1014 - X-Coordinate,STARLINK-6338 - X-Coordinate,STARLINK-5961 - X-Coordinate,STARLINK-3130 - X-Coordinate,STARLINK-2681 - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-5897 - X-Coordinate,STARLINK-5687 - X-Coordinate,STARLINK-2674 - X-Coordinate,STARLINK-30946 - X-Coordinate,STARLINK-31737 - X-Coordinate,STARLINK-1790 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-3713 - X-Coordinate,STARLINK-1490 - X-Coordinate,STARLINK-31108 - X-Coordinate,STARLINK-31622 - X-Coordinate,STARLINK-4196 - X-Coordinate,STARLINK-4561 - X-Coordinate,STARLINK-5426 - X-Coordinate,STARLINK-31207 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-4133 - X-Coordinate,STARLINK-30792 - X-Coordinate,STARLINK-32043 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-11188 [DTC] - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-32163 - X-Coordinate,STARLINK-11118 [DTC] - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-32082 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-1027 - X-Coordinate,STARLINK-31076 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-31235 - X-Coordinate,STARLINK-30996 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-31143 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1112 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-4098 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-3871 - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-1834 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-31689 - Y-Coordinate,STARLINK-11172 [DTC] - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-2493 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-2482 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-11177 [DTC] - Y-Coordinate,STARLINK-4385 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-1047 - Y-Coordinate,STARLINK-31378 - Y-Coordinate,STARLINK-32198 - Y-Coordinate,STARLINK-1695 - Y-Coordinate,STARLINK-30469 - Y-Coordinate,STARLINK-3203 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-1161 - Y-Coordinate,STARLINK-3401 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-5487 - Y-Coordinate,STARLINK-5155 - Y-Coordinate,STARLINK-1871 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-4063 - Y-Coordinate,STARLINK-1982 - Y-Coordinate,STARLINK-4087 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,STARLINK-31645 - Y-Coordinate,STARLINK-30958 - Y-Coordinate,STARLINK-31590 - Y-Coordinate,STARLINK-31605 - Y-Coordinate,STARLINK-31428 - Y-Coordinate,STARLINK-1256 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-2545 - Y-Coordinate,STARLINK-30909 - Y-Coordinate,STARLINK-6189 - Y-Coordinate,STARLINK-3053 - Y-Coordinate,STARLINK-5869 - Y-Coordinate,STARLINK-5922 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-31110 - Y-Coordinate,STARLINK-1014 - Y-Coordinate,STARLINK-6338 - Y-Coordinate,STARLINK-5961 - Y-Coordinate,STARLINK-3130 - Y-Coordinate,STARLINK-2681 - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-5897 - Y-Coordinate,STARLINK-5687 - Y-Coordinate,STARLINK-2674 - Y-Coordinate,STARLINK-30946 - Y-Coordinate,STARLINK-31737 - Y-Coordinate,STARLINK-1790 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-3713 - Y-Coordinate,STARLINK-1490 - Y-Coordinate,STARLINK-31108 - Y-Coordinate,STARLINK-31622 - Y-Coordinate,STARLINK-4196 - Y-Coordinate,STARLINK-4561 - Y-Coordinate,STARLINK-5426 - Y-Coordinate,STARLINK-31207 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-4133 - Y-Coordinate,STARLINK-30792 - Y-Coordinate,STARLINK-32043 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-11188 [DTC] - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-32163 - Y-Coordinate,STARLINK-11118 [DTC] - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-32082 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-1027 - Y-Coordinate,STARLINK-31076 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-31235 - Y-Coordinate,STARLINK-30996 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-31143 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1112 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-4098 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-3871 - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-1834 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-31689 - Z-Coordinate,STARLINK-11172 [DTC] - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-2493 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-2482 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-11177 [DTC] - Z-Coordinate,STARLINK-4385 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-1047 - Z-Coordinate,STARLINK-31378 - Z-Coordinate,STARLINK-32198 - Z-Coordinate,STARLINK-1695 - Z-Coordinate,STARLINK-30469 - Z-Coordinate,STARLINK-3203 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-1161 - Z-Coordinate,STARLINK-3401 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-5487 - Z-Coordinate,STARLINK-5155 - Z-Coordinate,STARLINK-1871 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-4063 - Z-Coordinate,STARLINK-1982 - Z-Coordinate,STARLINK-4087 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,STARLINK-31645 - Z-Coordinate,STARLINK-30958 - Z-Coordinate,STARLINK-31590 - Z-Coordinate,STARLINK-31605 - Z-Coordinate,STARLINK-31428 - Z-Coordinate,STARLINK-1256 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-2545 - Z-Coordinate,STARLINK-30909 - Z-Coordinate,STARLINK-6189 - Z-Coordinate,STARLINK-3053 - Z-Coordinate,STARLINK-5869 - Z-Coordinate,STARLINK-5922 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-31110 - Z-Coordinate,STARLINK-1014 - Z-Coordinate,STARLINK-6338 - Z-Coordinate,STARLINK-5961 - Z-Coordinate,STARLINK-3130 - Z-Coordinate,STARLINK-2681 - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-5897 - Z-Coordinate,STARLINK-5687 - Z-Coordinate,STARLINK-2674 - Z-Coordinate,STARLINK-30946 - Z-Coordinate,STARLINK-31737 - Z-Coordinate,STARLINK-1790 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-3713 - Z-Coordinate,STARLINK-1490 - Z-Coordinate,STARLINK-31108 - Z-Coordinate,STARLINK-31622 - Z-Coordinate,STARLINK-4196 - Z-Coordinate,STARLINK-4561 - Z-Coordinate,STARLINK-5426 - Z-Coordinate,STARLINK-31207 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-4133 - Z-Coordinate,STARLINK-30792 - Z-Coordinate,STARLINK-32043 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-11188 [DTC] - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-32163 - Z-Coordinate,STARLINK-11118 [DTC] - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-32082 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-1027 - Z-Coordinate,STARLINK-31076 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-31235 - Z-Coordinate,STARLINK-30996 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-31143 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4902.5979,3365.8698,-5001.7029,-1262.1987,-6794.8206,-4860.0514,-310.0390,5835.8185,-5146.9652,5747.1244,-4360.5840,2083.6783,606.5793,567.4481,4236.1823,5070.9571,-4740.9943,4973.0504,6032.8203,-2250.9349,-4083.4336,4279.9901,3906.5136,2775.4775,-3922.7713,-4471.1763,2809.8061,212.5347,5701.2459,3913.5768,-6838.8959,5796.2202,2277.8905,4267.2198,-5780.5817,4431.5238,-1162.2936,-306.2434,2447.0730,3322.9975,-6335.8907,6174.1946,-5993.2382,3910.9765,4729.3319,4627.5481,-5437.7073,-5704.8085,-6922.7173,5766.6630,182.1979,-2890.6794,1511.9094,5242.8855,666.1181,5545.8423,-429.9318,-4205.2553,2602.1466,1361.1955,-6309.9314,1490.4525,-3992.5057,5869.5326,2593.9752,5464.2380,-4258.4021,-1419.7773,3750.0249,4947.2118,-6658.7446,3259.6507,6740.9004,-1310.1913,-2743.5568,4173.6112,-3738.5172,-2718.0336,1928.2834,3310.1280,5297.8317,3733.0332,1033.3234,4138.1906,3333.2515,-6228.7207,-4248.2674,3424.2632,5912.1340,-1061.7999,1186.4809,-3661.4252,6306.6082,1076.3548,6099.9186,2207.3238,5672.2273,4064.6840,-231.9740,2077.2196,307249.7322,278780.4177,297843.0454,302949.8822,295464.3242,298841.4369,295231.8043,299362.8551,14903534.8812,14869226.8466,14884602.7326,14894327.8325,298330.5176,14905550.9221,-3027.6322,2441.4918,3060.0486,-4343.8043,-516.1839,-3724.5909,-4991.7939,-960.5659,-4397.7592,-2944.4823,4641.2842,4633.3446,-5401.5834,4070.6325,1547.8968,-4662.9045,-2156.8319,3022.1924,-3277.7883,-5240.5642,-1443.9143,565.3397,2562.4950,-5784.0064,-1379.0078,-2471.3481,-5192.4999,5602.7242,3750.0587,3678.9529,-592.4864,-541.6740,4339.6671,-1204.9797,-1229.9669,737.2063,-5327.6672,6422.6694,6068.2515,2491.8528,913.6912,97.9835,-2667.9963,-3686.8876,-1834.8068,4667.0414,-1791.2423,3899.1660,-358.2387,3594.8613,6626.1874,-5922.7826,-6370.0878,-4496.9399,5239.6991,-510.5765,6116.6605,-5165.0248,-6373.5501,5043.3391,2467.9760,-5584.6517,-1642.2456,3690.5890,-1323.6309,283.3640,2839.4353,4866.9825,-4869.2131,4839.9731,1171.8528,2945.7729,1466.4736,-4156.5351,-5179.2909,-5035.9120,-4161.5478,3171.5988,4460.0112,-5949.2882,-3135.1006,2935.0697,-5400.0644,2390.6915,6053.6354,192.0722,639.4071,5952.0453,1374.3542,5433.6147,5055.5714,-2396.8474,-2655.0606,-6118.7663,-1300.8066,-6127.1870,-2784.7279,2935.6979,-6636.7737,-4039.3744,209996.4047,215247.3461,224897.4968,221786.6558,225157.5004,223473.3961,215754.1739,219738.7600,-86987390.8738,-87003709.4739,-86989145.3745,-87002633.0624,219060.8200,-87003706.6376,-3845.0247,-5534.5807,-3675.8106,5230.6958,-622.8364,3207.6270,-4781.4692,-3603.0242,827.7870,2188.0068,2066.7030,4714.3633,-4299.0980,5583.1457,5134.4319,709.8487,4571.6733,-3371.5881,-1047.4507,-3829.2875,5382.0457,5404.7086,-5034.7246,-2336.2290,5524.1690,4676.9238,-3610.3865,-4059.8311,-901.0154,-4360.6072,-874.5698,-3808.8238,4919.4002,-5314.8810,3566.5049,5250.6772,-4320.4261,2551.2408,-2273.1346,5519.7950,2703.2969,-3136.2386,-1986.7580,-4389.7958,4551.6300,-1813.9482,3700.9607,410.0671,-220.0286,1299.8052,2031.6538,2152.5700,-2342.9342,606.3444,4509.9982,4100.0593,3078.9676,-1671.5516,274.2883,-4567.1920,1481.1885,3791.0663,-5418.7584,-382.8865,6300.7399,-4159.0420,4653.9049,4724.7721,-2962.3838,-203.1820,1460.8760,-5383.5923,-526.5325,-5021.2147,3695.1184,1928.7350,4053.0904,5503.4603,-4930.9472,-870.3968,2733.1561,5019.9131,4220.0734,-4874.0203,582.4184,2543.2544,-5428.4029,-986.4002,3101.9429,3831.0646,4567.9474,-5245.7789,-1234.9347,3046.7113,3024.4875,-2343.2255,2671.6612,4672.8228,1991.5683,-5239.4657,26463.9959,23030.8320,20987.0610,29024.6816,26663.8987,15958.9590,16553.6253,24166.0181,39528266.0409,39557908.0229,39539768.2148,39537174.5457,22837.6429,39540395.0145,
300.000,4622.3567,4378.0283,-4726.0557,-3263.3396,-6376.7224,-4867.7826,-2074.9613,6137.1720,-5731.7450,5140.0718,-3558.8425,3967.7289,-1129.0789,158.0783,5368.8402,4141.4047,-5080.7893,4774.3512,6211.1577,-4072.2881,-5071.7727,3904.3618,4120.4146,1726.7262,-4445.7170,-5127.9318,992.1187,1722.9644,6272.5233,5474.0783,-6381.5568,6545.2411,3652.8026,4127.9040,-6606.3269,3910.1904,-2183.5495,1058.7851,3320.2016,4349.1245,-5113.6091,5151.3115,-5748.2857,2021.9047,3485.3857,5241.0595,-5181.2621,-4652.4105,-6617.8937,6410.5368,1746.9460,-4360.8530,603.5906,4118.2860,1385.3714,4258.8068,1350.5559,-4982.0206,1384.7030,3373.4899,-5149.0477,226.0476,-4188.6058,5415.2659,2747.5877,5842.0147,-3854.5589,680.2973,1859.7867,5576.5544,-6487.2223,1475.5205,6530.4359,-3339.7314,-4486.0178,3016.0195,-4128.1479,-1145.9941,3186.1914,1725.6259,4931.3971,4093.6318,-815.3459,4149.2071,4542.4636,-6509.7621,-4212.5385,4463.7573,6662.6371,312.8240,2586.7657,-5097.8144,5398.1586,-180.8780,4900.1765,678.5986,5149.2760,5145.7034,-1793.8866,576.1145,302896.2076,274168.1208,293270.5706,298239.6680,290721.4535,294110.0061,290599.4752,294235.7693,16805091.4118,16770505.0799,16785687.5413,16795747.8885,293627.7120,16807032.2023,-4589.4623,526.8214,4579.0900,-4249.7662,734.3982,-1963.6639,-5518.8225,-2461.3617,-2895.4078,-4425.3857,5667.7899,3647.0862,-4446.2535,5666.2514,-98.0857,-5443.1453,-32.2264,1185.5137,-2862.5434,-4807.3121,367.2182,-1577.9484,434.3788,-6578.4298,717.2080,-417.3019,-4910.3959,4397.5072,2674.8432,2959.2469,663.7244,-1380.9959,4914.6400,-3226.7005,57.6046,-1359.8922,-6104.5756,5537.9826,4762.0287,577.8304,1458.2440,-1312.8407,-1156.0466,-4664.0574,-3619.9494,3041.8938,246.7652,4639.5831,1151.4285,2558.4977,6688.7659,-5349.0548,-5528.9863,-5500.8898,3579.6614,-1972.8384,5360.6796,-3645.5173,-6575.2237,4619.9988,3666.1410,-6523.7105,521.0318,3929.2690,-3349.8570,-1635.3634,4603.6779,5270.4269,-5220.4175,3777.4533,2382.1256,2039.8546,190.1474,-4002.9219,-4627.2827,-6102.8199,-2263.0776,4603.2266,2773.9554,-6223.3524,-4478.3979,840.4417,-6036.5955,266.4864,5153.5341,1524.6077,2714.2596,4726.1813,138.3409,6309.8496,3569.4777,-947.0861,-2968.3605,-6778.1202,-2782.8582,-5719.0779,-4355.3039,1074.7012,-6679.8225,-5350.7929,216426.0388,221133.0158,231170.7641,227983.9548,231427.2864,229790.8505,222020.1231,225954.7339,-86639255.7215,-86656315.0964,-86641514.7328,-86655037.8537,225305.7685,-86655550.0540,-2353.5597,-5335.9820,-2137.5009,4374.6210,-2375.9519,4494.6936,-3619.6111,-2053.1804,2292.7703,709.9033,268.4171,4358.2134,-5195.0063,3996.7859,4230.3330,-1100.7516,4712.3719,-4587.2991,1195.4952,-2737.6122,4678.6193,5487.5980,-5478.0946,-577.0198,5247.7095,4636.9749,-4775.3621,-5061.2003,916.2443,-3021.2930,-2596.7920,-1903.6163,3281.2922,-4522.0931,2009.2415,5532.4807,-2518.9263,4003.9199,-3780.7320,5336.7578,4468.0843,-4440.4827,-3552.7039,-4724.6606,4603.9321,-3126.6848,4421.7526,2170.9317,-1731.3088,-507.9365,546.1530,680.1680,-4176.6870,-938.2650,5785.0093,5077.0900,4061.5338,-3009.9643,-1529.9778,-3927.0059,2849.6054,2281.8398,-5493.8110,1847.1948,5425.1963,-3223.8591,3440.2822,4448.3499,-3980.3450,1594.1546,-346.0472,-6477.3369,-2282.1213,-4126.1387,2547.6640,422.7404,5053.4339,5024.6933,-5484.3840,-2327.4502,1013.0696,5502.3945,3308.9055,-5413.9929,-961.9467,797.6910,-4775.3115,-2424.9107,1445.8580,2334.8479,5327.6359,-4447.0914,-3229.1582,1391.8762,4033.5438,-3840.8566,1267.2198,4398.2688,502.5128,-4371.5802,26641.9796,23166.5844,21197.5285,29065.5113,26970.8707,16276.2358,16520.3034,24576.4414,39528519.2054,39558040.5687,39539742.8303,39537041.7496,22987.3204,39540689.1944,
600.000,3907.4251,5008.3662,-4001.2055,-4928.1832,-5307.9673,-4435.9802,-3606.3730,5843.3921,-5748.7579,4013.5027,-2368.6849,5480.4451,-2795.4797,-324.2997,5978.3304,2792.8532,-4973.9697,4105.3292,5707.0641,-5477.6826,-5594.5522,3202.9576,3979.6443,505.3817,-4583.6436,-5329.6696,-953.3627,3111.5717,6214.4456,6486.2386,-5296.7965,6638.0350,4627.1647,3629.7183,-6777.0371,3059.8010,-2954.1337,2360.9887,3907.6267,4993.9151,-3373.6518,3640.2947,-4941.6080,-47.0847,1923.0686,5347.7749,-4435.6505,-3125.4060,-5674.5112,6419.9832,3137.4191,-5403.8896,-416.8114,2588.5050,2038.7971,2577.4937,3027.3878,-5289.1127,11.7956,5055.9941,-3486.4259,-1035.5620,-4033.4885,4386.5862,2692.2463,5662.0858,-3106.0783,2700.7217,-232.9650,5664.9695,-5669.4283,-417.5257,5678.7802,-4983.4272,-5784.5877,1554.5529,-4163.3897,495.3043,4184.2602,-49.1529,4041.8543,4109.6463,-2561.8260,3793.6645,5319.7375,-6089.7562,-3812.7077,5093.7428,6722.7327,1627.5633,3782.9731,-6033.5442,3929.7900,-1404.5959,3239.4393,-952.2380,4120.6540,5745.0910,-3177.3780,-939.6361,298406.3144,269432.5415,288566.6968,293399.1961,285848.1153,289244.5666,285836.7036,288936.7550,18698549.5747,18663702.3316,18678691.1959,18689113.9867,288794.1788,18700414.3101,-5683.7061,-1407.9565,5630.2402,-3782.0003,1936.4437,16.8933,-5528.2728,-3699.2289,-1082.7683,-5449.7577,6069.5632,2347.8812,-3093.6264,6641.6904,-1695.0821,-5692.9621,2090.6964,-807.8054,-2151.2751,-3919.5684,2105.9424,-3576.5097,-1739.4577,-6689.3904,2722.3649,1662.3404,-4187.2264,2787.4730,1319.8235,1979.3547,1882.8316,-2056.4184,5022.1974,-4918.2713,1317.1796,-3341.5313,-6278.1176,4119.3721,2981.0190,-1361.4936,1913.7546,-2639.4897,505.9030,-5234.7021,-5062.4723,1092.9183,2279.1688,4940.4195,2566.2090,1262.8302,6105.0257,-4261.7909,-4148.9472,-5978.4586,1572.1859,-3289.2606,4093.1232,-1751.3351,-6121.6917,3788.3086,4536.6251,-6819.1756,2628.0822,3719.1655,-5020.5334,-3371.1830,5901.4859,5204.2561,-5077.6419,2326.9866,3359.1847,839.2269,-1129.7835,-3448.7194,-3649.4258,-6545.3507,-131.2620,5612.3983,842.1025,-5889.5701,-5330.5155,-1335.8858,-6110.3727,-1894.8378,3749.6146,2683.2478,4509.4200,3035.6394,-1095.4033,6513.7475,1759.0338,555.7300,-3021.4091,-6767.4867,-4031.7703,-4770.1889,-5482.2130,-867.4820,-6077.3021,-6160.6210,222767.2655,226920.0781,237340.3910,234079.0195,237591.7245,236004.4154,228189.6097,232003.4414,-86249565.5301,-86267378.2294,-86252346.2684,-86265893.9734,231449.7498,-86265842.1718,-609.4613,-4565.4041,-369.0394,3048.0107,-3864.8909,5296.9781,-2068.3347,-282.7114,3499.8697,-848.0756,-1561.7654,3536.0363,-5535.9056,1983.7941,2854.8850,-2793.2258,4349.1399,-5267.0224,3310.9286,-1344.8597,3470.5863,4981.1428,-5320.6397,1246.8937,4406.9359,4100.3374,-5427.7969,-5519.9211,2633.0856,-1356.6283,-4039.7851,203.4178,1294.3717,-3243.8030,234.2956,5218.3066,-450.5039,5025.4123,-4883.2734,4578.3446,5758.1431,-5269.0716,-4725.9157,-4556.4775,4138.8659,-4088.0489,4645.6892,3698.0814,-3057.5437,-2261.0240,-997.8189,-865.0417,-5568.4597,-2382.5136,6445.7492,5507.8418,4596.1189,-4017.2324,-3167.4909,-2868.0918,3913.1866,526.4611,-4981.5623,3880.1686,3973.3481,-1934.3954,1856.7029,3696.1653,-4552.1829,3219.9420,-2115.7204,-6886.0591,-3792.1393,-2732.0461,1127.2213,-1130.8108,5508.2317,4004.3028,-5450.1980,-3527.9581,-825.1618,5391.9894,2043.6994,-5349.1746,-2403.4744,-1041.1073,-3609.9409,-3604.5109,-372.9018,566.2365,5514.4665,-3151.9623,-4881.3693,-412.7347,4610.9584,-4926.0684,-277.1551,3637.5855,-1040.3429,-3036.7777,26819.2679,23302.3100,21411.3869,29101.2513,27274.2069,16599.0968,16492.8404,24871.4993,39528778.0026,39558172.2334,39539717.7941,39536917.4800,23136.9812,39540983.5042,
