sl_100_86400_20250502 Coordinates.csv
2025/05/02 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:54 2024,
Start: 2025/05/02 07:47:00.00, Stop: 2025/05/03 07:47:00.00,
TIME_UNITS,STARLINK-30933 - X-Coordinate,STARLINK-1636 - X-Coordinate,STARLINK-31235 - X-Coordinate,STARLINK-3854 - X-Coordinate,STARLINK-4669 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-6103 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-30611 - X-Coordinate,STARLINK-2283 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-5721 - X-Coordinate,STARLINK-32086 - X-Coordinate,STARLINK-32006 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-4336 - X-Coordinate,STARLINK-2068 - X-Coordinate,STARLINK-5855 - X-Coordinate,STARLINK-31871 - X-Coordinate,STARLINK-5439 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-5479 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-30294 - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-3501 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-31813 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-31563 - X-Coordinate,STARLINK-11079 [DTC] - X-Coordinate,STARLINK-2501 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-2637 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-2449 - X-Coordinate,STARLINK-4692 - X-Coordinate,STARLINK-6229 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-6119 - X-Coordinate,STARLINK-32179 - X-Coordinate,STARLINK-3574 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-2175 - X-Coordinate,STARLINK-2336 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-3675 - X-Coordinate,STARLINK-2440 - X-Coordinate,STARLINK-30226 - X-Coordinate,STARLINK-5693 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-4483 - X-Coordinate,STARLINK-3258 - X-Coordinate,STARLINK-1560 - X-Coordinate,STARLINK-3046 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-6283 - X-Coordinate,STARLINK-5224 - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-4603 - X-Coordinate,STARLINK-11240 [DTC] - X-Coordinate,STARLINK-5004 - X-Coordinate,STARLINK-1484 - X-Coordinate,STARLINK-32210 - X-Coordinate,STARLINK-3899 - X-Coordinate,STARLINK-2535 - X-Coordinate,STARLINK-3286 - X-Coordinate,STARLINK-2689 - X-Coordinate,STARLINK-5722 - X-Coordinate,STARLINK-5508 - X-Coordinate,STARLINK-6108 - X-Coordinate,STARLINK-32012 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-5681 - X-Coordinate,STARLINK-4443 - X-Coordinate,STARLINK-4199 - X-Coordinate,STARLINK-30313 - X-Coordinate,STARLINK-1737 - X-Coordinate,STARLINK-1071 - X-Coordinate,STARLINK-31849 - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-5884 - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-1422 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-3828 - X-Coordinate,STARLINK-2094 - X-Coordinate,STARLINK-1614 - X-Coordinate,STARLINK-6268 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-1176 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-31297 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30933 - Y-Coordinate,STARLINK-1636 - Y-Coordinate,STARLINK-31235 - Y-Coordinate,STARLINK-3854 - Y-Coordinate,STARLINK-4669 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-6103 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-30611 - Y-Coordinate,STARLINK-2283 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-5721 - Y-Coordinate,STARLINK-32086 - Y-Coordinate,STARLINK-32006 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-4336 - Y-Coordinate,STARLINK-2068 - Y-Coordinate,STARLINK-5855 - Y-Coordinate,STARLINK-31871 - Y-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-5479 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-30294 - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-3501 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-31813 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-31563 - Y-Coordinate,STARLINK-11079 [DTC] - Y-Coordinate,STARLINK-2501 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-2637 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-2449 - Y-Coordinate,STARLINK-4692 - Y-Coordinate,STARLINK-6229 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-6119 - Y-Coordinate,STARLINK-32179 - Y-Coordinate,STARLINK-3574 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-2175 - Y-Coordinate,STARLINK-2336 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-3675 - Y-Coordinate,STARLINK-2440 - Y-Coordinate,STARLINK-30226 - Y-Coordinate,STARLINK-5693 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-4483 - Y-Coordinate,STARLINK-3258 - Y-Coordinate,STARLINK-1560 - Y-Coordinate,STARLINK-3046 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-6283 - Y-Coordinate,STARLINK-5224 - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-4603 - Y-Coordinate,STARLINK-11240 [DTC] - Y-Coordinate,STARLINK-5004 - Y-Coordinate,STARLINK-1484 - Y-Coordinate,STARLINK-32210 - Y-Coordinate,STARLINK-3899 - Y-Coordinate,STARLINK-2535 - Y-Coordinate,STARLINK-3286 - Y-Coordinate,STARLINK-2689 - Y-Coordinate,STARLINK-5722 - Y-Coordinate,STARLINK-5508 - Y-Coordinate,STARLINK-6108 - Y-Coordinate,STARLINK-32012 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-5681 - Y-Coordinate,STARLINK-4443 - Y-Coordinate,STARLINK-4199 - Y-Coordinate,STARLINK-30313 - Y-Coordinate,STARLINK-1737 - Y-Coordinate,STARLINK-1071 - Y-Coordinate,STARLINK-31849 - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-5884 - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-3828 - Y-Coordinate,STARLINK-2094 - Y-Coordinate,STARLINK-1614 - Y-Coordinate,STARLINK-6268 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-1176 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-31297 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30933 - Z-Coordinate,STARLINK-1636 - Z-Coordinate,STARLINK-31235 - Z-Coordinate,STARLINK-3854 - Z-Coordinate,STARLINK-4669 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-6103 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-30611 - Z-Coordinate,STARLINK-2283 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-5721 - Z-Coordinate,STARLINK-32086 - Z-Coordinate,STARLINK-32006 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-4336 - Z-Coordinate,STARLINK-2068 - Z-Coordinate,STARLINK-5855 - Z-Coordinate,STARLINK-31871 - Z-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-5479 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-30294 - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-3501 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-31813 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-31563 - Z-Coordinate,STARLINK-11079 [DTC] - Z-Coordinate,STARLINK-2501 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-2637 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-2449 - Z-Coordinate,STARLINK-4692 - Z-Coordinate,STARLINK-6229 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-6119 - Z-Coordinate,STARLINK-32179 - Z-Coordinate,STARLINK-3574 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-2175 - Z-Coordinate,STARLINK-2336 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-3675 - Z-Coordinate,STARLINK-2440 - Z-Coordinate,STARLINK-30226 - Z-Coordinate,STARLINK-5693 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-4483 - Z-Coordinate,STARLINK-3258 - Z-Coordinate,STARLINK-1560 - Z-Coordinate,STARLINK-3046 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-6283 - Z-Coordinate,STARLINK-5224 - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-4603 - Z-Coordinate,STARLINK-11240 [DTC] - Z-Coordinate,STARLINK-5004 - Z-Coordinate,STARLINK-1484 - Z-Coordinate,STARLINK-32210 - Z-Coordinate,STARLINK-3899 - Z-Coordinate,STARLINK-2535 - Z-Coordinate,STARLINK-3286 - Z-Coordinate,STARLINK-2689 - Z-Coordinate,STARLINK-5722 - Z-Coordinate,STARLINK-5508 - Z-Coordinate,STARLINK-6108 - Z-Coordinate,STARLINK-32012 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-5681 - Z-Coordinate,STARLINK-4443 - Z-Coordinate,STARLINK-4199 - Z-Coordinate,STARLINK-30313 - Z-Coordinate,STARLINK-1737 - Z-Coordinate,STARLINK-1071 - Z-Coordinate,STARLINK-31849 - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-5884 - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-3828 - Z-Coordinate,STARLINK-2094 - Z-Coordinate,STARLINK-1614 - Z-Coordinate,STARLINK-6268 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-1176 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-31297 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1071.0695,4145.9351,-33.3011,-4707.1050,-3437.7200,2164.2988,-5012.9568,6159.5753,-4764.6692,4802.0790,6667.4835,5430.8858,-4811.0715,6242.4686,-1645.8779,5237.3492,-916.2541,-1755.2557,4210.3164,-3048.0525,-6862.1122,-5977.3306,3071.9763,-5473.4814,-5677.9990,1294.9020,1332.7426,-2249.2577,-5778.2187,-4985.4147,6451.9664,3258.3373,5883.4516,1822.5794,4956.0777,3985.6432,3925.6941,5870.5713,-3975.3788,-5716.8657,6871.0179,-2643.0031,5557.4512,-2477.3366,-4700.1725,-59.8629,-1757.2824,-4156.5948,708.3450,-886.6980,1004.4408,-3653.3774,-4966.5177,2375.0932,2600.8483,5255.5104,4310.2478,65.7572,3011.6117,-2172.0199,-384.8565,6056.0864,1859.0076,-1529.6405,-3486.2871,4425.0907,-697.7546,-33.6770,-4145.8383,2800.1146,2166.7430,4899.3345,2363.4613,-822.1955,6922.9379,856.8758,2980.2382,-4137.6535,1097.3795,2370.1058,-449.9922,223.8027,-1284.1481,-5463.0342,3412.5328,2601.7711,-3539.5580,-6368.2261,5288.1514,-4863.0222,5876.5726,4137.1019,5395.9492,4591.4724,1832.8943,2050.0712,-4342.9510,4155.1845,770.2367,-387.3494,207886.0716,221835.1620,203170.9084,204319.8643,204230.3842,204385.4496,212912.7569,210085.4398,177044092.5419,177063089.1956,177057426.0749,177057168.7048,208701.1482,177060654.2246,-6595.9740,-128.8677,-5026.9601,543.0588,5981.1280,4938.0673,3227.4171,1158.6744,-2674.1201,-2992.7001,1891.1176,-209.2658,-1962.7380,-1896.9580,-6631.5026,-467.6489,509.8318,-4112.4523,2499.0737,4814.7597,556.7976,-3461.6829,-3631.6319,4235.8851,-3124.8533,5133.3042,-5449.4316,5078.4578,920.3789,-2386.1374,-2087.9155,4075.5223,-3020.9752,-6640.8499,1098.8959,5487.1583,4332.4572,3675.6432,2442.5885,1095.3624,-941.4831,-6332.3668,-997.0741,-5199.8150,2424.5145,-5661.8613,4272.4297,1475.7889,2973.8559,-4119.5662,-6665.8784,-5746.8475,-1064.1314,-6488.1235,3343.0767,107.6578,251.3813,2375.6830,-2968.9898,5968.6771,2982.1191,1824.0782,6541.9537,-3914.9103,3832.7168,419.0047,-4373.1751,-4341.6502,5497.4673,-6227.8025,3718.0550,3440.1479,5954.9470,-6736.8375,396.3732,6789.9681,3702.2384,331.4327,6003.1634,4934.1593,-4704.8207,4133.0668,5710.8839,-3993.8365,-2378.4543,-4282.0212,-2994.3934,182.2864,-1542.4294,4217.5336,-797.8176,1898.9314,-227.6098,1038.4752,5083.1089,-6064.0334,3849.1616,1475.2220,6407.2320,6853.6483,256466.1411,243777.8861,256361.2166,261719.2510,253391.2522,256987.5934,257036.4030,257613.6406,94636997.6874,94619073.1096,94612174.1048,94631620.8205,258462.4985,94637641.7132,1562.4186,-5496.6587,-4674.6265,5030.6751,447.4507,-4347.1937,-3550.5847,2962.8634,4109.5152,-3977.0814,228.2530,-4314.0088,4590.3225,1973.6635,-448.7009,4510.9912,-6868.1665,5272.2835,4668.6454,3742.3036,-659.1501,274.8781,-5072.5645,-424.3008,-2477.9850,4440.9324,-4051.4966,-3961.1810,-3433.4591,-4167.2891,1353.3184,4384.5694,1260.6159,585.8915,4713.1930,1360.2040,3695.0365,493.2854,-5119.0223,3731.1530,32.0422,-833.2038,4017.9197,3598.0389,4443.6665,-3979.4746,-5159.0060,5317.7507,6220.5682,-5494.7936,-1392.2068,1300.5761,4712.0902,-756.3579,5454.7506,-4499.7459,5401.6330,6524.1179,-5478.9209,-2792.8276,-6265.8114,2787.5486,1252.6887,5483.6871,-4271.3387,-5293.7093,5232.0068,-5329.1493,642.8706,-1095.4319,-5424.7467,-3481.1178,-2658.7943,1496.7415,174.7391,-391.6487,5026.7251,5512.7840,3245.9171,-4260.1527,-5096.5656,5531.1346,-3542.0262,-1443.2695,-5523.9000,4623.3208,-5137.8188,2774.2951,-4201.8170,1911.2503,3550.8926,-5267.6384,4313.3536,5067.6419,-4314.4364,2657.1073,3800.5950,-5344.7583,1934.6559,-125.2003,172599.4249,173996.5444,171559.0745,179128.8698,177294.3915,166576.7763,166684.1537,172532.8782,75554091.7349,75534741.0204,75562200.7250,75571699.0002,173211.3882,75566036.4604,
3600.000,2077.8006,-4104.2073,4227.7915,5647.9891,1414.1492,-4672.1256,3958.1190,-6821.3267,6749.3042,-4518.7343,-5916.9949,-3669.3603,5268.1835,-4944.8026,3050.8590,-5311.0570,3989.0096,5218.7431,-6183.6292,-1561.9342,5573.3343,5363.2600,-3928.3492,2890.8182,6746.8094,-3912.8397,433.1781,-683.7758,5834.9540,3840.4092,-5300.3549,-5569.6904,-3751.4820,33.3369,-5627.8627,-4801.1851,-5850.3264,-3096.7425,230.9731,6175.6582,-5299.3008,3551.3050,-5593.5244,4024.6039,760.3546,3063.8107,-2619.2732,3974.8645,1663.6765,4761.8483,1395.7196,4761.4572,5629.3469,-1733.9555,-5325.0349,-6507.9284,-3376.7196,-4368.2454,570.2776,0.9592,-1740.8558,-4130.5420,-3107.7650,5143.7079,1916.3471,-3173.8461,4335.2962,3719.2387,1586.0733,-220.4952,-5161.2627,-6478.1801,-4268.3110,1155.6909,-5658.2507,-2464.1658,-6019.3857,3822.7448,-2881.4172,-5007.8481,-2089.9807,-4311.1467,-2426.4717,4797.0494,-1067.6235,1612.7156,4554.4752,3061.6245,-1759.2125,525.2277,-6334.6916,-4644.1503,-6444.8497,-6466.0809,-3998.0021,107.7314,555.0081,-6233.9543,-3101.5689,-2173.1235,141718.5650,154316.7895,131999.6208,134363.0179,133719.2439,133517.9607,141438.0915,136551.3765,146509630.9403,146531939.8584,146531552.4202,146529938.3727,138064.9701,146526963.2954,4875.9572,4295.6441,4345.6491,-3564.1395,-5659.3312,-5082.5117,-5688.8983,1137.5688,1116.2053,5231.5254,690.5924,3900.7066,-2056.2044,4214.8306,4191.5265,3909.4716,3480.6323,3822.4390,-2659.8013,-4892.4733,-2044.6518,1118.0594,5694.4077,-5124.9869,1109.8094,-1718.9765,6904.2642,-6763.3777,-3186.1263,-1666.1689,3314.7560,-42.2775,4261.0781,5900.3665,2642.8300,-4015.2616,-3673.4302,-4286.2508,-4720.2192,-3093.3834,2956.9431,3790.0020,3970.2702,772.4807,-4189.6883,2791.8108,-3993.6462,-5032.2429,-6324.3639,3768.9301,4628.5378,2834.0725,-2665.7822,5381.9455,-17.4522,2225.8240,3939.5391,-2728.3581,5330.5627,-6889.9679,-5953.3103,1304.8120,-5373.2903,1672.0758,-6418.3103,3831.5259,4844.8662,5220.5807,-5060.9582,5075.0494,-596.2239,-2335.7665,-2856.7787,4034.0616,1943.5564,-5053.5927,-2888.2864,-4409.4697,-6203.1276,-1794.9960,6617.1698,-3802.9295,-3301.7282,1076.9202,5739.6443,5770.2552,-1300.7641,-1145.9836,3805.5833,-4160.1267,2704.7685,-5142.5750,2467.9337,1551.5928,-1363.8902,6870.2400,-5103.8713,1429.9845,-2879.1878,-5516.5656,304685.1275,291112.2471,301939.5732,306075.2849,297212.9152,300489.4648,301702.2552,303016.0586,137336005.3765,137321821.9235,137311464.7861,137325429.8843,302671.5778,137336078.7799,-4365.9597,3465.1468,3204.9181,-1807.9759,3696.7551,512.2379,231.3849,551.0234,131.4608,-87.4344,-3552.9265,4397.9302,-4026.7774,2059.0063,4460.5941,-2151.1236,4482.2089,-2464.6008,722.8399,-4493.6140,-3556.0480,-4224.6044,690.0505,3661.0579,-1164.5758,-5444.3215,22.7059,549.9496,-1344.7971,5496.6280,2948.7734,-3941.5326,3611.1528,3587.0581,-3075.1849,2932.2468,403.5498,4487.0170,5047.2048,375.5576,3351.2231,4547.7118,-1035.1706,-5427.8325,-5453.3071,5526.5123,4998.6652,-2598.7383,-2330.8942,3310.3540,4885.8838,-4172.1321,-3055.6616,-4046.7560,-4416.3521,727.4168,-4590.1709,-4671.7255,4360.3965,-793.9162,3125.5319,-5397.6425,3039.1819,-4318.2941,-425.5416,4782.7819,-2202.8768,2458.9906,-4447.0010,4678.6049,4560.7179,-721.7961,4650.1477,-5546.3239,-3513.2440,-3927.2969,-1843.3291,-3704.3335,1008.7001,4437.5545,312.5878,-3851.8618,5464.0401,4853.6524,3687.9030,-3271.6686,5029.5901,-6138.1802,5498.9873,-5254.0082,611.5850,622.6338,-471.4095,-1935.3375,5457.0634,935.0384,-4676.7508,2645.1723,-5251.1415,-3468.7344,173719.5523,173482.9311,172222.1554,177017.2728,178502.8946,168717.2322,164598.5211,173826.9772,75555773.4270,75535435.0963,75559080.5586,75568201.3699,172858.3827,75566588.4466,
7200.000,-5205.5849,3146.8807,-6339.9959,-4453.3971,2095.8613,5002.2013,-1483.8236,4901.2028,-5210.0271,2211.6951,3423.1319,1613.2075,-4717.6258,969.4127,-4325.6144,3820.0715,-3121.5278,-6156.4290,3844.4218,5352.3965,-1927.3684,-3282.9843,3021.4683,1099.1826,-5371.7878,6054.9277,-1969.9363,3105.4090,-2267.0082,-2635.4144,1609.3357,5947.0210,-1279.4460,-2873.7723,4816.1409,4290.8172,5291.1293,-593.3366,2625.1123,-3844.6607,1835.4134,-4274.0412,3688.6763,-4962.6223,2778.4155,-5880.4264,5709.8223,-2749.2368,-3698.8675,-6281.1059,-4428.9448,-5118.3499,-4808.8788,-944.0160,6502.4842,4956.9558,2337.4602,6132.3642,-2912.2144,2347.6749,2003.6926,1640.0577,3915.0236,-6903.9760,1087.3325,1966.5854,-5432.1028,-5062.3728,2418.2320,-3457.1059,6668.1790,5294.6637,5702.1708,-2767.6340,2574.9972,4046.3061,6321.3222,-2870.5448,3699.2327,6551.5388,3316.0905,6268.4973,5882.4542,-3311.4243,-657.0921,-4476.8708,-4988.3002,969.0857,-1589.5588,4572.7217,3912.0592,1880.0132,4684.4061,5772.9743,5787.4665,-2487.5179,3064.1926,6014.8980,5101.6934,4638.6652,60566.6420,77046.3548,52447.7758,56095.1041,54540.1251,54846.9695,60873.6533,59831.8297,105939378.1403,105963210.6025,105969057.1536,105966906.7253,58531.9404,105957726.2106,-1711.5297,-6057.4760,-2578.0318,4632.2962,3576.8450,3128.6308,5963.4846,-3170.9549,1094.3125,-5125.1705,-3754.6116,-6490.8271,4979.6041,-4990.6625,319.9930,-5582.1755,-6180.5096,-2534.7624,644.7494,3798.6971,3678.2580,2590.4493,-4755.4417,4984.3379,1579.3472,-1402.4240,-5287.3655,5116.0457,3954.2488,5405.2024,-3973.1901,-3299.4938,-3907.9458,-3016.2810,-4967.6818,315.2946,1277.1867,862.8017,6123.9465,3853.0802,-4733.9198,514.4613,-5272.4584,3557.4112,5560.3535,81.0389,3491.9165,6097.4248,5062.9403,-2756.3108,-1207.7917,1240.7218,4974.3316,-2321.1402,-2279.1211,-3337.1668,-6450.9482,3274.1409,-6249.7698,5239.9062,6397.7175,-4876.7218,1671.0677,89.5433,4644.6838,-6502.2906,-3454.3497,-4149.8659,3490.3433,-2705.7448,-1619.9805,33.8403,-907.8584,270.6612,-4376.2098,865.3355,1333.3064,6267.1168,3534.4511,-1188.5310,-3987.8620,2914.9989,614.0885,3049.2512,-6862.4679,-5121.1934,4441.1549,3484.1021,-5801.2741,3071.9458,-3613.2103,5099.9083,-3509.2935,-2968.1310,-2057.6211,-5108.3972,5583.4535,-2998.8437,-1853.7963,1994.3705,334607.0607,320258.6610,328610.8436,331366.2200,322374.4469,325636.3403,326973.9528,328134.4415,170671949.0900,170661991.8161,170651129.3765,170663670.4247,327971.2216,170671932.1903,4126.2407,859.4333,486.3564,-2571.1698,-5536.9553,3609.9232,3208.4775,-3751.8170,-4304.7494,4067.2349,4709.1863,-1846.0620,1035.2114,-4547.9287,-5302.4042,-1528.9933,503.2188,-1900.5300,-5534.4469,1855.3605,5520.1410,5495.4856,4064.5968,-4698.7589,4084.9809,3027.6390,3989.1992,3261.8730,5009.9523,-3425.6710,-5433.3330,516.2020,-5338.0683,-5520.1774,-444.1968,-5423.3374,-4281.6821,-6869.5620,-1879.1131,-4278.0756,-4730.2448,-5411.3658,-2591.4362,2976.5561,3020.9007,-3645.8457,-1765.0498,-1773.0517,-2979.9280,901.1252,-5131.3926,4500.1599,-465.3942,6475.0652,581.9470,3471.2268,925.4526,85.3586,-543.1129,3882.1196,1815.5300,4612.7563,-5456.9947,434.5983,4711.1037,-1256.2324,-2384.1883,2068.4698,5449.9248,-5346.6136,-890.3289,4447.9493,-3846.6698,6363.5814,4715.5721,5455.4505,-2503.3890,-480.3955,-4659.6772,-1941.2993,4612.6570,-260.3789,-3437.7383,-5256.7533,455.0440,-547.4845,-1799.8483,5929.7659,-3433.7699,3834.5628,-4420.3308,4334.4882,-3694.6962,-2419.3068,-3169.8376,-3979.9379,2750.2614,1653.6669,3984.6314,4641.8567,174417.4426,172947.1337,173038.5706,173935.9214,179196.6262,171760.6128,163226.2802,171311.2394,75558131.1673,75536522.6811,75556169.0774,75563855.7537,172488.2042,75567116.0770,
