sl_10_86400_20251117 Coordinates.csv
2025/11/17 07:47:00.0000 UTC

Generated: Tue Oct  8 16:58:04 2024,
Start: 2025/11/17 07:47:00.00, Stop: 2025/11/18 07:47:00.00,
TIME_UNITS,STARLINK-5833 - X-Coordinate,STARLINK-11124 [DTC] - X-Coordinate,STARLINK-6347 - X-Coordinate,STARLINK-2722 - X-Coordinate,STARLINK-4468 - X-Coordinate,STARLINK-4616 - X-Coordinate,STARLINK-32159 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-5214 - X-Coordinate,STARLINK-3236 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5833 - Y-Coordinate,STARLINK-11124 [DTC] - Y-Coordinate,STARLINK-6347 - Y-Coordinate,STARLINK-2722 - Y-Coordinate,STARLINK-4468 - Y-Coordinate,STARLINK-4616 - Y-Coordinate,STARLINK-32159 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-5214 - Y-Coordinate,STARLINK-3236 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5833 - Z-Coordinate,STARLINK-11124 [DTC] - Z-Coordinate,STARLINK-6347 - Z-Coordinate,STARLINK-2722 - Z-Coordinate,STARLINK-4468 - Z-Coordinate,STARLINK-4616 - Z-Coordinate,STARLINK-32159 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-5214 - Z-Coordinate,STARLINK-3236 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3292.9640,-3888.7789,759.9615,-6639.6108,6777.7430,-3898.9317,6146.2558,-5645.2612,3773.8371,4171.0012,-355821.4411,-365881.4528,-347449.9310,-347804.3283,-349901.5782,-349192.7999,-357269.2585,-353683.5313,-91782254.9867,-91806529.5891,-91797783.0587,-91803979.4555,-352980.1937,-91795807.0101,-3529.3421,-1138.9541,-5613.9849,-1480.5847,-1316.6239,-1967.4259,288.8399,-3402.1090,2992.5096,5338.3702,170995.1595,181367.6204,180838.9358,176308.2884,184529.5509,181339.0039,178674.4262,178001.0669,322102512.2814,322114162.8049,322118032.9143,322097399.2597,178474.0562,322093430.3508,-5008.8408,5349.2829,-4004.9800,-1275.6495,-422.5055,5342.5010,2977.3303,-1754.3466,4949.8304,1392.3738,-80317.3829,-80958.8001,-83827.2196,-77161.4090,-78094.7436,-88770.0207,-89497.7362,-84202.6833,-137869375.7580,-137888208.2113,-137852766.7667,-137865214.9046,-82581.1789,-137857077.7187,
3600.000,5173.5118,4390.4350,2068.1408,4937.3041,-5191.2026,6352.4864,-6443.8640,5135.0680,-6533.3886,-4328.4020,-385475.1972,-400973.5335,-380264.5056,-381857.5970,-383426.8525,-382663.4334,-389658.5227,-386066.1484,-172056126.4835,-172083373.2669,-172080238.9561,-172075374.9961,-386314.0993,-172070429.7107,4611.1237,-3841.4913,6546.1037,-852.0598,2646.6233,-707.9215,1599.1708,-454.2998,-1591.9373,-2360.6060,73739.5675,84352.6687,84850.9436,81369.7067,90141.8829,87296.2933,83902.6345,84377.5001,287334242.1579,287340912.7327,287349390.2165,287322136.7484,83793.5135,287325702.3380,592.6218,-3339.0376,981.0564,4764.7076,-3730.7169,-2624.5808,1628.1407,4454.7005,-1607.6742,-4856.1037,-81239.4408,-82533.9097,-84213.4933,-80587.1031,-78208.6467,-87628.5916,-92590.6980,-82456.4970,-137899155.5950,-137918783.4285,-137886764.1550,-137895608.3585,-84098.0182,-137887328.9413,
7200.000,-4313.6271,-2985.8730,-3864.2947,-1919.5874,1336.2601,-6247.2897,3304.6015,-3202.5452,6334.8325,3990.4569,-389359.2122,-410428.8717,-388679.0499,-391841.3082,-392160.7154,-392142.4140,-397149.1589,-394547.5333,-240585765.4155,-240614082.3840,-240617719.7113,-240598051.1213,-394722.6967,-240601033.9715,-3550.0294,5776.1587,-5124.8224,3996.3617,-3919.5979,2346.2871,-3189.4510,4668.3017,-53.1964,-2010.5592,-26715.4099,-18665.1276,-16495.7939,-18804.9777,-9770.5640,-13155.6352,-15644.7820,-16698.4839,232965743.3682,232967224.8840,232976945.3503,232951066.2655,-16165.3132,232957251.1680,4129.7787,-1701.1175,2616.2037,-5317.3888,5531.0858,-1787.4635,-5071.3153,-3809.0956,-2770.9795,5271.6766,-82316.2830,-84133.8320,-84562.2922,-84940.0729,-78809.8528,-85580.4868,-94963.3917,-87349.0317,-137928129.5820,-137948980.3933,-137920741.3404,-137921805.9437,-85608.3298,-137917540.2334,
10800.000,2478.3278,-883.4122,4883.0590,-697.8383,2620.8113,3226.4386,1243.6479,706.4135,-3562.9835,-3505.7877,-367900.6110,-393544.3789,-372145.2113,-378928.5036,-375440.4054,-377598.3361,-379530.7852,-378250.5834,-292696645.4846,-292724187.2446,-292734239.8201,-292706170.2064,-377698.0122,-292712820.3438,-104.9226,-4167.8350,1635.9076,-6390.6676,5082.2504,-3440.6909,4689.6899,-6776.3665,2457.5390,5453.2276,-123961.1730,-120968.1632,-116737.8109,-116097.2225,-108696.2774,-115985.8588,-113615.3623,-114735.5260,162707450.5150,162704210.0218,162711804.7950,162698351.1765,-114954.1846,162698469.9508,-6500.8626,5185.2334,-4650.4247,2553.8979,-3896.2638,5037.4663,4810.7564,269.9507,5380.9749,-2418.8115,-83500.8866,-85750.3225,-85184.7835,-88978.6896,-79882.8414,-84824.8835,-96670.6278,-85452.3927,-137956377.8322,-137978745.3886,-137954578.2218,-137944474.4339,-87111.9983,-137947711.5777,
14400.000,-1501.3470,5239.4697,-5236.6734,2277.6327,-4794.7282,1092.6192,-4411.6494,2039.6643,118.6785,2153.2101,-322990.6337,-351342.2613,-331677.9331,-340623.5919,-334309.1116,-337443.1253,-338104.2030,-335641.9375,-324834662.9387,-324859889.0128,-324874660.5655,-324851774.0396,-336372.3337,-324851427.1817,4472.4914,1234.7152,2386.7133,6287.2233,-4981.0729,4530.6762,-5113.8212,5509.7500,-5142.3212,-6274.1508,-211929.2366,-215885.6615,-209440.6643,-204471.7354,-200214.6892,-210521.8672,-203864.5565,-206069.7161,81353553.1755,81346706.1510,81349381.1141,81349116.9986,-206209.7417,81343647.3865,5101.5022,-4026.3835,3861.5876,1773.3252,-194.1392,-5102.5005,-1074.6174,3453.9320,-4622.4426,-1966.6771,-84767.0161,-87377.7857,-86317.0056,-88505.5160,-81435.7365,-89776.6121,-97727.7175,-90274.7363,-137984024.8718,-138008012.7957,-137988162.1475,-137970522.1094,-88608.9087,-137977842.9567,
18000.000,1542.7688,-6560.1660,4566.7263,-3407.7626,4864.5772,-4350.5697,5031.3501,-4713.4634,2324.5958,644.7216,-257889.7118,-286503.9357,-269837.1240,-278887.8824,-271420.6029,-274110.7881,-275581.6730,-274161.6727,-334808497.9529,-334830420.2122,-334847242.2514,-334834108.9966,-273442.5881,-334825359.6107,-6733.0190,1231.6838,-5163.9683,-3331.3490,2640.4106,-5013.3062,3078.5909,-1816.9639,6441.6915,4617.8661,-285243.2963,-297227.6642,-288597.8923,-281215.7202,-278420.5938,-288901.7700,-280807.8688,-284734.1451,-5545129.5514,-5553951.3897,-5557954.5733,-5552735.2328,-284063.7504,-5556183.6636,-792.8777,-780.0994,-757.3609,-5021.8761,4139.8988,1902.4709,-3466.1807,-4587.1680,933.2475,5101.2089,-86098.3049,-89012.1758,-88056.5796,-87542.7889,-83504.3026,-94620.3981,-98114.3395,-88627.5114,-138011231.5747,-138036702.0261,-138021382.2537,-138001624.8441,-90098.9467,-138007934.3533,
21600.000,-1063.4784,3424.0401,-2314.0400,4538.1665,-3907.0033,5269.8509,-3926.0689,6097.0198,-3447.0580,-4231.3463,-177021.9086,-203194.4280,-190606.7597,-199062.5371,-190850.1912,-193175.7790,-195875.4873,-192483.1555,-321939002.5641,-321957382.7995,-321973120.6543,-321967622.6243,-192993.8984,-321955423.3400,5586.9463,-3114.6501,5899.6231,-905.8823,1468.8045,3704.4658,1173.6150,-2063.6251,-4981.8708,-2060.7117,-339528.7922,-359689.4873,-349041.5146,-340467.9972,-338335.4637,-347810.3905,-339745.6651,-342487.6874,-92059853.5758,-92068747.8138,-92079860.2946,-92074991.6293,-343520.6974,-92072006.7273,-4009.6963,4860.0531,-2824.7121,5136.3799,-5519.1045,2486.5427,5465.5556,2241.5000,3321.3954,-5073.6587,-87483.7623,-90650.4098,-90336.5169,-87095.0821,-86162.8821,-98499.0231,-97770.2560,-92985.8621,-138038184.7426,-138064714.3577,-138054124.3554,-138035208.5684,-91581.9986,-138037985.7499,
25200.000,-1181.9455,1732.4883,-1263.4425,-5131.9586,2848.2535,-4411.2823,2456.8314,-4874.0119,4040.9352,6659.2632,-85693.3300,-106789.0347,-99152.0836,-106594.5382,-97829.1397,-100328.7521,-103752.5588,-100306.3445,-287105437.6980,-287120877.8566,-287132511.9242,-287130814.6845,-100233.8966,-287120973.8311,-2235.6288,4597.0665,-4948.5981,4150.8327,-5279.6094,-225.4920,-5329.8047,4422.9757,1095.0625,-55.3562,-371657.4968,-399198.9397,-386823.7201,-377918.3084,-376311.5956,-384123.0940,-377143.0801,-382173.4733,-172288404.3219,-172295543.9415,-172312779.2951,-172310509.6198,-380778.4263,-172301347.6089,6467.8530,-4588.9395,4681.8080,-2084.1185,3434.4540,-5314.5209,-3514.2148,1779.3445,-5504.3804,1863.2786,-88915.6243,-92290.0259,-92943.1410,-87168.3006,-89547.8731,-101550.9027,-96587.7327,-91955.5484,-138065085.0062,-138091931.2528,-138086266.0994,-138069525.8673,-93057.9513,-138067997.1292,
28800.000,4525.4186,-5054.4869,4871.4626,3954.9140,-1588.2845,3046.4817,-807.7207,996.3267,-4490.3401,-6257.3823,10240.7800,-3520.3289,-1461.2625,-7560.7482,1472.1285,-1665.4481,-4175.4805,-1540.0912,-232685413.3015,-232699280.1926,-232704498.4443,-232703426.8082,-1155.1069,-232699831.6563,-760.3328,-4424.0521,3241.2676,-5200.8703,6686.4740,-3980.9242,6716.1059,-5053.6765,3141.6533,1571.6629,-379912.8802,-413182.9135,-399516.0502,-390936.5063,-390579.0682,-395899.8101,-390904.3755,-392005.7749,-240757719.8627,-240761761.1445,-240782835.7250,-240782527.7736,-393471.2249,-240770965.5621,-5228.0852,165.0601,-3727.5283,-2285.4355,776.1104,4743.2430,-1013.8624,-4474.6194,4204.7841,2488.1463,-90388.2105,-93928.9709,-95573.3223,-87728.1322,-93859.4105,-103881.8506,-94497.8979,-95508.9191,-138092133.8306,-138118218.9239,-138117672.3550,-138103469.6679,-94526.6924,-138097968.4741,
