sl_100_86400_20250416 Coordinates.csv
2025/04/16 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:28 2024,
Start: 2025/04/16 07:47:00.00, Stop: 2025/04/17 07:47:00.00,
TIME_UNITS,STARLINK-32205 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-4564 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-4433 - X-Coordinate,STARLINK-5384 - X-Coordinate,STARLINK-3386 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-31096 - X-Coordinate,STARLINK-2752 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-30338 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-5200 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-5954 - X-Coordinate,STARLINK-3161 - X-Coordinate,STARLINK-31917 - X-Coordinate,STARLINK-4457 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-5429 - X-Coordinate,STARLINK-5750 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-5220 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-3890 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-4784 - X-Coordinate,STARLINK-3305 - X-Coordinate,STARLINK-30776 - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-5884 - X-Coordinate,STARLINK-30224 - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-31404 - X-Coordinate,STARLINK-4724 - X-Coordinate,STARLINK-5007 - X-Coordinate,STARLINK-5521 - X-Coordinate,STARLINK-5362 - X-Coordinate,STARLINK-6075 - X-Coordinate,STARLINK-11241 [DTC] - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-30155 - X-Coordinate,STARLINK-6352 - X-Coordinate,STARLINK-3797 - X-Coordinate,STARLINK-5618 - X-Coordinate,STARLINK-5898 - X-Coordinate,STARLINK-4081 - X-Coordinate,STARLINK-31822 - X-Coordinate,STARLINK-5869 - X-Coordinate,STARLINK-5926 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-3370 - X-Coordinate,STARLINK-31744 - X-Coordinate,STARLINK-3388 - X-Coordinate,STARLINK-5070 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-3855 - X-Coordinate,STARLINK-3520 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-2293 - X-Coordinate,STARLINK-30199 - X-Coordinate,STARLINK-5831 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-4258 - X-Coordinate,STARLINK-2571 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-5260 - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-31386 - X-Coordinate,STARLINK-1360 - X-Coordinate,STARLINK-2542 - X-Coordinate,STARLINK-2014 - X-Coordinate,STARLINK-1645 - X-Coordinate,STARLINK-6072 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-4569 - X-Coordinate,STARLINK-1642 - X-Coordinate,STARLINK-31435 - X-Coordinate,STARLINK-1527 - X-Coordinate,STARLINK-3261 - X-Coordinate,STARLINK-30701 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-11112 [DTC] - X-Coordinate,STARLINK-5592 - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-30865 - X-Coordinate,STARLINK-30938 - X-Coordinate,STARLINK-30336 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32205 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-4564 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-4433 - Y-Coordinate,STARLINK-5384 - Y-Coordinate,STARLINK-3386 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-31096 - Y-Coordinate,STARLINK-2752 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-30338 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-5200 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-5954 - Y-Coordinate,STARLINK-3161 - Y-Coordinate,STARLINK-31917 - Y-Coordinate,STARLINK-4457 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-5429 - Y-Coordinate,STARLINK-5750 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-5220 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-3890 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-4784 - Y-Coordinate,STARLINK-3305 - Y-Coordinate,STARLINK-30776 - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-5884 - Y-Coordinate,STARLINK-30224 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-31404 - Y-Coordinate,STARLINK-4724 - Y-Coordinate,STARLINK-5007 - Y-Coordinate,STARLINK-5521 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,STARLINK-6075 - Y-Coordinate,STARLINK-11241 [DTC] - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-30155 - Y-Coordinate,STARLINK-6352 - Y-Coordinate,STARLINK-3797 - Y-Coordinate,STARLINK-5618 - Y-Coordinate,STARLINK-5898 - Y-Coordinate,STARLINK-4081 - Y-Coordinate,STARLINK-31822 - Y-Coordinate,STARLINK-5869 - Y-Coordinate,STARLINK-5926 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-3370 - Y-Coordinate,STARLINK-31744 - Y-Coordinate,STARLINK-3388 - Y-Coordinate,STARLINK-5070 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-3855 - Y-Coordinate,STARLINK-3520 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-2293 - Y-Coordinate,STARLINK-30199 - Y-Coordinate,STARLINK-5831 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-4258 - Y-Coordinate,STARLINK-2571 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-5260 - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-31386 - Y-Coordinate,STARLINK-1360 - Y-Coordinate,STARLINK-2542 - Y-Coordinate,STARLINK-2014 - Y-Coordinate,STARLINK-1645 - Y-Coordinate,STARLINK-6072 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-4569 - Y-Coordinate,STARLINK-1642 - Y-Coordinate,STARLINK-31435 - Y-Coordinate,STARLINK-1527 - Y-Coordinate,STARLINK-3261 - Y-Coordinate,STARLINK-30701 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-11112 [DTC] - Y-Coordinate,STARLINK-5592 - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-30865 - Y-Coordinate,STARLINK-30938 - Y-Coordinate,STARLINK-30336 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32205 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-4564 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-4433 - Z-Coordinate,STARLINK-5384 - Z-Coordinate,STARLINK-3386 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-31096 - Z-Coordinate,STARLINK-2752 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-30338 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-5200 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-5954 - Z-Coordinate,STARLINK-3161 - Z-Coordinate,STARLINK-31917 - Z-Coordinate,STARLINK-4457 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-5429 - Z-Coordinate,STARLINK-5750 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-5220 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-3890 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-4784 - Z-Coordinate,STARLINK-3305 - Z-Coordinate,STARLINK-30776 - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-5884 - Z-Coordinate,STARLINK-30224 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-31404 - Z-Coordinate,STARLINK-4724 - Z-Coordinate,STARLINK-5007 - Z-Coordinate,STARLINK-5521 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,STARLINK-6075 - Z-Coordinate,STARLINK-11241 [DTC] - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-30155 - Z-Coordinate,STARLINK-6352 - Z-Coordinate,STARLINK-3797 - Z-Coordinate,STARLINK-5618 - Z-Coordinate,STARLINK-5898 - Z-Coordinate,STARLINK-4081 - Z-Coordinate,STARLINK-31822 - Z-Coordinate,STARLINK-5869 - Z-Coordinate,STARLINK-5926 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-3370 - Z-Coordinate,STARLINK-31744 - Z-Coordinate,STARLINK-3388 - Z-Coordinate,STARLINK-5070 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-3855 - Z-Coordinate,STARLINK-3520 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-2293 - Z-Coordinate,STARLINK-30199 - Z-Coordinate,STARLINK-5831 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-4258 - Z-Coordinate,STARLINK-2571 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-5260 - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-31386 - Z-Coordinate,STARLINK-1360 - Z-Coordinate,STARLINK-2542 - Z-Coordinate,STARLINK-2014 - Z-Coordinate,STARLINK-1645 - Z-Coordinate,STARLINK-6072 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-4569 - Z-Coordinate,STARLINK-1642 - Z-Coordinate,STARLINK-31435 - Z-Coordinate,STARLINK-1527 - Z-Coordinate,STARLINK-3261 - Z-Coordinate,STARLINK-30701 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-11112 [DTC] - Z-Coordinate,STARLINK-5592 - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-30865 - Z-Coordinate,STARLINK-30938 - Z-Coordinate,STARLINK-30336 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5286.5600,-5388.5839,4616.9188,-5028.6965,3610.2503,-963.0379,-5739.4922,581.9106,-4867.5266,4729.2844,-4828.6544,-5033.5395,-5556.9666,1476.1329,5413.3215,-6663.8756,4931.4181,-1215.9790,5012.3644,3358.6312,4952.0865,5593.1704,-2500.3421,2948.2445,196.7752,-916.6673,-5147.3841,1660.2141,889.0373,-6089.3226,-5769.6361,952.5449,5026.3057,-5833.1603,-6739.0310,-3944.7014,140.2014,5263.6815,2481.7446,4499.8515,1662.8139,-5245.7910,-2243.2256,-594.2406,2322.1158,-2470.1469,-1704.0962,-3246.4609,6699.6954,2056.0296,1781.5972,-4572.9240,3190.4276,3051.9838,506.3181,1938.9177,1576.1134,-873.6494,3648.0367,-4481.1614,2995.2317,-793.1550,604.6133,1419.2409,-6067.9300,-6028.1918,-2508.2019,-3987.9957,4901.5240,-863.2764,481.2506,6539.5644,4028.9678,4156.3986,3058.4583,4733.4591,4547.9423,-2742.7552,-3676.9865,3778.3612,2670.7294,4525.2610,-1057.0474,3923.4848,-612.8647,1697.7960,2321.5853,-5607.7036,6336.5356,-6679.1504,-5392.6499,-5297.1336,-2367.9012,-3616.1873,-2031.1714,-5910.1367,1523.9395,-6605.2127,1624.6778,-4565.6988,-52344.8113,-41005.9105,-56821.8103,-54286.5167,-56612.7276,-55489.9691,-47274.1773,-52025.6910,167187991.1913,167171698.8074,167181237.3062,167175238.8585,-50947.8896,167173185.5553,1352.2486,1167.6185,1980.2254,-3807.7386,3666.0110,1302.0595,1229.2970,-4179.7287,4779.1515,-4000.0152,-4827.4445,-333.1457,756.2203,-4645.5948,-1718.1381,496.5518,-518.2933,-5739.1417,2574.2663,-2494.0892,4234.0582,-2520.4907,3460.4378,-3326.4364,5515.6187,6865.0882,-1437.4266,-6698.8085,-5660.5702,-837.1197,-2633.4114,-4924.3191,-327.1906,-3743.3552,-788.8262,1828.1942,-5360.3019,-1084.5285,-5155.6783,-2551.6164,-6670.7942,14.6554,4193.7603,5688.5010,6426.3338,6469.7509,-6411.3090,4363.4752,1509.5085,-3667.7445,4367.0808,-2945.1147,-4382.9590,5351.8957,-6684.9911,-4677.7832,4884.1499,5223.9707,-4971.4260,-5227.4131,-6085.5912,5570.5062,-4190.3542,-6625.4206,-1572.9300,-3398.0894,5803.6978,1239.0711,1445.6265,-1141.4531,-5117.3525,1986.8451,-5611.0433,-4299.5099,5139.7893,-3760.8067,888.6633,6129.1947,-2700.0700,-3816.6405,-4257.6435,5030.4701,4149.7146,5612.3326,-5181.4851,4516.9039,-6281.4780,2424.9022,-1959.5859,1023.2605,-2564.7145,-2877.9726,3365.3348,5027.2064,-4383.2576,3566.7304,5915.8872,2072.1623,-4699.7728,-5177.1133,-344902.6025,-377477.1020,-362503.0174,-357558.1158,-365540.8547,-362103.1917,-364387.8090,-360418.9467,59379861.2727,59388047.5667,59377228.8900,59359937.2583,-361862.3656,59371782.1039,-4057.7494,4164.7453,-4760.4455,-2859.2796,4639.4750,-6751.7521,-3700.2519,-5480.3244,192.5997,3108.9103,1084.2527,-4737.8226,-4085.4911,4897.0066,3968.7710,-1665.2744,-4831.7108,3720.3360,-4064.8175,-5513.7058,2007.6491,-3214.2190,-5181.6353,5292.0999,4260.1827,311.2179,-4395.8694,846.2451,3863.5928,-2962.6362,-2766.4395,4672.5175,-4753.1902,-129.2741,-1345.6317,5374.1472,4386.9199,4371.7645,3945.4812,4638.2466,-893.7920,-4544.8056,-5027.9652,3702.6142,1076.8536,362.2358,2247.2402,4293.5910,-993.5445,5165.3313,4922.6792,-4278.6030,-4331.8707,3211.8597,-1707.1184,4743.9963,4680.7991,-4454.0843,-2929.7062,-827.7886,1525.6016,-4070.6452,-5473.6419,-763.0275,-2919.8615,642.9460,2553.6985,-5515.8097,4652.4521,-6800.2222,-4635.9535,-1048.2158,-642.6028,-3515.1465,3466.6807,3370.2467,5110.3551,-1661.7681,5236.9573,-4216.8150,-4616.3779,-1415.9553,-5443.4797,1000.8379,4533.5967,4995.1404,-1331.2215,3285.7647,-1828.9184,1124.6630,3463.6851,3381.6855,-5486.6519,3114.4151,-4671.9334,805.2295,-3248.7356,368.5472,4688.0852,669.9410,-169888.8428,-171705.8868,-174545.7854,-166913.2121,-168813.9559,-179534.2196,-179362.4821,-172573.6998,73697654.6795,73686072.1897,73670743.1114,73680842.4126,-172867.7809,73686126.4210,
3600.000,1239.4403,5974.1473,-3749.7226,4313.6453,-5747.2686,-431.7024,3000.6504,3707.0189,1937.4827,-1035.8976,5291.0093,2769.2465,3231.4298,733.4632,-2497.6169,5932.4414,-5921.0301,1883.0453,-4500.7244,-1354.7482,-5091.9707,-2078.3623,-423.9243,-1181.8385,-3665.4230,-1402.0423,3417.7248,-1189.5719,895.6257,3986.5503,4280.1064,3246.3122,-2338.5785,5978.4057,6185.8910,997.0649,3107.4246,-5091.1879,-2784.8890,-5813.9428,669.9569,3997.0863,272.3256,-3573.7794,-3454.5721,38.2560,1688.3470,-741.4205,-6378.7451,3347.8183,-4702.6140,3997.7095,801.2548,-2405.2051,1066.1724,1451.4324,-2298.9244,-2883.7951,-1372.0493,5185.7967,-2570.0563,1187.0688,3679.0207,1726.5448,6764.3849,4377.7951,-1600.7715,2189.9036,-6814.4983,-1192.2662,3237.5514,-5082.9698,-1678.2859,-2560.4930,-4930.0629,-876.7079,-6334.1873,1118.4274,5972.7220,600.9437,982.9378,-5218.7820,-2335.0401,-4270.2880,3119.0759,-2434.9543,666.3185,2071.7914,-3223.2327,5377.1099,6759.2389,4093.4374,-1214.0982,-198.0490,4701.1633,3730.4127,-3367.1290,4874.1405,632.8713,5535.7610,34960.5885,54774.1324,35226.3956,38625.9949,35625.7332,36306.6772,44272.9644,42643.3392,146133419.3055,146114478.5349,146124394.3700,146125945.7293,41275.4739,146118705.6643,-4009.6856,-3471.0827,2307.4738,218.7038,-247.1367,3944.6343,-4125.6280,3903.7769,-5530.1482,4975.5961,3099.7058,-3405.3034,-4101.6867,6709.5854,4544.4196,-2082.9629,3308.8807,1879.5487,-5174.0507,5878.5035,-208.1263,-417.0316,-6497.9018,6348.4325,-3829.5182,-6008.9604,-2491.2455,5598.6264,6852.5980,-2994.8283,-699.0148,5181.2678,3741.4702,1173.8253,-828.8882,-5006.5577,5929.4780,4361.9156,6315.3331,3808.0309,6341.5249,-3891.5716,-6682.1354,-3672.9713,-5070.7044,-6193.9945,3509.0374,-5302.7574,776.0814,4367.5064,-488.0933,-1270.5411,5308.8047,-1742.2305,6297.2858,1893.3011,-620.3329,-3120.9876,6608.9688,2422.6703,5507.6267,-726.1409,3880.9537,5194.0331,23.1208,1943.9122,-4747.6369,-5073.7695,564.7723,5531.8083,2875.1905,414.5769,6070.2178,6440.3636,-4793.0839,4104.8295,1912.4295,-6269.3286,3411.5034,5357.3481,6297.8893,-3460.0587,-5765.9418,-2878.3305,6115.9368,-139.3666,4643.5021,450.5388,3314.3984,-2579.6771,1190.9801,-861.3980,-5783.4465,-5079.7938,-296.0797,-2825.4048,-2513.2648,-3816.4140,6758.8491,3031.1537,-347668.1956,-376165.4394,-361840.3522,-358396.2998,-366754.7565,-363522.5091,-364519.6914,-363651.4333,100717419.4563,100724515.7847,100721609.1858,100702838.9310,-362665.7898,100710271.0651,5335.7991,-237.1018,5325.6139,5399.7166,-3880.7133,5683.9167,4686.8156,4329.0363,3493.2888,-4724.6255,3183.0835,5336.7381,4552.0626,-1510.6352,-4610.9849,-2814.1941,1368.7025,-6426.0101,-1094.0700,3378.1573,-4536.0518,6575.7741,1612.3843,-2485.4710,-4551.6788,3152.8101,5462.9350,3937.1429,210.0974,4646.3619,5377.7867,-3123.6392,5323.9907,-3313.5557,-2989.8238,-4675.8383,-1820.0063,-1782.9610,829.3646,-82.9026,-2723.8606,4111.8959,1762.1618,-4502.4498,3185.2366,3109.7808,-5829.8299,-4415.4671,-2622.6909,-3771.4100,-4926.8512,5490.0641,4378.8402,-6289.7472,-2664.4189,-6525.3882,-6534.6485,5447.9445,-1002.9059,3903.0409,3365.7014,6789.3663,4378.2468,4057.4820,-1440.8570,-5043.1546,-4633.6678,4148.1047,-1040.8755,4013.4877,5386.3688,4657.0421,-2914.0215,167.1399,733.4685,-5514.8027,-1979.8304,-2707.7457,-993.0543,4175.4340,2416.1012,-2934.2546,3030.0927,-4632.0112,-847.7347,-6512.8555,4947.4816,-6613.1699,5081.6061,3360.6950,762.0300,-5513.7721,3464.1207,-4725.4543,4778.0078,-5145.5898,5483.3394,3111.8130,-839.8390,2867.7213,-170942.5673,-172564.7184,-174263.0431,-169380.3333,-167959.9049,-177773.8279,-181826.8370,-174099.6382,73707206.1786,73701811.6903,73684034.5159,73686239.2928,-173587.4830,73694967.3129,
7200.000,2494.1062,-3923.4392,2851.1769,-3285.8312,6396.7229,3504.4295,-6.7738,-6107.0957,2462.6043,-2887.2237,-4187.3180,-752.8448,-706.1544,-2198.3829,-520.2457,-2378.5020,4570.1504,-3726.8002,1201.4353,-218.2035,3918.0720,-3477.8517,2482.5046,-379.4084,6307.9566,3976.8873,-1741.5089,-1103.9607,-2369.0963,-980.4894,-2308.1582,-5642.6490,-5.7536,-4458.9908,-3090.6378,1204.1929,-4872.1625,3357.4828,1424.1755,4218.0790,-3375.2038,-2316.3593,1263.7689,6480.0310,4027.3364,3103.0605,-2804.1577,4073.8159,3883.4968,-5768.6247,6210.2067,-3330.8051,-4089.6437,2711.0339,-2947.4220,-5320.9942,4025.3252,6098.9306,-1816.7930,-4903.3492,-86.6603,1588.3161,-6113.1465,-4973.6592,-4495.7641,-1782.9608,5467.2916,-680.6931,5760.2843,3820.8721,-6270.1917,2255.4455,-1807.6222,60.4634,4796.3744,-3324.6208,5532.1423,1708.5972,-5117.1525,-4145.1295,-3561.5400,4285.4381,4016.1889,4098.1018,-4049.5776,4099.5112,-4465.7054,3405.6610,-1167.3641,-1295.8110,-5128.8003,-2624.8335,3277.3912,4067.2636,-5540.1840,737.0779,5252.1202,-1210.7460,-2316.2193,-5065.3729,120520.5538,147148.3181,124922.1437,129197.9822,125306.1077,126442.2611,132648.7917,129096.6772,115072965.3201,115052666.6284,115058393.3996,115065965.2330,130649.6053,115057818.3144,5831.1670,4186.9560,-5747.4964,3969.1698,-2566.3936,-5852.6193,6320.8148,-3203.9506,4420.0918,-5258.5552,604.4690,6356.5190,6511.8578,-5909.8424,-6463.2017,3534.6618,-4292.8474,2299.7879,3966.3127,-6860.7051,-4236.6703,697.1671,5212.7742,-6645.0770,1879.2114,3158.6821,5915.2041,-2304.3947,-4980.3668,6122.5772,4575.8560,-3856.3699,-6406.4675,2404.0407,2944.4569,6732.1892,-4570.0712,-5762.8103,-4449.1968,-3143.4193,-3848.9635,6424.8936,6289.7381,961.8184,1270.4528,4025.8693,708.4921,5293.5525,-3378.5111,-3067.4516,-2543.8127,5091.2452,-5306.5159,-2880.8914,-3232.9681,-47.7309,-3317.7371,1140.3125,-5083.7991,1618.7835,-2868.5605,-3877.9952,-3184.3297,-1823.8025,1946.9192,1679.6791,2501.8660,6877.5136,-2038.6468,-5693.8155,-841.2425,-3751.5859,-4765.3556,-6113.4900,2153.2262,-4321.6182,-3339.2397,4009.7385,-2698.4013,-5326.7596,-5594.3222,-172.2231,5499.1919,-1435.8733,-4470.6537,-3673.0062,-1626.4499,-661.0785,-4655.1782,3907.5968,973.3186,4833.1472,5937.1805,4409.2457,3751.1655,2382.2657,-1309.8024,4933.8704,-5310.7662,665.8177,-328840.3202,-350825.8212,-338212.2011,-336435.0899,-344691.3144,-341622.9083,-341965.8554,-339898.0767,135196183.4389,135200266.8999,135204477.0611,135189644.7228,-340372.5867,135189846.2787,-2448.8343,-3864.5647,-2588.8531,-4626.7304,759.1035,-1280.1491,-2861.2871,-476.6056,-4586.2903,3468.3151,-5473.1925,-2625.2354,-2285.3969,-2848.3931,2448.5416,5399.6120,2918.6027,5392.0096,5560.7490,840.9686,3623.1323,-5953.3954,3408.8796,-1895.9723,2317.0118,-4726.8229,-3136.2441,-6469.3005,-4177.8580,-2851.7904,-4648.2687,-623.0940,-2625.2253,4720.9413,5432.5918,1054.9414,-1870.2245,-1907.5617,-5155.4863,-4550.5077,4662.8927,-1221.5739,2577.2402,1877.3263,-5483.9424,-4724.9358,6370.6670,1855.4930,4640.8996,-1342.0221,1237.3988,-3294.4398,-1800.4326,5709.5711,5348.5466,4457.1279,4589.8655,-3060.7325,4163.7551,-4634.1089,-6335.8943,-5539.9993,-567.6937,-4298.5059,4867.1062,6497.3045,3210.9302,-200.9444,-3248.4386,1089.9279,-2803.8271,-5354.2420,4695.1255,3260.2327,-4499.8503,4263.6931,-2442.7089,5361.0638,-3859.1480,-1031.3607,1588.6154,5411.5444,1230.9864,5381.9600,-3393.3406,4240.4025,-4903.7067,6001.3102,-4931.4900,-5480.1723,-4529.3705,4187.2437,978.5694,3471.4721,-587.6886,6480.4603,-4308.6143,-4723.9392,-3643.3121,-4698.1640,-172020.0792,-173419.1413,-173785.5043,-172786.0268,-167590.3478,-175079.7747,-183545.4924,-173451.0369,73715946.4141,73716698.5638,73698565.8879,73693555.9330,-174293.4370,73703789.5565,
