sl_100_5400_20251130 Coordinates.csv
2025/11/30 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:18 2024,
Start: 2025/11/30 07:47:00.00, Stop: 2025/11/30 09:17:00.00,
TIME_UNITS,STARLINK-3811 - X-Coordinate,STARLINK-11086 [DTC] - X-Coordinate,STARLINK-31996 - X-Coordinate,STARLINK-31499 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-30205 - X-Coordinate,STARLINK-1212 - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-30915 - X-Coordinate,STARLINK-2472 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-2600 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-4641 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-31081 - X-Coordinate,STARLINK-4345 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-31505 - X-Coordinate,STARLINK-3049 - X-Coordinate,STARLINK-30197 - X-Coordinate,STARLINK-2027 - X-Coordinate,STARLINK-4810 - X-Coordinate,STARLINK-5915 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-30264 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-2484 - X-Coordinate,STARLINK-4138 - X-Coordinate,STARLINK-31835 - X-Coordinate,STARLINK-3640 - X-Coordinate,STARLINK-6255 - X-Coordinate,STARLINK-3658 - X-Coordinate,STARLINK-5301 - X-Coordinate,STARLINK-1912 - X-Coordinate,STARLINK-5394 - X-Coordinate,STARLINK-3523 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-5893 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-30806 - X-Coordinate,STARLINK-31979 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-5983 - X-Coordinate,STARLINK-30879 - X-Coordinate,STARLINK-5719 - X-Coordinate,STARLINK-31288 - X-Coordinate,STARLINK-30707 - X-Coordinate,STARLINK-32220 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-5089 - X-Coordinate,STARLINK-5678 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-4117 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-31099 - X-Coordinate,STARLINK-4671 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-31256 - X-Coordinate,STARLINK-30577 - X-Coordinate,STARLINK-5560 - X-Coordinate,STARLINK-3392 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-5488 - X-Coordinate,STARLINK-5469 - X-Coordinate,STARLINK-4573 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-3089 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-6293 - X-Coordinate,STARLINK-30549 - X-Coordinate,STARLINK-5359 - X-Coordinate,STARLINK-4504 - X-Coordinate,STARLINK-6349 - X-Coordinate,STARLINK-5522 - X-Coordinate,STARLINK-3324 - X-Coordinate,STARLINK-2631 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-6034 - X-Coordinate,STARLINK-2232 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-6246 - X-Coordinate,STARLINK-5073 - X-Coordinate,STARLINK-1784 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-30912 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-4352 - X-Coordinate,STARLINK-30546 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3811 - Y-Coordinate,STARLINK-11086 [DTC] - Y-Coordinate,STARLINK-31996 - Y-Coordinate,STARLINK-31499 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-30205 - Y-Coordinate,STARLINK-1212 - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-30915 - Y-Coordinate,STARLINK-2472 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-2600 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-4641 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-31081 - Y-Coordinate,STARLINK-4345 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-31505 - Y-Coordinate,STARLINK-3049 - Y-Coordinate,STARLINK-30197 - Y-Coordinate,STARLINK-2027 - Y-Coordinate,STARLINK-4810 - Y-Coordinate,STARLINK-5915 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-30264 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-2484 - Y-Coordinate,STARLINK-4138 - Y-Coordinate,STARLINK-31835 - Y-Coordinate,STARLINK-3640 - Y-Coordinate,STARLINK-6255 - Y-Coordinate,STARLINK-3658 - Y-Coordinate,STARLINK-5301 - Y-Coordinate,STARLINK-1912 - Y-Coordinate,STARLINK-5394 - Y-Coordinate,STARLINK-3523 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-5893 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-30806 - Y-Coordinate,STARLINK-31979 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-5983 - Y-Coordinate,STARLINK-30879 - Y-Coordinate,STARLINK-5719 - Y-Coordinate,STARLINK-31288 - Y-Coordinate,STARLINK-30707 - Y-Coordinate,STARLINK-32220 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-5089 - Y-Coordinate,STARLINK-5678 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-4117 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-31099 - Y-Coordinate,STARLINK-4671 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-31256 - Y-Coordinate,STARLINK-30577 - Y-Coordinate,STARLINK-5560 - Y-Coordinate,STARLINK-3392 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-5488 - Y-Coordinate,STARLINK-5469 - Y-Coordinate,STARLINK-4573 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-3089 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-6293 - Y-Coordinate,STARLINK-30549 - Y-Coordinate,STARLINK-5359 - Y-Coordinate,STARLINK-4504 - Y-Coordinate,STARLINK-6349 - Y-Coordinate,STARLINK-5522 - Y-Coordinate,STARLINK-3324 - Y-Coordinate,STARLINK-2631 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-6034 - Y-Coordinate,STARLINK-2232 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-6246 - Y-Coordinate,STARLINK-5073 - Y-Coordinate,STARLINK-1784 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-4352 - Y-Coordinate,STARLINK-30546 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3811 - Z-Coordinate,STARLINK-11086 [DTC] - Z-Coordinate,STARLINK-31996 - Z-Coordinate,STARLINK-31499 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-30205 - Z-Coordinate,STARLINK-1212 - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-30915 - Z-Coordinate,STARLINK-2472 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-2600 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-4641 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-31081 - Z-Coordinate,STARLINK-4345 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-31505 - Z-Coordinate,STARLINK-3049 - Z-Coordinate,STARLINK-30197 - Z-Coordinate,STARLINK-2027 - Z-Coordinate,STARLINK-4810 - Z-Coordinate,STARLINK-5915 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-30264 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-2484 - Z-Coordinate,STARLINK-4138 - Z-Coordinate,STARLINK-31835 - Z-Coordinate,STARLINK-3640 - Z-Coordinate,STARLINK-6255 - Z-Coordinate,STARLINK-3658 - Z-Coordinate,STARLINK-5301 - Z-Coordinate,STARLINK-1912 - Z-Coordinate,STARLINK-5394 - Z-Coordinate,STARLINK-3523 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-5893 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-30806 - Z-Coordinate,STARLINK-31979 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-5983 - Z-Coordinate,STARLINK-30879 - Z-Coordinate,STARLINK-5719 - Z-Coordinate,STARLINK-31288 - Z-Coordinate,STARLINK-30707 - Z-Coordinate,STARLINK-32220 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-5089 - Z-Coordinate,STARLINK-5678 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-4117 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-31099 - Z-Coordinate,STARLINK-4671 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-31256 - Z-Coordinate,STARLINK-30577 - Z-Coordinate,STARLINK-5560 - Z-Coordinate,STARLINK-3392 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-5488 - Z-Coordinate,STARLINK-5469 - Z-Coordinate,STARLINK-4573 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-3089 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-6293 - Z-Coordinate,STARLINK-30549 - Z-Coordinate,STARLINK-5359 - Z-Coordinate,STARLINK-4504 - Z-Coordinate,STARLINK-6349 - Z-Coordinate,STARLINK-5522 - Z-Coordinate,STARLINK-3324 - Z-Coordinate,STARLINK-2631 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-6034 - Z-Coordinate,STARLINK-2232 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-6246 - Z-Coordinate,STARLINK-5073 - Z-Coordinate,STARLINK-1784 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-4352 - Z-Coordinate,STARLINK-30546 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2621.9862,6201.5859,-1770.5143,-4210.1487,274.9737,3153.3797,2183.4504,-899.3120,-3047.7473,-1034.3399,1460.3919,-4389.3641,2048.0747,5670.5060,4613.4680,-4074.4288,4064.5018,5198.4695,-5300.1190,-1472.9869,-537.9781,-4645.7002,3847.3913,2508.6928,-4505.2892,-1850.5836,4648.9422,-3339.6616,-3369.0157,-6074.4027,-3629.7181,-5217.4560,-4059.4544,5133.5897,4093.5451,-3678.6546,5801.2130,-1620.2716,-114.8077,3540.6469,-5525.8105,696.3149,-2769.3824,-5750.6372,5607.6036,-3368.6094,6457.0409,197.0396,4904.5993,-1975.4311,4879.2801,1759.0646,1023.1727,4859.2594,2669.8926,4562.8707,-4837.8365,2475.3651,-2733.0953,-4805.2249,-1382.4914,-1123.8044,-6072.8690,-5486.6720,-3157.0498,-3493.3062,-5879.6477,2891.4824,-6001.0871,427.5033,-6832.5901,-1008.6797,-5283.8440,-3242.1476,2922.8875,5223.7943,2143.8107,-2257.5137,-5711.3167,-1460.1841,4540.6844,5550.0297,4058.1888,3522.8619,4592.0983,4678.1613,1745.2468,-4696.7865,-4410.2796,6521.4207,-1689.5960,4732.6195,5501.0849,-4806.1521,2948.8735,-6304.5862,-4651.3056,-1615.2896,-4656.5151,4932.1444,383512.7575,360859.8572,374895.1738,375515.1752,371631.8721,373024.1346,365763.9784,369791.9799,-105021023.9151,-105007561.4966,-104995603.1194,-105009636.1990,369978.4818,-105002500.3582,6277.0316,-1869.5707,-6219.7197,5205.9663,-5126.8815,-6137.2882,5449.2152,-6839.0376,-4299.5846,6698.5106,-6509.6783,-160.7848,4553.2146,-248.5889,-977.4165,5285.6965,3319.0220,1511.4064,-1800.8567,5442.5768,6800.0171,-1392.8906,-2959.1027,4537.8124,2745.1903,3383.3757,5115.8548,5070.8878,4661.8219,485.4210,5772.1451,-3705.4864,-1191.6375,-946.2934,5331.8935,-5741.8222,-3795.7682,3807.4540,4701.2817,-4146.8771,142.2211,4341.9864,-1055.9518,-3766.1557,3741.3967,-5799.7922,1255.8713,-5534.5732,1808.7618,5382.2377,-1979.6848,5421.5978,-6473.9553,1809.4689,3178.5114,-1804.5868,-4444.3086,6331.0438,-5972.4964,3151.5993,6282.2112,-4437.1317,3272.8352,-3532.4068,5168.1701,3737.2885,-733.4361,6210.4271,-1275.9095,-3011.7982,-649.7878,5967.6038,-2981.2656,5408.5090,6144.2899,2705.8466,3138.2424,5251.0484,-306.0339,-4311.0553,4803.6355,4120.0044,-4506.4309,-1472.6209,-1492.2924,-564.7871,-4760.6150,3036.9543,-3382.4274,-617.5670,-6282.8012,2156.9026,1795.0319,-2079.0735,-4836.7063,-1683.0013,-4277.3387,-5759.5640,-2208.2582,1240.7777,12539.0166,33038.0942,24829.0050,20395.2138,27947.6643,25010.6967,20586.6602,21864.3711,315201041.3243,315194378.9598,315185590.4603,315205690.3299,21354.7106,315194487.3933,-1226.6368,-1866.9852,-2203.7809,1316.7910,-4669.8442,624.7992,-3670.3928,-785.2873,4320.7175,1373.1195,-1861.7741,5341.8832,4649.5058,3939.6419,-5057.1622,-1460.3134,-4549.0087,-4308.9949,-3865.8121,-4008.5669,-1265.6966,4912.6415,4907.6863,4592.4697,4485.6520,5770.8471,140.1094,2842.5571,-3857.1660,3131.6414,1137.4849,-2433.2832,-5456.0905,-4534.0560,-1324.6525,1125.0779,-186.5141,5524.6771,-5136.5270,4236.7462,-4200.2031,-5333.3251,6277.6892,-1049.5117,-1541.3580,1743.1618,-1907.1617,4134.2214,4367.5364,3893.2544,4348.0333,3913.9496,1987.0944,-4487.7778,-5440.8530,4871.1447,-1977.8343,1364.5201,-2222.7092,-3708.2034,2623.6159,-5185.6437,743.0973,2318.6606,-3019.2967,4667.7795,-3606.9787,-171.5734,-3241.1653,-6259.0074,-465.6488,3336.3224,-3358.6502,2921.8443,-1115.5205,-3690.4494,5808.8371,-3941.6417,3900.0833,-5115.4840,2097.3634,-237.2814,-3377.7560,5799.6960,4945.8197,-5048.5580,4719.1745,4084.6275,-4153.5510,2160.7545,-2164.2237,4388.1677,3833.9357,-4523.5011,-3969.2895,-2348.9820,2689.9532,3321.2628,-4657.1368,4731.7396,22367.3929,18800.1269,18780.4520,25385.2815,24506.9184,13838.7373,13058.2845,21676.7731,-145275400.4191,-145257863.0623,-145270950.2492,-145279992.6760,19998.8513,-145280995.4525,
300.000,-1493.1767,5971.1152,-3062.3923,-2807.5704,-1851.1959,1601.6007,3142.8048,-2325.0997,-4739.7015,295.1654,50.5436,-4829.4908,3894.4373,4458.4264,4788.2900,-2843.9389,2430.6075,4546.5305,-5097.9109,-178.3328,1030.1370,-4170.6447,1898.2346,4068.5334,-3594.0078,99.5780,5277.6261,-2421.6045,-2512.5403,-6225.5819,-2253.1161,-6200.9607,-4804.1285,3711.9624,4660.0404,-4367.8625,4737.2495,398.6670,856.0185,1569.2695,-4693.3304,2575.0032,-2155.7040,-6062.7157,6335.8613,-4725.4014,5893.5254,-1317.4963,5784.3237,73.7060,3464.2077,3621.7870,-194.3476,4379.6607,4352.7534,2909.9971,-5814.4783,3675.4767,-4226.3665,-3029.2988,-452.2258,-2783.3015,-6165.3974,-5434.1844,-2213.8242,-1652.0851,-6421.0905,4121.7548,-6647.3362,-1051.2076,-6481.8775,579.0444,-6402.0206,-2934.2429,3993.4514,5747.8633,3930.3865,-682.5637,-6132.5507,-3439.3311,5177.1646,5939.6202,2167.1801,1499.2579,4612.3652,5012.4368,-349.3380,-3922.1903,-2845.8014,6620.5758,-2974.3261,5737.5765,4410.5080,-4438.9854,1977.3496,-6872.5218,-5155.9720,-3097.5797,-5498.2520,5294.9954,383119.5133,360182.8525,374416.6696,374912.1802,371057.4072,372464.0912,365277.1813,368741.9043,-111875266.6509,-111862071.0465,-111849576.4871,-111864301.1809,369417.1264,-111856658.1976,6721.8247,-3123.3255,-6090.0062,5449.8824,-4790.7639,-6401.8230,3862.5878,-6145.4816,-3890.1748,6206.6096,-6009.7764,1838.5963,3423.6209,-1729.8364,-2903.6964,6209.4206,2592.3357,-363.0915,273.6187,6425.0713,6322.6564,663.2920,-3761.8207,3052.0443,4565.4479,2582.6867,4027.5494,6150.3942,6001.9168,2211.4818,5890.0683,-2815.9797,777.5684,-2397.2270,4032.8387,-4551.0008,-4879.7893,4552.1835,5918.0147,-4318.4538,2068.7127,3259.3992,1055.1093,-3226.8520,2754.1861,-5066.3707,-153.9463,-6217.1157,-29.4748,5226.5797,-3601.9438,5155.1860,-6845.3991,-174.0852,1872.3830,-3099.2725,-3633.2083,5192.7743,-5442.8490,3784.3433,5350.2955,-3073.6665,2814.7518,-1952.8299,6250.0414,4861.0251,988.4254,5298.0697,331.3901,-4357.4529,594.8723,5139.6433,-1628.1767,6239.3732,5574.4583,3538.3782,3477.2693,6275.8755,1522.4127,-4184.2930,3166.9775,2917.5688,-5030.3829,-2080.9166,-3391.4884,-2474.8290,-5236.0206,4794.8623,-2758.7953,-1902.1217,-6163.5063,373.7118,575.7175,-82.7863,-6133.1042,-188.8553,-2480.5119,-5859.7772,-3204.5407,-858.2536,20749.0545,40613.2216,32546.5367,28176.3609,35788.6162,32886.0937,28385.5142,29540.0490,312833562.2503,312827086.2175,312818693.7016,312838006.7463,29162.5100,312827053.2099,587.8581,-58.8683,-432.6015,2991.1815,-4667.8324,2103.1488,-4810.4583,-2246.3447,2979.5518,3031.2982,-3445.0402,4598.1302,4434.1437,4984.6464,-4055.7029,78.7322,-5967.7269,-5203.3568,-4496.6368,-2556.4965,-2667.0338,5460.0629,5466.0863,4701.6778,3769.9826,6440.8864,1924.4278,1135.6272,-2368.9741,1821.5804,2826.5131,-686.1115,-4897.1551,-5318.1733,-2996.3736,2819.4814,1346.9939,5174.2453,-3568.0696,5152.9701,-4679.0709,-5525.0951,6514.2853,1076.5012,263.3150,232.5065,-3487.5767,2720.7449,3599.6098,4548.6230,4652.5664,2852.6249,201.1207,-5274.1479,-4937.3995,5451.7068,-191.6646,2751.1116,-757.8956,-4824.9347,4404.7205,-5535.9397,-1497.7765,3819.3436,-1343.6532,4647.6438,-2428.2066,1369.5299,-1957.7813,-5322.3621,-2230.1709,4581.0174,-2105.8521,891.9633,702.9674,-1626.4315,4547.6714,-2888.2599,2832.2946,-4187.9843,3351.1775,-2015.1723,-4265.3870,6452.1503,3875.9866,-4053.9999,4521.9257,3100.9702,-5696.1277,396.6816,-392.2715,3641.8879,5326.7302,-5307.8407,-2511.5504,-899.9083,3794.6125,1707.1902,-2781.1559,4415.0271,22485.8105,18937.9265,19014.5453,25403.9390,24790.5312,14175.4957,13046.2999,21737.7786,-145277059.8166,-145259163.5814,-145271959.0764,-145281778.4120,20146.8032,-145282420.6401,
600.000,-208.8410,5096.7393,-4033.0647,-1090.7701,-3805.4634,-122.7331,3845.2285,-3548.2329,-5928.2200,1627.8613,-1399.2381,-4836.8763,5363.6221,2830.6659,4528.3547,-1323.7713,580.1953,3491.9183,-4414.1629,1106.1763,2523.1908,-3337.0231,-226.5045,5266.4679,-2370.1077,2078.3746,5396.8532,-1251.6114,-1433.6044,-5761.9072,-627.5645,-6544.2720,-5116.9133,1953.2469,4780.1438,-4650.5446,3206.8487,2350.9972,1696.5429,-571.1929,-3445.6666,4231.8003,-1405.5741,-5766.2481,6433.7565,-5622.1275,4743.3328,-2674.1513,6096.8218,2132.0155,1728.4055,5118.9701,-1389.5642,3507.6741,5616.1295,997.3499,-6196.0055,4545.6361,-5304.6073,-939.2657,577.9876,-4211.2700,-5578.2362,-4876.3547,-1050.1159,325.2414,-6353.6412,4949.5149,-6657.4695,-2369.4558,-5480.0308,2151.5100,-6901.8990,-2339.2263,4669.1745,5634.8936,5293.7255,932.7396,-5976.0937,-5053.4696,5342.3240,5752.8714,60.2959,-658.4099,4214.2869,4886.0296,-2396.1642,-2796.6117,-1016.0087,6057.2692,-3950.7285,6177.2920,2909.8461,-3686.8802,837.5438,-6775.3021,-5181.3908,-4246.1392,-5722.0693,5189.3039,382548.9407,359348.1091,373770.2260,374142.8431,370316.2590,371734.8168,364627.1748,367586.9464,-118676191.0805,-118663270.7484,-118650261.3571,-118665629.0903,368690.9814,-118657499.2808,6497.5180,-4039.5793,-5332.4872,5154.3206,-4037.4128,-6055.4616,1901.0650,-4859.6557,-3109.2215,5108.0436,-4932.6246,3631.8309,1985.6199,-3087.8571,-4521.1173,6502.6618,1516.4572,-2236.2558,2336.7988,6776.4942,5242.0729,2676.9316,-4249.7729,1302.0216,5946.3186,1595.6358,2523.5355,6553.3671,6744.0155,3700.9781,5441.8014,-1644.3301,2640.1201,-3661.7154,2305.1191,-2892.9108,-5501.6412,4895.1461,6554.0467,-4116.5741,3822.2389,1905.8470,3084.8859,-2347.4770,1489.6328,-3843.0613,-1584.3614,-6296.1257,-1838.3114,4605.4825,-4893.3683,4410.5073,-6515.1475,-2168.1856,424.4029,-4140.8775,-2452.7624,3547.5907,-4390.4465,4083.8675,3896.5602,-1449.8919,2069.1974,-151.6981,6663.0916,5551.0584,2594.9306,3846.8953,1889.1219,-5307.5639,1804.4793,3830.0761,-137.4637,6431.8784,4439.6312,4005.2337,3518.1447,6706.2853,3182.6987,-3675.2473,1211.4553,1407.2763,-5110.1568,-2561.5868,-4935.9172,-4114.4620,-5245.2484,6083.7651,-1769.5120,-2991.5947,-5415.4902,-1419.7797,-761.1471,1946.8397,-6819.0738,1315.0400,-424.1553,-5370.0967,-3885.3682,-2861.1612,28948.7796,48173.1181,40248.5672,35941.9131,43612.6935,40745.3548,36173.6702,37151.7005,310317050.7780,310310749.0507,310302780.7762,310321260.1209,36956.0759,310310590.1373,2338.7638,1756.0730,1386.9856,4329.7361,-4168.8335,3355.6866,-5434.8311,-3468.1025,1303.2606,4362.4842,-4659.0261,3359.9390,3721.9846,5491.7497,-2617.3309,1608.9396,-6753.7852,-5539.1677,-4619.4047,-829.0165,-3783.7247,5417.4021,5433.5019,4307.3457,2650.1085,6427.0293,3500.8587,-705.5723,-626.3288,309.6436,4210.2145,1137.3677,-3808.8655,-5530.2802,-4336.2464,4209.1312,2736.2480,4264.5139,-1623.0604,5512.3656,-4660.2761,-5122.2747,6059.9368,3088.1407,2039.5264,-1303.0859,-4681.4486,1013.6321,2426.2830,4717.3322,4437.1633,1483.8437,-1607.1988,-5479.1971,-3886.0612,5445.7835,1615.6722,3843.1007,788.0820,-5405.2947,5717.6982,-5291.5900,-3578.8937,4910.0352,486.6665,4129.5026,-989.8670,2758.6608,-465.2339,-3824.0012,-3750.5579,5331.4197,-627.6818,-1232.6766,2444.8440,610.9287,2803.0911,-1527.0891,1460.3395,-2796.0097,4246.5409,-3575.9238,-4699.0556,6420.4312,2388.3954,-2621.0330,3840.4575,1784.8041,-6632.9685,-1410.5131,1423.1077,2484.3784,6252.8088,-5522.6205,-783.1013,645.4904,4481.6427,-96.8193,-609.2056,3629.5372,22603.9737,19075.8784,19250.7806,25417.4383,25070.4888,14518.0833,13039.8696,21672.8972,-145278721.3325,-145260470.3795,-145272979.1940,-145283564.8771,20294.7413,-145283845.5221,
