sl_100_86400_20250929 Coordinates.csv
2025/09/29 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:11 2024,
Start: 2025/09/29 07:47:00.00, Stop: 2025/09/30 07:47:00.00,
TIME_UNITS,STARLINK-5989 - X-Coordinate,STARLINK-30192 - X-Coordinate,STARLINK-5624 - X-Coordinate,STARLINK-5604 - X-Coordinate,STARLINK-32198 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-2405 - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-2695 - X-Coordinate,STARLINK-31926 - X-Coordinate,STARLINK-3208 - X-Coordinate,STARLINK-30916 - X-Coordinate,STARLINK-31755 - X-Coordinate,STARLINK-5644 - X-Coordinate,STARLINK-31472 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-3370 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-6164 - X-Coordinate,STARLINK-4148 - X-Coordinate,STARLINK-3548 - X-Coordinate,STARLINK-5886 - X-Coordinate,STARLINK-30851 - X-Coordinate,STARLINK-5836 - X-Coordinate,STARLINK-6189 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-4385 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-5368 - X-Coordinate,STARLINK-1905 - X-Coordinate,STARLINK-1891 - X-Coordinate,STARLINK-2182 - X-Coordinate,STARLINK-31829 - X-Coordinate,STARLINK-4780 - X-Coordinate,STARLINK-31399 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-5872 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-5200 - X-Coordinate,STARLINK-3230 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-4691 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-32317 - X-Coordinate,STARLINK-11163 [DTC] - X-Coordinate,STARLINK-1936 - X-Coordinate,STARLINK-31557 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-30714 - X-Coordinate,STARLINK-31368 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-2029 - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-5957 - X-Coordinate,STARLINK-2219 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-30902 - X-Coordinate,STARLINK-31816 - X-Coordinate,STARLINK-3275 - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-5581 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-11177 [DTC] - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-30525 - X-Coordinate,STARLINK-5232 - X-Coordinate,STARLINK-4344 - X-Coordinate,STARLINK-2688 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-3802 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-1574 - X-Coordinate,STARLINK-2412 - X-Coordinate,STARLINK-31049 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-5582 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-30053 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-2486 - X-Coordinate,STARLINK-2111 - X-Coordinate,STARLINK-4167 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-31950 - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-30953 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-5996 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-31826 - X-Coordinate,STARLINK-3883 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-30192 - Y-Coordinate,STARLINK-5624 - Y-Coordinate,STARLINK-5604 - Y-Coordinate,STARLINK-32198 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-2405 - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-2695 - Y-Coordinate,STARLINK-31926 - Y-Coordinate,STARLINK-3208 - Y-Coordinate,STARLINK-30916 - Y-Coordinate,STARLINK-31755 - Y-Coordinate,STARLINK-5644 - Y-Coordinate,STARLINK-31472 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-3370 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-6164 - Y-Coordinate,STARLINK-4148 - Y-Coordinate,STARLINK-3548 - Y-Coordinate,STARLINK-5886 - Y-Coordinate,STARLINK-30851 - Y-Coordinate,STARLINK-5836 - Y-Coordinate,STARLINK-6189 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-4385 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-5368 - Y-Coordinate,STARLINK-1905 - Y-Coordinate,STARLINK-1891 - Y-Coordinate,STARLINK-2182 - Y-Coordinate,STARLINK-31829 - Y-Coordinate,STARLINK-4780 - Y-Coordinate,STARLINK-31399 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-5872 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-5200 - Y-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-4691 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-32317 - Y-Coordinate,STARLINK-11163 [DTC] - Y-Coordinate,STARLINK-1936 - Y-Coordinate,STARLINK-31557 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-30714 - Y-Coordinate,STARLINK-31368 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-2029 - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-5957 - Y-Coordinate,STARLINK-2219 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-30902 - Y-Coordinate,STARLINK-31816 - Y-Coordinate,STARLINK-3275 - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-5581 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-11177 [DTC] - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-30525 - Y-Coordinate,STARLINK-5232 - Y-Coordinate,STARLINK-4344 - Y-Coordinate,STARLINK-2688 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-3802 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-1574 - Y-Coordinate,STARLINK-2412 - Y-Coordinate,STARLINK-31049 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-5582 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-30053 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-2486 - Y-Coordinate,STARLINK-2111 - Y-Coordinate,STARLINK-4167 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-31950 - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-30953 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-5996 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-31826 - Y-Coordinate,STARLINK-3883 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-30192 - Z-Coordinate,STARLINK-5624 - Z-Coordinate,STARLINK-5604 - Z-Coordinate,STARLINK-32198 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-2405 - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-2695 - Z-Coordinate,STARLINK-31926 - Z-Coordinate,STARLINK-3208 - Z-Coordinate,STARLINK-30916 - Z-Coordinate,STARLINK-31755 - Z-Coordinate,STARLINK-5644 - Z-Coordinate,STARLINK-31472 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-3370 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-6164 - Z-Coordinate,STARLINK-4148 - Z-Coordinate,STARLINK-3548 - Z-Coordinate,STARLINK-5886 - Z-Coordinate,STARLINK-30851 - Z-Coordinate,STARLINK-5836 - Z-Coordinate,STARLINK-6189 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-4385 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-5368 - Z-Coordinate,STARLINK-1905 - Z-Coordinate,STARLINK-1891 - Z-Coordinate,STARLINK-2182 - Z-Coordinate,STARLINK-31829 - Z-Coordinate,STARLINK-4780 - Z-Coordinate,STARLINK-31399 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-5872 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-5200 - Z-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-4691 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-32317 - Z-Coordinate,STARLINK-11163 [DTC] - Z-Coordinate,STARLINK-1936 - Z-Coordinate,STARLINK-31557 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-30714 - Z-Coordinate,STARLINK-31368 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-2029 - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-5957 - Z-Coordinate,STARLINK-2219 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-30902 - Z-Coordinate,STARLINK-31816 - Z-Coordinate,STARLINK-3275 - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-5581 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-11177 [DTC] - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-30525 - Z-Coordinate,STARLINK-5232 - Z-Coordinate,STARLINK-4344 - Z-Coordinate,STARLINK-2688 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-3802 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-1574 - Z-Coordinate,STARLINK-2412 - Z-Coordinate,STARLINK-31049 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-5582 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-30053 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-2486 - Z-Coordinate,STARLINK-2111 - Z-Coordinate,STARLINK-4167 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-31950 - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-30953 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-5996 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-31826 - Z-Coordinate,STARLINK-3883 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1662.4502,1360.8258,-1467.2495,739.2721,-4729.1431,2568.7400,6349.6931,2987.9835,2299.6343,5731.7597,4956.2840,4323.8206,-462.9883,1269.0444,3218.0945,-3755.7752,-5559.3757,-961.2588,-5930.6995,3793.1745,-3922.2219,-4084.1045,4440.4219,-3379.1118,1171.1482,-2191.8992,-5680.3545,-508.7660,-3317.6705,-5949.9231,-3484.7636,-361.9625,-6445.2444,6325.2486,-3358.8855,-4621.9466,3279.3078,-2737.7494,601.4517,-2502.9940,-2042.2850,-6365.1356,-5221.7235,-6161.9270,-336.9658,6346.3432,-2034.9457,-5293.6841,1960.8662,0.0000,1085.7548,1752.3860,6744.2185,4364.1593,6181.1599,-4998.9288,-5058.1115,-6670.1742,4459.9958,-1552.5480,-1615.9326,-4570.8708,3721.8173,6032.9896,5026.9050,-5812.7437,5753.6115,-3436.9596,2231.1477,-600.5014,3346.6120,-5344.3437,5526.9411,-5008.9120,5959.5058,4767.0974,-832.3165,-6117.5279,128.0983,-1315.6710,2871.5209,5424.8574,-3889.0310,-1781.5043,-4589.3990,1755.3665,2158.9861,6686.6404,4854.7047,4158.4021,5162.9079,4719.5177,1068.3007,-1882.5077,4579.8193,-5941.2719,2468.7229,-4970.1045,-1853.4841,1173.6396,273697.5399,276934.4647,289062.7923,285363.8593,290038.1821,288106.0325,280760.0949,282931.4082,-15786924.7749,-15779489.2385,-15775436.5403,-15789117.5129,283494.8459,-15783064.8820,4255.9022,6805.9185,2471.2992,3193.5843,-2784.9218,4314.7231,898.1984,3197.1661,4272.9948,961.4829,-3800.1715,-2544.3444,-6710.3767,-5102.5624,3823.4610,-4627.4739,1536.7304,6428.9391,1876.3788,4484.7691,1414.5829,3163.8388,749.3993,-2513.3885,-343.4690,6036.1827,3711.2528,-5677.0031,5679.8622,3295.8247,-3798.8002,-5203.2480,1226.8877,1605.5771,2910.7800,-3545.5432,3979.6463,5449.9528,5443.7202,6390.8201,-5693.0351,-2102.5477,2239.6608,-1880.9908,5428.8462,-1353.7779,-6363.7330,-424.6140,-5336.3780,0.0000,-4959.7914,-5144.7148,-291.4223,-882.4267,1047.1819,4333.5781,954.1415,-470.8438,-2977.9461,6696.2068,5968.4178,-257.7629,-2322.8420,2555.5547,1955.6538,-3107.4775,3095.5756,5614.2133,6464.3572,-6352.7724,1178.7394,-27.5985,-809.8471,346.5000,-224.1529,175.1354,6865.2692,-2654.4794,-5194.8421,-4958.3154,-5324.8759,2888.4722,3606.2523,-3790.0367,4393.7174,6491.6276,3546.3119,1738.2841,2287.7432,-1391.1648,-2659.1845,-2361.9620,6818.2630,-5310.8462,4764.8944,1178.7303,-6379.5426,4521.7257,4748.6918,6738.7382,197527.6530,214685.9139,206038.2447,202998.6581,210040.7022,207307.0530,211611.1827,209645.5977,342262444.6344,342281208.4560,342299622.5013,342283789.1359,208252.1590,342282500.1989,-5247.7868,65.8329,6315.7449,6115.7578,4043.6838,-4613.8406,2568.3113,5388.9619,4880.9611,-3578.4636,-2975.0032,-4655.1338,-1105.7909,-4591.0934,-4615.4585,3507.1071,-3815.4679,1742.4918,-3026.1848,3648.0958,5518.0077,4615.2349,5234.0704,5475.0713,-6836.2728,-2617.0840,1417.4600,3938.9864,-2132.8215,1387.1458,-4636.2183,4563.2998,-1986.6165,2005.1269,-5317.7165,3619.5556,-4615.3644,-3068.8893,-4228.5881,979.9787,-3400.0482,1399.7785,-3940.1184,-2581.5235,-4279.9609,-2392.8186,359.6067,4120.7991,3957.8807,0.0000,4710.1824,-4175.2551,-1113.1767,5270.3984,-2883.7765,-2083.5035,-4655.0881,-1789.7393,4402.7133,-916.7782,-2893.7007,-5111.8728,-5360.8563,2353.4208,-4185.9588,-883.9126,2255.3156,-2136.5437,1137.0098,-2771.1775,5959.0206,4159.0767,4094.6990,-4617.0370,-3504.6998,-5011.1711,570.8791,-1810.9061,-4572.2323,-4550.9979,-3359.4971,3213.7538,4426.3877,5534.9688,2799.7590,1651.5227,5520.7696,-389.5669,-4370.6407,-5356.0926,-3791.3766,-4324.5884,425.6571,-3930.1765,1795.4523,3370.5463,-1129.3649,1171.0169,4571.5453,998.8609,-187889.7107,-190190.5177,-193096.7628,-186200.0245,-187350.4430,-198045.5747,-198569.7990,-190815.8863,-80082715.6612,-80108820.7824,-80098923.7630,-80090389.9293,-191745.6025,-80082209.5681,
3600.000,-2539.1477,-3258.8654,-3148.3949,-3340.4341,6707.8742,-5837.9071,-4002.9257,-2313.0256,-5401.1092,-3916.1639,-1222.4861,-3929.1143,3167.1898,2611.6985,-6291.4360,4128.5253,5851.0130,-1237.1888,2498.2749,-5709.9309,2204.1330,2070.7891,-6117.5359,5218.6917,-4104.5450,-1289.3844,4014.2063,3879.3414,151.4078,5774.6955,5723.1335,3853.4016,3325.4637,-4165.3263,1936.8374,4050.7003,-5963.1486,213.5484,-2876.6352,-380.9111,4373.2839,6082.2455,5271.8491,4934.6787,-1785.9801,-3293.9988,3563.4454,6325.8275,1799.1122,0.0000,2646.8953,169.4166,-5557.1725,-1948.3550,-3819.8331,1651.9138,4513.1330,6328.2136,-6773.6693,-759.4674,-2406.4152,5923.7836,-2689.0552,-6834.1986,-6821.9611,4330.5072,-6368.9704,1989.8152,-3964.3550,1325.9926,-4710.3727,2087.7802,-3182.6247,4489.2561,-2994.9862,-2701.1899,-1417.3806,6322.4781,3390.0881,4164.3709,-1566.2185,-4311.2769,3208.6971,2695.6341,1011.3297,-3737.5112,-5508.4623,-5445.3235,-3810.2170,-1476.8599,-4335.3789,-1159.3256,-2517.4363,5000.0228,-4385.2966,5840.8141,454.0860,1374.0235,-174.1100,-2527.0398,216167.5016,213534.8401,227424.5719,223606.2949,229035.5267,227444.1905,220206.4128,223453.1020,-103916408.5187,-103909997.6015,-103912979.0587,-103917423.6370,222401.1114,-103913735.5925,173.2356,-5147.4309,-2578.2747,-5431.0195,1214.4793,-1182.9673,1842.4257,1313.7389,-4042.0213,3222.5451,4091.0354,5548.1390,4310.0338,4930.5069,-799.5876,671.1563,-3665.5887,-5769.6940,-3443.6821,-3881.8623,-5173.0334,-6125.5389,2254.7405,-1344.2742,-3637.5606,-4974.8456,-5188.4667,3425.0255,-4575.2201,-751.7140,397.2568,5280.9800,-3022.1081,1484.8605,-6132.3729,-751.3756,-3374.9559,-6770.6581,-6280.9751,-5653.2923,2563.9448,195.9876,-4463.6014,-1494.7383,-6671.3245,3021.9931,3638.2661,-2220.6418,3766.9441,0.0000,5635.2522,6846.8110,2036.2343,4591.9262,1925.8590,-5011.5880,-4555.6475,-1105.8371,1403.1980,-6346.2754,-4370.6330,-2954.2919,5774.9345,-586.3972,-13.0327,-708.3278,-1671.1124,-6232.8111,-3962.5841,3007.9594,-4776.5773,-3733.4529,4161.6736,-4518.3511,2881.4398,3727.8215,-6119.4124,1015.6638,2673.2423,5409.0874,6676.7520,-5036.9593,-6092.9310,-719.0968,-5033.8165,-5462.0864,-1044.7327,344.7007,1852.2908,4834.2505,5375.4274,5370.2307,-4782.1329,4660.5619,-1221.2790,-3740.7689,5582.2634,-5154.7022,-6820.9709,-5545.2337,258125.8110,279320.1010,268871.1177,267473.6421,274535.4851,271968.8555,274974.6311,271133.4033,326490435.4210,326505949.1807,326526043.4692,326504197.0522,272397.2869,326510520.4758,6457.3497,3314.3335,-5640.6249,-2769.7384,306.8559,3303.6478,-5329.3806,-6428.7359,-1411.8962,4553.0917,5428.2540,731.7294,4218.3396,4171.8022,2442.2399,-5518.4323,-318.6198,3232.6350,5439.4789,469.0943,-4049.3063,-2510.8920,-2307.5881,-4341.8101,4250.5821,4640.6906,2233.0836,-4622.1950,5169.4237,3771.1222,3876.1509,-2326.5227,5164.5165,-5210.0739,2559.2341,-5493.9251,927.0756,-820.9748,282.9523,-4005.1747,4721.5144,3135.3576,-164.0831,4631.5438,369.4751,5263.1916,4330.4307,559.9500,-5541.0326,0.0000,-3056.1132,-46.8787,-3433.3642,-4784.1163,5401.8084,4487.1452,2634.1510,-2575.2725,614.4181,-2697.0876,4648.7304,1795.5949,2698.5695,1181.8680,-127.5273,4986.3505,2105.8912,-2254.7795,-4089.3771,6113.0286,-1794.0430,-5263.4929,-4546.2031,2422.9102,5514.4855,5147.6989,2938.9329,-2596.9038,5396.5593,591.2848,-898.2505,2038.4102,-646.1343,-6372.5498,-4687.9875,2032.7059,-4058.1350,4246.5832,5457.4200,4711.3261,599.2771,4032.4742,-4319.9872,630.9420,-5124.3908,2.0837,4072.8798,-4254.6815,-671.9209,3257.5435,-187623.1585,-190016.3171,-191888.0960,-187971.1161,-185805.7876,-195325.6382,-200081.1315,-192420.2770,-80142393.8108,-80168793.9507,-80163718.1148,-80148387.0206,-191643.0373,-80145006.5892,
7200.000,4267.9944,4815.0130,5889.7037,3553.1897,-5045.8440,6586.4466,918.8411,2682.9617,5766.7416,1350.5731,-3101.2292,1689.8675,-5412.7499,-5434.4627,6303.4496,-4341.7831,-3483.7607,3740.9990,1503.0766,5213.5488,-710.6602,110.1792,5450.8683,-5760.3934,3082.2562,4865.5436,-516.0271,-6408.7495,3899.9291,-1345.2198,-6456.2339,-5606.7707,990.5319,912.2637,-473.5012,-3160.0995,5864.7503,2618.5194,3764.0334,3826.5088,-6090.3056,-3087.5629,-2930.3804,-2878.7806,2978.5836,-698.3257,-4115.8994,-3098.7700,-5429.3975,0.0000,-4967.0781,-1991.2073,1559.1820,-19.3850,885.9843,2441.3381,-2931.9226,-3305.2924,4395.6231,3410.8964,5899.0881,-4653.6968,1317.1603,5328.7595,4899.6309,-903.6345,4459.5733,890.7562,5223.3646,-3398.2106,2362.2872,1044.0364,611.1486,-2383.9515,-232.5568,919.2744,3880.8003,-4018.8825,-6280.1973,-4722.2032,-665.3207,764.4412,-1250.0274,-4329.7269,2945.1536,4810.6897,6869.9433,2501.1790,2724.9670,-561.8608,2009.5120,-2095.2180,4123.7030,-5763.6728,3494.4466,-3526.6833,-3940.0828,3224.6442,1922.9383,3772.4753,145750.5412,135886.9499,151305.1185,147279.7494,153686.4222,151319.5412,145962.7909,145752.9482,-184951998.8976,-184944710.5311,-184954863.6071,-184946973.6602,147245.3255,-184950377.7307,-3794.6237,1621.9299,3298.3762,5541.7146,1142.7503,-1682.8691,-4971.3412,-5223.8294,2271.1637,-6343.7333,-4237.0870,-5495.4817,-187.9535,-4126.9645,-1956.3705,3504.5735,4210.5667,1552.3215,5065.8050,1430.8031,6887.3255,6841.5697,-3700.0566,3797.5554,6166.6134,3085.9634,5211.9505,-868.6179,2800.9686,-968.8852,2398.3131,-3864.9447,4872.9469,-5005.8074,6684.4535,4954.1090,1552.5576,4797.3839,4366.4222,3503.0793,865.3823,2751.7644,4690.0058,4954.7791,4990.7525,-4880.4810,1808.6517,3603.0542,-2107.0501,0.0000,-4814.6976,-5016.8500,-3791.0707,-6794.8422,-5204.8215,4960.3278,6210.9431,2941.8972,914.2957,3828.3031,1773.9152,4215.9495,-6602.5574,-1903.2100,-1953.5792,5182.2880,-1091.3487,4450.6062,83.0987,1155.8622,5537.6148,6362.5293,-6536.1785,6184.1928,-5576.4439,-6532.5831,3314.6585,1766.0797,-381.4919,-3235.8190,-5145.4357,3198.1295,5792.5104,4172.6389,5008.5585,2179.3317,-796.6768,-3391.2180,-5517.9949,-6799.0261,-5944.8064,-6452.9488,823.0741,-2086.1899,-3416.5348,4918.7169,-3437.2960,4367.4561,5423.7027,1850.8904,302859.7880,325535.9312,314718.1366,315246.8603,321650.4509,319307.4852,321373.4964,320115.8572,288426760.2181,288438925.8184,288457503.4613,288441159.9816,319233.4829,288446351.3294,-3970.8599,-4734.9979,1649.4768,-2238.3652,-4453.2843,501.7560,4701.2625,3710.8756,-3016.3108,-2126.0421,-4506.9457,3696.5009,-4145.4886,-1452.4998,1628.9441,4081.6661,4222.2497,-5381.4468,-4466.3166,-4325.8414,64.5582,-1134.1105,-2102.7081,465.9757,815.7671,-3859.7806,-4549.2096,2493.3321,-4980.1360,-6746.6785,-764.7574,-1332.4008,-4723.8157,4545.1679,1741.1859,3534.4204,3310.8261,4078.1659,3809.0366,4591.8560,-3207.7622,-5465.8075,4133.3438,-3916.9685,3740.0571,-4853.6791,-4961.4353,-4767.8221,3749.0782,0.0000,-473.8710,4207.0685,5465.2691,1228.7224,-4446.5984,-4190.5799,954.9224,5309.1013,-5298.9273,4657.7853,-2945.6358,2758.0328,1602.8060,-4068.4202,4320.2983,-4072.4242,-5177.4997,5210.3998,4549.9047,-5960.8805,-3461.0843,2081.4504,2219.8969,1591.5186,-4088.0484,-2079.1316,-4708.0292,5322.8583,-2879.5551,3759.9365,4563.5511,-6114.0540,-3570.5344,3477.3491,3799.9931,-4487.9411,31.8468,-5495.2748,-3167.4564,-1154.2767,2935.7393,-715.6107,5478.2503,3084.5393,4789.8717,-3394.9541,-4556.3435,4120.2307,-3727.9105,-5496.9221,-187402.5711,-189898.9624,-190598.0573,-190667.3588,-184740.7038,-191682.2510,-200859.0420,-191137.3460,-80202227.3108,-80227856.7600,-80227775.6607,-80203751.6092,-191524.7753,-80207789.7517,
