sl_20_5400_20250106 Coordinates.csv
2025/01/06 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:58 2024,
Start: 2025/01/06 07:47:00.00, Stop: 2025/01/06 09:17:00.00,
TIME_UNITS,STARLINK-5916 - X-Coordinate,STARLINK-4212 - X-Coordinate,STARLINK-31408 - X-Coordinate,STARLINK-4089 - X-Coordinate,STARLINK-32131 - X-Coordinate,STARLINK-2071 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-1057 - X-Coordinate,STARLINK-1102 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-31900 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-4659 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-5662 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-5027 - X-Coordinate,STARLINK-3629 - X-Coordinate,STARLINK-31956 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5916 - Y-Coordinate,STARLINK-4212 - Y-Coordinate,STARLINK-31408 - Y-Coordinate,STARLINK-4089 - Y-Coordinate,STARLINK-32131 - Y-Coordinate,STARLINK-2071 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-1057 - Y-Coordinate,STARLINK-1102 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-31900 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-4659 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-5662 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-5027 - Y-Coordinate,STARLINK-3629 - Y-Coordinate,STARLINK-31956 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5916 - Z-Coordinate,STARLINK-4212 - Z-Coordinate,STARLINK-31408 - Z-Coordinate,STARLINK-4089 - Z-Coordinate,STARLINK-32131 - Z-Coordinate,STARLINK-2071 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-1057 - Z-Coordinate,STARLINK-1102 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-31900 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-4659 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-5662 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-5027 - Z-Coordinate,STARLINK-3629 - Z-Coordinate,STARLINK-31956 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6592.2913,3286.0911,-4686.8293,-4366.4784,-4069.6767,1216.1654,-4088.0778,-1162.2337,3932.4583,5380.8577,-4139.2908,6213.4729,1532.6992,-2201.2820,3841.7183,2527.0102,-2324.5339,1894.0840,4444.9172,-6685.0090,307249.7322,278780.4177,297843.0454,302949.8822,295464.3242,298841.4369,295231.8043,299362.8551,14903534.8812,14869226.8466,14884602.7326,14894327.8325,298330.5176,14905550.9221,-1326.9871,-2820.1695,-3660.7844,-367.3699,-2904.3786,6734.0736,-858.5304,-4966.9880,-1437.6989,2435.4495,5539.0458,1424.7494,-6555.2083,6577.6996,1315.1453,4765.1404,-488.2322,-6670.2722,-5247.2175,-205.8048,209996.4047,215247.3461,224897.4968,221786.6558,225157.5004,223473.3961,215754.1739,219738.7600,-86987390.8738,-87003709.4739,-86989145.3745,-87002633.0624,219060.8200,-87003706.6376,-1708.6177,-5401.0407,3333.9597,5341.1434,4632.3491,1053.2560,-5519.1461,4516.9086,5505.0380,3356.4852,-184.9793,2420.8495,1597.4570,-50.7033,-5384.9402,-4354.8981,6521.2231,205.2333,-747.0124,-1340.9744,26463.9959,23030.8320,20987.0610,29024.6816,26663.8987,15958.9590,16553.6253,24166.0181,39528266.0409,39557908.0229,39539768.2148,39537174.5457,22837.6429,39540395.0145,
300.000,5616.4548,2198.6330,-6007.6005,-3780.1852,-4175.7517,2396.5802,-4563.8748,-3213.0788,3225.8970,4970.8547,-3003.1454,6749.6611,145.8972,-685.2701,4512.3300,3954.7512,-2663.4515,355.1538,3431.5585,-6686.3447,302896.2076,274168.1208,293270.5706,298239.6680,290721.4535,294110.0061,290599.4752,294235.7693,16805091.4118,16770505.0799,16785687.5413,16795747.8885,293627.7120,16807032.2023,-2715.2207,-4572.7002,-2469.7062,1724.1226,-822.1099,6453.6334,1213.8224,-4567.9048,-3448.0059,653.1495,6015.3982,-112.5804,-6118.0461,6741.0378,-742.4947,3192.4297,1672.0458,-6709.8302,-5907.5623,1328.4468,216426.0388,221133.0158,231170.7641,227983.9548,231427.2864,229790.8505,222020.1231,225954.7339,-86639255.7215,-86656315.0964,-86641514.7328,-86655037.8537,225305.7685,-86655550.0540,-3039.1484,-4708.6370,2076.8001,5519.5146,5322.3817,-758.0303,-5059.8580,3904.5527,5055.3216,4581.2431,1616.1339,973.6367,3222.9409,1476.3613,-4956.7491,-4714.6779,6187.4993,1717.3431,1069.1916,205.1420,26641.9796,23166.5844,21197.5285,29065.5113,26970.8707,16276.2358,16520.3034,24576.4414,39528519.2054,39558040.5687,39539742.8303,39537041.7496,22987.3204,39540689.1944,
600.000,4101.1419,944.0978,-6714.5760,-2877.4428,-3909.3716,3347.6380,-4641.0531,-4931.6644,2255.8426,4080.4732,-1553.1428,6598.7864,-1288.6211,910.5917,4751.3217,5038.0385,-2811.9365,-1233.8686,2066.5868,-6004.8844,298406.3144,269432.5415,288566.6968,293399.1961,285848.1153,289244.5666,285836.7036,288936.7550,18698549.5747,18663702.3316,18678691.1959,18689113.9867,288794.1788,18700414.3101,-3870.3038,-5889.2076,-1047.1627,3663.6387,1355.3578,5531.2515,3144.7144,-3740.8275,-5127.0638,-1231.2836,5903.6743,-1628.9111,-5088.1427,6256.1410,-2694.7206,1336.0286,3645.3140,-6105.0385,-5986.7514,2729.1478,222767.2655,226920.0781,237340.3910,234079.0195,237591.7245,236004.4154,228189.6097,232003.4414,-86249565.5301,-86267378.2294,-86252346.2684,-86265893.9734,231449.7498,-86265842.1718,-4045.4377,-3511.0420,586.0976,5102.9278,5414.8110,-2487.9144,-4057.7676,2852.8616,4062.4065,5285.8131,3242.8322,-583.0753,4501.2590,2845.4410,-3954.1926,-4570.8550,5196.7025,3045.7382,2769.9821,1728.1677,26819.2679,23302.3100,21411.3869,29101.2513,27274.2069,16599.0968,16492.8404,24871.4993,39528778.0026,39558172.2334,39539717.7941,39536917.4800,23136.9812,39540983.5042,
900.000,2195.0493,-366.0789,-6736.1572,-1743.9040,-3299.5002,3994.5805,-4300.3019,-6142.8042,1107.4987,2810.5803,80.5652,5774.0945,-2641.0148,2443.9660,4521.1668,5670.3355,-2741.5643,-2731.0066,470.9208,-4707.9612,293781.8242,264575.7851,283733.5254,288430.5387,280846.5726,284247.4174,280945.3236,283504.4319,20583001.3553,20547911.0277,20562706.3002,20573517.4573,283832.0861,20584789.3931,-4690.7301,-6633.1814,476.3942,5255.4581,3400.8740,4054.5310,4745.7615,-2559.6238,-6305.1462,-3024.1978,5226.7610,-2984.7671,-3575.1863,5174.9270,-4336.0091,-624.5580,5232.1481,-4919.2582,-5488.9643,3868.1621,229017.1077,232605.9705,243403.5735,240069.0608,243648.3095,242111.0355,234259.7707,237888.3561,-85818508.0041,-85837086.1314,-85821827.0370,-85835386.1712,237490.0272,-85834770.7268,-4620.6668,-1936.1057,-970.5189,4136.1953,4899.3423,-3950.9483,-2619.7118,1480.0291,2632.8062,5390.4674,4519.6013,-2074.2720,5294.9580,3910.0498,-2492.7061,-3938.7009,3653.6490,4048.3372,4171.7770,3056.7501,26995.8739,23438.0095,21628.5138,29131.7966,27573.9203,16927.6165,16471.1519,25041.6943,39529042.4486,39558303.0353,39539693.1784,39536802.3788,23286.6252,39541277.9438,
1200.000,83.8506,-1618.8047,-6071.8030,-482.0798,-2403.5739,4290.3378,-3559.3476,-6724.1378,-121.1411,1296.2200,1745.9526,4358.5769,-3784.5688,3775.6905,3830.0549,5784.5213,-2439.2071,-4000.1167,-1208.3062,-2926.9070,289024.5760,259600.0095,278773.2193,283335.8145,275719.1417,279120.9313,275927.2461,277976.9365,22457543.0754,22422227.9191,22436829.7708,22448053.8376,278743.6590,22459253.9368,-5103.1646,-6723.9121,1960.8795,6336.7860,5100.0217,2167.1981,5863.1082,-1131.4159,-6861.9769,-4537.1405,4062.1731,-4056.8115,-1734.7814,3606.6490,-5496.5069,-2502.4543,6274.6002,-3271.5760,-4474.6747,4642.3736,235172.6253,238188.1755,249357.5551,245951.3281,249594.5708,248107.6912,240227.7860,243618.6196,-85346290.6880,-85365645.8862,-85350163.9126,-85363719.1543,243423.9106,-85362543.2877,-4703.9768,-152.7409,-2418.1107,2723.3668,3833.6964,-4990.9098,-899.7045,-59.4410,920.1150,4883.3537,5308.8976,-3332.5900,5518.8848,4556.3800,-741.3699,-2885.4102,1722.0675,4617.9986,5123.4528,4041.4895,27171.8100,23573.6836,21848.7808,29157.0367,27870.0249,17261.8723,16455.1566,25086.1454,39529312.5571,39558432.9925,39539669.0547,39536697.0313,23436.2524,39541572.5133,
1500.000,-2027.9375,-2708.8316,-4791.7283,797.7085,-1302.3184,4218.0443,-2473.3618,-6618.8772,-1327.3572,-307.7906,3283.3803,2496.1817,-4607.4512,4782.3007,2733.5020,5360.2448,-1910.7677,-4923.1474,-2811.4486,-843.3627,284136.4750,254507.4250,273688.0016,278117.1859,270468.1915,273867.5546,270784.4567,272389.5316,24321275.8269,24285754.5141,24300163.2695,24311823.3158,273531.1792,24322909.1975,-5068.6380,-6145.9293,3269.3735,6794.8263,6273.7818,54.5830,6392.6621,412.8664,-6739.5390,-5606.6538,2532.7705,-4748.7775,247.9340,1706.4766,-6060.0733,-4121.0484,6672.5981,-1324.4785,-3052.9959,4982.7121,241230.9169,243664.2217,255199.6287,251723.1091,255428.0751,253991.3982,246090.8790,249208.1869,-84833140.8660,-84853284.3031,-84837583.4889,-84851117.4869,249248.7577,-84849387.1557,-4286.6241,1647.0602,-3594.3423,1016.7349,2337.3456,-5497.2056,917.2621,-1592.2404,-891.5067,3821.7912,5525.8769,-4217.2156,5149.0848,4715.4001,1096.2863,-1523.2431,-392.6657,4693.8844,5522.6297,4571.8000,27347.0882,23709.3329,22072.0531,29176.8552,28162.5356,17601.9436,16444.7762,25012.4765,39529588.3390,39558562.1228,39539645.4938,39536601.9730,23585.8625,39541867.2127,
1800.000,-3936.5766,-3547.4003,-3028.9685,1986.7638,-92.8601,3791.0137,-1131.6781,-5841.4185,-2412.0198,-1842.5882,4540.9024,376.6907,-5023.6073,5367.3432,1330.8596,4427.2976,-1183.3220,-5410.9961,-4181.5597,1329.5822,279119.4916,249300.2926,268480.1547,272776.8568,265096.1421,268489.8074,265519.0138,266772.4582,26173305.9028,26137597.5094,26151813.6337,26163931.1709,268196.9833,26174861.6332,-4586.1285,-4951.6569,4280.5389,6579.0747,6797.8800,-2074.7607,6290.2663,1930.3910,-5948.4015,-6112.1629,793.4330,-4999.6011,2177.0360,-340.1065,-5976.4221,-5330.6470,6394.0653,732.3857,-1369.5331,4859.9034,247189.1209,249031.6848,260927.1374,257381.7305,261146.4281,259759.2079,251846.3186,254674.6372,-84279305.4530,-84300247.8080,-84284331.9702,-84297825.4803,254961.9751,-84295549.2558,-3412.8317,3269.1532,-4367.7308,-799.5794,578.3299,-5416.1339,2635.2289,-2946.0326,-2607.4199,2326.0294,5147.2815,-4629.4773,4225.2562,4370.0980,2806.0875,2.1688,-2465.7333,4267.8399,5326.4613,4588.1969,27521.7198,23844.9581,22298.1905,29191.1301,28451.4679,17947.9123,16439.9354,24836.3369,39529869.8029,39558690.4435,39539622.5660,39536517.6944,23735.4554,39542162.0420,
2100.000,-5458.6064,-4069.1520,-965.0374,2987.0296,1119.4772,3050.5824,349.1858,-4475.1466,-3287.3901,-3160.9728,5389.2815,-1783.8269,-4981.9062,5470.5931,-243.3366,3064.2853,-305.0720,-5412.1193,-5179.7313,3369.3036,273975.6610,243980.9235,263152.0193,267317.0702,259605.4641,262990.2838,260133.0461,261149.0685,28012745.2263,27976869.2185,27990893.3050,28003488.2093,262743.4625,28014223.3325,-3693.2824,-3256.6579,4899.4716,5707.1484,6616.5192,-4009.4320,5575.4317,3279.5592,-4566.6372,-5990.0699,-984.7541,-4788.2492,3865.2149,-2335.4813,-5265.6081,-6022.5427,5477.2929,2700.7350,408.7263,4286.6775,253044.4175,254288.1886,266537.4766,262924.5581,266747.2767,265408.2067,257491.4198,260037.6871,-83685050.8758,-83706802.3251,-83690675.0540,-83704107.0731,260561.0196,-83701296.0176,-2175.2973,4538.5822,-4652.1092,-2529.7696,-1245.6791,-4756.2328,4068.7854,-3969.0172,-4043.7612,565.8816,4213.8293,-4523.5160,2846.6196,3557.2688,4188.6395,1527.3298,-4277.3938,3385.2650,4556.0635,4088.8156,27695.7161,23980.5598,22527.0470,29199.7332,28736.8376,18299.8620,16440.5621,24580.5645,39530156.9548,39558817.9720,39539600.3407,39536444.6467,23885.0312,39542457.0012,
2400.000,-6448.5842,-4236.6746,1188.9640,3718.8187,2230.0438,2062.2171,1835.5854,-2662.9284,-3883.6838,-4141.6088,5735.4411,-3764.9076,-4472.5866,5074.4095,-1832.3071,1392.3652,657.0999,-4918.1541,-5699.2767,5066.4640,268707.0816,238551.6777,257705.9932,261740.1050,253998.6772,257371.6519,254628.7513,255534.2945,29838711.7763,29802687.9970,29816520.7540,29829611.1982,257173.0608,29840112.4395,-2464.0418,-1228.0115,5066.1630,4263.2479,5748.5651,-5555.8731,4328.1763,4332.9959,-2731.5369,-5242.1398,-2631.3325,-4135.1449,5152.1387,-4089.0147,-4014.3067,-6138.9491,4025.3452,4392.8282,2109.9891,3316.4480,258794.0296,259431.4059,272028.0949,268348.9969,272228.3109,270935.5161,263023.5454,265317.4457,-83050662.9445,-83073233.1486,-83056897.8034,-83070245.7022,266043.3991,-83066913.2469,-705.6571,5318.6587,-4415.8829,-3987.8040,-2929.9526,-3587.4594,5063.3953,-4546.8712,-5047.2296,-1258.5968,2825.9677,-3911.1491,1161.4729,2363.7043,5082.9234,2888.5643,-5636.6225,2140.4062,3294.3104,3129.6263,27869.0876,24116.1386,22758.4717,29202.5296,29018.6604,18657.8777,16446.5872,24273.9685,39530449.7983,39558944.7251,39539578.8869,39536383.2458,24034.5896,39542752.0902,
