sl_100_5400_20250330 Coordinates.csv
2025/03/30 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:22 2024,
Start: 2025/03/30 07:47:00.00, Stop: 2025/03/30 09:17:00.00,
TIME_UNITS,STARLINK-1548 - X-Coordinate,STARLINK-3364 - X-Coordinate,STARLINK-1910 - X-Coordinate,STARLINK-5186 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-30786 - X-Coordinate,STARLINK-2396 - X-Coordinate,STARLINK-2561 - X-Coordinate,STARLINK-4162 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-1236 - X-Coordinate,STARLINK-4494 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-4569 - X-Coordinate,STARLINK-5766 - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-5748 - X-Coordinate,STARLINK-2723 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-5096 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-6366 - X-Coordinate,STARLINK-5824 - X-Coordinate,STARLINK-30111 - X-Coordinate,STARLINK-31636 - X-Coordinate,STARLINK-6330 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-11223 [DTC] - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-4177 - X-Coordinate,STARLINK-3849 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-4512 - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-4666 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-5970 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-5921 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-30804 - X-Coordinate,STARLINK-30150 - X-Coordinate,STARLINK-31536 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-30071 - X-Coordinate,STARLINK-4659 - X-Coordinate,STARLINK-2440 - X-Coordinate,STARLINK-4304 - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-5871 - X-Coordinate,STARLINK-3323 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-30448 - X-Coordinate,STARLINK-3541 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-3607 - X-Coordinate,STARLINK-11152 [DTC] - X-Coordinate,STARLINK-3561 - X-Coordinate,STARLINK-30418 - X-Coordinate,STARLINK-4414 - X-Coordinate,STARLINK-31933 - X-Coordinate,STARLINK-5483 - X-Coordinate,STARLINK-31638 - X-Coordinate,STARLINK-1279 - X-Coordinate,STARLINK-1566 - X-Coordinate,STARLINK-6244 - X-Coordinate,STARLINK-5477 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-30875 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-3374 - X-Coordinate,STARLINK-4026 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-1808 - X-Coordinate,STARLINK-1030 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-5371 - X-Coordinate,STARLINK-1138 - X-Coordinate,STARLINK-1547 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-31914 - X-Coordinate,STARLINK-4417 - X-Coordinate,STARLINK-32128 - X-Coordinate,STARLINK-5338 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-3089 - X-Coordinate,STARLINK-4476 - X-Coordinate,STARLINK-3073 - X-Coordinate,STARLINK-4215 - X-Coordinate,STARLINK-5993 - X-Coordinate,STARLINK-6140 - X-Coordinate,STARLINK-30441 - X-Coordinate,STARLINK-30608 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1548 - Y-Coordinate,STARLINK-3364 - Y-Coordinate,STARLINK-1910 - Y-Coordinate,STARLINK-5186 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-30786 - Y-Coordinate,STARLINK-2396 - Y-Coordinate,STARLINK-2561 - Y-Coordinate,STARLINK-4162 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-1236 - Y-Coordinate,STARLINK-4494 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-4569 - Y-Coordinate,STARLINK-5766 - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-5748 - Y-Coordinate,STARLINK-2723 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-5096 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-6366 - Y-Coordinate,STARLINK-5824 - Y-Coordinate,STARLINK-30111 - Y-Coordinate,STARLINK-31636 - Y-Coordinate,STARLINK-6330 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-11223 [DTC] - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-4177 - Y-Coordinate,STARLINK-3849 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-4512 - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-4666 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-5970 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-5921 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-30804 - Y-Coordinate,STARLINK-30150 - Y-Coordinate,STARLINK-31536 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-30071 - Y-Coordinate,STARLINK-4659 - Y-Coordinate,STARLINK-2440 - Y-Coordinate,STARLINK-4304 - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-5871 - Y-Coordinate,STARLINK-3323 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-30448 - Y-Coordinate,STARLINK-3541 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-3607 - Y-Coordinate,STARLINK-11152 [DTC] - Y-Coordinate,STARLINK-3561 - Y-Coordinate,STARLINK-30418 - Y-Coordinate,STARLINK-4414 - Y-Coordinate,STARLINK-31933 - Y-Coordinate,STARLINK-5483 - Y-Coordinate,STARLINK-31638 - Y-Coordinate,STARLINK-1279 - Y-Coordinate,STARLINK-1566 - Y-Coordinate,STARLINK-6244 - Y-Coordinate,STARLINK-5477 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-30875 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-3374 - Y-Coordinate,STARLINK-4026 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-1808 - Y-Coordinate,STARLINK-1030 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-5371 - Y-Coordinate,STARLINK-1138 - Y-Coordinate,STARLINK-1547 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-31914 - Y-Coordinate,STARLINK-4417 - Y-Coordinate,STARLINK-32128 - Y-Coordinate,STARLINK-5338 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-3089 - Y-Coordinate,STARLINK-4476 - Y-Coordinate,STARLINK-3073 - Y-Coordinate,STARLINK-4215 - Y-Coordinate,STARLINK-5993 - Y-Coordinate,STARLINK-6140 - Y-Coordinate,STARLINK-30441 - Y-Coordinate,STARLINK-30608 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1548 - Z-Coordinate,STARLINK-3364 - Z-Coordinate,STARLINK-1910 - Z-Coordinate,STARLINK-5186 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-30786 - Z-Coordinate,STARLINK-2396 - Z-Coordinate,STARLINK-2561 - Z-Coordinate,STARLINK-4162 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-1236 - Z-Coordinate,STARLINK-4494 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-4569 - Z-Coordinate,STARLINK-5766 - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-5748 - Z-Coordinate,STARLINK-2723 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-5096 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-6366 - Z-Coordinate,STARLINK-5824 - Z-Coordinate,STARLINK-30111 - Z-Coordinate,STARLINK-31636 - Z-Coordinate,STARLINK-6330 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-11223 [DTC] - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-4177 - Z-Coordinate,STARLINK-3849 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-4512 - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-4666 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-5970 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-5921 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-30804 - Z-Coordinate,STARLINK-30150 - Z-Coordinate,STARLINK-31536 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-30071 - Z-Coordinate,STARLINK-4659 - Z-Coordinate,STARLINK-2440 - Z-Coordinate,STARLINK-4304 - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-5871 - Z-Coordinate,STARLINK-3323 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-30448 - Z-Coordinate,STARLINK-3541 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-3607 - Z-Coordinate,STARLINK-11152 [DTC] - Z-Coordinate,STARLINK-3561 - Z-Coordinate,STARLINK-30418 - Z-Coordinate,STARLINK-4414 - Z-Coordinate,STARLINK-31933 - Z-Coordinate,STARLINK-5483 - Z-Coordinate,STARLINK-31638 - Z-Coordinate,STARLINK-1279 - Z-Coordinate,STARLINK-1566 - Z-Coordinate,STARLINK-6244 - Z-Coordinate,STARLINK-5477 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-30875 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-3374 - Z-Coordinate,STARLINK-4026 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-1808 - Z-Coordinate,STARLINK-1030 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-5371 - Z-Coordinate,STARLINK-1138 - Z-Coordinate,STARLINK-1547 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-31914 - Z-Coordinate,STARLINK-4417 - Z-Coordinate,STARLINK-32128 - Z-Coordinate,STARLINK-5338 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-3089 - Z-Coordinate,STARLINK-4476 - Z-Coordinate,STARLINK-3073 - Z-Coordinate,STARLINK-4215 - Z-Coordinate,STARLINK-5993 - Z-Coordinate,STARLINK-6140 - Z-Coordinate,STARLINK-30441 - Z-Coordinate,STARLINK-30608 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3967.8276,1138.7745,4817.4764,-3123.9694,-3021.7327,-5645.8926,5347.2749,-2786.0135,5825.9634,4170.4587,1273.1100,-418.4589,958.2609,271.6658,-2356.8028,-5076.2466,5574.5461,-3091.0919,6209.5835,1832.3764,-1261.0779,5046.0446,-3978.3757,4746.1012,-6369.2022,-3033.3512,6050.8793,-5750.2777,-3753.4160,2843.2624,1673.7396,5697.9059,4743.8187,3804.1977,-5792.8211,-4780.1943,1210.5668,-5895.0354,4385.4486,-5839.2658,-4314.4394,-4386.1919,-4328.6026,6664.7577,347.1109,626.3957,2613.9200,-3029.2279,-4256.2164,5289.5733,3294.3006,-284.7688,153.5298,3273.6751,-1280.4467,-4954.2002,-618.9088,749.0794,-1728.3109,-5004.7618,-5186.1582,-6796.8810,3792.4858,-399.4266,-2160.2378,-6888.3306,4836.8277,-3199.6605,205.8620,-4176.3776,1660.6677,4373.2169,5444.8833,3937.3683,-4327.8869,-5119.1401,-2502.9720,-1493.0628,-3901.5231,-5701.5523,-5784.7168,3178.0158,-4111.7274,-4890.7358,-4798.0704,-5456.6965,2567.3794,-6082.8662,-1372.1604,3582.6278,-2168.4402,5553.4680,3423.7791,-461.5818,-2559.7531,2967.1731,1724.4696,1051.7218,5679.5290,-976.0126,-83181.6012,-88438.9904,-97423.3025,-93577.5919,-98082.0350,-95996.3011,-88799.7255,-91394.8165,151297541.9052,151301766.3260,151295720.5467,151311655.6048,-91602.2500,151311975.6598,-2022.3401,6659.2447,2687.8455,-4293.1870,-5350.2338,-3152.1908,-4134.6478,-5363.5475,3150.3025,5545.0776,-5686.6461,5792.5056,2439.1438,5727.2965,4837.1858,-354.0302,-3739.0389,2474.4437,-1678.2786,4907.4372,6690.2774,2614.3845,-3786.6290,3728.3700,-415.9454,-2892.2409,3349.4415,2775.8980,3655.9593,4190.1766,-4794.5722,-2126.4859,2397.6355,-2376.7961,977.7153,2280.0503,3980.9325,2155.5823,1734.7427,3315.1063,605.4031,-4344.8945,-4907.8519,549.5674,5416.9733,-2897.3890,6373.2255,5919.4268,5000.9553,2804.4883,-5601.8345,5687.7472,-6838.5886,3083.5541,-6722.2416,-1078.8914,-3046.0193,-4479.3372,5126.0821,1077.9761,-2754.2027,1070.1845,5364.4544,6083.4916,6436.5700,653.9701,-1814.0998,4026.2562,2558.3531,4302.1058,6431.6677,-2034.6837,3604.0778,-2478.4383,3638.7781,1777.6973,-3919.0660,6446.3800,3925.2600,-1213.2165,-671.2534,3456.0038,5200.5913,1358.2625,4416.4195,-2425.5370,5713.5073,-2888.3201,-319.8349,2348.6794,4856.5168,-3781.9583,6023.1764,6774.0488,-2356.8195,-6025.8041,-2041.3529,5249.9953,-3010.7774,5458.9903,356105.4092,320272.1896,340774.0459,344878.9402,337911.5683,340908.8379,336334.7506,340747.4384,24808134.5171,24790176.6572,24806957.8476,24825887.0741,339818.5754,24819751.0865,-5248.4783,-1482.5693,4126.2716,4425.1111,-3263.6703,-1360.5588,1502.8291,3372.5822,1986.1467,-360.2014,-3558.4574,3784.1085,6429.4362,3902.5348,-4357.8815,4677.0586,-1672.1551,-5705.4029,2585.4568,-4556.6153,793.4340,3964.2239,-4218.1176,3405.6112,-2673.1147,5531.0546,526.3485,2700.7072,4535.4168,4564.0983,4714.9894,3286.1925,-4430.2511,4972.3245,-3557.9390,4438.0879,5516.5322,-2432.3672,-5065.3915,-1678.1196,-5382.9995,-3165.0949,2243.9355,-1942.8312,4289.6975,6279.3605,-579.5280,-1652.4169,-2245.4656,-3337.7799,2165.9421,3943.1290,1126.7885,-5222.7968,992.2473,4723.5331,6208.8470,-5220.5015,-4370.8123,-4679.4336,3648.0221,855.1063,-2165.6128,-2775.2151,1317.8676,455.7403,4629.0594,-4489.5289,6450.8638,-3282.7491,1949.3115,-4961.6760,2332.2952,-5171.8357,3988.1331,4312.4992,-5129.5652,-2027.7721,-4149.7622,-3726.0440,-3751.7002,5080.9930,1961.8031,-4729.6088,-2331.9355,-3488.8109,-2800.5077,1073.4991,-6801.9029,-5323.4595,-4482.4346,1183.2969,527.5437,1304.3866,-6024.3506,-1648.6624,-6425.7110,4394.0942,2596.5723,-4172.9948,70507.8701,67031.3818,64578.3191,72286.3143,70301.5442,59585.0429,59831.2461,64785.0576,68688319.6918,68668228.0436,68707232.0285,68700947.5893,66290.4821,68696927.9794,
300.000,3456.6406,2350.9271,4584.8633,-4811.7503,-3056.1731,-5828.4517,4636.1688,-4255.9392,6575.5767,4516.2185,-696.6920,1370.5666,2456.1909,-189.7095,-385.7390,-5839.4929,4965.1265,-4709.5122,4989.4070,3558.2049,40.2465,5168.3420,-5509.7890,5144.3492,-6797.1924,-2664.7764,6583.2833,-5246.5770,-1882.4303,4601.1162,-374.9299,5670.5187,4468.1869,3234.0632,-4620.7572,-4670.2759,3255.1728,-5716.5212,4157.3864,-5312.6655,-4372.5883,-5784.4188,-4717.0621,5806.5914,1891.1394,-806.1409,3541.6363,-1963.9677,-2538.7127,5334.2039,2309.7940,1638.7494,-1378.7413,4009.0132,-2364.0506,-5161.4903,-2430.8679,-1073.5558,-1248.6508,-4537.7926,-6351.5642,-6047.6269,4948.8108,925.9465,-1008.5153,-6312.0816,3362.3653,-1650.1023,2159.6491,-2292.4010,2914.1402,4147.7959,6458.5657,1972.8176,-3821.2287,-3767.7651,-3613.2488,-315.0660,-3251.9640,-4909.8284,-6516.5411,4926.8843,-3237.9036,-4127.6524,-3254.5515,-5043.2066,3749.6542,-6213.4634,664.7679,4132.1867,-703.3529,4629.7520,3713.4772,751.2792,-2418.3332,1901.5374,-430.0959,2889.5499,5107.5225,1072.9677,-90716.1848,-95194.4468,-104541.5293,-100654.0310,-105231.3468,-103190.2069,-95936.5164,-98732.5012,150723781.3898,150728603.0564,150722058.9774,150737127.5052,-98723.7393,150738134.1768,-3978.6263,6495.2073,740.4152,-3868.7023,-3872.0237,-1446.6727,-5137.0117,-5164.0698,2134.6271,4976.6282,-5218.1155,6250.7276,813.0512,6678.3715,4527.2852,1291.9236,-4812.7903,2947.5444,-3046.6055,3632.7323,6368.2097,551.0815,-3090.3439,1796.6117,863.5046,-869.0002,1938.4530,4343.0058,4711.8760,3028.1107,-5369.5538,-3588.8637,407.5929,-4287.9667,2614.8022,4021.1305,3364.2077,3487.3191,-380.5492,4431.9721,2658.3669,-3344.8023,-3386.4649,-191.1088,4168.8725,-4321.1773,5461.3817,6560.7085,5450.7288,826.3135,-6439.1288,4938.9179,-6296.4058,1051.0651,-5907.2809,1055.9781,-3861.2380,-5280.6045,6335.0374,3127.6870,-1746.0114,2478.8582,4814.7061,6548.0387,6826.1454,2102.2065,-754.1718,5401.7126,1523.8427,4892.3763,6279.2762,-3925.5972,2368.9402,-2511.7583,5183.5542,3413.4658,-2091.0558,6907.6065,5455.0015,474.9217,711.7779,2599.1582,6108.2239,3353.0361,4767.6877,-654.5454,4245.8977,-1253.2639,-1342.4602,231.3938,3819.2260,-4999.7160,5267.4469,6856.0044,-210.7028,-6646.2990,-2513.5095,4168.0363,-4538.9029,5021.4789,354299.8311,318285.0484,338876.4630,342834.6736,335849.6305,338858.9858,334379.0738,339089.1663,28109927.6052,28091945.9115,28108114.0793,28127208.5713,337790.3510,28121505.9247,-4426.8431,324.2764,5086.1546,3111.0800,-4907.1329,-2760.7162,-297.7229,1775.4046,206.3856,1754.1232,-4348.7009,2668.9912,6443.5936,1872.8710,-5225.0154,3467.7154,126.5824,-4165.8634,3723.3129,-4726.9185,2528.4942,4581.0434,-2835.6393,4279.6686,-959.9173,6347.4931,-1016.7897,1305.3358,4719.7376,4018.7217,4365.7368,1667.4264,-5267.8081,4002.9425,-4357.5429,3129.0887,5083.5259,-673.1484,-5520.0913,119.6909,-4665.6638,-1863.3071,3756.8795,-3841.2499,5185.8266,5378.2182,-2331.1319,154.0276,-3467.2365,-4225.7675,394.2665,4570.6066,2547.3579,-5506.7920,2702.0756,4502.5566,5236.8036,-4340.1277,-2580.8005,-4210.3823,2104.1068,2308.9620,-399.3888,-1056.9056,-493.7958,1949.0223,6017.3565,-3833.3057,6420.6522,-4188.9960,171.9331,-3906.5591,881.8275,-6179.6119,2536.3749,4702.0987,-5523.4457,-251.2020,-2739.9646,-4851.2869,-2236.8729,4105.2285,180.1124,-4455.0582,-3827.6433,-4687.4883,-3873.0000,2507.6272,-6782.4836,-5436.7810,-5770.3766,-368.1620,2590.7220,-507.9031,-6519.1926,151.4408,-6474.3792,4717.0043,1184.1889,-4669.1845,70645.4763,67164.4431,64792.7224,72318.3993,70599.7479,59904.1991,59800.4159,65204.4388,68689397.6122,68669396.5152,68708224.9455,68702653.5439,66436.7291,68698190.8252,
600.000,2647.5789,3332.4262,3944.0803,-6010.3455,-2843.6997,-5376.3180,3463.2002,-5291.0490,6669.7642,4420.6382,-2620.4916,3006.8093,3767.2138,-656.6403,1648.5697,-6045.8558,3860.2010,-5843.0845,3293.2320,4970.9239,1365.3206,4833.0247,-6490.0448,5084.3149,-6551.6431,-2106.0044,6482.9291,-4244.5413,151.3330,5902.5222,-2369.1539,5091.2976,3804.8149,2356.9424,-3011.3171,-4126.7466,4984.4578,-4923.4103,3578.7295,-4256.9312,-4049.1704,-6619.0566,-4675.4238,4373.3976,3296.3445,-2100.0814,4141.8070,-695.5153,-561.3050,4882.1498,1092.9945,3430.4225,-2801.3098,4403.0375,-3242.8196,-4911.6232,-3958.2401,-2757.1431,-676.2890,-3672.9023,-6883.9013,-4712.0719,5609.3159,2137.4340,248.9967,-5123.9393,1485.6646,34.2955,3933.0294,-170.6433,3876.7988,3553.4491,6844.9491,-200.7789,-2962.5432,-2080.5572,-4423.1854,891.4714,-2309.3464,-3668.0017,-6612.1416,6192.0018,-2043.4437,-3007.9579,-1370.3889,-4170.6472,4594.9353,-5724.2417,2671.5143,4317.4773,888.2306,3231.8552,3655.8898,1895.0113,-2118.3351,644.7054,-2522.6927,4475.4658,4049.8075,3037.3596,-98212.1186,-101905.5413,-111612.3089,-107684.1804,-112331.7662,-110336.5145,-103032.7558,-106038.5456,150077978.3316,150083394.2867,150076380.3142,150090589.1961,-105800.3884,150092252.2734,-5532.4679,5682.9297,-1306.1710,-3092.9620,-1983.7077,441.8408,-5632.5553,-4468.0308,908.7064,3887.3507,-4255.4552,6119.7741,-837.1800,6900.8134,3823.4438,2778.2806,-5408.3235,3049.1292,-4155.0183,2043.0588,5402.6179,-1575.4625,-2119.4695,-318.7376,2046.5265,1266.2513,331.1254,5481.5531,5352.8497,1595.2233,-5462.7122,-4679.9002,-1646.4673,-5726.5686,4027.5199,5345.4034,2470.0311,4434.9245,-2472.9822,5109.2709,4434.1721,-2038.5383,-1510.5029,-961.9388,2540.4881,-5349.3503,3997.6536,6529.6206,5404.4638,-1251.5004,-6615.2431,3745.9310,-5149.0361,-1070.0202,-4502.0009,3079.6309,-4342.5640,-5594.9525,6899.6608,4874.9621,-587.9135,3669.5221,3788.8140,6295.8334,6537.5841,3365.5020,312.2297,6247.2634,410.4304,5028.9864,5505.0143,-5415.2123,912.7374,-2372.4652,6204.5092,4752.5068,-82.6631,6681.8803,6435.7644,2156.9260,2000.7878,1530.8555,6406.4943,5033.9436,4686.3646,1214.5474,2357.8545,529.7441,-2135.4839,-1895.3923,2448.2540,-5710.6619,3960.1443,6254.7833,1967.1326,-6604.9879,-2815.6404,2717.6864,-5620.3231,4140.8803,352333.6230,316156.4531,336828.3036,340641.2235,333638.1031,336656.3818,332274.7525,337173.4150,31398497.0580,31380505.2574,31396049.5893,31415220.4488,335612.8988,31410033.9365,-3122.0387,2096.1011,5492.4845,1461.4767,-6032.2892,-3820.8259,-2066.3160,-12.6587,-1595.6615,3681.6408,-4652.8314,1268.3192,5774.5894,-356.8268,-5532.4731,1884.3985,1911.6393,-2183.3594,4462.7650,-4394.5114,3983.3118,4707.5860,-1148.6831,4695.6253,856.6896,6489.4652,-2451.2696,-229.7256,4399.3343,3022.0074,3549.5696,-131.2828,-5539.9977,2559.6964,-4678.4837,1482.3023,4102.6963,1164.8035,-5382.9194,1904.5828,-3448.3387,-362.3742,4865.2790,-5334.6457,5524.7899,3906.4868,-3831.2170,1943.3463,-4319.4929,-4646.7798,-1421.1631,4708.4267,3695.0386,-5192.9882,4120.2374,3800.0646,3708.9714,-2993.3057,-517.0916,-3291.9054,333.2025,3515.5429,1409.9006,786.8431,-2252.2510,3233.5980,6764.6637,-2747.9288,5709.6241,-4628.5660,-1623.9503,-2431.4172,-662.9971,-6535.3970,811.8060,4587.8611,-5325.7669,1552.4075,-1034.9438,-5455.3533,-481.9692,2688.2534,-1621.0361,-3705.4860,-4913.0230,-5381.9824,-4518.6311,3659.5025,-6045.1048,-4944.5000,-6448.9244,-1878.3011,4378.2166,-2265.4136,-6326.6931,1935.1720,-5840.9604,4534.7174,-354.9325,-4668.2567,70782.7515,67297.4108,65010.2033,72345.3345,70894.2642,60228.9639,59775.3277,65717.9160,68690479.4262,68670566.3655,68709214.6850,68704315.4844,66582.9236,68699453.5886,
