sl_100_86400_20250615 Coordinates.csv
2025/06/15 07:47:00.0000 UTC

Generated: Tue Oct  8 16:21:13 2024,
Start: 2025/06/15 07:47:00.00, Stop: 2025/06/16 07:47:00.00,
TIME_UNITS,STARLINK-3751 - X-Coordinate,STARLINK-30232 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-6100 - X-Coordinate,STARLINK-3784 - X-Coordinate,STARLINK-1863 - X-Coordinate,STARLINK-30259 - X-Coordinate,STARLINK-4034 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-1027 - X-Coordinate,STARLINK-31290 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-31067 - X-Coordinate,STARLINK-30962 - X-Coordinate,STARLINK-1153 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-5961 - X-Coordinate,STARLINK-4498 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-2162 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-3344 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-1733 - X-Coordinate,STARLINK-6251 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-2684 - X-Coordinate,STARLINK-1852 - X-Coordinate,STARLINK-5454 - X-Coordinate,STARLINK-31126 - X-Coordinate,STARLINK-30549 - X-Coordinate,STARLINK-5228 - X-Coordinate,STARLINK-5972 - X-Coordinate,STARLINK-5447 - X-Coordinate,STARLINK-6214 - X-Coordinate,STARLINK-2538 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-31814 - X-Coordinate,STARLINK-1260 - X-Coordinate,STARLINK-3836 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-5201 - X-Coordinate,STARLINK-3797 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-31842 - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-5451 - X-Coordinate,STARLINK-31144 - X-Coordinate,STARLINK-31568 - X-Coordinate,STARLINK-5628 - X-Coordinate,STARLINK-2225 - X-Coordinate,STARLINK-5334 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-11207 [DTC] - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-4336 - X-Coordinate,STARLINK-1626 - X-Coordinate,STARLINK-6342 - X-Coordinate,STARLINK-5917 - X-Coordinate,STARLINK-5912 - X-Coordinate,STARLINK-2518 - X-Coordinate,STARLINK-31803 - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-30160 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-5359 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-5229 - X-Coordinate,STARLINK-32008 - X-Coordinate,STARLINK-3873 - X-Coordinate,STARLINK-5754 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-3569 - X-Coordinate,STARLINK-30859 - X-Coordinate,STARLINK-30449 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-6232 - X-Coordinate,STARLINK-31106 - X-Coordinate,STARLINK-30946 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-2151 - X-Coordinate,STARLINK-31733 - X-Coordinate,STARLINK-6056 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-6377 - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-32076 - X-Coordinate,STARLINK-3275 - X-Coordinate,STARLINK-6034 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-11181 [DTC] - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-4678 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3751 - Y-Coordinate,STARLINK-30232 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-6100 - Y-Coordinate,STARLINK-3784 - Y-Coordinate,STARLINK-1863 - Y-Coordinate,STARLINK-30259 - Y-Coordinate,STARLINK-4034 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-1027 - Y-Coordinate,STARLINK-31290 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-31067 - Y-Coordinate,STARLINK-30962 - Y-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-5961 - Y-Coordinate,STARLINK-4498 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-2162 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-3344 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-1733 - Y-Coordinate,STARLINK-6251 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-2684 - Y-Coordinate,STARLINK-1852 - Y-Coordinate,STARLINK-5454 - Y-Coordinate,STARLINK-31126 - Y-Coordinate,STARLINK-30549 - Y-Coordinate,STARLINK-5228 - Y-Coordinate,STARLINK-5972 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-6214 - Y-Coordinate,STARLINK-2538 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,STARLINK-1260 - Y-Coordinate,STARLINK-3836 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-5201 - Y-Coordinate,STARLINK-3797 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-31842 - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-5451 - Y-Coordinate,STARLINK-31144 - Y-Coordinate,STARLINK-31568 - Y-Coordinate,STARLINK-5628 - Y-Coordinate,STARLINK-2225 - Y-Coordinate,STARLINK-5334 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-11207 [DTC] - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-4336 - Y-Coordinate,STARLINK-1626 - Y-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-5917 - Y-Coordinate,STARLINK-5912 - Y-Coordinate,STARLINK-2518 - Y-Coordinate,STARLINK-31803 - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-30160 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-5359 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-5229 - Y-Coordinate,STARLINK-32008 - Y-Coordinate,STARLINK-3873 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-3569 - Y-Coordinate,STARLINK-30859 - Y-Coordinate,STARLINK-30449 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-6232 - Y-Coordinate,STARLINK-31106 - Y-Coordinate,STARLINK-30946 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-2151 - Y-Coordinate,STARLINK-31733 - Y-Coordinate,STARLINK-6056 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-6377 - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-32076 - Y-Coordinate,STARLINK-3275 - Y-Coordinate,STARLINK-6034 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-11181 [DTC] - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3751 - Z-Coordinate,STARLINK-30232 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-6100 - Z-Coordinate,STARLINK-3784 - Z-Coordinate,STARLINK-1863 - Z-Coordinate,STARLINK-30259 - Z-Coordinate,STARLINK-4034 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-1027 - Z-Coordinate,STARLINK-31290 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-31067 - Z-Coordinate,STARLINK-30962 - Z-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-5961 - Z-Coordinate,STARLINK-4498 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-2162 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-3344 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-1733 - Z-Coordinate,STARLINK-6251 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-2684 - Z-Coordinate,STARLINK-1852 - Z-Coordinate,STARLINK-5454 - Z-Coordinate,STARLINK-31126 - Z-Coordinate,STARLINK-30549 - Z-Coordinate,STARLINK-5228 - Z-Coordinate,STARLINK-5972 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-6214 - Z-Coordinate,STARLINK-2538 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,STARLINK-1260 - Z-Coordinate,STARLINK-3836 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-5201 - Z-Coordinate,STARLINK-3797 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-31842 - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-5451 - Z-Coordinate,STARLINK-31144 - Z-Coordinate,STARLINK-31568 - Z-Coordinate,STARLINK-5628 - Z-Coordinate,STARLINK-2225 - Z-Coordinate,STARLINK-5334 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-11207 [DTC] - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-4336 - Z-Coordinate,STARLINK-1626 - Z-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-5917 - Z-Coordinate,STARLINK-5912 - Z-Coordinate,STARLINK-2518 - Z-Coordinate,STARLINK-31803 - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-30160 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-5359 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-5229 - Z-Coordinate,STARLINK-32008 - Z-Coordinate,STARLINK-3873 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-3569 - Z-Coordinate,STARLINK-30859 - Z-Coordinate,STARLINK-30449 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-6232 - Z-Coordinate,STARLINK-31106 - Z-Coordinate,STARLINK-30946 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-2151 - Z-Coordinate,STARLINK-31733 - Z-Coordinate,STARLINK-6056 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-6377 - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-32076 - Z-Coordinate,STARLINK-3275 - Z-Coordinate,STARLINK-6034 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-11181 [DTC] - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4572.3530,-3582.4696,-6008.8864,-1494.5590,-4392.0729,6211.0796,-6864.0112,-3518.3829,-2855.3053,1065.1635,-5308.3087,-6002.1363,6647.5056,2827.3024,-6308.8480,2909.9840,-4945.2709,2722.4234,-2384.3053,1456.9745,3459.2403,-4764.5992,-5616.0684,-5403.3864,137.1061,4463.7254,-814.3730,-1558.2161,-3179.6994,5466.8560,5256.8558,3786.5851,-1398.3006,-1254.7680,5848.6312,4158.9221,3007.1119,1365.6537,-815.7163,-5418.8725,-5008.4970,3173.0016,1245.8111,-4188.3912,-5152.4587,6257.8408,4362.0317,-519.6719,-4963.6747,-5769.7810,5850.9658,1782.5462,-6227.6742,-1257.9396,-6313.7652,-2797.2415,-5371.3357,3490.8593,-5559.6836,-4674.9162,-4984.8996,-3864.4456,-5657.4301,4292.3101,-2049.3889,-6771.5597,-6465.1457,2349.5374,-4912.9527,-3576.0271,4112.8930,2192.3776,3860.7443,5905.7752,-2574.3938,6311.5867,335.1909,-511.6274,1880.5932,-3073.7594,-2706.3321,667.6933,4712.2426,-1377.0511,5632.2458,2888.7170,6539.0408,4251.6822,-5134.2317,-2181.4570,1230.2042,-300.3941,-369.4022,-6567.3523,2613.7094,-4092.4808,-3000.8126,-5834.8129,-3079.8533,-6621.4903,-159326.8693,-127789.3025,-150132.6305,-152734.7896,-147067.1996,-149375.2174,-143266.8151,-145688.6371,172523104.8336,172551429.5275,172532125.9891,172528503.9307,-147273.5666,172521545.4060,4064.6783,5482.2986,3378.4530,-5949.7509,4545.9362,325.5416,433.9718,-2220.9390,-3139.8028,-4899.9713,2394.1406,-654.0421,-67.1103,4204.7478,1998.1284,-4190.1870,-1793.2222,-6332.1899,4613.3106,-6757.1531,5994.6787,-2480.8104,-168.8913,-1274.7115,-6530.9552,-3544.6555,5913.5140,4329.6538,-5899.5007,-4039.9248,3584.1840,5644.1945,5093.0112,-6795.1361,3512.6528,-1180.4148,-5133.4120,-4262.7968,5879.2923,1593.1661,4618.8509,2670.4208,-3980.2854,1259.2776,-4133.9698,-778.8944,2634.3055,5944.1940,3410.7390,-1970.7451,1151.4290,6404.2528,-1288.2561,4426.2816,-615.5194,-4901.4570,-3161.0362,-3593.4280,2871.8286,-3578.4129,4702.5707,-4165.1744,3545.8367,2979.5145,-3846.7198,905.5540,-1937.2127,5334.8875,2108.5257,3637.5150,948.0804,6492.3207,-3510.1261,-2808.5144,4091.1602,-2556.0345,-4313.8005,-5093.4699,-3748.1650,-3514.9119,-5147.2660,-5935.7707,4435.7022,6749.1410,146.4970,-5653.0047,1182.3309,-5354.2177,-2141.5766,1354.9475,-4594.2500,-6181.1600,5784.4307,1620.3260,6287.5404,-3312.5865,-4132.1272,3161.3841,4050.7876,28.8944,-318035.2082,-332264.7923,-335950.4503,-331351.2614,-337508.6960,-334843.4237,-328895.3308,-330299.8256,199510867.9087,199517009.9715,199507820.4193,199531670.4891,-330744.9625,199528032.1572,-3234.8942,-2294.3540,536.5224,3207.1193,-2801.3722,2909.7816,878.4089,5507.5059,-5460.2028,-4772.3900,3545.7191,3365.6723,1977.2970,4722.1610,2020.1655,4680.0794,4507.7495,-772.5319,-4567.6549,-564.0354,-70.1869,4370.4318,-4059.0510,4118.4446,2270.7174,3944.7620,-3506.2632,5155.2929,1693.7318,-916.3813,2703.2497,-946.9839,-4356.0550,211.1077,-1293.2096,5385.5758,-3512.6347,5271.0983,-3540.6875,3810.5740,1095.3186,-5538.6016,5510.0507,-5365.7546,2044.8910,2831.1407,4527.6413,-3545.6359,-3453.2128,-3270.2032,3382.4165,1534.4105,2780.8309,-5160.4422,2800.5076,3825.4102,-2887.1773,4462.2893,-2999.1052,3671.0475,364.4427,3998.4532,1925.8987,4549.5984,5270.4531,-385.3957,1573.7472,-3749.7033,4403.6827,-4535.5764,-5488.0712,935.2386,4560.9849,2299.1916,-4954.7609,451.9687,5366.4279,-4680.8764,-5514.4150,-5101.0042,-3780.9106,-3525.9825,-1890.7679,-828.6712,3899.1351,-2799.9439,-1992.6576,-1062.9136,-3951.7771,6451.5583,5058.5975,3121.8036,-3606.2379,923.7346,-912.9986,-4522.7000,-4668.4678,-642.3715,-4717.8926,-2013.9599,-131818.5608,-135239.3666,-137652.6694,-130274.2463,-131906.1188,-142622.7347,-142701.4608,-136714.5960,60995543.0114,61026723.4436,61014173.6548,60996654.4968,-136084.9547,61006512.8486,
3600.000,729.7213,113.6310,4176.1507,4069.9231,723.6143,-6528.5374,5012.4904,5320.1284,5351.9698,1222.2153,1466.4967,6787.8324,-4569.9074,-5848.4465,3286.5504,136.1744,6470.5085,78.9997,-1898.4633,1121.9018,-4110.5917,6701.6471,6680.6200,3394.7051,2162.9629,-3129.4586,-891.0072,-2818.7700,3868.2715,-2475.6438,-4357.0958,-5216.9947,-2860.3249,2587.3358,-3481.7059,-1780.6476,159.9520,2982.4521,-2360.2146,4835.8315,3266.0498,-5668.5611,2838.6453,4112.2994,4539.3786,-3209.5881,-5472.9664,-2067.8792,3842.2019,3944.0041,-4175.1099,-4020.9125,4714.7052,-3104.4116,6690.0861,5784.5587,6743.8459,1855.4081,4646.1560,345.6651,2256.8414,2499.1161,5254.5938,-6545.7431,5741.1710,4651.7116,5328.8778,-4685.7188,4047.6555,2413.8932,-5537.2139,-3290.4491,-1764.6820,-4853.5340,883.2428,-3562.3003,3164.2308,4205.0417,1463.2854,4661.0890,5406.6766,1910.1302,-4238.3067,-928.8764,-3537.2855,746.8382,-6644.7358,-2453.5390,6748.9050,2101.2714,-1136.9286,3323.5358,-2711.5819,4924.2567,-3601.5627,-381.1199,4347.4215,2908.4783,-19.6714,6305.7541,-75580.7947,-40193.4964,-63970.2410,-64877.9011,-59282.6379,-61593.4650,-56740.8753,-61171.7333,114947938.0683,114981606.5241,114964696.7500,114946917.2853,-59833.4179,114947059.3005,-4145.2384,-5222.8035,-4151.3947,3024.9073,-4257.1418,1453.1954,-2720.2850,-1611.0703,-366.9646,6692.8655,-4857.0848,-1034.2049,2723.1878,-1791.3346,-3295.7632,6331.5930,-1284.9468,5748.3981,-3856.9196,5722.0630,-3832.5229,-184.4403,-1826.5532,-2424.4581,3990.1770,6126.0056,-6824.2932,-3851.5075,2815.8027,4342.1336,-52.5542,-3407.6386,-3177.9283,5110.6322,-4568.4814,4835.4739,2639.7146,3946.2515,-3409.6351,-4799.1025,-5162.6162,636.9066,4830.4265,-4871.1325,871.1213,2883.9501,1821.2133,-6617.1213,-5776.3471,-1440.2576,2830.4518,-3338.4721,-2031.7837,-3661.1177,-1679.8514,3604.8478,906.8628,4152.3422,-5121.7248,1719.6761,-4766.2542,341.1465,-3414.5958,-321.5603,2949.2717,-3257.2793,-1095.4907,-2041.6432,-5317.0096,-6363.3575,2623.1874,-3965.0673,6299.3389,4768.7262,-6670.1717,3653.7355,5509.6229,4760.4349,5808.9036,-620.3481,4298.0916,6661.1482,-289.9287,-6296.5562,3793.2423,5056.8180,1044.7310,5609.4398,-818.4232,-5352.7961,6823.0473,3844.9374,-6260.6150,-3081.7724,-3494.8024,947.1302,-9.8065,-4243.6833,-6232.2935,-1576.4482,-348730.7136,-354516.2873,-361884.3926,-357411.5813,-364325.5449,-362109.6312,-355795.2305,-358261.9580,237453167.5874,237466008.1521,237452532.0294,237476566.4570,-357374.1031,237469663.8971,5480.2865,4553.5786,3619.2974,-4724.5819,5387.5839,1568.0834,-3950.9218,-4112.9159,4347.2104,1245.2522,-4566.5802,844.4489,-4459.7584,-3273.4574,-5127.3298,-2821.9069,-2144.8633,3868.9383,5403.2874,3744.3143,4031.7497,-1769.4102,77.6041,-5523.9318,-5225.9195,-914.2005,-712.1116,-5013.8820,-4996.5064,4687.6851,-5375.4449,-2874.9085,5333.2173,3863.9113,-3898.4333,-4616.3759,6374.9811,-4848.9985,5515.4716,-298.7914,3208.1905,3898.0816,-4066.7615,2675.2660,-5151.1050,-5409.5128,-3648.9823,224.6722,93.2192,5485.6374,-4654.5690,-4391.4078,-4684.4155,4960.8132,745.5510,-334.3482,-913.7251,-4945.4303,-538.0799,-6721.5660,-4395.9216,-6480.0721,3004.9173,-2277.2431,-2293.0887,3816.0435,-4302.1367,4665.9384,-1856.5352,448.4257,3203.5640,-4618.9383,-2318.4573,1336.5918,1593.8991,-4534.4936,-2703.7857,2767.0381,3460.9879,5054.8264,582.0128,182.2961,5225.1011,-2764.2004,-4490.5199,4676.4031,-1694.8016,-3223.0513,533.3705,-3914.0744,-701.0073,-4725.5076,-52.8253,3583.4060,4681.2982,6853.1874,5368.0280,-4244.0474,3030.8490,-2373.8411,-130610.9644,-134167.1789,-135375.2869,-130835.2813,-129147.2584,-138860.8701,-143166.6803,-133986.8112,60965387.6215,60995856.1595,60981435.1346,60968978.3250,-134852.7343,60977407.6090,
7200.000,3533.7455,3799.1838,-136.8802,-6060.3740,3607.1715,3609.0444,-1606.6994,-5683.1539,-6343.2889,-2584.2348,2434.3720,-4544.9043,1403.7835,6911.1347,876.4059,-2523.6706,-5827.4305,-3568.7445,5517.5711,-4112.9180,4164.3629,-6222.3074,-4862.7458,-1360.3773,-4841.8746,815.7805,2391.4477,5895.0971,-4337.7225,-2172.5369,3028.3689,4968.4778,6258.2020,-3966.3663,-225.4479,-101.5321,-4468.1268,-5888.4352,5583.2620,-1885.8476,550.0515,6367.3793,-5132.6726,-2992.4685,-3348.9536,-498.5509,4758.5296,3795.7097,-1328.4269,-1793.9111,1735.8249,5457.6823,-2430.2604,6108.5471,-4530.9776,-5874.3470,-5166.7406,-5603.8716,-1909.6096,2411.4297,2190.0948,-2054.8682,-1792.4298,6514.9897,-6315.5766,-541.3285,-2960.2339,6225.2857,-2071.1197,-93.1213,5259.5753,4313.0196,-430.6317,1767.6834,688.4568,-1218.0101,-4671.9411,-6038.1851,-3347.8179,-5528.0759,-5954.2054,-3691.0165,2753.5430,3527.0625,925.0192,-4510.9898,4294.4852,-1076.5510,-5050.2578,-2294.0743,694.0395,-5934.5062,4448.3172,-526.0044,4301.7651,2752.9308,-5293.3549,2639.0711,2426.1978,-3227.2005,13644.5386,50250.4763,26541.8537,27524.5687,32460.8437,30540.9087,33955.8276,32362.6060,49493233.5920,49530187.3120,49516161.4018,49486294.4648,31569.3441,49493259.3270,4077.1449,4122.7420,4149.8473,367.0999,3692.9731,-3037.6898,4911.1298,3928.8562,2700.2682,-5652.6055,5998.6816,2547.2298,-5295.1987,-524.3425,4654.2862,-6408.0981,3432.6438,-3716.7449,3033.7442,-3051.6358,-323.2803,2372.9616,2981.3521,5823.8271,-517.4737,-6346.3790,4711.4919,3176.3562,1570.7904,-3910.6248,-4101.5893,-709.7465,1222.4156,-1206.6298,1533.5360,-6849.1892,-633.7588,-3349.2511,699.4064,5569.9338,4172.2888,-2693.6421,-4638.1202,6011.8950,3366.7155,-5148.2382,-4885.9816,4833.1632,5952.1681,5120.0058,-6078.6791,-1070.4212,5275.1818,2785.9625,3565.1033,-590.8694,1966.2998,-3579.5021,5521.9589,2964.7456,3685.3444,4140.1557,2533.5290,-1931.3733,-1222.9188,5127.0380,4456.1198,-1330.9733,6357.7881,5554.8386,-4370.9474,-254.9142,-6794.2344,-5243.1333,6313.8918,-4224.4541,-4778.9996,-3307.0980,-6019.7683,3721.7099,-1965.2429,-4880.0516,-4635.0324,3710.2543,-6518.4248,-3707.1656,-3281.1174,-4083.9306,3204.3082,6497.9372,-5574.5525,-911.6074,3654.0511,4069.2413,-1063.8595,3764.7280,3519.9549,3606.8990,6479.4981,3121.6828,-357745.6989,-354069.2111,-364733.7066,-360431.7282,-368082.5043,-365427.9649,-360432.6204,-360170.3948,259183669.9609,259205367.0705,259188668.4898,259203793.9066,-361267.5401,259199988.4805,-4336.9413,-4092.8919,-5536.1049,3323.8283,-4603.3812,-5001.0164,4613.2307,92.8314,-514.1665,3029.9481,2144.7582,-4555.6435,4246.8254,-179.4432,5035.9164,-779.0289,-1537.5088,-4648.4409,-2861.1098,-4682.8900,-5524.7999,-1930.1114,3922.4625,3466.0110,4903.5141,-2689.1483,4457.9859,1723.6995,5139.5759,-5204.2669,4661.8264,4667.6691,-2492.6111,-5538.8638,6758.4301,923.9641,-5236.2758,1410.8990,-4016.2112,-3456.2729,-5476.5774,161.8104,68.0598,1657.0157,5018.5138,4579.5881,13.0442,3208.2231,3299.7861,-4296.7605,2652.4940,3944.9289,3796.3282,-1646.5779,-3867.2875,-3422.0993,4062.6235,927.9195,3727.1749,5786.7373,5347.1556,5181.9723,-6223.5537,-1392.4429,-2350.0520,-4504.6496,4397.4628,-2740.8525,-1838.8583,3950.9351,1047.9272,5390.0556,-1340.3954,-4188.3175,2733.8506,5208.6772,-1727.1422,808.0905,701.0549,-1843.2170,2947.9473,3250.2653,-4051.5535,4670.1863,1904.2413,-3750.7019,4335.6271,5467.4205,3270.7354,-916.9198,-4094.3893,3461.0649,3654.9537,-5464.2296,-5249.4360,-5140.3079,-2732.4475,4936.2318,468.0322,5253.1652,-129434.1930,-133088.4569,-132945.7461,-132334.7557,-126873.4704,-134168.8822,-142893.0832,-134747.3379,60935981.2314,60964790.5518,60948520.6803,60944791.8128,-133608.3985,60948272.9290,
