sl_100_5400_20251101 Coordinates.csv
2025/11/01 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:42 2024,
Start: 2025/11/01 07:47:00.00, Stop: 2025/11/01 09:17:00.00,
TIME_UNITS,STARLINK-5309 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-32204 - X-Coordinate,STARLINK-4188 - X-Coordinate,STARLINK-2478 - X-Coordinate,STARLINK-2231 - X-Coordinate,STARLINK-30473 - X-Coordinate,STARLINK-32036 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-1734 - X-Coordinate,STARLINK-2069 - X-Coordinate,STARLINK-6147 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-31365 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-5703 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-32028 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-1176 - X-Coordinate,STARLINK-5327 - X-Coordinate,STARLINK-30367 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-4299 - X-Coordinate,STARLINK-31209 - X-Coordinate,STARLINK-5965 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-30845 - X-Coordinate,STARLINK-5225 - X-Coordinate,STARLINK-4404 - X-Coordinate,STARLINK-30574 - X-Coordinate,STARLINK-2365 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-4438 - X-Coordinate,STARLINK-31906 - X-Coordinate,STARLINK-1631 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-6317 - X-Coordinate,STARLINK-2378 - X-Coordinate,STARLINK-1769 - X-Coordinate,STARLINK-3395 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-5731 - X-Coordinate,STARLINK-2705 - X-Coordinate,STARLINK-6336 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-31655 - X-Coordinate,STARLINK-3881 - X-Coordinate,STARLINK-2270 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-31252 - X-Coordinate,STARLINK-2615 - X-Coordinate,STARLINK-6302 - X-Coordinate,STARLINK-30127 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-5581 - X-Coordinate,STARLINK-4083 - X-Coordinate,STARLINK-30230 - X-Coordinate,STARLINK-31876 - X-Coordinate,STARLINK-1673 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-31144 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-6255 - X-Coordinate,STARLINK-30115 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-6028 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-5246 - X-Coordinate,STARLINK-30703 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-31248 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-6371 - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-30913 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-32027 - X-Coordinate,STARLINK-4663 - X-Coordinate,STARLINK-3159 - X-Coordinate,STARLINK-1336 - X-Coordinate,STARLINK-31963 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5309 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-32204 - Y-Coordinate,STARLINK-4188 - Y-Coordinate,STARLINK-2478 - Y-Coordinate,STARLINK-2231 - Y-Coordinate,STARLINK-30473 - Y-Coordinate,STARLINK-32036 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-1734 - Y-Coordinate,STARLINK-2069 - Y-Coordinate,STARLINK-6147 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-31365 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-5703 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-32028 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-1176 - Y-Coordinate,STARLINK-5327 - Y-Coordinate,STARLINK-30367 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-4299 - Y-Coordinate,STARLINK-31209 - Y-Coordinate,STARLINK-5965 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-30845 - Y-Coordinate,STARLINK-5225 - Y-Coordinate,STARLINK-4404 - Y-Coordinate,STARLINK-30574 - Y-Coordinate,STARLINK-2365 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-4438 - Y-Coordinate,STARLINK-31906 - Y-Coordinate,STARLINK-1631 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-6317 - Y-Coordinate,STARLINK-2378 - Y-Coordinate,STARLINK-1769 - Y-Coordinate,STARLINK-3395 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-5731 - Y-Coordinate,STARLINK-2705 - Y-Coordinate,STARLINK-6336 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-31655 - Y-Coordinate,STARLINK-3881 - Y-Coordinate,STARLINK-2270 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-31252 - Y-Coordinate,STARLINK-2615 - Y-Coordinate,STARLINK-6302 - Y-Coordinate,STARLINK-30127 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-5581 - Y-Coordinate,STARLINK-4083 - Y-Coordinate,STARLINK-30230 - Y-Coordinate,STARLINK-31876 - Y-Coordinate,STARLINK-1673 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-31144 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-6255 - Y-Coordinate,STARLINK-30115 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-6028 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-5246 - Y-Coordinate,STARLINK-30703 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-31248 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-6371 - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-30913 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-32027 - Y-Coordinate,STARLINK-4663 - Y-Coordinate,STARLINK-3159 - Y-Coordinate,STARLINK-1336 - Y-Coordinate,STARLINK-31963 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5309 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-32204 - Z-Coordinate,STARLINK-4188 - Z-Coordinate,STARLINK-2478 - Z-Coordinate,STARLINK-2231 - Z-Coordinate,STARLINK-30473 - Z-Coordinate,STARLINK-32036 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-1734 - Z-Coordinate,STARLINK-2069 - Z-Coordinate,STARLINK-6147 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-31365 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-5703 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-32028 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-1176 - Z-Coordinate,STARLINK-5327 - Z-Coordinate,STARLINK-30367 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-4299 - Z-Coordinate,STARLINK-31209 - Z-Coordinate,STARLINK-5965 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-30845 - Z-Coordinate,STARLINK-5225 - Z-Coordinate,STARLINK-4404 - Z-Coordinate,STARLINK-30574 - Z-Coordinate,STARLINK-2365 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-4438 - Z-Coordinate,STARLINK-31906 - Z-Coordinate,STARLINK-1631 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-6317 - Z-Coordinate,STARLINK-2378 - Z-Coordinate,STARLINK-1769 - Z-Coordinate,STARLINK-3395 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-5731 - Z-Coordinate,STARLINK-2705 - Z-Coordinate,STARLINK-6336 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-31655 - Z-Coordinate,STARLINK-3881 - Z-Coordinate,STARLINK-2270 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-31252 - Z-Coordinate,STARLINK-2615 - Z-Coordinate,STARLINK-6302 - Z-Coordinate,STARLINK-30127 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-5581 - Z-Coordinate,STARLINK-4083 - Z-Coordinate,STARLINK-30230 - Z-Coordinate,STARLINK-31876 - Z-Coordinate,STARLINK-1673 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-31144 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-6255 - Z-Coordinate,STARLINK-30115 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-6028 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-5246 - Z-Coordinate,STARLINK-30703 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-31248 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-6371 - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-30913 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-32027 - Z-Coordinate,STARLINK-4663 - Z-Coordinate,STARLINK-3159 - Z-Coordinate,STARLINK-1336 - Z-Coordinate,STARLINK-31963 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5435.4231,912.9316,3326.2203,936.6421,2481.9303,5211.1163,-2109.3781,1529.7287,5039.9220,4243.8883,6145.9980,-3886.0564,2811.3764,3825.6445,-2896.3596,5212.5107,-6602.1746,6812.5682,999.4601,-1713.0193,1922.1840,-6515.3572,-4979.6773,-5547.1767,4257.1899,4105.6292,3270.9239,5135.9758,-6161.5106,-6672.2956,-439.9342,541.0133,-4063.0745,-1051.9462,3635.7118,-5014.9823,4697.5708,-735.3147,3935.1595,842.4782,-5359.5612,1652.8403,-6155.5122,-4952.9567,-6278.1610,6885.0634,6402.2935,-5979.4456,2995.0125,-4174.6513,-2928.0767,-6365.9432,-1879.6523,3843.0810,-6133.0816,2040.8409,-4385.8355,1744.6212,-2952.2637,4315.3752,-3723.2865,0.0000,-3328.4838,4675.4826,5024.6631,-5872.6477,1661.9799,812.2760,460.7652,6465.5006,3233.6938,175.5338,-4105.3503,4221.5005,-3305.2891,-4074.4891,2797.1377,1770.3980,2366.6939,6135.7637,-3477.4473,-241.8187,1349.5544,-2540.8059,-6064.9802,5017.6850,2381.7516,-1553.7466,6921.4539,-4993.6547,3943.2828,5305.9879,-1215.9545,-2440.0051,-4605.5658,-6645.3525,-1472.3939,-3607.0812,-5751.4569,-4839.6706,377540.2631,361288.0638,375508.0617,373973.5616,374148.6796,373978.8591,365479.0249,370741.9607,-71910010.5396,-71893869.8293,-71907106.6806,-71901063.9646,369569.1794,-71900875.9528,-666.6491,-6431.2932,5550.1109,-4010.4382,5631.8430,-872.9373,3926.2308,6248.3611,-3729.7201,284.9502,-1000.4838,-1382.5671,-5726.6010,5414.8098,-3212.8489,64.3614,-658.5012,-1028.5304,-4031.6178,-4592.9754,6273.7120,2032.6405,-4253.7530,-2948.8136,-4419.4041,-3931.8982,3105.2764,2518.9315,5.7962,-237.9997,-6174.3822,-4894.1684,-2136.8419,-6117.4659,4353.2117,-3670.8160,-4113.3566,4921.0523,-2796.2760,-6876.6349,-2465.5844,3134.7229,3193.7279,-987.7507,-2280.9688,-439.6949,1615.8560,3500.1345,6131.1821,4181.9603,-4588.2480,1889.9927,5858.9746,3478.8535,-674.8550,4886.4672,2297.7269,4536.4098,3347.9863,5102.0404,4600.7015,0.0000,-4211.8110,3677.3845,-746.5838,155.1878,5604.3325,6815.8043,-5148.5269,1658.6535,3854.8771,-6576.4577,682.3000,-3305.7417,4315.1239,-4982.4644,-5875.9147,-6210.1465,6026.3021,3026.3860,2317.1809,-4976.7229,-6455.6414,4070.8403,-1473.2691,-819.2591,-3677.2288,-6153.5939,-379.0487,-2132.7502,-5555.8101,-3975.4321,-6271.5856,-3888.7635,1174.0003,1541.8748,4236.6722,2891.0169,-2012.7489,-3055.3379,-47161.4372,-33341.1966,-33667.2812,-38027.2527,-29555.0390,-32848.5487,-33222.9847,-34564.8822,330891297.3844,330892925.1758,330908506.1756,330898980.7227,-34570.2083,330906374.2861,4268.2335,-2442.6442,-2441.5456,-5434.8325,3149.6147,-4462.5161,-5270.0277,-2587.7705,-2707.5585,5448.4923,3028.2821,-5342.8924,2703.9572,2032.8904,5393.0841,4502.9921,-2015.2652,772.5735,5515.9364,4591.9427,-2022.0869,1106.2517,2270.0903,-2711.3910,-3245.5260,3929.6750,4996.6863,-3902.7969,3214.9374,-1885.7500,3100.5024,4849.4266,-5072.5628,3087.4496,3941.7939,3081.2845,-3007.2061,4776.9182,-4992.0258,375.1061,3567.3716,5965.3838,293.9852,-4586.3511,1533.4318,495.4987,-2137.0064,291.9890,847.2199,3550.8892,-4190.6877,1946.6487,-3162.6312,-4607.8301,-3045.5602,-4507.2787,-4531.8033,-4834.9843,-5271.1400,-1815.0714,-3395.8424,0.0000,4353.2085,3553.1699,4713.9287,3631.0029,-3792.5507,854.5036,4605.7408,1394.3607,4346.2635,2189.1321,5517.4583,-4080.5187,4170.2591,-2579.4583,-2401.9934,2025.8480,-2247.8960,1202.1664,-5518.9543,-4787.1473,1841.6220,4967.7074,-2763.3978,-4728.4586,-5403.4006,-2625.2813,-172.6610,-4301.3762,-250.0504,1945.9207,-2650.2223,-5069.0051,5018.5338,0.8715,5258.6837,5131.1868,-3258.3336,3615.6991,-48918.5337,-49324.4006,-52119.7740,-45376.1749,-46383.0856,-57064.3176,-57724.2851,-49518.2111,-123456742.6732,-123476768.3417,-123486894.7400,-123468563.6961,-50837.7923,-123467068.7048,
300.000,3830.1475,-644.9727,3980.8725,-1248.7326,3331.5642,5576.3318,43.2708,3148.5287,3436.3120,3829.9264,6350.5122,-4720.9268,1447.2716,4688.9081,-3986.0654,5881.8339,-6026.5895,6089.6861,-1080.1125,-2986.1922,3180.5666,-5553.9902,-5429.6134,-6481.7175,3235.0710,3501.5906,3911.3785,4789.3078,-6807.2262,-6801.0243,-2143.9573,-1363.7421,-5419.2577,-2589.3364,4085.0003,-3687.8783,2932.4165,1182.0083,5326.1028,-691.2959,-4961.9797,2200.7873,-5937.6151,-4910.4486,-6013.0666,6596.0543,6059.7151,-4878.9756,4029.8356,-2351.3270,-4585.4652,-6170.3236,-716.9768,4846.8660,-5251.1569,3234.9622,-4153.5080,3055.4580,-1771.5132,4772.3815,-1900.0249,0.0000,-4982.2884,6022.9995,4587.8233,-6388.2364,3489.3071,1948.9488,-1667.8577,6223.7261,4934.3769,-1440.0057,-3761.1794,2302.1033,-1926.5088,-4824.8639,996.3228,271.4292,3581.9786,5780.1554,-1965.2791,-1959.5557,152.7995,-1309.6361,-6737.2247,4523.2033,513.8783,-2905.0814,6468.0369,-5996.3943,2481.1038,3885.9837,-2564.3737,-3563.6797,-3163.1949,-6025.1810,226.3101,-2843.0523,-5211.6617,-5072.4124,378477.1844,361732.8578,376188.1427,374570.5455,374798.7419,374659.9621,366185.0480,371000.8991,-79116336.4192,-79099930.9696,-79113523.6137,-79106771.5376,370214.9173,-79107229.1444,-1358.4210,-6834.9728,4083.0854,-4118.7218,4103.7379,-2586.7913,4154.0429,6064.2093,-4226.7883,-1853.5327,-2400.6842,581.0609,-6650.1895,3897.1413,-1329.5481,-1575.5969,985.5910,-2441.5938,-4533.1235,-2911.4433,6078.7017,3012.2316,-2528.3951,-1948.1731,-5818.7045,-5428.0057,1024.7089,648.8500,718.6975,1308.2863,-6338.1838,-4022.4035,-707.9716,-4972.1875,2488.9749,-3243.7692,-4822.4861,4100.4163,-3095.5607,-6642.6184,-665.3977,1057.4737,2585.8920,1185.3361,-849.1954,-1620.2600,-109.3906,4585.8490,5488.4037,4431.1040,-4281.3828,3132.6837,6708.6821,1575.8770,821.0217,5505.2010,4117.5756,2885.2704,4981.6633,3685.8100,4653.0056,0.0000,-3722.5185,2488.2810,-2827.7989,1604.9510,5404.8999,6112.7866,-4809.2926,-4.1978,3262.9568,-5853.2272,2789.6648,-3851.4842,5717.0607,-3313.0774,-5853.9842,-6743.9465,4704.2920,2135.9246,3875.0256,-3801.1922,-6847.6328,5535.0174,-267.3872,-2889.0690,-2911.0784,-6156.3987,-1847.6921,-428.5582,-6100.1457,-4497.9762,-6353.1150,-2051.6235,2733.7647,2637.9594,5312.3938,4701.8706,-324.4754,-1015.5442,-39044.5360,-25529.2145,-25970.7806,-30216.6053,-21703.7944,-24974.6991,-25452.5104,-26506.2733,329242175.2134,329243695.0082,329258752.0848,329249777.2813,-26755.1147,329257172.0111,5627.1124,-1007.0147,-3914.3688,-5289.1352,4452.8473,-3168.1812,-5512.2831,-1173.3882,-4120.4057,5447.0976,1370.2827,-4789.4342,1308.8191,3300.3771,5489.4238,3224.1853,-3286.7875,2235.4398,5095.9127,5263.9149,-240.0857,2802.6167,3485.5832,-997.2551,-1963.5714,2461.8050,5380.8587,-4960.1917,1219.9841,-386.8837,1784.0996,5450.2703,-4114.8642,4076.2207,4980.0425,4894.9682,-4022.5807,5417.4098,-3204.0780,1874.5680,4736.9802,6494.1737,2489.5838,-4585.0015,3171.8975,-1316.3378,-3382.9159,1798.1608,-970.8429,4725.9052,-2796.6752,164.6912,-1526.0866,-4704.2109,-4371.2796,-2750.4997,-3291.9142,-5416.7809,-4444.5110,-3406.1947,-4615.9540,0.0000,3018.7296,2358.2847,4357.5740,2082.9132,-2676.9286,2578.8564,4692.4107,2781.1138,3038.7967,3422.9830,5083.2366,-5026.7578,3249.9692,-3719.2061,-3587.0212,525.4961,-3467.0240,3200.4366,-5389.4085,-5427.7370,45.4455,3921.2193,-1054.8181,-4404.5937,-6296.7429,-902.7308,-1687.3938,-3441.1035,-1770.2049,3518.5455,-938.2594,-5464.7832,5502.7974,1802.7765,4417.4003,4186.4138,-4526.6184,4364.9885,-48805.6904,-49164.8140,-51889.3331,-45357.6067,-46099.3075,-56731.2554,-57740.0517,-49135.2102,-123460287.0511,-123479926.1624,-123490485.2353,-123471597.1253,-50691.6370,-123470752.9087,
600.000,1849.4776,-2131.1643,4283.2965,-3298.3349,3900.2993,5413.5517,2189.0056,4453.1902,1464.5717,3096.3475,5933.4172,-5097.8879,-44.6234,5128.9857,-4734.5333,5982.2673,-4881.8855,4776.1127,-3030.5763,-3991.4790,4112.5019,-4034.0707,-5383.3591,-6746.7877,1919.0820,2575.5857,4192.5336,4017.1302,-6764.4282,-6272.2153,-3625.3122,-3168.3733,-6240.1748,-3912.0322,4183.2213,-1997.6218,877.3465,3015.8944,6158.7479,-2175.9084,-4109.8490,2609.3843,-5058.0363,-4413.9380,-5151.4899,5649.6126,5151.5552,-3297.8832,4666.1332,-276.4911,-5764.1239,-5362.7433,499.8218,5423.4159,-3864.2148,4072.8048,-3504.6928,4109.6815,-461.7561,4791.2577,141.7208,0.0000,-6131.0444,6786.3954,3748.8503,-6276.8838,4970.8401,2920.9535,-3642.9355,5359.7070,6075.6214,-2946.3119,-3100.8160,133.1568,-384.8551,-5143.5605,-922.8823,-1250.5831,4471.8703,4857.9190,-304.6547,-3526.4289,-1059.0455,9.7031,-6711.4557,3635.4868,-1446.2192,-3951.9094,5388.1849,-6435.4962,752.1338,2062.5958,-3648.0676,-4378.6340,-1445.9260,-4774.5581,1864.5412,-1843.0960,-4189.0731,-4818.9933,379238.2859,362014.3113,376699.6001,375000.3304,375280.5196,375171.0321,366728.9538,371022.1257,-86284930.1623,-86268256.7734,-86282180.7591,-86274749.2519,370695.3648,-86275846.4382,-1985.3052,-6580.0910,2200.4850,-3861.1767,2167.2631,-4019.3005,4030.0528,5299.0353,-4333.1161,-3818.9711,-3549.4675,2451.4611,-6928.2801,1994.0388,655.5730,-3028.1842,2562.7651,-3639.4839,-4636.5965,-940.6467,5265.5958,3723.1278,-542.9873,-758.1844,-6652.6404,-6375.5959,-1154.2476,-1314.7681,1342.6333,2724.3473,-5895.3613,-2801.4095,751.3942,-3361.3931,369.6883,-2406.9708,-5102.8897,2920.5455,-3018.8915,-5769.4656,1233.9582,-1110.4498,1727.8660,3238.2830,700.6887,-2654.4924,-1850.4650,5242.6544,4284.3377,4287.2545,-3568.8208,4062.5158,6892.1992,-459.4386,2277.5327,5588.2807,5474.8216,969.8408,6135.4089,1887.2291,4272.5436,0.0000,-2895.6989,1080.5799,-4636.5896,2873.4144,4712.0481,4801.1586,-4047.6588,-1690.7806,2341.3663,-4576.3648,4620.5508,-4042.2950,6554.1478,-1315.5196,-5293.0159,-6574.0004,2911.4141,991.6599,5089.9039,-2290.8221,-6537.0578,6461.2402,954.1299,-4683.9117,-1923.7292,-5537.8861,-3153.6251,1289.6784,-6032.8146,-4608.5583,-5806.8966,-30.5612,4070.3166,3480.3824,5892.6195,6046.9053,1432.7852,1140.4258,-30907.5243,-17714.3646,-18262.1175,-22394.6011,-13842.1683,-17088.4190,-17667.8880,-18474.1716,327436136.6116,327437563.1279,327452078.6565,327443749.9000,-18928.1704,327451052.5882,6387.9847,536.1774,-4965.8801,-4550.6039,5275.9938,-1532.4311,-5158.7760,366.6431,-5072.9597,4859.3486,-434.9026,-3682.6465,-226.6365,4214.8635,4995.1719,1594.0438,-4207.0750,3458.8416,4125.5137,5318.6344,1568.3752,4196.3792,4327.8328,827.9779,-472.1451,728.1486,5138.3015,-5486.3535,-904.5289,1153.3406,275.9937,5463.8741,-2699.6754,4629.0387,5480.3228,6186.3613,-4607.6309,5470.7901,-1075.0622,3173.6340,5391.8321,6332.8573,4419.3537,-4069.8832,4458.9111,-2986.3638,-4268.2600,3111.8092,-2682.4626,5387.2745,-1095.0427,-1635.0141,274.9426,-4298.8024,-5219.5953,-701.9309,-1664.2700,-5401.1705,-3137.8156,-4631.9054,-5319.3443,0.0000,1358.5616,910.6928,3535.1845,309.4586,-1279.1147,4025.0645,4275.8428,3854.9344,1364.0162,4290.5877,4101.4248,-5389.0602,1969.7940,-4461.5949,-4389.2387,-1035.2657,-4302.5974,4857.9657,-4682.3164,-5483.5548,-1755.8043,2451.1780,772.1281,-3612.1926,-6525.8379,919.2663,-3021.6416,-2211.8762,-3091.2740,4710.7741,874.9375,-5253.5218,5394.4863,3401.9731,3100.1091,2789.4228,-5306.7518,4613.5343,-48693.0615,-49006.2135,-51656.5762,-45344.1435,-45819.1383,-56392.3368,-57750.1885,-48876.9202,-123463835.9342,-123483077.5526,-123494067.0188,-123474622.5251,-50545.4459,-123474436.8854,
