sl_100_86400_20251208 Coordinates.csv
2025/12/08 07:47:00.0000 UTC

Generated: Tue Oct  8 16:21:55 2024,
Start: 2025/12/08 07:47:00.00, Stop: 2025/12/09 07:47:00.00,
TIME_UNITS,STARLINK-1206 - X-Coordinate,STARLINK-30864 - X-Coordinate,STARLINK-4091 - X-Coordinate,STARLINK-1864 - X-Coordinate,STARLINK-5773 - X-Coordinate,STARLINK-4462 - X-Coordinate,STARLINK-31487 - X-Coordinate,STARLINK-30825 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-4184 - X-Coordinate,STARLINK-1843 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-5512 - X-Coordinate,STARLINK-32286 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-5600 - X-Coordinate,STARLINK-2556 - X-Coordinate,STARLINK-5337 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-5738 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-30957 - X-Coordinate,STARLINK-5744 - X-Coordinate,STARLINK-31091 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-30367 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-3747 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-4486 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-30527 - X-Coordinate,STARLINK-32195 - X-Coordinate,STARLINK-1300 - X-Coordinate,STARLINK-1462 - X-Coordinate,STARLINK-1936 - X-Coordinate,STARLINK-3645 - X-Coordinate,STARLINK-2583 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-3229 - X-Coordinate,STARLINK-11206 [DTC] - X-Coordinate,STARLINK-31071 - X-Coordinate,STARLINK-2369 - X-Coordinate,STARLINK-6266 - X-Coordinate,STARLINK-5782 - X-Coordinate,STARLINK-3126 - X-Coordinate,STARLINK-30266 - X-Coordinate,STARLINK-31655 - X-Coordinate,STARLINK-2581 - X-Coordinate,STARLINK-1933 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-5506 - X-Coordinate,STARLINK-1503 - X-Coordinate,STARLINK-5535 - X-Coordinate,STARLINK-31408 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-31420 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-3697 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-2063 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-30526 - X-Coordinate,STARLINK-5129 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-1513 - X-Coordinate,STARLINK-3302 - X-Coordinate,STARLINK-31840 - X-Coordinate,STARLINK-2163 - X-Coordinate,STARLINK-32087 - X-Coordinate,STARLINK-31245 - X-Coordinate,STARLINK-3207 - X-Coordinate,STARLINK-30369 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-5862 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-3617 - X-Coordinate,STARLINK-5221 - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-5115 - X-Coordinate,STARLINK-5899 - X-Coordinate,STARLINK-5401 - X-Coordinate,STARLINK-6345 - X-Coordinate,STARLINK-5852 - X-Coordinate,STARLINK-2389 - X-Coordinate,STARLINK-1640 - X-Coordinate,STARLINK-6185 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-1797 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-30136 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-4646 - X-Coordinate,STARLINK-32223 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1206 - Y-Coordinate,STARLINK-30864 - Y-Coordinate,STARLINK-4091 - Y-Coordinate,STARLINK-1864 - Y-Coordinate,STARLINK-5773 - Y-Coordinate,STARLINK-4462 - Y-Coordinate,STARLINK-31487 - Y-Coordinate,STARLINK-30825 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-4184 - Y-Coordinate,STARLINK-1843 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-5512 - Y-Coordinate,STARLINK-32286 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-5600 - Y-Coordinate,STARLINK-2556 - Y-Coordinate,STARLINK-5337 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-5738 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-30957 - Y-Coordinate,STARLINK-5744 - Y-Coordinate,STARLINK-31091 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-30367 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-3747 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-4486 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-30527 - Y-Coordinate,STARLINK-32195 - Y-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-1462 - Y-Coordinate,STARLINK-1936 - Y-Coordinate,STARLINK-3645 - Y-Coordinate,STARLINK-2583 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-3229 - Y-Coordinate,STARLINK-11206 [DTC] - Y-Coordinate,STARLINK-31071 - Y-Coordinate,STARLINK-2369 - Y-Coordinate,STARLINK-6266 - Y-Coordinate,STARLINK-5782 - Y-Coordinate,STARLINK-3126 - Y-Coordinate,STARLINK-30266 - Y-Coordinate,STARLINK-31655 - Y-Coordinate,STARLINK-2581 - Y-Coordinate,STARLINK-1933 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-5506 - Y-Coordinate,STARLINK-1503 - Y-Coordinate,STARLINK-5535 - Y-Coordinate,STARLINK-31408 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-31420 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-3697 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-2063 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-30526 - Y-Coordinate,STARLINK-5129 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-1513 - Y-Coordinate,STARLINK-3302 - Y-Coordinate,STARLINK-31840 - Y-Coordinate,STARLINK-2163 - Y-Coordinate,STARLINK-32087 - Y-Coordinate,STARLINK-31245 - Y-Coordinate,STARLINK-3207 - Y-Coordinate,STARLINK-30369 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-5862 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-3617 - Y-Coordinate,STARLINK-5221 - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-5115 - Y-Coordinate,STARLINK-5899 - Y-Coordinate,STARLINK-5401 - Y-Coordinate,STARLINK-6345 - Y-Coordinate,STARLINK-5852 - Y-Coordinate,STARLINK-2389 - Y-Coordinate,STARLINK-1640 - Y-Coordinate,STARLINK-6185 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-1797 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-30136 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-32223 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1206 - Z-Coordinate,STARLINK-30864 - Z-Coordinate,STARLINK-4091 - Z-Coordinate,STARLINK-1864 - Z-Coordinate,STARLINK-5773 - Z-Coordinate,STARLINK-4462 - Z-Coordinate,STARLINK-31487 - Z-Coordinate,STARLINK-30825 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-4184 - Z-Coordinate,STARLINK-1843 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-5512 - Z-Coordinate,STARLINK-32286 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-5600 - Z-Coordinate,STARLINK-2556 - Z-Coordinate,STARLINK-5337 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-5738 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-30957 - Z-Coordinate,STARLINK-5744 - Z-Coordinate,STARLINK-31091 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-30367 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-3747 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-4486 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-30527 - Z-Coordinate,STARLINK-32195 - Z-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-1462 - Z-Coordinate,STARLINK-1936 - Z-Coordinate,STARLINK-3645 - Z-Coordinate,STARLINK-2583 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-3229 - Z-Coordinate,STARLINK-11206 [DTC] - Z-Coordinate,STARLINK-31071 - Z-Coordinate,STARLINK-2369 - Z-Coordinate,STARLINK-6266 - Z-Coordinate,STARLINK-5782 - Z-Coordinate,STARLINK-3126 - Z-Coordinate,STARLINK-30266 - Z-Coordinate,STARLINK-31655 - Z-Coordinate,STARLINK-2581 - Z-Coordinate,STARLINK-1933 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-5506 - Z-Coordinate,STARLINK-1503 - Z-Coordinate,STARLINK-5535 - Z-Coordinate,STARLINK-31408 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-31420 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-3697 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-2063 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-30526 - Z-Coordinate,STARLINK-5129 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-1513 - Z-Coordinate,STARLINK-3302 - Z-Coordinate,STARLINK-31840 - Z-Coordinate,STARLINK-2163 - Z-Coordinate,STARLINK-32087 - Z-Coordinate,STARLINK-31245 - Z-Coordinate,STARLINK-3207 - Z-Coordinate,STARLINK-30369 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-5862 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-3617 - Z-Coordinate,STARLINK-5221 - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-5115 - Z-Coordinate,STARLINK-5899 - Z-Coordinate,STARLINK-5401 - Z-Coordinate,STARLINK-6345 - Z-Coordinate,STARLINK-5852 - Z-Coordinate,STARLINK-2389 - Z-Coordinate,STARLINK-1640 - Z-Coordinate,STARLINK-6185 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-1797 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-30136 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-32223 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2357.0859,3073.8767,-2028.8346,-4519.7444,-5728.9350,-4497.1797,-103.7730,-4019.0111,4826.6922,-3469.7597,-4504.3232,-4292.5930,-4686.3178,0.0000,1154.9237,4588.4326,-1629.1745,2339.8455,-5283.6250,2587.2763,-2892.0874,-6149.5356,4320.1090,-4702.8777,1318.8322,-3468.4239,-6357.4480,-5584.4214,-2970.9259,-4991.7548,6363.1982,-2825.2489,-5830.4929,-1315.4927,1599.8169,6621.4169,-5004.3054,3311.1046,0.0000,-4633.8255,4400.5472,5584.6666,871.8696,-3635.8263,-4891.4518,-6233.9350,-5139.4475,-630.9109,-2782.7009,-438.9882,5130.6464,5045.2218,4374.8514,-6339.3288,-1371.0009,4391.1757,-2513.9614,3325.7820,-2162.3089,6212.4856,-2833.6401,4887.6950,-2837.5563,2669.2266,3860.0394,4777.2549,2427.6043,-4579.9841,-1520.3856,-743.9668,-3016.5159,5053.6292,2648.2456,-1106.6032,-4730.8050,5637.4567,184.3406,6620.5197,3797.1073,6738.4379,-3905.7986,4098.7988,-3321.3014,5189.8604,5457.5143,5539.7859,288.5079,4465.2556,-4833.5392,-22.6270,890.3664,3712.9679,-1809.1476,-5352.7927,3120.5001,2405.4600,-5299.4067,5160.4433,193.1919,-5542.6789,-117437.4816,-146140.8094,-123359.4064,-122182.6416,-127047.2090,-125281.2813,-131869.1350,-129452.3510,-112209901.3496,-112189916.3371,-112206197.9783,-112209731.4628,-127803.1079,-112203891.7353,-6328.2321,4103.8653,6584.5356,502.5519,524.8454,661.1590,-5067.6451,-1672.2466,-1642.7684,-2253.2473,-2639.0327,-4777.8007,2361.2192,0.0000,-3939.5116,-3665.0562,-6326.0699,412.0448,-1761.6183,6293.1306,-3295.8016,-2995.2529,-2667.7804,3610.0269,6825.8675,4606.1516,650.2954,796.9643,4605.5366,-3727.5922,2768.5387,4439.1367,-3501.7509,5754.1763,-6558.9656,-155.9331,2702.0325,3001.3299,0.0000,3942.6892,-3770.0804,-3961.6061,-6749.1746,3602.3092,2962.5176,-83.9657,-1659.2099,5076.7412,4340.2058,-5675.7807,3869.8787,709.5018,-813.3624,-1082.4791,5997.9080,-1278.3005,-5446.7390,1157.8571,6470.1959,845.7320,3538.5548,1548.2378,-3258.7277,-3525.8435,3904.0206,3520.8123,-4836.7731,3231.0868,6590.3966,6351.8274,2881.9670,-575.2891,3198.6184,-3938.0988,-85.7977,3106.4969,5664.7490,1859.7015,-3344.6903,-1175.9811,-1237.8269,5420.7402,3960.8603,2377.0879,-4043.0151,-667.0404,4387.9438,2398.4636,-3231.9090,2935.3734,-6488.3448,-1827.1436,5375.9144,-2676.0046,4953.5102,-3378.7553,4341.2617,-2677.3155,5987.1988,-1157.5722,-317658.1407,-313612.4942,-312755.4789,-317031.5037,-310064.8148,-312780.5220,-318151.9283,-317506.3779,311378217.0759,311385089.3864,311386060.9922,311390704.4764,-316822.3521,311393528.1782,1508.2437,-4681.6127,-626.8588,-5124.3964,-3893.3922,-5219.3078,4558.2681,5274.8086,4580.9326,5529.8409,-4385.4639,2342.6242,4527.4399,0.0000,5472.8818,3678.7591,-2256.2684,6522.0966,4062.3585,1318.6056,-5346.3394,-1159.7119,-4728.8271,3318.5203,-79.1141,3813.9029,-2154.8122,-4041.5359,4266.2650,2988.3791,-158.5481,4474.8281,-1402.6099,3635.2592,961.4437,1777.6429,-3683.0416,5278.1146,0.0000,-3333.3050,-3766.2243,-939.2517,-836.0054,4638.4330,3425.9789,2860.7145,-4335.4868,-4685.0235,4627.5864,-3933.6592,-2578.1117,4573.6426,5236.7399,-2415.2306,3163.6111,-5237.3118,-3456.5595,-5986.9725,14.7947,-2917.9825,5085.8695,4657.8412,5400.8812,-5323.0335,4050.5880,3576.9803,4293.5724,4074.2425,1433.7391,2639.7375,5505.6131,4686.8043,5522.6743,5371.7372,-5049.5370,2261.1401,-3801.0128,624.2028,4706.0188,-1129.0478,5563.5313,-1500.5564,-4584.3388,-3902.1261,-1337.4634,3921.8197,5371.7037,4721.0724,-3805.1493,6291.8659,2215.6476,5362.2921,3982.7498,-3471.8229,3676.7220,5493.2140,-1105.6227,3563.9184,-3457.7216,-3744.4293,143113.5160,143637.0763,141380.3555,147947.5320,147102.7450,136439.1914,135626.4097,142242.6707,-147732151.9674,-147744023.7318,-147761384.5896,-147752664.4626,142581.6621,-147744269.5270,
3600.000,297.4492,-5710.1352,-197.5035,1980.6508,6009.3455,2108.9953,4148.6985,6312.0967,-2370.7687,5642.4185,3772.3010,4224.5807,1830.4107,0.0000,3013.9773,-836.8045,3140.9164,-3599.7473,6898.1041,-4327.9108,5030.9802,6437.5262,-1893.0262,291.7968,-1306.0632,2447.3860,2808.2940,3211.4644,-544.9582,4265.5871,-6004.7528,1505.1691,3525.2422,-2443.8676,1084.7907,-4264.9419,4394.5285,-6334.5842,0.0000,829.8264,-3758.3959,-2841.0772,1034.2945,-677.7461,-310.4925,3825.1673,3558.8835,-3053.6603,-1048.3540,3219.4697,-5129.0397,-6592.6398,-1894.9342,3965.8110,-175.5299,-6345.9178,3809.7682,-4714.5796,-889.2854,-3786.5356,-1922.8209,-5247.7091,5172.4471,-548.5033,-4115.7114,-6434.4637,1730.9779,974.9117,-912.5627,-1918.5851,-298.1779,-6031.6230,-5869.1150,5457.8196,6030.8970,-6564.0049,-2461.7822,-5894.1281,-1051.4754,-5612.6586,1170.9923,-3026.0427,-1069.6525,-6846.1932,-3957.0674,-6095.8986,-1344.1859,-6048.3640,5831.9823,-2547.2988,675.4347,-670.6064,-2189.7965,4025.4148,-4039.2203,716.0000,3345.5038,-1194.4855,-2024.1133,2941.9533,-37184.7803,-64050.3146,-39539.4347,-39873.1996,-44419.6428,-42739.5096,-48049.1290,-43596.2902,-189012115.9142,-188991446.8440,-189001669.8360,-189003185.0522,-44896.4154,-189005306.6026,4888.1083,-1107.4656,-5314.3615,-4494.7062,-3378.4944,-4354.4038,4973.2337,-1348.2156,5283.0124,-1229.7491,-2137.7758,900.2021,-5261.4617,0.0000,5083.4097,5039.6240,5768.7718,3714.2030,62.6615,-4890.0100,-549.3636,730.5405,5736.4831,-5013.7126,-4999.5221,-6463.6221,-3086.1958,-4092.8733,-2369.6254,20.0030,-201.3014,-6708.9763,4617.2794,-4478.3192,4724.3254,3020.4463,-5046.2507,-1287.8667,0.0000,-4142.7166,5784.1952,4290.8478,5748.2987,-4292.9325,-4082.8216,-3264.4189,-2279.1298,-5557.1167,-5631.8675,2606.9340,-195.8157,1744.2974,4636.2625,-1818.0122,-6832.8804,2674.7727,1731.5816,-4774.9739,-5698.4536,1998.7964,-4539.9257,2460.3359,-343.8850,6399.0698,759.1853,-2523.8688,3835.9567,-5137.3115,-4821.4150,-3968.2587,-5504.8913,3201.3009,-840.2387,1730.8547,-2850.4510,-629.5575,-6324.0070,6.5694,6104.3890,3193.0308,-2684.4629,-2954.5465,-4182.1461,-939.2777,4845.2769,3027.8307,-6707.4476,1104.7468,3625.9133,-5581.1891,6537.4472,5581.3273,-4705.6617,-1061.0488,-1019.7150,5969.3370,-5530.1097,4934.1078,-6565.9576,-2877.0447,-336479.9800,-340217.3683,-336336.6212,-340046.0166,-332378.8205,-334768.0550,-340410.9428,-338260.8500,271700321.2461,271710168.2366,271704976.8283,271709181.3233,-339341.3280,271715177.4431,-4896.9988,3773.1661,4413.6241,4762.6349,803.9742,4935.8808,-2150.1159,-2289.1267,-3684.0859,-3804.6972,5247.6034,-5309.5454,-4142.1283,0.0000,-3468.8841,-4695.9367,-2154.3191,-4643.6779,-23.5617,2322.5877,4697.5037,-2483.1345,3393.7422,-4587.8010,4640.0097,259.0203,5284.7370,4576.3817,-6514.9873,-5445.2802,3467.9480,-713.5553,-3808.3272,-4706.9315,-4805.5086,-4447.6696,-1053.1001,-2481.3828,0.0000,5488.1446,-407.1020,4601.5737,-3598.7526,-5380.7383,-5272.4892,-4675.2824,5472.6141,2792.2393,-3915.3983,5529.1095,4634.0851,-672.2832,-4720.1419,5293.7979,1077.2813,951.4807,5501.8640,1780.2988,-3649.1717,5418.0086,-4718.9509,-3813.1708,-4594.4800,2562.7507,-5401.6948,517.4200,-5489.8026,-4562.9791,-4878.5781,-5342.4051,-4178.1200,-1138.3916,-3566.4206,-3599.1218,1824.2884,1747.5179,-703.0912,3587.9613,-3085.0360,-2524.3629,-6268.0418,5514.6851,5381.3170,-203.6942,-2970.1415,483.4973,-1211.2391,-3214.1292,-1071.1652,-3268.9323,2140.6870,-3797.8710,-4608.4376,5512.8536,-5528.0026,-3372.0482,-2526.4251,-4561.8262,-788.5134,5384.4297,141635.7166,142515.5531,141558.9314,145061.6794,147526.1448,138152.2401,133102.9442,142138.6729,-147740492.2483,-147745634.6807,-147766267.9526,-147758205.9963,141618.6983,-147752752.2343,
7200.000,-3854.0527,6753.3353,3435.1980,157.4271,-4202.5480,-180.2558,-5865.7582,-5664.6701,-224.7174,-6058.8296,-2686.2426,-3607.6378,846.9997,0.0000,-5040.8115,-2844.3291,-3853.2730,4492.5959,-5325.0192,5015.9116,-6021.3274,-4621.0547,-401.6074,3944.9072,2245.8445,-247.7976,1799.9156,-636.3874,4760.2461,-3212.0533,3999.1282,296.8972,171.1603,5701.8860,-4449.0237,590.6199,-895.9060,6661.9945,0.0000,3344.2809,1330.4891,-1533.2256,-3492.0884,4322.6243,4932.9715,-595.4761,-1999.5612,5172.3600,3960.2905,-5833.1531,4323.6021,4827.6087,-155.0371,-747.2248,1993.9311,5249.6113,-5049.3055,2375.4271,4336.6722,815.2480,5081.1654,4524.5512,-6242.3459,-1030.5193,3895.4833,5416.6712,-5460.4961,2397.3019,4111.0163,4971.8083,2489.1192,4555.1622,6831.8322,-6641.9436,-5000.0535,4449.9795,3584.6945,2988.4224,-1388.9173,2302.5740,233.4036,2271.4842,4771.4341,5431.4818,285.5760,3263.6859,1331.9936,5907.9471,-4074.7733,2935.0238,-2607.5280,-1620.9687,5512.7757,-2477.3930,4812.0629,-2628.3971,204.7171,-2750.0991,3163.4846,-135.3772,44425.9650,22290.0175,46992.8803,44771.7777,41348.4504,42515.9584,38740.8392,40373.4821,-252919889.9229,-252900923.7558,-252902252.1553,-252905089.2925,41189.6748,-252912150.3865,-2351.5415,-1475.0515,2492.6722,6770.2094,4792.9675,6729.3026,-2932.9572,3041.7940,-6852.8735,3314.3787,5884.5755,3772.0530,6769.1687,0.0000,-4525.4493,-5636.3957,-2454.5965,-5303.8701,1682.4907,1420.7004,3208.4222,2330.6236,-6923.1855,5057.4986,786.7926,5498.8053,5223.9341,6490.2862,964.1019,4181.7587,-3142.4497,5944.2821,-1637.4120,2637.5371,-1198.0419,-5543.6438,4576.6717,-264.3080,0.0000,4241.2043,-5236.0227,-4071.8724,-2163.4512,4654.1424,4038.4121,6025.3595,5778.3523,4549.7576,5631.7988,478.6587,-3816.7125,-3126.9716,-6802.7169,5090.3115,4702.7961,-2411.2368,2271.2348,5540.3523,2675.2544,-5162.9639,4481.8003,-5213.2171,2845.2632,-6602.8376,-4891.8831,285.9029,-2750.7026,6091.1121,1802.7113,879.7077,6448.6290,-4165.5734,-881.4838,364.7354,4056.9137,-2627.4263,3455.1027,-2871.4849,-6758.9505,-4616.0191,6199.3754,-1542.6965,4159.9864,-960.0287,-4287.4386,-3906.5182,5738.9265,-3620.4783,-1887.7928,6074.2310,-3775.6989,-6530.5954,3421.8773,4971.9779,-3045.2965,-6293.8323,5163.9049,-5868.9307,4163.1002,6211.7453,-336034.9335,-345656.2348,-338802.1723,-341957.1491,-333595.0965,-336806.6122,-340842.2311,-341862.9879,213489401.4483,213502292.4375,213495079.1423,213503620.1464,-340489.4007,213504325.4062,5237.7072,-622.5866,-5465.9760,-1022.9623,2742.1422,-1596.5575,-1889.3263,-2362.6035,193.7870,-335.2491,-2148.8611,4412.4208,1248.6922,0.0000,-1029.5328,2858.2002,5173.8461,35.1528,-4056.1133,-4577.1861,-1101.4878,4607.6618,-24.0793,2245.6033,-6533.9412,-4195.5641,-3871.0967,-2368.6202,4965.6389,4463.6702,-4731.0004,-3522.3132,6734.1728,2931.8337,5019.6521,3987.1648,4901.1438,-1872.7912,0.0000,-4351.7482,4296.8037,-5372.8409,5479.1232,2723.1616,1957.4300,3222.3723,-3248.0745,776.0217,818.0867,-3689.1883,-3834.7135,-3732.3889,1009.7891,-4553.8119,-4676.3650,3856.8552,-4155.5926,3427.0653,4528.4327,-4527.8380,785.7517,640.6215,938.9586,1774.2734,2735.5448,-4323.4211,3221.2545,2278.9665,5252.5294,4727.0997,210.1248,-3140.1186,-639.8855,-1213.5771,2516.3751,-4460.8798,4652.2867,-5527.2745,-487.2757,4619.2475,3054.7209,-6395.1463,-2764.1083,4157.1443,5417.2337,-4550.7618,-3689.9354,-259.1486,5292.3836,-1683.9290,-5178.7698,-850.9223,2441.6559,-4123.0101,3921.6066,-991.0028,4618.1673,2127.3809,4515.3570,-2730.7523,140151.6724,141371.4463,141739.0370,141230.7239,147442.1597,140747.4089,131277.0719,139759.2874,-147749580.9225,-147748066.6438,-147769687.3870,-147759407.3086,140641.2468,-147761189.3517,
