sl_100_86400_20250610 Coordinates.csv
2025/06/10 07:47:00.0000 UTC

Generated: Tue Oct  8 16:21:56 2024,
Start: 2025/06/10 07:47:00.00, Stop: 2025/06/11 07:47:00.00,
TIME_UNITS,STARLINK-30949 - X-Coordinate,STARLINK-5792 - X-Coordinate,STARLINK-1132 - X-Coordinate,STARLINK-2624 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-32043 - X-Coordinate,STARLINK-31096 - X-Coordinate,STARLINK-30552 - X-Coordinate,STARLINK-5857 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-4070 - X-Coordinate,STARLINK-4518 - X-Coordinate,STARLINK-6279 - X-Coordinate,STARLINK-3593 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-4007 - X-Coordinate,STARLINK-3207 - X-Coordinate,STARLINK-3714 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-31615 - X-Coordinate,STARLINK-31996 - X-Coordinate,STARLINK-2436 - X-Coordinate,STARLINK-30194 - X-Coordinate,STARLINK-6318 - X-Coordinate,STARLINK-2494 - X-Coordinate,STARLINK-30131 - X-Coordinate,STARLINK-31579 - X-Coordinate,STARLINK-6046 - X-Coordinate,STARLINK-31496 - X-Coordinate,STARLINK-31850 - X-Coordinate,STARLINK-3845 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-3890 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-5221 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-31840 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-4284 - X-Coordinate,STARLINK-6156 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-6215 - X-Coordinate,STARLINK-5753 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-4513 - X-Coordinate,STARLINK-4694 - X-Coordinate,STARLINK-30597 - X-Coordinate,STARLINK-2453 - X-Coordinate,STARLINK-3881 - X-Coordinate,STARLINK-30078 - X-Coordinate,STARLINK-2726 - X-Coordinate,STARLINK-2432 - X-Coordinate,STARLINK-31360 - X-Coordinate,STARLINK-5963 - X-Coordinate,STARLINK-3068 - X-Coordinate,STARLINK-30943 - X-Coordinate,STARLINK-4358 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-30588 - X-Coordinate,STARLINK-5865 - X-Coordinate,STARLINK-1848 - X-Coordinate,STARLINK-6317 - X-Coordinate,STARLINK-3579 - X-Coordinate,STARLINK-5282 - X-Coordinate,STARLINK-31937 - X-Coordinate,STARLINK-5224 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-5893 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-2645 - X-Coordinate,STARLINK-4073 - X-Coordinate,STARLINK-2057 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-2585 - X-Coordinate,STARLINK-2197 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-2643 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-3672 - X-Coordinate,STARLINK-5179 - X-Coordinate,STARLINK-1707 - X-Coordinate,STARLINK-5742 - X-Coordinate,STARLINK-4037 - X-Coordinate,STARLINK-30851 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-31206 - X-Coordinate,STARLINK-2263 - X-Coordinate,STARLINK-5533 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-2472 - X-Coordinate,STARLINK-11180 [DTC] - X-Coordinate,STARLINK-5214 - X-Coordinate,STARLINK-11205 [DTC] - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-31148 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-5792 - Y-Coordinate,STARLINK-1132 - Y-Coordinate,STARLINK-2624 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-32043 - Y-Coordinate,STARLINK-31096 - Y-Coordinate,STARLINK-30552 - Y-Coordinate,STARLINK-5857 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-4070 - Y-Coordinate,STARLINK-4518 - Y-Coordinate,STARLINK-6279 - Y-Coordinate,STARLINK-3593 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-4007 - Y-Coordinate,STARLINK-3207 - Y-Coordinate,STARLINK-3714 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-31615 - Y-Coordinate,STARLINK-31996 - Y-Coordinate,STARLINK-2436 - Y-Coordinate,STARLINK-30194 - Y-Coordinate,STARLINK-6318 - Y-Coordinate,STARLINK-2494 - Y-Coordinate,STARLINK-30131 - Y-Coordinate,STARLINK-31579 - Y-Coordinate,STARLINK-6046 - Y-Coordinate,STARLINK-31496 - Y-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-3845 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-3890 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-5221 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-31840 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-4284 - Y-Coordinate,STARLINK-6156 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-6215 - Y-Coordinate,STARLINK-5753 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-4694 - Y-Coordinate,STARLINK-30597 - Y-Coordinate,STARLINK-2453 - Y-Coordinate,STARLINK-3881 - Y-Coordinate,STARLINK-30078 - Y-Coordinate,STARLINK-2726 - Y-Coordinate,STARLINK-2432 - Y-Coordinate,STARLINK-31360 - Y-Coordinate,STARLINK-5963 - Y-Coordinate,STARLINK-3068 - Y-Coordinate,STARLINK-30943 - Y-Coordinate,STARLINK-4358 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-30588 - Y-Coordinate,STARLINK-5865 - Y-Coordinate,STARLINK-1848 - Y-Coordinate,STARLINK-6317 - Y-Coordinate,STARLINK-3579 - Y-Coordinate,STARLINK-5282 - Y-Coordinate,STARLINK-31937 - Y-Coordinate,STARLINK-5224 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-5893 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-2645 - Y-Coordinate,STARLINK-4073 - Y-Coordinate,STARLINK-2057 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-2585 - Y-Coordinate,STARLINK-2197 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-2643 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-3672 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,STARLINK-1707 - Y-Coordinate,STARLINK-5742 - Y-Coordinate,STARLINK-4037 - Y-Coordinate,STARLINK-30851 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-31206 - Y-Coordinate,STARLINK-2263 - Y-Coordinate,STARLINK-5533 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-2472 - Y-Coordinate,STARLINK-11180 [DTC] - Y-Coordinate,STARLINK-5214 - Y-Coordinate,STARLINK-11205 [DTC] - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-31148 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-5792 - Z-Coordinate,STARLINK-1132 - Z-Coordinate,STARLINK-2624 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-32043 - Z-Coordinate,STARLINK-31096 - Z-Coordinate,STARLINK-30552 - Z-Coordinate,STARLINK-5857 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-4070 - Z-Coordinate,STARLINK-4518 - Z-Coordinate,STARLINK-6279 - Z-Coordinate,STARLINK-3593 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-4007 - Z-Coordinate,STARLINK-3207 - Z-Coordinate,STARLINK-3714 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-31615 - Z-Coordinate,STARLINK-31996 - Z-Coordinate,STARLINK-2436 - Z-Coordinate,STARLINK-30194 - Z-Coordinate,STARLINK-6318 - Z-Coordinate,STARLINK-2494 - Z-Coordinate,STARLINK-30131 - Z-Coordinate,STARLINK-31579 - Z-Coordinate,STARLINK-6046 - Z-Coordinate,STARLINK-31496 - Z-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-3845 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-3890 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-5221 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-31840 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-4284 - Z-Coordinate,STARLINK-6156 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-6215 - Z-Coordinate,STARLINK-5753 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-4694 - Z-Coordinate,STARLINK-30597 - Z-Coordinate,STARLINK-2453 - Z-Coordinate,STARLINK-3881 - Z-Coordinate,STARLINK-30078 - Z-Coordinate,STARLINK-2726 - Z-Coordinate,STARLINK-2432 - Z-Coordinate,STARLINK-31360 - Z-Coordinate,STARLINK-5963 - Z-Coordinate,STARLINK-3068 - Z-Coordinate,STARLINK-30943 - Z-Coordinate,STARLINK-4358 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-30588 - Z-Coordinate,STARLINK-5865 - Z-Coordinate,STARLINK-1848 - Z-Coordinate,STARLINK-6317 - Z-Coordinate,STARLINK-3579 - Z-Coordinate,STARLINK-5282 - Z-Coordinate,STARLINK-31937 - Z-Coordinate,STARLINK-5224 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-5893 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-2645 - Z-Coordinate,STARLINK-4073 - Z-Coordinate,STARLINK-2057 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-2585 - Z-Coordinate,STARLINK-2197 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-2643 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-3672 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,STARLINK-1707 - Z-Coordinate,STARLINK-5742 - Z-Coordinate,STARLINK-4037 - Z-Coordinate,STARLINK-30851 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-31206 - Z-Coordinate,STARLINK-2263 - Z-Coordinate,STARLINK-5533 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-2472 - Z-Coordinate,STARLINK-11180 [DTC] - Z-Coordinate,STARLINK-5214 - Z-Coordinate,STARLINK-11205 [DTC] - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-31148 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1135.2332,4929.4468,-6089.6885,-4269.0029,-4505.1905,-1538.2088,6334.8404,1675.0467,-3789.9226,5815.5971,2045.4380,5828.4644,3588.7294,-2696.6211,-4297.5771,2118.1800,1911.6952,4393.8468,4618.3370,-633.2692,-3609.0691,4428.4228,-4866.9801,-2677.8038,3024.7275,-5770.6444,-5994.4318,4687.2457,2302.8644,816.8730,39.8038,-5337.5603,-4098.7031,-476.5344,-6434.0879,3753.8722,1358.3544,3897.3538,-605.4025,6337.7571,2112.6965,-5965.4212,63.3698,-3971.4583,-6184.1480,-1136.0417,6628.0377,-6828.5129,-1096.4364,-4698.0466,6778.8364,-3187.3116,2986.5083,6423.7337,-3963.0876,-2330.0578,4134.7380,-3486.5293,-2839.8265,4988.3089,1282.0149,-5832.0920,3526.2394,3345.0808,-452.2599,-1120.7253,-5094.0507,5162.7017,-2167.9642,-5712.0119,-1088.0155,4293.2513,5337.3265,-3931.0105,1900.0879,-3146.3830,4516.9259,1684.0145,-1657.7944,5028.5548,-3830.9579,3476.5665,-1302.5907,-3744.8638,3145.6222,-1708.2975,-1272.0657,-4237.7096,-1345.6242,-4419.3628,-5244.2824,553.9393,-2825.7442,-3310.7467,4540.6050,2931.7080,279.7929,4901.5038,2075.6624,-5065.0723,220876.3657,248376.6313,227022.5806,224803.2518,229913.0406,227841.6211,234450.1376,230412.2323,175687837.7577,175714357.4076,175715100.1621,175710266.0328,230293.0526,175701593.5977,6474.1551,1297.9440,1052.7057,-5435.5288,-142.3104,4883.9971,1227.5669,-6482.7092,2080.4736,-3739.5056,-5328.5661,-2869.8658,-5602.4174,-6115.7045,2246.5830,-6462.1643,5712.1070,-4921.2277,1662.7048,4896.2931,-4571.4145,-2297.9754,-1669.0363,-6276.8259,4555.8279,-1330.0621,-853.8471,3817.1801,-3649.3657,-3358.9523,-5266.6991,3853.0355,-576.4254,-5512.3908,-236.1105,-90.0661,-6025.0009,4586.5299,4033.9149,2316.2702,3567.2593,3355.1362,-4385.5067,-3283.7906,3137.7549,6719.4636,-1814.3043,-994.6948,6365.2273,-2356.9235,-1013.5473,4008.8131,-6086.5290,1820.0205,-918.6561,604.4577,-5242.2408,5693.3079,2366.5295,2988.6005,-6292.1803,-3018.1238,-4423.9917,-6012.5977,5236.7817,4595.9943,-3508.6797,-1195.3962,6480.2232,3011.1236,5006.0909,3003.2475,2345.9606,-3555.9599,-3875.8619,3031.4081,-398.8137,6483.4442,-4366.5189,-4770.2655,5310.0251,-2328.0579,6684.1689,2654.5100,-3605.9503,6250.4088,5446.3205,-1490.0705,-5089.2477,3874.2380,-1737.3431,-6765.4184,-799.6906,2768.9068,-184.2800,2771.0738,-4144.1302,1933.0416,6485.0543,3854.4445,-276328.9537,-277510.1456,-281574.7752,-276750.8269,-283373.7401,-280515.6383,-275128.2127,-277145.1893,187513727.9005,187510767.5406,187501502.8879,187514754.0125,-276619.9795,187523333.3900,2199.0441,4692.7855,-3127.7100,-309.2616,5242.8598,-4501.7262,-2546.3607,1801.4853,5438.0215,-456.3158,-3911.5842,2367.9827,2039.0776,1764.7818,4932.2465,-1269.5961,-3393.4967,2064.7027,-4794.0489,-4850.7712,3563.1998,4608.5295,4497.9960,1131.0137,-4274.9588,3600.4569,3347.6544,3385.6967,-5329.0268,-6035.1617,-4344.9882,-1785.5394,5529.0416,4171.5580,2512.8106,-5856.8391,3098.8629,-3453.0075,-5436.8093,1515.0492,-5541.5672,1082.6266,-5398.4556,4630.0421,-121.7706,-1298.5608,787.7435,-469.5266,-2544.5389,-4489.9440,866.9952,-4684.0579,1357.8499,1801.8801,-5358.5101,6508.8836,1933.9984,1870.1060,5866.7567,-3786.5201,-2621.0118,-2242.8499,3911.5273,862.8059,-4501.0152,-5050.1485,-2886.8018,-4494.2437,-1064.5850,2570.9577,-4682.7259,4503.5845,-3738.2921,4428.1524,5405.3864,5351.5295,5210.9915,-1737.7095,-5111.2239,-265.9254,-2225.4796,5495.1412,-1324.1983,-5189.5758,4982.6829,-2371.8107,4078.3077,5246.2794,4501.2957,3658.6279,-3997.4947,1124.7167,6284.0536,-5410.3930,-5225.4759,5369.5381,5517.8885,4112.9371,1204.6718,2744.6628,-178949.6484,-178115.5073,-180919.4768,-173521.3048,-175172.7952,-185891.1807,-185950.3096,-177632.8337,64273461.1282,64253783.8649,64281020.1497,64285078.1128,-179343.6943,64285118.4009,
3600.000,-3494.6608,-5867.8668,6222.5139,4559.0733,2933.2948,-740.2510,-6769.9000,506.2611,5467.9923,-3678.0121,-512.1385,-2465.2556,-331.5450,3903.0052,572.1170,-397.9709,-3582.7192,-1082.5453,-6743.1019,-1865.5223,5631.2314,-2167.0274,6809.8168,3593.5356,-5210.9505,6833.4869,3587.5232,-5076.5535,2214.0785,288.5652,2525.8964,1580.3808,4709.8201,3998.9395,6529.1061,-6419.8127,190.7866,-5003.7959,-4011.2403,-4854.8895,-5606.4108,4238.6599,822.0468,5722.0535,4053.7487,-1106.5491,-4253.3305,5790.5076,-1154.0810,6830.7857,-4490.9713,320.5352,-230.6032,-6431.1365,5101.7227,1011.6930,-1733.6637,165.9722,6541.4451,-5017.5773,1999.4424,5222.6918,-2449.7588,-434.6792,-1794.7313,-1438.6760,6636.3346,-1004.3771,-254.2454,5738.8956,-2509.4184,-6642.2859,-3910.6595,4185.1526,2320.6588,1456.0255,-2385.8363,-3063.1409,4928.3474,-2448.7580,533.1573,-1601.7808,-946.0340,-47.5395,-1854.8032,83.0491,-2722.7806,3949.1951,4764.4925,577.9913,6642.8654,1161.9234,4620.4026,-310.3973,-2605.6482,-6056.4211,3676.8106,-6635.7002,-3276.6371,3753.9360,285568.4124,310379.9090,287383.2865,286844.7924,291820.2582,289703.5101,295095.9988,291208.2512,121116667.3683,121143328.4369,121150395.4793,121143504.5797,291872.9384,121131391.6895,-3916.0097,2302.8110,-2806.8424,3063.3573,-3932.1581,-6763.0404,1034.5855,6661.9063,-4082.7740,5003.6176,6893.1400,3748.4667,5339.5573,5088.1989,-4518.5372,6190.6839,-2130.5783,4478.5962,622.8700,-6514.2680,3755.1037,5966.4044,-439.8294,3570.4719,-1103.6485,-1140.4987,-2204.2044,78.8337,4723.4246,6471.4028,6337.8587,-4899.8550,-3444.0510,3443.2585,-1336.2806,1619.7330,6808.9648,-832.7099,-4304.8292,351.9718,-1436.6734,-4854.5154,6790.2912,-355.8658,-4555.8950,-6431.0306,3043.2568,-784.0956,-6758.6251,747.0955,2549.5221,-6341.0953,4942.2656,-236.8116,-3561.0491,-4831.6365,3464.3411,-5346.9750,-1670.3080,1018.9861,4735.7200,-389.6682,6428.8983,5696.3798,-6637.1119,-6517.4374,1182.3066,2160.5492,-5087.1655,-3126.6821,-5836.2654,-1762.7239,1417.5597,-763.3589,4646.6627,-6212.9825,4253.2054,-5619.9418,4431.0597,5423.6324,-4509.2165,5799.1570,-6464.1084,-4803.0481,6446.4607,-6575.5496,-4469.7803,-2904.6174,2836.9642,-5070.2341,-1392.8511,5949.6755,4555.2176,-5160.7041,4102.8996,807.1869,4676.6474,433.0581,-5252.7068,-5771.2552,-213079.2113,-206865.8200,-214152.3500,-209595.3660,-216965.9943,-214557.4018,-208690.4079,-209677.1863,226689744.0638,226691685.3689,226683276.6819,226696463.0832,-209994.7119,226699477.2953,-4538.9070,-2900.7728,-1153.6104,4198.3884,-4889.5204,358.7976,-1094.6467,1853.9951,-1351.3607,-3079.7763,-182.9550,-5270.5508,-4464.2522,2582.1150,-5221.0883,-3061.9490,5501.5910,-5161.7466,1062.6144,1375.4202,935.7839,-2453.4250,-490.9720,-4715.2387,4433.3295,-337.6039,-5500.4273,-4728.3165,4434.5056,2512.8848,129.4167,4464.5882,-3719.8923,-4507.2756,1840.0879,2115.1932,1187.0508,4718.7451,3384.3669,-4919.5331,3775.5162,2539.6548,1231.9102,-3908.6018,-3310.3124,-2359.6465,-4533.0223,-3703.4205,-1079.7793,697.8588,-4595.4837,2782.3554,-4836.3896,2530.6638,2527.4237,-4893.8279,-5774.8335,-4421.1616,-1615.5247,4667.4586,4641.3974,4538.1020,251.0344,-3939.4663,727.8257,1796.9957,-1056.7432,6517.1708,4667.6058,2371.7553,2774.0179,-791.8159,5523.1327,-5455.0642,-4587.7808,-2678.1521,-4909.0754,-2628.6258,1978.1503,3552.8583,5203.8562,-3416.6387,-2337.9646,4976.7824,-1694.7755,-2084.7730,-4545.9958,-4882.9637,-4168.5377,-4692.3446,604.8147,3250.4017,-2472.9028,4583.8424,4916.6056,-2812.3045,-3532.8382,722.8508,3076.8978,825.9808,-180035.4770,-178789.4410,-180416.2587,-175848.9721,-174179.9985,-183903.4038,-188189.0011,-181527.3727,64249265.3362,64228451.6896,64251802.6747,64254930.4702,-179881.3297,64259553.1514,
7200.000,5559.7477,5159.2680,-3543.3219,-4046.9971,-1508.5690,2466.3826,4650.9887,-2990.2210,-4703.1824,-147.6110,-1276.9630,-1848.6142,-3465.7580,-4133.9203,2449.8642,-2316.7905,5228.7668,-3222.1163,5521.1250,3129.3198,-4848.4219,-547.6809,-5184.2466,-4332.9773,6342.7401,-5333.7815,-841.7605,4742.1656,-4985.1733,-383.0981,-3653.9371,3048.7304,-4228.0637,-6512.6352,-3709.6968,6138.6388,-2044.4129,5425.4173,5872.9229,2271.0856,6906.0980,-614.9701,-862.5744,-6075.7576,-220.3827,3495.6192,116.3609,-2570.3060,3219.3648,-5867.9388,476.5882,1994.9905,-3553.5001,3851.8183,-3550.7558,-844.3956,-2535.3952,3698.7522,-5874.9456,4375.1279,-5258.9839,-3716.6726,103.4265,-3242.9105,3006.6980,2830.7751,-4999.8535,-2891.0266,3669.7542,-2585.9145,4696.2291,5999.7659,2339.8733,-4208.9294,-5027.3947,92.7469,583.1460,3848.6715,-5722.0812,-1465.3775,3671.2448,17.2715,3391.6033,2877.7675,226.7415,2178.4324,5879.3440,-3364.9824,-6793.8912,3158.7557,-4766.7782,-3337.0507,-2584.9173,2790.2814,970.4240,5575.6610,-5541.5050,3628.8583,3970.1185,-841.7556,333492.2155,352648.8742,329489.8688,330819.8837,335083.4723,333392.2619,337237.7660,335627.7119,58243634.9128,58268746.9680,58280961.4360,58269394.1482,334784.3794,58259177.1812,390.2760,-4589.3649,3641.3970,1133.7784,6586.4222,4900.9098,-3156.9018,-4443.2309,3700.5416,-5068.8311,-5388.1610,-4547.9379,-4209.3070,-1509.1454,6059.8022,-3559.7868,-1784.4741,-3511.3821,-2235.4061,5423.3387,-675.0347,-6574.1913,2183.8071,720.1272,-2035.5708,3125.2274,5400.4626,-3917.7909,-4685.1098,-6497.6940,-3981.9011,4783.8064,5453.0399,-1101.1988,2902.2982,-1643.8159,-4587.9834,-2958.9013,3145.6670,-3904.1266,-196.5888,5122.2673,-5869.3909,3242.6685,5063.5503,3856.9544,-4277.5617,3246.1276,4629.8963,959.3578,-4289.6415,6596.4398,-2721.6092,-2203.1344,5110.9628,6883.0649,-1661.8442,3993.6763,-746.8365,-4629.8309,-2349.9138,4169.4142,-5399.1852,-4018.2544,5164.4948,5765.5965,1982.8760,-4164.4255,2359.0244,2451.5609,5042.3239,-51.1215,-5205.9870,4564.8187,-4668.6999,6706.0154,-6720.5532,2135.3945,-3089.4714,-4875.3132,3160.1219,-6865.1506,3955.3665,6059.7524,-6372.6582,4013.0465,2915.0279,5865.5689,-475.2061,5470.2237,3639.1719,-2506.0310,-5795.0991,6263.8953,-6668.9581,-2989.7364,-4077.6363,-2768.8541,1510.2506,5663.8259,-133940.6881,-122892.9463,-133218.4511,-128992.1553,-137037.2648,-134235.7641,-129546.0618,-130199.7813,250390806.0786,250396867.5414,250392209.7703,250404692.9324,-130172.8535,250401184.9690,4114.9260,-662.3076,4692.3963,-5501.8015,1489.2221,4032.7462,4049.6981,-4414.8051,-3544.8540,4711.1060,4133.0460,4862.3847,4317.3209,-5340.4794,2273.2972,5447.3226,-4158.6243,4999.3872,3388.6455,2930.7857,-4772.0311,-1643.2910,-3897.0705,5332.9384,-1943.2162,-3151.6278,4238.0745,3189.7074,-429.2769,2438.5142,4157.8934,-3792.5660,-447.0128,2106.4181,-5068.9732,2818.6940,-4758.3746,-3154.9951,1320.3711,5227.7095,325.6178,-4634.3857,3619.7704,805.8280,4723.5087,4573.6670,5424.0172,5528.0502,4033.2513,3508.9656,5384.3208,776.2551,5260.3436,-5312.8781,2538.5381,395.6505,6246.8742,4287.7737,-3626.0864,-2750.0043,-3865.0849,-4119.9071,-4274.8245,4619.5466,3471.9045,2554.6045,4189.4412,-4754.8548,-5371.1717,-5973.9759,785.9130,-3444.7750,-3925.2084,3028.3732,929.7520,-1696.5654,1508.3188,5326.8354,2357.5591,-4717.2950,-4940.0152,-830.2836,4567.2800,-1727.1248,-2682.8743,5159.5570,2211.9654,1432.6683,1289.6539,2836.1136,3230.3588,-5477.9661,-2820.8807,-918.9435,-1587.7873,-2278.6221,-694.3256,-4895.0207,-5464.8683,-3919.1152,-181048.2790,-179459.5263,-179755.3447,-179112.8015,-173670.3425,-180983.2990,-189686.2367,-178835.3011,64225706.2442,64203522.2249,64222796.0722,64225814.2647,-180404.6290,64233958.3407,
