sl_100_5400_20251229 Coordinates.csv
2025/12/29 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:18 2024,
Start: 2025/12/29 07:47:00.00, Stop: 2025/12/29 09:17:00.00,
TIME_UNITS,STARLINK-31425 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-32281 - X-Coordinate,STARLINK-3663 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-1903 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-2592 - X-Coordinate,STARLINK-5941 - X-Coordinate,STARLINK-4671 - X-Coordinate,STARLINK-2083 - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-5852 - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-3814 - X-Coordinate,STARLINK-30903 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-5261 - X-Coordinate,STARLINK-31048 - X-Coordinate,STARLINK-31345 - X-Coordinate,STARLINK-31557 - X-Coordinate,STARLINK-6147 - X-Coordinate,STARLINK-4405 - X-Coordinate,STARLINK-4443 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-4573 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-30231 - X-Coordinate,STARLINK-5906 - X-Coordinate,STARLINK-4400 - X-Coordinate,STARLINK-1953 - X-Coordinate,STARLINK-4317 - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-5591 - X-Coordinate,STARLINK-5806 - X-Coordinate,STARLINK-1199 - X-Coordinate,STARLINK-5445 - X-Coordinate,STARLINK-1866 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-31492 - X-Coordinate,STARLINK-5543 - X-Coordinate,STARLINK-3593 - X-Coordinate,STARLINK-5184 - X-Coordinate,STARLINK-31155 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-3924 - X-Coordinate,STARLINK-31125 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-2034 - X-Coordinate,STARLINK-31073 - X-Coordinate,STARLINK-3636 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-5976 - X-Coordinate,STARLINK-31321 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-4052 - X-Coordinate,STARLINK-6323 - X-Coordinate,STARLINK-2581 - X-Coordinate,STARLINK-5082 - X-Coordinate,STARLINK-3247 - X-Coordinate,STARLINK-32345 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-2323 - X-Coordinate,STARLINK-4404 - X-Coordinate,STARLINK-5803 - X-Coordinate,STARLINK-1365 - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-3762 - X-Coordinate,STARLINK-5026 - X-Coordinate,STARLINK-30039 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-6045 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-1712 - X-Coordinate,STARLINK-1714 - X-Coordinate,STARLINK-1019 - X-Coordinate,STARLINK-31481 - X-Coordinate,STARLINK-5771 - X-Coordinate,STARLINK-5001 - X-Coordinate,STARLINK-30885 - X-Coordinate,STARLINK-5810 - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-32263 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-3506 - X-Coordinate,STARLINK-2348 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-32281 - Y-Coordinate,STARLINK-3663 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-1903 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-2592 - Y-Coordinate,STARLINK-5941 - Y-Coordinate,STARLINK-4671 - Y-Coordinate,STARLINK-2083 - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-5852 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-3814 - Y-Coordinate,STARLINK-30903 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-5261 - Y-Coordinate,STARLINK-31048 - Y-Coordinate,STARLINK-31345 - Y-Coordinate,STARLINK-31557 - Y-Coordinate,STARLINK-6147 - Y-Coordinate,STARLINK-4405 - Y-Coordinate,STARLINK-4443 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-4573 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-30231 - Y-Coordinate,STARLINK-5906 - Y-Coordinate,STARLINK-4400 - Y-Coordinate,STARLINK-1953 - Y-Coordinate,STARLINK-4317 - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,STARLINK-5806 - Y-Coordinate,STARLINK-1199 - Y-Coordinate,STARLINK-5445 - Y-Coordinate,STARLINK-1866 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-31492 - Y-Coordinate,STARLINK-5543 - Y-Coordinate,STARLINK-3593 - Y-Coordinate,STARLINK-5184 - Y-Coordinate,STARLINK-31155 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-3924 - Y-Coordinate,STARLINK-31125 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-31073 - Y-Coordinate,STARLINK-3636 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-5976 - Y-Coordinate,STARLINK-31321 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-4052 - Y-Coordinate,STARLINK-6323 - Y-Coordinate,STARLINK-2581 - Y-Coordinate,STARLINK-5082 - Y-Coordinate,STARLINK-3247 - Y-Coordinate,STARLINK-32345 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-2323 - Y-Coordinate,STARLINK-4404 - Y-Coordinate,STARLINK-5803 - Y-Coordinate,STARLINK-1365 - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-3762 - Y-Coordinate,STARLINK-5026 - Y-Coordinate,STARLINK-30039 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-6045 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-1712 - Y-Coordinate,STARLINK-1714 - Y-Coordinate,STARLINK-1019 - Y-Coordinate,STARLINK-31481 - Y-Coordinate,STARLINK-5771 - Y-Coordinate,STARLINK-5001 - Y-Coordinate,STARLINK-30885 - Y-Coordinate,STARLINK-5810 - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-32263 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-32281 - Z-Coordinate,STARLINK-3663 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-1903 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-2592 - Z-Coordinate,STARLINK-5941 - Z-Coordinate,STARLINK-4671 - Z-Coordinate,STARLINK-2083 - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-5852 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-3814 - Z-Coordinate,STARLINK-30903 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-5261 - Z-Coordinate,STARLINK-31048 - Z-Coordinate,STARLINK-31345 - Z-Coordinate,STARLINK-31557 - Z-Coordinate,STARLINK-6147 - Z-Coordinate,STARLINK-4405 - Z-Coordinate,STARLINK-4443 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-4573 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-30231 - Z-Coordinate,STARLINK-5906 - Z-Coordinate,STARLINK-4400 - Z-Coordinate,STARLINK-1953 - Z-Coordinate,STARLINK-4317 - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,STARLINK-5806 - Z-Coordinate,STARLINK-1199 - Z-Coordinate,STARLINK-5445 - Z-Coordinate,STARLINK-1866 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-31492 - Z-Coordinate,STARLINK-5543 - Z-Coordinate,STARLINK-3593 - Z-Coordinate,STARLINK-5184 - Z-Coordinate,STARLINK-31155 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-3924 - Z-Coordinate,STARLINK-31125 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-31073 - Z-Coordinate,STARLINK-3636 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-5976 - Z-Coordinate,STARLINK-31321 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-4052 - Z-Coordinate,STARLINK-6323 - Z-Coordinate,STARLINK-2581 - Z-Coordinate,STARLINK-5082 - Z-Coordinate,STARLINK-3247 - Z-Coordinate,STARLINK-32345 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-2323 - Z-Coordinate,STARLINK-4404 - Z-Coordinate,STARLINK-5803 - Z-Coordinate,STARLINK-1365 - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-3762 - Z-Coordinate,STARLINK-5026 - Z-Coordinate,STARLINK-30039 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-6045 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-1712 - Z-Coordinate,STARLINK-1714 - Z-Coordinate,STARLINK-1019 - Z-Coordinate,STARLINK-31481 - Z-Coordinate,STARLINK-5771 - Z-Coordinate,STARLINK-5001 - Z-Coordinate,STARLINK-30885 - Z-Coordinate,STARLINK-5810 - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-32263 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,72.8010,-3296.0475,-885.8256,3014.5415,-4217.9972,4529.5077,-4859.6345,-1602.9721,-5297.3298,3320.6055,-6169.0997,-2875.1314,-5893.1186,2801.8269,4005.5325,0.0000,4881.6439,4494.7602,-6060.1961,-3188.1212,-6734.8362,-3974.0572,0.0000,-4360.3621,5970.1465,751.3637,90.0520,-6053.1678,6032.4360,-4538.7537,5325.9418,-3153.7739,-3674.4546,-604.8433,327.3479,3880.8454,-3877.6056,-5037.7315,4887.7525,5074.9101,-5285.0789,-2861.4782,6287.8526,-2566.3100,4307.4763,5781.6209,-3663.3380,3986.4013,4718.1796,4885.1674,-149.7451,-416.7741,-85.4092,5752.8577,-1819.9817,3706.3428,-5757.9817,-4845.0402,4272.6486,-5861.4281,3622.8899,826.3933,-5885.3985,90.4293,2150.2111,-4323.4375,-6871.2913,-6092.6445,3085.2183,2322.6782,-5000.7804,6701.1347,4490.1953,-5362.6510,-2411.9988,836.2699,4218.8498,5673.6161,-4092.0240,6482.0656,5181.7447,2929.8445,-1889.5370,2638.4399,-3707.5056,-1098.9384,-538.6110,-2772.2241,2548.2832,-4394.9537,6027.7747,1426.6946,6219.2369,2634.7070,-4663.4351,-2471.3788,-5487.6518,4331.9417,5013.1010,-2068.9499,369195.5431,332195.2180,355094.5036,357596.7468,350575.8653,353154.4518,348930.1304,351071.4924,-129571286.9113,-129598883.2843,-129581038.9702,-129566432.4576,352248.1268,-129567538.4560,6555.0073,6023.0700,5022.1165,6096.5691,4981.3618,-3297.7207,1264.1521,-5060.7917,-1458.5165,4352.8670,715.5926,6156.8902,1286.3639,-6352.0211,-2845.0181,0.0000,590.5686,-2792.5811,2165.9127,-2816.7163,209.6039,-1383.4691,0.0000,4420.0080,-2852.6320,2162.2111,6548.8426,-3362.1284,3020.1656,1237.6641,-1325.7877,-4514.1122,1084.1428,6169.9949,-5443.8911,3263.0328,3358.7661,2243.2854,-4878.1076,1728.3005,-2330.2629,3842.4591,-2415.2326,4634.6679,834.3557,3726.9030,-4132.7182,1114.0552,2806.6114,-2980.8306,-965.3613,4836.1982,-6482.8298,-3825.0175,1540.3035,1987.3429,-1565.2187,-4941.0717,4234.4063,-15.0120,-2000.1465,5477.0361,-3637.7273,-5867.5767,6186.4002,-1022.4463,-401.4993,2612.0457,-4413.1672,4665.4687,3797.6234,1701.7411,2991.0573,-1626.8906,2179.6094,-5862.9256,2298.9796,3195.4586,-4237.1474,-1969.2408,-1883.2660,3617.0357,-1603.5887,3240.3131,1850.5014,6743.4702,5347.9126,3927.0845,-4576.1410,-3011.0173,-3275.1295,5434.6514,-2021.4503,-4600.1977,-4626.8643,-5741.1681,117.9276,3193.5274,117.2891,4184.4062,63421.9873,66259.5304,71100.4966,67566.6878,72374.8939,70476.8673,63106.8541,65256.6588,303558250.5292,303544506.5897,303557827.2224,303535994.3349,65780.9839,303541765.0667,1869.3424,785.7853,4530.7249,785.0117,2258.5042,4034.5384,4669.4780,-4410.8492,4220.9358,-3946.9032,-3001.6641,-1374.0524,-3411.7694,-331.1665,-4911.5717,0.0000,-4861.5750,4447.5100,2626.9004,-5497.1953,-1263.7537,-5401.9878,0.0000,-3086.4398,2072.6124,6551.5504,-2256.3989,106.3023,1239.1375,5026.6671,4215.4958,4198.7686,5802.3351,-3116.7154,4227.0097,-4751.4320,4657.5483,-4238.9765,605.7102,4363.0461,-3806.5087,4837.5408,80.3485,4432.2446,-5224.1028,885.9192,-4166.0616,5530.5061,4224.3806,3904.2941,-6880.3116,-4925.0710,2143.9681,-48.9947,-6527.6930,5458.7658,-3506.2443,-426.6135,-3433.3623,-3692.5972,5528.8141,-3841.5802,580.0282,-3528.5151,1588.6636,5280.6798,-641.8260,1817.4677,-4368.1330,-4573.0080,2718.0540,273.1696,4342.1454,4053.0047,6121.7469,3601.2580,-4982.3004,-2356.7014,3607.4168,1482.8916,4201.3667,5146.6218,-6496.3152,5502.5747,5524.9651,-1106.7863,-4250.1932,4973.3026,4339.2636,4431.8950,512.2265,-4065.0828,2383.3382,4438.9521,-1829.3656,2705.8719,-4059.2877,-4340.2645,4740.4951,5096.5037,92202.3167,89604.6885,88287.8992,94751.4866,94001.7025,83348.2635,82447.2572,90687.2242,-146127969.8731,-146096307.7671,-146105895.7100,-146122911.5716,89441.1560,-146116499.9481,
300.000,1641.2197,-1971.1976,1005.7230,3859.5706,-3407.5091,4128.9923,-4031.0712,-2839.2364,-6078.5928,3862.5260,-6429.7189,-1483.7918,-5828.4232,2133.9373,5368.6202,0.0000,4034.8154,2855.7584,-6268.1154,-4880.6335,-6027.0112,-4850.6978,0.0000,-3359.2569,5231.2424,401.1090,1674.5938,-6461.1377,6657.5750,-3076.2223,4098.2091,-4897.8346,-4548.6741,-912.7048,-1202.3883,2212.3015,-2508.7437,-3314.8403,3496.2452,4520.6037,-4854.7406,-749.5317,5533.9563,-560.7475,5099.3260,4990.3066,-4083.9597,4431.5964,5946.1944,4198.2290,1880.4390,1491.1893,-1683.7164,4809.0247,-466.2748,4813.3643,-5074.9052,-5613.4706,5622.5637,-4745.9918,2464.1515,2189.9401,-5490.5260,-1394.3915,3095.8878,-5200.5018,-6762.0220,-4856.4521,1593.2522,3332.3395,-3388.6473,6593.6555,5785.1580,-4719.1605,-4175.5315,-1072.7984,5604.4361,5528.1686,-4370.7589,5417.7707,3778.9209,2726.4236,-2740.7223,4027.7768,-2683.9287,210.3070,1197.0663,-1628.4807,878.5249,-5695.0671,5268.7460,3329.7883,5014.5456,1545.7130,-5263.0544,-3673.7469,-6073.2463,5792.3466,5693.9995,70.2969,367687.0534,330684.4697,353697.9973,356061.8017,349039.1735,351612.3424,347489.4472,349419.5743,-136164940.7895,-136192906.2216,-136175351.0627,-136159405.8663,350738.1608,-136161255.6829,6608.6848,6123.9573,4197.6596,5057.5190,5989.8552,-4889.8129,3260.5858,-3472.5160,334.6082,2466.7527,2104.7091,6768.7917,3052.1943,-6368.2795,-3131.4881,0.0000,-1324.0990,-4173.2347,2955.4450,-2809.3352,1425.2489,530.0453,0.0000,5801.5872,-2018.4227,4175.2415,6673.4725,-1882.2718,1629.2067,2792.0179,-3040.4098,-3639.5808,2669.9698,4805.8229,-6170.5346,2486.5266,4947.1310,2433.2052,-5608.6303,-195.9492,-498.8019,4092.9437,-3429.6763,4434.4002,-1041.8679,3735.5984,-2222.7749,-994.6215,1282.3671,-4726.2358,-1890.3491,3947.0171,-5683.7748,-4640.2357,3239.2728,182.6769,119.3435,-3588.7773,3595.3748,1467.8288,-3817.2761,4091.8504,-3917.5138,-4773.0421,5038.7117,801.7489,1104.7308,3464.6796,-5737.1338,2901.2829,4272.7734,432.9437,1478.5130,201.1904,2771.3023,-5249.3429,983.8468,1614.6165,-2412.8931,-3254.2721,-3450.7321,1660.2850,429.6148,1565.1239,3738.2841,6328.3613,4363.1367,5458.4143,-5735.2933,-1469.5254,-4229.5727,5251.6630,-2357.2203,-5967.7766,-2994.4112,-4291.6135,1674.6102,2296.1720,-1589.5659,4170.6062,71269.4544,73282.8846,78454.2471,74920.9071,79794.9028,77932.7372,70533.5130,72328.1715,300658338.5608,300644018.0197,300657754.7710,300636182.6686,73178.5047,300641903.1127,357.7845,2517.9380,5280.2880,2522.9863,500.0481,2597.0345,4488.3958,-5246.0092,3310.7011,-4955.6878,-1336.9186,158.5962,-2174.1716,1781.5078,-3101.1307,0.0000,-5457.2627,4712.1133,567.7645,-4074.3202,-2943.4697,-4803.5484,0.0000,-1766.5819,4072.3926,5531.3054,-795.3309,1625.9579,-306.4883,5489.2687,4673.7644,3276.5453,4533.2747,-4923.9618,2850.0645,-6100.0715,4153.5531,-5610.0321,2085.6082,5223.5343,-4903.0314,5387.6955,-1736.2517,5264.5495,-4409.9618,3034.2412,-5122.4824,5206.0629,3316.6017,2837.4312,-6416.8272,-5478.6417,3386.1669,1743.0447,-6130.6037,4929.5022,-4704.8603,-1922.5213,-1847.5678,-4828.9972,5202.1393,-4889.8131,-1655.8697,-4708.6985,3226.6757,4467.5887,905.5290,3409.5863,-3552.1595,-5343.5550,4127.9553,2044.3621,3510.7597,5049.5846,4792.3367,4395.4290,-3939.2116,-3847.3467,4770.8992,2851.1292,4674.4829,6159.9440,-6375.4890,5391.9676,5150.7588,-2798.9789,-5146.9150,3927.2739,3552.2415,3666.7840,-1304.3398,-3069.7095,4208.7436,3136.5938,-3138.7287,3801.7048,-2627.1684,-2993.9257,3563.5778,5509.8059,92302.2305,89715.2967,88501.6269,94746.3241,94261.2217,83664.8023,82415.1301,90452.9289,-146126806.7918,-146095191.5400,-146104904.9884,-146121278.0132,89566.9846,-146115244.9319,
600.000,3038.5912,-426.0239,2829.8999,4335.3629,-2261.8205,3343.4223,-2841.2648,-3847.2216,-6290.5465,4049.6098,-6051.4914,53.0707,-5213.6052,1227.4186,6168.7602,0.0000,2838.8605,963.5036,-5842.9073,-6064.4670,-4708.1641,-5275.3935,0.0000,-2049.0242,3896.2281,-69.5213,3089.1546,-6248.2673,6616.5454,-1343.8361,2502.6662,-6165.4241,-5007.5294,-1053.1083,-2584.0137,352.5630,-932.6921,-1248.7425,1753.0355,3567.1240,-3988.2529,1443.2440,4176.0265,1522.1513,5402.5247,3678.1150,-4157.4691,4491.9501,6610.1505,3130.6872,3747.2691,3286.3320,-3142.1388,3373.8260,868.2117,5479.6033,-3925.2173,-5852.4881,6407.8594,-3188.9832,1113.1108,3370.8988,-4512.3358,-2783.8755,3745.5611,-5595.9922,-5990.5030,-3121.0285,-21.7470,4072.1142,-1414.1376,5837.2570,6532.7675,-3651.7829,-5514.4960,-2905.1818,6450.6920,4867.4110,-4265.9459,3827.8288,2037.0641,2324.8666,-3391.7161,5061.9332,-1447.6560,1528.8368,2853.3848,-366.2381,-851.6616,-6459.8497,3969.3519,4897.9003,3294.1243,338.3505,-5354.0137,-4537.6184,-6046.4370,6675.4738,5832.8891,2210.3478,366010.2326,329026.2652,352143.9195,354370.7266,347346.7468,349911.9901,345893.0448,347723.4613,-142693738.1570,-142722059.8222,-142704801.5640,-142687539.0935,349072.8707,-142690118.4192,5988.5018,5629.9003,2987.4517,3488.7541,6397.4872,-5982.2859,4943.8572,-1560.4276,2070.3983,313.4862,3268.9537,6724.2125,4507.8527,-5746.3989,-3039.7933,0.0000,-3142.1062,-5184.5802,3438.0911,-2569.0087,2528.7976,2356.7076,0.0000,6616.7819,-1015.0963,5729.7123,6151.8121,-205.7023,72.1973,4114.2395,-4492.5324,-2443.2239,3946.0442,2923.9538,-6296.5526,1371.4398,6074.1696,2450.8164,-5810.8128,-2132.2427,1414.3068,3979.8432,-4093.2743,3848.2269,-2778.0870,3301.3904,-86.4935,-2985.7208,-336.9472,-6007.0020,-2531.4451,2717.4968,-4319.5668,-5008.3983,4656.6398,-1602.8884,1831.3312,-1877.1640,2619.4656,2853.2109,-5280.2234,2290.7969,-3752.8668,-3216.2981,3342.8876,2511.9224,2511.6152,4004.4500,-6519.9131,868.0239,4354.1243,-901.1018,-146.7598,2045.2261,3001.3998,-4160.0202,-387.3937,-155.8417,-333.5306,-4251.6543,-4720.7293,-485.0405,2384.8622,-224.5088,5274.8834,5295.3447,2973.8634,6459.4389,-6324.5344,182.9381,-4769.0695,4587.1277,-2509.5564,-6747.2059,-1042.9929,-2406.5929,3032.5677,1204.0488,-3107.4661,3804.3999,79081.4512,80271.9210,85770.8919,82238.6187,87177.2715,85350.1854,77929.4801,79424.6661,297615217.5169,297600304.9289,297614447.0557,297593223.8339,80541.5255,297598828.8329,-1194.0632,3977.7746,5438.3072,3980.3796,-1312.5404,878.4522,3812.0358,-5513.9122,2045.8847,-5391.9948,473.2356,1674.2283,-703.4766,3704.7127,-960.8581,0.0000,-5466.2107,4468.9602,-1551.6784,-2219.3695,-4297.8271,-3672.8993,0.0000,-257.5831,5636.4086,3923.3241,751.1500,2970.7834,-1818.2679,5353.9105,4630.0664,2002.8347,2784.5370,-6207.3369,1164.1467,-6803.0667,3205.0579,-6388.5413,3341.9838,5521.2869,-5472.6894,5331.1609,-3350.5232,5528.5731,-3101.5394,4857.9620,-5528.6565,4320.2559,2053.3859,1466.4720,-5274.4645,-5443.2551,4249.2462,3346.2900,-5084.7847,3864.6814,-5398.5231,-3212.7499,-63.3123,-5448.7025,4314.0764,-5370.7869,-3715.4479,-5367.3400,4488.8038,3171.0238,2354.9764,4627.2635,-2356.4111,-5544.1026,5078.4631,3595.1706,2302.9416,5502.8718,2951.4888,4719.4399,-2472.8574,-4925.5083,5418.9277,3914.3517,4647.9509,6518.2726,-5581.2909,4700.3712,4220.7138,-4190.4157,-5475.0663,2458.9041,2363.4328,2509.2883,-2978.1086,-1746.2034,5589.2701,1496.3675,-4095.5935,4468.8311,-900.5954,-1324.5390,2000.6265,5329.7319,92401.8457,89825.8323,88717.3186,94735.9500,94517.0386,83987.1420,82388.4811,90152.1164,-146125638.1586,-146094076.4516,-146103916.9754,-146119606.5526,89692.7488,-146113989.5918,
