sl_100_86400_20250803 Coordinates.csv
2025/08/03 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:10 2024,
Start: 2025/08/03 07:47:00.00, Stop: 2025/08/04 07:47:00.00,
TIME_UNITS,STARLINK-1271 - X-Coordinate,STARLINK-4044 - X-Coordinate,STARLINK-1991 - X-Coordinate,STARLINK-30578 - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-3567 - X-Coordinate,STARLINK-3782 - X-Coordinate,STARLINK-4576 - X-Coordinate,STARLINK-5716 - X-Coordinate,STARLINK-2134 - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-1648 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-5682 - X-Coordinate,STARLINK-5268 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-5782 - X-Coordinate,STARLINK-32236 - X-Coordinate,STARLINK-2736 - X-Coordinate,STARLINK-2516 - X-Coordinate,STARLINK-1071 - X-Coordinate,STARLINK-4590 - X-Coordinate,STARLINK-5308 - X-Coordinate,STARLINK-2749 - X-Coordinate,STARLINK-30288 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-1798 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-30146 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-2058 - X-Coordinate,STARLINK-30504 - X-Coordinate,STARLINK-4210 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-30766 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-30715 - X-Coordinate,STARLINK-30241 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-6126 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-3565 - X-Coordinate,STARLINK-2045 - X-Coordinate,STARLINK-4455 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-3456 - X-Coordinate,STARLINK-1201 - X-Coordinate,STARLINK-6131 - X-Coordinate,STARLINK-6108 - X-Coordinate,STARLINK-31138 - X-Coordinate,STARLINK-11282 [DTC] - X-Coordinate,STARLINK-3176 - X-Coordinate,STARLINK-6138 - X-Coordinate,STARLINK-5979 - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-2385 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-30282 - X-Coordinate,STARLINK-5166 - X-Coordinate,STARLINK-2198 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-1982 - X-Coordinate,STARLINK-1300 - X-Coordinate,STARLINK-1758 - X-Coordinate,STARLINK-5334 - X-Coordinate,STARLINK-5993 - X-Coordinate,STARLINK-5829 - X-Coordinate,STARLINK-30431 - X-Coordinate,STARLINK-3298 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-4358 - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-3103 - X-Coordinate,STARLINK-3763 - X-Coordinate,STARLINK-31243 - X-Coordinate,STARLINK-5630 - X-Coordinate,STARLINK-2293 - X-Coordinate,STARLINK-31592 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-32274 - X-Coordinate,STARLINK-6102 - X-Coordinate,STARLINK-5544 - X-Coordinate,STARLINK-30944 - X-Coordinate,STARLINK-11109 [DTC] - X-Coordinate,STARLINK-31820 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-4439 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-31556 - X-Coordinate,STARLINK-2322 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-3293 - X-Coordinate,STARLINK-30817 - X-Coordinate,STARLINK-11124 [DTC] - X-Coordinate,STARLINK-3005 - X-Coordinate,STARLINK-31949 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-4044 - Y-Coordinate,STARLINK-1991 - Y-Coordinate,STARLINK-30578 - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-3567 - Y-Coordinate,STARLINK-3782 - Y-Coordinate,STARLINK-4576 - Y-Coordinate,STARLINK-5716 - Y-Coordinate,STARLINK-2134 - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-1648 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-5682 - Y-Coordinate,STARLINK-5268 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-5782 - Y-Coordinate,STARLINK-32236 - Y-Coordinate,STARLINK-2736 - Y-Coordinate,STARLINK-2516 - Y-Coordinate,STARLINK-1071 - Y-Coordinate,STARLINK-4590 - Y-Coordinate,STARLINK-5308 - Y-Coordinate,STARLINK-2749 - Y-Coordinate,STARLINK-30288 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-1798 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-30146 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-2058 - Y-Coordinate,STARLINK-30504 - Y-Coordinate,STARLINK-4210 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-30766 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-30715 - Y-Coordinate,STARLINK-30241 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-6126 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-3565 - Y-Coordinate,STARLINK-2045 - Y-Coordinate,STARLINK-4455 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-3456 - Y-Coordinate,STARLINK-1201 - Y-Coordinate,STARLINK-6131 - Y-Coordinate,STARLINK-6108 - Y-Coordinate,STARLINK-31138 - Y-Coordinate,STARLINK-11282 [DTC] - Y-Coordinate,STARLINK-3176 - Y-Coordinate,STARLINK-6138 - Y-Coordinate,STARLINK-5979 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-2385 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-30282 - Y-Coordinate,STARLINK-5166 - Y-Coordinate,STARLINK-2198 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-1982 - Y-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-1758 - Y-Coordinate,STARLINK-5334 - Y-Coordinate,STARLINK-5993 - Y-Coordinate,STARLINK-5829 - Y-Coordinate,STARLINK-30431 - Y-Coordinate,STARLINK-3298 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-4358 - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-3103 - Y-Coordinate,STARLINK-3763 - Y-Coordinate,STARLINK-31243 - Y-Coordinate,STARLINK-5630 - Y-Coordinate,STARLINK-2293 - Y-Coordinate,STARLINK-31592 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-32274 - Y-Coordinate,STARLINK-6102 - Y-Coordinate,STARLINK-5544 - Y-Coordinate,STARLINK-30944 - Y-Coordinate,STARLINK-11109 [DTC] - Y-Coordinate,STARLINK-31820 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-4439 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-31556 - Y-Coordinate,STARLINK-2322 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-3293 - Y-Coordinate,STARLINK-30817 - Y-Coordinate,STARLINK-11124 [DTC] - Y-Coordinate,STARLINK-3005 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-4044 - Z-Coordinate,STARLINK-1991 - Z-Coordinate,STARLINK-30578 - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-3567 - Z-Coordinate,STARLINK-3782 - Z-Coordinate,STARLINK-4576 - Z-Coordinate,STARLINK-5716 - Z-Coordinate,STARLINK-2134 - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-1648 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-5682 - Z-Coordinate,STARLINK-5268 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-5782 - Z-Coordinate,STARLINK-32236 - Z-Coordinate,STARLINK-2736 - Z-Coordinate,STARLINK-2516 - Z-Coordinate,STARLINK-1071 - Z-Coordinate,STARLINK-4590 - Z-Coordinate,STARLINK-5308 - Z-Coordinate,STARLINK-2749 - Z-Coordinate,STARLINK-30288 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-1798 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-30146 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-2058 - Z-Coordinate,STARLINK-30504 - Z-Coordinate,STARLINK-4210 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-30766 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-30715 - Z-Coordinate,STARLINK-30241 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-6126 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-3565 - Z-Coordinate,STARLINK-2045 - Z-Coordinate,STARLINK-4455 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-3456 - Z-Coordinate,STARLINK-1201 - Z-Coordinate,STARLINK-6131 - Z-Coordinate,STARLINK-6108 - Z-Coordinate,STARLINK-31138 - Z-Coordinate,STARLINK-11282 [DTC] - Z-Coordinate,STARLINK-3176 - Z-Coordinate,STARLINK-6138 - Z-Coordinate,STARLINK-5979 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-2385 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-30282 - Z-Coordinate,STARLINK-5166 - Z-Coordinate,STARLINK-2198 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-1982 - Z-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-1758 - Z-Coordinate,STARLINK-5334 - Z-Coordinate,STARLINK-5993 - Z-Coordinate,STARLINK-5829 - Z-Coordinate,STARLINK-30431 - Z-Coordinate,STARLINK-3298 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-4358 - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-3103 - Z-Coordinate,STARLINK-3763 - Z-Coordinate,STARLINK-31243 - Z-Coordinate,STARLINK-5630 - Z-Coordinate,STARLINK-2293 - Z-Coordinate,STARLINK-31592 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-32274 - Z-Coordinate,STARLINK-6102 - Z-Coordinate,STARLINK-5544 - Z-Coordinate,STARLINK-30944 - Z-Coordinate,STARLINK-11109 [DTC] - Z-Coordinate,STARLINK-31820 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-4439 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-31556 - Z-Coordinate,STARLINK-2322 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-3293 - Z-Coordinate,STARLINK-30817 - Z-Coordinate,STARLINK-11124 [DTC] - Z-Coordinate,STARLINK-3005 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6091.2034,-2145.0405,-2204.2815,-3107.5569,-377.7373,-2534.5394,3637.0575,4254.5557,4657.3850,1817.7404,5880.9843,-4267.2166,5464.6921,-3469.1646,-6088.8102,-1834.6070,2314.8186,-238.3625,3800.8598,-636.3316,-12.4099,-5774.1614,-4762.0725,4911.7215,-5961.5260,2924.1286,-1680.8901,3153.6736,2372.8712,5406.4201,4077.4967,849.4528,-3703.9846,-1448.7505,-5728.9604,6365.9565,-6440.3587,3345.3500,-3616.6950,4888.7352,4348.7733,-1077.8206,-2144.7799,-4043.1662,6179.4877,-397.6025,5705.3410,3629.3622,70.4878,-168.6858,-156.4070,-3334.3712,3045.0082,4861.8292,-5191.1114,5443.4664,2965.1893,-2583.1479,-3519.4638,-4761.9475,-4116.5787,4907.0862,-4741.2896,3734.1324,-5280.3745,-1058.1455,-3797.8730,2354.2442,2488.3242,129.8898,4050.4489,2990.6111,5720.7148,5787.6365,4314.3378,-1632.8576,2161.5045,2646.2973,4619.5516,-2977.0983,-312.1082,3608.6361,-2565.5394,-6812.0265,-6711.6188,5101.4774,-4603.9474,6626.8112,3713.9972,1117.0026,-955.1391,3109.0914,3692.7607,-819.0927,-3513.6461,-1822.6776,3241.8477,6009.4941,-214.4926,3707.0954,343665.1216,373389.7365,359230.7198,354329.8218,362739.1656,359297.4159,358867.6542,356689.8294,105141436.1791,105131245.9645,105119440.1501,105135189.5342,357584.8731,105126218.0945,2687.1554,3641.0108,4631.0737,4328.8957,-2426.9148,4522.9737,5430.1078,-4984.1070,2021.6265,-5424.0699,3618.3961,2315.8642,-2809.2973,5448.7223,-2352.3782,4080.7482,-566.7330,6859.0405,4970.9598,-6182.7289,6919.7471,-3753.0076,2706.4336,1243.1487,-2926.6050,5270.1225,4925.8244,5975.0400,-4897.6116,2886.7081,2801.9382,-6863.3649,3391.1829,-3892.7827,2600.6391,2468.8961,2193.2841,-5792.1643,-4233.4127,3240.0947,5377.3094,-4985.2662,-4514.5770,3756.9782,-2813.5905,-5224.1974,-727.6826,-2223.6190,-4757.4320,5896.1147,6313.2250,5958.7372,2643.3319,1659.6652,-367.5738,3800.3317,3942.9240,-3573.7662,2945.8024,2253.0574,-4109.0499,-157.3736,4036.3244,-4891.7978,-2881.6223,-4066.9562,-3614.8066,572.4918,2540.1551,-4661.2681,-1579.5738,4255.9514,-2529.7278,-801.7110,4989.5580,2805.9615,-5855.8861,-3751.3520,1360.9616,-5317.2497,-6791.9776,3820.4716,3317.7788,462.6146,1200.7166,-190.9705,4036.8894,1610.7573,-3508.2067,6773.6876,1014.0244,5078.7132,3347.3300,-6267.9416,-2572.6008,-5511.8805,5671.3739,-1318.4748,6397.8420,-4692.9987,73974.9030,83624.1454,65578.5603,66836.3495,66915.7257,66983.1271,75494.1826,70600.0582,300820622.2691,300813702.4295,300804267.8513,300814697.0485,71310.9995,300807882.5030,1889.7650,5465.1995,-4654.9450,-4449.3309,-6497.4711,-4582.9902,-2262.0182,-2215.8176,-4731.0128,3886.5180,617.8427,4914.5998,-3181.8385,-2209.8002,-2343.2714,-5277.9304,-6535.8436,986.6662,2788.7389,-2979.1197,63.3605,476.2968,-4229.4862,4749.3432,-1961.8431,-3439.8557,-4589.1349,-1226.5929,-4177.7552,-3249.7644,4682.6424,277.9620,4670.0686,5526.8125,2913.3088,-1230.2337,-480.2625,-1506.3513,4119.6207,3659.5484,-23.7470,4689.2319,4637.1470,-4169.5740,1333.8086,-4559.2014,-3887.6651,5439.8407,5020.1339,3632.9722,2857.6628,689.8232,-5375.4052,4620.3526,4573.4542,2025.9337,4840.4137,-5337.4768,-5170.8044,4484.5203,3732.1630,4866.8823,-2773.3048,3151.9434,-3432.1664,5482.0276,4534.2972,-6526.6316,5951.9965,4997.7526,5368.5493,-4412.9082,2998.8084,3706.6766,-1831.4157,6135.8048,-2783.9449,5062.7112,-5017.4263,-3252.3408,505.6105,4514.1143,-5405.0790,1199.4991,1348.8790,4696.2471,-2777.2904,213.9705,-4697.7239,827.7381,-6802.8817,3513.7114,4643.9791,-2803.9767,5369.5612,-3765.0267,2317.3975,2704.4345,-2683.9607,3278.5127,-167350.8303,-170699.7617,-172641.5447,-165482.6564,-166890.1015,-177600.4117,-177885.8981,-172598.0008,7994313.4088,8013422.3299,8003345.9017,7982085.2217,-171172.0527,7989466.8811,
3600.000,5146.7720,-1924.2951,-2042.8547,652.7017,4672.9404,-1762.0902,-4040.0290,-2948.8246,-5854.7154,1908.5276,-5750.6489,463.1053,-1769.6185,1017.6738,6803.9832,-2559.3369,-1619.2537,-2236.6383,-4104.0386,2426.5027,-1624.6856,5576.4823,4642.1567,-1675.2790,6347.4125,-5385.4174,-1577.6254,-4226.0443,-705.2797,-4977.9829,-4021.3701,1045.6454,414.8595,5201.2315,2435.8490,-6501.6237,3748.2144,-1447.5236,5230.3061,-6569.3596,-4667.9659,4708.2008,5194.5448,-171.1414,-3375.3305,-2128.2528,-5877.8478,-550.2388,3774.1173,-2492.6611,-2187.5915,658.7153,-5942.3556,-3546.4910,4334.1026,-1562.8642,-4464.8030,5047.7307,2418.0479,1872.2926,6034.8497,-6106.9559,499.8613,35.5654,6689.6984,4923.6340,5577.2299,-3099.6961,1886.3250,3023.8494,-3661.8128,-6250.5875,-2367.4797,-6334.4934,-5256.7641,-2976.8698,-394.4695,2078.9943,-6794.8887,3922.1891,2820.9395,-5552.5099,-309.3770,5966.9872,4061.3342,-4976.5926,2966.9569,-5400.4659,-488.8775,-2590.8166,-518.2157,-4001.6537,-6141.2191,2894.9011,4893.7893,3685.1223,-5127.0412,-1884.3479,1444.7174,772.4882,312815.7496,340631.6665,328198.4780,324558.9692,333446.2638,330337.4584,328838.9824,328589.0250,23609073.4594,23601368.2127,23594390.9025,23595954.2425,327936.6458,23594181.0814,-3929.6075,-4991.6092,-3845.0753,-6624.7954,1085.7383,-3927.8346,-2033.1942,5867.0291,1673.1494,3702.4028,-781.3439,-4528.3336,3843.9550,-6496.9023,198.5576,-4211.9380,4848.1258,-5204.6752,-969.6472,6286.2634,-5438.9029,1674.6238,-5120.6727,1701.5090,1401.7522,-4371.7857,-6320.5110,-4330.0867,6822.8039,948.7300,2069.7592,5410.4938,-6049.5316,2111.2853,334.8961,-204.6232,-4139.4372,5968.6266,470.5212,-2110.8174,-3128.0122,4206.1834,4372.3353,-4167.6185,3664.6817,6588.6183,3602.8244,5251.3246,2685.8686,-6458.0186,-6544.0492,-6111.3532,1255.8458,2492.1559,-3604.8789,-2927.0222,174.4504,-17.8365,-6128.1381,-5210.7168,3351.1685,2900.0359,-4957.2498,4245.5008,1614.6993,3554.4493,-32.0741,3761.6804,738.4913,5951.8311,5194.0714,-2208.0881,-371.0775,2764.5346,-3376.2091,-2098.8859,6548.7448,4378.2813,-1321.4024,1500.4696,5259.4207,-231.3732,-6247.5939,-2552.6690,-1367.3764,3870.4734,-5566.9662,656.8470,5853.0187,-4517.6982,4169.6538,-1211.8730,298.3415,3219.5106,-1527.4646,1885.6922,-4474.8201,3583.7547,-2310.1999,4959.9698,156261.8885,173961.6393,152303.8947,154662.3986,154158.5065,153975.5228,161738.7962,159524.0309,317822486.1418,317818684.7617,317803346.1289,317816896.3726,158428.0010,317808621.4993,2436.5919,-4386.5151,5373.5804,1948.1925,5004.6915,5404.6718,5219.7994,-2178.5112,3310.7209,-5531.2770,-3800.7258,-5209.8275,5461.4727,-1825.4722,-1325.5972,4843.3840,4698.6784,-4008.2300,-5409.4200,-1449.3991,3948.2253,3697.9706,300.5250,-6533.2198,-2391.5138,66.1155,2369.5052,-3251.6150,-7.0805,4721.5799,-5106.8096,-4194.8151,-3227.5415,-4052.0383,-6492.9003,-2418.8501,3907.3841,-3054.3136,-4531.5890,470.6682,4021.0675,-2877.4290,-684.2498,5505.1373,-4810.0018,-479.9861,781.4542,-4468.2965,-5149.3492,-378.4725,685.8161,3045.4501,2853.3743,-5392.0749,-4045.6990,-6105.3644,-5285.0599,4724.4426,2082.8051,-4165.3864,393.0482,-1475.5971,4639.6386,-5467.2462,-773.5893,-3311.2251,-4134.4419,4950.8400,-6647.5710,-1500.4442,-2730.7235,1580.0986,-6519.6651,384.3463,-2803.9631,-5927.4610,-1905.5228,-4833.4071,578.3451,5472.2552,3291.7858,-4154.9345,2752.9723,2429.0449,-5476.9789,-2915.6180,-2328.4631,4107.5256,3680.0643,-4555.3763,5510.5890,-5517.1786,-2956.7141,5379.6495,-4653.1489,5532.0272,1321.3305,-5374.1982,6370.7992,-4627.2068,-167885.7828,-171596.6034,-172291.0734,-168038.0191,-166126.7478,-175754.5842,-180268.6761,-170682.8072,7932566.0581,7955312.9873,7947059.1276,7921371.5341,-171896.3018,7930730.4829,
7200.000,-1675.1315,4461.5960,5571.0222,1529.9853,-6857.3773,5391.1726,4245.8102,-153.8617,5526.4294,-5518.1585,4202.4390,2621.4263,-2388.0759,2368.1154,-5014.7474,5514.1675,1749.3451,4772.3317,4031.8546,-3493.4887,3722.3311,-3648.4473,-2548.2728,-692.8392,-4298.8852,5789.4468,3730.2562,4143.9448,-1298.1676,3873.0237,3408.2580,-3627.9401,2328.7502,-6895.6997,3068.5978,4451.4253,792.4359,-1964.5148,-5881.5552,5396.6108,4048.8895,-6418.0730,-5300.4079,4105.5425,-925.8488,3024.0091,3990.8438,-1651.1305,-6541.3565,4145.9429,3906.8224,2981.5558,5319.1563,2237.8490,-2860.4341,-1741.4857,5431.2295,-6312.7485,-880.3528,868.3189,-5334.4238,4858.7018,3919.1293,-4211.3748,-5242.8498,-6404.0538,-6107.1510,3942.3240,-3183.7647,-4224.9940,2421.0158,6347.7691,-3122.6867,4063.6116,4158.2167,6129.8403,-2157.5564,-5292.3837,5501.6398,-4754.5089,-4866.0171,6218.8841,2166.0192,-2863.9201,319.3695,3680.9506,1233.8052,1856.3420,-2148.0434,4260.9380,3552.0806,4771.4089,5981.9421,-5149.2558,-5342.2349,-5440.7314,5365.8515,-2797.4014,577.3699,-4873.7458,263002.6638,286365.2246,276369.4777,274165.1426,283110.0497,279855.4738,278490.6701,277199.6025,-59553339.4168,-59560314.1555,-59560376.6318,-59572451.4975,277476.3895,-59567426.6477,4158.7667,5256.2856,3013.9224,6546.8517,-922.8469,3249.3822,-2372.1426,-4562.5751,-4188.4230,-1857.6835,-2930.5629,5998.8811,-4822.2837,4567.1418,2335.6002,3934.1162,-6727.5853,2036.0035,-3607.5667,-3342.7344,1874.8952,1984.3853,5187.8512,-5246.0396,1351.6137,1863.2467,5706.2579,183.2238,-5286.2070,-4678.1829,-5665.7160,-2101.3718,6440.4874,-592.4611,-722.7193,-2671.7531,5150.1927,-3663.3514,2949.3188,-109.3409,-1010.9639,-2539.4669,-2011.1233,4403.0589,-4353.1792,-3468.7422,-4947.8318,-6680.2694,-877.3244,4596.9654,4261.9551,4044.5778,-3420.4635,-5925.0812,6227.7769,-1441.4243,-3532.8016,2569.0457,6454.2029,6752.2816,-975.9892,-4016.7353,4711.4819,-3319.9455,558.6853,-2428.5740,3050.1906,-5706.5526,-5144.4764,-4399.9966,-6267.6447,-475.7753,693.9060,-3647.8019,-535.5873,2371.0690,-3900.4436,-4195.5820,835.3423,2712.3990,-1236.6644,-2792.3300,6202.5371,4326.3140,2695.8953,-5857.0462,3904.1073,-3775.0602,-6579.0240,518.4959,-5880.4216,-2904.7624,-3121.8622,506.9292,4276.1134,1830.0248,1363.8793,-5185.4358,-2825.5753,-4065.8036,227982.7325,253116.7625,229255.1166,232881.5285,231307.1114,231793.0483,237543.7551,233753.8479,313116664.4401,313117230.0252,313098928.4129,313106137.8574,235245.6447,313101924.8538,-5278.2945,540.9262,-2798.2674,1700.7866,-585.5624,-2870.7870,-4917.7471,5186.3969,88.0531,3734.3740,4661.1316,2221.9873,-4349.4316,4473.8407,4169.3428,-1399.0030,-174.9617,4591.7049,4201.2403,4900.0636,-5527.5616,-5517.7160,3792.3914,4493.6428,5247.2175,3324.7019,1261.8003,5461.1936,4161.9788,-3351.2022,1661.3729,5499.2237,-472.5253,45.0014,6167.3506,4590.0029,-4406.7939,5441.9704,2175.4608,-4330.7144,-5517.7153,-692.5123,-3805.3960,-3404.2886,5292.5681,5184.9555,2770.9228,671.4512,2085.9764,-3128.4953,-3837.6213,-4681.1180,2241.9379,2769.8517,1055.9097,6552.7169,2418.1949,-1199.6135,2299.3301,1261.3856,-4295.6300,-2858.5324,-2987.8229,4363.4468,4478.4697,-960.5505,1237.8082,-572.5423,3394.8898,-3105.9284,-1642.9276,2432.3963,6147.5461,-4260.7474,5400.5609,2249.6852,5168.3852,1091.5755,4153.2876,-4212.8895,-4620.7855,1266.6296,1879.6958,-4605.9097,6386.4181,-617.7661,5319.0418,-5375.7487,-463.6287,5414.1186,-987.5131,4076.9712,-983.4870,-4587.9928,1032.5642,-3862.4484,-4181.8469,3232.3870,-6316.7926,2493.9594,-168471.9562,-172482.0226,-171821.0189,-171526.5196,-165846.1121,-172980.7571,-181915.1773,-173629.6553,7870682.2959,7896527.8421,7888977.9047,7863246.2230,-172606.7655,7871976.5489,
