sl_100_86400_20250730 Coordinates.csv
2025/07/30 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:26 2024,
Start: 2025/07/30 07:47:00.00, Stop: 2025/07/31 07:47:00.00,
TIME_UNITS,STARLINK-3877 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-6339 - X-Coordinate,STARLINK-32183 - X-Coordinate,STARLINK-5675 - X-Coordinate,STARLINK-5625 - X-Coordinate,STARLINK-2227 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-2613 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-30332 - X-Coordinate,STARLINK-31700 - X-Coordinate,STARLINK-5680 - X-Coordinate,STARLINK-4693 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-4049 - X-Coordinate,STARLINK-31628 - X-Coordinate,STARLINK-2493 - X-Coordinate,STARLINK-6164 - X-Coordinate,STARLINK-1749 - X-Coordinate,STARLINK-5891 - X-Coordinate,STARLINK-31327 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-3702 - X-Coordinate,STARLINK-31998 - X-Coordinate,STARLINK-32208 - X-Coordinate,STARLINK-3805 - X-Coordinate,STARLINK-11251 [DTC] - X-Coordinate,STARLINK-2041 - X-Coordinate,STARLINK-2543 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-30458 - X-Coordinate,STARLINK-31591 - X-Coordinate,STARLINK-4391 - X-Coordinate,STARLINK-31817 - X-Coordinate,STARLINK-5817 - X-Coordinate,STARLINK-1933 - X-Coordinate,STARLINK-4390 - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-4162 - X-Coordinate,STARLINK-3085 - X-Coordinate,STARLINK-31528 - X-Coordinate,STARLINK-31144 - X-Coordinate,STARLINK-5362 - X-Coordinate,STARLINK-30149 - X-Coordinate,STARLINK-4466 - X-Coordinate,STARLINK-5717 - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-31662 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-5392 - X-Coordinate,STARLINK-5824 - X-Coordinate,STARLINK-11245 [DTC] - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-1236 - X-Coordinate,STARLINK-5215 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-3848 - X-Coordinate,STARLINK-11273 [DTC] - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-5414 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-31100 - X-Coordinate,STARLINK-31068 - X-Coordinate,STARLINK-31950 - X-Coordinate,STARLINK-30707 - X-Coordinate,STARLINK-2174 - X-Coordinate,STARLINK-2368 - X-Coordinate,STARLINK-31142 - X-Coordinate,STARLINK-5762 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-31506 - X-Coordinate,STARLINK-5688 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-4691 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-31425 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-1864 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-1526 - X-Coordinate,STARLINK-5571 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-31487 - X-Coordinate,STARLINK-1728 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-30192 - X-Coordinate,STARLINK-5767 - X-Coordinate,STARLINK-32207 - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-6165 - X-Coordinate,STARLINK-30308 - X-Coordinate,STARLINK-5861 - X-Coordinate,STARLINK-30541 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3877 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-6339 - Y-Coordinate,STARLINK-32183 - Y-Coordinate,STARLINK-5675 - Y-Coordinate,STARLINK-5625 - Y-Coordinate,STARLINK-2227 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-30332 - Y-Coordinate,STARLINK-31700 - Y-Coordinate,STARLINK-5680 - Y-Coordinate,STARLINK-4693 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-4049 - Y-Coordinate,STARLINK-31628 - Y-Coordinate,STARLINK-2493 - Y-Coordinate,STARLINK-6164 - Y-Coordinate,STARLINK-1749 - Y-Coordinate,STARLINK-5891 - Y-Coordinate,STARLINK-31327 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-3702 - Y-Coordinate,STARLINK-31998 - Y-Coordinate,STARLINK-32208 - Y-Coordinate,STARLINK-3805 - Y-Coordinate,STARLINK-11251 [DTC] - Y-Coordinate,STARLINK-2041 - Y-Coordinate,STARLINK-2543 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-30458 - Y-Coordinate,STARLINK-31591 - Y-Coordinate,STARLINK-4391 - Y-Coordinate,STARLINK-31817 - Y-Coordinate,STARLINK-5817 - Y-Coordinate,STARLINK-1933 - Y-Coordinate,STARLINK-4390 - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-4162 - Y-Coordinate,STARLINK-3085 - Y-Coordinate,STARLINK-31528 - Y-Coordinate,STARLINK-31144 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,STARLINK-30149 - Y-Coordinate,STARLINK-4466 - Y-Coordinate,STARLINK-5717 - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-31662 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-5392 - Y-Coordinate,STARLINK-5824 - Y-Coordinate,STARLINK-11245 [DTC] - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-1236 - Y-Coordinate,STARLINK-5215 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-3848 - Y-Coordinate,STARLINK-11273 [DTC] - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-5414 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-31100 - Y-Coordinate,STARLINK-31068 - Y-Coordinate,STARLINK-31950 - Y-Coordinate,STARLINK-30707 - Y-Coordinate,STARLINK-2174 - Y-Coordinate,STARLINK-2368 - Y-Coordinate,STARLINK-31142 - Y-Coordinate,STARLINK-5762 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-31506 - Y-Coordinate,STARLINK-5688 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-4691 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-31425 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-1864 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-1526 - Y-Coordinate,STARLINK-5571 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-31487 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-30192 - Y-Coordinate,STARLINK-5767 - Y-Coordinate,STARLINK-32207 - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-6165 - Y-Coordinate,STARLINK-30308 - Y-Coordinate,STARLINK-5861 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3877 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-6339 - Z-Coordinate,STARLINK-32183 - Z-Coordinate,STARLINK-5675 - Z-Coordinate,STARLINK-5625 - Z-Coordinate,STARLINK-2227 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-30332 - Z-Coordinate,STARLINK-31700 - Z-Coordinate,STARLINK-5680 - Z-Coordinate,STARLINK-4693 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-4049 - Z-Coordinate,STARLINK-31628 - Z-Coordinate,STARLINK-2493 - Z-Coordinate,STARLINK-6164 - Z-Coordinate,STARLINK-1749 - Z-Coordinate,STARLINK-5891 - Z-Coordinate,STARLINK-31327 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-3702 - Z-Coordinate,STARLINK-31998 - Z-Coordinate,STARLINK-32208 - Z-Coordinate,STARLINK-3805 - Z-Coordinate,STARLINK-11251 [DTC] - Z-Coordinate,STARLINK-2041 - Z-Coordinate,STARLINK-2543 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-30458 - Z-Coordinate,STARLINK-31591 - Z-Coordinate,STARLINK-4391 - Z-Coordinate,STARLINK-31817 - Z-Coordinate,STARLINK-5817 - Z-Coordinate,STARLINK-1933 - Z-Coordinate,STARLINK-4390 - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-4162 - Z-Coordinate,STARLINK-3085 - Z-Coordinate,STARLINK-31528 - Z-Coordinate,STARLINK-31144 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,STARLINK-30149 - Z-Coordinate,STARLINK-4466 - Z-Coordinate,STARLINK-5717 - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-31662 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-5392 - Z-Coordinate,STARLINK-5824 - Z-Coordinate,STARLINK-11245 [DTC] - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-1236 - Z-Coordinate,STARLINK-5215 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-3848 - Z-Coordinate,STARLINK-11273 [DTC] - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-5414 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-31100 - Z-Coordinate,STARLINK-31068 - Z-Coordinate,STARLINK-31950 - Z-Coordinate,STARLINK-30707 - Z-Coordinate,STARLINK-2174 - Z-Coordinate,STARLINK-2368 - Z-Coordinate,STARLINK-31142 - Z-Coordinate,STARLINK-5762 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-31506 - Z-Coordinate,STARLINK-5688 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-4691 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-31425 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-1864 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-1526 - Z-Coordinate,STARLINK-5571 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-31487 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-30192 - Z-Coordinate,STARLINK-5767 - Z-Coordinate,STARLINK-32207 - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-6165 - Z-Coordinate,STARLINK-30308 - Z-Coordinate,STARLINK-5861 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5289.5882,4829.2958,2211.0438,-2148.7596,5398.4232,-6781.2164,270.6987,6903.4825,3769.8920,5028.9898,1536.3512,1380.2959,1260.6940,-5558.9316,1734.0281,2269.0140,1725.5236,-818.2648,-5233.4053,-890.7088,-4996.2998,-6129.5723,241.1586,6205.5109,4530.1361,-47.5765,-77.5594,6789.1625,-2422.3841,2158.3136,-1844.1088,-4200.3962,1155.3968,-5312.1894,-1012.5393,-3134.1081,1959.4966,-3012.0131,-1348.5255,-2567.3509,-3432.1636,4078.7558,-614.7498,5887.0789,-4271.1662,2768.7202,1186.5660,-4057.4286,-3162.4252,-3977.6683,-3465.8874,5352.8404,6033.8567,-5441.9370,-3622.7260,5410.0731,1162.0460,-4113.6199,-1978.7189,6226.8826,1764.3249,-4545.9857,3211.6025,-3618.2981,4189.4690,-1336.0596,-6219.4019,6641.3670,-3673.0888,-4527.6330,-4137.0557,-3994.5768,-3275.5213,5197.5492,2584.4885,2244.5182,-2350.0900,3175.0783,-3388.0933,3936.7420,-249.6885,2550.5721,1182.8803,-5187.6933,3765.7758,-706.0402,-2303.1071,-1488.1204,4059.3506,-1946.7064,-6215.7526,3556.7782,5805.2227,-3861.9164,-1085.7027,440.1232,6404.1496,-5727.2178,-1181.0396,4540.3612,218767.3928,243883.8733,236785.7070,231964.0940,240355.1136,236916.4691,237086.5776,235673.7794,112784494.9501,112780945.0882,112771371.7321,112757972.5612,235516.2539,112764388.8147,-1489.2129,-1141.5534,-5593.1928,-5136.6203,-3246.4833,213.6119,-5462.7351,-491.6510,-5029.7924,-3964.3197,6297.4972,5143.8644,4990.0348,183.3520,-5521.9784,-5325.5037,-4526.6051,-5502.5642,251.9689,4170.9427,2072.3162,-1287.4594,-943.8747,-2115.7713,-4975.5505,5645.4810,5691.7736,-164.0022,-3382.3034,5427.2501,-6423.6375,-865.0558,5079.7315,3475.5474,4484.7423,2474.8440,-6126.0980,-3171.1674,-4423.0277,2265.7093,-4248.9685,-5071.6401,3001.4136,3521.3946,4375.4566,4270.3013,6590.9005,2857.6760,-4083.4119,5478.8157,-5602.6371,2896.4061,1127.8237,-3619.9164,2760.4987,-2683.9894,5595.5439,-646.0021,6612.2092,-1492.4874,-5432.9152,909.3995,-4850.9954,-2008.1461,876.0064,4590.2967,2047.1594,-1462.8466,2855.8448,163.7232,-5504.8173,3060.6032,6091.4793,3365.5361,3839.1562,-5121.3456,-3753.8871,-2684.2051,-4724.9786,-5239.9519,6101.9995,-6295.6983,5218.4600,708.2566,1708.3323,4206.7850,4607.3591,-3889.2783,3645.7724,-5507.7714,2256.2535,3743.2495,3338.3506,5655.8224,6544.8112,-6819.7726,-346.2348,868.6823,6838.1299,-2959.3737,314367.6341,331924.7789,313778.4545,315365.4172,314862.1056,315170.2411,323690.9078,318892.8238,294349250.7218,294356368.5060,294340052.5812,294350441.3282,319603.4510,294346970.9754,4188.3530,4811.3013,3473.6089,4074.5251,-2904.0547,1422.2795,-4244.0928,-148.1982,2888.9982,2605.5419,2457.0467,-4445.5750,-4647.0417,-3934.9798,-3823.7170,3778.9159,4921.6166,4094.7925,4382.2918,5446.1722,4329.4357,-2956.9112,-6880.8885,-2043.2963,1087.6790,3988.7935,3735.5880,699.7276,-5530.0286,-3263.1530,1689.2298,5434.6227,-4556.8613,2622.7571,5030.0895,5669.3127,-2276.4299,-5412.0550,5095.7921,-6040.1744,4221.5504,-2341.7384,6231.1258,301.1684,-3113.8727,4699.9722,1824.2207,-4860.6035,-4634.4981,1393.9503,-1778.9536,-3347.6551,-2963.1185,2309.8181,4906.4884,3404.2681,3867.7825,5514.5995,-425.7407,2651.6899,-3905.3324,-4852.3918,-3771.1223,5528.5118,5467.8533,-5022.3589,-2064.4836,501.9838,5023.7789,-5234.8541,-359.5706,4750.3222,-504.5829,-3068.4535,5048.2016,-4104.4950,5309.1309,-5529.3282,-3752.2143,-2229.1131,-3041.2832,1298.1332,-4324.5984,-4508.9217,5310.0610,5424.9122,4632.1189,-5571.9568,-4287.9615,-3531.2156,2022.9048,4443.5984,-1831.7213,-1080.0883,-112.7772,1207.7673,-2651.4381,3802.1531,331.3704,4315.0856,-46896.9590,-48474.0891,-51509.7458,-44331.0877,-45759.2719,-56469.2772,-56736.7577,-48400.8327,13540921.5065,13568072.9874,13560489.6792,13538358.7944,-50030.9009,13543736.9367,
3600.000,-5751.0459,-1634.9938,-2361.8022,4479.8017,-1952.1330,4804.1708,1847.8114,-5193.8662,-146.5574,-4120.5048,-3794.9345,-4725.7333,-4839.0562,2203.9910,2198.8816,-850.3176,2620.8173,3508.6993,3343.4531,-3367.8036,2086.7191,6789.0926,-3677.0454,-5010.1315,-908.2051,-1949.4692,-2142.0390,-4490.4375,5567.5150,-3995.3306,3213.1351,5686.0281,-3932.6188,1559.7078,-3671.7980,6631.9463,692.8861,5339.8693,4712.3579,6451.4525,4191.9336,-682.0078,-3655.4491,-5486.7856,96.5759,-5695.7385,-3394.2771,6774.2066,5651.9863,1056.8593,4772.8008,-4299.3252,-6542.1995,6586.2502,2219.0536,-2045.0492,-3287.2100,4902.7445,-180.2181,-5756.1983,1957.6159,4845.8486,822.9089,5606.3261,-1082.1940,-1036.0674,3064.9007,-4707.9000,2677.6958,5542.7272,4481.8664,3474.3638,837.4707,-6448.5185,-4784.0308,1841.5572,5001.9990,-173.1281,4077.6411,-2592.2353,-3408.5955,-858.0996,-3748.5905,2052.1063,-5996.0991,-2849.2746,-1635.0550,3414.7445,-6558.5900,4921.0472,3130.3304,-5633.0526,-5367.8602,1624.6269,-1842.3099,-1900.4556,-4079.4453,5836.1378,434.3692,-3232.2618,133541.7543,153627.9950,147238.6629,143748.9469,152580.2776,149456.2142,148503.6059,146881.7727,32665418.5891,32663089.4706,32659630.5497,32639844.5404,147376.4766,32646069.6428,3829.4515,4135.4347,6387.4094,5250.5488,4704.4215,-2678.3091,6660.5554,2022.8903,4320.2547,5271.1512,-3534.4645,-4689.1150,-4223.8079,-3518.1679,4634.2006,6856.1930,3709.7965,2246.7049,-4428.6968,-4090.6494,-4959.2548,-269.6117,-3007.1598,4310.3410,5278.0268,-6636.0458,-6416.8260,2194.3050,617.5755,-620.8300,3477.6187,-2527.7810,-1765.5469,-4816.0529,-3176.6543,-1621.1810,6551.8359,4268.9653,4656.2888,-1713.9950,30.2473,4440.1780,-1179.8395,-1227.8444,-5012.3188,-1595.8416,-4177.7846,-1502.2533,891.3103,-4805.4877,1947.1330,-5102.3475,779.1705,1704.4691,-6270.0406,4650.4215,-6067.2515,-3284.2623,-5408.1363,3745.8155,3649.4408,-4587.3641,5050.0878,-1557.8400,2504.4147,-6612.4577,-4141.9710,3670.9177,-6104.2605,-3438.1076,2991.2403,-5859.0440,-6187.1742,-2127.7835,316.3444,4897.8691,305.5220,5611.7592,716.6205,6054.1284,-3641.2809,6167.5677,-5756.4646,-3755.9085,2073.3962,-5539.3098,-5499.7700,5853.3722,-1631.5394,4721.5439,-3431.8809,411.7070,-90.6662,-6236.6418,-4311.1040,3529.9198,3127.4464,-3687.0572,-4942.6933,5911.5650,358763.6069,383379.3978,362422.4795,365026.7994,363909.9417,363939.9562,371794.1741,368796.4842,313552978.5864,313565425.6625,313545713.6883,313546270.0911,368549.9253,313549820.9278,-257.8192,-5303.1902,1396.3444,-44.3726,4692.9865,-4229.6561,346.6145,4095.7221,-5409.9897,1743.3689,-4612.4491,1929.6948,2595.1081,5388.5830,4654.1983,322.5915,-5213.8406,-5519.9304,-4000.3504,-4461.7645,-4380.7673,-1343.1531,5048.7867,-1863.8887,-4224.4687,27.4426,787.8740,-4658.2779,4050.1134,5318.2765,-5018.3256,-3053.9983,5401.6705,-4652.4907,-4797.1847,-1281.9671,-1767.9614,1247.9375,-1892.5225,1885.8861,-5495.5108,5247.6215,-5802.3316,3932.5789,4669.7967,-3626.4672,-4394.5826,-76.5495,3909.8320,-4862.0738,4460.3986,-1922.3408,-1746.4573,1329.8819,-839.0960,-4730.3954,245.1490,-3613.6636,4295.7951,942.1631,5531.0399,671.1009,4662.7291,-3736.4980,-6399.9766,1794.5396,4521.8428,3291.2517,-1599.3364,2307.1575,4292.4684,-1256.7570,-3026.7906,-1283.8641,-4904.8461,4537.3606,-4777.3163,4029.0175,5532.6582,-2136.6733,4641.5666,3002.2818,307.6720,5411.8452,-2275.0257,-2990.5204,-3899.8604,1526.2952,1552.1522,-172.6998,-5130.4013,-3827.5806,4387.1376,-2562.7259,4685.2600,-5669.9243,4647.3845,-655.5707,-4864.9066,-1643.2476,-48835.2431,-50196.0552,-52073.8452,-47796.0114,-45905.7039,-55539.7836,-60036.0969,-53393.1082,13481021.8927,13510337.9709,13502128.4062,13488495.0233,-51668.2678,13486768.8952,
7200.000,3674.3762,-1087.5032,861.1468,-4764.5003,-1935.2621,-1489.6524,-3030.6825,1467.1128,-4036.0601,1015.1396,5679.4491,6040.3685,6375.5583,1103.7421,-5549.8405,-1064.3734,-5918.4313,-5910.2709,-916.7661,5909.4345,743.5723,-4530.1490,3238.4733,1387.4404,-3607.9312,3109.6752,3440.8571,242.3809,-6793.9144,4794.5514,-4603.1000,-5372.6399,6169.9656,2696.2140,6544.5676,-5688.5025,-3462.8300,-4733.3084,-5546.0765,-6033.2534,-4697.0305,-3581.3055,6622.5188,3242.2582,4061.2370,6872.3787,5373.3505,-4818.4419,-6637.6551,3067.7056,-4995.9095,816.8056,3475.3729,-5405.6425,468.7338,-1562.8287,3999.2730,-4471.9071,3355.2683,2992.6929,-5555.0860,-1986.1058,-4476.4636,-5871.5153,-770.3837,2434.6748,1106.9340,403.5808,-790.5432,-4644.8391,-4008.4615,-1774.6224,2501.0521,4945.7764,5809.2213,-5203.6350,-6429.7290,-1828.5163,-4641.9618,-387.7412,6229.0606,-2034.6226,4396.7483,773.5185,4767.9680,4524.0770,4524.2709,-3171.5538,6582.4156,-5482.8336,1106.7085,5722.0676,3942.6374,1715.4534,4891.3304,83.7252,978.8730,-3826.0702,2028.0901,1085.4184,40131.3247,53049.9397,48274.6861,46300.1839,55120.3734,51904.4796,50934.8010,50308.0700,-49702992.0705,-49706345.3285,-49703352.0768,-49718542.3815,49769.2675,-49721312.9073,-4411.3647,-6365.7846,-4170.4472,-2948.8942,-5569.0208,5086.4767,-4963.4569,-3899.9396,-3268.0160,-4648.7998,-56.2787,2922.5611,2512.4534,6139.9470,-3180.4853,-5360.1812,-2805.9329,935.8659,6738.2682,3538.2003,6662.4684,2090.8688,6135.6733,-5022.4988,-4027.4398,4670.7544,3495.9799,-4469.1063,1296.4062,-4030.0239,811.9396,4209.2909,-1181.4301,5266.3236,1674.4904,-795.4966,-3815.2316,-3598.8728,-3165.5623,-693.3097,3867.8395,-3345.7732,684.9148,-2584.8190,4667.2605,-865.7411,636.7663,-863.4518,1825.0939,3262.5706,2666.5982,3343.4035,-2828.9669,1184.5951,5339.0765,-5949.7993,3725.6024,5248.7368,2541.4194,-4825.3714,-1776.8529,4911.5134,-4537.8664,3624.7462,-5892.6687,5984.8481,5575.7126,-5004.7202,6125.0072,4707.3785,1365.8378,5971.7787,4423.3267,-407.1732,-3402.5291,-4002.3956,2223.3435,-6668.1502,3357.9237,-4591.3094,383.1290,-3750.6148,3568.5176,6228.6903,-3880.7439,5040.0289,5194.9052,-5184.6893,-571.0496,-1587.9705,4618.7297,-3693.7393,-3722.5283,4857.5348,-574.0105,1566.1019,-5681.1462,5002.1784,1279.9344,-6538.2470,380707.7985,410491.1543,387793.6531,391565.2991,389383.7888,390083.0622,395925.5033,393781.6702,311339952.6119,311358627.1925,311338007.8583,311332425.6809,393700.6433,311336384.4958,-3857.9007,2473.6494,-5499.6382,-4040.3681,-3653.5037,4461.6828,3742.3656,-5531.1892,4567.8115,-5023.1723,3972.0760,1734.8408,1019.2245,-2734.7741,-2679.7135,-4245.1477,2201.3668,3453.6139,673.4495,713.0064,1767.3943,4792.2629,-290.6930,4460.9853,4141.6112,-4049.6185,-4733.0755,5148.3578,-62.1183,-2353.9699,5061.0475,-1208.6688,-2901.1219,3486.5259,948.8884,-3908.2235,4458.4766,3596.1893,-2587.7895,3349.5876,3264.6693,-4881.4807,1989.1392,-5477.6125,-2967.7942,341.2051,4343.1053,4907.3418,-842.3891,5259.2720,-3812.5711,6020.8916,5134.8994,-4185.5726,-4030.6917,3198.7596,-4224.7221,-564.7616,-5489.4010,-3986.2732,-3722.4248,4101.3874,-2722.6895,-429.6656,3593.5217,2500.3301,-3853.2134,-4622.4603,-2979.3134,2030.8421,-5444.9415,-3030.9653,4708.7957,4797.9193,1291.2235,-2232.5420,1266.2768,-23.1003,-3880.1588,5155.5756,-2758.2782,-5447.7905,3893.6694,-2886.6167,-2766.5424,-1367.7346,789.8059,3364.9407,2098.6277,3728.2802,5020.9088,299.3844,-4337.7244,4628.8098,-4451.4080,6752.3232,-3864.1556,-2909.9143,6507.3950,-2046.0056,-50804.7351,-51936.0669,-52524.9375,-52204.1658,-46544.2235,-53691.1451,-62608.2792,-51612.7956,13421475.1853,13452217.7108,13442808.8901,13436347.4872,-53301.3213,13429781.5718,
