sl_100_86400_20250824 Coordinates.csv
2025/08/24 07:47:00.0000 UTC

Generated: Tue Oct  8 16:20:56 2024,
Start: 2025/08/24 07:47:00.00, Stop: 2025/08/25 07:47:00.00,
TIME_UNITS,STARLINK-30757 - X-Coordinate,STARLINK-31986 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-5916 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-4505 - X-Coordinate,STARLINK-30165 - X-Coordinate,STARLINK-6240 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-5323 - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-31195 - X-Coordinate,STARLINK-2739 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-2491 - X-Coordinate,STARLINK-6332 - X-Coordinate,STARLINK-4540 - X-Coordinate,STARLINK-31494 - X-Coordinate,STARLINK-4794 - X-Coordinate,STARLINK-30370 - X-Coordinate,STARLINK-3517 - X-Coordinate,STARLINK-4439 - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-3841 - X-Coordinate,STARLINK-32037 - X-Coordinate,STARLINK-31379 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-31115 - X-Coordinate,STARLINK-1611 - X-Coordinate,STARLINK-5721 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-5788 - X-Coordinate,STARLINK-5225 - X-Coordinate,STARLINK-2066 - X-Coordinate,STARLINK-2592 - X-Coordinate,STARLINK-30862 - X-Coordinate,STARLINK-2644 - X-Coordinate,STARLINK-3930 - X-Coordinate,STARLINK-30961 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-5123 - X-Coordinate,STARLINK-3447 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-2538 - X-Coordinate,STARLINK-30351 - X-Coordinate,STARLINK-30305 - X-Coordinate,STARLINK-5814 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-1364 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-30485 - X-Coordinate,STARLINK-2561 - X-Coordinate,STARLINK-5179 - X-Coordinate,STARLINK-5729 - X-Coordinate,STARLINK-1202 - X-Coordinate,STARLINK-5046 - X-Coordinate,STARLINK-4199 - X-Coordinate,STARLINK-30785 - X-Coordinate,STARLINK-5242 - X-Coordinate,STARLINK-30777 - X-Coordinate,STARLINK-31528 - X-Coordinate,STARLINK-1818 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-30776 - X-Coordinate,STARLINK-31498 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-11289 [DTC] - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-4423 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-2028 - X-Coordinate,STARLINK-1995 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-31074 - X-Coordinate,STARLINK-1148 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-1752 - X-Coordinate,STARLINK-11235 [DTC] - X-Coordinate,STARLINK-5257 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-4570 - X-Coordinate,STARLINK-5276 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-11101 [DTC] - X-Coordinate,STARLINK-32013 - X-Coordinate,STARLINK-30094 - X-Coordinate,STARLINK-11111 [DTC] - X-Coordinate,STARLINK-2098 - X-Coordinate,STARLINK-3984 - X-Coordinate,STARLINK-30578 - X-Coordinate,STARLINK-2509 - X-Coordinate,STARLINK-31244 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30757 - Y-Coordinate,STARLINK-31986 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-5916 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-4505 - Y-Coordinate,STARLINK-30165 - Y-Coordinate,STARLINK-6240 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-5323 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-31195 - Y-Coordinate,STARLINK-2739 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-2491 - Y-Coordinate,STARLINK-6332 - Y-Coordinate,STARLINK-4540 - Y-Coordinate,STARLINK-31494 - Y-Coordinate,STARLINK-4794 - Y-Coordinate,STARLINK-30370 - Y-Coordinate,STARLINK-3517 - Y-Coordinate,STARLINK-4439 - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-3841 - Y-Coordinate,STARLINK-32037 - Y-Coordinate,STARLINK-31379 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-31115 - Y-Coordinate,STARLINK-1611 - Y-Coordinate,STARLINK-5721 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-5788 - Y-Coordinate,STARLINK-5225 - Y-Coordinate,STARLINK-2066 - Y-Coordinate,STARLINK-2592 - Y-Coordinate,STARLINK-30862 - Y-Coordinate,STARLINK-2644 - Y-Coordinate,STARLINK-3930 - Y-Coordinate,STARLINK-30961 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-3447 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-2538 - Y-Coordinate,STARLINK-30351 - Y-Coordinate,STARLINK-30305 - Y-Coordinate,STARLINK-5814 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-1364 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-30485 - Y-Coordinate,STARLINK-2561 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,STARLINK-5729 - Y-Coordinate,STARLINK-1202 - Y-Coordinate,STARLINK-5046 - Y-Coordinate,STARLINK-4199 - Y-Coordinate,STARLINK-30785 - Y-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-30777 - Y-Coordinate,STARLINK-31528 - Y-Coordinate,STARLINK-1818 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-30776 - Y-Coordinate,STARLINK-31498 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-11289 [DTC] - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-4423 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-2028 - Y-Coordinate,STARLINK-1995 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-31074 - Y-Coordinate,STARLINK-1148 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-1752 - Y-Coordinate,STARLINK-11235 [DTC] - Y-Coordinate,STARLINK-5257 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-4570 - Y-Coordinate,STARLINK-5276 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-11101 [DTC] - Y-Coordinate,STARLINK-32013 - Y-Coordinate,STARLINK-30094 - Y-Coordinate,STARLINK-11111 [DTC] - Y-Coordinate,STARLINK-2098 - Y-Coordinate,STARLINK-3984 - Y-Coordinate,STARLINK-30578 - Y-Coordinate,STARLINK-2509 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30757 - Z-Coordinate,STARLINK-31986 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-5916 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-4505 - Z-Coordinate,STARLINK-30165 - Z-Coordinate,STARLINK-6240 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-5323 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-31195 - Z-Coordinate,STARLINK-2739 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-2491 - Z-Coordinate,STARLINK-6332 - Z-Coordinate,STARLINK-4540 - Z-Coordinate,STARLINK-31494 - Z-Coordinate,STARLINK-4794 - Z-Coordinate,STARLINK-30370 - Z-Coordinate,STARLINK-3517 - Z-Coordinate,STARLINK-4439 - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-3841 - Z-Coordinate,STARLINK-32037 - Z-Coordinate,STARLINK-31379 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-31115 - Z-Coordinate,STARLINK-1611 - Z-Coordinate,STARLINK-5721 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-5788 - Z-Coordinate,STARLINK-5225 - Z-Coordinate,STARLINK-2066 - Z-Coordinate,STARLINK-2592 - Z-Coordinate,STARLINK-30862 - Z-Coordinate,STARLINK-2644 - Z-Coordinate,STARLINK-3930 - Z-Coordinate,STARLINK-30961 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-3447 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-2538 - Z-Coordinate,STARLINK-30351 - Z-Coordinate,STARLINK-30305 - Z-Coordinate,STARLINK-5814 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-1364 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-30485 - Z-Coordinate,STARLINK-2561 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,STARLINK-5729 - Z-Coordinate,STARLINK-1202 - Z-Coordinate,STARLINK-5046 - Z-Coordinate,STARLINK-4199 - Z-Coordinate,STARLINK-30785 - Z-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-30777 - Z-Coordinate,STARLINK-31528 - Z-Coordinate,STARLINK-1818 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-30776 - Z-Coordinate,STARLINK-31498 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-11289 [DTC] - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-4423 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-2028 - Z-Coordinate,STARLINK-1995 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-31074 - Z-Coordinate,STARLINK-1148 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-1752 - Z-Coordinate,STARLINK-11235 [DTC] - Z-Coordinate,STARLINK-5257 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-4570 - Z-Coordinate,STARLINK-5276 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-11101 [DTC] - Z-Coordinate,STARLINK-32013 - Z-Coordinate,STARLINK-30094 - Z-Coordinate,STARLINK-11111 [DTC] - Z-Coordinate,STARLINK-2098 - Z-Coordinate,STARLINK-3984 - Z-Coordinate,STARLINK-30578 - Z-Coordinate,STARLINK-2509 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5957.0886,4554.1291,1617.0907,245.6314,2414.8241,-3270.2959,5677.4920,1016.0602,-5417.5585,-5321.4102,-1853.0329,6387.2824,5096.1380,-125.8223,-1171.1124,-3755.5901,4240.6052,4564.3523,-2215.1921,5974.4647,-5381.6741,-5149.5588,937.7274,3472.9444,133.5636,-5560.4512,695.9963,4798.0094,4574.0303,1694.6092,-6692.8789,-2169.5620,4354.9883,-6046.6617,5097.8599,-3785.0214,5315.9076,-2413.9537,381.2338,-6763.1807,-5677.0338,-2928.7194,5269.6354,-4776.4726,-3982.9743,-5088.7698,-6140.7136,1798.7264,-2950.6575,-5082.5614,-2153.8959,-4020.8298,-519.7351,-3685.3690,4571.8754,-4876.7564,-2946.8834,4388.9629,4312.5306,-4318.4883,-1830.2450,3720.5979,-4519.7939,-3778.3092,-4808.4914,1789.4615,4744.0042,4628.3392,-6367.3462,-3780.6803,1707.5832,4793.5856,-4457.3281,-5933.8256,-4718.7131,-4102.1887,4824.0089,-6455.7700,3687.1339,-4521.1265,-2949.3663,-3131.8191,4177.1279,-4636.7421,-3481.8914,3230.5718,-4384.3858,-3632.3038,-3392.5889,4756.3858,4351.2799,-4408.5026,4571.7821,2934.0549,6486.4385,2606.0148,4865.2029,5763.5442,-5522.4938,6748.6703,-94910.0570,-81468.4857,-90994.0984,-95928.2637,-88065.7260,-91287.0916,-94714.5083,-94875.8681,61351432.5258,61388618.6458,61379595.0977,61360369.1897,-94437.5320,61357854.1464,3522.9579,3154.2609,4814.5263,4991.8284,5904.1998,5999.4194,1280.0758,5864.2008,-3393.4391,4269.0947,3879.4838,2198.3633,2540.4317,-4135.0327,6672.3670,5653.1575,-3095.9570,-2847.0918,-5187.6295,-2329.9694,-215.2949,4415.9772,-3249.6486,-3646.5252,-6878.6606,-1171.0980,-6838.0095,3743.4080,5148.9844,6464.9996,366.9356,-5695.4558,-108.4791,-3266.2272,-1698.2428,-5788.1477,-3768.1548,4399.9097,-6644.5880,1366.3900,-2714.8340,5031.3331,-3340.5581,-3036.1030,5010.1804,-3707.7803,-3195.1601,-3803.6425,-4860.6329,-833.3406,-3893.0037,-5628.1497,-2857.3575,-4944.4008,-2518.5208,4922.6098,6142.0004,945.7362,-4001.2646,652.0719,-3732.4444,4202.1040,5232.6484,4625.1486,-3487.3752,-4235.8949,4362.6931,-768.4806,2226.0600,4653.6955,6381.3712,-1546.5399,-192.1828,2700.2061,2635.8850,-718.1947,2887.3312,-2320.5463,3627.9584,-152.1899,-4327.0294,-4660.5584,1131.6209,4710.1273,-2242.0677,2628.3081,-4431.1269,2705.9658,-4072.7334,-2633.6830,2289.8902,-5053.3421,5060.1333,6272.0963,480.8497,5858.2604,-2104.9464,-1978.9407,-3018.7740,-1219.4454,379863.9338,390588.3303,372092.8647,371630.0794,374657.1900,373525.7077,381325.3572,377709.0460,327270313.8745,327319841.6440,327297311.7096,327297290.1285,376974.4561,327288415.4823,-493.2640,-4039.6518,-4726.5037,4770.8763,2720.2401,-1089.9793,3723.6797,-3561.8883,-2690.1900,-152.1899,-5467.1593,1137.8686,3819.7072,5490.3509,781.1186,1339.1913,4516.2719,4317.4417,-3837.7377,-2561.7010,-4365.9757,1307.6400,6046.7277,4740.2547,698.5988,-3794.7952,-476.7444,3271.0219,676.5461,-1856.1485,-1443.2712,3312.2355,-5376.4222,858.9353,4329.7744,64.2285,2282.2937,4675.6023,1875.8497,488.3117,2909.9626,3561.1936,-2977.9377,3972.6223,2606.7747,2911.7485,-164.2608,5484.9709,-3972.8200,-4637.6206,5333.5767,99.5219,-6323.1099,3124.5120,4563.2326,246.6252,1222.0837,5250.0447,-3676.5741,-5374.9364,-5512.0311,4030.4396,472.1081,-3481.5773,3554.4706,5090.4397,2545.0191,5117.8260,-1616.1630,3248.1574,-2048.3209,4396.7202,5313.2337,-2399.3734,3986.0827,-5533.3520,4029.5606,-929.5423,4581.5619,5062.4480,4371.2796,-4054.9722,-5177.3180,-2162.0343,5530.3001,5287.3817,2983.2056,-5261.8998,-4498.2477,-4311.5673,4854.4495,-626.7227,-204.2533,397.9938,1740.8916,2599.1682,-4450.1221,-3321.4713,2841.0861,7.3789,45210.8061,44500.4520,43516.1251,50582.7750,49265.0055,38561.5749,38190.4993,43350.3809,-23457729.4101,-23441908.9595,-23461995.7761,-23459643.8197,44945.0788,-23450766.9999,
3600.000,3922.7912,-6606.6895,-5152.7376,-2914.2725,-4588.0864,633.8336,-3524.5273,-3943.0836,6716.2749,2718.9437,2009.8844,-5968.5113,-4799.7719,4297.8946,-1572.0713,2088.6792,-910.2127,-443.2943,4962.2314,-2557.5765,5984.2510,2181.3773,-244.1224,-2508.7859,1694.1862,3115.3268,1314.3258,-4211.4483,-4982.0450,-3727.5099,5760.9647,4396.7364,-2873.9482,6291.0624,-5470.8148,4343.6121,-4284.1589,-1418.7552,1866.1058,5226.7913,5009.4815,-1601.2963,-1542.7092,4024.7932,444.0161,938.9056,5487.5804,2258.0833,4994.3284,4750.9097,2538.1188,4457.6986,3614.0958,5308.6169,-1679.7461,2488.9167,304.0401,-6188.0825,-2818.1671,2377.1815,5415.4387,-4158.0093,1740.1693,2767.7074,6736.1055,2841.1797,-5848.7743,-6663.8542,5179.1635,-679.5101,-3151.9091,-4724.2371,761.4809,3020.4912,4055.2454,4681.7192,-4007.6396,6057.3695,-5681.5426,2421.1849,6191.9446,4122.1871,-3443.6447,4367.9235,5544.0597,-5132.9398,4218.2898,6735.7834,2380.4202,-1519.8379,-3992.2731,4479.9267,-4837.6037,-4382.6306,-5676.5732,-3670.5416,-1061.3315,-2688.0248,6528.9474,-4755.0860,-192026.5597,-176998.0593,-184124.7244,-188243.3341,-179736.1472,-182565.5555,-186707.1793,-185800.5557,-25545163.0834,-25516749.6977,-25523106.0204,-25543621.4795,-186392.8646,-25539269.2133,-4857.4176,-1803.6101,-3124.7444,-6140.9500,-5136.7812,-5044.3676,2183.2270,-3205.6066,1446.5982,-4672.2547,-6515.7811,-222.8669,1870.0965,4042.5906,-5865.5703,-5895.3872,5490.2954,4196.6043,1444.9055,3552.3124,-3035.4552,-4447.6293,-2204.7206,6331.7313,4997.3655,-2691.2101,5133.0199,114.7558,-3281.1109,-5553.3256,-2059.0656,2543.7330,4218.2428,929.5545,4190.1135,3634.3759,4986.4114,-6006.2812,4326.8986,-2663.5511,-968.9882,-4817.9438,3970.3852,-1030.1489,-4368.6104,2316.1685,988.5898,4959.8009,1357.6664,-3228.1923,-632.5655,3357.6822,4926.5176,4281.2404,5358.6510,-5623.2560,-5032.9086,1999.3187,6320.2713,-4528.7801,1400.8867,-41.7812,-5586.0542,-6286.2566,1601.1422,3891.0265,-3284.7447,1812.7669,-4120.9178,-4968.2849,-5695.1514,4734.5386,-2506.2171,200.0676,-5301.6477,-3336.7842,1174.3250,532.8103,10.4986,-4348.6487,2443.8207,627.8903,3992.2088,-4605.6085,-1328.6937,2088.2279,666.1625,-1588.6806,-69.1071,5132.9892,2079.5181,1572.3113,-2464.0419,-3942.6535,1648.4508,-2467.8285,4112.8994,4299.7006,1673.1880,3422.0774,343065.2587,356932.6127,335711.3298,336698.3132,339331.8411,338101.8182,344808.4524,341000.4323,332012367.2947,332070775.3645,332045460.5545,332036515.5708,341409.4665,332031477.3828,-3028.1628,-243.7317,3421.3200,-1277.3647,844.9376,4679.1162,-5539.3639,4707.5366,-927.8923,-4171.3731,1323.8201,3345.9819,-4536.7002,-3549.6179,3093.0977,2948.0699,-4137.9892,-5469.3943,4440.1734,5326.4156,1721.1520,-4825.3453,-6579.5285,-1241.4418,-4478.8058,5438.0171,4388.4657,-5488.0018,3498.4753,-1834.3879,-3102.5631,-4733.9397,4656.9891,2739.7979,-453.1272,3957.5114,2105.6473,-3010.8382,-5070.5482,3653.9709,-4703.1610,-4572.0760,5430.8117,-5540.4137,-5347.2848,-6483.5861,4092.6589,-4272.2940,4604.4686,3862.9133,-6449.7640,-4096.0618,3304.4377,1140.4394,-4082.1542,3199.5167,-4751.2003,-2356.4496,420.0393,4653.8091,4031.6142,-5531.4093,-3718.1460,-776.7359,-236.1895,-4898.9798,1734.2671,-817.6531,-2070.1757,-4631.5752,-2342.8741,241.8674,-6440.4991,6239.4782,787.1973,3845.2065,-5527.2115,-3316.8330,-3949.5836,-4639.1467,-1515.0403,5514.6141,4193.4656,-2838.0318,-3922.1488,-3841.5548,-5444.1969,518.8403,6514.4374,4400.6436,-5257.4210,4765.7569,-4139.5339,-3659.1398,3219.3991,-5330.8629,5449.5952,4725.8317,1502.3765,-3570.3664,44828.0536,42659.9942,42933.9654,47066.1660,49065.4275,39478.5132,34877.1271,44897.6625,-23520172.0450,-23509485.1219,-23530260.7940,-23525027.1770,43274.3409,-23515995.0366,
7200.000,-169.9536,5281.9627,6839.1841,3988.2913,5241.3697,3198.6103,1196.8969,6242.7365,-5543.6196,1917.1307,-1621.6721,2978.1926,3558.5140,-6116.2213,4374.2526,1202.4104,-2006.5511,-3311.9165,-6221.1715,-1702.9093,-4615.0983,2197.9638,-2917.1546,785.4308,-4030.7848,-501.3279,-3972.3149,3362.9381,4128.8049,4779.6966,-1949.9217,-6018.9900,1540.2083,-4539.0393,3428.4160,-4134.6020,917.3210,4051.6627,-4598.8093,-1383.3904,-3583.5891,5429.0529,-2765.0860,-3142.7482,3809.1981,2116.9358,-3308.3335,-4711.2494,-6163.1866,-3595.1650,-3815.0658,-4079.2289,-4107.4859,-4846.2824,-986.9776,1294.8959,3409.6647,5619.8121,382.0123,-775.7331,-6889.3581,4410.4005,2159.1805,-321.7179,-6060.3065,-5958.3299,4803.2423,5426.6433,-1872.9878,4811.6268,3863.2781,1218.7698,1795.4815,2442.6583,-445.0058,-4286.3583,3067.0544,-3487.1494,6187.9342,-394.9848,-6355.5230,-4944.5270,1963.3582,-1328.2784,-5976.9491,4759.4905,-3802.4527,-5222.6998,-2420.1668,-1485.2840,3448.2806,-3178.0569,3641.3056,5095.4565,1312.1504,4710.3687,-2348.9562,-746.4521,-4779.6677,687.7885,-274530.5179,-260880.9338,-265589.1727,-268792.7469,-259859.4183,-263105.1835,-266360.7775,-267059.5826,-110708387.0632,-110691288.7464,-110694235.7788,-110709930.6523,-266517.6921,-110703452.5983,5081.9786,-518.3849,1147.8765,4764.6400,2307.5708,2970.8098,-5603.0114,204.9858,1248.4142,3755.5739,5747.6861,-2845.4499,-5484.7117,-3060.2691,2417.4532,4128.1646,-6518.1821,-5200.3715,2215.4419,-4773.3192,4782.1231,3875.7974,5434.7319,-6166.3256,-1375.2497,6074.5288,-1553.4961,-4296.0333,-585.7121,2417.3620,3672.0393,950.7396,-6660.3336,2360.7597,-4690.5205,522.2387,-4485.9228,5490.3560,-877.2657,3913.5467,4679.0300,3519.1692,-4490.3948,4958.9590,3313.4013,2260.9130,2560.9072,-5056.4648,2015.5719,5877.0398,4376.7414,810.3062,-5378.5248,-1459.7535,-6771.3862,4909.2844,2793.2935,-3480.0882,-6200.8635,6793.1390,370.4207,-3962.7805,4625.5568,5212.1266,866.5393,-3148.7289,383.6162,-1701.1794,4938.8236,4119.7577,2314.1306,-4635.6329,5547.3051,-755.2771,4607.8833,5429.0809,-5052.4360,2347.1060,-2974.3566,6762.8443,235.9927,3257.6765,-6439.1986,2948.5626,3481.0843,-4672.6757,3641.2797,-814.0589,4445.1345,-6519.6097,-5510.6530,3564.1080,-2104.9688,36.4489,-3832.1352,-1752.7113,-5737.5358,-6056.0033,872.3761,-5022.3639,281506.7543,300188.7004,277782.6454,280458.7482,282067.8701,281433.4323,286293.1585,283654.8080,314076606.4895,314141123.6613,314112623.2078,314093668.5510,283796.1551,314096399.7907,4709.8397,4322.7721,-63.1526,-3044.5127,-3922.4157,-5370.3672,3863.6201,-3017.3125,3963.1503,5354.5962,3543.1798,-5480.2064,2073.2188,-788.4861,-4643.1895,-5425.9399,1226.7958,3100.6831,-1703.9994,-4690.3575,1956.7660,5273.5981,3169.1275,-3054.3748,5440.8637,-3086.1377,-5415.0880,4238.0008,-5527.9732,4394.7440,5441.0064,3311.6058,-1045.7829,-4675.6599,-3740.9267,-5523.6152,-5175.9688,-757.3768,5083.2379,-5538.0902,3647.1382,2176.1205,-4470.3615,3657.1688,4716.2749,6203.2825,-5521.3943,389.3009,-2464.0653,-734.3570,3814.8663,5519.0253,1584.3031,-4720.6573,1139.6172,-4728.4827,5329.1711,-2041.9679,3071.4835,-1076.4013,28.8702,3552.3041,4676.9499,4515.7270,-3246.2904,1315.3834,-4989.4107,-4005.2491,4483.1729,2530.4824,5236.9263,-4676.4614,3763.5205,-6463.0468,-4879.2007,198.5902,3597.0835,5490.4409,823.6057,557.3198,-2487.0913,-3590.0187,385.2307,6140.3846,-159.8409,-970.3130,4474.7970,4483.2957,-4768.3136,-1852.6399,2357.3359,-4755.5161,5361.9774,4695.8378,-5387.2961,4751.4396,-3072.3900,-3310.1281,-4916.7147,4610.6426,43972.5641,40822.4246,42439.3375,42600.3261,48366.4299,41304.4355,32280.8133,39868.8035,-23582351.7991,-23577106.7810,-23598066.1355,-23586888.0511,41599.9150,-23581230.7046,
