sl_100_5400_20250906 Coordinates.csv
2025/09/06 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:14 2024,
Start: 2025/09/06 07:47:00.00, Stop: 2025/09/06 09:17:00.00,
TIME_UNITS,STARLINK-5006 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-31693 - X-Coordinate,STARLINK-4584 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-1942 - X-Coordinate,STARLINK-30951 - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-11254 [DTC] - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-5743 - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-1595 - X-Coordinate,STARLINK-3779 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-6137 - X-Coordinate,STARLINK-1693 - X-Coordinate,STARLINK-3672 - X-Coordinate,STARLINK-31272 - X-Coordinate,STARLINK-5170 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-6210 - X-Coordinate,STARLINK-5007 - X-Coordinate,STARLINK-4087 - X-Coordinate,STARLINK-31883 - X-Coordinate,STARLINK-2591 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-31078 - X-Coordinate,STARLINK-31621 - X-Coordinate,STARLINK-4579 - X-Coordinate,STARLINK-2692 - X-Coordinate,STARLINK-5051 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-30559 - X-Coordinate,STARLINK-2048 - X-Coordinate,STARLINK-3395 - X-Coordinate,STARLINK-2409 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-5015 - X-Coordinate,STARLINK-1619 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-1205 - X-Coordinate,STARLINK-30588 - X-Coordinate,STARLINK-5307 - X-Coordinate,STARLINK-5619 - X-Coordinate,STARLINK-30305 - X-Coordinate,STARLINK-11165 [DTC] - X-Coordinate,STARLINK-1505 - X-Coordinate,STARLINK-30396 - X-Coordinate,STARLINK-5349 - X-Coordinate,STARLINK-4777 - X-Coordinate,STARLINK-5636 - X-Coordinate,STARLINK-32092 - X-Coordinate,STARLINK-2327 - X-Coordinate,STARLINK-32232 - X-Coordinate,STARLINK-3527 - X-Coordinate,STARLINK-2545 - X-Coordinate,STARLINK-4493 - X-Coordinate,STARLINK-1570 - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-5026 - X-Coordinate,STARLINK-2014 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-4437 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-3529 - X-Coordinate,STARLINK-31133 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-1300 - X-Coordinate,STARLINK-5449 - X-Coordinate,STARLINK-31402 - X-Coordinate,STARLINK-2685 - X-Coordinate,STARLINK-5347 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-4012 - X-Coordinate,STARLINK-5938 - X-Coordinate,STARLINK-30088 - X-Coordinate,STARLINK-5402 - X-Coordinate,STARLINK-3089 - X-Coordinate,STARLINK-30601 - X-Coordinate,STARLINK-4629 - X-Coordinate,STARLINK-5164 - X-Coordinate,STARLINK-5271 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-5264 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-31538 - X-Coordinate,STARLINK-31682 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-31810 - X-Coordinate,STARLINK-2253 - X-Coordinate,STARLINK-3962 - X-Coordinate,STARLINK-5087 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5006 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-31693 - Y-Coordinate,STARLINK-4584 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-1942 - Y-Coordinate,STARLINK-30951 - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-11254 [DTC] - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-5743 - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-1595 - Y-Coordinate,STARLINK-3779 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-6137 - Y-Coordinate,STARLINK-1693 - Y-Coordinate,STARLINK-3672 - Y-Coordinate,STARLINK-31272 - Y-Coordinate,STARLINK-5170 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-6210 - Y-Coordinate,STARLINK-5007 - Y-Coordinate,STARLINK-4087 - Y-Coordinate,STARLINK-31883 - Y-Coordinate,STARLINK-2591 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-31078 - Y-Coordinate,STARLINK-31621 - Y-Coordinate,STARLINK-4579 - Y-Coordinate,STARLINK-2692 - Y-Coordinate,STARLINK-5051 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,STARLINK-2048 - Y-Coordinate,STARLINK-3395 - Y-Coordinate,STARLINK-2409 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-1619 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-1205 - Y-Coordinate,STARLINK-30588 - Y-Coordinate,STARLINK-5307 - Y-Coordinate,STARLINK-5619 - Y-Coordinate,STARLINK-30305 - Y-Coordinate,STARLINK-11165 [DTC] - Y-Coordinate,STARLINK-1505 - Y-Coordinate,STARLINK-30396 - Y-Coordinate,STARLINK-5349 - Y-Coordinate,STARLINK-4777 - Y-Coordinate,STARLINK-5636 - Y-Coordinate,STARLINK-32092 - Y-Coordinate,STARLINK-2327 - Y-Coordinate,STARLINK-32232 - Y-Coordinate,STARLINK-3527 - Y-Coordinate,STARLINK-2545 - Y-Coordinate,STARLINK-4493 - Y-Coordinate,STARLINK-1570 - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-5026 - Y-Coordinate,STARLINK-2014 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-4437 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-3529 - Y-Coordinate,STARLINK-31133 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-5449 - Y-Coordinate,STARLINK-31402 - Y-Coordinate,STARLINK-2685 - Y-Coordinate,STARLINK-5347 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-4012 - Y-Coordinate,STARLINK-5938 - Y-Coordinate,STARLINK-30088 - Y-Coordinate,STARLINK-5402 - Y-Coordinate,STARLINK-3089 - Y-Coordinate,STARLINK-30601 - Y-Coordinate,STARLINK-4629 - Y-Coordinate,STARLINK-5164 - Y-Coordinate,STARLINK-5271 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-5264 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-31538 - Y-Coordinate,STARLINK-31682 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-31810 - Y-Coordinate,STARLINK-2253 - Y-Coordinate,STARLINK-3962 - Y-Coordinate,STARLINK-5087 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5006 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-31693 - Z-Coordinate,STARLINK-4584 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-1942 - Z-Coordinate,STARLINK-30951 - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-11254 [DTC] - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-5743 - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-1595 - Z-Coordinate,STARLINK-3779 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-6137 - Z-Coordinate,STARLINK-1693 - Z-Coordinate,STARLINK-3672 - Z-Coordinate,STARLINK-31272 - Z-Coordinate,STARLINK-5170 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-6210 - Z-Coordinate,STARLINK-5007 - Z-Coordinate,STARLINK-4087 - Z-Coordinate,STARLINK-31883 - Z-Coordinate,STARLINK-2591 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-31078 - Z-Coordinate,STARLINK-31621 - Z-Coordinate,STARLINK-4579 - Z-Coordinate,STARLINK-2692 - Z-Coordinate,STARLINK-5051 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,STARLINK-2048 - Z-Coordinate,STARLINK-3395 - Z-Coordinate,STARLINK-2409 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-1619 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-1205 - Z-Coordinate,STARLINK-30588 - Z-Coordinate,STARLINK-5307 - Z-Coordinate,STARLINK-5619 - Z-Coordinate,STARLINK-30305 - Z-Coordinate,STARLINK-11165 [DTC] - Z-Coordinate,STARLINK-1505 - Z-Coordinate,STARLINK-30396 - Z-Coordinate,STARLINK-5349 - Z-Coordinate,STARLINK-4777 - Z-Coordinate,STARLINK-5636 - Z-Coordinate,STARLINK-32092 - Z-Coordinate,STARLINK-2327 - Z-Coordinate,STARLINK-32232 - Z-Coordinate,STARLINK-3527 - Z-Coordinate,STARLINK-2545 - Z-Coordinate,STARLINK-4493 - Z-Coordinate,STARLINK-1570 - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-5026 - Z-Coordinate,STARLINK-2014 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-4437 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-3529 - Z-Coordinate,STARLINK-31133 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-5449 - Z-Coordinate,STARLINK-31402 - Z-Coordinate,STARLINK-2685 - Z-Coordinate,STARLINK-5347 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-4012 - Z-Coordinate,STARLINK-5938 - Z-Coordinate,STARLINK-30088 - Z-Coordinate,STARLINK-5402 - Z-Coordinate,STARLINK-3089 - Z-Coordinate,STARLINK-30601 - Z-Coordinate,STARLINK-4629 - Z-Coordinate,STARLINK-5164 - Z-Coordinate,STARLINK-5271 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-5264 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-31538 - Z-Coordinate,STARLINK-31682 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-31810 - Z-Coordinate,STARLINK-2253 - Z-Coordinate,STARLINK-3962 - Z-Coordinate,STARLINK-5087 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1136.8703,961.3444,2996.1943,-4421.5249,1774.0908,-4165.6785,30.1303,-541.9870,-3444.8952,4199.8358,5518.9850,-559.8284,-3520.0830,2041.9341,2422.9613,4348.7037,3993.4780,-5951.4290,5136.8447,-452.7301,1151.6810,-1783.5675,-3238.6043,-1754.1704,-5418.4415,-513.6603,886.5209,3688.8126,-1704.5262,2498.3118,4512.8930,3862.8758,-3982.2266,67.8924,4914.9792,-4786.8315,3808.7309,2704.9930,-2954.3753,2172.6700,3001.5543,-675.0857,399.2359,193.3816,-4459.8183,4984.0370,-100.2024,6047.0426,-2784.1387,1517.1848,-3704.8067,0.0000,-6573.2859,-717.8760,-4791.3776,-6250.4091,4512.2712,-1977.5442,-3684.8039,5125.3554,-4207.6621,3796.1338,-4058.1379,5074.9153,6224.2258,-1567.9172,-4128.1733,-908.7915,-6016.7398,-6453.0634,5121.3467,2003.0177,-4933.9501,-5272.7279,0.0000,-6331.0764,-4565.7116,-4459.2846,-3426.0161,-4134.6611,1450.5670,2024.4929,-2471.5429,-1314.6133,-4494.4829,1656.5090,6121.1858,1141.4268,-5059.2064,-4381.7423,4643.5925,4963.9833,-2964.8819,-3252.7926,0.0000,-824.3955,-5578.5050,1565.9011,2231.1401,2074.1015,242816.6877,254063.6427,256929.6340,252268.3982,259264.8635,256397.6481,251293.0240,253075.1498,32831337.8822,32837078.7107,32827772.2079,32824430.5937,252535.6280,32814734.3618,-6589.4509,-1774.7640,2906.2793,-4303.2046,4332.7619,3231.5239,6445.4757,4831.9115,5742.6453,-4410.0357,1094.6540,-5050.4663,4027.8934,4470.6909,6284.4483,-96.4790,837.8397,1388.2202,-345.8171,-5988.6626,-5030.3991,-5753.8052,3235.1256,3772.2497,4302.5226,-4113.8089,-6266.5852,-2964.3159,-6596.1443,-3954.5354,5263.8033,-3645.4546,-3008.3832,1008.5271,4076.8813,-2923.6200,-3388.5932,-4998.5574,4462.9087,6520.7869,3415.5338,6598.4224,5615.2317,5007.5163,-1129.8026,1047.2184,5341.5691,516.3153,6364.0330,-5137.5828,4907.4773,0.0000,-2021.4693,5070.9044,-1657.8157,-991.4596,2448.9118,6542.4822,-1785.8080,69.7127,2833.8833,1809.6330,-972.7967,-250.6093,1337.9819,-4392.8537,992.3723,-443.2026,-3506.0861,-1707.9947,-55.6437,-5832.6871,2397.1323,4318.6609,0.0000,2586.6261,-2499.4564,-62.7168,2220.8035,-3165.3386,5051.9658,5460.1083,4969.6306,-6655.3361,3804.5735,4109.7581,1446.0591,4081.2072,-863.4705,-5012.0759,-4813.4931,2422.8604,-5766.9912,3890.8005,0.0000,6203.5932,3703.7304,5771.7744,-3552.6143,-5236.5871,-275085.3101,-243313.7096,-264650.8299,-266145.9316,-261434.2073,-263244.2944,-256425.6599,-260572.8449,337008251.0219,337025063.1018,336998458.9170,337006316.4682,-260593.9569,336997751.3419,1873.8909,6629.0399,5509.1029,2889.4759,5080.2103,4280.6537,2543.2413,4863.8479,-1816.2272,-3284.2112,-3700.4323,-4724.4352,-4407.4254,-4885.9420,1238.8322,5368.8569,-5372.9816,-2847.2238,4637.2225,2778.9965,-4622.9747,-3280.2247,5171.3340,5512.8315,-37.2818,5564.6668,-2838.1982,5026.7223,-628.5472,-5100.8468,39.1538,-4343.6709,4650.7958,-6869.6582,-2665.7858,4028.5647,4664.8580,3949.4588,-4370.6789,157.6028,-5214.6428,-1485.6775,4024.6883,-4537.9618,5155.9676,4685.6762,-4420.8982,-3398.8550,275.9554,-4396.4046,2464.7640,0.0000,-876.3363,4592.3626,4690.1313,-2832.6999,-4504.2347,991.5551,5450.8308,-4624.5146,-4687.0076,5478.2464,-5377.5473,-4560.7838,-2758.3661,-5118.2188,5440.6284,-6864.4773,-199.4834,1803.7385,-4574.9960,-3118.0416,-4231.5173,1151.0637,0.0000,-1088.8669,-4588.8440,5271.6695,5349.6076,4535.9728,-4559.2614,-3760.0900,4146.7756,1496.6280,-3487.8269,-5317.5227,2862.2432,5462.2539,4657.2518,-1886.4555,728.3624,-4172.8177,2454.6941,-4564.8804,0.0000,-2947.2286,-1316.3064,-3401.5019,5480.3425,-4053.0253,-94385.7666,-96101.2743,-98828.0870,-91822.1524,-93079.8268,-103780.4381,-104206.6466,-95745.5365,-44056140.3684,-44077379.7630,-44034642.4870,-44050394.0096,-97426.8124,-44050531.4110,
300.000,543.1237,893.1786,4476.8258,-4642.6629,3158.8492,-3684.4058,1660.9884,1166.6613,-1744.7647,2438.8452,6369.6717,-2653.0911,-1546.3426,3249.0934,3559.8609,3580.0375,4475.0771,-4625.9071,5031.8461,-1847.3857,-768.9058,-3526.6502,-1213.2844,342.5846,-4399.7291,-1823.4988,-886.1012,1729.4703,-2752.8565,373.7321,5418.9505,2648.4550,-5094.9141,-1956.8466,6012.2698,-4614.0819,1822.7413,811.3743,-1969.3873,3214.4185,3897.2993,649.0139,1949.4057,1895.2514,-4029.7339,5961.1463,1931.4020,6804.0417,-2111.4198,-610.7986,-2825.5415,0.0000,-6517.2656,1436.1591,-4307.6001,-5677.2576,4998.1997,-793.3346,-4543.8972,4025.6541,-3782.9191,4259.1342,-4034.8299,4460.0731,6797.0063,-3050.1689,-3069.6145,-711.5568,-6072.8338,-6011.0516,4574.7300,347.2488,-3204.8513,-4004.0821,0.0000,-5298.5095,-5074.1069,-3652.6798,-2324.0691,-4258.6812,1913.4949,3835.7845,-888.4915,-1798.5268,-2700.5708,3224.5182,6807.9916,3206.7370,-5418.8905,-5414.1393,3368.0856,6205.1125,-4041.4193,-1308.8607,0.0000,668.6842,-4688.0765,3057.2436,507.2551,437.2382,248673.0015,259216.4392,262309.5515,257687.5865,264750.0125,261919.7186,256739.6337,258423.1155,25464207.0763,25469345.9519,25461053.5065,25457074.7342,257987.2711,25447696.8958,-6922.3338,497.4025,1364.7477,-2593.9803,2706.6358,4900.0418,5621.6455,5638.2733,5944.2647,-4607.3662,-254.0334,-4667.7476,4832.7308,2758.4050,5824.2595,-2130.5274,-1259.7050,2501.5932,-2431.2111,-6268.0125,-4324.8220,-5528.9466,3958.9631,4346.9920,5020.3101,-5236.7419,-5663.5513,-3795.8742,-5795.2555,-4161.6201,4030.9864,-5249.1619,-1157.4807,1932.8975,3286.0016,-997.6343,-3937.8860,-4723.0473,5882.4312,5852.0259,1458.2146,5996.4242,6121.7578,3806.6250,974.0563,-486.6253,4693.7522,-147.9535,6367.3139,-5037.5704,5953.4856,0.0000,-425.9283,4859.9712,351.2344,790.7196,336.3235,6813.5038,199.8873,-1662.9868,4604.8370,-319.7596,1221.1914,-2333.6868,-212.2223,-2854.4501,2898.6896,-2660.5578,-2824.9881,-288.4281,-2149.7887,-5294.1499,3337.3899,4861.3975,0.0000,3487.3766,-411.0727,1946.5492,4066.7516,-1132.3033,3299.0914,5136.5503,6084.5166,-5746.0976,4200.7630,2618.5567,245.4321,3706.1699,1201.5106,-4304.5827,-5265.5973,1304.2251,-4309.5909,4861.6816,0.0000,5377.3466,4951.4223,5891.0135,-4780.2357,-6216.4114,-269922.7162,-237845.7765,-259382.8914,-260739.5054,-256045.5178,-257872.1125,-251129.6143,-254701.4896,337645667.8355,337662760.8702,337636366.9746,337644180.4014,-255223.2603,337635147.2269,-235.4178,6853.6841,5087.4769,4254.5168,5515.0803,2926.7008,3691.8810,3764.8770,-3126.7653,-4550.5037,-2168.0041,-4394.5871,-4721.7674,-5464.9544,-579.2316,5512.6159,-4889.4454,-4220.2354,4097.7515,1059.7025,-5358.3224,-2007.5000,5526.8346,5356.4528,-1826.9937,4176.4791,-3906.0312,5500.4462,-2381.4285,-5517.3493,1561.9292,-3535.6732,4387.4457,-6374.9566,-955.7156,5038.1405,5376.3483,4991.1430,-3041.8134,-1647.1959,-5527.4064,-3137.6663,2578.2859,-5256.4222,5527.8088,3485.9841,-4725.0755,-1428.0135,-1834.2833,-4719.7669,698.9342,0.0000,-2327.9383,4651.4449,5385.9480,-3901.9496,-4642.0426,-822.2584,5079.6399,-5356.4683,-3489.3510,5427.5665,-5344.1070,-4612.7998,-1372.7638,-5522.7305,5459.3077,-6368.0869,1905.5257,3400.6767,-4648.6427,-4429.1230,-5156.7528,2842.2676,0.0000,-2782.8804,-4715.4114,5526.7079,4832.9880,5315.4581,-5820.7376,-2635.2768,3195.1092,3458.6402,-4680.9030,-5536.5923,1174.1773,4878.0389,4151.3375,-99.9467,2481.6461,-2775.8601,3625.8892,-4604.8339,0.0000,-4301.0977,230.7621,-1807.2907,4953.9781,-3051.0993,-94278.9494,-95980.5403,-98616.4807,-91815.2620,-92807.3324,-103466.0815,-104241.3373,-95670.6695,-44061908.1910,-44083034.7618,-44040318.9431,-44056305.6930,-97295.7085,-44056067.7025,
600.000,-108.8987,632.3605,5548.2380,-4425.4962,4281.6976,-2848.7442,3162.7376,2725.0944,143.4905,417.3217,6539.3803,-4491.1592,565.5610,4191.9867,4337.6369,2513.2518,4530.5620,-2811.0225,4478.0126,-3020.2914,-2647.0017,-4904.0621,917.6789,2385.6841,-2931.5892,-2902.4041,-2602.7002,-386.0087,-3545.2295,-1789.2283,5811.2383,1202.7634,-5723.5845,-3809.5595,6507.4603,-4033.1331,-341.5758,-1189.9908,-822.3602,3948.3678,4466.0157,1939.9494,3282.2302,3441.2812,-3258.8777,6367.7315,3795.6905,6872.2623,-1202.4688,-2687.9978,-1633.3501,0.0000,-5839.8326,3453.0644,-3449.7776,-4578.6726,5022.7866,479.1683,-4982.6724,2567.1726,-3018.9804,4357.9410,-3653.2846,3436.3846,6715.4362,-4280.8402,-1759.1777,-348.6091,-5528.2324,-4988.4402,3616.2026,-1380.1074,-1170.5568,-2319.4398,0.0000,-3733.8948,-5137.8555,-2538.7274,-1024.6171,-4017.5926,2259.9550,5263.6467,752.8963,-2145.0041,-618.1315,4519.2669,6817.2113,4952.6269,-5290.5327,-5907.0588,1708.3746,6834.7287,-4761.5902,748.0752,0.0000,2137.7126,-3318.0577,4223.3099,-1226.9498,-1215.8888,254420.2471,264251.4039,267573.5423,262991.1254,270117.8760,267325.6285,262075.7601,263601.2946,18084888.1686,18089422.0822,18082124.9683,18077499.3900,263324.7134,18068471.7245,-6550.7496,2709.7288,-266.8466,-594.5942,845.5737,6044.1990,4268.0936,5903.5254,5594.6522,-4395.9569,-1550.8795,-3876.9530,5214.0651,800.6099,4763.9205,-3976.7952,-3200.6278,3395.3642,-4272.6308,-5840.0427,-3243.2703,-4765.2422,4349.4859,4546.5553,5255.9459,-5858.3914,-4536.6055,-4309.3329,-4394.2726,-4019.4026,2397.7548,-6335.9159,784.1274,2568.8216,2178.2206,1051.9271,-4156.4619,-4029.1352,6717.1214,4584.5478,-622.4788,4776.3607,6037.8732,2242.2062,2999.9868,-1938.2796,3633.7435,-778.5476,5734.4377,-4494.6771,6320.3812,0.0000,1230.9598,4212.7222,2351.9992,2525.6160,-1802.3837,6405.9062,2134.9081,-3273.2615,5906.9741,-2402.5934,3287.3775,-4193.5308,-1729.1239,-1071.9631,4545.5672,-4584.7767,-1836.7814,1194.1019,-4042.2909,-4262.7030,4005.5787,4947.0047,0.0000,4073.4137,1708.2659,3789.1384,5494.2626,1024.7609,1218.4160,4337.5861,6622.6811,-4247.6101,4218.9539,911.2651,-966.3067,3018.4980,3133.8119,-3169.5210,-5169.1092,87.2970,-2433.6970,5379.3027,0.0000,4041.6976,5695.9748,5427.1773,-5570.1512,-6609.3623,-264634.0919,-232270.0526,-253998.1308,-255217.9359,-250541.0874,-252381.6092,-245721.0080,-248763.4132,338122050.1759,338139409.4698,338113257.8924,338120987.6176,-249738.4956,338111512.4542,-2319.7198,6347.8573,4118.1292,5140.2778,5355.3353,1240.0976,4444.8888,2254.0318,-4103.7520,-5327.9892,-382.4505,-3596.2933,-4531.4724,-5460.3239,-2333.0441,5062.4727,-3839.9867,-5103.5176,3119.7507,-789.5355,-5520.8998,-512.8395,5285.9278,4622.1540,-3420.1177,2343.7413,-4557.0047,5379.9104,-3869.4206,-5342.2667,2917.3800,-2337.6358,3632.4738,-5204.1119,857.3343,5503.2616,5508.3158,5496.9062,-1384.2024,-3271.3477,-5246.9226,-4433.9610,854.7325,-5370.7367,5304.1159,1911.8694,-4524.9851,694.3174,-3750.0082,-4538.4688,-1152.5326,0.0000,-3530.4547,4202.0875,5500.3639,-4554.3069,-4261.4399,-2547.1150,4138.7935,-5509.7219,-1914.2122,4791.2771,-4708.6483,-4149.2046,159.5418,-5336.0364,4887.6631,-5194.8552,3809.1704,4630.6965,-4211.5602,-5262.6405,-5530.5150,4226.3053,0.0000,-4178.3638,-4339.7056,5185.0614,3752.8837,5520.8319,-6468.4575,-1228.2579,1901.1789,5052.4889,-5354.7179,-5162.1816,-640.7490,3768.9387,3201.4562,1697.3073,3944.1600,-1080.4731,4409.2284,-4129.0355,0.0000,-5192.5254,1751.8810,-15.0464,3891.8881,-1723.5639,-94172.3073,-95859.8487,-98402.2934,-91813.4373,-92538.4192,-103145.8800,-104270.3170,-95725.9119,-44067673.3739,-44088688.5624,-44046002.2575,-44062216.9633,-97164.5379,-44061603.9954,
