sl_100_5400_20251208 Coordinates.csv
2025/12/08 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:04 2024,
Start: 2025/12/08 07:47:00.00, Stop: 2025/12/08 09:17:00.00,
TIME_UNITS,STARLINK-1639 - X-Coordinate,STARLINK-32145 - X-Coordinate,STARLINK-31051 - X-Coordinate,STARLINK-3005 - X-Coordinate,STARLINK-5233 - X-Coordinate,STARLINK-30988 - X-Coordinate,STARLINK-6118 - X-Coordinate,STARLINK-2537 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-5238 - X-Coordinate,STARLINK-11171 [DTC] - X-Coordinate,STARLINK-4765 - X-Coordinate,STARLINK-1556 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-1021 - X-Coordinate,STARLINK-31296 - X-Coordinate,STARLINK-2009 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-5185 - X-Coordinate,STARLINK-3680 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-6151 - X-Coordinate,STARLINK-5922 - X-Coordinate,STARLINK-4564 - X-Coordinate,STARLINK-5848 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-31438 - X-Coordinate,STARLINK-3199 - X-Coordinate,STARLINK-31725 - X-Coordinate,STARLINK-5856 - X-Coordinate,STARLINK-30378 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-2442 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-4515 - X-Coordinate,STARLINK-4610 - X-Coordinate,STARLINK-5784 - X-Coordinate,STARLINK-31368 - X-Coordinate,STARLINK-4042 - X-Coordinate,STARLINK-32166 - X-Coordinate,STARLINK-5833 - X-Coordinate,STARLINK-5330 - X-Coordinate,STARLINK-1601 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-1557 - X-Coordinate,STARLINK-3542 - X-Coordinate,STARLINK-1954 - X-Coordinate,STARLINK-4005 - X-Coordinate,STARLINK-30426 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-4333 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-6289 - X-Coordinate,STARLINK-30919 - X-Coordinate,STARLINK-3802 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-5326 - X-Coordinate,STARLINK-5169 - X-Coordinate,STARLINK-5025 - X-Coordinate,STARLINK-5750 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-2661 - X-Coordinate,STARLINK-30804 - X-Coordinate,STARLINK-31007 - X-Coordinate,STARLINK-3682 - X-Coordinate,STARLINK-3346 - X-Coordinate,STARLINK-4780 - X-Coordinate,STARLINK-4102 - X-Coordinate,STARLINK-3595 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-1046 - X-Coordinate,STARLINK-2428 - X-Coordinate,STARLINK-5564 - X-Coordinate,STARLINK-3396 - X-Coordinate,STARLINK-3998 - X-Coordinate,STARLINK-4366 - X-Coordinate,STARLINK-31192 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-30322 - X-Coordinate,STARLINK-30387 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-31629 - X-Coordinate,STARLINK-5774 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-31580 - X-Coordinate,STARLINK-4189 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-31070 - X-Coordinate,STARLINK-31043 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1639 - Y-Coordinate,STARLINK-32145 - Y-Coordinate,STARLINK-31051 - Y-Coordinate,STARLINK-3005 - Y-Coordinate,STARLINK-5233 - Y-Coordinate,STARLINK-30988 - Y-Coordinate,STARLINK-6118 - Y-Coordinate,STARLINK-2537 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-5238 - Y-Coordinate,STARLINK-11171 [DTC] - Y-Coordinate,STARLINK-4765 - Y-Coordinate,STARLINK-1556 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-1021 - Y-Coordinate,STARLINK-31296 - Y-Coordinate,STARLINK-2009 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-5185 - Y-Coordinate,STARLINK-3680 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-6151 - Y-Coordinate,STARLINK-5922 - Y-Coordinate,STARLINK-4564 - Y-Coordinate,STARLINK-5848 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-31438 - Y-Coordinate,STARLINK-3199 - Y-Coordinate,STARLINK-31725 - Y-Coordinate,STARLINK-5856 - Y-Coordinate,STARLINK-30378 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-2442 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-4515 - Y-Coordinate,STARLINK-4610 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,STARLINK-31368 - Y-Coordinate,STARLINK-4042 - Y-Coordinate,STARLINK-32166 - Y-Coordinate,STARLINK-5833 - Y-Coordinate,STARLINK-5330 - Y-Coordinate,STARLINK-1601 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-1557 - Y-Coordinate,STARLINK-3542 - Y-Coordinate,STARLINK-1954 - Y-Coordinate,STARLINK-4005 - Y-Coordinate,STARLINK-30426 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-4333 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-6289 - Y-Coordinate,STARLINK-30919 - Y-Coordinate,STARLINK-3802 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-5326 - Y-Coordinate,STARLINK-5169 - Y-Coordinate,STARLINK-5025 - Y-Coordinate,STARLINK-5750 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-2661 - Y-Coordinate,STARLINK-30804 - Y-Coordinate,STARLINK-31007 - Y-Coordinate,STARLINK-3682 - Y-Coordinate,STARLINK-3346 - Y-Coordinate,STARLINK-4780 - Y-Coordinate,STARLINK-4102 - Y-Coordinate,STARLINK-3595 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-1046 - Y-Coordinate,STARLINK-2428 - Y-Coordinate,STARLINK-5564 - Y-Coordinate,STARLINK-3396 - Y-Coordinate,STARLINK-3998 - Y-Coordinate,STARLINK-4366 - Y-Coordinate,STARLINK-31192 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-30322 - Y-Coordinate,STARLINK-30387 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-31629 - Y-Coordinate,STARLINK-5774 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-31580 - Y-Coordinate,STARLINK-4189 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-31070 - Y-Coordinate,STARLINK-31043 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1639 - Z-Coordinate,STARLINK-32145 - Z-Coordinate,STARLINK-31051 - Z-Coordinate,STARLINK-3005 - Z-Coordinate,STARLINK-5233 - Z-Coordinate,STARLINK-30988 - Z-Coordinate,STARLINK-6118 - Z-Coordinate,STARLINK-2537 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-5238 - Z-Coordinate,STARLINK-11171 [DTC] - Z-Coordinate,STARLINK-4765 - Z-Coordinate,STARLINK-1556 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-1021 - Z-Coordinate,STARLINK-31296 - Z-Coordinate,STARLINK-2009 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-5185 - Z-Coordinate,STARLINK-3680 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-6151 - Z-Coordinate,STARLINK-5922 - Z-Coordinate,STARLINK-4564 - Z-Coordinate,STARLINK-5848 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-31438 - Z-Coordinate,STARLINK-3199 - Z-Coordinate,STARLINK-31725 - Z-Coordinate,STARLINK-5856 - Z-Coordinate,STARLINK-30378 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-2442 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-4515 - Z-Coordinate,STARLINK-4610 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,STARLINK-31368 - Z-Coordinate,STARLINK-4042 - Z-Coordinate,STARLINK-32166 - Z-Coordinate,STARLINK-5833 - Z-Coordinate,STARLINK-5330 - Z-Coordinate,STARLINK-1601 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-1557 - Z-Coordinate,STARLINK-3542 - Z-Coordinate,STARLINK-1954 - Z-Coordinate,STARLINK-4005 - Z-Coordinate,STARLINK-30426 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-4333 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-6289 - Z-Coordinate,STARLINK-30919 - Z-Coordinate,STARLINK-3802 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-5326 - Z-Coordinate,STARLINK-5169 - Z-Coordinate,STARLINK-5025 - Z-Coordinate,STARLINK-5750 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-2661 - Z-Coordinate,STARLINK-30804 - Z-Coordinate,STARLINK-31007 - Z-Coordinate,STARLINK-3682 - Z-Coordinate,STARLINK-3346 - Z-Coordinate,STARLINK-4780 - Z-Coordinate,STARLINK-4102 - Z-Coordinate,STARLINK-3595 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-1046 - Z-Coordinate,STARLINK-2428 - Z-Coordinate,STARLINK-5564 - Z-Coordinate,STARLINK-3396 - Z-Coordinate,STARLINK-3998 - Z-Coordinate,STARLINK-4366 - Z-Coordinate,STARLINK-31192 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-30322 - Z-Coordinate,STARLINK-30387 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-31629 - Z-Coordinate,STARLINK-5774 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-31580 - Z-Coordinate,STARLINK-4189 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-31070 - Z-Coordinate,STARLINK-31043 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,549.5183,5769.1989,-3311.2034,-83.7135,-5869.0410,-4955.8611,4774.0835,4507.5696,5016.5494,-1622.2080,-2918.5322,4583.8824,2982.9073,1845.9535,6007.8986,-6695.8444,1527.1494,-1113.4721,5852.9919,-2128.0620,1973.0975,-6009.7956,2821.1957,-207.6074,-3665.1017,1468.4752,-5301.0029,4069.2750,1060.3901,5091.8849,-5735.0946,-1680.2649,-6449.8303,-6005.1632,6004.7814,-5678.0439,4463.5710,-6195.8860,2572.0133,-6825.7616,4913.7892,6838.8663,-2608.9784,-2559.7768,-2060.8095,-5084.1402,-2280.8548,3637.2114,3103.4755,3880.9150,-5464.7391,-5935.6594,-4573.2725,5679.2306,4172.3153,1546.5484,-1766.7553,-3084.8106,-123.7743,5395.5275,239.8349,-5350.6725,-4652.7052,-4493.4793,-1860.9668,-5293.2195,3764.6344,1061.4441,-524.8258,-3466.4090,2774.8387,-285.2282,5280.7217,1706.5834,253.7705,2860.0844,-3183.6898,-4476.7602,-4369.8043,5715.7058,6029.2156,4042.7238,-4202.3232,-3029.7892,5388.5963,1860.6037,-5669.2288,5625.1790,0.0000,-5359.6715,-6011.5343,2285.9273,-4380.9681,6238.2775,4932.2844,5102.9404,-6248.6013,-4762.3975,-907.8036,-4389.6439,-117437.4816,-146140.8094,-123359.4064,-122182.6416,-127047.2090,-125281.2813,-131869.1350,-129452.3510,-112209901.3496,-112189916.3371,-112206197.9783,-112209731.4628,-127803.1079,-112203891.7353,5770.8425,2998.1936,-5891.6402,6606.3890,-2062.5476,-1814.3737,2497.3580,1416.6262,-3453.1978,4852.7722,-2949.4233,1551.5806,6033.9453,-5377.7217,-2054.3508,519.4681,-5487.7827,-4883.5342,-2623.4555,6423.8161,-3800.6428,-2522.6375,4218.2814,-2566.8130,-3683.4007,-2080.2399,-1103.2702,3372.8049,-6582.1450,-760.4309,-2704.4219,-5837.8524,-2517.0317,-552.0912,3480.8570,2586.5788,2385.0111,47.4605,-5592.3845,-832.0728,-1324.6615,-977.1224,6025.8769,2509.2704,-1678.6497,-205.8347,-4930.3098,5256.1706,-5879.5961,1715.2134,-2679.4444,-3167.8699,-1408.8486,3269.0932,5333.7358,-6432.1328,4778.6191,-6148.6508,-5084.6039,3893.8569,6394.7563,2932.7340,2469.2052,2448.9752,-4793.7406,1298.8567,2188.7550,-6728.9453,-4095.3427,2880.0981,-4536.3906,-4675.0236,-4205.6805,-5016.2256,-6932.3144,4440.9065,4664.8661,-2934.6739,-4675.0076,1149.9079,-3290.6936,4879.8407,-2825.0473,3355.9988,2887.7367,4874.1169,-2159.0930,-3963.6644,0.0000,3509.0543,-3197.9828,6410.7567,-971.8198,2490.3302,4230.2392,-2091.7141,894.7471,-4565.1528,5466.2271,2618.5309,-317658.1407,-313612.4942,-312755.4789,-317031.5037,-310064.8148,-312780.5220,-318151.9283,-317506.3779,311378217.0759,311385089.3864,311386060.9922,311390704.4764,-316822.3521,311393528.1782,-3766.6877,-2089.4101,1513.4547,-2122.8250,3008.4008,-4506.1365,-4365.7275,-5012.5155,-3273.3644,-4658.7175,-5236.6305,4781.4549,948.8757,-3978.3094,2738.3836,-1272.6097,-3939.1204,4616.7371,2570.4571,-1481.4620,5428.9265,-1712.2232,-4729.4321,-6458.5165,4570.0858,-6478.6097,4319.7594,-4499.2618,-1661.3138,4480.0113,-2766.6053,3058.6239,-584.7389,-3429.7279,412.3560,2977.9273,-4594.8033,3064.2818,3143.7564,917.2723,4558.5154,-259.4033,1882.4896,5951.2647,-6420.5229,-4538.9145,-4123.6314,2530.0226,1870.4897,-5465.4722,-3284.5768,-1274.3541,4987.0177,2289.5401,-1421.8858,2049.9360,4695.3209,864.4479,-4724.1230,-1884.1803,2632.9689,3323.0644,-4488.6057,-4649.4195,-4767.3392,-4289.3180,5349.7345,678.4531,5440.7919,5227.9692,-4417.1222,5079.1938,-1517.8326,4432.5980,89.8141,4473.6888,3987.2372,-4410.8599,2602.7005,3717.6628,-1012.2472,2516.0102,-4707.8671,-5223.4457,3280.6454,4396.4030,-3360.1733,-741.3348,0.0000,-2437.0734,-1331.8106,332.2484,5248.0433,-1186.3744,2056.7419,-4172.1416,-2851.2399,-1726.9814,4036.3580,-4691.5519,143113.5160,143637.0763,141380.3555,147947.5320,147102.7450,136439.1914,135626.4097,142242.6707,-147732151.9674,-147744023.7318,-147761384.5896,-147752664.4626,142581.6621,-147744269.5270,
300.000,2061.3531,6531.7581,-4405.3776,-505.0653,-6715.8128,-5805.1728,5897.0368,4119.1534,5875.8130,366.4976,-3959.1332,4136.3843,4034.7911,-210.6867,5923.1228,-5926.4282,246.0722,-3114.1977,4441.0609,-725.4827,-161.6005,-5767.9282,4468.2850,-2245.5809,-4068.1960,193.7826,-5944.7303,4883.2247,-460.4485,4905.9114,-6626.6930,-3099.8673,-6509.2179,-5293.5328,6118.8146,-4174.4246,4286.2058,-5143.2048,1526.4242,-6478.6946,3368.2838,6263.6555,-1515.8165,-2507.4274,-2509.9420,-4022.3034,-4159.9120,4886.7791,1608.3222,4879.2724,-6504.3974,-5924.4081,-5677.0305,5771.6258,5357.3230,-167.7409,240.7752,-4361.7816,-2240.3498,5482.5750,1557.8695,-5600.0007,-2864.4308,-2686.5422,-3784.7635,-5078.4781,5079.3025,-158.9808,-2654.0513,-2589.6419,769.7207,-2179.1051,3944.6707,-231.6635,678.9323,3650.1463,-1260.0028,-5003.3082,-5545.0351,4902.9955,6197.7107,4783.5400,-5145.7527,-979.3826,5786.6781,3016.0055,-5474.4482,4806.7485,0.0000,-4891.1741,-6685.2858,3565.2093,-3973.1469,6248.8683,5116.7570,5099.3487,-6442.7438,-5866.9669,1131.3823,-3270.9327,-110922.0384,-139589.6583,-116608.5108,-115562.9728,-120406.9407,-118631.8679,-125136.3562,-122587.6642,-118979247.6773,-118959116.2878,-118975058.1418,-118978502.7155,-121145.4709,-118973182.8080,6200.0924,1963.1662,-5338.7043,5566.7442,-936.2155,35.0595,850.3186,-677.8764,-3453.6882,4339.2282,-992.3589,-516.9129,5401.8468,-5199.7337,-3418.1481,1703.4308,-6463.3093,-4030.4856,-3442.1351,6141.4923,-4229.5857,-1035.4469,2855.3080,-3105.4340,-1684.9640,-3768.1122,773.8410,1393.7510,-6852.8375,-2823.1016,-1671.8590,-4505.9898,-1876.4485,1287.4629,2833.4287,3414.0140,323.8422,1421.6949,-6574.5561,731.1023,-2694.6826,-2105.3872,6662.6336,4382.0445,482.9086,1564.8695,-4367.4212,4771.4077,-5756.6084,-134.4135,-1654.4091,-1757.9893,154.0111,3860.8219,4375.4135,-6076.9794,5446.6409,-5348.4984,-4897.3642,2398.0057,6681.4214,3891.7849,3409.4229,3425.4884,-3927.8338,3258.2811,604.0578,-6749.6958,-3862.6789,4680.7956,-4420.4496,-5121.8928,-4727.4141,-4464.7394,-6507.0854,2580.4565,4592.7042,-870.2959,-4028.8553,-529.9622,-2870.4193,3184.9682,-893.0942,4021.1519,3653.8031,3197.3983,-207.6564,-4860.6355,0.0000,4749.1655,-1838.7429,5503.8826,1151.1532,838.7305,2684.7460,-3759.9770,2258.0434,-3467.6372,4967.7225,4403.9835,-319966.5444,-316602.2820,-315499.0644,-319727.9851,-312698.4011,-315378.1686,-320814.8863,-320285.7007,308854834.4513,308861915.2439,308862272.1063,308866752.6137,-319486.8827,308870090.1211,-2255.5702,-308.1852,-289.1577,-4115.1240,1342.0928,-3801.6787,-3547.4674,-5479.3131,-1148.6963,-5377.8559,-5289.4378,5375.1005,-879.2203,-4591.3124,1038.1388,-2952.4185,-2472.5818,4523.6328,4018.6346,-3123.8823,5468.1763,-3330.4614,-4472.4632,-5800.8881,5336.9087,-5849.2696,3472.4007,-4732.2483,-138.4762,3815.1388,-1064.9587,4040.8346,1536.1683,-4296.4023,-1702.4495,4323.3472,-5314.9266,4391.2173,1499.7626,2363.6631,5296.9261,-2036.0760,87.1176,4775.7395,-6461.2911,-5278.9971,-3182.5779,800.1601,3456.5126,-4903.3601,-1664.6458,-2953.0683,3942.4465,81.2389,109.9040,3313.7485,4276.2936,-680.8352,-4379.7086,-3467.9685,919.7927,1342.1280,-5297.5498,-5371.5328,-4405.2131,-3419.0162,4629.9602,-1144.2750,4970.0300,4364.4181,-5258.9175,4096.0176,-3159.4115,5264.9920,2298.9134,5283.8153,5009.4731,-4724.8940,880.5143,4844.6480,1231.1009,3665.5915,-4530.7121,-5531.2366,1161.6091,5216.3412,-4253.3133,1070.5213,0.0000,-691.1889,202.2481,1846.2202,5528.5054,-2605.0179,3609.8778,-2769.3411,-1161.9170,-203.4488,4585.2663,-4247.4600,142991.8221,143544.5347,141387.3527,147738.1118,147158.1764,136548.8338,135387.3111,141722.2083,-147732818.2892,-147744146.0216,-147761848.6756,-147753303.3450,142501.9716,-147744978.1604,
600.000,3346.4731,6616.5606,-5065.6882,-814.2861,-6892.9662,-6120.1277,6467.3064,3376.5237,6095.7762,2346.8645,-4618.8666,3315.0186,4672.1471,-2262.9241,5256.0408,-4549.2026,-1032.3835,-4812.2599,2581.9737,779.6302,-2268.1251,-4927.9620,5707.0287,-4029.4371,-4128.8025,-1034.7121,-6035.7567,5270.4233,-1934.0395,4258.1836,-6857.1076,-4239.1069,-5913.0143,-4099.8855,5623.2938,-2253.6775,3726.4863,-3597.6384,345.8011,-5510.9303,1504.8631,5062.4881,-267.0602,-2263.0925,-2788.4964,-2587.5746,-5608.4678,5635.3775,-77.1549,5436.9922,-6895.0181,-5326.6276,-6240.3261,5236.3407,6020.0189,-1892.2243,2204.2344,-5221.6570,-4137.6735,5054.4231,2711.3257,-5291.2312,-806.0089,-629.1997,-5364.9662,-4403.5054,5917.1418,-1376.1172,-4506.8945,-1503.4207,-1331.1442,-3830.2431,2200.4975,-2177.8472,997.8900,4138.2642,810.4779,-5092.1201,-6161.6084,3639.2191,5684.2540,5071.6088,-5624.8332,1154.1798,5546.4773,3916.1641,-4785.7252,3502.9550,0.0000,-3927.4521,-6712.3692,4497.1937,-3230.0896,5637.1428,4803.2336,4613.9821,-6003.8534,-6371.2303,3078.2654,-1875.0259,-104365.6987,-132976.1455,-109804.9486,-108889.0484,-113712.5486,-111930.9560,-118346.8786,-115560.2129,-125691900.9826,-125671638.2041,-125687207.6370,-125690541.1508,-114432.1952,-125685778.3354,6025.5217,728.0735,-4254.9444,3922.3198,268.1746,1855.2652,-849.8837,-2723.9333,-3059.8669,3450.1773,1044.8488,-2555.2254,4197.9038,-4561.7438,-4432.3395,2745.7094,-6805.3449,-2807.8854,-3963.1127,5269.0598,-4299.7881,595.0923,1253.1096,-3401.5899,482.9536,-5116.4602,2552.5060,-706.2991,-6439.8050,-4590.0648,-484.8104,-2723.4930,-1025.7226,3032.4326,1879.1373,3950.8439,-1789.2685,2700.5111,-6900.5571,2245.4024,-3840.9277,-3046.9338,6610.6004,5799.9328,2577.7802,3216.0230,-3390.0515,3810.3193,-5084.3342,-1935.6061,-483.3980,-141.0354,1663.8947,4034.1898,2989.0652,-5149.0510,5622.6277,-4026.6711,-4280.2705,638.1427,6308.1432,4441.3429,4070.5994,4120.6698,-2735.3245,4891.4098,-998.5256,-6078.9098,-3289.2522,6021.5782,-3921.8653,-5097.5491,-4811.6162,-3519.8335,-5374.3844,473.1183,4116.6719,1272.7808,-2989.1927,-2198.6127,-2153.3800,1156.9104,1103.2197,4347.3490,4036.1715,1210.0448,1785.1604,-5284.0126,0.0000,5497.4830,-299.5551,4028.7776,3175.8876,-919.6081,836.1499,-5036.1464,3385.6979,-2017.5942,4011.3468,5778.1033,-322141.6743,-319455.5443,-318104.4671,-322286.1832,-315194.9865,-317838.4862,-323334.2775,-322856.3967,306184313.6533,306191612.7844,306191367.9861,306195698.7663,-322011.5610,306199516.7665,-500.8836,1507.5600,-2060.7539,-5669.2357,-469.2341,-2691.9029,-2350.0684,-5350.3071,1100.0510,-5519.9756,-4712.4475,5362.0504,-2607.5934,-4715.3524,-774.0728,-4302.9762,-740.4870,3921.4509,5032.6907,-4431.5059,4919.5784,-4561.4158,-3738.5263,-4529.8980,5530.8685,-4603.6465,2252.9013,-4461.6707,1399.5869,2723.0977,751.5064,4565.6273,3493.5164,-4705.0311,-3636.7026,5202.6476,-5443.6227,5244.5159,-306.1531,3557.2763,5444.7856,-3593.0823,-1718.0296,3093.8992,-5818.4315,-5427.4270,-1884.0023,-1017.5309,4668.3621,-3814.5395,134.8836,-4304.2175,2472.9294,-2135.7653,1629.8249,4221.7366,3399.5659,-2153.2850,-3569.0844,-4678.2631,-892.3789,-781.4767,-5538.1779,-5515.8768,-3587.6090,-2183.4234,3408.5200,-2839.9000,3944.9154,3028.7477,-5534.6895,2670.9291,-4461.2160,5529.3011,4262.1107,5527.2472,5492.1351,-4535.0991,-936.9132,5449.9444,3342.9950,4403.0098,-3865.6557,-5242.7175,-1081.3982,5452.1639,-4692.4952,2767.0359,0.0000,1131.3135,1714.6537,3151.9395,5212.0835,-3731.1642,4756.5248,-1067.8846,652.2276,1342.9692,4627.5755,-3350.4699,142869.8260,143451.8212,141396.3706,147523.4445,147209.8671,136664.2247,135153.6719,141257.9642,-147733489.7927,-147744268.7372,-147762302.4840,-147753913.6351,142422.1797,-147745686.4772,
