sl_20_5400_20250709 Coordinates.csv
2025/07/09 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:54 2024,
Start: 2025/07/09 07:47:00.00, Stop: 2025/07/09 09:17:00.00,
TIME_UNITS,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-2078 - X-Coordinate,STARLINK-2547 - X-Coordinate,STARLINK-4494 - X-Coordinate,STARLINK-31439 - X-Coordinate,STARLINK-6116 - X-Coordinate,STARLINK-31675 - X-Coordinate,STARLINK-31143 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-4658 - X-Coordinate,STARLINK-1399 - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-1032 - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-31015 - X-Coordinate,STARLINK-6253 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-31653 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-2078 - Y-Coordinate,STARLINK-2547 - Y-Coordinate,STARLINK-4494 - Y-Coordinate,STARLINK-31439 - Y-Coordinate,STARLINK-6116 - Y-Coordinate,STARLINK-31675 - Y-Coordinate,STARLINK-31143 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-4658 - Y-Coordinate,STARLINK-1399 - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-1032 - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-31015 - Y-Coordinate,STARLINK-6253 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-31653 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-2078 - Z-Coordinate,STARLINK-2547 - Z-Coordinate,STARLINK-4494 - Z-Coordinate,STARLINK-31439 - Z-Coordinate,STARLINK-6116 - Z-Coordinate,STARLINK-31675 - Z-Coordinate,STARLINK-31143 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-4658 - Z-Coordinate,STARLINK-1399 - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-1032 - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-31015 - Z-Coordinate,STARLINK-6253 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-31653 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-5069.5882,-5214.6726,3793.1350,3364.2426,-5446.2572,-1842.4343,4058.5041,1621.9166,-383.8812,-4185.9732,6144.9194,4200.3562,-6870.8949,-1097.9307,-6746.5766,3569.7129,-5270.5003,-4834.0305,-1531.9329,6141.3595,279317.5169,288795.4520,286172.2161,283298.8589,291151.9449,288124.9856,290332.3500,287405.5090,94777213.8547,94783672.5360,94802100.1520,94789208.2772,287977.7417,94794969.4118,-4369.0038,-2541.8995,-4992.6915,3122.9962,634.7057,-6072.3267,3259.0097,-4186.4243,4975.1369,5336.2576,-2507.1321,-3896.5514,-837.1176,4020.3455,864.9867,-2341.8405,-2735.0173,-2983.4841,-6112.3776,1491.4658,-201867.8407,-189443.7475,-201813.4701,-198232.5147,-202178.9171,-201011.7847,-193131.0974,-195810.7846,278126618.2726,278115216.1206,278123772.8971,278124112.6821,-195990.3596,278119464.3076,766.5580,-3760.6974,-2899.9793,5163.8180,4047.5315,2815.7522,-4409.6869,-5281.1926,4640.3057,-1372.2981,1938.6503,-3890.6357,-144.0465,-5534.4171,1341.8665,-5208.2960,3579.3048,3969.6810,-2900.1415,-2438.6102,-187846.8766,-187175.6029,-189241.4439,-184021.2201,-183083.6873,-193148.6526,-196487.2645,-190200.1283,39436212.9638,39412827.4311,39408549.5418,39423460.5655,-188492.7520,39429075.6292,
3000.000,-5443.3444,-6368.0239,2093.7595,5042.4873,-4404.9472,-3192.6286,5466.4507,-534.4594,1767.1291,-3232.2829,4905.9131,2332.9066,-6639.9970,1003.1691,-5938.5727,1796.2282,-5319.9503,-5111.9050,-2953.9781,6699.5340,283698.9004,292919.2052,290106.0196,287363.9884,295230.1609,292226.5832,294326.9286,291158.7242,88681267.3423,88687480.0327,88705622.7385,88692735.7207,292026.1745,88698965.9948,-3064.4811,-1476.5733,-5015.4230,2079.7951,2472.6982,-4780.2401,1773.7262,-4124.8548,4977.7968,6101.2940,-3371.6999,-4242.3222,400.9915,4466.7430,2304.9039,-3646.9021,-734.5530,-934.8154,-4878.6502,-47.8741,-195957.4921,-183124.6603,-195687.7614,-192066.6427,-196071.4687,-194927.2218,-187094.4064,-190095.6521,280134446.3264,280122877.6579,280131959.3091,280131560.6261,-189889.9287,280127365.7992,2515.2684,-2248.2429,-4265.6414,4242.8144,4573.9960,3890.0091,-3674.3319,-5545.4126,4305.9669,433.8133,3512.4454,-4952.7812,-1923.4514,-5200.0676,2731.8330,-5368.9729,4383.1813,4583.5891,-3949.4995,-990.2364,-187881.1378,-187141.0487,-189137.3442,-184183.2722,-182961.4482,-192905.6556,-196599.3945,-190067.7494,39432642.9820,39409473.3781,39404786.5048,39420154.2326,-188483.7249,39425294.2130,
3300.000,-5250.8607,-6887.7858,160.8268,6229.5934,-2947.4305,-4271.5120,6333.3664,-2644.4155,3730.8692,-1952.8370,3172.5102,224.5095,-5754.3364,2986.5861,-4557.7204,-135.0529,-4894.1981,-4938.4873,-4127.1250,6560.5757,287958.4812,296903.5396,293912.2164,291301.6202,299178.3733,296199.3525,298194.8444,294862.4458,82542839.2425,82548813.9212,82566649.8214,82553828.4610,295945.4411,82560478.3037,-1408.6680,-289.5541,-4579.9244,876.4645,4089.3137,-3035.5650,140.5808,-3719.5129,4514.6097,6262.0326,-3939.9878,-4223.9914,1620.7769,4528.1364,3547.6052,-4611.7769,1352.1182,1210.8871,-3184.7702,-1572.5427,-189949.3336,-176724.5993,-189475.2226,-185814.3145,-189878.2606,-188751.8134,-180976.8915,-184293.2816,282008676.4925,281996930.5263,282006524.6555,282005369.0884,-183705.9514,282001666.6673,3970.4319,-493.0708,-5170.8264,2864.0589,4586.2923,4549.8420,-2526.6812,-5217.8464,3487.4702,2193.1444,4707.2198,-5484.6100,-3496.2218,-4309.6054,3829.2555,-4905.2783,4718.5972,4707.1492,-4577.4779,571.8199,-187915.5312,-187108.1479,-189031.8907,-184351.5081,-182842.5721,-192656.0793,-196706.3122,-189819.5967,39429069.4976,39406126.7004,39401030.6654,39416873.9583,-188474.5885,39421512.6171,
3600.000,-4526.4850,-6720.5077,-1817.2771,6802.7025,-1223.1831,-4981.1588,6564.6577,-4498.4527,5307.4606,-457.9952,1116.7403,-1916.3440,-4306.3049,4658.4759,-2739.9999,-2018.2852,-4037.8963,-4331.9245,-4943.9215,5735.8655,292094.0912,300746.8998,297589.1011,295110.3515,302994.8106,300041.1620,301934.5323,298528.9567,76364857.1009,76370602.3600,76388109.8808,76375419.9282,299733.8191,76382434.0047,430.4378,920.8181,-3739.6409,-382.3062,5319.0750,-1008.9738,-1484.1774,-3006.5790,3624.5964,5813.0207,-4169.1866,-3849.8809,2718.9885,4188.0224,4483.1655,-5126.9477,3323.3657,3245.0236,-1197.2615,-2938.7437,-183845.6730,-170246.0939,-183178.5591,-179478.0378,-183602.1589,-182487.7681,-174781.1216,-178375.3514,283748411.0178,283736477.3986,283746570.6019,283744643.5598,-177441.1614,283741469.0458,4962.4839,1315.3771,-5518.5418,1176.1239,4083.1211,4725.1090,-1095.1154,-4333.2227,2276.7426,3716.0316,5394.3066,-5429.6746,-4693.9493,-2957.7087,4516.7591,-3870.6674,4549.8025,4327.1814,-4717.4719,2068.1297,-187950.0509,-187076.7692,-188925.2668,-184526.0847,-182727.0425,-192399.8532,-196808.0696,-189474.1189,39425492.4166,39402787.3907,39397282.1243,39413618.7082,-188465.3427,39417730.8416,
3900.000,-3358.3477,-5882.5678,-3644.6421,6700.3946,595.0941,-5254.5832,6129.8172,-5911.5694,6337.6504,1117.6700,-1056.3128,-3876.9398,-2443.4919,5857.4498,-663.4753,-3656.5001,-2832.6129,-3347.3269,-5326.6216,4309.6308,296103.6018,304447.7863,301135.0226,298788.8799,306677.7620,303749.8993,305544.4737,302162.6213,70150267.4104,70155792.4434,70172950.3722,70160462.4854,303389.6439,70167779.7164,2261.1421,2054.2618,-2582.4783,-1589.7905,6032.5310,1102.8056,-2947.4733,-2046.0197,2386.6734,4809.0742,-4044.5419,-3156.4979,3600.4560,3464.7052,5027.5178,-5125.4806,4987.0232,4969.1759,890.7153,-4018.5861,-177648.8550,-163691.7611,-176800.5162,-173060.3325,-177246.0607,-176137.2919,-168509.6994,-172315.9300,285352816.2921,285340685.1252,285351262.9921,285348554.3720,-171098.3276,285345939.2167,5376.1207,2981.5303,-5271.6454,-638.8006,3120.9862,4397.1793,459.6533,-2985.4504,809.9063,4838.4670,5499.8250,-4793.8383,-5388.9167,-1288.6479,4720.9160,-2384.8503,3894.7831,3484.2303,-4354.6606,3326.6483,-187984.6896,-187046.7959,-188817.6579,-184707.1627,-182614.8439,-192136.9162,-196904.7160,-189056.1092,39421911.6464,39399455.4313,39393540.9828,39410387.0651,-188455.9875,39413948.8865,
4200.000,-1877.2270,-4458.6042,-5136.9712,5929.6482,2328.7329,-5062.0061,5066.8137,-6741.8974,6719.2698,2627.5252,-3129.1581,-5461.2142,-353.1244,6470.5465,1469.3975,-4882.1673,-1389.1106,-2071.9160,-5234.4412,2430.1254,299984.9229,308004.7551,304548.3852,302336.0110,310225.5786,307323.4684,309023.1972,305759.8659,63902034.2065,63907348.7945,63924136.3196,63911925.9161,306911.3096,63919479.6037,3888.1562,3016.5469,-1221.5519,-2646.0504,6150.0979,3096.1489,-4113.8098,-917.0625,913.0408,3358.2872,-3579.7683,-2205.0398,4185.8763,2411.5295,5129.7750,-4592.0695,6179.1946,6214.5801,2877.9854,-4711.9378,-171361.2591,-157064.2959,-170343.8773,-166563.7276,-170812.8927,-169702.5811,-162165.2596,-166093.5167,286821123.2474,286808785.1333,286819832.2493,286816337.1475,-164680.2530,286814308.0098,5163.3992,4325.2030,-4456.5560,-2384.8317,1807.9642,3600.8641,1962.6334,-1318.1083,-748.0301,5439.8145,5012.3916,-3644.6791,-5507.2940,518.7760,4419.9417,-620.5422,2823.3972,2268.3463,-3527.4979,4202.7644,-188019.4391,-187018.1232,-188709.2510,-184894.9046,-182505.9617,-191867.2206,-196996.2981,-188595.0346,39418327.0961,39396130.7928,39389807.3422,39407177.1708,-188446.5229,39410166.7517,
4500.000,-241.7094,-2592.5482,-6140.0158,4565.3848,3810.6820,-4414.2087,3479.0925,-6905.5036,6417.5941,3926.4900,-4893.6931,-6509.3645,1756.8448,6444.3618,3451.5832,-5574.6777,162.6635,-617.5653,-4668.0211,293.7609,303736.0036,311416.4179,307827.6492,305750.6676,313636.6734,310759.7854,312369.2798,309309.6410,57623137.6528,57628252.1497,57644648.9016,57632795.8761,310297.2692,57640513.9649,5133.3787,3726.9719,215.6371,-3465.8993,5651.2750,4780.2143,-4877.8283,287.7543,-660.7828,1609.9354,-2815.5175,-1076.3847,4418.5538,1113.7814,4776.9087,-3567.1213,6780.6599,6858.9553,4574.5579,-4955.4050,-164985.2979,-150366.4639,-163811.4634,-159990.7572,-164305.6106,-163185.8146,-155750.4687,-159692.8181,288152627.7266,288140073.7954,288151573.7453,288147293.2065,-158189.7739,288145871.1713,4349.0627,5201.2970,-3160.5971,-3873.9263,291.6658,2420.8241,3244.4970,490.5086,-2221.9302,5455.5608,3984.3167,-2104.6986,-5036.5555,2270.4182,3645.9563,1216.3109,1450.0703,809.6010,-2323.8200,4595.9731,-188054.2899,-186990.6573,-188600.2345,-185089.4733,-182400.3823,-191590.7369,-197082.8601,-188123.2257,39414738.6763,39392813.4341,39386081.3040,39403986.6694,-188436.9490,39406384.4373,
4800.000,1378.7313,-472.5350,-6545.7588,2742.6543,4901.7070,-3362.5459,1525.3398,-6385.4860,5468.3130,4884.8784,-6172.2528,-6914.4011,3678.1906,5789.8547,5091.6205,-5672.5844,1685.1292,888.7899,-3670.5697,-1875.7812,307354.8313,314681.4429,310971.3324,309031.9004,316909.5224,314056.7738,315581.3480,312794.3049,51316572.6209,51321497.9357,51337484.0281,51326072.3082,313546.0361,51333877.8095,5855.4569,4124.6984,1598.8137,-3985.2438,4577.9556,5995.4050,-5173.6548,1469.6939,-2188.3541,-261.1280,-1816.0709,135.2506,4269.7585,-317.7789,3995.4461,-2144.7367,6729.1995,6838.9090,5819.8163,-4727.7348,-158523.4157,-143601.0940,-157206.1319,-153343.9574,-157727.1980,-156589.1442,-149268.0233,-153106.2175,289346690.8208,289333912.7664,289345848.1398,289340789.9239,-151629.7583,289339989.7017,3027.7578,5515.3837,-1523.0971,-4946.3186,-1257.4313,982.7159,4160.9133,2246.4740,-3446.4552,4884.0030,2526.2052,-338.7012,-4026.7079,3777.9685,2481.6462,2910.7799,-78.3525,-735.8274,-871.8165,4461.2670,-188089.2309,-186964.3133,-188490.7977,-185291.0287,-182298.0929,-191307.4605,-197164.4439,-187673.9549,39411146.2993,39389503.3008,39382362.9700,39400812.6562,-188427.2657,39402601.9432,
5100.000,2821.2154,1688.3996,-6304.6193,642.6407,5503.4703,-1995.3468,-596.7559,-5233.9847,3972.8893,5401.3497,-6835.9436,-6633.7228,5222.7710,4580.2109,6232.3247,-5178.9146,3045.2010,2316.1065,-2325.2511,-3851.1104,310839.4314,317798.5553,313978.0102,312178.9005,320042.6652,317212.3596,318658.0782,316190.8916,44985347.2608,44990094.8383,45005650.9111,44994767.8212,316656.1839,45002579.4297,5966.2139,4173.5793,2806.5085,-4165.3520,3031.1367,6628.8148,-4980.1417,2531.5668,-3525.8192,-2071.9707,-664.3664,1329.7021,3742.3323,-1756.2271,2849.9176,-464.3430,6026.3442,6156.4087,6498.0044,-4051.4115,-151978.0859,-136771.0727,-150530.7751,-146625.8627,-151080.6651,-149914.6844,-142720.6494,-146334.8704,290402739.1761,290389729.2897,290402081.6882,290396261.0268,-145003.1045,290396090.1625,1353.3281,5233.6322,279.2133,-5487.4500,-2665.3754,-560.1632,4608.8642,3761.3360,-4284.6614,3786.4301,795.2952,1463.6894,-2585.2869,4879.5092,1051.5734,4264.5771,-1598.4157,-2202.5501,673.4355,3814.1496,-188124.2494,-186939.0147,-188381.1306,-185499.7233,-182199.0821,-191017.4205,-197241.0890,-187279.4119,39407549.8792,39386200.3246,39378652.4418,39397651.6384,-188417.4730,39398819.2695,
5400.000,3945.8944,3673.8020,-5431.9705,-1525.6614,5567.0689,-430.7667,-2670.7951,-3566.7265,2087.1756,5413.8526,-6818.2139,-5694.0524,6241.1030,2942.2249,6766.1938,-4158.9724,4125.8396,3540.5199,-748.7071,-5425.0307,314187.8667,320766.5379,316846.3167,315191.0148,323034.7050,320224.4646,321598.1983,319472.7368,38632481.5672,38637063.3660,38652170.6288,38641906.0374,319626.3476,38649638.9657,5441.9079,3865.2984,3736.6187,-3994.9813,1161.2460,6624.9587,-4321.7567,3385.3958,-4545.1728,-3649.4570,544.4588,2408.7885,2872.0388,-3069.6703,1437.9395,1303.1422,4737.5961,4878.4730,6549.3197,-2990.4808,-145351.8096,-129879.3389,-143788.3197,-139839.0023,-144369.0479,-143164.5000,-136111.1010,-139389.3302,291320265.2685,291307016.4715,291319766.5179,291313206.8234,-138312.7403,291313664.9514,-478.9670,4386.3243,2051.2553,-5439.7302,-3774.4605,-2043.3749,4538.0958,4872.6522,-4643.0888,2280.7847,-1021.5084,3108.6049,-866.3679,5456.9545,-491.1209,5119.5581,-2947.7596,-3433.8892,2146.5841,2728.8741,-188159.3307,-186914.6918,-188271.4233,-185715.6967,-182103.3392,-190720.6908,-197312.8327,-186968.5989,39403949.3318,39382904.4225,39374949.8209,39394499.5148,-188407.5709,39395036.4162,
