0.000,-4033.6267,4502.6313,4794.8468,6249.3840,979.2774,5740.5703,718.4485,1128.3363,-3786.4969,4439.2447,6353.4584,-4529.6888,-4919.7434,-6606.9407,-2413.9995,-5021.7979,1921.6804,1792.1015,-3382.5074,-4281.2674,-33616.8528,-14005.8135,-16273.7002,-20806.1548,-14143.9606,-16881.3744,-22443.7481,-20983.6069,24071259.0634,24085480.9325,24063821.0463,24063415.4499,-20917.3611,24062972.6348,1307.8958,2296.9700,-3681.4320,2479.5384,-5915.3847,-2868.3294,667.7400,6043.2702,-1636.2655,3852.2208,2000.1277,2614.6549,3318.8161,1271.2056,-4515.0418,746.0139,-3792.9204,-6328.0082,5949.7901,5455.7767,-363632.2003,-338156.6217,-360601.1886,-362389.7809,-357212.3012,-359210.2034,-352760.1926,-358227.6714,338981235.0233,338996400.7296,338957200.8393,338957339.5387,-356830.1716,338962667.3457,-5439.4729,4361.3667,3154.0270,-473.8408,3437.8342,-2637.8627,-6875.0942,-3214.5687,-5476.0481,3694.5025,-1922.7879,-4393.4530,-3556.0980,1603.1118,4670.2285,4536.4033,5167.2414,1922.7598,893.4522,40.3594,76744.4174,72925.9546,71491.1767,78480.9771,77237.5383,66539.5937,66098.4269,71708.9110,-50423899.4948,-50448676.1284,-50409986.1772,-50420413.6518,72885.7813,-50425888.7215,
2700.000,4093.8957,-3851.9202,-5501.5801,-5485.9939,-2735.8666,-6060.7705,-1836.0572,1169.5704,2877.0509,-2665.3870,-5070.3990,5300.1661,5306.6480,6388.4399,258.8653,5105.1089,-2764.3355,-3416.5511,4885.4489,5799.8112,35422.4807,50341.6627,50656.6752,46407.9326,53626.3473,51217.8716,45279.9949,47027.8985,-42589652.6626,-42581951.5483,-42591736.3223,-42591312.4468,46668.1410,-42597155.0434,609.1762,-3199.7390,1963.0359,-3835.3538,4806.5129,587.6825,-394.1962,-6356.8603,3108.8391,-4371.6675,-3893.7774,-977.5536,-1312.0493,828.6484,5307.3461,987.9469,3173.6676,5337.7746,-4531.3430,-3687.8628,-364374.9573,-334734.4139,-358747.8566,-359320.4542,-354273.7209,-356290.2624,-350738.8090,-353623.9154,337163022.0187,337180066.1198,337141515.0409,337143596.0511,-354114.0714,337144022.8627,5500.3555,-4430.7245,-3532.9969,764.2359,-4158.3608,3314.1084,6670.5020,2505.6966,5373.4172,-4704.9834,2671.5436,4176.3805,4225.3609,-2529.4409,-4461.8022,-4411.6460,-5217.3219,-2618.6763,-1808.5901,-928.4317,78144.5517,74056.4857,73559.3724,78430.9441,79642.4265,69670.4088,66069.6167,75803.5565,-50476007.0517,-50499751.5811,-50458753.2333,-50468667.7415,74149.8870,-50475650.7896,
3000.000,4239.7407,-5427.8378,-5200.1413,-6060.4554,-1707.7954,-6200.6892,346.0081,-580.0658,3993.4620,-3999.2061,-6238.3167,4172.1900,5551.1266,6859.4630,2255.6477,4853.0305,-1402.5758,-2491.8922,4134.8711,4883.1335,43089.0803,57421.4036,58017.6216,53801.7920,61077.8043,58695.2584,52757.6113,54212.1462,-49942080.7270,-49935105.9045,-49943647.0746,-49943303.1736,54111.9535,-49949487.8720,-1548.2911,-2306.8674,3753.8450,-2744.8916,6113.9278,2330.8515,-1047.7553,-5854.4853,1224.3053,-4830.1188,-2738.5922,-2786.4505,-2980.3671,-417.4987,4547.4684,-1158.4964,4764.9791,6323.7744,-5526.9717,-4884.3238,-363644.6517,-333603.6302,-357738.1386,-358179.6940,-353154.3762,-355157.1809,-349723.8953,-352113.9293,336153396.7909,336170566.1846,336132296.8881,336134663.0593,-353023.0974,336134366.9908,5198.2290,-3148.8872,-2335.4500,-1073.8573,-2750.8185,2050.3362,6841.2586,3664.0690,5419.0158,-3001.2007,1270.9704,4615.9394,2841.1241,-803.6005,-4730.1773,-4648.4325,-4500.8242,-893.9351,-15.6428,616.2972,78297.4983,74181.8370,73796.8897,78396.1583,79891.7049,70049.1098,66092.5219,75793.5645,-50481797.4820,-50505421.9023,-50464230.7747,-50474233.9967,74290.0646,-50481179.8397,
3300.000,4017.5593,-6405.0094,-4389.3097,-5987.8241,-541.0961,-5752.7868,2515.5406,-2302.0070,4754.3707,-4901.5604,-6798.1747,2652.6465,5266.3297,6649.8825,4055.7416,4151.8282,64.8369,-1322.1025,2970.0943,3489.3880,50741.9800,64475.6642,65351.1876,61168.4321,68501.7430,66140.5744,60213.4200,61346.6028,-57270728.9278,-57264479.4069,-57271797.4901,-57271571.4793,61530.4650,-57278039.7723,-3539.8670,-1196.8228,5150.8605,-1347.6368,6815.5291,3833.1012,-1495.2137,-4805.8791,-754.0435,-4828.5160,-1329.6403,-4342.5948,-4329.9460,-1613.2184,3389.5421,-3196.7247,5859.4520,6660.0150,-5968.7826,-5612.0274,-362751.7774,-332324.1412,-356568.9034,-356879.2403,-351878.2609,-353864.0529,-348551.4181,-350531.9990,334983449.3390,335000727.6446,334962778.5871,334965423.9734,-351775.6568,334964392.5835,4329.6664,-1491.8458,-876.0441,-2786.8503,-1047.1109,567.1897,6282.9015,4430.3262,4863.3997,-979.0242,-265.8689,4537.2910,1150.0816,1008.7915,-4494.5816,-4363.7589,-3253.0847,929.7670,1778.9709,2095.0329,78449.9424,74307.1385,74035.2899,78355.0114,80137.4673,70434.2660,66120.4341,75662.7374,-50487587.6193,-50511091.2421,-50469719.4166,-50479833.4485,74430.1862,-50486708.8761,
3600.000,3439.5712,-6673.7135,-3138.5156,-5288.1327,667.6612,-4751.2781,4432.8588,-3834.9232,5075.4295,-5296.9088,-6699.1311,896.4116,4466.2741,5777.1164,5483.5247,3070.1109,1490.3670,-6.6264,1491.5332,1744.8937,58377.6838,71501.3414,72654.0718,68504.5088,75894.9631,73549.8404,67644.0555,68454.9263,-64572101.7523,-64566576.1886,-64572692.9852,-64572621.8314,68920.3867,-64579315.3913,-5165.6938,27.8476,6018.4838,222.3123,6839.0918,4959.8810,-1694.9319,-3317.9661,-2625.5802,-4345.4422,210.7444,-5486.2183,-5239.0016,-2659.8204,1943.5068,-4917.6116,6328.9049,6317.3825,-5824.7380,-5811.6579,-361696.5635,-330896.5246,-355240.7137,-355419.2547,-350446.0586,-352411.5907,-347221.7523,-348905.7669,333653736.7192,333671107.6594,333633516.2157,333636430.4604,-350372.3324,333634656.7390,2989.1079,343.2405,681.7032,-4175.6576,769.4905,-976.6434,5054.6443,4722.6704,3767.9908,1147.1944,-1774.2375,3949.2642,-665.1520,2712.3634,-3779.9402,-3589.3400,-1620.7052,2650.3788,3380.3949,3349.4442,78601.8894,74432.3908,74274.3857,78307.3494,80379.7304,70825.9406,66153.3032,75432.9427,-50493377.3455,-50516759.5904,-50475218.9562,-50485463.8181,74570.2516,-50492237.8987,
3900.000,2548.6687,-6203.7164,-1561.9979,-4047.5372,1818.7044,-3284.3385,5883.5768,-5032.0791,4912.1962,-5163.2885,-5955.1772,-921.4139,3216.2011,4326.1388,6396.9973,1710.2973,2734.9477,1338.5246,-166.4141,-188.1197,65992.6993,78495.3451,79922.9882,75806.6920,83254.2752,80919.0340,75046.1589,75561.3234,-71842716.6756,-71837913.3746,-71842851.9088,-71842971.2245,76278.4434,-71849832.3657,-6264.1808,1253.5962,6276.1012,1809.1341,6181.0388,5614.1639,-1641.3353,-1537.4103,-4204.0680,-3408.6697,1747.2021,-6096.2184,-5631.6721,-3472.3298,342.8298,-6143.1164,6111.9992,5337.3013,-5121.2418,-5473.9686,-360479.3156,-329321.4224,-353754.2062,-353799.9143,-348858.5171,-350800.5922,-345735.3512,-347252.2826,332164892.1928,332182339.6003,332145142.0278,332148310.7545,-348813.7762,332145792.7544,1322.5695,2137.2745,2162.8090,-5079.6037,2502.9964,-2416.0995,3286.9900,4509.9448,2254.1462,3151.2444,-3092.6861,2917.7922,-2408.6702,4123.3447,-2662.0462,-2411.6507,203.6218,4077.1236,4614.7875,4245.3230,78753.3449,74557.5949,74513.9885,78253.0166,80618.5098,71224.1850,66191.0815,75134.2244,-50499166.5427,-50522426.9372,-50480729.1887,-50491122.8836,74710.2606,-50497766.9076,
4200.000,1415.9394,-5048.1133,191.4144,-2407.0447,2816.9831,-1486.2646,6703.0763,-5775.3268,4266.3606,-4532.8620,-4643.0045,-2622.9634,1627.4031,2440.8797,6702.1351,199.3762,3681.4672,2590.8461,-1847.7062,-2126.8092,73583.5394,85454.5998,87154.6681,83071.6684,90576.5020,88244.0836,82416.3796,82687.6359,-79079105.8219,-79075022.7434,-79078807.2033,-79079150.9128,83601.3745,-79086122.9823,-6728.5566,2366.0344,5905.7219,3250.6866,4907.1566,5744.5802,-1363.9991,363.9721,-5336.4628,-2094.6872,3143.1553,-6103.2609,-5484.0397,-3985.9932,-1267.5111,-6744.8936,5222.9107,3826.5193,-3938.8638,-4639.3567,-359100.4158,-327599.5411,-352110.0911,-352021.4040,-347116.4485,-349031.9422,-344092.7455,-345576.7403,330517624.9252,330535132.7494,330498364.1550,330501769.3520,-347100.7091,330498509.8234,-488.2073,3675.7771,3400.7319,-5394.5976,3966.2127,-3597.5912,1168.3153,3814.8579,489.9065,4819.6978,-4080.4600,1558.6388,-3892.7832,5089.6887,-1259.8194,-962.6361,2003.7658,5051.9759,5348.3746,4686.9656,78904.3139,74682.7514,74753.9086,78191.8569,80853.8202,71629.0334,66233.7239,74801.8844,-50504955.0932,-50528093.2723,-50486249.9071,-50496808.4994,74850.2133,-50503295.9026,
4500.000,135.5051,-3337.0858,1952.4171,-546.1031,3579.6954,475.0613,6795.9550,-5986.8571,3187.5316,-3486.4100,-2893.6074,-4045.0951,-152.8870,309.4135,6363.0369,-1322.5492,4245.7013,3632.3573,-3389.4543,-3885.1261,81146.7242,92376.0459,94345.8616,90296.1458,97858.4805,95520.8603,89751.3770,89850.7796,-86277817.6185,-86274452.3810,-86277108.0589,-86277708.1264,90885.9358,-86284735.8325,-6517.6178,3260.3071,4952.8245,4394.7432,3145.7302,5348.8631,-922.0413,2205.7788,-5918.1154,-522.5708,4272.7444,-5497.9984,-4824.5255,-4160.9087,-2743.9540,-6658.2588,3751.2613,1944.9175,-2402.7011,-3392.8315,-357560.3226,-325731.6507,-350309.1520,-350083.9060,-345220.7293,-347106.6122,-342294.5433,-343872.6078,328712719.6481,328730271.9608,328693966.2712,328697586.6633,-345233.9204,328693592.6991,-2245.8246,4774.9671,4256.3381,-5084.5121,5001.2859,-4395.4233,-1075.1504,2711.6192,-1328.7581,5975.1072,-4632.4222,24.4574,-4958.3585,5507.4652,277.1114,594.8053,3566.1418,5467.1729,5501.8228,4627.2640,79054.8015,74807.8613,74993.9556,78123.7173,81085.6752,72040.4972,66281.1878,74473.1695,-50510742.8796,-50533758.5855,-50491780.9033,-50502518.6089,74990.1094,-50508824.8838,
4800.000,-1183.0111,-1262.5750,3547.6883,1336.8937,4042.7458,2413.9852,6147.6192,-5637.6054,1769.9508,-2142.7974,-878.8324,-5055.1630,-1955.3209,-1855.1954,5406.5138,-2715.0457,4383.3882,4360.5305,-4637.6955,-5291.6714,88678.7827,99256.6409,101493.3396,97476.8576,105097.0636,102745.1687,97047.8221,97060.8409,-93435418.4424,-93432768.3273,-93434321.5602,-93435207.7718,98128.9006,-93442237.4581,-5659.2567,3850.5777,3520.5189,5114.6986,1074.0654,4472.5632,-394.5422,3816.1470,-5902.5329,1157.0596,5031.8402,-4333.1970,-3729.0205,-3984.6030,-3957.0986,-5889.6775,1852.9443,-111.8828,-668.8062,-1855.1647,-355859.5705,-323718.5848,-348352.2451,-347987.5891,-343172.2996,-345025.6614,-340341.4292,-342122.9907,326751036.2854,326768617.2875,326732807.2215,326736618.6265,-343214.2675,326731901.3198,-3759.1301,5303.8023,4633.5875,-4185.0284,5496.7783,-4724.9596,-3203.9732,1318.1638,-3000.1037,6494.8976,-4689.9581,-1512.4968,-5491.6201,5331.8258,1784.3706,2085.1551,4705.5094,5276.8964,5058.5811,4072.6043,79204.8127,74932.9252,75233.9386,78048.4512,81314.0874,72458.5567,66333.4328,74184.0233,-50516529.7850,-50539422.8663,-50497321.9683,-50508251.2520,75129.9489,-50514353.8512,
5100.000,-2423.6627,943.8037,4816.9587,3045.3693,4165.7136,4144.5617,4826.1606,-4751.2899,144.2756,-645.0992,1205.5602,-5563.3479,-3604.4562,-3836.3325,3920.2936,-3850.2307,4092.8055,4698.2686,-5462.7715,-6206.4472,96176.2542,106093.3608,108593.8949,104610.5692,112289.1210,109912.7362,104302.3995,104319.9806,-100548494.2587,-100546556.2147,-100547034.3243,-100548234.1159,105327.0615,-100555213.9891,-4246.4267,4077.8087,1758.0121,5323.5232,-1099.8175,3203.5570,131.5921,5047.9154,-5304.5311,2776.6815,5347.3273,-2719.2345,-2311.7964,-3472.6204,-4803.0255,-4516.5708,-266.9295,-2133.0421,1091.7624,-171.1844,-353998.7701,-321561.2402,-346240.2988,-345732.5943,-340972.1635,-342790.2373,-338234.1642,-340302.8955,324633509.5439,324651103.5710,324615820.6151,324619796.2815,-341042.6755,324614370.3994,-4864.1837,5199.3375,4490.1946,-2799.7855,5399.4594,-4551.3000,-4991.7227,-216.3890,-4339.3559,6324.0434,-4246.9448,-2879.9724,-5435.7919,4581.6525,3100.6134,3340.2975,5287.0624,4502.1526,4066.5905,3082.1967,79354.3521,75057.9441,75473.6668,77965.9241,81539.0683,72883.1508,66390.4210,73966.2691,-50522315.6927,-50545086.1043,-50502872.8927,-50514004.5683,75269.7317,-50519882.8048,
5400.000,-3474.0780,3036.7910,5629.0850,4404.8928,3935.1407,5498.1610,2974.3472,-3403.3515,-1534.6160,854.8249,3158.7313,-5530.2279,-4935.5292,-5435.5961,2044.8606,-4624.3883,3413.0133,4602.1583,-5772.9933,-6535.0181,103635.6901,112883.2013,115644.3444,111694.0856,119431.5416,117019.2002,111511.8090,111622.1471,-107613652.2483,-107612422.8959,-107611854.1301,-107613392.4543,112477.2317,-107620272.7719,-2426.3920,3915.3840,-155.1403,4984.6117,-3158.2583,1663.1640,574.4311,5792.2174,-4196.6752,4168.6385,5184.0495,-813.3872,-713.4972,-2667.2356,-5212.0333,-2679.3157,-2376.6201,-3914.1565,2709.8074,1503.7760,-351978.6078,-319260.5763,-343974.3132,-343319.0196,-338621.3882,-340401.5761,-335973.5848,-338381.9944,322361148.4674,322378739.9961,322344014.3825,322348125.3092,-338720.1370,322342008.9819,-5441.7878,4473.9617,3842.2592,-1089.0235,4719.8278,-3892.8081,-6249.2842,-1727.8061,-5199.1375,5480.6276,-3350.3772,-3925.1903,-4796.7726,3337.5932,4085.0171,4218.7206,5242.1380,3228.5358,2633.2638,1761.8904,79503.4245,75182.9188,75712.9500,77876.0216,81760.6284,73314.1624,66452.1166,73845.4414,-50528100.4864,-50550748.2890,-50508433.4672,-50519776.7980,75409.4576,-50525411.7446,
