sl_100_5400_20250610 Coordinates.csv
2025/06/10 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:27 2024,
Start: 2025/06/10 07:47:00.00, Stop: 2025/06/10 09:17:00.00,
TIME_UNITS,STARLINK-6227 - X-Coordinate,STARLINK-4263 - X-Coordinate,STARLINK-3335 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-2633 - X-Coordinate,STARLINK-31575 - X-Coordinate,STARLINK-3004 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-4015 - X-Coordinate,STARLINK-2647 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-5226 - X-Coordinate,STARLINK-11171 [DTC] - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-4119 - X-Coordinate,STARLINK-30989 - X-Coordinate,STARLINK-5425 - X-Coordinate,STARLINK-3635 - X-Coordinate,STARLINK-2331 - X-Coordinate,STARLINK-4392 - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-30580 - X-Coordinate,STARLINK-3259 - X-Coordinate,STARLINK-30808 - X-Coordinate,STARLINK-4599 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-5404 - X-Coordinate,STARLINK-30486 - X-Coordinate,STARLINK-5451 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-4790 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-32193 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-1173 - X-Coordinate,STARLINK-5487 - X-Coordinate,STARLINK-5980 - X-Coordinate,STARLINK-2736 - X-Coordinate,STARLINK-6315 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-4350 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-2717 - X-Coordinate,STARLINK-5558 - X-Coordinate,STARLINK-5996 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-2446 - X-Coordinate,STARLINK-31556 - X-Coordinate,STARLINK-5984 - X-Coordinate,STARLINK-31703 - X-Coordinate,STARLINK-30133 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-4131 - X-Coordinate,STARLINK-30598 - X-Coordinate,STARLINK-3692 - X-Coordinate,STARLINK-4352 - X-Coordinate,STARLINK-11206 [DTC] - X-Coordinate,STARLINK-5865 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-30201 - X-Coordinate,STARLINK-1361 - X-Coordinate,STARLINK-6187 - X-Coordinate,STARLINK-5109 - X-Coordinate,STARLINK-4025 - X-Coordinate,STARLINK-30175 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-4396 - X-Coordinate,STARLINK-3238 - X-Coordinate,STARLINK-30396 - X-Coordinate,STARLINK-1533 - X-Coordinate,STARLINK-4777 - X-Coordinate,STARLINK-30244 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-1017 - X-Coordinate,STARLINK-31929 - X-Coordinate,STARLINK-5379 - X-Coordinate,STARLINK-1876 - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-5788 - X-Coordinate,STARLINK-31123 - X-Coordinate,STARLINK-2516 - X-Coordinate,STARLINK-32007 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-5707 - X-Coordinate,STARLINK-2429 - X-Coordinate,STARLINK-2728 - X-Coordinate,STARLINK-30865 - X-Coordinate,STARLINK-31145 - X-Coordinate,STARLINK-30570 - X-Coordinate,STARLINK-4485 - X-Coordinate,STARLINK-2660 - X-Coordinate,STARLINK-31983 - X-Coordinate,STARLINK-5631 - X-Coordinate,STARLINK-31148 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6227 - Y-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-3335 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-2633 - Y-Coordinate,STARLINK-31575 - Y-Coordinate,STARLINK-3004 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-4015 - Y-Coordinate,STARLINK-2647 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-5226 - Y-Coordinate,STARLINK-11171 [DTC] - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-4119 - Y-Coordinate,STARLINK-30989 - Y-Coordinate,STARLINK-5425 - Y-Coordinate,STARLINK-3635 - Y-Coordinate,STARLINK-2331 - Y-Coordinate,STARLINK-4392 - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-30580 - Y-Coordinate,STARLINK-3259 - Y-Coordinate,STARLINK-30808 - Y-Coordinate,STARLINK-4599 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-5404 - Y-Coordinate,STARLINK-30486 - Y-Coordinate,STARLINK-5451 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-4790 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-32193 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-1173 - Y-Coordinate,STARLINK-5487 - Y-Coordinate,STARLINK-5980 - Y-Coordinate,STARLINK-2736 - Y-Coordinate,STARLINK-6315 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-4350 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-2717 - Y-Coordinate,STARLINK-5558 - Y-Coordinate,STARLINK-5996 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-2446 - Y-Coordinate,STARLINK-31556 - Y-Coordinate,STARLINK-5984 - Y-Coordinate,STARLINK-31703 - Y-Coordinate,STARLINK-30133 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-4131 - Y-Coordinate,STARLINK-30598 - Y-Coordinate,STARLINK-3692 - Y-Coordinate,STARLINK-4352 - Y-Coordinate,STARLINK-11206 [DTC] - Y-Coordinate,STARLINK-5865 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-30201 - Y-Coordinate,STARLINK-1361 - Y-Coordinate,STARLINK-6187 - Y-Coordinate,STARLINK-5109 - Y-Coordinate,STARLINK-4025 - Y-Coordinate,STARLINK-30175 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-4396 - Y-Coordinate,STARLINK-3238 - Y-Coordinate,STARLINK-30396 - Y-Coordinate,STARLINK-1533 - Y-Coordinate,STARLINK-4777 - Y-Coordinate,STARLINK-30244 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-1017 - Y-Coordinate,STARLINK-31929 - Y-Coordinate,STARLINK-5379 - Y-Coordinate,STARLINK-1876 - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-5788 - Y-Coordinate,STARLINK-31123 - Y-Coordinate,STARLINK-2516 - Y-Coordinate,STARLINK-32007 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-5707 - Y-Coordinate,STARLINK-2429 - Y-Coordinate,STARLINK-2728 - Y-Coordinate,STARLINK-30865 - Y-Coordinate,STARLINK-31145 - Y-Coordinate,STARLINK-30570 - Y-Coordinate,STARLINK-4485 - Y-Coordinate,STARLINK-2660 - Y-Coordinate,STARLINK-31983 - Y-Coordinate,STARLINK-5631 - Y-Coordinate,STARLINK-31148 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6227 - Z-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-3335 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-2633 - Z-Coordinate,STARLINK-31575 - Z-Coordinate,STARLINK-3004 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-4015 - Z-Coordinate,STARLINK-2647 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-5226 - Z-Coordinate,STARLINK-11171 [DTC] - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-4119 - Z-Coordinate,STARLINK-30989 - Z-Coordinate,STARLINK-5425 - Z-Coordinate,STARLINK-3635 - Z-Coordinate,STARLINK-2331 - Z-Coordinate,STARLINK-4392 - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-30580 - Z-Coordinate,STARLINK-3259 - Z-Coordinate,STARLINK-30808 - Z-Coordinate,STARLINK-4599 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-5404 - Z-Coordinate,STARLINK-30486 - Z-Coordinate,STARLINK-5451 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-4790 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-32193 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-1173 - Z-Coordinate,STARLINK-5487 - Z-Coordinate,STARLINK-5980 - Z-Coordinate,STARLINK-2736 - Z-Coordinate,STARLINK-6315 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-4350 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-2717 - Z-Coordinate,STARLINK-5558 - Z-Coordinate,STARLINK-5996 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-2446 - Z-Coordinate,STARLINK-31556 - Z-Coordinate,STARLINK-5984 - Z-Coordinate,STARLINK-31703 - Z-Coordinate,STARLINK-30133 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-4131 - Z-Coordinate,STARLINK-30598 - Z-Coordinate,STARLINK-3692 - Z-Coordinate,STARLINK-4352 - Z-Coordinate,STARLINK-11206 [DTC] - Z-Coordinate,STARLINK-5865 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-30201 - Z-Coordinate,STARLINK-1361 - Z-Coordinate,STARLINK-6187 - Z-Coordinate,STARLINK-5109 - Z-Coordinate,STARLINK-4025 - Z-Coordinate,STARLINK-30175 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-4396 - Z-Coordinate,STARLINK-3238 - Z-Coordinate,STARLINK-30396 - Z-Coordinate,STARLINK-1533 - Z-Coordinate,STARLINK-4777 - Z-Coordinate,STARLINK-30244 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-1017 - Z-Coordinate,STARLINK-31929 - Z-Coordinate,STARLINK-5379 - Z-Coordinate,STARLINK-1876 - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-5788 - Z-Coordinate,STARLINK-31123 - Z-Coordinate,STARLINK-2516 - Z-Coordinate,STARLINK-32007 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-5707 - Z-Coordinate,STARLINK-2429 - Z-Coordinate,STARLINK-2728 - Z-Coordinate,STARLINK-30865 - Z-Coordinate,STARLINK-31145 - Z-Coordinate,STARLINK-30570 - Z-Coordinate,STARLINK-4485 - Z-Coordinate,STARLINK-2660 - Z-Coordinate,STARLINK-31983 - Z-Coordinate,STARLINK-5631 - Z-Coordinate,STARLINK-31148 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3127.8135,4531.8187,-2120.6127,5835.1774,4294.9772,-1371.2641,794.4436,-3044.2521,-958.5467,3085.5888,909.0385,4961.2150,-236.8324,4343.0217,1804.1558,-5848.3976,-2368.8630,2394.9888,-6046.2991,1971.4977,880.8636,-4530.6334,3534.9380,6336.1975,1565.0336,-5868.5258,6177.3598,-6016.0765,-324.1129,6409.7750,-5691.0655,-349.5156,640.9365,3628.4874,-6168.8397,1159.0718,-68.7113,1061.5210,-5592.0063,-4711.8770,3729.3084,6472.8610,-5453.3024,-4610.3804,-4347.0002,314.4504,-1646.5079,-4408.5089,3811.8950,-4650.3693,-3223.9709,0.0000,1871.6550,6288.6726,2486.1815,-127.6892,-1912.6458,5162.5095,-2632.4780,745.1489,-3410.4366,-5832.0920,-2850.9018,5475.0260,55.5488,3373.0322,3058.5994,-4091.4298,4757.9901,3585.5311,6835.4712,867.4314,6862.3513,-6039.0850,2725.4538,700.3294,-4150.7990,-4836.1070,-6672.5380,-1980.5710,-117.0415,5422.1619,-5156.0062,-1851.9315,-5818.0542,3479.6220,-5569.1968,-764.7452,2119.5468,-4856.9869,2928.5670,1799.3052,-1720.8913,5626.7585,-5173.6506,-3196.7301,-4149.1139,4199.6073,6250.0088,-5065.0723,220876.3657,248376.6313,227022.5806,224803.2518,229913.0406,227841.6211,234450.1376,230412.2323,175687837.7577,175714357.4076,175715100.1621,175710266.0328,230293.0526,175701593.5977,-4050.2461,-5009.7046,-6581.1467,3637.8242,-267.4097,6181.8358,4441.6945,-3357.5265,4063.8943,-5243.1416,5362.7891,-379.3667,-6389.7350,-902.9763,3777.3120,3689.2692,4702.8958,4757.7459,824.6001,-5158.5514,-4617.3029,5176.4420,-2648.8176,1237.5029,-5225.3877,-2131.0226,-1594.3305,-2611.0739,6909.4845,-266.3918,3617.0195,5383.1821,6050.5490,2540.8149,2566.3071,-4236.2741,-4199.0799,3907.4409,-3171.7607,242.5704,-5563.4559,554.4337,-3804.8767,1700.3041,-499.5828,-2451.3714,6314.2828,4348.0898,2935.3316,-1972.2948,-1104.9461,0.0000,-5048.2700,-646.4964,3241.0198,-2754.5466,3672.4977,213.8629,3236.6773,-619.5867,4123.5771,-3018.1238,-4570.9061,-1355.3148,-4618.7582,4178.0564,4968.3132,966.2530,1786.0869,-5390.3865,1056.2909,6854.1344,645.2350,2440.0191,-6265.6670,-6428.1482,-4012.5071,191.8068,-276.6681,-5812.4135,5531.2538,-3263.6931,-450.4666,3952.3120,3649.5973,-4259.2819,3704.5951,-6845.3689,-2049.8435,-3524.7350,3294.1158,5543.2606,5503.7661,-2315.2791,-1377.1206,4407.6606,1111.1747,1377.8729,972.9125,3854.4445,-276328.9537,-277510.1456,-281574.7752,-276750.8269,-283373.7401,-280515.6383,-275128.2127,-277145.1893,187513727.9005,187510767.5406,187501502.8879,187514754.0125,-276619.9795,187523333.3900,4670.1717,1457.6456,279.9581,885.3353,-5426.5391,-2546.2542,5267.7732,5222.4707,-5523.2124,-3299.5466,-4264.8170,4786.4293,2627.9859,5022.4298,5502.3848,-231.2208,-4524.3397,-4418.7844,-3254.9119,-4163.5068,5097.2902,-893.3955,-5244.0070,2474.7060,-4288.7628,-2996.1561,2631.1099,-1674.4606,-511.7285,2576.8764,1561.8710,4289.4058,-3295.5923,5222.6949,-1861.8589,5090.6615,-5500.8975,-5656.9367,2615.6717,5020.7546,-1789.3534,2363.2149,1986.6967,4865.3739,5314.1838,6491.2519,2332.1067,3141.9100,4945.9724,-4586.9237,6039.9250,0.0000,4359.7485,2878.6043,5424.1204,-6380.6500,5528.6405,4617.5345,-5522.0567,6863.7839,4019.4792,-2242.8499,4358.9738,-4030.1244,5146.9142,-4399.8485,3704.1222,5483.4166,-4720.9280,-2440.4882,-88.3644,-317.0678,737.8249,2277.3705,-1067.9421,2527.4399,3829.7358,4939.2433,1376.2967,3212.9712,4135.5959,2828.3473,4597.3771,-5389.5805,-854.9926,4024.7116,1788.7140,-790.6093,-6291.0744,-3484.9933,5326.7578,3722.3078,-3853.4709,3316.9987,-4414.7153,-4259.4470,5402.3441,5190.7476,-2842.7945,2744.6628,-178949.6484,-178115.5073,-180919.4768,-173521.3048,-175172.7952,-185891.1807,-185950.3096,-177632.8337,64273461.1282,64253783.8649,64281020.1497,64285078.1128,-179343.6943,64285118.4009,
300.000,1453.1726,3136.1378,-3132.5741,6512.1106,3542.9593,177.6409,464.5723,-4802.1681,1130.7874,1323.1073,2309.5289,3735.9297,-1550.0110,4438.3839,3739.6747,-4869.9011,-619.7075,4122.8040,-4798.2075,79.2238,1022.1946,-3049.7422,1669.7751,6876.7427,-231.3190,-6718.7780,6175.4770,-5801.8283,1176.8067,5400.9644,-4403.0204,1344.1130,2063.0715,5124.6199,-5636.9384,-621.5165,-2193.5994,2549.3948,-5780.6019,-5184.5010,2044.8633,6852.7565,-4386.7846,-2986.6771,-4943.9882,-1689.5527,111.2416,-4355.7131,5389.4661,-5472.9402,-4578.9733,0.0000,94.4414,6756.0579,4011.5539,-1961.1672,45.6038,4731.7677,-779.0302,2566.2722,-1413.9774,-5883.1321,-4655.6956,5324.6809,-1889.0756,4496.9903,4588.6241,-3735.5595,5373.3184,1984.1774,6657.6012,2003.7404,6832.7067,-5791.3245,1362.7669,-877.1374,-5657.2203,-3726.5056,-6093.6327,-3690.2428,1491.4693,3833.9409,-4802.6567,304.4149,-4698.6165,1520.3560,-4760.1769,-2235.2706,3931.6151,-5191.0432,4681.2200,3359.3428,307.0888,4091.8615,-5024.5696,-1220.6050,-2994.5923,4013.5011,5671.6006,-4261.0224,226809.9106,254207.8101,232663.9197,230591.8169,235691.5596,233599.5507,240133.1228,236662.0003,171553006.3642,171579608.1887,171580890.9975,171575984.9083,236050.2122,171566841.8996,-5322.5872,-5313.1079,-5815.5298,2291.3484,-2306.1408,6729.2474,5933.7420,-2403.2738,4515.9992,-5035.2271,3963.1948,-2066.9447,-6677.9288,-2912.5676,2886.7533,4487.8646,5752.6966,4612.5622,2075.0936,-4655.2417,-2684.5058,5775.0080,-3764.1092,31.4054,-6034.0187,-1015.4005,-2946.1696,-1134.7748,6755.0950,-1550.1453,4277.5122,4335.1644,6386.7959,1174.3838,4022.1372,-5208.7846,-3750.0789,4830.1630,-3821.8928,2121.5154,-5852.7489,-695.7056,-3589.9585,3029.8035,1462.2412,-3197.8615,5958.0000,5289.4645,1861.0791,-26.4355,-2327.5198,0.0000,-5956.1109,-1387.1706,1669.3121,-1529.7481,4565.4885,-1897.7699,4356.4791,680.2253,4238.6796,-1243.6981,-3721.2641,-3253.0728,-3711.6079,2371.7705,4691.7116,3049.2322,-249.1108,-5347.8183,-181.7584,6283.1684,-861.2012,3718.5134,-6190.6581,-6800.0392,-2924.3264,1988.4484,1297.9571,-5544.5215,4415.0775,-4258.0592,1675.7427,4177.1628,4383.2777,-4356.0994,5022.7699,-6517.1184,-2685.0902,-1571.9436,2246.1094,5632.2181,5242.2138,-3216.0933,747.6970,4419.5113,2959.3758,-793.5934,-808.8639,5298.6485,-271731.4576,-272250.5347,-276582.3426,-271777.7015,-278471.3134,-275651.5516,-270185.5953,-272135.9847,191310347.8657,191307809.8870,191298493.5870,191311690.0469,-271682.7101,191319943.1129,4191.5739,3107.9740,2054.2840,-659.7981,-5486.2351,-1118.2406,3566.7348,4358.4278,-5125.1346,-4561.6465,-5171.3669,5423.8799,909.0449,4091.4470,5048.5551,-2009.3753,-3835.8302,-3100.7020,-4529.6544,-5115.1272,6308.7760,-2342.8840,-5482.5880,738.3685,-3416.9949,-1328.4114,915.8318,-3299.0490,1031.4904,4023.4890,3192.2707,5184.0604,-1678.1621,4390.2199,-360.7016,4207.6983,-5387.4916,-4308.9222,429.9258,4013.7817,-3105.1826,615.2220,3999.4505,5449.7610,4562.8902,5930.4488,3533.0851,1136.1858,3888.6042,-4074.7306,4664.1762,0.0000,3540.0080,843.0625,5218.0866,-6491.2740,5183.7583,4693.1816,-5321.2830,6404.5319,4980.0431,-3465.3397,3537.9648,-3018.2097,5519.8170,-4727.2217,2173.3127,4949.7383,-4379.2414,-3917.8753,-1875.5591,-2089.5154,-807.8315,523.7761,-2769.2438,1104.7840,2732.4766,5473.7587,2765.8319,1923.3441,5095.6691,3898.1099,4695.5130,-5528.1769,-2575.6426,5013.5089,280.9414,755.2459,-5059.2540,-4330.0867,4567.0662,2201.1266,-4531.3001,4572.1321,-4727.5844,-5174.7001,5468.5684,5452.6149,-3909.0871,1356.8185,-179040.0088,-178171.7540,-180890.9433,-173685.4909,-175070.9066,-185758.9862,-186167.5802,-177775.5894,64271418.0182,64251659.0479,64278579.9940,64282549.4089,-179389.0435,64282989.0926,
600.000,-330.9760,1406.0152,-3855.5799,6560.8398,2499.2147,1697.6983,34.3213,-6092.7932,3088.5512,-599.5219,3532.3861,2180.0070,-2698.9575,4093.4013,5319.6055,-3396.4655,1160.6229,5425.8256,-3088.9076,-1852.6156,964.5082,-1259.7363,-336.5376,6733.2280,-1980.0201,-6902.3059,5560.7886,-4994.1917,2573.6844,3867.2209,-2664.8153,2947.1811,3263.3882,6118.5156,-4560.8534,-2298.8925,-4111.3061,3738.9104,-5337.5289,-5173.8825,143.9903,6551.2199,-2874.4934,-1096.7299,-5087.6277,-3488.5701,1884.9352,-3871.3958,6437.2641,-5771.0520,-5400.2968,0.0000,-1665.2485,6538.6780,5156.3011,-3644.2906,1968.7168,3887.0598,1116.7147,4059.0590,752.9983,-5392.0509,-6010.0142,4684.1097,-3678.5989,5229.5726,5648.5287,-3064.2970,5507.4915,158.2449,5821.8534,2964.3803,6140.8584,-4966.9995,-162.1512,-2359.8054,-6614.9002,-2294.1000,-4900.2480,-5030.6422,2997.7282,1873.5280,-4027.3743,2426.3270,-3100.7295,-613.0877,-3490.1630,-3496.0596,5349.4629,-5065.0361,5983.1296,4567.8540,2324.2215,2155.5310,-4435.7068,893.8606,-1593.6795,3473.7664,4568.6889,-3055.7401,232653.0708,259926.3708,238201.8160,236275.2514,241365.8446,239255.8560,245708.6482,242754.5886,167336154.1448,167362825.1034,167364648.3254,167359654.2513,241701.5583,167350070.1068,-6104.8197,-5114.4372,-4465.5052,717.1944,-4139.1211,6593.3432,6780.6456,-1258.9059,4576.1209,-4371.2913,2197.2391,-3593.5435,-6304.3261,-4585.7531,1764.6568,4860.4381,6271.3427,4040.9621,3168.7126,-3738.7301,-465.7372,5832.7025,-4552.0440,-1169.3837,-6280.7910,185.9907,-3994.1069,493.2707,5945.9500,-2723.4498,4547.1285,2891.3083,6096.9884,-266.7162,5085.4930,-5651.7098,-2990.1658,5304.1606,-4061.7021,3761.0871,-5598.9538,-1869.5811,-2938.3059,4112.5553,3249.4950,-3690.9680,5044.8540,5683.0949,644.0348,1897.8093,-3351.4184,0.0000,-6307.8643,-1975.8090,-32.1415,-221.3909,5054.2846,-3835.7402,5094.3293,1980.5862,3945.4536,672.0758,-2545.2690,-4822.2384,-2489.9120,355.5731,3968.7345,4828.2397,-2241.4837,-4809.3675,-1422.5848,5085.7653,-2291.8916,4619.6591,-5516.5422,-6519.3113,-1578.8835,3628.3410,2766.2995,-4753.7282,2893.4887,-4877.5025,3648.1332,4053.6344,4708.5228,-4056.1882,5850.4942,-5554.8557,-2966.7568,542.5962,1024.8634,5179.0289,4513.8055,-3850.9491,2809.5897,4048.5767,4545.7186,-2892.5358,-2541.7012,6223.4357,-267006.1810,-266868.3447,-271468.2216,-266683.4288,-273445.7109,-270665.9599,-265127.0897,-266951.8781,195015812.7435,195013695.9094,195004350.8308,195017507.7321,-266625.7215,195025401.5050,3264.3029,4422.2796,3607.2252,-2134.3449,-4958.9207,435.3085,1485.2853,3025.3734,-4177.9011,-5334.2062,-5521.1627,5475.1505,-908.0139,2677.0308,4051.4961,-3571.3067,-2738.8441,-1449.1140,-5317.2743,-5516.9983,6847.9169,-3542.1989,-5116.8150,-1077.6440,-2180.6220,482.1219,-898.8143,-4545.1157,2464.2674,5036.0069,4479.1685,5515.2264,120.0505,3071.5468,1179.0462,2832.5213,-4696.3186,-2505.2377,-1801.6978,2570.0859,-4088.9741,-1199.1911,5585.5828,5447.9655,3314.0708,4741.0773,4355.4004,-990.5695,2409.9310,-3105.9154,2791.4553,0.0000,2341.1339,-1282.1940,4419.7833,-5916.0069,4279.6557,4266.8647,-4549.8180,5263.1458,5349.8784,-4318.3983,2338.3292,-1683.1964,5299.3065,-4551.7518,407.8571,3882.4908,-3570.3508,-4974.1586,-3460.7931,-3636.8797,-2267.0284,-1286.6901,-4172.2751,-435.6116,1342.4213,5419.5849,3844.1237,427.7430,5505.3757,4550.6628,4289.9537,-5077.7237,-4019.4756,5438.8028,-1257.0370,2220.1216,-3290.7371,-4713.9776,3315.8013,442.7526,-4725.7204,5337.7895,-4536.9621,-5533.1104,4943.5112,5102.9329,-4557.9930,-176.3092,-179130.4645,-178227.9905,-180859.4511,-173854.6920,-174972.5667,-185620.9810,-186379.0252,-178042.6929,64269379.9351,64249536.6270,64276140.5978,64280021.4024,-179434.2935,64280859.5789,
