sl_100_86400_20250425 Coordinates.csv
2025/04/25 07:47:00.0000 UTC

Generated: Tue Oct  8 16:21:25 2024,
Start: 2025/04/25 07:47:00.00, Stop: 2025/04/26 07:47:00.00,
TIME_UNITS,STARLINK-32020 - X-Coordinate,STARLINK-3607 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-3644 - X-Coordinate,STARLINK-11289 [DTC] - X-Coordinate,STARLINK-3374 - X-Coordinate,STARLINK-4777 - X-Coordinate,STARLINK-6310 - X-Coordinate,STARLINK-3979 - X-Coordinate,STARLINK-5404 - X-Coordinate,STARLINK-31090 - X-Coordinate,STARLINK-31272 - X-Coordinate,STARLINK-4182 - X-Coordinate,STARLINK-2391 - X-Coordinate,STARLINK-4003 - X-Coordinate,STARLINK-32210 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-31278 - X-Coordinate,STARLINK-2238 - X-Coordinate,STARLINK-2479 - X-Coordinate,STARLINK-2049 - X-Coordinate,STARLINK-31620 - X-Coordinate,STARLINK-1720 - X-Coordinate,STARLINK-4488 - X-Coordinate,STARLINK-30393 - X-Coordinate,STARLINK-31883 - X-Coordinate,STARLINK-4564 - X-Coordinate,STARLINK-5690 - X-Coordinate,STARLINK-2448 - X-Coordinate,STARLINK-1570 - X-Coordinate,STARLINK-30912 - X-Coordinate,STARLINK-5307 - X-Coordinate,STARLINK-2654 - X-Coordinate,STARLINK-31290 - X-Coordinate,STARLINK-31927 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-4596 - X-Coordinate,STARLINK-31517 - X-Coordinate,STARLINK-31866 - X-Coordinate,STARLINK-31560 - X-Coordinate,STARLINK-31451 - X-Coordinate,STARLINK-30529 - X-Coordinate,STARLINK-3928 - X-Coordinate,STARLINK-2020 - X-Coordinate,STARLINK-3111 - X-Coordinate,STARLINK-1960 - X-Coordinate,STARLINK-3592 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-5792 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-5825 - X-Coordinate,STARLINK-4624 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-3945 - X-Coordinate,STARLINK-2034 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-31694 - X-Coordinate,STARLINK-5111 - X-Coordinate,STARLINK-31478 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-4048 - X-Coordinate,STARLINK-2419 - X-Coordinate,STARLINK-30151 - X-Coordinate,STARLINK-2580 - X-Coordinate,STARLINK-2642 - X-Coordinate,STARLINK-2672 - X-Coordinate,STARLINK-4745 - X-Coordinate,STARLINK-31456 - X-Coordinate,STARLINK-1042 - X-Coordinate,STARLINK-1612 - X-Coordinate,STARLINK-31741 - X-Coordinate,STARLINK-31207 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-2737 - X-Coordinate,STARLINK-1975 - X-Coordinate,STARLINK-30264 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-1994 - X-Coordinate,STARLINK-5301 - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-32009 - X-Coordinate,STARLINK-30792 - X-Coordinate,STARLINK-1335 - X-Coordinate,STARLINK-1933 - X-Coordinate,STARLINK-6208 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-4199 - X-Coordinate,STARLINK-5184 - X-Coordinate,STARLINK-3913 - X-Coordinate,STARLINK-4630 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-31884 - X-Coordinate,STARLINK-30709 - X-Coordinate,STARLINK-5573 - X-Coordinate,STARLINK-5604 - X-Coordinate,STARLINK-3632 - X-Coordinate,STARLINK-30457 - X-Coordinate,STARLINK-30579 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-3607 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-3644 - Y-Coordinate,STARLINK-11289 [DTC] - Y-Coordinate,STARLINK-3374 - Y-Coordinate,STARLINK-4777 - Y-Coordinate,STARLINK-6310 - Y-Coordinate,STARLINK-3979 - Y-Coordinate,STARLINK-5404 - Y-Coordinate,STARLINK-31090 - Y-Coordinate,STARLINK-31272 - Y-Coordinate,STARLINK-4182 - Y-Coordinate,STARLINK-2391 - Y-Coordinate,STARLINK-4003 - Y-Coordinate,STARLINK-32210 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-31278 - Y-Coordinate,STARLINK-2238 - Y-Coordinate,STARLINK-2479 - Y-Coordinate,STARLINK-2049 - Y-Coordinate,STARLINK-31620 - Y-Coordinate,STARLINK-1720 - Y-Coordinate,STARLINK-4488 - Y-Coordinate,STARLINK-30393 - Y-Coordinate,STARLINK-31883 - Y-Coordinate,STARLINK-4564 - Y-Coordinate,STARLINK-5690 - Y-Coordinate,STARLINK-2448 - Y-Coordinate,STARLINK-1570 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,STARLINK-5307 - Y-Coordinate,STARLINK-2654 - Y-Coordinate,STARLINK-31290 - Y-Coordinate,STARLINK-31927 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-4596 - Y-Coordinate,STARLINK-31517 - Y-Coordinate,STARLINK-31866 - Y-Coordinate,STARLINK-31560 - Y-Coordinate,STARLINK-31451 - Y-Coordinate,STARLINK-30529 - Y-Coordinate,STARLINK-3928 - Y-Coordinate,STARLINK-2020 - Y-Coordinate,STARLINK-3111 - Y-Coordinate,STARLINK-1960 - Y-Coordinate,STARLINK-3592 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-5792 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-4624 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-3945 - Y-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-31694 - Y-Coordinate,STARLINK-5111 - Y-Coordinate,STARLINK-31478 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-4048 - Y-Coordinate,STARLINK-2419 - Y-Coordinate,STARLINK-30151 - Y-Coordinate,STARLINK-2580 - Y-Coordinate,STARLINK-2642 - Y-Coordinate,STARLINK-2672 - Y-Coordinate,STARLINK-4745 - Y-Coordinate,STARLINK-31456 - Y-Coordinate,STARLINK-1042 - Y-Coordinate,STARLINK-1612 - Y-Coordinate,STARLINK-31741 - Y-Coordinate,STARLINK-31207 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-2737 - Y-Coordinate,STARLINK-1975 - Y-Coordinate,STARLINK-30264 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-1994 - Y-Coordinate,STARLINK-5301 - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-32009 - Y-Coordinate,STARLINK-30792 - Y-Coordinate,STARLINK-1335 - Y-Coordinate,STARLINK-1933 - Y-Coordinate,STARLINK-6208 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-4199 - Y-Coordinate,STARLINK-5184 - Y-Coordinate,STARLINK-3913 - Y-Coordinate,STARLINK-4630 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-31884 - Y-Coordinate,STARLINK-30709 - Y-Coordinate,STARLINK-5573 - Y-Coordinate,STARLINK-5604 - Y-Coordinate,STARLINK-3632 - Y-Coordinate,STARLINK-30457 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-3607 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-3644 - Z-Coordinate,STARLINK-11289 [DTC] - Z-Coordinate,STARLINK-3374 - Z-Coordinate,STARLINK-4777 - Z-Coordinate,STARLINK-6310 - Z-Coordinate,STARLINK-3979 - Z-Coordinate,STARLINK-5404 - Z-Coordinate,STARLINK-31090 - Z-Coordinate,STARLINK-31272 - Z-Coordinate,STARLINK-4182 - Z-Coordinate,STARLINK-2391 - Z-Coordinate,STARLINK-4003 - Z-Coordinate,STARLINK-32210 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-31278 - Z-Coordinate,STARLINK-2238 - Z-Coordinate,STARLINK-2479 - Z-Coordinate,STARLINK-2049 - Z-Coordinate,STARLINK-31620 - Z-Coordinate,STARLINK-1720 - Z-Coordinate,STARLINK-4488 - Z-Coordinate,STARLINK-30393 - Z-Coordinate,STARLINK-31883 - Z-Coordinate,STARLINK-4564 - Z-Coordinate,STARLINK-5690 - Z-Coordinate,STARLINK-2448 - Z-Coordinate,STARLINK-1570 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,STARLINK-5307 - Z-Coordinate,STARLINK-2654 - Z-Coordinate,STARLINK-31290 - Z-Coordinate,STARLINK-31927 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-4596 - Z-Coordinate,STARLINK-31517 - Z-Coordinate,STARLINK-31866 - Z-Coordinate,STARLINK-31560 - Z-Coordinate,STARLINK-31451 - Z-Coordinate,STARLINK-30529 - Z-Coordinate,STARLINK-3928 - Z-Coordinate,STARLINK-2020 - Z-Coordinate,STARLINK-3111 - Z-Coordinate,STARLINK-1960 - Z-Coordinate,STARLINK-3592 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-5792 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-4624 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-3945 - Z-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-31694 - Z-Coordinate,STARLINK-5111 - Z-Coordinate,STARLINK-31478 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-4048 - Z-Coordinate,STARLINK-2419 - Z-Coordinate,STARLINK-30151 - Z-Coordinate,STARLINK-2580 - Z-Coordinate,STARLINK-2642 - Z-Coordinate,STARLINK-2672 - Z-Coordinate,STARLINK-4745 - Z-Coordinate,STARLINK-31456 - Z-Coordinate,STARLINK-1042 - Z-Coordinate,STARLINK-1612 - Z-Coordinate,STARLINK-31741 - Z-Coordinate,STARLINK-31207 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-2737 - Z-Coordinate,STARLINK-1975 - Z-Coordinate,STARLINK-30264 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-1994 - Z-Coordinate,STARLINK-5301 - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-32009 - Z-Coordinate,STARLINK-30792 - Z-Coordinate,STARLINK-1335 - Z-Coordinate,STARLINK-1933 - Z-Coordinate,STARLINK-6208 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-4199 - Z-Coordinate,STARLINK-5184 - Z-Coordinate,STARLINK-3913 - Z-Coordinate,STARLINK-4630 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-31884 - Z-Coordinate,STARLINK-30709 - Z-Coordinate,STARLINK-5573 - Z-Coordinate,STARLINK-5604 - Z-Coordinate,STARLINK-3632 - Z-Coordinate,STARLINK-30457 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6545.3891,2785.5597,-2384.8257,-2515.4397,-6.6984,1125.6307,5432.9113,-5692.9798,3879.6621,-1648.9919,4861.8879,-3977.2862,3383.8999,-2804.6841,-4845.8983,-6546.2447,-1097.4791,5015.3702,-1019.0143,5260.8536,4433.0987,-4349.7124,3686.5724,3176.5138,3809.2295,4975.9187,4353.8443,-5132.9647,4675.2262,-2027.2882,-1406.4433,2018.0265,2857.5265,161.3015,4153.6843,-2464.8152,4426.7376,-5365.0983,5493.1361,4715.7554,-4554.0156,5766.5894,3938.0639,394.7728,4378.2363,5947.5644,6283.6911,22.6144,-3377.3080,-4486.8878,-3621.9402,5054.0039,-2160.2768,3253.0835,-4527.3921,4228.6966,-2957.5327,6643.5348,-1508.3896,-2685.0556,-4236.0881,3728.4638,-3794.0742,-835.4998,1599.9132,5615.0616,5322.7320,4610.0316,-4781.6533,4140.9560,2168.9357,1376.4423,5540.9883,-1105.6547,-174.1545,-498.1343,4963.5866,-3514.6666,6842.1076,4676.3287,-5306.6442,-5860.0424,-1280.0177,4810.3537,3336.1389,5645.6948,-3447.4071,953.9675,4485.9599,3.5519,3161.4540,1509.5521,4460.2813,5465.7483,-1107.6689,-5837.4015,-1057.0402,-5434.1520,-1793.4272,6160.5882,-319503.2459,-309506.8706,-320222.8848,-318465.0957,-319533.3124,-318953.0815,-310481.0418,-315614.8941,173372915.6478,173392556.0500,173381067.4345,173385387.5772,-314498.7918,173380647.5407,1132.5912,-3704.0284,-6008.6123,6192.4192,-5917.1965,5808.8840,1580.9506,1681.0172,-1496.7646,5537.8429,1404.4537,-5529.8914,2897.9654,4634.4395,1081.0147,317.7666,-5894.7484,4652.2410,-4520.0814,2089.9390,-5317.0869,5247.1873,-4511.5407,4575.6031,3540.4760,4676.6506,-2955.4521,769.3879,3107.9329,4011.2792,5635.2610,6110.2390,3295.7509,5437.2991,-2808.4017,4438.8778,-2989.4759,-98.4399,-2091.2095,3316.6413,2238.7551,-1595.4888,5556.1609,-6906.6921,-4288.2541,-2952.7877,1178.4723,5646.1117,4477.1544,3864.2962,-4967.4975,-3167.9249,-6582.0368,-5553.2804,-4021.1909,-2174.7914,-6147.3092,-1075.9716,6178.8841,-6158.4033,117.7806,-5760.1495,1952.9472,-6174.4429,-5526.1703,388.0804,4076.4284,5153.3666,1080.8553,2660.1562,-4573.5525,4837.6590,133.9143,4059.2484,-6294.8652,-5682.3127,-4431.0608,-3612.1582,1031.3786,-4955.2158,-3342.7487,3625.7202,5662.0445,-2696.4368,4438.0543,3748.7549,5694.3374,-1510.9320,-5158.0638,-4171.7872,-6111.0508,241.9940,-3781.5440,-981.8199,6708.0886,1018.8336,-2914.8823,3023.0589,-6484.0470,330.8516,194913.0279,162627.3139,178369.3382,183592.3235,175339.2982,178903.1595,177932.2775,181213.6219,78931618.1922,78868257.9256,78895058.7002,78902177.6174,179849.5152,78912893.3950,-1554.1099,-5139.0269,1810.2599,1757.5008,-3156.7000,3579.5413,-3984.0845,-3590.7045,-5530.2927,3591.5589,4623.5621,803.7523,-5295.3172,4272.0069,-4782.7578,-2056.5498,-3468.3140,500.8840,5132.5685,-3992.4858,-130.8289,-190.9727,-3746.3873,4086.4867,-4593.6186,-411.6230,4488.9253,4587.2574,-4054.1294,-5193.3598,3655.0165,2627.3499,-5379.9177,4122.7624,-4626.8862,4714.1229,-4399.3132,4235.1902,3452.6783,-3651.6172,4537.5392,-3495.6876,-1230.0434,-320.5948,-3213.4434,1949.5851,2633.7844,4017.4562,4072.4534,3566.7231,-3249.7860,3541.7301,338.9376,2520.7945,3338.0834,5024.5169,-102.1617,1031.7495,-2772.0554,-1037.5859,5446.2803,-868.7575,5450.9387,-3051.0612,-3851.7455,-4030.7746,1571.5715,-66.0594,-4793.5453,-4704.4816,-4689.1548,4593.2704,4032.8001,5479.2192,2353.8117,3885.9192,-1919.8940,4645.9450,-400.1239,-1227.9215,3006.3579,-799.7931,-3647.8795,4198.1186,4114.8608,1297.6138,1944.0637,-6714.0483,-1069.2993,-5522.9937,700.8541,-6776.0894,-3705.6921,3952.7362,-340.2058,3625.9734,6212.9333,3022.9667,1655.6025,-3172.2752,4823.8585,1774.5415,679.5018,8278.9133,6412.5598,-4305.0052,-4168.1837,1898.8200,75135003.3901,75142388.2794,75120029.3436,75131161.7871,2344.7081,75137645.4294,
3600.000,5379.7792,1562.0127,3747.0366,-317.1042,3375.5848,-3046.4815,-3555.1721,2723.4438,-2000.4211,-2399.6738,-5102.1788,5282.6517,-6381.2484,1468.6819,1552.6316,6070.4649,3261.9754,-5459.8265,4260.5076,-6901.7059,-2151.5673,1288.8203,-2731.8503,-4138.0285,-5649.4280,-5111.7169,-4066.5032,3460.0373,-6644.1077,-548.1309,-1361.0892,-2143.7019,-6116.3618,-3617.4076,-1568.9135,-1204.7317,-4117.3757,6444.1272,-4642.9987,-4936.9421,2771.8964,-5939.5469,-4229.5677,1378.5765,-3513.9219,-4982.6998,-6690.7439,-3619.4510,-632.5236,3847.9968,4088.0346,-6624.3966,3878.8336,-1908.6936,6115.2324,-4044.7560,4620.3276,-5121.1049,-751.4248,4456.6156,3201.4595,-1118.3886,2750.9228,3592.6990,2027.5765,-6735.0451,-4678.7283,-4795.2874,1362.8139,-6721.7504,-332.5546,-5329.6012,-6062.6520,-2417.4280,3017.8144,2571.4328,-1758.0006,5955.3783,-5703.4872,-1827.9848,5712.5415,3932.6219,-603.7519,-1487.9877,-4175.0002,-5858.8034,99.5277,-5638.3682,-1716.7688,3947.8031,-1260.6748,3720.7773,-3836.8867,-5238.5843,-1113.5648,2040.0814,4149.4666,1768.1450,3778.2928,-4147.9421,-358279.1406,-341235.3197,-355435.3028,-352604.2864,-354283.9999,-354102.2182,-346086.5227,-347869.2464,147040039.1422,147072117.8711,147054640.3943,147057330.9105,-349328.1077,147048912.0163,-2797.0257,4474.5482,1940.6969,-4735.8102,2199.6802,-6184.5250,2131.8090,-4294.3114,5246.4137,-3315.8633,2936.0639,3211.9246,-1060.8057,-6735.0061,-4179.0284,-2009.4509,2623.7953,-1518.4162,5042.3583,-569.3104,5160.9594,-5691.5154,6353.4311,-478.0195,80.7256,-2262.2281,5547.9424,-4481.4944,-1944.3139,-6528.8661,-6730.6727,-6188.5222,-1674.1323,-5719.9281,6145.0459,-5861.4188,5529.8162,-2296.9266,4990.0836,1260.5817,-5879.8239,3500.3730,-2701.0390,5325.9781,5862.4979,4169.5287,360.3735,-3739.9284,-5189.0104,-5713.9899,5366.0937,1241.9558,4468.0340,6383.7294,3105.4272,5313.7122,3525.3684,2719.5899,-6844.8265,2918.4160,-4304.5189,5066.1149,-5536.6572,3592.7306,3628.5637,1594.4883,-913.3825,-2869.2862,-4328.2301,-769.5476,6813.7021,-3563.0996,3101.2334,-5619.5454,2777.7893,6405.9633,4366.5587,59.5643,1456.1177,4691.9778,3481.4748,-4988.1764,-6783.0742,5078.1720,-316.0013,-1994.7030,-5325.7872,1738.3516,4797.1471,4501.7397,5827.5110,-1598.6685,5744.5036,4333.1841,-5332.0822,-1786.6664,4686.2207,-3882.7538,3867.2956,2917.9034,107195.5258,80296.4307,95274.9478,99144.9267,90421.1061,93711.3692,93972.1433,94363.0463,121212237.3259,121152914.6131,121180465.9588,121189036.2186,95333.1392,121193840.9720,-3131.9347,5027.0113,-5230.7674,-5033.2889,5346.6283,574.3740,5525.7173,4705.1228,4027.8412,-5445.6374,-3530.3297,2964.8727,2441.4943,-367.6757,5242.9030,-2516.1538,5503.3259,-3868.0965,-2085.0082,-21.1347,4071.1389,-3528.4906,-364.5390,-5524.1008,4011.2021,-3951.3239,-776.4188,-4008.8719,61.0765,2042.4371,-194.6805,2322.4453,2766.8226,-935.5258,2500.0322,-3513.5951,563.9960,-58.9339,268.9011,4528.3546,-2048.6324,-689.2486,4751.5024,4193.8921,-1080.2953,2376.4671,1705.7915,-4588.9642,-4565.0266,602.4771,-1693.3204,1646.7556,-3623.0855,1836.5927,888.1616,-1836.6725,-3576.6212,3559.6780,-823.1084,4212.1348,-4359.3919,4560.5568,-3137.3261,4711.1320,5521.7975,17.9529,-4977.4781,4060.2188,5124.2847,715.5217,1009.6457,-2324.6588,-837.8667,-3230.4330,-5336.8777,199.8669,5064.7778,-3413.0369,3650.6885,4737.0216,1900.3906,-2789.5888,-784.3658,-4490.3572,-5510.7390,3043.9598,-4448.3359,3646.6957,4667.5173,3456.7809,3493.7429,5627.6961,-434.4934,-563.9076,-4089.6215,-6404.1161,-3024.0645,-5452.3502,-4339.8124,4719.9634,6301.7068,3483.0480,3558.2864,8393.4882,9847.2630,50.3848,-4038.6940,4450.3716,75142579.9744,75144445.4568,75122681.6574,75132722.8805,4212.3957,75142103.6981,
7200.000,-1183.5935,-4719.4561,-4380.5950,4012.9512,-5889.7111,3808.1096,1621.8659,499.8331,458.0843,6008.2713,3923.7434,-4932.0662,6625.9173,452.6410,1225.1642,-2567.8782,-5451.8948,4352.5983,-5286.1172,5525.0347,-1773.7212,2994.5837,508.4668,4880.4700,6168.9271,3605.4911,2175.9115,-1467.0285,5682.7067,2210.1036,3489.4868,1991.3685,6745.7800,5143.1828,-1088.3458,3863.1027,2141.4844,-4139.4724,1422.0968,4003.2359,-145.9140,3453.0731,4082.5114,-3758.6652,849.2895,1532.2458,4201.2097,6343.4181,4133.8948,-1334.1035,-2984.3772,3515.8743,-5043.6647,-803.0787,-5153.0315,2580.4091,-4967.7354,709.6291,2911.2869,-5118.9443,-2036.2472,-2828.6384,-1443.3646,-5949.7816,-5562.0328,4890.7457,3189.5948,3968.2306,1483.4680,5485.3636,-1319.9959,6499.2703,3953.7075,4210.7722,-5456.2482,-3559.0739,-2589.5865,-6260.2873,2828.1262,-2404.4034,-3685.0108,-254.7169,2403.4681,-1652.2136,4790.6060,4002.3111,3756.6352,6753.3433,-2469.0763,-5716.2321,-2056.1652,-6838.1400,1437.9750,2511.7353,3937.7424,2099.5648,-4519.3800,2468.0113,-5379.6226,1535.0354,-373217.1884,-351540.3748,-367852.4392,-363904.0172,-366493.4055,-365821.9227,-359660.8218,-363633.5526,110636752.0302,110679707.9497,110654851.6682,110653668.0558,-361874.4848,110646497.7138,3927.7687,-4727.5754,3262.8489,2306.4695,1848.3435,3752.9500,-5658.5182,6239.3251,-6898.9275,768.6992,-5626.9379,952.0935,-483.2371,5751.0305,6389.0383,3473.9991,934.3294,-2774.6411,-3848.5095,-1178.9842,-3786.3620,4079.6286,-5455.8879,-3442.0950,-3003.1303,-2043.0884,-5601.3676,6702.4783,-29.5680,5995.8255,4830.9005,2994.4344,180.9022,3387.5308,-6562.2633,5755.9022,-5500.1302,3492.9811,-5483.5460,-5145.4066,6506.9055,-4049.1268,-1661.2915,-1875.5470,-5020.3174,-4239.3190,-2278.6993,1475.0354,5071.8584,5153.7654,-2767.9194,949.8574,-681.5450,-4641.9339,-564.5913,-5919.7264,1027.3328,-4034.5901,4933.8989,1822.3070,6584.8515,-3248.2655,6689.2505,-430.7151,-1627.6763,-2840.2824,-3379.8884,-1254.0825,6429.9431,-1297.9314,-5904.6720,1131.1900,-4762.8128,5384.4366,1664.1518,-4192.1504,-3899.5413,2798.1906,-4247.1766,-3703.4201,-1359.0501,5107.8564,4428.7705,-6410.0356,-3600.5053,-1407.4259,3974.5336,517.2814,-3592.8662,-3821.5243,-3622.6460,-139.8558,-5238.5196,-5439.4332,1461.1779,3753.7019,-4911.1694,4659.1076,-67.4951,-5831.0352,12407.4779,-7444.1836,6147.0429,8500.8691,-252.2981,2955.1763,3576.9572,5309.2551,155233340.2615,155181570.1670,155208544.5822,155218266.7011,4839.4459,155215741.9114,5438.5996,-1793.3759,3898.3326,5126.6396,-2620.2973,-4399.1017,-3635.4796,-2993.0740,-25.6281,3100.7905,-46.0464,-4678.7286,1912.6921,-3801.0849,-2272.7735,5326.9722,-4168.4362,4507.9050,-2281.9203,3992.6739,-5522.6044,4559.7940,4222.3509,3477.3993,-1023.4511,5433.0579,-3444.2144,983.2692,3941.5568,2496.6893,-3415.4210,-5953.1162,1530.6343,-2961.6299,1500.0199,172.5919,3596.1389,-4186.0806,-3804.1402,-2017.4703,-2022.1082,4424.3763,-5337.4342,-5509.5118,4672.6350,-5258.8102,-5006.1442,2371.7057,2290.7012,-4422.5064,5628.0130,-5917.9709,4701.2533,-5067.1397,-4587.3844,-2509.6507,4553.0537,-5444.6719,3899.2875,-4088.8752,482.3529,-5413.8617,-1111.2853,-3544.3938,-3785.2223,3975.9480,5075.2531,-5525.7461,-1850.4962,3804.2871,3299.3829,-1722.4852,-2962.0529,-1066.8629,3554.4908,-4184.8438,-5104.5460,-221.3701,-4696.6455,-5334.0851,-5746.4382,4674.9358,4634.3841,2061.1604,3445.9960,-5448.0728,4256.0528,1532.8399,-5375.2503,740.6240,-5525.8350,-1196.4851,4276.6498,-3265.4317,5346.7251,5454.1965,-1949.8322,4471.5906,4357.2965,-3433.1747,7739.9012,5200.5688,6612.0090,7554.9385,12783.9274,5325.7006,-3178.3816,6211.4268,75150103.7123,75146468.1069,75126067.4443,75136383.7953,6079.7217,75146539.9652,
