sl_20_86400_20250314 Coordinates.csv
2025/03/14 07:47:00.0000 UTC

Generated: Tue Oct  8 16:58:15 2024,
Start: 2025/03/14 07:47:00.00, Stop: 2025/03/15 07:47:00.00,
TIME_UNITS,STARLINK-30149 - X-Coordinate,STARLINK-4360 - X-Coordinate,STARLINK-2409 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-3362 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-3974 - X-Coordinate,STARLINK-1017 - X-Coordinate,STARLINK-30264 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-31235 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-5645 - X-Coordinate,STARLINK-1912 - X-Coordinate,STARLINK-3079 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-31121 - X-Coordinate,STARLINK-2541 - X-Coordinate,STARLINK-31028 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30149 - Y-Coordinate,STARLINK-4360 - Y-Coordinate,STARLINK-2409 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-3362 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-3974 - Y-Coordinate,STARLINK-1017 - Y-Coordinate,STARLINK-30264 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-31235 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-5645 - Y-Coordinate,STARLINK-1912 - Y-Coordinate,STARLINK-3079 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-31121 - Y-Coordinate,STARLINK-2541 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30149 - Z-Coordinate,STARLINK-4360 - Z-Coordinate,STARLINK-2409 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-3362 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-3974 - Z-Coordinate,STARLINK-1017 - Z-Coordinate,STARLINK-30264 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-31235 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-5645 - Z-Coordinate,STARLINK-1912 - Z-Coordinate,STARLINK-3079 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-31121 - Z-Coordinate,STARLINK-2541 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4925.2002,948.3674,-5168.7697,2261.4611,1389.6211,5537.8576,3939.8223,-4386.0697,5645.5820,-6512.5139,6407.7429,-3581.1184,1211.7939,5202.0233,1753.8236,3878.3827,1822.7266,-4809.6792,4946.4100,-3195.7078,173740.8073,162957.6323,157697.2380,162546.7191,156329.4260,159165.4847,164821.3859,162561.6046,131999022.5598,131986995.1672,131981755.4976,131979264.3314,163077.9639,131986785.8528,1327.8133,-3511.2738,99.3062,6233.2511,-4024.6169,3523.0566,4484.0197,2506.7173,3852.1558,1589.8382,1919.4034,-5176.8696,-6822.6271,2844.9679,-4227.9023,3457.8648,-5794.7944,4602.5663,4011.2686,-5273.2071,-363668.7677,-385294.0917,-364164.2442,-361170.0226,-366641.2729,-364312.7314,-370693.6372,-366841.6470,-4638131.2610,-4647164.2436,-4664940.0131,-4662638.0909,-366563.9094,-4654347.2382,-4710.9350,5903.4767,-4604.0428,1184.4300,5445.6011,2233.3532,-3500.4350,-4738.5895,-619.2168,-1713.4653,-1541.4325,2874.7359,199.0170,3619.8848,5181.7772,4557.2133,-3309.3638,1649.7117,2706.7514,-3182.1941,20598.2085,18545.8551,15689.3244,23459.2641,21406.7669,10689.2843,11000.5418,19151.8335,62197336.0350,62172866.6814,62174766.7753,62195344.1467,17426.7000,62195171.3979,
3600.000,-5840.8269,-334.1501,2527.4449,-3741.9039,2889.4616,-6603.8007,-5744.0825,4215.7155,-6005.2457,3729.9690,-5112.0160,4051.2558,1279.5638,-6079.8237,2624.7591,-4215.6458,-303.8845,1203.1590,-6087.3178,5472.0510,260475.7109,254366.9954,245506.4049,250334.1243,243334.5875,245670.4907,251853.0053,250594.4947,128739901.5141,128728570.3827,128729947.5461,128726905.8219,250298.2999,128728821.7049,2287.4756,-1922.4065,-3516.8191,-4229.1522,4416.7243,-1574.7871,-3785.3421,-5356.7749,-1138.8575,-2994.8640,1406.4788,1526.6181,5826.5558,-3124.2996,4045.4964,866.6264,6840.0501,-5126.8786,-2883.3385,4253.3603,-306272.9552,-332584.5835,-309991.6071,-308748.1602,-314199.6614,-311778.1289,-316953.6737,-312997.9313,29765798.4246,29760118.6391,29741129.1760,29737718.7734,-313758.6252,29749425.2137,2963.9449,-6664.8203,5388.8295,3664.2219,-4479.4791,1412.7390,-723.2525,1203.1858,-3124.1223,4989.6731,4348.3570,-5406.1412,-3536.0959,1235.7751,-4967.8808,-5418.6724,-971.5123,-4401.6323,1595.2886,-289.3261,19303.1116,16713.6787,14976.1833,20046.8526,21315.1374,11451.0258,7538.0761,14162.0035,62218556.7705,62195225.3979,62192657.4314,62208631.5242,15735.3895,62213405.4246,
7200.000,5193.4576,-2825.9305,-146.2365,4042.6917,-5492.4890,5346.9894,5120.0398,-2534.6725,4239.2271,374.5876,2384.2325,-4376.3820,-4076.7632,4124.4837,-5690.2432,4305.6527,-1621.5973,3214.7609,4857.6721,-5725.0395,329190.4687,329686.0265,317569.2039,322281.0056,314593.7258,317154.9736,322284.3812,321433.9050,116664458.6126,116651995.8357,116659794.2476,116658891.2615,321418.8185,116654434.4463,-4573.4356,5303.4557,6306.9339,-808.8876,-4145.9813,-1312.3427,1249.1967,5670.1815,-2682.7711,4576.1464,-4928.7495,2767.4158,-3028.7529,1446.1230,-3569.8165,-4578.7399,-4875.8867,4489.4591,81.4403,-1593.3062,-229027.5256,-258470.5117,-235872.1464,-236500.8893,-241448.3943,-239396.5222,-243061.3228,-241615.6765,62159813.7333,62157396.2153,62140439.3727,62134304.0038,-240639.8607,62143814.1289,538.6290,3464.4757,-2849.9865,-5331.5798,710.5038,-4221.9460,4471.9492,3052.4198,4672.9367,-5179.4518,-4141.9185,4586.7227,4709.8357,-5410.3393,1654.6378,2878.7728,4619.1732,4063.8543,-4936.4452,3570.3285,17905.5126,14871.5497,14465.2556,15680.3599,20723.8081,13131.9484,4809.2769,15570.8365,62239439.4238,62218644.5742,62211572.4773,62223127.9392,14042.8270,62231634.9813,
10800.000,-2518.5446,5107.3383,-1497.9118,-3544.9097,5540.9090,-2789.7367,-3324.3390,-914.3592,-1671.5912,-3585.8203,442.1191,4140.9189,6233.3815,-1426.4865,6059.9443,-3306.4729,4132.3701,-6130.7245,-2658.7264,4594.4483,375662.2394,383988.1877,369280.7624,373474.3360,365332.9943,371223.9619,371700.9522,371272.0776,96592624.0368,96577601.9283,96589914.0911,96591125.6824,371828.1920,96583305.2845,5283.3170,-4360.3674,-6593.0791,5232.1870,2244.1274,4501.2089,2674.6741,-4179.9586,5954.0812,-5517.6901,6768.7366,-5466.2544,-91.7621,2252.6606,2010.0678,5901.0758,1310.3047,-2945.7563,3684.2864,-2194.2290,-137310.9426,-167689.4641,-146530.8379,-151041.7533,-152961.6174,-151363.5177,-154006.4802,-150787.6765,90324452.3464,90324050.1791,90312217.0185,90306081.5819,-151917.5843,90309237.3208,-3734.8877,1751.8319,-1479.1492,2325.6740,3477.2746,4470.3857,-5448.0269,-5446.6857,-2978.8056,2126.6068,1036.9886,-957.5882,-3037.3575,6407.9598,2663.2427,1439.1483,-5391.4002,-898.8828,5214.6626,-4714.7191,16425.6772,13021.3652,13840.0041,10695.4967,19647.4361,14702.7345,2748.9999,11086.7432,62259812.1567,62243092.4524,62231677.3656,62239520.3392,12349.1506,62249860.0503,
14400.000,-1427.1102,-3439.1023,2910.1842,1519.6881,-3936.8735,155.7691,1586.8145,4753.8217,-887.6641,4752.2655,-2772.7071,-2323.9380,-6433.3814,-28.6660,-4253.2556,473.5795,-6069.4541,6208.6773,756.7391,-2869.4509,397171.7815,413705.2629,397289.6621,398801.7859,392151.8026,402202.8151,397098.2638,399213.7754,69892408.3499,69874497.9276,69887763.9526,69889461.0884,398250.9852,69883287.7544,-4907.3080,885.1591,3955.8185,-5981.0975,1376.8646,-6630.2176,-6019.5584,2299.9161,-6756.9099,4503.6651,-5627.1478,5635.5756,2535.1135,-5875.9614,1102.6724,-4882.4971,1809.0127,283.9065,-6489.0533,5548.4294,-37308.3515,-66084.8337,-47646.0152,-57243.5578,-54400.8283,-52576.8113,-55616.6515,-54306.8770,112328143.6449,112327643.7324,112322962.4821,112318063.6329,-53315.2733,112313896.8014,4688.9713,-5967.1244,4867.5152,2692.4053,-5525.0255,-2035.2961,3006.6479,4468.8885,-808.7592,2229.1285,2774.0413,-3285.8658,-496.3503,-3714.0517,-5350.2773,-4880.1082,2767.3212,-2910.8977,-2298.3310,3008.6369,14876.8475,11164.7897,12814.2316,9964.9969,18079.0469,10435.5752,1333.7004,11810.6723,62279535.8641,62268229.7600,62253116.3521,62258324.4277,10654.4982,62268080.6138,
18000.000,4972.1267,-1587.8832,-4505.1100,2293.3799,2086.1871,2059.5980,-74.3960,-6842.4972,3244.5965,-4406.1815,4628.9394,-1178.0003,4157.6160,243.3414,1848.0055,3436.8486,5801.1144,-3899.8626,809.5407,853.5432,392644.4833,416866.7029,399709.1046,398952.3595,393237.8117,403675.9645,397030.3936,397503.9514,38386641.8496,38366936.4672,38376727.4199,38377209.7179,398960.8923,38377188.2229,3913.7798,1265.4890,117.2832,3353.3602,-5142.3715,6416.4630,6793.8754,-746.2513,4513.3249,-1121.4358,1980.2630,-4051.7262,-4115.7930,6848.1937,-4720.3465,2886.8650,-3417.3754,3157.4699,6561.4002,-6865.5876,64383.6352,39774.7657,54466.0882,42865.6775,47880.2870,50206.0412,45806.6930,49478.1587,126659643.4205,126656933.2097,126659269.1159,126654565.8547,48799.7304,126646273.0814,-2858.1750,6627.9568,-5255.4711,-5377.7777,4124.2048,-1644.6892,1292.4099,-756.0852,4015.0996,-5218.3845,-4667.9348,5479.8125,3711.0703,-1179.0731,4702.0711,5253.5821,1571.0384,4670.1093,-2059.6590,495.6198,13268.2000,9303.3454,11208.8177,10817.9734,15985.0692,5156.4830,575.7226,8159.3886,62298513.1815,62293332.2038,62275942.4481,62280029.7622,8959.0077,62286296.6540,
21600.000,-6556.8536,6049.4509,5528.5030,-5839.9656,-560.6652,-3899.5609,-1882.1323,5935.8020,-5212.4040,3623.2114,-5603.2530,4964.9573,-267.5686,-722.7088,39.8017,-6405.1550,-2763.6889,788.7772,-2618.8677,1628.5305,362685.8764,393234.4987,376271.9290,374000.0820,368502.0214,378015.7809,371659.5852,375544.9721,4228525.4742,4209053.5587,4211830.3139,4212143.7558,373893.7984,4218323.0646,-2170.0605,-194.4252,-3418.1046,70.1551,6895.0520,-3769.0339,-4608.5547,-925.9246,-523.7197,-3199.4479,2183.4830,2169.9373,5105.4147,-4366.5924,6824.2537,-1118.4635,3968.5083,-6030.5324,-3839.4321,5628.3220,161176.1554,143025.2815,153218.3332,141079.7216,147273.6558,149589.1025,143905.4306,147593.2334,132331785.2171,132325785.7104,132332224.6533,132324309.3477,147827.9157,132318948.6556,-692.8334,-3404.3466,2367.0042,3349.7295,-180.6284,4315.1874,-4806.1012,-3445.6488,-4436.7283,4940.6299,3298.7912,-4313.8547,-4686.2134,5346.7251,-1157.2210,-2365.3113,-4946.5197,-3178.5507,5122.7074,-3717.1485,11606.3552,7438.4833,8999.7598,11243.4347,13294.7971,836.1363,525.9293,7912.6247,62316694.7891,62317575.9012,62299980.2335,62304580.9116,7262.8167,62304508.1531,
25200.000,5770.7004,-6296.6452,-4662.7465,6095.1096,-1179.9446,5367.8202,4325.1068,-2738.2104,5863.1853,-2758.0066,4825.2683,-6880.8937,-3447.3660,2619.9175,-1583.6099,6599.7557,-1635.0699,1924.1069,4742.7605,-4333.3875,309511.0967,344324.2395,328400.9778,325124.0523,319642.5606,327841.3964,322692.9349,322897.1058,-30245509.3894,-30262760.0915,-30267724.9690,-30260349.8576,324653.2411,-30256651.7844,-522.5582,-2248.6262,4716.3216,-2385.0218,-5596.1823,-55.1732,975.4693,3173.2269,-3101.0181,6140.0729,-4866.0363,-595.1432,-5317.1631,225.7838,-5967.8516,-450.0158,-4240.7616,6563.2183,17.8171,-2702.3346,246900.7890,236957.9802,242171.7815,230402.9481,237379.1163,238932.9834,232728.2265,237015.1993,128949436.0429,128940502.5413,128946244.7972,128933782.1815,237364.6926,128936629.5101,3814.6391,-1866.8413,1970.1327,1584.9218,-3898.6571,-4395.8817,5300.2093,5502.0822,1751.6443,-1606.5422,352.8082,466.8992,2802.8414,-6437.5845,-3129.4029,-2024.3189,5202.4178,-550.7213,-5048.1226,4685.9889,9896.2210,5571.6494,6324.6426,11146.1667,9876.7450,-2631.5732,1282.4326,5323.6168,62334082.6050,62340482.2637,62324654.8753,62328408.8460,5566.0629,62322715.0934,
28800.000,-3470.1065,2421.6495,1409.4089,-2266.1550,3503.2204,-5800.4512,-6112.6038,-766.9847,-4216.6108,1125.2366,-1796.2296,5781.3944,5493.7065,-5087.0054,3351.4908,-3962.2098,5026.4049,-3892.7514,-6006.6058,6313.5930,236774.9364,273310.5464,259159.9507,255245.4666,250265.4565,256825.4946,253183.1380,255977.5939,-62675581.6305,-62689378.5303,-62699480.8128,-62681634.7764,254407.8251,-62687580.4006,3785.7740,2499.4629,-4457.9701,3703.9922,2210.0079,3338.8363,2058.7023,-5463.4604,4969.7018,-6248.6549,5445.8364,-1076.9325,4156.5794,2872.5492,2615.5542,2405.6991,4202.9819,-4099.0295,2902.4566,-424.1123,316188.4608,315461.4374,315483.9654,304793.6245,312459.7721,312490.9195,307346.3559,312448.2310,116736988.2065,116726553.6278,116727202.5022,116718884.6853,311615.1953,116723679.1583,-4673.3208,5997.0961,-5105.4624,-5154.7035,5533.8102,1811.5400,-2504.5932,-4187.5806,2139.2381,-2752.1609,-3775.2640,3645.4343,768.1157,3758.4441,5451.6733,5125.1108,-2217.1798,3878.8195,1842.5377,-2846.3564,8141.4928,3704.3517,3445.8025,10550.0278,5505.4389,-5364.8123,2958.9429,3935.3200,62350729.6598,62362004.8555,62348988.6058,62345733.2820,3868.8836,62340917.4571,
