sl_20_5400_20251112 Coordinates.csv
2025/11/12 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:54 2024,
Start: 2025/11/12 07:47:00.00, Stop: 2025/11/12 09:17:00.00,
TIME_UNITS,STARLINK-1422 - X-Coordinate,STARLINK-11290 [DTC] - X-Coordinate,STARLINK-30272 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-30588 - X-Coordinate,STARLINK-4074 - X-Coordinate,STARLINK-32290 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-31639 - X-Coordinate,STARLINK-30560 - X-Coordinate,STARLINK-2193 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-1548 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-31890 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-30509 - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-3193 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-11290 [DTC] - Y-Coordinate,STARLINK-30272 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-30588 - Y-Coordinate,STARLINK-4074 - Y-Coordinate,STARLINK-32290 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-31639 - Y-Coordinate,STARLINK-30560 - Y-Coordinate,STARLINK-2193 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-1548 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-31890 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-30509 - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-3193 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-11290 [DTC] - Z-Coordinate,STARLINK-30272 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-30588 - Z-Coordinate,STARLINK-4074 - Z-Coordinate,STARLINK-32290 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-31639 - Z-Coordinate,STARLINK-30560 - Z-Coordinate,STARLINK-2193 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-1548 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-31890 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-30509 - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-3193 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-5459.4018,-6125.4965,-699.1844,4353.4555,2393.4389,5335.8636,-2581.0392,-4561.3815,-2173.6553,-1520.7699,-6098.0271,4187.0432,-531.8906,-3689.7650,-1794.9797,-6856.8770,4979.1830,-871.5338,-2698.9974,532.7207,-290677.0362,-312565.2189,-296763.2623,-298359.7846,-299344.6833,-298784.6097,-306399.1337,-302372.0832,-147800267.0627,-147849933.9641,-147827284.9471,-147824586.9463,-302822.7067,-147818275.3238,-82.3945,-1373.2609,-5747.7101,-4569.0205,-4829.8797,2743.0161,3662.6159,-5173.8956,4015.8508,-5141.3267,-1348.5903,209.8106,6075.0735,1656.1629,-5910.4680,464.0943,1381.1700,6868.5822,4779.9572,-5314.8346,-224049.1371,-212378.8099,-210365.7326,-214011.2549,-205245.2229,-208224.8771,-210891.9453,-211800.5155,301807931.9255,301845433.5141,301837367.3136,301826762.0509,-211276.5399,301815020.3041,-4235.8711,2483.5761,3474.7974,2605.1237,4347.4448,3423.8475,5143.4212,703.6786,-5113.2934,-4227.9125,2962.5363,5396.3476,2968.6175,5368.8147,-3165.7395,-83.0260,4482.3228,-281.6283,-4215.0997,4375.6606,110663.0614,109186.0435,107163.8435,111676.0893,113167.2036,103294.2672,99428.7096,105900.7671,-133975094.8472,-133959700.5305,-133978533.8615,-133968246.1343,107591.2093,-133968549.7732,
3000.000,-6114.3769,-5472.3514,-2031.1071,3632.0396,725.8627,5017.5291,-1269.7583,-5565.5208,-20.5712,-2750.3426,-6791.1566,4479.8103,952.7113,-2499.7872,-3499.9835,-6430.0567,6047.0296,642.0526,-746.1213,-997.1701,-285894.0382,-308244.3270,-292254.6595,-293944.8413,-294878.4229,-294324.3109,-301829.8316,-297427.1822,-154352669.7867,-154403152.6397,-154380312.7725,-154377594.0761,-298336.1578,-154370768.3534,1476.6001,148.8667,-4443.4342,-5717.0052,-5921.0267,964.4019,5181.5204,-4050.7230,4117.6029,-3567.1775,-126.1092,-1881.4150,5149.0561,3509.1592,-5695.6654,1936.3734,-42.7841,6782.6080,4561.8685,-6119.1701,-230079.6290,-218863.5948,-216858.0649,-220408.9907,-211605.1007,-214558.9409,-217274.1726,-218087.5682,298508715.0924,298545593.4896,298537753.9556,298527288.2923,-217655.9170,298515775.7729,-2860.1619,3946.7588,4658.7847,876.7818,3520.0612,4646.0894,4253.5372,-841.6678,-5481.1471,-5131.8890,1293.7401,4806.4355,4307.3553,5160.1048,-1864.0354,1452.2398,3201.5196,1256.2140,-5151.4817,3043.7944,110527.9585,109081.1324,107151.0360,111385.5337,113160.4161,103425.6094,99203.6505,105961.8486,-133977780.1921,-133962802.8313,-133981719.5808,-133971518.3935,107479.4981,-133971458.0688,
3300.000,-6177.5685,-4256.8541,-3196.9366,2543.7711,-983.4312,4241.4426,127.6623,-6036.0227,2138.1209,-3751.4133,-6809.7028,4363.7811,2381.2369,-1092.8579,-4855.0964,-5360.6699,6508.3130,2105.3527,1304.5294,-2397.6922,-280987.0253,-303784.7105,-287615.3156,-289399.6194,-290278.9600,-289735.9882,-297125.5710,-292418.5839,-160831479.6213,-160882765.2652,-160859732.8636,-160856989.0015,-293715.1461,-160849667.6773,2861.3692,1694.7705,-2683.7508,-6268.6251,-6455.5289,-941.6555,6183.0587,-2529.2733,3862.6871,-1646.2207,1094.3242,-3760.5828,3703.1960,5011.3495,-4944.0852,3229.6374,-1428.5407,6038.8069,3945.4533,-6330.1449,-236007.1325,-225260.3703,-223255.4246,-226711.5934,-217871.4457,-220802.5878,-223557.5900,-224229.7480,295067267.2198,295103500.1937,295095888.4515,295085544.6671,-223940.0677,295074296.4547,-1175.4095,4952.8927,5304.3956,-949.7788,2315.2118,5366.3506,2887.0588,-2296.9593,-5244.4751,-5462.8516,-514.7229,3681.0565,5154.6157,4347.9444,-363.3882,2827.6042,1564.6082,2659.2151,-5535.3126,1382.6206,110392.5498,108975.4680,107138.7848,111088.6040,113150.1106,103563.4253,98983.5466,106133.0356,-133980462.4165,-133965905.2400,-133984902.8052,-133974790.2941,107367.7178,-133974366.1025,
3600.000,-5630.9590,-2616.7688,-4078.7564,1182.7878,-2578.0487,3092.5900,1480.7769,-5937.9863,4080.9392,-4423.9463,-6149.7910,3838.0564,3611.2110,386.6831,-5738.3372,-3755.0125,6307.5046,3389.5778,3250.5757,-3544.9885,-275958.2436,-299188.2990,-282847.2661,-284726.5715,-285548.1918,-285021.8778,-292288.5865,-287379.2700,-167233609.7185,-167285684.3477,-167262457.5951,-167259682.7633,-288961.6917,-167251886.2867,3949.1739,3108.3528,-660.9632,-6177.0526,-6374.7338,-2788.8506,6556.3390,-747.4119,3274.2551,420.5778,2211.5650,-5237.4260,1896.0257,5994.3073,-3716.9004,4228.1095,-2650.7487,4711.4700,2996.5044,-5916.6142,-241829.1232,-231566.1459,-229554.9777,-232916.0645,-224041.3940,-226953.6920,-229739.3396,-230237.9961,291485228.9256,291520794.5725,291513411.9749,291503173.1578,-230126.1561,291492223.0058,636.5071,5385.8387,5337.3314,-2670.0790,862.0437,5507.0726,1196.9288,-3506.7137,-4429.1486,-5184.1548,-2267.6841,2145.3396,5414.0500,3027.0880,1176.0656,3891.5109,-246.3834,3776.8089,-5325.8002,-428.1728,110256.8355,108869.0818,107126.9005,110785.1519,113136.3043,103707.7691,98768.3497,106394.8251,-133983141.6226,-133969007.7461,-133988083.4705,-133978061.2584,107255.8686,-133977273.8745,
3900.000,-4517.7905,-731.7405,-4582.1803,-327.1650,-3915.1117,1687.6059,2667.4339,-5290.3730,5607.9018,-4694.8616,-4876.4240,2939.8618,4514.9724,1792.1095,-6074.1702,-1773.7629,5457.6108,4380.6550,4897.2773,-4342.6260,-270809.9903,-294457.0784,-277952.6004,-279928.2617,-280688.0804,-280184.2897,-287321.1679,-282335.0306,-173556009.7844,-173608858.9578,-173585435.9157,-173582623.0369,-284077.8746,-173574373.7286,4648.5110,4241.9177,1407.3356,-5462.6429,-5679.1997,-4392.8438,6255.1328,1130.0577,2402.5224,2420.0552,3134.4859,-6165.3437,-79.1830,6343.4486,-2121.8237,4842.3806,-3603.1910,2931.9281,1807.1255,-4910.1583,-247543.1269,-237777.9731,-235753.9332,-239019.4195,-230112.1251,-233010.2337,-235816.6163,-236127.3665,287764307.8095,287799184.5734,287792032.7099,287781882.8218,-236211.3893,287771263.0712,2379.4685,5195.7579,4753.8336,-4092.0120,-683.5804,5053.0989,-627.4055,-4342.0470,-3124.5318,-4326.6203,-3776.3405,370.3800,5056.1975,1351.9075,2589.7947,4526.6556,-2030.0020,4489.2030,-4545.2523,-2192.6886,110120.8154,108762.0032,107115.1930,110475.0290,113119.0131,103858.6798,98558.0141,106720.6465,-133985817.9137,-133972110.3396,-133991261.5120,-133981330.7188,107143.9505,-133980181.3847,
4200.000,-2939.5685,1196.5964,-4646.4411,-1843.9709,-4878.0794,162.8709,3584.6811,-4162.7326,6561.2256,-4526.0059,-3116.5692,1742.7913,4992.8446,2988.7910,-5839.9077,384.3615,4039.6538,4989.1538,6076.8320,-4729.4486,-265544.6125,-289593.0901,-272933.4616,-275007.3703,-275700.6515,-275225.6097,-282225.6590,-277302.2548,-179795667.5321,-179849276.1830,-179825654.8025,-179822795.5882,-279065.8339,-179814117.5593,4906.6772,4971.5039,3301.6903,-4209.0870,-4429.5512,-5589.6576,5303.8681,2926.6906,1321.0454,4148.5043,3788.9405,-6456.4163,-2015.1855,6011.9781,-303.7276,5017.1400,-4207.7633,875.1328,486.9920,-3402.8679,-253146.7199,-243892.9462,-241849.5440,-245018.6825,-236080.8621,-238970.3079,-241786.6689,-241915.5230,283906277.6391,283940444.3309,283933525.0362,283923448.9739,-242193.0183,283913190.4705,3864.6834,4404.6224,3621.0852,-5057.3968,-2155.9685,4053.2499,-2381.4750,-4714.2109,-1474.1884,-2985.3615,-4878.7862,-1445.8953,4121.7006,-481.5339,3726.6973,4662.8924,-3588.1647,4720.1728,-3276.8440,-3720.4000,109984.4897,108654.2595,107103.4714,110158.0896,113098.2523,104016.1748,98352.4966,107078.3552,-133988491.3942,-133975213.0105,-133994436.8650,-133984598.1169,107031.9637,-133983088.6330,
4500.000,-1046.6514,2966.1795,-4251.9189,-3220.4057,-5386.7450,-1338.6377,4157.3782,-2667.4266,6842.2019,-3919.5911,-1045.8600,351.2417,4984.2829,3867.0432,-5066.7188,2502.6884,2194.5560,5158.1279,6665.6612,-4683.5588,-260164.5059,-284598.4317,-267792.0455,-269966.7020,-270587.9936,-270148.3027,-277004.4569,-272286.2441,-185949610.1167,-186003962.5636,-185980140.6969,-185977225.7108,-273927.7665,-185968144.7793,4713.1781,5210.5200,4824.1331,-2553.0074,-2741.1477,-6252.6314,3795.7150,4470.8316,121.1882,5432.3723,4123.0628,-6089.8958,-3712.4962,5027.3961,1568.6561,4735.9561,-4420.2633,-1257.8310,-846.3981,-1538.5589,-258637.5303,-249908.2039,-247839.1083,-250910.8797,-241944.8736,-244832.1356,-247646.8005,-247620.8364,279912977.5042,279946413.3209,279939728.6830,279929712.3368,-248068.3397,279919844.3526,4931.4465,3103.7499,2069.7275,-5459.2508,-3397.5743,2615.2686,-3869.1029,-4583.7181,339.5073,-1309.7692,-5457.1986,-3101.1612,2716.8638,-2258.6904,4465.3995,4284.9272,-4748.4028,4445.0676,-1656.1986,-4846.9414,109847.8584,108545.8766,107091.5449,109834.1941,113074.0356,104180.2431,98151.7563,107432.3320,-133991162.1700,-133978315.7488,-133997609.4644,-133987862.9015,106919.9081,-133985995.6195,
4800.000,976.4400,4395.7665,-3424.0885,-4318.1217,-5403.4532,-2680.6857,4343.6627,-948.3772,6422.1112,-2920.1728,1129.2856,-1108.5447,4475.7935,4351.8862,-3835.3866,4368.4305,108.5865,4868.3487,6597.9182,-4222.3011,-254672.1137,-279475.2556,-262530.5995,-264809.1927,-265352.2565,-264954.9166,-271660.0111,-267280.3355,-192014905.5517,-192069985.5093,-192045960.9220,-192042979.6450,-268665.9264,-192033523.2505,4098.8467,4920.3219,5819.2076,-668.6912,-773.1408,-6306.2744,1882.9644,5611.7720,-1095.0514,6146.0567,4110.6934,-5113.0929,-5000.1111,3489.3449,3318.5346,4022.8437,-4232.6177,-3259.5016,-2077.8578,501.4066,-264013.2390,-255820.9299,-253719.9701,-256693.0308,-247701.4745,-250594.0753,-253394.3701,-253260.2123,275786310.9406,275818995.4837,275812547.8516,275802578.1621,-253834.6964,275793128.3186,5464.5549,1443.5321,279.0220,-5253.1259,-4275.9194,894.4526,-4924.5189,-3964.3504,2115.5139,512.7190,-5449.9679,-4411.5769,1001.8409,-3772.0864,4727.1724,3434.0917,-5382.7986,3693.3573,142.7213,-5451.6215,109710.9213,108436.8783,107079.2230,109503.2147,113046.3761,104350.8351,97955.7548,107746.1499,-133993830.3478,-133981418.5448,-134000779.2450,-133991124.5270,106807.7840,-133988902.3441,
5100.000,2929.2541,5343.7842,-2232.9692,-5021.2320,-4935.1563,-3746.1589,4136.9758,832.5847,5345.5037,-1612.4021,3192.1640,-2499.8531,3504.3880,4408.6711,-2267.5711,5794.2726,-2005.7112,4140.5555,5873.4352,-3398.7259,-249069.9256,-274225.7693,-257151.4214,-259537.9195,-259995.6502,-259648.0865,-266194.8220,-262266.1169,-197988664.1058,-198044454.6967,-198020225.0800,-198017165.9765,-263282.6237,-198007363.0926,3131.1762,4116.2955,6190.2888,1250.1795,1286.7843,-5735.3054,-238.8989,6234.3657,-2223.3511,6224.7134,3752.9846,-3634.8150,-5753.1034,1559.0047,4777.7707,2940.4874,-3671.7731,-4936.2749,-3104.2529,2515.9458,-269271.5807,-261628.3547,-259489.5205,-262362.1385,-253348.0275,-256254.6373,-259026.7930,-258846.8664,271528245.0222,271560158.3162,271553950.3072,271544015.3187,-259489.4793,271535009.5143,5406.5262,-383.8319,-1543.9655,-4461.7314,-4697.5542,-923.1082,-5430.5798,-2921.7885,3656.7537,2277.6069,-4857.8770,-5232.1953,-827.5768,-4845.7440,4484.1729,2204.0021,-5421.6157,2545.5408,1926.2382,-5469.8895,109573.6786,108327.2871,107066.3158,109165.0417,113015.2855,104527.8498,97764.4557,107985.6402,-133996496.0354,-133984521.3887,-134003946.1414,-133994382.4523,106695.5912,-133991808.8069,
5400.000,4615.3100,5722.6112,-787.6732,-5248.4884,-4031.4850,-4447.2325,3564.9218,2510.7022,3725.2620,-114.3371,4937.0974,-3688.0768,2155.6745,4044.2976,-513.6568,6637.6172,-3931.0243,3034.4229,4558.7724,-2295.3353,-243360.4764,-268852.2347,-251656.8592,-254156.1108,-254520.4438,-254230.5410,-260611.4404,-257214.9095,-203868039.6792,-203924523.4465,-203900086.4303,-203896937.0157,-257780.2235,-203886818.0602,1906.7255,2868.2341,5909.0749,3010.1194,3240.3199,-4587.4735,-2351.3630,6270.8651,-3165.7191,5670.3264,3078.2965,-1812.6314,-5904.9864,-558.3672,5803.0209,1585.0997,-2795.8439,-6127.3137,-3842.9305,4303.9015,-274410.3445,-267327.7564,-265145.1985,-267915.1742,-258881.9439,-261812.4993,-264541.5419,-264388.3420,267140809.4240,267171931.9341,267165966.4408,267156055.3527,-265030.1280,267147517.6931,4763.5871,-2166.8263,-3188.7194,-3172.6149,-4617.6960,-2640.9499,-5331.2577,-1566.9385,4792.3538,3786.6614,-3744.0183,-5472.5876,-2562.6248,-5355.3557,3762.3167,730.3997,-4860.5453,1124.6569,3502.0983,-4899.8244,109436.1301,108217.1241,107052.6343,108819.5941,112980.7745,104711.1173,97577.8250,108122.0522,-133999159.3417,-133987624.2710,-134007110.0878,-133997636.1387,106583.3300,-133994715.0078,
