sl_100_86400_20251015 Coordinates.csv
2025/10/15 07:47:00.0000 UTC

Generated: Tue Oct  8 16:21:41 2024,
Start: 2025/10/15 07:47:00.00, Stop: 2025/10/16 07:47:00.00,
TIME_UNITS,STARLINK-3796 - X-Coordinate,STARLINK-1394 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-30311 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-32083 - X-Coordinate,STARLINK-5937 - X-Coordinate,STARLINK-30517 - X-Coordinate,STARLINK-5657 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-5830 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-3133 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-2450 - X-Coordinate,STARLINK-30606 - X-Coordinate,STARLINK-3981 - X-Coordinate,STARLINK-6238 - X-Coordinate,STARLINK-5599 - X-Coordinate,STARLINK-31319 - X-Coordinate,STARLINK-5032 - X-Coordinate,STARLINK-32095 - X-Coordinate,STARLINK-31100 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-2389 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-3180 - X-Coordinate,STARLINK-3258 - X-Coordinate,STARLINK-4203 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-1476 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-1456 - X-Coordinate,STARLINK-1076 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-3522 - X-Coordinate,STARLINK-4589 - X-Coordinate,STARLINK-31595 - X-Coordinate,STARLINK-32373 - X-Coordinate,STARLINK-5163 - X-Coordinate,STARLINK-30903 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-3732 - X-Coordinate,STARLINK-1021 - X-Coordinate,STARLINK-31579 - X-Coordinate,STARLINK-5852 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-32198 - X-Coordinate,STARLINK-1399 - X-Coordinate,STARLINK-5193 - X-Coordinate,STARLINK-2178 - X-Coordinate,STARLINK-2655 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-1471 - X-Coordinate,STARLINK-2608 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-4191 - X-Coordinate,STARLINK-4328 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-3713 - X-Coordinate,STARLINK-1932 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-1266 - X-Coordinate,STARLINK-2374 - X-Coordinate,STARLINK-3458 - X-Coordinate,STARLINK-3913 - X-Coordinate,STARLINK-30764 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-4482 - X-Coordinate,STARLINK-31462 - X-Coordinate,STARLINK-30448 - X-Coordinate,STARLINK-2231 - X-Coordinate,STARLINK-31021 - X-Coordinate,STARLINK-31531 - X-Coordinate,STARLINK-3272 - X-Coordinate,STARLINK-4688 - X-Coordinate,STARLINK-4498 - X-Coordinate,STARLINK-5714 - X-Coordinate,STARLINK-1748 - X-Coordinate,STARLINK-3520 - X-Coordinate,STARLINK-11223 [DTC] - X-Coordinate,STARLINK-32003 - X-Coordinate,STARLINK-5986 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-4202 - X-Coordinate,STARLINK-4382 - X-Coordinate,STARLINK-5721 - X-Coordinate,STARLINK-4608 - X-Coordinate,STARLINK-4703 - X-Coordinate,STARLINK-30264 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3796 - Y-Coordinate,STARLINK-1394 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-30311 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-32083 - Y-Coordinate,STARLINK-5937 - Y-Coordinate,STARLINK-30517 - Y-Coordinate,STARLINK-5657 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-5830 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-3133 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-2450 - Y-Coordinate,STARLINK-30606 - Y-Coordinate,STARLINK-3981 - Y-Coordinate,STARLINK-6238 - Y-Coordinate,STARLINK-5599 - Y-Coordinate,STARLINK-31319 - Y-Coordinate,STARLINK-5032 - Y-Coordinate,STARLINK-32095 - Y-Coordinate,STARLINK-31100 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-2389 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-3180 - Y-Coordinate,STARLINK-3258 - Y-Coordinate,STARLINK-4203 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-1476 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-1456 - Y-Coordinate,STARLINK-1076 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-3522 - Y-Coordinate,STARLINK-4589 - Y-Coordinate,STARLINK-31595 - Y-Coordinate,STARLINK-32373 - Y-Coordinate,STARLINK-5163 - Y-Coordinate,STARLINK-30903 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-3732 - Y-Coordinate,STARLINK-1021 - Y-Coordinate,STARLINK-31579 - Y-Coordinate,STARLINK-5852 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-32198 - Y-Coordinate,STARLINK-1399 - Y-Coordinate,STARLINK-5193 - Y-Coordinate,STARLINK-2178 - Y-Coordinate,STARLINK-2655 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-1471 - Y-Coordinate,STARLINK-2608 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-4191 - Y-Coordinate,STARLINK-4328 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-3713 - Y-Coordinate,STARLINK-1932 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-1266 - Y-Coordinate,STARLINK-2374 - Y-Coordinate,STARLINK-3458 - Y-Coordinate,STARLINK-3913 - Y-Coordinate,STARLINK-30764 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-4482 - Y-Coordinate,STARLINK-31462 - Y-Coordinate,STARLINK-30448 - Y-Coordinate,STARLINK-2231 - Y-Coordinate,STARLINK-31021 - Y-Coordinate,STARLINK-31531 - Y-Coordinate,STARLINK-3272 - Y-Coordinate,STARLINK-4688 - Y-Coordinate,STARLINK-4498 - Y-Coordinate,STARLINK-5714 - Y-Coordinate,STARLINK-1748 - Y-Coordinate,STARLINK-3520 - Y-Coordinate,STARLINK-11223 [DTC] - Y-Coordinate,STARLINK-32003 - Y-Coordinate,STARLINK-5986 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-4202 - Y-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-5721 - Y-Coordinate,STARLINK-4608 - Y-Coordinate,STARLINK-4703 - Y-Coordinate,STARLINK-30264 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3796 - Z-Coordinate,STARLINK-1394 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-30311 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-32083 - Z-Coordinate,STARLINK-5937 - Z-Coordinate,STARLINK-30517 - Z-Coordinate,STARLINK-5657 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-5830 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-3133 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-2450 - Z-Coordinate,STARLINK-30606 - Z-Coordinate,STARLINK-3981 - Z-Coordinate,STARLINK-6238 - Z-Coordinate,STARLINK-5599 - Z-Coordinate,STARLINK-31319 - Z-Coordinate,STARLINK-5032 - Z-Coordinate,STARLINK-32095 - Z-Coordinate,STARLINK-31100 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-2389 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-3180 - Z-Coordinate,STARLINK-3258 - Z-Coordinate,STARLINK-4203 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-1476 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-1456 - Z-Coordinate,STARLINK-1076 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-3522 - Z-Coordinate,STARLINK-4589 - Z-Coordinate,STARLINK-31595 - Z-Coordinate,STARLINK-32373 - Z-Coordinate,STARLINK-5163 - Z-Coordinate,STARLINK-30903 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-3732 - Z-Coordinate,STARLINK-1021 - Z-Coordinate,STARLINK-31579 - Z-Coordinate,STARLINK-5852 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-32198 - Z-Coordinate,STARLINK-1399 - Z-Coordinate,STARLINK-5193 - Z-Coordinate,STARLINK-2178 - Z-Coordinate,STARLINK-2655 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-1471 - Z-Coordinate,STARLINK-2608 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-4191 - Z-Coordinate,STARLINK-4328 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-3713 - Z-Coordinate,STARLINK-1932 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-1266 - Z-Coordinate,STARLINK-2374 - Z-Coordinate,STARLINK-3458 - Z-Coordinate,STARLINK-3913 - Z-Coordinate,STARLINK-30764 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-4482 - Z-Coordinate,STARLINK-31462 - Z-Coordinate,STARLINK-30448 - Z-Coordinate,STARLINK-2231 - Z-Coordinate,STARLINK-31021 - Z-Coordinate,STARLINK-31531 - Z-Coordinate,STARLINK-3272 - Z-Coordinate,STARLINK-4688 - Z-Coordinate,STARLINK-4498 - Z-Coordinate,STARLINK-5714 - Z-Coordinate,STARLINK-1748 - Z-Coordinate,STARLINK-3520 - Z-Coordinate,STARLINK-11223 [DTC] - Z-Coordinate,STARLINK-32003 - Z-Coordinate,STARLINK-5986 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-4202 - Z-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-5721 - Z-Coordinate,STARLINK-4608 - Z-Coordinate,STARLINK-4703 - Z-Coordinate,STARLINK-30264 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6634.8219,4542.1607,-6594.2305,6485.9109,3649.8798,-4030.3681,-1370.1021,-3944.2325,5720.5240,-3944.9404,-3507.0791,-3480.0188,552.6445,6839.9966,-6637.3993,-5063.0776,-3411.0608,5695.4437,-954.0588,-4094.3445,2322.5521,-35.2524,-4629.9242,6126.7955,1464.9722,-4668.4271,-2054.1331,-4230.2733,3339.9460,-2822.6257,2936.4112,4820.2324,5904.5910,-3810.4496,-3843.0746,-4155.7295,-3562.3074,-692.2981,-3655.7744,4555.2872,-2284.4719,-789.3942,340.9183,2210.2129,-1183.9794,5047.2113,-3039.6798,-5939.8508,-6488.5293,5561.1816,5660.5303,-4319.3083,499.0397,-5237.6857,3575.5340,6403.2817,2029.4479,-5425.6487,-3800.0017,-5768.2955,-5834.0609,-843.8430,-5276.0193,4452.2464,-4288.5514,-2493.4219,4922.8959,2552.3222,4313.9858,3458.9392,-1815.5998,-1234.5153,-6522.0297,3015.7529,-1911.6136,2401.1422,5748.8710,4768.9676,5198.8368,91.7505,3905.2045,5152.4953,-642.9660,-6215.4287,-4185.0319,-5014.0920,0.0000,-3561.2906,5099.0807,-1385.5344,-5077.5331,-4922.1419,-4221.8390,-2010.0942,4109.8480,-1996.6689,4658.7749,1991.0056,4267.9627,4433.5820,-359285.0866,-368218.2364,-352746.4307,-355481.9170,-352870.0145,-353995.0734,-362234.3664,-357526.3966,-45504289.2689,-45511483.2246,-45502069.1137,-45513806.6846,-358699.3048,-45511994.7869,1283.0807,-4480.1701,2071.9840,-2445.9593,-4583.2935,-902.2126,-5043.8322,-4308.0134,-797.0795,5444.4375,-4136.6797,3959.5803,5486.3573,-294.0557,1729.8227,-2589.1542,2504.9080,-692.7338,5469.9844,-4649.6041,1670.8094,5339.2173,-1061.5564,2669.5878,5025.7281,2176.0430,-3627.7992,3528.6440,3754.7144,-3137.8653,2952.0406,2797.4770,-2722.0579,-1525.8721,3275.2432,4682.3221,-3302.2375,-4556.5103,3791.5354,-4397.9089,3976.2271,5802.8381,-4098.6874,-6397.7489,-5609.7079,-475.6752,4594.1077,1800.5518,-1618.4432,-2048.2921,1700.0866,1232.0874,6793.9035,-1102.9645,-2077.8941,-2073.7918,-3643.3305,3278.6469,-5485.2017,-314.4169,-3539.1146,562.3107,2726.9749,-2917.8198,-1859.7279,-6470.8170,-3996.1798,-3604.3202,-2914.7455,-2387.6928,-4477.2358,6152.1003,2283.1840,-5006.3327,-5988.4957,-4812.2564,-3041.7134,4762.0798,147.3849,-6876.3200,-5277.4256,-1740.7482,4698.9071,2924.5008,4217.2534,1428.9388,0.0000,2271.9486,4115.0213,4931.1686,2440.4785,3401.6362,373.1008,-6257.5153,-3538.0884,1994.4396,-2181.5603,-4758.9837,-1574.7078,-3268.1259,-55425.7114,-27114.6188,-37787.7064,-41613.2625,-33564.1741,-36698.9045,-34563.7877,-38271.6838,338721838.8657,338738789.6547,338713246.2643,338716366.1096,-37046.4442,338704070.5195,-1478.4535,2679.9450,44.5524,212.5989,-3714.2884,5460.7485,-4561.2098,-3745.4991,-3866.1464,-51.6242,-4331.0244,4494.3253,4215.9275,-1021.5577,-924.3031,3956.1441,5464.7110,-3747.1763,4110.6607,-3122.1841,6324.9971,4244.5495,-5033.4640,1359.4907,4533.6399,4596.4163,-5524.2802,4073.0845,4734.5895,-5482.4975,-5521.2607,-4126.1950,-2396.5005,-5601.9749,-4734.9797,-2908.8921,-4907.0801,5153.9966,4483.7698,-2784.5114,-5178.6500,3670.8169,-5483.2735,993.7598,3847.7562,-4717.9107,-4069.5046,3035.3355,1768.1561,-3445.3250,3645.3932,-5140.3645,390.2309,4379.0155,5525.8672,-1586.1611,-5510.3156,2777.2800,1368.1458,-3824.1867,-1099.8817,-6867.6083,3392.8223,4409.1865,-5131.1354,-2.5182,-2763.4667,5295.3905,4544.0325,-5500.9631,-4927.1822,-2915.9212,-195.8170,-3577.7760,2918.8378,4366.5600,-2355.5001,1047.5883,-4581.8977,-584.8455,-2235.5803,-4121.0647,5025.3716,825.3582,3517.7474,4562.0038,0.0000,-5479.7281,1256.2193,-4563.9792,4059.6035,-3515.7061,5455.0252,1894.2418,4284.3708,6334.1122,-4665.2881,-4615.7800,5181.9095,4075.3960,136876.3070,134830.4666,131904.6540,138730.8136,137644.5727,126958.0612,126370.6033,132590.4840,-102955880.8814,-102976598.4653,-102933608.8980,-102954608.1839,133224.8428,-102949377.6950,
3600.000,-4775.3771,-949.0670,4657.8100,-4596.0414,309.6748,5187.0650,4827.4490,6312.5205,-5872.0977,804.2410,6274.5592,-304.4068,-4029.3405,-4723.1832,5278.2785,6868.2491,262.7339,-2231.0322,-914.2573,4984.7242,-2870.0026,-3555.2916,3373.5357,-6293.3663,-3981.2886,4767.6596,5501.9113,3520.1661,-4376.7498,6051.2946,-5564.3498,-5081.6678,-2633.8771,4746.4847,3150.1641,386.6533,4425.6743,3927.7857,-610.4399,-3548.6549,148.8916,-2445.9498,3977.6694,-156.6266,3282.2158,-4416.5161,1622.1084,5818.2143,4660.5443,-1624.2492,-2602.3991,4392.9297,-2377.7192,6844.4320,-1372.5129,-3573.1476,1383.1112,1852.1173,5376.4217,6737.3396,5005.2929,4002.9995,4816.1885,-360.7715,4761.7867,4116.3213,-4023.6714,-337.1211,-4011.2173,-1594.4161,4496.5281,-342.9714,4412.6528,1213.6315,4231.5279,282.0422,-4924.7181,-5782.4489,-5559.7291,1582.0611,-434.0941,-1815.5021,-3457.6855,3649.8952,3373.6680,4362.1560,0.0000,2026.9459,-5306.1037,-2936.6235,1004.0945,3788.6187,4585.4800,3511.1664,104.6939,6205.7165,-3227.5964,2207.6226,-4273.9174,-417.3978,-333656.4503,-350913.5832,-332838.5916,-336109.7013,-332768.7689,-333624.9833,-341389.2367,-340175.1877,-131682553.5746,-131696900.1863,-131682196.6093,-131696135.2719,-338591.6991,-131689459.4756,1070.3785,4288.9951,-3186.4988,4069.9562,5094.8803,-3129.6872,4421.4766,2817.7924,3626.1855,-4968.9191,2444.0144,-5528.3522,-3435.9483,2037.8352,-2984.5640,276.2034,-5376.7190,3456.4213,-6853.7212,952.3839,2896.9997,-5704.7697,-3155.0943,35.0743,-1593.1648,-4920.0728,1302.6337,-5882.7658,529.8439,1028.1448,356.5641,1291.6791,3668.6795,4946.7993,-6047.1258,-4258.9386,-1085.4421,5288.1758,-4242.8988,5716.6606,-6579.0797,-3351.1294,4373.9053,5878.1675,6077.2050,4316.4816,-6646.2289,-3512.1729,-977.5466,3773.5836,705.7940,-4908.7766,-4548.3125,-852.3387,5582.3280,3269.0103,5792.7342,-3948.7214,3248.0503,-1572.5944,830.0176,3403.0915,-4735.6670,4228.9227,5031.7625,4430.6009,5385.5779,6431.7376,5573.4547,5826.7758,874.3116,-6757.1909,-3325.8392,3921.1987,5459.9992,6702.1892,4401.8522,-2174.2730,3403.2057,5639.1831,5216.5247,5008.5749,-3078.7469,-3724.4660,-5990.4172,-4871.7112,0.0000,-5801.3077,-1388.2693,-3234.2510,-2289.9724,-5806.4273,-4154.1445,5201.8630,4205.3761,-1722.9032,5520.0988,3709.1793,4987.6117,5260.1168,-143343.2070,-117102.5197,-128017.9712,-130295.3493,-122034.3159,-124913.2936,-123994.4672,-125081.3829,315367619.4924,315381904.7981,315366470.6691,315357645.9423,-125875.6620,315350590.8761,4878.7767,-5355.0856,3984.0098,3219.9448,4683.1918,-3214.3087,2271.7831,531.7829,770.4317,-4461.8047,1652.8957,-4180.5005,-4502.4399,4622.7469,-3337.6759,-917.9921,-4353.7891,5468.2422,-147.2018,4717.0575,-5636.6915,-1189.6233,5138.2955,2621.3070,-5450.9399,-917.1405,3973.4679,134.4412,-5327.3376,3172.0172,4072.1443,4522.6359,5244.1773,1084.1367,1154.5943,5406.6638,5171.5149,-2135.6737,-5440.8908,-1591.9140,2105.7118,-5538.8274,3451.0892,3493.3283,248.5622,3114.7064,-219.7282,1267.1056,-5023.7984,5475.4900,-6412.6448,1766.6670,-4500.0290,-605.5215,-3842.4117,4925.8647,3487.1106,-5382.0440,2631.8568,-257.7237,4684.7815,4522.5961,1107.3732,-5468.4094,321.8137,-3397.1691,-1616.6306,-2493.2349,-851.7134,3361.8532,5145.8628,-1435.8372,4146.1143,5475.0397,612.1156,-1765.5692,-2047.9190,2882.0224,2334.7866,-3653.1689,4537.4916,4251.6123,-5145.5353,-4551.7044,693.7517,-2316.1400,0.0000,3159.1455,3792.2058,5276.5132,-6492.4631,179.4542,-3098.8552,2720.6123,-5495.9396,-2601.4556,2687.6487,5396.6680,-2133.5544,-4384.1173,135513.4795,133616.4367,131875.6719,135701.0813,137928.4575,128443.2078,123622.4367,132302.5690,-103014004.3441,-103033594.8429,-102991476.2940,-103013208.4836,132079.0012,-103005075.9998,
7200.000,1667.0961,-3354.9665,-572.0266,859.7088,-4014.4191,-4519.3942,-6238.1981,-6242.9079,4009.4037,3847.2119,-6633.4918,3402.7024,6512.3225,997.0326,-1508.1320,-6089.6112,1930.2036,-1302.5899,2356.6101,-5218.3197,3850.9094,5176.0181,-2184.7559,3672.1145,6043.0979,-2914.7044,-6904.0830,-963.2059,4977.5548,-6801.0799,6448.1926,4580.7097,-1598.6221,-2121.1362,-1415.4922,3936.6135,-4794.6996,-5045.3983,4349.6554,616.0013,1400.0663,5643.9974,-5833.4138,-2991.6284,-3990.9757,2871.5932,685.4892,-2925.0024,-1767.4378,-2516.8504,-214.1843,-2584.4664,4374.2392,-5478.3143,-339.2204,-658.8926,-3326.0231,2426.7610,-4887.1160,-4759.3949,-3093.0983,-3190.7746,-1609.8619,-3314.9346,-1852.3120,-5029.1851,1008.6542,-1310.4737,2127.5253,54.3924,-6268.2455,2176.3551,-255.5522,-5323.4084,-5106.9498,-2454.0521,1620.9548,4566.7373,4288.7858,-3602.7370,-3551.4774,-1478.1942,6412.8032,633.2457,-837.3866,-2599.8325,0.0000,-573.5516,2595.5716,6276.0775,3399.7031,-1291.5379,-3740.4143,-4042.7578,-3959.5704,-6365.0253,1304.3785,-5724.2303,2887.6471,-3173.4279,-287008.8197,-311687.6426,-291744.3881,-295727.9388,-291243.4529,-292940.2208,-298607.3697,-295036.0727,-208868764.2911,-208888914.9095,-208873710.9509,-208881923.3169,-296807.6988,-208875357.5157,-4180.9314,-3801.0736,4114.1910,-5004.7054,-4896.0198,4982.0004,-2691.0389,-418.3179,-4951.9106,2369.9626,-279.2671,5893.0850,1147.2331,-4234.1422,3908.7639,1933.1678,6623.3594,-5849.1129,5176.7448,2966.2604,-5546.8165,3487.8344,6234.4751,-3397.5414,-1487.6763,5284.6653,434.6086,5279.8348,-4064.1300,573.6758,-2488.0146,-4725.5313,-4621.9265,-5228.6288,6006.8475,3523.5585,4488.5291,-4182.6982,4451.9688,-4789.2100,6376.3377,713.9736,-3446.6781,-2812.1545,-3754.6447,-6284.5354,5252.7755,4030.6065,4279.6111,-5225.6774,-4323.8460,5601.2666,168.9776,2278.8072,-6895.1244,-4517.9489,-6007.9598,4507.0810,1035.9004,2824.0505,3125.1350,-6143.1228,4573.6946,-5214.8874,-4802.6271,-636.9536,-4709.1535,-6496.6383,-5638.4539,-6867.0021,2032.0238,4402.3907,4168.6235,-2520.7030,-2768.2783,-6194.3826,-4324.6706,-2014.1789,-5274.5329,-2051.5697,-4316.2188,-6551.3218,1595.1530,4239.2343,5186.7805,6286.4352,0.0000,6799.1638,-3327.9210,1524.9783,3213.3048,5988.5189,5688.6413,-1183.6331,-4636.9653,-652.1288,-6760.0339,-2656.3354,-5830.3093,-5863.6826,-221814.3401,-200360.3960,-210332.1776,-210803.4724,-202934.4739,-205825.3490,-205277.5545,-207301.4966,270488798.7807,270498866.1158,270493392.0861,270471859.0797,-206992.2830,270472742.5285,-5258.0757,4702.9833,-5531.6307,-4730.7108,-2836.2546,-1322.8560,1377.0005,2982.2729,2759.6856,4969.2843,2001.1744,1317.1185,2117.0882,-5389.5925,5496.1497,-2697.9276,515.0911,-3326.3176,-3937.6755,-3481.0050,1654.6774,-2769.2209,-2060.8981,-4640.1959,3040.2839,-3370.8326,35.8260,-4271.6600,2531.5386,1103.8166,-74.6510,-2182.6977,-4913.0325,4031.7340,3117.8474,-4446.6593,-2126.6993,-2230.6727,3019.3661,4938.5217,2266.8523,3921.7963,1010.8131,-5476.8459,-4216.0410,404.5905,4327.4546,-4800.9660,5130.3164,-3655.9905,5428.0447,2907.9722,5224.4474,-3569.9558,-298.1261,-5198.2605,735.6363,4651.8119,-4638.1960,4152.4463,-5338.4441,477.1900,-4835.3670,3099.1605,4643.7955,4720.9086,4950.2111,-1935.4839,-3401.0091,845.6916,-2047.1276,4859.9610,-5514.8946,-3504.3449,-3793.5934,-1925.5870,5135.5318,-4652.2293,1325.8110,5505.1588,-4110.0842,-1193.1067,2031.4478,5420.2951,-4492.9332,-1351.3136,0.0000,1118.6821,-5173.6390,-2312.5496,5132.3423,3244.4181,-1222.5617,-5397.1350,3254.2919,-2700.0601,876.9287,-2845.2590,-2311.0301,1592.1484,134103.7653,132362.0601,131888.9434,131719.5362,137705.7334,130822.3782,121578.4801,130859.6675,-103071526.4054,-103090368.6631,-103050021.0839,-103069531.6384,130920.9215,-103060751.1223,
