sl_100_86400_20251001 Coordinates.csv
2025/10/01 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:29 2024,
Start: 2025/10/01 07:47:00.00, Stop: 2025/10/02 07:47:00.00,
TIME_UNITS,STARLINK-30345 - X-Coordinate,STARLINK-6098 - X-Coordinate,STARLINK-1558 - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-1597 - X-Coordinate,STARLINK-4050 - X-Coordinate,STARLINK-4504 - X-Coordinate,STARLINK-30847 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-5810 - X-Coordinate,STARLINK-6256 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-31304 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-4484 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-6271 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-30378 - X-Coordinate,STARLINK-2241 - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-31547 - X-Coordinate,STARLINK-31987 - X-Coordinate,STARLINK-2263 - X-Coordinate,STARLINK-31411 - X-Coordinate,STARLINK-31288 - X-Coordinate,STARLINK-5417 - X-Coordinate,STARLINK-3972 - X-Coordinate,STARLINK-31255 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-5430 - X-Coordinate,STARLINK-1591 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-31268 - X-Coordinate,STARLINK-6325 - X-Coordinate,STARLINK-5489 - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-31890 - X-Coordinate,STARLINK-30552 - X-Coordinate,STARLINK-1795 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-4354 - X-Coordinate,STARLINK-31445 - X-Coordinate,STARLINK-30377 - X-Coordinate,STARLINK-5358 - X-Coordinate,STARLINK-4482 - X-Coordinate,STARLINK-6171 - X-Coordinate,STARLINK-5964 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-4575 - X-Coordinate,STARLINK-30221 - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-31758 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-6058 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-1201 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-5783 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-2041 - X-Coordinate,STARLINK-3970 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-2494 - X-Coordinate,STARLINK-4456 - X-Coordinate,STARLINK-5126 - X-Coordinate,STARLINK-5947 - X-Coordinate,STARLINK-6135 - X-Coordinate,STARLINK-5470 - X-Coordinate,STARLINK-1337 - X-Coordinate,STARLINK-5906 - X-Coordinate,STARLINK-4740 - X-Coordinate,STARLINK-4558 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-3758 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-3396 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-11239 [DTC] - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-4454 - X-Coordinate,STARLINK-31073 - X-Coordinate,STARLINK-1042 - X-Coordinate,STARLINK-32211 - X-Coordinate,STARLINK-4178 - X-Coordinate,STARLINK-31677 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-30155 - X-Coordinate,STARLINK-5087 - X-Coordinate,STARLINK-3302 - X-Coordinate,STARLINK-3309 - X-Coordinate,STARLINK-30837 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30345 - Y-Coordinate,STARLINK-6098 - Y-Coordinate,STARLINK-1558 - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-1597 - Y-Coordinate,STARLINK-4050 - Y-Coordinate,STARLINK-4504 - Y-Coordinate,STARLINK-30847 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-5810 - Y-Coordinate,STARLINK-6256 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-31304 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-4484 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-30378 - Y-Coordinate,STARLINK-2241 - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-31547 - Y-Coordinate,STARLINK-31987 - Y-Coordinate,STARLINK-2263 - Y-Coordinate,STARLINK-31411 - Y-Coordinate,STARLINK-31288 - Y-Coordinate,STARLINK-5417 - Y-Coordinate,STARLINK-3972 - Y-Coordinate,STARLINK-31255 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-5430 - Y-Coordinate,STARLINK-1591 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-31268 - Y-Coordinate,STARLINK-6325 - Y-Coordinate,STARLINK-5489 - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-31890 - Y-Coordinate,STARLINK-30552 - Y-Coordinate,STARLINK-1795 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-4354 - Y-Coordinate,STARLINK-31445 - Y-Coordinate,STARLINK-30377 - Y-Coordinate,STARLINK-5358 - Y-Coordinate,STARLINK-4482 - Y-Coordinate,STARLINK-6171 - Y-Coordinate,STARLINK-5964 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-4575 - Y-Coordinate,STARLINK-30221 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-31758 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-6058 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-1201 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-5783 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-2041 - Y-Coordinate,STARLINK-3970 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-2494 - Y-Coordinate,STARLINK-4456 - Y-Coordinate,STARLINK-5126 - Y-Coordinate,STARLINK-5947 - Y-Coordinate,STARLINK-6135 - Y-Coordinate,STARLINK-5470 - Y-Coordinate,STARLINK-1337 - Y-Coordinate,STARLINK-5906 - Y-Coordinate,STARLINK-4740 - Y-Coordinate,STARLINK-4558 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-3758 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-3396 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-11239 [DTC] - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-4454 - Y-Coordinate,STARLINK-31073 - Y-Coordinate,STARLINK-1042 - Y-Coordinate,STARLINK-32211 - Y-Coordinate,STARLINK-4178 - Y-Coordinate,STARLINK-31677 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-30155 - Y-Coordinate,STARLINK-5087 - Y-Coordinate,STARLINK-3302 - Y-Coordinate,STARLINK-3309 - Y-Coordinate,STARLINK-30837 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30345 - Z-Coordinate,STARLINK-6098 - Z-Coordinate,STARLINK-1558 - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-1597 - Z-Coordinate,STARLINK-4050 - Z-Coordinate,STARLINK-4504 - Z-Coordinate,STARLINK-30847 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-5810 - Z-Coordinate,STARLINK-6256 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-31304 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-4484 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-30378 - Z-Coordinate,STARLINK-2241 - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-31547 - Z-Coordinate,STARLINK-31987 - Z-Coordinate,STARLINK-2263 - Z-Coordinate,STARLINK-31411 - Z-Coordinate,STARLINK-31288 - Z-Coordinate,STARLINK-5417 - Z-Coordinate,STARLINK-3972 - Z-Coordinate,STARLINK-31255 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-5430 - Z-Coordinate,STARLINK-1591 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-31268 - Z-Coordinate,STARLINK-6325 - Z-Coordinate,STARLINK-5489 - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-31890 - Z-Coordinate,STARLINK-30552 - Z-Coordinate,STARLINK-1795 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-4354 - Z-Coordinate,STARLINK-31445 - Z-Coordinate,STARLINK-30377 - Z-Coordinate,STARLINK-5358 - Z-Coordinate,STARLINK-4482 - Z-Coordinate,STARLINK-6171 - Z-Coordinate,STARLINK-5964 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-4575 - Z-Coordinate,STARLINK-30221 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-31758 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-6058 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-1201 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-5783 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-2041 - Z-Coordinate,STARLINK-3970 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-2494 - Z-Coordinate,STARLINK-4456 - Z-Coordinate,STARLINK-5126 - Z-Coordinate,STARLINK-5947 - Z-Coordinate,STARLINK-6135 - Z-Coordinate,STARLINK-5470 - Z-Coordinate,STARLINK-1337 - Z-Coordinate,STARLINK-5906 - Z-Coordinate,STARLINK-4740 - Z-Coordinate,STARLINK-4558 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-3758 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-3396 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-11239 [DTC] - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-4454 - Z-Coordinate,STARLINK-31073 - Z-Coordinate,STARLINK-1042 - Z-Coordinate,STARLINK-32211 - Z-Coordinate,STARLINK-4178 - Z-Coordinate,STARLINK-31677 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-30155 - Z-Coordinate,STARLINK-5087 - Z-Coordinate,STARLINK-3302 - Z-Coordinate,STARLINK-3309 - Z-Coordinate,STARLINK-30837 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5856.9314,-1233.2086,-5937.6629,5168.6525,4518.9303,-4177.6662,-5353.5064,-4446.0710,-2173.1283,3147.1698,-5131.7755,6809.0450,-5158.6300,-797.3765,4455.1118,3888.2012,5397.3942,6471.1627,2615.1389,-2134.0112,-5074.7814,-1081.4432,2086.2037,4254.5813,-6805.1551,-2016.2139,1476.5822,-4339.4388,6593.0590,-5840.4696,-1841.9866,3771.0413,4453.9006,-373.1770,0.0000,4227.1502,-1963.2773,168.9867,-1989.8119,-1958.5397,4158.1016,2354.7549,-1497.3442,-1640.8615,2337.2396,-1184.5174,-183.8910,2047.1854,-3621.5939,3112.0144,-1242.2077,-3190.4983,5289.4787,-3857.4454,4870.5322,-5819.5026,835.8418,-913.4489,-6284.2871,708.3583,5795.6218,-6487.9215,5515.6045,85.0871,4316.9979,-4735.7341,5619.9389,-3195.3394,-4659.6199,4253.7005,-825.9879,-4762.4751,-3031.1841,-1473.9481,955.7276,6833.7512,5242.8979,1986.8327,-2375.5918,500.4118,-3622.6744,-3665.0030,3558.4670,3472.8879,4667.9776,1596.7158,4139.1431,-5958.9411,214.4657,3953.9886,152.6334,3430.1410,-316.3313,-1258.3757,-319.1217,2430.8401,3858.0903,4474.0148,1711.6893,-5996.0340,343833.5834,350830.2455,352630.8678,349044.2891,353470.8022,351635.5995,344142.1471,346371.2740,-19724830.1133,-19722137.0501,-19716693.7660,-19720857.5802,346992.7844,-19726874.5906,-82.5948,-6639.9917,-3120.8863,638.1573,5095.3783,3038.4056,2354.8345,-3688.8360,5021.1983,-677.8152,-4586.4842,-1288.8008,615.4336,-5044.6326,2769.1135,4325.2927,1460.4376,213.2592,-4768.7097,-4632.6355,-2572.6003,-6448.5427,6484.7039,5129.7025,663.3252,-6398.7106,5343.5706,652.3578,-2013.6560,-238.0218,-4338.9810,-2895.9243,-2996.1063,6483.7735,0.0000,-976.2178,4705.5864,5401.0172,5657.1594,-6285.8570,-368.9233,6473.6044,1766.3338,6546.5504,-6504.2921,6513.7154,5619.1512,-6016.4075,-3978.6344,2781.5684,-6798.7680,5682.8543,-2164.5629,4158.7503,-3201.2827,-448.6350,-6818.2796,3858.4723,-2815.8640,-6676.3025,2913.9100,-1870.9014,-934.2654,4989.0221,3080.3675,3133.6023,985.9298,6023.9186,1823.5917,-2925.6892,-5776.7502,-1768.4534,-4348.6647,6423.7339,-5119.2265,-565.9979,1500.4972,-3639.6982,-6490.8176,-6720.5830,2480.0587,-5101.7091,5589.3307,-3020.9354,-3044.8740,4025.1588,1144.0637,-2326.8336,-6903.3929,3413.0421,4027.9315,-2313.9886,-5130.1553,5357.2042,6353.4348,4853.4838,5570.2347,921.3795,-4748.0833,3460.2749,67597.7004,82706.0062,64018.1913,60863.0290,68064.8832,65267.4623,69308.6670,65975.6784,342089256.0323,342113160.6650,342128682.1067,342109837.0727,66049.3447,342109118.3779,3703.6238,-1582.7317,-1599.8951,-4406.5154,-1183.7379,-4578.8185,-3703.7225,3792.4109,4249.3313,-6156.5729,1038.9372,236.6859,4407.8491,4510.4387,4391.6827,3729.5503,4064.1390,-2494.1563,-4198.5693,4688.5965,-3934.2930,-2251.1343,401.9653,1537.9737,-521.6826,1224.6713,4016.5560,5329.1850,518.2240,3543.3506,4941.0309,-5026.4671,-4387.7190,2459.0142,0.0000,-5441.8127,-4712.2523,4296.5738,3350.0229,-2190.6776,5514.3929,521.9641,6537.5874,990.5828,381.4242,2058.3726,4013.9246,2766.3554,-4378.4013,-5509.6325,135.0436,2348.3676,3930.5378,3925.0455,3535.9017,3600.9138,1057.0538,-5698.7160,-819.0258,1681.8117,-2246.8456,1628.4840,4092.0064,4626.4546,-4401.3581,3943.4954,-3907.3268,1308.2239,-4788.2397,4632.9130,-3712.8102,-4726.2738,4460.4418,2088.6042,-4558.8994,1164.8588,4235.6297,-5542.9382,-383.6973,116.1442,5333.2742,-2901.5261,1970.5290,5145.6442,4133.0718,-4983.4576,-5426.3897,2622.8020,-710.0382,-4552.8349,5342.5476,-5442.1612,-4634.0136,-4021.2667,2487.7429,4303.4087,-1490.3735,5183.2291,4670.3582,427.4490,-168619.7560,-170045.7794,-170547.1384,-163659.0548,-164801.6425,-175495.6460,-176027.6855,-170915.4370,-83084714.9926,-83109479.9054,-83093770.2327,-83073279.8226,-169199.7302,-83080392.0409,
3600.000,-3750.0900,3379.9918,6130.3515,-4026.2707,-4504.9083,-53.9319,5317.6110,4126.4010,-476.6995,1943.6431,4467.7920,-4982.2052,2992.3750,4738.8156,-3875.0640,-5843.7146,-3491.5231,-6520.2517,1809.6985,5390.6545,6809.7010,2616.3095,-4084.3741,-5092.9262,4602.5202,4137.2296,-3889.0008,4836.3475,-4950.5824,6535.1924,5199.7419,-3000.1214,-423.1765,-765.7227,0.0000,-6374.3579,-1887.7662,-2430.7153,-542.3005,3940.9383,-4070.5778,-3425.9153,5949.5461,-1097.2661,388.4444,-1008.9504,-1808.0970,113.0782,5402.5461,-5475.2075,2623.9958,1181.7043,-1363.3638,-364.5785,-3419.6903,6412.6220,3.6077,470.2119,6339.9014,1564.3911,-5035.6589,4060.3876,-5576.8636,-4483.8503,-4048.3131,705.2564,-3321.1350,1437.5519,4887.6218,-6776.7881,3275.8909,5651.8625,5403.9487,-70.5832,1201.9081,-4358.8532,-3450.6229,1660.6437,3438.3316,1907.1473,2487.2595,5175.2853,-4684.0922,612.0012,-6744.8416,-5365.2374,-5891.4706,6641.2361,-2180.5422,-4200.9357,-4942.0855,-1313.0941,3644.5267,-3273.3474,-1512.1208,-5504.2135,-5323.5795,-6286.0157,324.8008,3968.9550,313877.2872,319939.3539,324746.2995,320985.6133,326166.5090,324664.5037,317327.1537,319979.7540,-107673445.3752,-107672878.4426,-107673831.1013,-107671598.1035,319609.7380,-107676633.2583,3475.6337,4264.5438,1387.0679,3870.2424,-2220.8529,-4338.3853,-4403.1279,-402.8118,-6754.8464,-1313.7695,3794.8591,3263.5886,-4734.9820,4505.9373,1869.0474,-3676.6426,2268.7517,2072.9245,5016.7858,2336.6386,1182.4718,6024.4164,-4316.2490,-3404.4984,-2395.8456,4682.3107,-1495.9330,-4206.6764,3162.6170,-1796.0117,4230.9254,5978.5351,4214.6219,-3394.3201,0.0000,2454.6722,-5611.6417,-6455.6083,-6847.9230,3468.5674,4321.2595,-4756.8502,-1739.3158,-6064.8332,5857.0978,-6671.7138,-6674.1723,6886.2845,269.9704,769.6445,4880.0987,-6701.6938,-630.9633,-4129.3407,5901.9588,-2446.4322,4505.0633,1548.2606,454.1706,4554.0077,875.4074,435.8757,3953.5817,-4067.3887,1348.2560,-4091.2530,2468.4534,-4052.5305,-4726.0951,1468.8572,2527.3369,-2058.7819,1014.6438,-6531.2457,6756.9481,925.3525,2387.2871,5516.3240,4704.2835,4624.6796,-5889.0070,4352.9292,-4495.3150,4734.4763,1349.8844,442.7301,2152.9214,895.0805,4940.4426,859.9601,-3648.9004,5987.1879,2334.0303,-4127.6575,-6299.9745,-3896.4312,-3878.4950,1903.8268,6810.3412,-4790.3519,147906.0051,166814.6581,147386.3817,145867.3804,153113.9735,150496.1650,153243.4634,151135.6963,325300707.7479,325321733.5073,325340141.9402,325329901.8585,150746.0356,325320847.0141,-4692.4209,4287.4758,-2838.5919,3904.2494,4737.7140,5353.6163,-456.0744,-5541.5096,-1498.0736,6530.4875,3740.0800,-3558.6451,-3894.8252,-1946.5649,-5331.6866,391.7051,-5530.9941,-1148.2466,4315.3178,-3690.3197,-145.2015,-2161.7729,3351.3379,3040.0835,4473.1898,2730.5280,-5443.7329,-2594.6118,3637.3464,929.3212,-1352.7036,1739.8424,5473.0892,-6022.8462,0.0000,1303.0739,3607.6760,-429.5914,261.9515,4521.5448,-3572.5194,3648.2347,-3135.0444,2919.2592,-3676.1079,1594.3084,-4.1704,799.8016,4325.1712,4129.8562,-4138.8287,1300.7690,-6783.6029,-5526.0405,141.2618,-99.1144,-5303.4772,6739.0895,-2779.1651,-4979.5898,4570.2319,-5630.7809,-1184.2434,-3127.3588,5397.3080,-5540.8419,5525.2569,-5463.5112,1284.2075,319.4822,5527.4353,3440.3590,-4232.4445,2267.3305,845.6144,-5352.0267,-5497.4491,3818.0703,-3740.9646,-4521.0269,-2648.2987,-1453.4882,2376.5320,-5005.0417,955.7093,3805.4851,2900.6892,1711.7941,-4367.7163,5426.7665,-2680.0531,3007.9651,5383.8962,4311.6779,2172.2424,-1617.0642,-2183.0824,-2178.6273,-958.5025,3057.7388,-166614.6652,-169350.9946,-168594.3334,-164688.6840,-162515.8138,-172031.2942,-176794.8855,-166677.1067,-83143770.9954,-83169692.8654,-83158588.5685,-83137527.1399,-168354.4585,-83142495.0929,
7200.000,1227.2563,-5310.6958,-3925.5228,1994.2805,3858.9498,3658.7007,-2864.1413,-3638.4192,2609.2072,-6212.9926,-2650.4804,1381.4812,-372.2428,-6102.7370,2983.6197,5272.6535,1532.3801,4081.3327,-5228.5588,-6920.3102,-5505.3350,-3603.0635,5030.5122,4088.7803,-388.5065,-4976.0543,5760.3206,-3817.2383,989.9787,-3735.1322,-5587.7554,1427.0895,-3242.4467,3372.8203,0.0000,5530.0691,4544.4042,3502.1796,2912.4734,-5558.9634,3226.1972,4081.7085,-6580.2919,4082.2319,-3690.3603,3257.4889,3018.7096,-2464.1794,-6071.9194,6216.4103,-4064.6478,1615.9825,-4035.4175,4439.4140,222.1546,-4121.3664,-2478.8272,2641.6216,-4366.5262,-4408.6679,3144.2422,-728.4089,3743.3479,6481.6704,3566.5750,3257.0092,949.3851,2328.8481,-3298.1105,4614.5229,-5653.6411,-5170.9088,-6497.0226,2281.5210,-2550.2731,164.8604,1639.3411,-3751.6884,-4095.2491,-4531.1478,-1025.3742,-4698.8164,4373.8253,-3646.3218,4121.7616,5458.0137,5604.5716,-4550.4312,1138.1000,4270.3362,6011.2556,-519.4069,-6328.3298,6369.1411,3265.4934,6362.1124,5234.8263,5638.8673,-1937.3382,-188.3417,267069.4302,269290.2589,276111.8905,272077.8214,278260.9662,275971.5800,270551.6538,271956.8463,-188270821.5266,-188270542.7506,-188278694.8263,-188276012.2852,271906.8448,-188275168.8193,-6205.8249,-647.7775,1709.9714,-6506.0731,-2133.5943,5197.2570,4591.5360,4478.1919,6044.9682,100.3524,-362.1787,-4889.8705,6794.5564,-2204.4690,-5655.0091,1262.0007,-5741.6397,-3841.6857,-4206.4641,-32.8961,752.3828,-2800.6951,-81.4027,-678.8748,4326.9880,-459.2707,-2182.8202,5473.5379,-4029.8214,3206.3141,-2233.1705,-6238.1151,-5194.9316,-489.1023,0.0000,-2273.9412,5230.8930,4642.0616,5004.4982,271.9271,-6098.8575,724.3992,-588.1081,2876.3756,-3514.2636,4359.2746,4735.7763,-5179.4055,2905.3973,-3008.9739,-904.9587,5293.5479,583.3311,3897.5487,-5711.1947,4239.1758,-712.3959,-5162.8708,2659.9557,-1241.6865,-4831.5565,2776.0336,-5301.1294,1938.2925,-5160.8787,4868.9543,-5774.6835,1400.5177,5296.8216,883.2237,861.7017,4619.1025,1954.0847,3909.8199,-5472.2133,-2594.1682,-5860.4875,-5806.1636,-723.4925,-75.4561,6620.8137,-1399.0045,1019.5628,-5622.0964,930.4797,-3374.9751,-3793.1921,1456.1486,-73.3424,-4561.7617,1611.0761,-6617.4814,152.1936,2031.9426,2894.9836,1827.1113,439.8385,-3341.1950,-5653.5815,5084.8080,218638.0236,240579.6598,221568.2456,221967.6078,228587.2839,226164.7128,228040.7607,225322.4024,286302443.7752,286320063.5080,286338346.3331,286335218.0412,225947.5319,286322319.5173,2834.1611,-4418.2099,5392.1959,-467.5410,-5328.4301,-2689.9965,4300.7933,3802.1092,-2183.8816,-3111.3668,-6432.5566,4708.1764,422.1818,-2103.0172,2438.0149,-4298.4535,3531.3484,4074.9025,-1472.0911,443.6088,4104.3687,5181.1928,-4617.5829,-5449.3867,-5310.6531,-4649.0035,2988.2300,-1806.8889,-5536.3997,-4755.2329,-3249.8833,2609.8979,-3250.8805,6044.5510,0.0000,3539.5642,-358.0992,-3739.0987,-3699.5972,-4145.8255,-593.2426,-5533.6794,-2144.9835,-4653.9222,4675.3052,-4306.8291,-4039.6682,-3905.0700,-1663.7610,-148.6642,5506.0127,-4177.4298,5608.8450,3560.9076,-3728.6568,-3490.7610,6444.6140,-3815.2859,4673.1489,5180.0561,-3730.7863,6316.9663,-2459.8919,-787.9481,-2853.4206,3671.2411,-3685.4654,6380.8849,2986.3777,-5112.9009,-3891.2219,-93.1104,1427.7909,-5235.7220,3366.0899,6442.8294,3265.4826,261.2983,5521.9714,4979.0944,-1722.2924,4867.7412,-5265.1871,1683.7180,-5511.9487,1523.9185,1414.9352,-5009.1014,6839.0612,-2993.1282,-2489.1242,1614.3228,-2794.6774,-1323.5761,-5264.0201,-2072.6401,4518.8979,-2217.5177,-3422.6964,-4720.4539,-165000.8724,-168626.0968,-166562.4675,-166644.2599,-160710.3539,-167644.5676,-176829.7445,-169213.2117,-83202729.2919,-83229160.8574,-83222838.1029,-83203699.1473,-167494.4117,-83204583.0689,
