sl_100_5400_20250417 Coordinates.csv
2025/04/17 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:14 2024,
Start: 2025/04/17 07:47:00.00, Stop: 2025/04/17 09:17:00.00,
TIME_UNITS,STARLINK-4619 - X-Coordinate,STARLINK-4604 - X-Coordinate,STARLINK-3604 - X-Coordinate,STARLINK-3456 - X-Coordinate,STARLINK-30542 - X-Coordinate,STARLINK-1907 - X-Coordinate,STARLINK-4325 - X-Coordinate,STARLINK-30915 - X-Coordinate,STARLINK-5067 - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-3794 - X-Coordinate,STARLINK-5460 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-1434 - X-Coordinate,STARLINK-31770 - X-Coordinate,STARLINK-30793 - X-Coordinate,STARLINK-32131 - X-Coordinate,STARLINK-5176 - X-Coordinate,STARLINK-31594 - X-Coordinate,STARLINK-5962 - X-Coordinate,STARLINK-30709 - X-Coordinate,STARLINK-31070 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-4591 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-3150 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-3784 - X-Coordinate,STARLINK-3759 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-5721 - X-Coordinate,STARLINK-6093 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-4622 - X-Coordinate,STARLINK-30854 - X-Coordinate,STARLINK-2746 - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-30070 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-30909 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-30066 - X-Coordinate,STARLINK-2526 - X-Coordinate,STARLINK-30240 - X-Coordinate,STARLINK-31823 - X-Coordinate,STARLINK-4046 - X-Coordinate,STARLINK-1159 - X-Coordinate,STARLINK-30357 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-5991 - X-Coordinate,STARLINK-4129 - X-Coordinate,STARLINK-5330 - X-Coordinate,STARLINK-5055 - X-Coordinate,STARLINK-1043 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-1422 - X-Coordinate,STARLINK-3565 - X-Coordinate,STARLINK-6108 - X-Coordinate,STARLINK-1444 - X-Coordinate,STARLINK-2701 - X-Coordinate,STARLINK-31204 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-5654 - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-30224 - X-Coordinate,STARLINK-31120 - X-Coordinate,STARLINK-5081 - X-Coordinate,STARLINK-32154 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-3645 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-1358 - X-Coordinate,STARLINK-1997 - X-Coordinate,STARLINK-2243 - X-Coordinate,STARLINK-30464 - X-Coordinate,STARLINK-31220 - X-Coordinate,STARLINK-2282 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-4452 - X-Coordinate,STARLINK-32085 - X-Coordinate,STARLINK-5367 - X-Coordinate,STARLINK-2692 - X-Coordinate,STARLINK-1760 - X-Coordinate,STARLINK-2135 - X-Coordinate,STARLINK-5920 - X-Coordinate,STARLINK-4799 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-4543 - X-Coordinate,STARLINK-6066 - X-Coordinate,STARLINK-3201 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-30881 - X-Coordinate,STARLINK-32007 - X-Coordinate,STARLINK-5148 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-6152 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4619 - Y-Coordinate,STARLINK-4604 - Y-Coordinate,STARLINK-3604 - Y-Coordinate,STARLINK-3456 - Y-Coordinate,STARLINK-30542 - Y-Coordinate,STARLINK-1907 - Y-Coordinate,STARLINK-4325 - Y-Coordinate,STARLINK-30915 - Y-Coordinate,STARLINK-5067 - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-3794 - Y-Coordinate,STARLINK-5460 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-1434 - Y-Coordinate,STARLINK-31770 - Y-Coordinate,STARLINK-30793 - Y-Coordinate,STARLINK-32131 - Y-Coordinate,STARLINK-5176 - Y-Coordinate,STARLINK-31594 - Y-Coordinate,STARLINK-5962 - Y-Coordinate,STARLINK-30709 - Y-Coordinate,STARLINK-31070 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-4591 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-3150 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-3784 - Y-Coordinate,STARLINK-3759 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-5721 - Y-Coordinate,STARLINK-6093 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-4622 - Y-Coordinate,STARLINK-30854 - Y-Coordinate,STARLINK-2746 - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-30070 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-30909 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-30066 - Y-Coordinate,STARLINK-2526 - Y-Coordinate,STARLINK-30240 - Y-Coordinate,STARLINK-31823 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,STARLINK-1159 - Y-Coordinate,STARLINK-30357 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-5991 - Y-Coordinate,STARLINK-4129 - Y-Coordinate,STARLINK-5330 - Y-Coordinate,STARLINK-5055 - Y-Coordinate,STARLINK-1043 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-3565 - Y-Coordinate,STARLINK-6108 - Y-Coordinate,STARLINK-1444 - Y-Coordinate,STARLINK-2701 - Y-Coordinate,STARLINK-31204 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-5654 - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-30224 - Y-Coordinate,STARLINK-31120 - Y-Coordinate,STARLINK-5081 - Y-Coordinate,STARLINK-32154 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-3645 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-1358 - Y-Coordinate,STARLINK-1997 - Y-Coordinate,STARLINK-2243 - Y-Coordinate,STARLINK-30464 - Y-Coordinate,STARLINK-31220 - Y-Coordinate,STARLINK-2282 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-4452 - Y-Coordinate,STARLINK-32085 - Y-Coordinate,STARLINK-5367 - Y-Coordinate,STARLINK-2692 - Y-Coordinate,STARLINK-1760 - Y-Coordinate,STARLINK-2135 - Y-Coordinate,STARLINK-5920 - Y-Coordinate,STARLINK-4799 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,STARLINK-6066 - Y-Coordinate,STARLINK-3201 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-30881 - Y-Coordinate,STARLINK-32007 - Y-Coordinate,STARLINK-5148 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-6152 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4619 - Z-Coordinate,STARLINK-4604 - Z-Coordinate,STARLINK-3604 - Z-Coordinate,STARLINK-3456 - Z-Coordinate,STARLINK-30542 - Z-Coordinate,STARLINK-1907 - Z-Coordinate,STARLINK-4325 - Z-Coordinate,STARLINK-30915 - Z-Coordinate,STARLINK-5067 - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-3794 - Z-Coordinate,STARLINK-5460 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-1434 - Z-Coordinate,STARLINK-31770 - Z-Coordinate,STARLINK-30793 - Z-Coordinate,STARLINK-32131 - Z-Coordinate,STARLINK-5176 - Z-Coordinate,STARLINK-31594 - Z-Coordinate,STARLINK-5962 - Z-Coordinate,STARLINK-30709 - Z-Coordinate,STARLINK-31070 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-4591 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-3150 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-3784 - Z-Coordinate,STARLINK-3759 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-5721 - Z-Coordinate,STARLINK-6093 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-4622 - Z-Coordinate,STARLINK-30854 - Z-Coordinate,STARLINK-2746 - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-30070 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-30909 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-30066 - Z-Coordinate,STARLINK-2526 - Z-Coordinate,STARLINK-30240 - Z-Coordinate,STARLINK-31823 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,STARLINK-1159 - Z-Coordinate,STARLINK-30357 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-5991 - Z-Coordinate,STARLINK-4129 - Z-Coordinate,STARLINK-5330 - Z-Coordinate,STARLINK-5055 - Z-Coordinate,STARLINK-1043 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-3565 - Z-Coordinate,STARLINK-6108 - Z-Coordinate,STARLINK-1444 - Z-Coordinate,STARLINK-2701 - Z-Coordinate,STARLINK-31204 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-5654 - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-30224 - Z-Coordinate,STARLINK-31120 - Z-Coordinate,STARLINK-5081 - Z-Coordinate,STARLINK-32154 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-3645 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-1358 - Z-Coordinate,STARLINK-1997 - Z-Coordinate,STARLINK-2243 - Z-Coordinate,STARLINK-30464 - Z-Coordinate,STARLINK-31220 - Z-Coordinate,STARLINK-2282 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-4452 - Z-Coordinate,STARLINK-32085 - Z-Coordinate,STARLINK-5367 - Z-Coordinate,STARLINK-2692 - Z-Coordinate,STARLINK-1760 - Z-Coordinate,STARLINK-2135 - Z-Coordinate,STARLINK-5920 - Z-Coordinate,STARLINK-4799 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,STARLINK-6066 - Z-Coordinate,STARLINK-3201 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-30881 - Z-Coordinate,STARLINK-32007 - Z-Coordinate,STARLINK-5148 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-6152 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4203.3539,-674.2773,-1969.6236,6836.3488,-4867.4625,6087.0750,5431.1104,-1196.1170,-5616.4439,-4816.0014,-6268.2851,-2778.5497,-1512.8810,-3964.5351,3792.9397,6528.8791,1210.1862,2865.9390,-381.8601,5012.9074,2596.3810,4418.7376,-4228.0683,845.7934,-3522.1722,3053.5076,6782.3065,508.2405,6603.8901,4314.8302,3227.5170,6464.8305,6927.3872,3528.8737,674.5174,5043.8309,-3064.0423,-2857.1937,3563.1279,-3447.6067,-5648.1706,2498.8619,1834.0433,-995.7744,-4818.4586,-5105.4168,-303.9319,3117.6368,-6049.6446,2641.2222,-3928.6273,-4169.9097,6875.8494,2839.1806,-157.1686,3520.7283,3419.4041,-1219.7699,-4679.2403,-4617.1000,-2293.9154,1040.8484,-2897.1854,-1430.6867,-5368.4862,2732.9941,4435.3510,3831.3005,534.6423,2773.5259,6865.4088,-1471.9152,3258.4506,-3438.1232,-5214.3898,-6167.1780,-375.2666,-1985.6342,481.3704,-4841.4962,1675.3349,3895.5958,4456.3134,-627.9923,6859.6478,-5227.8942,-971.0225,-3127.8472,240.1777,-6104.8822,-3983.1366,-3346.8590,5223.2624,-1166.2495,-3950.6864,5205.1224,3501.1107,2898.2534,-3852.8681,-5177.9423,-122165.2863,-112746.8083,-128646.6824,-126196.6788,-128383.7275,-127321.5165,-119066.6112,-122002.2874,167954531.0628,167945353.5182,167948559.5969,167936562.2655,-122783.4849,167941192.5844,-991.2255,5535.5518,-3650.8162,-769.0133,-3453.9905,2698.1138,3786.9626,4420.2481,-2540.7422,-3945.9646,-2707.2923,-5710.6969,-2215.3740,-3440.1146,5657.7135,395.0014,-6320.7657,2990.5469,6754.8427,1032.9132,-3230.4181,4966.1327,5433.0796,-5132.8353,-1318.9726,-3724.0335,-1356.1053,4223.3746,2029.5701,229.0205,-4567.4786,2340.0773,255.7295,-4977.5406,691.0121,4050.9196,3245.0655,5848.6811,5614.2350,-4776.2409,3027.1122,-4136.6626,6685.0251,5883.2773,-1641.1079,-931.0546,6779.2168,4188.1924,-2431.5544,-5244.3198,-3278.6242,3436.0814,-773.3993,-5397.6167,-6484.2872,1331.3831,4485.0830,5098.9364,617.0621,2755.0421,6101.8268,4110.3795,6143.4536,5590.3866,4199.4329,-3426.2945,-2472.2364,3649.8022,-6852.9158,-3630.9484,-864.2467,3849.0272,5910.7710,-4997.7608,3083.9241,-1172.4388,-6795.8780,-3987.2974,-5419.5163,1346.8642,-4044.3257,1332.0548,-2982.5680,5434.5815,739.7152,4520.8652,-5011.7602,-4933.4160,4170.2401,-2780.5128,-1669.1908,3157.3981,3792.1456,-3979.1993,1049.0774,-524.1237,5104.9167,5843.1259,3117.0162,-524.7011,-316247.1819,-342102.1906,-335233.1835,-330250.5499,-338273.4890,-334818.0672,-336957.0658,-334796.1137,61513577.3996,61454553.7700,61505146.9228,61502434.4447,-334496.9222,61502401.1792,-5407.2088,4086.8816,-5538.4760,708.5947,2921.4061,1792.1857,-2091.2231,5048.2775,3201.9444,2535.6320,1061.5153,-2830.9343,-6416.2835,-4522.2951,378.9174,2283.0997,-2267.3256,5530.1219,888.6271,4670.8698,5392.8623,-1717.1809,-959.6498,-4567.1158,-5842.0145,-4969.3246,-12.2001,-5454.7880,303.6671,5388.8569,-4113.7363,-895.2720,-194.8146,3239.6702,-6877.5273,-2500.4574,-5236.6924,2390.9874,-1970.3025,-3648.7348,2643.2830,4945.1597,-163.1636,3507.4348,4699.2681,4419.3295,-1339.1410,4532.0699,2346.6171,3648.6640,-4700.6770,4310.5004,627.7203,-3265.9796,-2416.7071,-5840.5987,4027.0329,-4516.6886,-5059.1223,4370.7944,1795.2581,-5456.0264,-1388.5751,-3819.3843,835.6412,-5343.5741,-4729.9978,-4303.6722,886.4642,5201.0779,-690.1666,-5420.1048,1587.3459,-3325.2012,-3134.7734,-2930.6364,1198.9599,-5282.4363,-4307.8780,-4682.5734,-5229.0145,5455.6032,4394.4625,-4073.3726,-660.3053,-398.3620,-4676.5283,-3726.1015,5539.5543,-1693.5763,5394.8461,-5169.4045,-2546.9198,5525.3890,-5624.4804,-4560.0189,-2887.5810,-2312.1880,4642.3563,4570.4285,-182502.4690,-184614.1427,-187901.3783,-180272.8810,-182169.2280,-192889.4524,-192721.8526,-187778.0572,73903833.8462,73885869.9541,73875668.9273,73899366.7793,-186225.0991,73893130.6848,
300.000,-4968.0885,765.2043,-3746.8097,6546.0879,-6006.8374,6706.7969,4342.8932,920.5158,-4778.1960,-4909.6994,-6186.9026,-3622.9146,-3561.6490,-4214.5049,4804.5974,5845.6355,-246.2745,4253.4362,1139.4674,5420.6013,1020.0779,5600.3750,-3699.4738,-680.0749,-4791.5352,2037.6360,6211.4609,2598.8409,6550.1749,4739.3441,1191.6044,6844.3921,6687.6176,1758.2328,-1365.7556,5434.2006,-1036.1320,-1055.4998,4502.5628,-3992.8227,-4140.3313,387.2582,3174.2772,620.8774,-5155.5107,-4835.9840,911.2827,4829.6429,-6797.4980,1608.0431,-2269.0886,-3660.7846,6265.7621,1844.8035,-1449.6869,4785.8765,4431.3614,230.5080,-5003.2437,-3796.7278,-805.0902,3113.7064,-1244.3758,307.4700,-4019.4878,676.7982,3235.2518,4702.1282,-1011.3188,1550.4992,6234.0380,507.4843,4291.4227,-3995.4156,-4587.9832,-5429.2862,-1589.3601,-3945.2889,-1447.1233,-4060.4370,-506.2570,4574.3680,5665.0370,1252.1981,6546.2609,-4104.3557,-2463.4936,-3786.3059,1356.8565,-6704.2899,-5061.7860,-1345.5523,6330.2149,-3147.3402,-4882.7281,4415.8050,4834.0455,3662.3089,-1868.2877,-4820.9964,-115552.3498,-105451.3873,-121599.8040,-119068.4143,-121318.9614,-120302.0406,-112023.4981,-115169.8015,166575326.6478,166567206.7901,166569419.5377,166557286.9196,-115702.8106,166562030.1990,928.9483,6338.4345,-2420.9719,-1943.5181,-2570.4704,1609.8801,3557.7061,3992.8778,-1334.7541,-2274.3067,-1342.8061,-5880.2342,-1845.0021,-1428.8904,4456.7546,-1255.3269,-5677.0177,1328.8281,6696.1897,-1030.2930,-4662.1415,3963.9616,5765.4919,-6042.2291,-2505.9515,-5332.5261,-2461.1776,4190.7746,758.7302,-1793.7386,-5017.7940,881.4671,-1243.7257,-4923.8172,1668.8216,2276.6509,4007.1850,5843.2717,4155.8517,-3010.6016,4087.1097,-4202.9904,5933.7921,5040.2745,486.9232,1216.8041,6838.5046,3719.4365,-1016.7898,-6388.0165,-2514.9779,5066.8282,-1335.7841,-6460.8566,-6732.6103,2521.8585,2671.2230,6107.7895,2522.9943,4577.4205,5789.7976,3762.1700,6232.9001,4865.2194,5069.0557,-4121.2135,-4236.4374,1687.0641,-6443.7213,-5195.3290,-1417.3084,4663.7881,4581.9716,-3306.0718,4705.2500,359.4368,-6699.9616,-3481.3673,-5845.4458,3348.5379,-4079.0971,-708.4004,-3158.3392,5942.5338,-804.4160,5141.5845,-3594.3145,-3189.5436,2440.4231,-1699.3387,94.7410,3926.8083,2605.6994,-3096.1426,2518.0541,-2520.1922,4672.6548,4463.7453,3788.2379,1598.0058,-318743.4176,-344531.3349,-337593.7750,-332738.8403,-340799.5100,-337347.3871,-339379.4386,-336852.4738,65169959.1817,65111126.5773,65162146.7932,65158012.2484,-336983.1422,65158855.0096,-4726.2088,2658.9876,-5289.4649,-1106.9219,1222.3125,1.8580,-4088.4086,5445.9017,4859.2770,3985.6030,2763.6404,-790.5959,-5680.6527,-5310.3453,1888.3780,3495.5076,-3778.9607,5281.3333,-668.8183,4192.8254,4847.7049,-197.7346,1166.4133,-3307.2465,-4362.7094,-3910.1430,1780.8730,-4850.3030,2077.0525,4695.9211,-4648.6323,649.9478,1339.0855,4512.6129,-6601.8404,-3661.0606,-5496.3131,3577.8980,-3251.1127,-4796.8643,3765.2903,5475.9139,-1678.4772,4700.3714,4602.0162,4645.7487,472.2256,3266.7221,897.4833,2105.1629,-6067.9176,2955.0016,2682.7293,-1642.7389,-678.5437,-4360.4158,4608.3611,-3243.0454,-4057.5006,3558.4906,3395.4466,-4887.8633,-2772.1420,-4911.7799,2296.1692,-5506.1082,-4443.1360,-4644.2781,2336.8756,4307.6600,-2738.8203,-4934.1096,2938.2859,-4579.0738,-1824.5215,-4289.4442,-611.8232,-4478.0270,-3448.1757,-4413.7733,-5441.2678,5030.0276,2459.1124,-3104.2157,-2135.1474,-2159.9293,-5379.8731,-4847.7236,6350.3422,103.8940,4706.0015,-5537.0722,-1126.3337,5314.2971,-4260.5598,-4723.7507,-1197.0211,-3815.9648,5315.7288,4709.0459,-182552.0726,-184646.3102,-187863.5781,-180420.0335,-182050.1678,-192747.1099,-192929.3121,-187939.3005,73904660.2103,73886373.1438,73876612.5978,73900094.8916,-186256.8196,73893830.5113,
600.000,-5284.2722,2101.1494,-5182.5393,5602.3999,-6467.0605,6653.1678,2815.5929,2961.0008,-3492.6802,-4510.7201,-5504.1652,-4090.5575,-5255.2180,-4108.2931,5342.4313,4609.8882,-1715.9732,5260.4574,2551.3066,5340.0647,-617.9001,6220.7133,-2782.0427,-2106.2066,-5508.6096,863.2074,5018.3306,4421.2496,5851.9435,4740.0905,-960.0411,6561.2744,5799.8442,-213.1916,-3299.3704,5331.2628,1078.2064,870.3374,5037.2119,-4197.9022,-2230.8637,-1770.5937,4222.9110,2218.4444,-5036.4295,-4118.3802,2041.1206,6052.7023,-6885.7549,438.7531,-411.9013,-2819.6937,5015.8414,685.3521,-2590.8545,5499.3095,5057.2917,1624.8766,-4870.2544,-2642.7932,802.6124,4875.2442,549.5688,2054.3028,-2257.8102,-1429.0035,1761.5747,5138.8496,-2481.0557,219.9640,4968.2930,2403.9565,4936.1342,-4207.6125,-3509.5924,-4181.3543,-2651.7913,-5510.6941,-3215.4327,-2917.0496,-2637.8511,4834.5803,6272.0723,2983.2040,5603.0858,-2559.2708,-3762.9331,-4125.8546,2410.5712,-6636.6591,-5674.9535,772.5729,6822.4115,-4835.6151,-5358.7314,3242.0711,5658.3434,4105.7689,304.9364,-4040.9931,-108888.4287,-98105.6592,-114499.8030,-111888.5372,-114200.0959,-113228.6042,-104934.3869,-108347.3550,165116525.0279,165109455.9125,165110654.2383,165098483.8344,-108571.9353,165103267.0727,2726.3398,6523.5164,-1003.4125,-2936.9672,-1412.1929,360.1050,2895.5694,3211.3956,58.5517,-331.0873,182.6500,-5458.0916,-1362.8990,730.9185,2792.0204,-2813.9239,-4465.4711,-422.6870,5955.3241,-2976.8566,-5641.1780,2566.8003,5520.5659,-6371.2713,-3472.1700,-6419.5075,-3341.0676,3796.3469,-609.9112,-3614.9586,-5029.8696,-668.8387,-2635.5645,-4423.6865,2384.1240,267.2666,4425.7477,5298.8059,2288.8850,-941.5994,4787.4022,-3913.8209,4604.5526,3730.0321,2558.4185,3250.4612,6216.0507,2916.9389,487.9134,-6895.6622,-1410.0390,6184.4070,-1797.6912,-6879.4245,-6314.1119,3489.7723,609.3804,6526.2294,4155.2015,5956.3835,4882.6037,3094.9321,5735.7531,3697.6447,5451.7439,-4466.4623,-5610.9259,-434.8913,-5414.2791,-6262.3752,-1862.7139,5041.4898,2802.7190,-1278.2639,5838.4753,1896.5975,-5935.0111,-2679.4947,-5733.1258,5027.0750,-3754.3805,-2649.9848,-2959.2163,5866.5921,-2290.5470,5272.0846,-1855.5186,-1128.6805,500.3811,-447.8062,1811.5044,4368.1166,1177.6811,-1961.9104,3691.1854,-4292.7530,3767.7062,2634.3873,4123.3198,3575.6179,-321102.7924,-346803.2862,-339805.0813,-335076.8670,-343174.8326,-339729.3295,-341652.7891,-338781.3892,68795435.3288,68736818.3470,68788242.6704,68782688.6605,-339319.5325,68784404.6737,-3537.6266,944.4690,-4472.7375,-2803.1389,-625.0544,-1788.6978,-5650.9832,5232.3214,6000.3645,4968.2921,4166.8413,1333.6961,-4344.6810,-5530.6573,3185.5139,4332.9527,-4867.1831,4463.4538,-2151.2297,3266.1592,3755.0040,1343.5090,3168.4001,-1691.9541,-2420.3171,-2430.5696,3381.7481,-3724.3472,3626.1997,3496.2614,-4689.1962,2125.4870,2729.5602,5298.0287,-5626.8340,-4430.8433,-5156.2563,4382.1432,-4184.7039,-5432.0009,4484.2311,5417.7109,-3014.3001,5388.5116,4012.1580,4350.1671,2232.5991,1649.4158,-647.8529,334.5977,-6793.0002,1280.7940,4452.2271,157.5756,1132.6631,-2417.4717,4696.6267,-1620.5012,-2619.4983,2365.2572,4604.2559,-3792.5582,-3859.2463,-5476.9236,3503.5549,-5075.6882,-3682.9195,-4464.2785,3536.6786,2952.3662,-4497.2230,-3892.2410,3974.6416,-5340.7588,-309.1834,-5189.0955,-2356.5407,-3190.3938,-2220.7153,-3660.2346,-5043.9519,4044.5641,260.9670,-1786.4217,-3381.4018,-3689.4593,-5506.8121,-5450.8422,6485.8785,1890.1346,3510.0845,-5310.8661,414.6160,4530.2987,-2445.2011,-4384.5382,627.5942,-4909.7105,5385.6595,4343.2923,-182601.8254,-184678.7100,-187822.6146,-180572.1830,-181934.6457,-192598.9911,-193130.8899,-187967.5013,73905481.5457,73886876.4522,73877565.7745,73900774.0130,-186288.4359,73894530.2058,
