sl_100_5400_20250425 Coordinates.csv
2025/04/25 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:04 2024,
Start: 2025/04/25 07:47:00.00, Stop: 2025/04/25 09:17:00.00,
TIME_UNITS,STARLINK-31321 - X-Coordinate,STARLINK-30762 - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-4052 - X-Coordinate,STARLINK-31174 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-1882 - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-2045 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-5082 - X-Coordinate,STARLINK-1308 - X-Coordinate,STARLINK-30882 - X-Coordinate,STARLINK-1964 - X-Coordinate,STARLINK-2704 - X-Coordinate,STARLINK-4689 - X-Coordinate,STARLINK-31490 - X-Coordinate,STARLINK-3322 - X-Coordinate,STARLINK-5455 - X-Coordinate,STARLINK-6325 - X-Coordinate,STARLINK-3871 - X-Coordinate,STARLINK-30140 - X-Coordinate,STARLINK-4194 - X-Coordinate,STARLINK-2283 - X-Coordinate,STARLINK-5305 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-6336 - X-Coordinate,STARLINK-30587 - X-Coordinate,STARLINK-4043 - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-31594 - X-Coordinate,STARLINK-30606 - X-Coordinate,STARLINK-4314 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-1247 - X-Coordinate,STARLINK-3830 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-3683 - X-Coordinate,STARLINK-3917 - X-Coordinate,STARLINK-31937 - X-Coordinate,STARLINK-2621 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-4137 - X-Coordinate,STARLINK-3279 - X-Coordinate,STARLINK-32356 - X-Coordinate,STARLINK-5794 - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-30615 - X-Coordinate,STARLINK-5782 - X-Coordinate,STARLINK-2122 - X-Coordinate,STARLINK-1283 - X-Coordinate,STARLINK-31161 - X-Coordinate,STARLINK-5559 - X-Coordinate,STARLINK-5087 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-3592 - X-Coordinate,STARLINK-2034 - X-Coordinate,STARLINK-30467 - X-Coordinate,STARLINK-5137 - X-Coordinate,STARLINK-2342 - X-Coordinate,STARLINK-5708 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-1963 - X-Coordinate,STARLINK-31959 - X-Coordinate,STARLINK-30824 - X-Coordinate,STARLINK-30872 - X-Coordinate,STARLINK-2082 - X-Coordinate,STARLINK-31162 - X-Coordinate,STARLINK-3616 - X-Coordinate,STARLINK-4136 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-11106 [DTC] - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-2222 - X-Coordinate,STARLINK-3230 - X-Coordinate,STARLINK-5967 - X-Coordinate,STARLINK-11245 [DTC] - X-Coordinate,STARLINK-32169 - X-Coordinate,STARLINK-1405 - X-Coordinate,STARLINK-4320 - X-Coordinate,STARLINK-5078 - X-Coordinate,STARLINK-6223 - X-Coordinate,STARLINK-1780 - X-Coordinate,STARLINK-2412 - X-Coordinate,STARLINK-6133 - X-Coordinate,STARLINK-31218 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-1096 - X-Coordinate,STARLINK-32080 - X-Coordinate,STARLINK-30266 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-2461 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-31930 - X-Coordinate,STARLINK-31037 - X-Coordinate,STARLINK-1894 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-1185 - X-Coordinate,STARLINK-4131 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31321 - Y-Coordinate,STARLINK-30762 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-4052 - Y-Coordinate,STARLINK-31174 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-1882 - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-2045 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-5082 - Y-Coordinate,STARLINK-1308 - Y-Coordinate,STARLINK-30882 - Y-Coordinate,STARLINK-1964 - Y-Coordinate,STARLINK-2704 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,STARLINK-31490 - Y-Coordinate,STARLINK-3322 - Y-Coordinate,STARLINK-5455 - Y-Coordinate,STARLINK-6325 - Y-Coordinate,STARLINK-3871 - Y-Coordinate,STARLINK-30140 - Y-Coordinate,STARLINK-4194 - Y-Coordinate,STARLINK-2283 - Y-Coordinate,STARLINK-5305 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-6336 - Y-Coordinate,STARLINK-30587 - Y-Coordinate,STARLINK-4043 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-31594 - Y-Coordinate,STARLINK-30606 - Y-Coordinate,STARLINK-4314 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-1247 - Y-Coordinate,STARLINK-3830 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-3917 - Y-Coordinate,STARLINK-31937 - Y-Coordinate,STARLINK-2621 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-4137 - Y-Coordinate,STARLINK-3279 - Y-Coordinate,STARLINK-32356 - Y-Coordinate,STARLINK-5794 - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-30615 - Y-Coordinate,STARLINK-5782 - Y-Coordinate,STARLINK-2122 - Y-Coordinate,STARLINK-1283 - Y-Coordinate,STARLINK-31161 - Y-Coordinate,STARLINK-5559 - Y-Coordinate,STARLINK-5087 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-3592 - Y-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-30467 - Y-Coordinate,STARLINK-5137 - Y-Coordinate,STARLINK-2342 - Y-Coordinate,STARLINK-5708 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-1963 - Y-Coordinate,STARLINK-31959 - Y-Coordinate,STARLINK-30824 - Y-Coordinate,STARLINK-30872 - Y-Coordinate,STARLINK-2082 - Y-Coordinate,STARLINK-31162 - Y-Coordinate,STARLINK-3616 - Y-Coordinate,STARLINK-4136 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-11106 [DTC] - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-2222 - Y-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-5967 - Y-Coordinate,STARLINK-11245 [DTC] - Y-Coordinate,STARLINK-32169 - Y-Coordinate,STARLINK-1405 - Y-Coordinate,STARLINK-4320 - Y-Coordinate,STARLINK-5078 - Y-Coordinate,STARLINK-6223 - Y-Coordinate,STARLINK-1780 - Y-Coordinate,STARLINK-2412 - Y-Coordinate,STARLINK-6133 - Y-Coordinate,STARLINK-31218 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-1096 - Y-Coordinate,STARLINK-32080 - Y-Coordinate,STARLINK-30266 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-2461 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-31930 - Y-Coordinate,STARLINK-31037 - Y-Coordinate,STARLINK-1894 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-1185 - Y-Coordinate,STARLINK-4131 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31321 - Z-Coordinate,STARLINK-30762 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-4052 - Z-Coordinate,STARLINK-31174 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-1882 - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-2045 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-5082 - Z-Coordinate,STARLINK-1308 - Z-Coordinate,STARLINK-30882 - Z-Coordinate,STARLINK-1964 - Z-Coordinate,STARLINK-2704 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,STARLINK-31490 - Z-Coordinate,STARLINK-3322 - Z-Coordinate,STARLINK-5455 - Z-Coordinate,STARLINK-6325 - Z-Coordinate,STARLINK-3871 - Z-Coordinate,STARLINK-30140 - Z-Coordinate,STARLINK-4194 - Z-Coordinate,STARLINK-2283 - Z-Coordinate,STARLINK-5305 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-6336 - Z-Coordinate,STARLINK-30587 - Z-Coordinate,STARLINK-4043 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-31594 - Z-Coordinate,STARLINK-30606 - Z-Coordinate,STARLINK-4314 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-1247 - Z-Coordinate,STARLINK-3830 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-3917 - Z-Coordinate,STARLINK-31937 - Z-Coordinate,STARLINK-2621 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-4137 - Z-Coordinate,STARLINK-3279 - Z-Coordinate,STARLINK-32356 - Z-Coordinate,STARLINK-5794 - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-30615 - Z-Coordinate,STARLINK-5782 - Z-Coordinate,STARLINK-2122 - Z-Coordinate,STARLINK-1283 - Z-Coordinate,STARLINK-31161 - Z-Coordinate,STARLINK-5559 - Z-Coordinate,STARLINK-5087 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-3592 - Z-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-30467 - Z-Coordinate,STARLINK-5137 - Z-Coordinate,STARLINK-2342 - Z-Coordinate,STARLINK-5708 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-1963 - Z-Coordinate,STARLINK-31959 - Z-Coordinate,STARLINK-30824 - Z-Coordinate,STARLINK-30872 - Z-Coordinate,STARLINK-2082 - Z-Coordinate,STARLINK-31162 - Z-Coordinate,STARLINK-3616 - Z-Coordinate,STARLINK-4136 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-11106 [DTC] - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-2222 - Z-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-5967 - Z-Coordinate,STARLINK-11245 [DTC] - Z-Coordinate,STARLINK-32169 - Z-Coordinate,STARLINK-1405 - Z-Coordinate,STARLINK-4320 - Z-Coordinate,STARLINK-5078 - Z-Coordinate,STARLINK-6223 - Z-Coordinate,STARLINK-1780 - Z-Coordinate,STARLINK-2412 - Z-Coordinate,STARLINK-6133 - Z-Coordinate,STARLINK-31218 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-1096 - Z-Coordinate,STARLINK-32080 - Z-Coordinate,STARLINK-30266 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-2461 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-31930 - Z-Coordinate,STARLINK-31037 - Z-Coordinate,STARLINK-1894 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-1185 - Z-Coordinate,STARLINK-4131 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6408.9959,4664.8456,-229.8805,-1462.3458,1523.9738,4149.3057,3165.2529,-2959.0620,4426.9052,5805.4886,-3777.6548,-6389.9761,4468.6599,-1645.2996,-568.5733,-3926.4100,6224.5454,2822.3400,-419.5349,-2960.6708,4065.5781,4745.5195,-4369.8031,-2966.1453,-3251.2668,3873.8482,2751.8462,-6616.3335,-1630.7121,-2255.4459,3519.0609,-2267.6114,-5295.6399,2072.2530,2465.9945,-5784.4786,-887.4340,6804.0571,-53.9193,3148.3742,-3531.0105,5728.5138,-1679.0770,3775.2565,5784.1351,6662.6635,2207.2900,-5066.7502,4126.5327,4210.3792,-5653.3532,-3271.6729,-5406.1830,-3332.6620,-774.4469,6283.6911,4228.6966,-203.9416,-1849.6790,1119.8851,1639.0383,132.0739,-5756.1949,0.0000,1878.6553,-2683.2914,-1264.1030,-2647.3502,5736.2791,431.6447,3772.3946,-3689.5888,5359.9106,1015.9543,1518.6227,5726.5009,3891.8405,-4118.6221,-5286.7150,3215.6212,4651.9866,76.7865,-4131.4682,6866.0553,2469.2020,5902.5586,-4450.0685,-4109.5923,-3483.4147,-4550.7001,581.2136,-2122.0522,-99.6421,4351.1699,3077.3087,-2305.3448,5735.8388,5018.3372,165.8921,-5806.5772,-319503.2459,-309506.8706,-320222.8848,-318465.0957,-319533.3124,-318953.0815,-310481.0418,-315614.8941,173372915.6478,173392556.0500,173381067.4345,173385387.5772,-314498.7918,173380647.5407,-2088.9857,3749.4887,-6321.4056,-4820.5937,-5025.6163,-155.8476,-2796.3637,-1463.4169,-4442.8675,3472.2531,-4697.1853,-1327.6491,-386.2160,-3843.4633,-5368.3622,-1540.0319,-1675.7330,-3335.3697,6152.6854,5959.0904,1083.0422,4689.4300,-92.0292,-5847.0673,-6135.1388,-2856.5008,-2296.8767,819.0721,-4277.8358,-6269.3534,3552.2205,-3640.4528,-2827.4538,5999.9820,-4750.1879,1104.1861,-4084.1578,806.7901,4932.6901,5986.3194,3915.4503,3239.1552,-6435.9834,2561.0395,3492.5321,359.2625,-6160.9631,4715.2605,4018.8718,1663.3744,1248.4682,4684.0656,-4174.4230,5715.3761,-2968.1573,1178.4723,-2174.7914,-6931.6837,6211.2595,-5487.4144,-6092.2073,-6831.0778,3760.0327,0.0000,-5908.4804,6274.0084,6804.4868,4857.4568,-2777.4024,4418.2862,-5656.9321,-3216.0062,444.2220,4521.3036,-4419.7970,3353.7275,-1406.9627,-2915.0985,2894.1872,2907.6143,2203.9836,-6527.5269,2995.1407,-609.8307,-5899.8504,-3371.6741,-2438.1633,696.4368,-2929.7178,3439.9880,-5414.9896,-4801.4846,4429.3473,3990.1424,3564.1123,3690.7950,-328.2086,-4775.4196,6779.4205,3055.2179,194913.0279,162627.3139,178369.3382,183592.3235,175339.2982,178903.1595,177932.2775,181213.6219,78931618.1922,78868257.9256,78895058.7002,78902177.6174,179849.5152,78912893.3950,1173.2990,3481.8445,-2795.1666,4726.9858,4405.5449,-5533.4136,-5461.9023,-6113.1167,-2940.1932,1556.7061,-3432.7765,2292.8330,5153.1670,-5522.7450,4271.2912,5472.0818,-2248.1665,5222.2493,3203.9847,2009.6167,5479.5725,-1895.6027,-5365.3744,2181.8484,-352.7864,4963.6099,5948.5376,1908.7039,-5191.9443,-1650.2461,-4650.3089,5332.9811,-3494.7994,-2776.5248,-4398.0196,3628.2805,5500.5637,936.1737,-4849.5194,887.4456,4468.6064,-1469.2311,-1907.5633,-5204.6615,1003.6369,1882.6004,2286.9285,458.4225,3853.1131,5223.8343,-3791.0129,-3803.7020,-1512.4740,-2093.3668,6229.5038,2633.7844,5024.5169,-13.7532,-2428.9092,-4052.6159,-2887.7784,-692.8289,755.5137,0.0000,3101.5259,-394.8952,44.6027,-4061.2900,-2695.8041,-5309.2938,584.5110,-4634.9583,4341.6032,-5147.9492,5084.3489,-2056.2041,5269.0001,-4629.2154,-3406.3522,-5426.3034,4639.8096,-2352.6513,4669.8774,-643.2145,2673.3403,-780.7373,4719.2642,5520.6441,5018.9411,-3743.3601,-4291.7806,4498.3185,-5323.2116,3415.0938,4931.0494,-5241.8903,-3814.7287,-351.8017,-1364.5739,2182.5375,4823.8585,1774.5415,679.5018,8278.9133,6412.5598,-4305.0052,-4168.1837,1898.8200,75135003.3901,75142388.2794,75120029.3436,75131161.7871,2344.7081,75137645.4294,
300.000,5994.6735,5093.8099,-1560.2980,-3289.4003,-628.5127,3784.5270,1384.7850,-4721.6329,2742.5624,5683.9289,-4605.4867,-6897.3195,4784.4162,-3485.0902,-2213.5950,-4213.6219,6123.4392,746.1794,246.3812,-1939.6368,4743.6538,5339.0292,-3675.5127,-3724.8183,-3586.8342,5261.5581,2849.3387,-5707.6729,-3122.3473,-3492.1702,4926.0832,-3657.8429,-5752.5124,3025.9516,479.7723,-6059.1060,-2977.9432,6367.0003,1695.2014,4422.3980,-1526.1389,5705.7563,-2698.9518,4124.1346,6342.1884,6821.8693,767.0125,-3727.6207,5639.8112,5363.7759,-4228.1275,-1246.6469,-4477.4430,-2037.6184,-2060.7769,6855.8557,3898.5116,-1683.2519,-333.6436,-250.8713,108.7290,-1375.5221,-4641.3061,0.0000,357.7591,-1198.7062,-18.3643,-558.2484,4279.1078,2351.2676,2399.2613,-5313.8336,6135.2708,2979.4258,-596.5853,5744.4394,2583.7731,-5626.1253,-5056.0484,1420.3405,5110.7525,-1543.3059,-3654.4852,6582.5859,625.8813,4818.3448,-5217.2678,-3691.5173,-5117.5017,-3698.7318,-1335.6216,-3201.6016,1937.3584,5776.3311,4853.1553,-810.7254,4517.5613,3691.0757,1386.3945,-5418.7945,-323588.4089,-312929.0301,-323981.3979,-322126.4560,-323252.4310,-322716.4012,-314236.3645,-319499.8571,171611994.8189,171632702.2306,171620768.0610,171625020.6682,-318207.7259,171619825.7259,-3238.6578,1809.2699,-6645.8211,-4938.3153,-4974.9660,-2289.9916,-4049.3980,-653.3542,-4691.5252,3930.8959,-2906.0115,-129.0571,-2367.4283,-2699.7020,-5835.1026,619.8986,-2976.2734,-4017.5535,6841.8509,5415.3574,-916.7456,3070.9603,1963.2587,-4483.2910,-5439.6674,-3181.4589,-4167.8200,2288.7255,-2733.5409,-5096.8711,1930.3021,-1951.2999,-3629.4973,4630.1372,-4497.8003,2615.0984,-3705.2835,-468.5401,5577.2457,5152.5718,4191.3533,1776.5771,-5333.8729,440.3258,2407.1767,-1185.5399,-6841.5858,5512.3235,2931.8063,27.1953,2474.1062,5043.3451,-4006.5589,6603.4823,-1194.0851,-38.8130,-4074.4950,-6553.2508,5702.8749,-6391.4535,-6766.4376,-6671.3502,4482.0631,0.0000,-6690.9115,6627.3045,6672.4172,5064.4061,-3555.8197,3421.0211,-6315.9962,-2314.1132,-1087.8779,4616.4433,-4113.4987,3900.4644,-3195.6401,-1895.0539,4364.8362,1997.0957,97.4714,-5760.3933,4746.1923,-1791.9744,-5769.7976,-4157.1568,-430.8331,2798.9460,-1805.5373,5098.4271,-5879.6830,-3083.4859,3697.5254,2900.0770,2805.7684,5091.4295,-1775.7349,-5574.4276,6066.3284,4278.7608,188021.8622,156102.0785,171810.1741,176917.4861,168618.6943,172172.6928,171311.1602,174458.0204,82702846.5428,82639678.7948,82666573.0553,82673766.4771,173170.3756,82684128.5133,-649.2894,4324.3461,-1097.2492,3541.8516,4672.8894,-5318.6584,-5417.4047,-5053.7241,-4296.3444,-681.8410,-4298.0494,542.8506,4266.5013,-5342.3362,2910.3359,5440.4811,-480.4105,5446.2742,1207.2335,3898.3008,4939.9087,-3191.2416,-5524.8565,3706.9772,-2428.2393,3170.5621,4772.1373,3201.0259,-5539.9742,-2992.5727,-4317.0063,5445.0648,-1403.1224,-4173.5293,-5246.9276,2080.1180,5014.3558,2652.1815,-3723.0340,-670.0812,5277.7232,-3126.6162,-3487.1291,-5540.2602,-822.4155,383.4503,830.4471,1951.0830,2764.8820,4363.0757,-4888.6368,-4486.4341,-3586.3290,-614.7898,6522.4765,916.0261,4010.6551,1511.6860,-3908.6923,-2618.8990,-1526.3695,859.8785,2486.2746,0.0000,1785.5447,1156.2043,1830.1174,-4598.1209,-4115.9562,-5537.2966,-971.6965,-3440.0958,2997.2655,-4216.2581,5514.3425,164.5121,5291.1966,-3410.8734,-1815.0539,-6499.1327,4678.9911,-3549.6433,3463.7113,1166.9494,3787.2166,-2518.2766,4540.3715,5138.4525,4058.8119,-2622.0780,-3423.4083,5293.1578,-5526.2034,2181.4871,3884.8519,-4453.1005,-4899.3930,-1853.4416,-3024.1140,418.2094,4948.4891,1916.6477,905.4778,8318.7411,6718.4723,-3974.7754,-4187.7627,2515.9533,75135631.8245,75142561.3597,75120225.7199,75131226.6671,2500.3575,75138017.7917,
600.000,4960.8952,5068.8055,-2723.5823,-4768.5635,-2724.1650,3104.6564,-497.1302,-6022.1421,768.1980,4950.1804,-5030.1209,-6719.4213,4651.0945,-5009.2523,-3610.5752,-4142.8410,5389.8646,-1391.3449,871.3248,-678.8896,4998.7108,5443.9589,-2675.9053,-4153.3357,-3587.3430,6092.4392,2718.8031,-4252.7620,-4354.3072,-4409.3144,5860.7832,-4722.7973,-5573.9696,3727.9502,-1577.0061,-5745.8244,-4772.9647,5302.9517,3246.2740,5251.0999,637.7991,5093.7066,-3490.5247,4127.5229,6248.9312,6320.9567,-739.5306,-2015.9616,6606.6379,6014.3088,-2401.6397,908.9713,-3103.6544,-551.1817,-3209.4052,6746.6920,3226.3178,-3014.0047,1252.1000,-1568.8244,-1417.8340,-2754.0674,-3051.5920,0.0000,-1181.0121,418.1443,1249.5303,1592.9240,2392.7088,4070.3552,773.6309,-6368.1493,6317.5975,4630.5419,-2668.9023,5139.9918,1044.0564,-6561.3816,-4339.7860,-478.1624,5118.9518,-3045.4665,-2853.2892,5643.5974,-1301.2837,3227.4496,-5518.6047,-2965.7742,-6222.6558,-2495.5637,-3102.1593,-4020.3272,3807.2300,6610.7280,6126.6311,724.1684,2873.3015,1995.6056,2503.0073,-4494.7675,-327524.1756,-316214.0522,-327595.0503,-325644.5800,-326825.9517,-326333.7588,-317853.8469,-323144.7367,169769054.6769,169790825.9689,169778436.7954,169782612.3492,-321774.7844,169776984.4246,-4062.0598,-314.9492,-6312.2007,-4598.8273,-4471.4200,-4202.7119,-4948.1410,158.4942,-4521.2742,3954.7573,-834.4538,1076.1476,-4082.4025,-1342.7027,-5735.7619,2708.7470,-3963.3110,-4342.8660,6837.5254,4350.5875,-2797.9418,1142.0471,3846.4793,-2664.2635,-4178.4396,-3117.7265,-5600.1933,3566.9508,-957.9073,-3413.8118,145.3608,-101.0342,-4053.6381,2804.3053,-3856.1087,3847.2141,-3014.6688,-1726.5031,5697.6782,3789.9526,4109.9747,95.1424,-3701.8787,-1719.5636,1064.5879,-2611.8204,-6859.4066,5790.4539,1587.2881,-1572.4093,3507.2222,4942.9791,-3374.4269,6851.5299,652.4063,-1241.8223,-5561.2263,-5539.3608,4654.0558,-6668.8096,-6789.3214,-5844.2020,4783.1261,0.0000,-6829.2547,6312.4946,5881.5776,4810.5308,-4028.0413,2139.0570,-6336.8984,-1203.5222,-2482.5091,4299.2670,-3457.9058,4021.6870,-4671.7486,-719.5833,5389.8040,795.6852,-2009.1667,-4451.6846,6018.2258,-2809.3063,-5108.9181,-4541.9874,1598.8701,4627.9689,-536.2217,6233.4088,-5800.6697,-1077.3190,2658.2779,1535.9008,1801.4231,5989.2690,-3094.7035,-5848.1133,4755.8533,5072.7433,181043.4648,149506.0014,165174.4088,170166.8287,161823.0399,165363.8968,164612.2026,167528.0110,86434801.4903,86371852.8184,86398836.3540,86406116.6993,166414.7997,86416094.0636,-2399.6557,4702.7368,719.0998,1974.2726,4423.9856,-4532.6648,-4787.6875,-3458.1569,-5192.3901,-2847.7725,-4704.9696,-1265.6296,2904.0042,-4590.2904,1231.6590,4822.5561,1341.2245,5057.3724,-917.7677,5373.1227,3867.6113,-4146.1041,-5091.7340,4831.4577,-4246.1344,1036.1659,3089.2662,4150.9019,-5294.2457,-4005.2346,-3501.1717,4953.5188,837.9743,-5123.8270,-5534.6028,307.9642,3987.4696,4081.9527,-2195.7443,-2152.3600,5518.1579,-4420.9991,-4691.8287,-5281.7810,-2556.5381,-1156.7605,-714.9424,3234.9872,1380.6244,3032.4355,-5461.5852,-4675.5073,-5287.1791,929.4732,6124.0507,-900.5423,2565.7324,2875.2252,-4968.6878,-902.3945,-1.8403,2317.7585,3948.8381,0.0000,278.4857,2578.0149,3418.4899,-4628.8358,-5093.9348,-5171.4751,-2418.9124,-1845.1532,1329.6953,-2832.6512,5349.1433,2367.6615,4688.5093,-1813.9599,-28.5194,-6883.6147,4217.7964,-4368.2158,1884.9838,2851.4920,4495.7014,-3975.7762,3875.8159,4204.4262,2634.5253,-1206.4973,-2189.0201,5518.1016,-5137.8412,702.8295,2402.6844,-3163.2189,-5452.7984,-3157.0788,-4358.1656,-1391.2459,5072.8540,2058.7978,1134.4891,8353.4634,7020.7449,-3638.8668,-4201.5733,3132.0059,75136261.1851,75142734.1131,75120426.3252,75131302.1818,2656.0057,75138390.0014,
