sl_100_5400_20250409 Coordinates.csv
2025/04/09 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:23 2024,
Start: 2025/04/09 07:47:00.00, Stop: 2025/04/09 09:17:00.00,
TIME_UNITS,STARLINK-3131 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-6125 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-4358 - X-Coordinate,STARLINK-6348 - X-Coordinate,STARLINK-3996 - X-Coordinate,STARLINK-31579 - X-Coordinate,STARLINK-32234 - X-Coordinate,STARLINK-6200 - X-Coordinate,STARLINK-5117 - X-Coordinate,STARLINK-5910 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-6135 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-4177 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-30144 - X-Coordinate,STARLINK-30852 - X-Coordinate,STARLINK-3801 - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-5684 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-3297 - X-Coordinate,STARLINK-3287 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-4461 - X-Coordinate,STARLINK-4699 - X-Coordinate,STARLINK-5701 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-5580 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-31601 - X-Coordinate,STARLINK-6271 - X-Coordinate,STARLINK-1325 - X-Coordinate,STARLINK-6147 - X-Coordinate,STARLINK-31715 - X-Coordinate,STARLINK-30823 - X-Coordinate,STARLINK-30534 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-4314 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-31685 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-5601 - X-Coordinate,STARLINK-31216 - X-Coordinate,STARLINK-6253 - X-Coordinate,STARLINK-11289 [DTC] - X-Coordinate,STARLINK-1215 - X-Coordinate,STARLINK-31400 - X-Coordinate,STARLINK-4317 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-2431 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-6096 - X-Coordinate,STARLINK-31253 - X-Coordinate,STARLINK-30429 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-5299 - X-Coordinate,STARLINK-30083 - X-Coordinate,STARLINK-31439 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-31294 - X-Coordinate,STARLINK-31048 - X-Coordinate,STARLINK-30339 - X-Coordinate,STARLINK-5282 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-11205 [DTC] - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-31243 - X-Coordinate,STARLINK-31642 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-3886 - X-Coordinate,STARLINK-11245 [DTC] - X-Coordinate,STARLINK-31980 - X-Coordinate,STARLINK-5774 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-5673 - X-Coordinate,STARLINK-31624 - X-Coordinate,STARLINK-1692 - X-Coordinate,STARLINK-3908 - X-Coordinate,STARLINK-2749 - X-Coordinate,STARLINK-31335 - X-Coordinate,STARLINK-30597 - X-Coordinate,STARLINK-3248 - X-Coordinate,STARLINK-4581 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-5385 - X-Coordinate,STARLINK-2564 - X-Coordinate,STARLINK-5850 - X-Coordinate,STARLINK-6136 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3131 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-6125 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-4358 - Y-Coordinate,STARLINK-6348 - Y-Coordinate,STARLINK-3996 - Y-Coordinate,STARLINK-31579 - Y-Coordinate,STARLINK-32234 - Y-Coordinate,STARLINK-6200 - Y-Coordinate,STARLINK-5117 - Y-Coordinate,STARLINK-5910 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-6135 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-4177 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-30144 - Y-Coordinate,STARLINK-30852 - Y-Coordinate,STARLINK-3801 - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-5684 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-3297 - Y-Coordinate,STARLINK-3287 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-4461 - Y-Coordinate,STARLINK-4699 - Y-Coordinate,STARLINK-5701 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-5580 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-31601 - Y-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-1325 - Y-Coordinate,STARLINK-6147 - Y-Coordinate,STARLINK-31715 - Y-Coordinate,STARLINK-30823 - Y-Coordinate,STARLINK-30534 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-4314 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-31685 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-5601 - Y-Coordinate,STARLINK-31216 - Y-Coordinate,STARLINK-6253 - Y-Coordinate,STARLINK-11289 [DTC] - Y-Coordinate,STARLINK-1215 - Y-Coordinate,STARLINK-31400 - Y-Coordinate,STARLINK-4317 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-2431 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-6096 - Y-Coordinate,STARLINK-31253 - Y-Coordinate,STARLINK-30429 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-5299 - Y-Coordinate,STARLINK-30083 - Y-Coordinate,STARLINK-31439 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-31294 - Y-Coordinate,STARLINK-31048 - Y-Coordinate,STARLINK-30339 - Y-Coordinate,STARLINK-5282 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-11205 [DTC] - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-31243 - Y-Coordinate,STARLINK-31642 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-3886 - Y-Coordinate,STARLINK-11245 [DTC] - Y-Coordinate,STARLINK-31980 - Y-Coordinate,STARLINK-5774 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-5673 - Y-Coordinate,STARLINK-31624 - Y-Coordinate,STARLINK-1692 - Y-Coordinate,STARLINK-3908 - Y-Coordinate,STARLINK-2749 - Y-Coordinate,STARLINK-31335 - Y-Coordinate,STARLINK-30597 - Y-Coordinate,STARLINK-3248 - Y-Coordinate,STARLINK-4581 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-5385 - Y-Coordinate,STARLINK-2564 - Y-Coordinate,STARLINK-5850 - Y-Coordinate,STARLINK-6136 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3131 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-6125 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-4358 - Z-Coordinate,STARLINK-6348 - Z-Coordinate,STARLINK-3996 - Z-Coordinate,STARLINK-31579 - Z-Coordinate,STARLINK-32234 - Z-Coordinate,STARLINK-6200 - Z-Coordinate,STARLINK-5117 - Z-Coordinate,STARLINK-5910 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-6135 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-4177 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-30144 - Z-Coordinate,STARLINK-30852 - Z-Coordinate,STARLINK-3801 - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-5684 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-3297 - Z-Coordinate,STARLINK-3287 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-4461 - Z-Coordinate,STARLINK-4699 - Z-Coordinate,STARLINK-5701 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-5580 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-31601 - Z-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-1325 - Z-Coordinate,STARLINK-6147 - Z-Coordinate,STARLINK-31715 - Z-Coordinate,STARLINK-30823 - Z-Coordinate,STARLINK-30534 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-4314 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-31685 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-5601 - Z-Coordinate,STARLINK-31216 - Z-Coordinate,STARLINK-6253 - Z-Coordinate,STARLINK-11289 [DTC] - Z-Coordinate,STARLINK-1215 - Z-Coordinate,STARLINK-31400 - Z-Coordinate,STARLINK-4317 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-2431 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-6096 - Z-Coordinate,STARLINK-31253 - Z-Coordinate,STARLINK-30429 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-5299 - Z-Coordinate,STARLINK-30083 - Z-Coordinate,STARLINK-31439 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-31294 - Z-Coordinate,STARLINK-31048 - Z-Coordinate,STARLINK-30339 - Z-Coordinate,STARLINK-5282 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-11205 [DTC] - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-31243 - Z-Coordinate,STARLINK-31642 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-3886 - Z-Coordinate,STARLINK-11245 [DTC] - Z-Coordinate,STARLINK-31980 - Z-Coordinate,STARLINK-5774 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-5673 - Z-Coordinate,STARLINK-31624 - Z-Coordinate,STARLINK-1692 - Z-Coordinate,STARLINK-3908 - Z-Coordinate,STARLINK-2749 - Z-Coordinate,STARLINK-31335 - Z-Coordinate,STARLINK-30597 - Z-Coordinate,STARLINK-3248 - Z-Coordinate,STARLINK-4581 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-5385 - Z-Coordinate,STARLINK-2564 - Z-Coordinate,STARLINK-5850 - Z-Coordinate,STARLINK-6136 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6283.3683,4739.4570,5111.2438,4691.3142,-4692.0535,-2436.9636,6312.2160,674.5267,3609.9495,5296.6077,-4276.6643,-2903.2729,-4068.2221,4639.9066,579.7700,-6644.0010,5012.5744,6562.8398,-4135.7729,-4936.9880,-1553.3674,3505.7697,2738.5100,6242.1008,6887.4222,3925.8218,547.8221,-3639.8430,5364.7266,-1639.4939,3953.3954,262.8699,-4635.6464,2596.7724,3106.3199,-5655.9330,-207.0074,-6597.5617,3165.5708,5395.6518,-5388.7805,-2185.1341,4027.5808,1730.3280,-2678.9345,-5894.8910,-2975.5666,5128.9295,407.4818,-2559.9442,1061.2125,-6806.9462,-3265.9164,966.3638,4035.0404,-4267.2687,5151.8907,-6150.7818,-6734.8044,5769.8958,-865.8573,2195.7230,651.8711,4894.3389,5331.8155,5261.6786,5927.9959,2279.8374,5745.1135,-1664.1146,-3943.9951,1375.0866,4514.0341,1288.2457,-6228.5925,-4827.6374,1880.2079,2449.6801,5664.3631,-6846.8261,-1018.9681,-1610.2374,-1804.4027,3985.5819,-910.4236,-158.3848,-6073.8340,-4900.9933,-2561.1411,-5565.1815,4199.6022,-2024.0389,-4591.4784,-1096.6291,-1993.0491,-1538.4026,-92.0502,6808.8916,3344.8987,-1839.3310,357650.2603,353577.1591,345324.5885,348431.9469,345162.4322,346700.9284,354574.7302,351627.1324,161281711.6725,161266754.8353,161274081.6876,161277934.0737,351229.1876,161270670.4996,-616.8557,2034.0737,-2444.0613,-1657.3228,1701.8145,-6449.1714,499.2831,4416.1424,-5400.0457,4461.6548,117.4382,-6291.8293,3320.2091,-2146.6492,6524.3844,-320.1223,4127.9940,2119.3547,-2945.2098,-965.3877,5493.6206,3771.4582,3715.3786,1408.4976,649.2813,-1750.4730,-6633.4895,-3530.7079,1224.4429,5811.2984,-5694.6765,-6286.3342,-111.7097,-6429.6931,3535.5611,1712.6835,-4909.6578,-2080.9085,-4013.1654,-876.0347,3613.2274,-346.1418,-3630.0717,-6042.3361,-5805.1032,3133.3904,164.8034,3530.1999,-5189.6242,-4303.0508,-5510.2713,-115.1623,-2955.3116,-5861.6489,-2608.1174,-4908.0841,-1662.6266,2571.3472,1054.3179,3292.9198,-4049.3041,3610.3765,-2669.2590,-4447.4886,-4189.4574,-3148.6576,-248.1516,-4605.9151,-679.1377,5403.8641,-1835.7386,5079.2801,1692.2681,-3962.7847,1738.8323,-4547.5954,-4447.4865,6372.0832,3947.9324,-900.5162,5369.6095,-3864.4316,-3841.4730,5161.8177,-3987.5327,5022.7222,3351.5298,1601.5939,4700.9513,-3825.1281,-1735.5243,-5860.8451,2601.5054,6746.4779,-4562.2919,6629.2569,5180.6224,-1202.6361,-4191.5747,-6684.9771,-161226.4802,-197278.9173,-177986.3486,-173346.0378,-180982.8678,-177693.4371,-180967.6172,-179467.4961,44742928.4904,44713714.9590,44768517.7163,44756843.0666,-178012.9736,44757604.4667,2816.0930,4599.3724,-4007.8223,4681.4781,-4829.8485,-758.1221,2774.5799,5188.1958,-2202.8000,-418.9543,-5437.8184,311.7653,-4383.5820,-4693.4476,2218.5782,1884.2110,2388.0107,-740.3586,-4730.0587,4732.9339,3722.7459,4636.3364,-5065.9516,2622.3553,70.8375,5326.8668,1958.4010,-4710.1754,4222.9798,3361.7677,-578.7656,-2923.6783,5012.4474,151.4317,-5043.5052,3618.0542,-4747.9122,-457.9781,4677.9364,4231.5453,-2127.9824,-6584.5766,4160.3368,2871.2642,2338.9391,1416.8663,-6284.5933,2317.1437,4572.5707,4449.4294,4045.7447,394.7479,5359.0641,-3356.0480,-4985.8669,-2374.8346,4291.0981,1906.1581,556.9297,1983.0528,5531.5855,-5482.1157,6386.0464,2008.9743,1530.1663,-3243.7936,-3374.5049,4647.0252,3793.7239,-3838.8699,5287.3161,4527.6925,4949.4713,5517.4619,-1756.5006,-2037.9610,4838.2815,-104.0318,522.6972,578.7013,-4236.6006,5231.4292,5370.4375,2352.5816,5608.5905,-4618.3421,85.8641,-4472.9458,4359.4684,1494.9905,-5229.3614,-2887.2424,-4512.2414,-1062.0772,4793.0102,1233.8041,-4622.0366,370.7258,4390.8654,74.3484,71099.7650,66663.8028,65106.6616,72770.6894,70834.9332,60116.3233,60318.9115,67757.1983,71957074.4583,71929736.5752,71957751.7734,71938350.6131,66799.0204,71948125.2242,
300.000,-5421.0632,4375.8480,3544.3769,3053.2126,-3167.0821,-3777.1115,6786.1641,2680.8225,2038.4764,6069.6516,-3602.0466,-4145.1452,-2937.7199,3713.0311,1861.5853,-6853.9566,6042.3287,6857.3442,-5207.8010,-4189.0249,477.0193,5059.5388,4578.8043,6855.1291,6677.0545,3390.7462,899.0248,-5286.4880,6066.7888,27.9569,3141.0465,-1382.9895,-3691.3156,1075.3904,4871.9015,-4292.9842,-1950.5142,-6820.5736,1492.8690,5774.9290,-4604.9112,-3784.8231,3447.6173,562.7000,-4211.0858,-5150.3997,-3972.9200,6187.9875,-1638.9803,-4348.0168,-317.1050,-6575.8860,-1481.3598,-934.8767,2173.7258,-5411.6798,5278.6529,-5626.6227,-6053.6496,6626.1014,-2942.1637,3729.3261,-928.0786,3418.4152,4295.4977,4640.6744,6163.1690,183.9637,4445.4100,-410.5399,-5138.5368,3381.1764,4184.7506,-845.5656,-5995.6224,-5373.5036,470.1372,3441.1574,5961.7944,-6582.5974,767.5629,-3282.9403,-3431.4169,4778.8653,-1753.4521,1968.5790,-5041.7344,-4379.9534,-1459.0881,-6298.6796,3898.0881,-2988.0469,-3036.4295,204.7340,-3840.0299,-352.5934,2003.0588,6165.8331,1333.7984,-3182.4399,360952.1901,357652.4603,349033.0672,352204.7217,348866.7773,350359.6508,358272.6233,355596.8698,160270014.2051,160255928.7334,160261776.7305,160266195.8549,354954.9965,160258906.2626,825.4926,19.1658,-3795.2917,-2953.9964,634.2667,-5761.2583,-783.7600,4583.6254,-5385.8108,3163.7105,2185.1098,-5427.0285,5007.7908,-4038.6562,6646.8419,914.8450,3312.0114,642.0672,-1098.9276,969.2934,5153.7083,2376.5489,3033.1136,213.4643,-570.9778,-3752.0068,-5610.9754,-2756.2910,-599.5371,5152.1134,-5620.9151,-6613.7281,1819.4439,-6643.9928,2730.9689,3188.6795,-3740.6036,-586.9147,-5293.6869,-2519.5816,4998.3192,-1632.9618,-5217.9708,-6786.6359,-5279.0081,4478.7182,1914.1452,2272.1254,-5456.2614,-3988.9940,-6400.7675,1394.9837,-2045.5630,-5271.3263,-3612.0873,-4269.8637,-3362.3082,4034.8687,2176.8429,1986.9961,-3480.5046,2068.2070,-4004.8179,-4827.8547,-4204.0085,-4766.9477,-2015.7291,-5113.0984,-2042.4726,6405.9897,-165.7713,4690.8430,-395.1810,-4346.4811,2987.7318,-2891.0645,-5710.6680,5584.6894,2683.7050,646.9375,4536.9644,-2413.4649,-2376.2913,3550.4916,-2093.7552,5029.8606,4484.0599,3601.3890,6032.6837,-2845.0996,-3708.0263,-4444.8372,4072.8066,6338.8602,-4448.8066,6884.9154,4696.0355,-2311.8206,-4896.9057,-5947.8755,-153564.1162,-189723.1073,-170382.6136,-165879.9376,-173545.8679,-170252.8295,-173424.4297,-172110.3742,48257503.0844,48228388.6999,48282990.1594,48272127.0293,-170538.4371,48272238.1154,4206.6929,5347.1607,-4604.1341,5348.9355,-6149.7768,787.4994,1074.6716,4324.5540,-3727.4041,1121.9845,-5488.2456,-1226.1163,-3616.9857,-4249.9599,457.3963,97.4300,647.4995,805.2048,-4451.8885,5404.2204,4431.8918,4096.1612,-4097.7657,903.2724,-1724.6951,4615.0282,3975.1402,-3513.7432,3312.3484,4603.5755,-2636.4983,-1569.2409,5448.1123,1667.2683,-4048.3999,4404.3251,-5375.2117,1084.3233,4215.6916,2849.3406,-643.4037,-5590.9344,2761.3294,1184.4388,879.3913,-125.0242,-5377.8288,842.7733,3945.4265,3175.0490,2611.0292,-1158.1935,6458.2584,-4231.1532,-5492.7242,-632.6949,2929.2149,409.1681,2316.3196,493.2176,5194.8257,-5451.6841,5608.6525,3570.6668,3487.9480,-1961.1387,-2128.1461,4672.2436,4889.3134,-2342.8513,4524.3312,3843.7717,5482.7341,5311.0575,63.4510,-3304.8233,3730.9334,-1899.1076,2274.1441,2061.2545,-5162.1921,5318.7671,5425.5171,3548.8461,6380.9548,-4172.0494,1605.4577,-3799.4135,3028.1958,-310.9034,-4363.8394,-4255.0681,-4733.0139,-2763.7184,3639.9004,-579.4995,-4705.7829,2134.4719,4719.3357,1595.0945,70964.6436,66518.4017,65044.4260,72524.6666,70855.0808,60158.7167,60011.4204,67194.0617,71957873.7124,71930547.4390,71959158.0894,71939485.9953,66667.8638,71949105.9849,
600.000,-4040.3553,3632.6387,1654.7030,1128.2923,-1262.2938,-4758.0399,6586.9975,4393.9860,231.6355,6261.6746,-2629.7091,-4996.6106,-1545.4785,2467.7979,2953.1648,-6381.3003,6468.7679,6489.0291,-5811.2717,-3075.3639,2479.6660,6140.9692,5951.5093,6786.7321,5805.2228,2561.5493,1096.8596,-6407.6199,6203.9046,1731.7457,1983.1944,-2881.5034,-2418.9041,-564.8526,6152.7129,-2532.2549,-3536.8727,-6384.4266,-293.0642,5601.7310,-3357.4672,-4931.9954,2543.2182,-647.5459,-5305.4470,-3880.9913,-4624.5938,6561.5481,-3510.3762,-5647.3359,-1636.2362,-5673.8619,413.4736,-2769.0211,118.6513,-6014.8573,4905.6186,-4560.1000,-4746.6051,6839.3972,-4734.8321,4936.8569,-2359.9071,1582.7213,2798.3220,3587.4394,5784.1101,-1919.1345,2727.3740,859.0530,-5840.3146,5056.0037,3498.4086,-2880.4391,-5103.5422,-5429.0841,-949.1328,4097.1797,5684.1363,-5683.8349,2517.5007,-4638.8737,-4749.3122,5142.4537,-2498.5834,3886.5844,-3514.4934,-3451.2377,-245.4133,-6407.0957,3260.1454,-3693.9714,-1217.3824,1515.6625,-5289.5174,874.7671,3916.7977,4908.3179,-797.4332,-4231.9090,364089.5240,361566.0883,352585.2689,355819.8520,352416.0501,353862.6400,361807.1330,359359.9854,159181731.3552,159168510.8830,159172889.3889,159177828.4859,358521.7192,159170553.8225,2228.5184,-2022.0278,-4820.8353,-4001.5290,-425.0084,-4511.5726,-1976.8004,4328.0331,-4855.2683,1550.8502,4055.9117,-4032.0999,6197.0158,-5550.8383,6109.5261,2057.5201,2173.7410,-905.0773,826.9511,2840.8322,4326.3772,786.7663,2087.8867,-992.5166,-1753.8880,-5370.2715,-3981.3870,-1748.1591,-2341.6104,4014.6361,-4999.2642,-6307.7098,3597.3961,-6221.2586,1698.8178,4394.0012,-2230.5808,974.2036,-6087.4093,-3888.8080,5871.0094,-2807.8623,-6260.2029,-6854.6657,-4218.0131,5369.1428,3426.4266,771.5068,-5228.6922,-3273.4403,-6666.2633,2774.2149,-839.1091,-4176.2609,-4317.6420,-3213.6215,-4706.5942,5104.5407,3101.7022,493.2932,-2623.9472,365.8392,-4985.8989,-4762.8563,-3830.6510,-5915.6312,-3561.8027,-5168.9038,-3253.7711,6752.3099,1480.9255,3887.1931,-2462.5608,-4357.2274,3909.1099,-941.4052,-6403.8930,4212.1567,1133.3059,2150.9132,3297.1664,-745.7357,-714.0913,1587.1103,-13.9804,4566.1807,5196.3075,5232.3189,6766.6642,-1578.9217,-5306.6610,-2574.4015,5187.9137,5310.4775,-3930.9555,6456.3508,3803.3355,-3215.6949,-5172.9978,-4630.3128,-145835.4556,-182082.0560,-162701.7749,-158335.5559,-166030.5207,-162737.1741,-165803.4076,-164543.7132,51749236.1322,51720239.8424,51774587.7851,51764567.2808,-162985.8777,51764027.6233,5143.5866,5518.6543,-4710.1709,5419.9997,-6818.1454,2248.7896,-741.2257,2981.6878,-4840.7433,2542.9035,-4949.6458,-2633.0059,-2447.8550,-3353.6524,-1353.1220,-1699.8901,-1162.7462,2264.5545,-3699.3271,5492.2520,4642.6007,3117.6739,-2676.2225,-913.2095,-3334.5462,3391.5617,5567.3789,-1939.5491,2048.2110,5348.6852,-4415.1402,-47.0572,5275.6176,3004.6405,-2614.1036,4719.0436,-5403.7560,2510.3872,3302.3827,1159.8993,913.3136,-4004.3846,1054.2730,-630.3881,-679.5240,-1652.9133,-3902.6518,-733.8641,2896.0035,1524.8143,895.3431,-2580.9756,6870.1144,-4632.2915,-5411.3884,1177.4927,1250.8432,-1131.6153,3817.3233,-1049.4176,4298.3383,-4836.7683,4238.4209,4746.7210,5075.3459,-468.8058,-643.0622,4197.5751,5459.2192,-585.0646,3260.1649,2750.7736,5424.9916,4533.5238,1875.8396,-4219.1871,2207.9421,-3481.5516,3781.0393,3322.6694,-5532.6526,4778.1393,4879.5227,4365.2932,6475.9208,-3258.6326,2953.3273,-2700.4212,1369.1838,-2083.3137,-3030.9821,-5149.7243,-4450.5502,-4167.7774,2094.2243,-2330.3678,-4289.1763,3668.6730,4543.2749,2944.9401,70829.1845,66372.9710,64985.2427,72273.5057,70871.5507,60206.7387,59709.6756,66589.9344,71958668.8902,71931358.8498,71960552.8088,71940642.3344,66536.6684,71950086.6338,
