sl_100_5400_20251225 Coordinates.csv
2025/12/25 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:19 2024,
Start: 2025/12/25 07:47:00.00, Stop: 2025/12/25 09:17:00.00,
TIME_UNITS,STARLINK-1999 - X-Coordinate,STARLINK-5667 - X-Coordinate,STARLINK-3047 - X-Coordinate,STARLINK-5764 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-6200 - X-Coordinate,STARLINK-5327 - X-Coordinate,STARLINK-3162 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-4793 - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-4382 - X-Coordinate,STARLINK-4660 - X-Coordinate,STARLINK-5711 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-5013 - X-Coordinate,STARLINK-2367 - X-Coordinate,STARLINK-4330 - X-Coordinate,STARLINK-3610 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-31641 - X-Coordinate,STARLINK-3179 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-31447 - X-Coordinate,STARLINK-2618 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-5612 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-30555 - X-Coordinate,STARLINK-5663 - X-Coordinate,STARLINK-1142 - X-Coordinate,STARLINK-3822 - X-Coordinate,STARLINK-31841 - X-Coordinate,STARLINK-2475 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-2540 - X-Coordinate,STARLINK-5887 - X-Coordinate,STARLINK-32144 - X-Coordinate,STARLINK-1403 - X-Coordinate,STARLINK-4510 - X-Coordinate,STARLINK-31415 - X-Coordinate,STARLINK-3562 - X-Coordinate,STARLINK-31582 - X-Coordinate,STARLINK-2499 - X-Coordinate,STARLINK-3669 - X-Coordinate,STARLINK-5334 - X-Coordinate,STARLINK-1848 - X-Coordinate,STARLINK-2113 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-3239 - X-Coordinate,STARLINK-31633 - X-Coordinate,STARLINK-1146 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-31291 - X-Coordinate,STARLINK-5106 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-2512 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-3330 - X-Coordinate,STARLINK-5335 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-4481 - X-Coordinate,STARLINK-1604 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-3810 - X-Coordinate,STARLINK-30755 - X-Coordinate,STARLINK-1873 - X-Coordinate,STARLINK-4099 - X-Coordinate,STARLINK-30539 - X-Coordinate,STARLINK-3341 - X-Coordinate,STARLINK-1360 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-1484 - X-Coordinate,STARLINK-30989 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-4684 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-31869 - X-Coordinate,STARLINK-5291 - X-Coordinate,STARLINK-6141 - X-Coordinate,STARLINK-30291 - X-Coordinate,STARLINK-5803 - X-Coordinate,STARLINK-4522 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-2045 - X-Coordinate,STARLINK-5462 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-2461 - X-Coordinate,STARLINK-32367 - X-Coordinate,STARLINK-1981 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-5667 - Y-Coordinate,STARLINK-3047 - Y-Coordinate,STARLINK-5764 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-6200 - Y-Coordinate,STARLINK-5327 - Y-Coordinate,STARLINK-3162 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-4793 - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-4660 - Y-Coordinate,STARLINK-5711 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-5013 - Y-Coordinate,STARLINK-2367 - Y-Coordinate,STARLINK-4330 - Y-Coordinate,STARLINK-3610 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-31641 - Y-Coordinate,STARLINK-3179 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-31447 - Y-Coordinate,STARLINK-2618 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-5612 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-30555 - Y-Coordinate,STARLINK-5663 - Y-Coordinate,STARLINK-1142 - Y-Coordinate,STARLINK-3822 - Y-Coordinate,STARLINK-31841 - Y-Coordinate,STARLINK-2475 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-2540 - Y-Coordinate,STARLINK-5887 - Y-Coordinate,STARLINK-32144 - Y-Coordinate,STARLINK-1403 - Y-Coordinate,STARLINK-4510 - Y-Coordinate,STARLINK-31415 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,STARLINK-31582 - Y-Coordinate,STARLINK-2499 - Y-Coordinate,STARLINK-3669 - Y-Coordinate,STARLINK-5334 - Y-Coordinate,STARLINK-1848 - Y-Coordinate,STARLINK-2113 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-3239 - Y-Coordinate,STARLINK-31633 - Y-Coordinate,STARLINK-1146 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-31291 - Y-Coordinate,STARLINK-5106 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-2512 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-3330 - Y-Coordinate,STARLINK-5335 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-4481 - Y-Coordinate,STARLINK-1604 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-3810 - Y-Coordinate,STARLINK-30755 - Y-Coordinate,STARLINK-1873 - Y-Coordinate,STARLINK-4099 - Y-Coordinate,STARLINK-30539 - Y-Coordinate,STARLINK-3341 - Y-Coordinate,STARLINK-1360 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-1484 - Y-Coordinate,STARLINK-30989 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-4684 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-31869 - Y-Coordinate,STARLINK-5291 - Y-Coordinate,STARLINK-6141 - Y-Coordinate,STARLINK-30291 - Y-Coordinate,STARLINK-5803 - Y-Coordinate,STARLINK-4522 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-2045 - Y-Coordinate,STARLINK-5462 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-2461 - Y-Coordinate,STARLINK-32367 - Y-Coordinate,STARLINK-1981 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-5667 - Z-Coordinate,STARLINK-3047 - Z-Coordinate,STARLINK-5764 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-6200 - Z-Coordinate,STARLINK-5327 - Z-Coordinate,STARLINK-3162 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-4793 - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-4660 - Z-Coordinate,STARLINK-5711 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-5013 - Z-Coordinate,STARLINK-2367 - Z-Coordinate,STARLINK-4330 - Z-Coordinate,STARLINK-3610 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-31641 - Z-Coordinate,STARLINK-3179 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-31447 - Z-Coordinate,STARLINK-2618 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-5612 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-30555 - Z-Coordinate,STARLINK-5663 - Z-Coordinate,STARLINK-1142 - Z-Coordinate,STARLINK-3822 - Z-Coordinate,STARLINK-31841 - Z-Coordinate,STARLINK-2475 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-2540 - Z-Coordinate,STARLINK-5887 - Z-Coordinate,STARLINK-32144 - Z-Coordinate,STARLINK-1403 - Z-Coordinate,STARLINK-4510 - Z-Coordinate,STARLINK-31415 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,STARLINK-31582 - Z-Coordinate,STARLINK-2499 - Z-Coordinate,STARLINK-3669 - Z-Coordinate,STARLINK-5334 - Z-Coordinate,STARLINK-1848 - Z-Coordinate,STARLINK-2113 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-3239 - Z-Coordinate,STARLINK-31633 - Z-Coordinate,STARLINK-1146 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-31291 - Z-Coordinate,STARLINK-5106 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-2512 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-3330 - Z-Coordinate,STARLINK-5335 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-4481 - Z-Coordinate,STARLINK-1604 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-3810 - Z-Coordinate,STARLINK-30755 - Z-Coordinate,STARLINK-1873 - Z-Coordinate,STARLINK-4099 - Z-Coordinate,STARLINK-30539 - Z-Coordinate,STARLINK-3341 - Z-Coordinate,STARLINK-1360 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-1484 - Z-Coordinate,STARLINK-30989 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-4684 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-31869 - Z-Coordinate,STARLINK-5291 - Z-Coordinate,STARLINK-6141 - Z-Coordinate,STARLINK-30291 - Z-Coordinate,STARLINK-5803 - Z-Coordinate,STARLINK-4522 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-2045 - Z-Coordinate,STARLINK-5462 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-2461 - Z-Coordinate,STARLINK-32367 - Z-Coordinate,STARLINK-1981 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,384.3869,-5272.1695,5046.6384,1992.6651,-3588.0832,4245.6101,1539.5107,1212.8983,-226.7692,146.8563,3178.1038,308.0412,-6788.0704,4651.3997,4411.6258,5316.9154,6564.2016,-620.2284,-1920.4531,5605.5204,-5708.1587,-2771.2773,-2244.9285,-5523.4830,-1123.3885,2789.7029,-4265.7715,3153.7636,3544.3862,-1057.7167,5824.6206,-2219.1466,6056.2108,1017.3071,0.0000,-2286.2924,3550.2182,-6605.3944,-5882.6437,-5599.3701,3632.1685,-4843.7320,1330.3938,5417.1816,-2867.7785,-626.0025,1994.3876,2869.3744,5086.6802,4934.5769,-5366.6342,-2429.7757,494.2260,-426.6137,5270.4485,4068.0196,-6159.3834,-334.2671,2426.5555,-714.5989,-3891.4981,4387.1127,-2812.8542,3372.6898,-5408.5460,-4190.4614,2867.0923,3842.8069,-4930.5486,3397.6546,6677.1512,-6514.0652,4735.1491,989.6863,-1481.1547,5160.8977,3466.9922,5808.2202,-4137.3254,-4109.6115,4150.5452,2254.1522,844.1161,-3342.3172,68.3992,499.3745,-5913.4781,4185.0342,-4636.8212,5181.0227,-4624.2533,6544.0001,4621.7827,-5609.4395,-5420.7622,-4081.7671,2873.7465,4296.8853,2571.3332,4988.9635,220536.0324,202001.6083,220829.3754,223107.2176,216430.7773,218877.7181,214154.2919,217754.6578,-126294203.9301,-126341476.0567,-126321767.7368,-126304650.2012,217651.3095,-126303949.0257,-4210.7695,-3365.6637,544.4938,-5428.7076,-5023.2923,-3502.5260,2278.5896,4518.8988,-6810.3256,4455.9820,2775.3348,-1195.8487,-889.3015,4617.1921,-2829.2560,3741.5462,-1990.7203,703.2447,-6125.4908,2955.0207,-1685.6038,6266.4336,4518.5425,3852.3521,6207.1372,3229.0004,-3543.7326,234.1788,-2436.1613,-2612.2361,482.4211,5298.2232,2502.7044,4577.8979,0.0000,-6524.6736,-5824.5913,296.4481,-3677.3985,309.5941,4751.5268,3837.3735,5258.0191,3087.5218,-5209.0271,6756.6065,-3662.3436,4230.1221,-2974.0228,4484.7204,4225.3606,3704.6027,-6847.6804,-5028.5572,2873.9040,1401.4742,727.3219,-5606.0621,-6213.0801,4987.3420,3199.7603,-2275.3888,-6280.4391,3783.4717,663.8767,-1461.4707,-4074.0370,-5731.3012,3662.0052,-5731.2872,826.8501,1948.5832,1939.4286,6504.6170,-6623.0491,2534.8605,-5745.9437,1824.7758,466.3952,2996.3471,-725.5173,-4095.4555,5468.0392,5677.4362,-2524.5302,-6642.6916,3243.8758,-5279.5366,383.4733,4572.3906,2184.6253,356.9480,5028.7417,-3710.8601,-4213.6788,5564.0970,-6142.8805,5359.6569,-3072.0456,447.8711,304237.5349,307995.9560,317299.3312,313589.3633,318862.2435,316794.1542,309732.6080,311565.9096,304826891.1828,304820630.1558,304831619.7331,304820324.2942,312172.8163,304813416.9633,5469.7091,-2992.5324,-4427.3329,3875.7456,-2901.3378,-4230.5899,6377.3583,5081.2904,1288.7612,5262.2880,5468.8253,-6836.4995,-961.4920,-2274.9604,4495.3692,-2413.0648,103.9798,-6880.8504,-2580.7172,2291.6832,-3359.5008,927.6466,-4660.7962,-1176.3247,2594.8999,-5464.4779,-3980.6519,-6192.7460,5405.4184,6328.9019,-3713.9304,-3829.3493,-1914.1121,-5084.1826,0.0000,-295.2369,-178.3280,1998.1269,290.3028,-3877.8279,-3475.4891,3075.6755,-4147.6628,2977.9787,3325.6896,-1084.6516,5509.9941,4685.5439,3461.6124,-1845.5853,1307.8553,-5311.3126,-852.7558,-4602.5820,3393.5734,5394.8967,-2933.3367,-4073.4885,1407.1047,-4737.5504,4573.0919,4712.5648,-649.1320,4719.4647,4245.1307,5292.5974,-4706.6874,751.3685,-2979.4724,1822.6810,-1686.1654,-710.0721,-4657.9200,-2185.9999,-1340.5631,-3809.4277,-492.6684,-3297.6758,5394.9812,4711.8632,-5531.6029,-5105.9212,4120.6174,-1794.6807,-6472.7002,1906.2369,754.8540,-1653.4069,5091.9046,321.7472,-4584.7217,2249.9638,1096.4344,-1762.8740,863.1194,357.6107,-1278.9878,-809.5358,-5300.5156,4758.4460,-70462.7643,-71420.2391,-74019.5025,-67538.3429,-68302.1487,-78959.1406,-79845.3292,-74575.9115,-147358321.1886,-147330964.3693,-147344761.2856,-147338769.1958,-72858.5459,-147346452.7813,
300.000,-1698.6212,-5459.4483,6187.6842,-44.2129,-4467.8676,3228.3794,3590.6847,3159.3235,-1733.2070,2114.9569,4685.0721,2318.4321,-6850.6887,5872.8897,4075.9534,6379.3672,5907.1461,-2455.6797,-2898.9913,6438.9207,-6587.3711,-1424.7243,-173.3661,-4790.3002,661.1309,4493.9182,-4850.6483,4444.4331,2622.4788,-2312.3021,4828.9220,-651.4092,5781.9424,2653.7179,0.0000,-3329.6938,2310.1194,-6727.5792,-5408.4654,-4361.5999,5068.8852,-4349.4679,3045.8116,5202.9848,-4550.1874,593.2277,102.6397,4389.1456,4818.1281,5872.7858,-5017.9664,-309.1358,-713.4703,-2506.9675,6387.6625,4108.1635,-5099.7573,-2237.6401,744.7979,1181.7917,-2546.3157,2585.5111,-3834.8196,4841.2040,-5847.2512,-5245.9244,784.5674,3259.3404,-4458.5587,1906.7005,6193.8920,-6006.8483,4353.6898,2451.6315,-2669.3011,6330.8848,2162.6412,6682.7186,-4028.7460,-2771.6171,2309.0135,121.7444,2233.7070,-2326.2748,-2014.1382,-1043.5817,-4834.7297,2998.5855,-5032.7759,5778.1760,-3772.3237,5856.4112,5103.2764,-5249.8472,-5721.6764,-2965.5509,1767.2422,4902.4380,897.4038,4059.2964,214263.9091,195340.0678,214291.8626,216431.4020,209757.5283,212201.6657,207577.2478,211500.1992,-132916335.5851,-132964018.8903,-132944490.0359,-132927562.5469,211003.1974,-132926160.0077,-4544.7772,-1475.9773,-230.4687,-5267.9741,-3325.5668,-5169.8007,2011.8190,4576.7529,-6151.9084,3551.5138,1304.0089,-2070.9523,317.8262,3599.6815,-4559.8125,2536.5653,-3052.1646,-585.0489,-4822.6104,1925.9660,-478.5023,6225.2144,5139.6939,4830.8621,5674.5248,2013.9480,-1530.5669,-1257.0386,-4294.1445,-795.2508,-1089.4921,6304.8467,1000.6064,3211.6457,0.0000,-5873.6087,-6113.4061,1560.2542,-3903.4842,1786.9399,4305.0641,5171.8085,4008.1419,1386.5574,-4633.9872,6804.5658,-4662.6798,2702.4515,-4470.9927,3653.7591,4748.0007,4138.6307,-6811.3992,-4403.5860,1883.1398,-776.6977,2313.4708,-5798.6633,-6171.9346,4152.4585,4834.2055,-3347.3781,-5628.7391,2231.9674,2302.4764,268.0430,-4193.5153,-5974.1979,5000.0147,-5689.8082,-797.0263,3063.6802,-78.5217,5510.3702,-6362.6013,1464.9328,-5956.1901,648.4699,2590.2565,4644.7135,-1625.0159,-4163.8724,4089.6382,6417.5965,-1793.1031,-6839.2027,4050.1655,-6252.6485,2297.8822,3505.3712,4094.7945,-1285.3801,3740.6195,-2680.7413,-2906.1014,6073.4086,-6647.7125,4172.0510,-4461.6158,-1413.5845,308731.7177,312251.1582,321793.1454,318092.6824,323431.2708,321399.4189,314301.5240,316416.8881,301997846.8377,301990825.0178,302002144.8317,301991505.7017,316717.5588,301984367.4661,4926.7631,-4012.8851,-2651.4319,4548.7498,-3938.6691,-3322.3280,5595.7942,4100.0419,2686.5437,5520.9681,4906.9471,-6212.2496,856.0930,-816.9817,3209.7089,-972.9674,-1696.2827,-6468.7082,-4027.2323,518.8593,-1751.4894,2644.6202,-4552.9138,647.6692,3723.3424,-4879.5236,-4553.2239,-5197.5918,4734.9481,6482.2102,-4842.7782,-2733.9622,-3491.3625,-5521.0835,0.0000,1506.3631,-1969.0846,222.6141,-1935.8733,-4927.3109,-1897.9810,1419.6169,-4612.4697,4327.3857,2066.3805,733.3276,5100.3669,4638.1044,1879.1983,-60.4666,-815.8339,-5532.8088,964.1150,-4579.4019,1799.6001,5489.9428,-3964.5376,-3081.5743,2792.0165,-5402.8913,4056.7508,5359.3909,1166.5574,4421.3940,2873.6247,4487.6768,-5363.9170,-1373.4551,-1302.9134,3416.8225,-3020.5925,1112.1721,-5377.6123,-3421.1741,470.8777,-2308.8956,-2269.1945,-1685.3495,4849.1571,4338.0724,-6354.3613,-5529.0274,5085.8031,7.1005,-6403.0427,408.7400,2500.1012,-136.6564,4122.1777,-1484.5415,-4021.4521,3469.9800,2789.8762,-3688.6801,2582.7254,-1447.0182,535.9327,-2535.0317,-4840.5297,5407.7319,-70274.6763,-71294.9399,-73797.2578,-67534.4828,-68033.5093,-78634.0126,-79868.8370,-74446.8086,-147357369.6283,-147330257.0767,-147344194.6609,-147337948.9155,-72723.8617,-147345572.6866,
600.000,-3594.2199,-5153.8135,6644.9025,-2093.6206,-4931.7164,1931.6498,5278.2446,4773.5115,-3097.2119,3901.6782,5756.2936,4116.5874,-6230.1368,6522.6410,3367.9766,6821.4193,4642.4168,-3975.9392,-3635.5407,6576.8603,-6788.5471,89.6501,1900.1779,-3557.2552,2407.3863,5777.9512,-4988.2490,5329.4588,1491.8435,-3402.0651,3386.8750,955.6921,4933.8193,4072.8639,0.0000,-4058.0756,811.6864,-6178.7426,-4362.1374,-2699.6322,5991.1406,-3433.9526,4486.0366,4508.9055,-5758.6092,1760.6263,-1765.4188,5515.4491,4070.5648,6226.2225,-4153.3831,1833.1018,-1861.1461,-4345.4162,6862.5110,3800.6733,-3546.8766,-3907.0152,-1035.5186,2996.5320,-976.5507,537.8087,-4485.8293,5866.4457,-5724.6647,-5813.3543,-1386.7889,2328.1894,-3536.6157,197.1505,5123.6796,-4874.9739,3596.9348,3708.3468,-3596.6988,6866.5835,602.5488,6895.8257,-3557.6979,-1202.3844,262.8234,-2028.2701,3451.6576,-1068.8846,-3919.1664,-2481.3290,-3234.3754,1522.8880,-4965.0542,5811.8665,-2583.4204,4615.2134,5103.2192,-4389.6057,-5474.4762,-1540.2948,477.5709,5045.0909,-833.7354,2774.1257,207898.2683,188590.4173,207657.0322,209659.7434,202988.7453,205427.5187,200905.1712,205100.5244,-139475149.0303,-139523226.2048,-139503879.6221,-139487161.6887,204260.1742,-139485052.7300,-4480.2200,572.8988,-943.7641,-4644.3255,-1286.7390,-6340.6110,1615.0096,4221.8238,-4902.5581,2347.1296,-250.6030,-2644.8554,1503.0275,2240.8364,-5823.4028,1094.8228,-3821.0272,-1885.1408,-3042.3826,695.3352,758.0530,5579.0522,5290.9585,5315.9797,4586.2125,650.7486,636.8055,-2568.5359,-5736.9741,1054.7173,-2598.8725,6702.1979,-637.2978,1569.6397,0.0000,-4632.5968,-5781.1361,2665.7693,-3683.4677,3128.7210,3449.1276,5980.4483,2382.3631,-483.0046,-3603.7061,6160.8702,-5246.4329,946.1856,-5494.5287,2459.7019,4797.2082,4224.3967,-6096.9254,-3375.9765,723.9628,-2877.2944,3703.5215,-5454.5728,-5516.2180,2955.5997,5990.1276,-4132.3786,-4409.0697,497.5302,3687.0891,1933.3024,-3946.3108,-5617.5463,5811.1366,-5106.8555,-2370.4048,3874.5398,-2113.0311,3990.5833,-5466.6432,274.1519,-5537.4794,-573.2718,4437.8672,5864.0000,-2439.1893,-3882.9565,2328.1953,6492.4172,-960.4662,-6372.6213,4455.8999,-6619.6823,3957.6819,2077.1658,5602.5955,-2833.0954,2062.4821,-1341.7814,-1288.7955,5986.5655,-6487.5419,2554.5924,-5389.0355,-3172.1342,313101.8628,316362.6449,326142.9207,322452.4741,327855.5957,325859.3974,318732.6774,321164.1529,299024956.1009,299017158.2567,299028802.0652,299018786.0072,321120.7113,299011467.7512,3853.7125,-4604.6180,-566.5501,4741.4843,-4534.2388,-2060.0576,4220.8574,2676.1543,3796.8452,5181.5679,3815.6888,-4929.9610,2581.1086,728.3469,1576.8809,571.2801,-3309.3184,-5370.8320,-5040.8577,-1314.4236,52.2988,4076.0360,-3945.0096,2399.2300,4433.6278,-3773.5164,-4616.5935,-3652.5811,3553.6676,5943.7286,-5452.8222,-1342.2444,-4678.0074,-5364.8898,0.0000,3145.5875,-3539.0401,-1577.0111,-3955.9401,-5424.1731,-115.8142,-390.3100,-4561.7125,5209.4723,574.2763,2470.5655,4141.2629,4095.5130,87.0135,1731.1443,-2853.0491,-5159.8985,2676.9612,-4044.8288,10.0436,4991.2081,-4558.6874,-1760.6379,3862.5063,-5487.5830,3082.2087,5407.7822,2856.0638,3649.5462,1191.6172,3198.3789,-5429.0148,-3351.8540,519.8305,4641.2033,-4032.4544,2810.0961,-5520.2198,-4290.6273,2231.4871,-557.3216,-3780.4967,108.2141,3758.7575,3500.9092,-6506.1014,-5359.7251,5499.9242,1808.0505,-5655.6385,-1132.6012,3959.9779,1394.6971,2705.5336,-3130.9701,-3016.1761,4318.0475,4182.5033,-5223.6409,4024.1059,-3095.3223,2292.5916,-3987.5758,-3794.5072,5473.8742,-70088.0429,-71169.7403,-73572.9247,-67535.7240,-67768.4659,-78302.9790,-79886.7539,-74192.0039,-147356412.4070,-147329550.2926,-147343628.0270,-147337153.4070,-72589.1327,-147344692.2652,
