sl_100_5400_20250404 Coordinates.csv
2025/04/04 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:56 2024,
Start: 2025/04/04 07:47:00.00, Stop: 2025/04/04 09:17:00.00,
TIME_UNITS,STARLINK-31455 - X-Coordinate,STARLINK-4065 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-3678 - X-Coordinate,STARLINK-4423 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-11227 [DTC] - X-Coordinate,STARLINK-4491 - X-Coordinate,STARLINK-2388 - X-Coordinate,STARLINK-2363 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-3148 - X-Coordinate,STARLINK-1861 - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-5460 - X-Coordinate,STARLINK-2466 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-31099 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-31291 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-1184 - X-Coordinate,STARLINK-30441 - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-1583 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-2121 - X-Coordinate,STARLINK-30832 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-30845 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-3785 - X-Coordinate,STARLINK-5767 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-1092 - X-Coordinate,STARLINK-31987 - X-Coordinate,STARLINK-30707 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-4759 - X-Coordinate,STARLINK-2209 - X-Coordinate,STARLINK-5218 - X-Coordinate,STARLINK-3210 - X-Coordinate,STARLINK-31139 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-5766 - X-Coordinate,STARLINK-4641 - X-Coordinate,STARLINK-32102 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-2364 - X-Coordinate,STARLINK-3339 - X-Coordinate,STARLINK-31050 - X-Coordinate,STARLINK-30419 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-30173 - X-Coordinate,STARLINK-30303 - X-Coordinate,STARLINK-2734 - X-Coordinate,STARLINK-5822 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-4500 - X-Coordinate,STARLINK-30909 - X-Coordinate,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-30235 - X-Coordinate,STARLINK-5500 - X-Coordinate,STARLINK-2733 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-1595 - X-Coordinate,STARLINK-2334 - X-Coordinate,STARLINK-31114 - X-Coordinate,STARLINK-3366 - X-Coordinate,STARLINK-5404 - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-2046 - X-Coordinate,STARLINK-2546 - X-Coordinate,STARLINK-5085 - X-Coordinate,STARLINK-3616 - X-Coordinate,STARLINK-3905 - X-Coordinate,STARLINK-5307 - X-Coordinate,STARLINK-31840 - X-Coordinate,STARLINK-6098 - X-Coordinate,STARLINK-5887 - X-Coordinate,STARLINK-4421 - X-Coordinate,STARLINK-3654 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-30294 - X-Coordinate,STARLINK-4705 - X-Coordinate,STARLINK-30354 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-31931 - X-Coordinate,STARLINK-2255 - X-Coordinate,STARLINK-4773 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-3561 - X-Coordinate,STARLINK-6156 - X-Coordinate,STARLINK-5435 - X-Coordinate,STARLINK-5144 - X-Coordinate,STARLINK-32223 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-4065 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-3678 - Y-Coordinate,STARLINK-4423 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-11227 [DTC] - Y-Coordinate,STARLINK-4491 - Y-Coordinate,STARLINK-2388 - Y-Coordinate,STARLINK-2363 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-3148 - Y-Coordinate,STARLINK-1861 - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-5460 - Y-Coordinate,STARLINK-2466 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-31099 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-31291 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-1184 - Y-Coordinate,STARLINK-30441 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-1583 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-2121 - Y-Coordinate,STARLINK-30832 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-30845 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-3785 - Y-Coordinate,STARLINK-5767 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-1092 - Y-Coordinate,STARLINK-31987 - Y-Coordinate,STARLINK-30707 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-4759 - Y-Coordinate,STARLINK-2209 - Y-Coordinate,STARLINK-5218 - Y-Coordinate,STARLINK-3210 - Y-Coordinate,STARLINK-31139 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-5766 - Y-Coordinate,STARLINK-4641 - Y-Coordinate,STARLINK-32102 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-2364 - Y-Coordinate,STARLINK-3339 - Y-Coordinate,STARLINK-31050 - Y-Coordinate,STARLINK-30419 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-30173 - Y-Coordinate,STARLINK-30303 - Y-Coordinate,STARLINK-2734 - Y-Coordinate,STARLINK-5822 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-4500 - Y-Coordinate,STARLINK-30909 - Y-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-30235 - Y-Coordinate,STARLINK-5500 - Y-Coordinate,STARLINK-2733 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-1595 - Y-Coordinate,STARLINK-2334 - Y-Coordinate,STARLINK-31114 - Y-Coordinate,STARLINK-3366 - Y-Coordinate,STARLINK-5404 - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-2046 - Y-Coordinate,STARLINK-2546 - Y-Coordinate,STARLINK-5085 - Y-Coordinate,STARLINK-3616 - Y-Coordinate,STARLINK-3905 - Y-Coordinate,STARLINK-5307 - Y-Coordinate,STARLINK-31840 - Y-Coordinate,STARLINK-6098 - Y-Coordinate,STARLINK-5887 - Y-Coordinate,STARLINK-4421 - Y-Coordinate,STARLINK-3654 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-30294 - Y-Coordinate,STARLINK-4705 - Y-Coordinate,STARLINK-30354 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-31931 - Y-Coordinate,STARLINK-2255 - Y-Coordinate,STARLINK-4773 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-3561 - Y-Coordinate,STARLINK-6156 - Y-Coordinate,STARLINK-5435 - Y-Coordinate,STARLINK-5144 - Y-Coordinate,STARLINK-32223 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-4065 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-3678 - Z-Coordinate,STARLINK-4423 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-11227 [DTC] - Z-Coordinate,STARLINK-4491 - Z-Coordinate,STARLINK-2388 - Z-Coordinate,STARLINK-2363 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-3148 - Z-Coordinate,STARLINK-1861 - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-5460 - Z-Coordinate,STARLINK-2466 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-31099 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-31291 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-1184 - Z-Coordinate,STARLINK-30441 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-1583 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-2121 - Z-Coordinate,STARLINK-30832 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-30845 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-3785 - Z-Coordinate,STARLINK-5767 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-1092 - Z-Coordinate,STARLINK-31987 - Z-Coordinate,STARLINK-30707 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-4759 - Z-Coordinate,STARLINK-2209 - Z-Coordinate,STARLINK-5218 - Z-Coordinate,STARLINK-3210 - Z-Coordinate,STARLINK-31139 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-5766 - Z-Coordinate,STARLINK-4641 - Z-Coordinate,STARLINK-32102 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-2364 - Z-Coordinate,STARLINK-3339 - Z-Coordinate,STARLINK-31050 - Z-Coordinate,STARLINK-30419 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-30173 - Z-Coordinate,STARLINK-30303 - Z-Coordinate,STARLINK-2734 - Z-Coordinate,STARLINK-5822 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-4500 - Z-Coordinate,STARLINK-30909 - Z-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-30235 - Z-Coordinate,STARLINK-5500 - Z-Coordinate,STARLINK-2733 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-1595 - Z-Coordinate,STARLINK-2334 - Z-Coordinate,STARLINK-31114 - Z-Coordinate,STARLINK-3366 - Z-Coordinate,STARLINK-5404 - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-2046 - Z-Coordinate,STARLINK-2546 - Z-Coordinate,STARLINK-5085 - Z-Coordinate,STARLINK-3616 - Z-Coordinate,STARLINK-3905 - Z-Coordinate,STARLINK-5307 - Z-Coordinate,STARLINK-31840 - Z-Coordinate,STARLINK-6098 - Z-Coordinate,STARLINK-5887 - Z-Coordinate,STARLINK-4421 - Z-Coordinate,STARLINK-3654 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-30294 - Z-Coordinate,STARLINK-4705 - Z-Coordinate,STARLINK-30354 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-31931 - Z-Coordinate,STARLINK-2255 - Z-Coordinate,STARLINK-4773 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-3561 - Z-Coordinate,STARLINK-6156 - Z-Coordinate,STARLINK-5435 - Z-Coordinate,STARLINK-5144 - Z-Coordinate,STARLINK-32223 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5647.5658,-3081.8649,-1290.0845,6201.1138,-3863.9385,4514.5347,5715.3737,378.7937,4083.2000,801.8779,5840.3527,-1511.0974,3759.0210,4100.9641,-4674.1295,-2422.9815,-2234.5629,700.4028,-1146.2833,-195.3220,5329.8358,4643.4334,-2605.3218,2592.5504,-2366.1347,-44.4369,5210.9553,-5698.9738,-3051.3566,6124.1618,-5528.5076,-5215.9298,5532.3483,-6031.2142,-4076.2180,-2807.1821,3568.9833,-4032.3448,5975.6762,4033.7362,365.0495,6647.8175,1565.6693,2007.1638,-4930.2623,1114.3533,1197.8618,4667.9168,-3818.1684,2271.3995,-535.0992,-5014.9996,-1760.8014,-3986.0883,-2343.9059,6118.6358,4000.6559,-3934.8366,218.3763,257.6805,-3706.6675,1141.9559,-1381.0833,4036.9049,-1324.4975,2169.7603,2393.6010,-3192.9014,6842.4052,6500.5590,3920.1508,6009.5516,150.3661,-5077.1726,-5967.8089,-4757.6580,-1579.2017,5062.4359,-4064.9597,2276.0822,-1779.7087,1320.5570,-758.3307,4385.2732,1508.1071,-5554.5332,-4403.1371,5341.3056,-5004.4372,-3075.9056,2660.6930,-3569.4133,-1568.8812,3652.0992,1324.2007,4741.2636,-895.8013,356.9648,-2366.6063,-4282.3908,270973.7186,277725.9748,269019.6283,272507.5788,268603.1965,270423.6572,277985.0923,274087.3277,156505785.1007,156509990.9783,156500232.6191,156506550.2964,274900.4281,156508385.6284,-3762.1668,3320.1661,4166.1946,-3011.5195,2763.3431,2214.3025,1962.2184,-5639.7102,918.3540,-4097.5157,-3705.1858,-5072.3099,4553.0884,1024.3452,-4680.7984,1906.1136,-6177.4827,5731.1587,4128.3799,-1219.3169,2506.3902,3112.6371,4548.1973,-5274.8621,6224.6191,6119.8544,-4299.8455,-2661.4164,-5237.5898,3187.7316,3971.7947,-181.4033,3433.1546,-2714.1659,-4629.5413,-4229.0328,-5385.0287,3380.3524,-701.1246,1703.7159,-6536.8364,353.3054,1831.0819,-5203.9050,-1052.3340,-6800.5245,-5251.2140,1651.5340,-3213.8564,-5533.4502,-4438.0820,-3706.4098,6557.9479,-3000.9703,-1266.9284,-1377.8764,-4791.2541,4906.0080,-5260.6267,-5242.6813,5630.7912,-6818.5424,6233.0600,5509.8096,3306.7001,4823.0333,-4687.1473,5054.8657,-940.1195,-1400.4050,-5593.4864,2880.2381,5698.8234,-3935.5536,1021.6573,4717.2292,-6184.7281,2678.2191,-1284.2066,-4461.7499,4758.6223,-244.6230,5756.8795,-1918.9273,-4167.4759,2827.1511,-1939.4638,1093.4260,-4258.2802,3311.5221,-5863.1322,-3758.0389,6525.7037,2428.6065,-5221.9420,-4938.0135,6267.2089,-4125.1086,3913.8052,-5278.1935,189692.3996,164241.8557,184581.6481,188967.6360,181641.3289,184796.6811,180854.6326,185224.8605,34628431.9574,34632623.2212,34646851.9876,34636718.7814,184086.0981,34648694.2026,706.1529,-5231.6367,-5381.3844,558.7236,5056.6227,-4617.2500,3395.5095,-3600.6064,-5512.0123,-5524.3123,167.0725,-4272.0486,-3609.4481,5461.6105,1247.0721,6221.8369,-2183.2924,-3691.5453,-5450.2485,-6838.1566,3511.6493,-3916.9093,4516.1149,-3688.6323,-1670.5736,-3208.1736,-1523.6078,2890.7536,-3366.4042,580.6711,-1247.1813,4552.8967,-2344.5513,2018.8211,-3175.5578,-4730.2415,2372.6975,4365.7184,-3287.6283,5363.0952,-2161.1017,-1907.6762,6512.5572,-4093.5803,4641.4362,-586.7360,4361.2014,4821.1980,4645.1780,-3481.7446,-5287.6953,2985.7348,-934.2257,-4706.3671,6408.8356,-2968.7450,-2809.1958,2851.8916,4504.3837,-4507.6169,1524.1424,556.7849,2102.1137,1200.3152,5960.4433,-4473.4811,-4523.4166,-3428.2125,-503.1755,1900.9448,1067.2824,-1476.7551,-3760.4322,2571.6944,3348.2228,1856.2692,2657.7757,-3884.6607,-5494.4175,4593.6160,-4727.4686,-6817.9542,-3805.1593,4984.4552,5309.4962,-3051.3400,-4973.4645,-4292.9405,2165.6860,5225.3021,2253.7899,4561.6950,1633.4403,5336.9341,-4341.3151,-993.8605,2816.4000,5531.1576,-5192.5275,-443.6987,179868.9714,180340.0523,178327.1013,186013.8798,184052.5975,173335.4674,173560.3171,181208.9675,70424532.0802,70448983.5487,70441106.0408,70420823.0175,180029.9521,70424288.6760,
300.000,4655.3542,-1042.7633,879.0612,5235.0691,-5280.1280,5085.0125,5455.3454,-1209.2024,4614.3706,-1360.4736,4945.1710,-2756.4717,4179.2421,4755.5234,-5533.9748,-281.0334,-3501.9225,2048.2198,1026.3078,1694.3747,5293.4029,5948.0468,-579.8478,576.4357,-662.0570,1370.8211,3863.4821,-6621.9727,-4126.8553,6508.7044,-4280.4796,-4702.2836,5450.6935,-5790.0825,-4793.2399,-4458.1023,2645.8761,-3484.9681,6295.7111,5150.7392,-969.6789,5909.5089,3365.2776,807.4444,-5307.5826,-153.8116,-681.9966,5846.2363,-5066.0482,1161.6387,-2424.6101,-5003.1288,-426.5163,-4164.6530,-2365.0289,4912.3584,2307.9446,-3138.9265,-1857.1432,-1344.3470,-2714.7032,-365.0781,92.1930,5215.6229,607.3858,3225.7343,285.2612,-2273.2198,6212.2862,5440.5865,2894.6995,6577.5946,1991.6209,-6127.7145,-6221.4876,-4463.4043,-2927.8749,6278.0022,-5607.0327,203.3303,310.2474,3065.4969,-1004.8662,2701.2926,-229.8993,-4014.3140,-5679.3896,5003.3842,-5993.6083,-1982.3909,1264.4423,-4028.4390,-178.2626,5072.1296,-64.3645,3812.5194,698.7924,-1806.0670,-990.4905,-4929.5914,266949.0404,274200.4502,265118.8153,268659.9704,264684.6672,266459.8022,274069.6426,270225.9092,155716090.4401,155720510.0216,155710212.9777,155717313.5299,271006.6380,155718591.8603,-4916.6738,4012.3493,4103.2845,-3880.5347,3077.8041,118.8907,9.1579,-4588.9399,-1135.9171,-4210.5583,-4558.3525,-3488.2269,2762.1451,-980.7637,-3790.8151,2364.2453,-5954.7869,4424.0076,4104.2953,50.0926,496.0524,1724.0925,4403.5781,-5296.8189,6136.6385,5070.1552,-4802.5359,-1621.1377,-3595.9389,2037.2714,4585.4274,1907.4521,1852.1017,-1208.1822,-2838.9365,-2870.7310,-6324.6205,5039.3038,-2139.8471,-14.4662,-5740.4591,-957.4243,635.9824,-6332.0532,1040.5654,-6508.8396,-5919.7414,213.1134,-1460.0271,-6550.1496,-3389.5299,-1991.8752,6306.2807,-925.4517,943.7564,-2837.3484,-4890.5158,6041.7029,-4717.3293,-5971.6609,6351.7833,-6857.4177,5642.2351,4561.1101,2373.8596,3103.9922,-5070.7924,6239.4421,-2071.3986,-2468.5827,-6235.2645,1785.0502,4777.9791,-3104.1839,2478.5268,5327.3110,-6194.7896,1647.5057,-592.6598,-4249.8775,5239.6187,1058.5024,4187.7986,-3204.9292,-5223.4852,3951.9703,-526.4502,-992.7423,-3436.3275,4984.9312,-6659.6474,-1766.1886,6086.1373,951.4986,-6232.7695,-5710.9995,6743.4723,-4087.3185,5338.2683,-4147.7756,195039.4854,170033.4095,190440.9046,194684.2648,187334.4799,190497.7353,186654.4807,190558.4354,38041382.1589,38045252.5050,38059254.9132,38049618.1163,189815.0263,38061658.3306,-851.2491,-5541.0499,-5510.7941,2311.7394,3288.9515,-4553.1451,4273.9590,-4732.9514,-5031.0065,-5326.1397,-1629.1441,-5147.5812,-4774.6878,4912.7323,-588.7054,6522.8636,-423.2748,-4816.6479,-5491.9643,-6739.2678,4328.3970,-2868.3513,5303.5699,-4446.0640,-3009.2979,-4490.8392,-3159.9459,1212.0919,-4256.7435,-1229.9956,-2925.9092,4713.4887,-3841.7884,3578.6259,-4135.7394,-4474.2955,626.7360,3039.0569,-1666.5767,4628.6623,-3694.8704,-3483.0100,6042.1623,-2666.3400,4208.9878,-2337.2710,3541.7446,3682.7400,4323.8786,-1905.6307,-5529.3610,4333.5525,-2654.4054,-5370.5728,6457.2119,-3996.9808,-4197.3649,1166.2084,4723.0728,-3223.9420,-281.3554,-986.8645,3647.5863,-338.3660,6496.6412,-5285.9335,-4729.1314,-1840.0685,-2256.1019,3480.0738,-748.9978,341.8007,-4455.6482,851.2601,1746.2071,-252.4118,942.8002,-2398.3196,-4069.3076,5298.2986,-4539.3800,-6146.3235,-5446.6015,5493.6399,4529.3579,-4053.3899,-3917.3206,-4704.7510,404.4057,4355.7234,784.2870,5320.7635,3257.9199,4594.0785,-3001.2154,822.9908,1441.6967,5270.4786,-4289.1186,-2215.7441,179816.7863,180320.5459,178390.2622,185893.9829,184198.8272,173503.2957,173378.2005,181502.3697,70425402.8328,70450096.2808,70442198.4133,70421565.7153,180024.5504,70425421.0121,
600.000,3183.7047,1084.4624,2965.0726,3738.1838,-6142.8324,5182.3593,4701.7471,-2711.7167,4740.6991,-3380.9538,3548.9399,-3769.4345,4238.4988,4985.3466,-5799.6195,1873.8444,-4417.4780,3237.8906,3098.6757,3349.0452,4765.7259,6654.2717,1522.1171,-1510.0258,1131.3105,2695.7876,2116.6826,-6886.8468,-4843.9990,6255.2025,-2592.9305,-3776.0902,4861.2205,-4998.0728,-5087.1788,-5701.7775,1462.4369,-2613.0958,5981.1284,5793.8746,-2246.9628,4597.8290,4862.7652,-442.8861,-5190.9476,-1432.3407,-2472.1437,6460.9893,-5828.4489,-42.0185,-4108.3507,-4535.5942,979.5543,-3980.6788,-2231.5176,3244.7846,355.1244,-2041.8883,-3768.2079,-2783.2248,-1449.2074,-1846.1855,1593.5644,5891.7101,2519.7863,4020.5585,-1846.1519,-1145.4674,4965.4282,3840.3555,1573.5247,6464.2047,3662.1984,-6566.2330,-5868.1956,-3713.6588,-3975.8400,6870.4506,-6589.5795,-1910.0325,2356.4540,4432.1984,-1066.9568,778.8237,-1907.6979,-2090.9981,-6411.3077,4225.8062,-6385.1771,-739.1641,-252.8511,-4146.2200,1263.7220,6014.3975,-1415.0395,2496.7574,2212.3968,-3785.0363,440.0936,-5083.9484,262826.1919,270554.0118,261101.3597,264694.4532,260650.8279,262379.6547,270030.5227,266319.0966,154851977.1246,154856625.0509,154845799.7470,154853661.3695,266993.4892,154854378.9774,-5576.8515,4368.3501,3697.6365,-4387.6380,3016.5505,-1975.0921,-1967.0674,-3067.5992,-3054.6973,-3967.3313,-4974.2479,-1562.2013,687.1678,-2861.3761,-2485.4856,2667.5359,-5143.1946,2686.8157,3738.2307,1391.7770,-1581.0547,187.6018,3879.6050,-4848.1710,5454.2505,3537.2844,-4861.3389,-433.7944,-1612.0936,672.7119,4773.7231,3824.9084,58.6750,449.8179,-769.8080,-1271.8977,-6623.2824,6171.7491,-3343.0635,-1692.5794,-4381.7294,-2211.0699,-553.9219,-6836.4592,3013.4680,-5576.3598,-6039.6753,-1208.8852,412.5876,-6917.0920,-2058.7322,-53.5960,5421.4919,1251.4435,3057.4367,-4059.4141,-4530.5792,6569.1857,-3760.1210,-6128.7902,6440.7521,-6233.7652,4458.8234,3168.6089,1275.1977,1095.6377,-5010.9892,6793.2093,-3022.9468,-3330.6858,-6260.0346,500.7694,3403.9706,-1973.5984,3672.6630,5398.8027,-5593.6720,480.2509,105.9665,-3651.5990,5256.8561,2318.4502,2170.2418,-4226.9873,-5796.4762,4734.3931,898.7884,-2998.3257,-2277.0927,6175.3842,-6777.1540,402.5834,5054.4065,-575.8615,-6637.0387,-5921.1213,6570.0505,-3702.7182,6254.3087,-2570.3083,200293.5784,175750.3878,196216.7480,200318.7726,192945.3391,196113.2508,192372.2549,195759.8724,41436365.3491,41439919.5476,41453677.9096,41444587.9279,195461.6817,41456651.6354,-2313.1059,-5256.1687,-5050.7528,3815.3283,1170.6590,-3979.8362,4695.1973,-5306.5209,-4010.0943,-4557.5697,-3249.9816,-5441.6742,-5427.3446,3833.5822,-2355.7390,6132.4760,1382.2845,-5409.4910,-4947.7068,-5927.9155,4667.0463,-1498.2193,5521.4266,-4729.8357,-4016.7666,-5289.1315,-4457.3506,-596.8679,-4692.4531,-2908.8088,-4290.1013,4369.1753,-4926.2381,4752.5110,-4654.9363,-3741.3922,-1187.7945,1373.8459,138.9897,3398.1840,-4827.1790,-4684.7977,4931.1925,-951.9419,3311.0872,-3835.9979,2343.3950,2147.1124,3517.1921,-124.3861,-5178.9287,5214.2395,-4080.8959,-5443.2045,5820.2781,-4599.2089,-5119.7995,-645.7542,4436.5028,-1593.2637,-2056.4864,-2425.0558,4765.0331,-1840.8869,6344.0489,-5532.8489,-4431.2476,-51.3512,-3766.8696,4684.0341,-2484.4669,2121.9564,-4653.2267,-960.8093,-43.7543,-2334.3420,-873.8879,-653.8292,-2213.1414,5402.9855,-3867.7414,-4824.3325,-6509.6671,5411.0190,3262.2179,-4623.5122,-2440.0270,-4615.4677,-1400.4422,3016.2418,-773.3060,5504.8956,4529.8139,3355.5325,-1337.9996,2551.0263,-87.5239,4441.7988,-2924.7269,-3737.9761,179764.7963,180300.9003,178456.4117,185768.8645,184341.2976,173676.6655,173201.7508,181689.7690,70426273.4952,70451205.2812,70443281.1202,70422315.5508,180019.0257,70426553.2498,
