sl_100_86400_20250904 Coordinates.csv
2025/09/04 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:27 2024,
Start: 2025/09/04 07:47:00.00, Stop: 2025/09/05 07:47:00.00,
TIME_UNITS,STARLINK-4486 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-11243 [DTC] - X-Coordinate,STARLINK-30245 - X-Coordinate,STARLINK-5703 - X-Coordinate,STARLINK-4214 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-4609 - X-Coordinate,STARLINK-30985 - X-Coordinate,STARLINK-6134 - X-Coordinate,STARLINK-1526 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-4405 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-31671 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-1924 - X-Coordinate,STARLINK-1830 - X-Coordinate,STARLINK-4300 - X-Coordinate,STARLINK-1643 - X-Coordinate,STARLINK-31304 - X-Coordinate,STARLINK-5472 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-2340 - X-Coordinate,STARLINK-1642 - X-Coordinate,STARLINK-6332 - X-Coordinate,STARLINK-4037 - X-Coordinate,STARLINK-31442 - X-Coordinate,STARLINK-5336 - X-Coordinate,STARLINK-4299 - X-Coordinate,STARLINK-30229 - X-Coordinate,STARLINK-30298 - X-Coordinate,STARLINK-1106 - X-Coordinate,STARLINK-30561 - X-Coordinate,STARLINK-30356 - X-Coordinate,STARLINK-30553 - X-Coordinate,STARLINK-31842 - X-Coordinate,STARLINK-30437 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-3681 - X-Coordinate,STARLINK-2734 - X-Coordinate,STARLINK-4684 - X-Coordinate,STARLINK-6062 - X-Coordinate,STARLINK-30368 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-3074 - X-Coordinate,STARLINK-4275 - X-Coordinate,STARLINK-6347 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-5930 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-2688 - X-Coordinate,STARLINK-5799 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-2521 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-11153 [DTC] - X-Coordinate,STARLINK-1670 - X-Coordinate,STARLINK-31255 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-3821 - X-Coordinate,STARLINK-31095 - X-Coordinate,STARLINK-4252 - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-1271 - X-Coordinate,STARLINK-2049 - X-Coordinate,STARLINK-31272 - X-Coordinate,STARLINK-2510 - X-Coordinate,STARLINK-31206 - X-Coordinate,STARLINK-3774 - X-Coordinate,STARLINK-4721 - X-Coordinate,STARLINK-31548 - X-Coordinate,STARLINK-2399 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-31471 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-31286 - X-Coordinate,STARLINK-5869 - X-Coordinate,STARLINK-4758 - X-Coordinate,STARLINK-30187 - X-Coordinate,STARLINK-31221 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-6072 - X-Coordinate,STARLINK-1222 - X-Coordinate,STARLINK-1760 - X-Coordinate,STARLINK-3295 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-3249 - X-Coordinate,STARLINK-30545 - X-Coordinate,STARLINK-31949 - X-Coordinate,STARLINK-1071 - X-Coordinate,STARLINK-3594 - X-Coordinate,STARLINK-4439 - X-Coordinate,STARLINK-6336 - X-Coordinate,STARLINK-4604 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-5362 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4486 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-11243 [DTC] - Y-Coordinate,STARLINK-30245 - Y-Coordinate,STARLINK-5703 - Y-Coordinate,STARLINK-4214 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-4609 - Y-Coordinate,STARLINK-30985 - Y-Coordinate,STARLINK-6134 - Y-Coordinate,STARLINK-1526 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-4405 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-31671 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-1924 - Y-Coordinate,STARLINK-1830 - Y-Coordinate,STARLINK-4300 - Y-Coordinate,STARLINK-1643 - Y-Coordinate,STARLINK-31304 - Y-Coordinate,STARLINK-5472 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-2340 - Y-Coordinate,STARLINK-1642 - Y-Coordinate,STARLINK-6332 - Y-Coordinate,STARLINK-4037 - Y-Coordinate,STARLINK-31442 - Y-Coordinate,STARLINK-5336 - Y-Coordinate,STARLINK-4299 - Y-Coordinate,STARLINK-30229 - Y-Coordinate,STARLINK-30298 - Y-Coordinate,STARLINK-1106 - Y-Coordinate,STARLINK-30561 - Y-Coordinate,STARLINK-30356 - Y-Coordinate,STARLINK-30553 - Y-Coordinate,STARLINK-31842 - Y-Coordinate,STARLINK-30437 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-3681 - Y-Coordinate,STARLINK-2734 - Y-Coordinate,STARLINK-4684 - Y-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-30368 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-3074 - Y-Coordinate,STARLINK-4275 - Y-Coordinate,STARLINK-6347 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-5930 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-2688 - Y-Coordinate,STARLINK-5799 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-2521 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-11153 [DTC] - Y-Coordinate,STARLINK-1670 - Y-Coordinate,STARLINK-31255 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-3821 - Y-Coordinate,STARLINK-31095 - Y-Coordinate,STARLINK-4252 - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-2049 - Y-Coordinate,STARLINK-31272 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-31206 - Y-Coordinate,STARLINK-3774 - Y-Coordinate,STARLINK-4721 - Y-Coordinate,STARLINK-31548 - Y-Coordinate,STARLINK-2399 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-31471 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-31286 - Y-Coordinate,STARLINK-5869 - Y-Coordinate,STARLINK-4758 - Y-Coordinate,STARLINK-30187 - Y-Coordinate,STARLINK-31221 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-6072 - Y-Coordinate,STARLINK-1222 - Y-Coordinate,STARLINK-1760 - Y-Coordinate,STARLINK-3295 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-3249 - Y-Coordinate,STARLINK-30545 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,STARLINK-1071 - Y-Coordinate,STARLINK-3594 - Y-Coordinate,STARLINK-4439 - Y-Coordinate,STARLINK-6336 - Y-Coordinate,STARLINK-4604 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4486 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-11243 [DTC] - Z-Coordinate,STARLINK-30245 - Z-Coordinate,STARLINK-5703 - Z-Coordinate,STARLINK-4214 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-4609 - Z-Coordinate,STARLINK-30985 - Z-Coordinate,STARLINK-6134 - Z-Coordinate,STARLINK-1526 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-4405 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-31671 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-1924 - Z-Coordinate,STARLINK-1830 - Z-Coordinate,STARLINK-4300 - Z-Coordinate,STARLINK-1643 - Z-Coordinate,STARLINK-31304 - Z-Coordinate,STARLINK-5472 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-2340 - Z-Coordinate,STARLINK-1642 - Z-Coordinate,STARLINK-6332 - Z-Coordinate,STARLINK-4037 - Z-Coordinate,STARLINK-31442 - Z-Coordinate,STARLINK-5336 - Z-Coordinate,STARLINK-4299 - Z-Coordinate,STARLINK-30229 - Z-Coordinate,STARLINK-30298 - Z-Coordinate,STARLINK-1106 - Z-Coordinate,STARLINK-30561 - Z-Coordinate,STARLINK-30356 - Z-Coordinate,STARLINK-30553 - Z-Coordinate,STARLINK-31842 - Z-Coordinate,STARLINK-30437 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-3681 - Z-Coordinate,STARLINK-2734 - Z-Coordinate,STARLINK-4684 - Z-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-30368 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-3074 - Z-Coordinate,STARLINK-4275 - Z-Coordinate,STARLINK-6347 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-5930 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-2688 - Z-Coordinate,STARLINK-5799 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-2521 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-11153 [DTC] - Z-Coordinate,STARLINK-1670 - Z-Coordinate,STARLINK-31255 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-3821 - Z-Coordinate,STARLINK-31095 - Z-Coordinate,STARLINK-4252 - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-2049 - Z-Coordinate,STARLINK-31272 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-31206 - Z-Coordinate,STARLINK-3774 - Z-Coordinate,STARLINK-4721 - Z-Coordinate,STARLINK-31548 - Z-Coordinate,STARLINK-2399 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-31471 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-31286 - Z-Coordinate,STARLINK-5869 - Z-Coordinate,STARLINK-4758 - Z-Coordinate,STARLINK-30187 - Z-Coordinate,STARLINK-31221 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-6072 - Z-Coordinate,STARLINK-1222 - Z-Coordinate,STARLINK-1760 - Z-Coordinate,STARLINK-3295 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-3249 - Z-Coordinate,STARLINK-30545 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,STARLINK-1071 - Z-Coordinate,STARLINK-3594 - Z-Coordinate,STARLINK-4439 - Z-Coordinate,STARLINK-6336 - Z-Coordinate,STARLINK-4604 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1701.8263,-4088.5958,5106.5867,3648.0605,6785.4877,879.0271,-973.9965,-4564.7191,5208.8267,-4893.1016,4880.9078,4829.4950,-5602.9290,-4346.5706,1159.1917,-2154.1866,5447.9356,-4068.4317,-5315.7584,-2707.5361,-3654.6968,4855.9289,-4715.0396,-4060.8499,-1115.9673,-4731.0837,-4596.8114,3275.3518,-4332.7031,4965.7141,2382.6764,-3589.4572,3534.5195,-4850.8462,1138.5281,-461.5074,-4744.9811,3234.9793,1151.0403,-4727.4947,3773.1231,-4287.0432,4201.3359,5298.1774,-4681.1633,4960.9818,-2638.6784,2737.5946,4963.8780,-2664.9919,171.2571,-5641.3022,-4335.4581,5389.0728,530.4631,2565.1060,-5387.7278,-4399.6344,-3801.8044,6513.1036,-2153.7221,-2117.4485,-4443.3746,-1621.0677,-4488.0015,4122.0312,1741.9919,-5322.9512,-1563.7865,4278.4407,-6044.1511,-1457.1782,5416.8576,-2354.5000,1742.2355,-418.7134,5961.2727,-4666.8407,5171.1178,-2958.6314,3259.2985,5626.6495,-3533.6957,-6736.3676,1221.8015,4981.4952,490.6718,-1520.1956,5826.5942,-4626.7327,6415.9605,-2418.3554,6612.0055,4042.2234,1576.4238,243.3518,-4239.8050,-605.1708,1393.0587,6878.6469,325588.8292,338332.3168,332444.3162,327724.9458,334878.8156,331950.8398,327088.0280,328123.6012,37227189.3280,37230876.0733,37226943.4948,37207316.8711,328183.9403,37209249.2799,-6687.6151,-2420.1806,-1590.7536,-4746.0344,-1388.7277,4177.8136,-4458.4809,1735.9758,-1651.6699,1340.1583,-299.1142,3696.4622,2437.1644,-326.2877,5043.5536,6198.5103,-432.9647,2219.5888,1448.5265,3248.3694,1943.1851,-3221.3930,419.7258,-1553.9795,6774.3756,-1976.5885,3892.2907,4128.4303,2546.0956,1704.5582,-3738.4476,-4651.7734,2109.4263,3584.6278,6200.3323,-5057.7697,-2280.1385,4288.3905,-4915.2768,3341.1126,-5382.9863,-5372.4221,-101.4022,-2853.1492,-3479.1005,-3772.6192,-5763.1822,6260.9240,1177.2673,-6349.4389,3370.0827,-3547.5131,-2001.8371,-1094.8483,-5087.5711,-3398.0910,-551.1313,-5216.8231,1967.7625,638.9974,-3957.2875,2225.3601,-1603.8411,-5908.4864,-2061.9851,5531.6540,3896.3547,4314.0945,4773.8375,4093.4580,1791.9750,-4612.0248,-3690.6960,4910.9105,5603.5635,-4537.0097,-3202.3712,-3545.8613,-3244.6691,-4511.9694,6113.2855,1388.6864,4135.5508,-1021.1366,-5835.3753,3293.4051,4204.8344,4204.7935,1356.0665,-2341.8956,1969.1370,6379.9045,619.6731,4656.4643,3860.7021,5990.3789,-3707.1928,-5913.7213,-192.2151,633.5509,-137506.4377,-110585.7286,-130690.2250,-132032.6026,-127565.6919,-129277.0807,-122283.6513,-128148.9119,335842737.3540,335862158.1866,335841717.1954,335832666.1538,-126494.3189,335838382.3439,431.1412,-5042.6716,4008.9710,-3503.7068,-340.3384,5432.9107,-5202.5933,4889.2563,-4263.1476,-4723.5723,4865.0010,-3342.9189,-3297.2958,5359.0498,-4453.6140,2237.5138,-4262.2639,5099.9038,4177.7738,-5480.2783,5469.0085,-3551.3402,-5044.7710,5360.4473,-75.2994,4499.5028,-3434.7795,-4479.6443,-4611.3943,4525.4788,5298.2726,3675.4033,-5470.1658,-3015.6354,-2670.0620,-4729.8130,4506.2820,-4212.6222,4608.2510,3811.8384,-2173.4944,-519.0990,-5501.4056,-3454.6962,-3775.3055,2988.0643,-2862.8057,1023.5294,4689.8365,-829.7476,6063.9037,1964.5581,-4838.8619,-4232.0057,4699.6499,5408.7266,-4212.7938,1308.0342,5114.7796,2236.0076,-5154.3422,6223.0560,5038.7215,-3105.2082,-4881.3604,467.1432,5438.0182,-978.4771,4658.3416,3540.4052,-2592.2062,4928.3066,1219.7253,4090.5288,-3644.8252,5192.5623,417.2040,3706.3319,3257.1714,4227.3358,-223.3369,-3771.8133,-4312.8100,-539.2820,-3385.3206,-3566.0245,5464.5186,5262.7697,-3469.5309,-4436.9652,-1671.2558,1249.0241,-1580.5980,3087.3972,5504.9262,3484.9311,-4083.0316,3527.8047,6788.6991,603.0229,-158790.5422,-160056.0555,-161032.7401,-154018.8756,-155283.4906,-165985.4968,-166404.3076,-160396.2294,-40871013.2360,-40890758.9173,-40849142.5648,-40857992.0455,-159628.2307,-40862262.8570,
3600.000,157.3561,4210.1637,-4929.8234,-1827.7202,-5212.6318,-4735.6534,4476.7393,4815.0602,-4735.1434,3617.0284,-2286.8913,-5068.8651,2091.9113,5541.5818,-4976.5541,13.6873,-3457.7340,365.6745,5795.8409,-1082.4981,1179.8364,-652.6530,5711.4044,4259.6901,-967.3407,3503.7004,3221.6478,-5861.1948,1192.9608,-5038.5832,1908.5404,6027.5486,-5406.1155,151.3228,-2951.9449,4249.2035,6569.4985,-5392.4658,1220.5791,3561.9135,-538.2686,4529.0284,-4612.2106,-1864.0055,6727.9231,-4235.5223,2866.2973,-3622.7802,-5826.7438,4193.9343,-2206.1055,5371.2346,3664.0111,-5291.3595,3093.1414,15.7619,3892.5628,3956.1795,2578.0803,-6522.1968,5714.7313,2286.2821,6634.5641,4274.5026,4702.8061,-4447.9704,-5131.2447,3597.7696,-2420.0987,-4163.1766,2562.5252,4500.7526,-1228.8641,-621.5700,-3648.4803,3668.7440,-2790.7574,318.7122,-1567.5453,6052.6973,-4589.4044,-3532.1641,-360.4583,5531.4784,1542.2802,-2748.6695,-4532.3508,-2870.8701,-6864.8932,5141.0980,-6357.8640,189.5480,-4538.5462,-5612.8754,-5354.5505,2202.4703,5386.9728,3086.6420,-4182.3691,-5514.0908,351172.0296,355837.4135,352825.7418,348647.1481,356503.9297,353971.8817,348632.7066,349067.1908,-51058118.5740,-51061171.4786,-51056834.3650,-51069147.4080,349577.1239,-51075068.9129,5829.0631,-1948.3577,4433.5872,6686.3162,3319.2638,-2264.2547,1780.1152,-4735.1254,4833.0849,-4989.8294,3908.7578,162.5047,437.7314,-3105.5960,-4339.0831,-6790.1357,4051.9651,-4758.3189,-3770.3528,-5250.2553,-5559.6375,5023.1200,-3463.1102,-2822.1787,-5354.2630,-2654.5230,-6136.8013,-3601.9875,-5825.8444,2367.9629,4596.4229,3401.4421,1962.2943,-4050.5704,-5850.2450,4439.9156,-624.9309,-145.3388,6697.5719,-5914.0551,4558.3446,2752.5025,3967.8708,4719.6694,1604.9676,5302.3312,5965.6393,-3583.3250,2437.1696,3899.5381,-6044.0431,3260.9659,-2956.9672,4246.0574,5500.2407,6249.9881,-3679.6181,4471.3999,-6010.0774,915.7170,3269.2129,-5806.2752,-711.8046,5339.1842,5105.6382,-3040.9218,-1288.8778,-4923.7822,-5788.1615,-26.3499,-4283.9409,5008.3015,4125.6256,-6737.9506,-1976.9872,5436.5288,4751.0642,1682.3882,4818.1136,2980.1321,-3797.7797,2149.2456,-5340.6720,-1043.5232,6672.1133,-182.5699,-2889.5424,-4039.6008,273.7533,-2272.1329,-332.6199,-6512.8872,2558.8027,-3810.3677,-2744.7951,-6342.4120,4335.1432,2795.4812,-3773.6036,1838.5389,-49733.6593,-23400.2043,-45724.5151,-45499.2679,-41305.9564,-43028.9444,-37249.3114,-38875.2549,334030303.0526,334052107.3867,334036928.0422,334025777.3339,-40520.7862,334026222.1324,3704.1256,5129.2108,882.1557,155.8450,-3150.6655,-4512.3338,4951.8257,-1503.5683,1480.8092,3158.8342,-5218.8864,4725.7445,6588.9530,-2740.7231,1715.1000,1407.7798,4421.4836,-4987.1917,-283.9389,4361.9902,-3858.8115,4557.0229,1779.9717,-4658.2024,4177.0578,-5230.9316,45.8781,682.8315,3322.0484,-4142.5594,-4809.5145,-447.9660,3695.5359,5376.2571,-1981.0600,3210.0649,-2138.0431,4166.7863,-702.6661,-672.5321,5168.6021,4394.9064,3285.5033,4720.8689,620.0433,1315.9471,-2132.5608,-4676.5032,-2870.5715,3904.3696,-2638.9964,2961.2045,4888.5099,1437.2335,-2919.8907,-2910.0440,4274.2133,3548.7614,-1359.4884,2106.1201,1849.1478,-3070.8853,-1815.2938,-629.6747,-31.6691,-4342.6480,-4468.7190,-3280.3624,-2772.3367,-5513.9643,4626.9525,-1567.7073,-5096.6886,-826.9017,5507.2470,-2199.0383,-3956.7365,-6731.2675,-4721.9963,-1244.2628,3536.5039,5526.1802,4407.5248,-3882.4821,-286.6727,6369.8550,-4365.8432,-4827.0843,-783.4451,3855.7665,-2708.1903,2375.4737,4395.2130,1248.1927,-3412.1093,1737.1222,-720.9256,-5530.2046,-4062.9995,-3786.6543,-158316.0683,-159239.7961,-158952.5437,-154886.9151,-152834.5547,-162402.0683,-167051.1663,-158241.6809,-40939313.2408,-40958256.1066,-40918516.5112,-40921727.3894,-158641.4723,-40928663.7020,
7200.000,-2977.9004,-4049.0971,1027.9624,-625.1917,1682.7894,6845.4402,-6713.8827,-3280.9664,2787.1669,-1788.2621,24.3514,4635.6730,3392.9868,-4882.6068,6119.4731,2505.3211,1210.9530,2481.7464,-3759.3826,3500.2433,746.1120,-3369.6317,-4535.2556,-3911.4454,3792.9520,-2046.3913,-649.1852,5707.5777,1673.1467,4244.9563,-4841.5480,-6148.9219,5352.0955,4630.5295,3821.6796,-6261.4264,-6147.7816,5846.1291,-2763.6328,-1190.8564,-3612.3214,-3948.0890,3904.4222,-1753.3803,-6276.5822,1327.9646,-2326.3048,4292.6859,5059.9226,-5161.6059,2350.9388,-3080.0606,-2524.2646,3507.9523,-5229.0470,-1770.5147,-1786.8072,-2609.8442,79.8362,3715.4487,-6080.4114,-2323.1955,-6026.8392,-5143.8140,-1685.0191,4031.8959,6850.9316,190.9551,4838.3360,3824.6248,1649.0670,-5250.2236,-4210.4021,3085.6865,5431.5549,-4862.8771,-2068.7022,2447.5703,-2267.5387,-6326.0294,5084.6397,1306.9666,3651.8973,-1815.6109,-3650.2442,1075.1082,6711.5491,5801.2841,4832.0932,-4149.8930,3759.9328,2683.7838,959.7991,4873.7163,6715.0790,-2519.0367,-3972.8304,-5558.7662,3021.8164,2489.2070,353074.5138,351197.9764,350799.8573,347210.0455,355680.0897,352597.8657,348510.7579,349835.6341,-135862798.7834,-135872527.8002,-135863701.5252,-135872553.2472,348816.7647,-135879087.6371,-2884.8127,5218.3081,-4376.2073,-6078.1207,-4785.5090,655.8583,340.5347,5386.0874,-5948.6516,6685.9792,-6537.5079,-3986.6096,-672.4747,4625.1820,1953.5402,4904.8976,-6557.1133,6226.7109,4387.0037,5940.9279,6813.4549,-5530.0527,4532.9237,5610.8262,1841.3943,6174.1314,6026.8063,1668.5016,6589.1724,-5339.6911,-4766.7741,-950.0178,-4197.1709,3790.1216,2300.6303,-2977.5771,2819.7069,-3367.5804,-5024.4348,6193.8618,-3168.0942,1636.8000,-5629.8720,-5924.5603,685.0538,-4780.3820,-2940.8478,-751.2316,-4692.1827,25.9917,6100.0292,-538.1562,6209.8473,-5559.1487,-4544.1422,-6485.1641,6482.8624,-861.4793,5541.1012,-2729.4585,-1458.5819,6268.7316,2208.8903,-2306.9009,-4625.5278,-1217.1160,-683.4340,4211.8810,4737.9977,-4179.8073,5817.2637,-3515.6739,-3292.9248,5242.4233,-1802.1427,-4401.8010,-4832.8459,3004.9563,-5670.4480,-403.5979,-142.4676,-5617.6501,5596.1601,3711.1025,-4428.2173,-4091.2852,1602.0780,3514.0225,-1992.6480,5398.8729,-2196.9147,4462.8869,-5495.4901,900.8364,1420.8331,2499.1991,-2615.5953,587.5808,6156.5970,-4475.8130,42662.8058,65399.8308,42377.0411,44436.6181,47680.3760,46469.3064,50607.7482,46635.5715,309404847.9840,309427046.3894,309419210.9255,309409456.5039,48125.6869,309401468.9800,-5538.6565,-2082.1456,-4958.5985,3269.7080,4719.0050,755.6630,-1628.4982,-2850.6771,2193.2617,322.9605,2217.4464,-3283.9132,-6024.0731,-1622.0710,2288.6614,-4219.5489,-1886.1031,1624.0374,-3816.7025,-548.8738,-433.5012,-2144.1786,2574.9652,985.4767,-5425.3757,2069.0857,3353.6014,3515.4711,472.5876,1252.4285,1292.1427,-3067.6341,725.4474,-3119.3068,5180.4742,225.7277,-1538.5692,-1007.0902,-3741.3865,-2889.3402,-4986.9470,-5412.1389,948.8195,-3157.9901,2888.1290,-4823.6428,5841.1807,5354.3363,-697.6181,-4636.4055,-2367.5114,-6214.8604,-1112.4110,2208.3213,-580.1423,-1527.7650,-1348.3607,-6391.2834,-3731.1334,-5164.6781,2765.1717,-1911.2801,-2578.2114,3911.0440,4882.3843,5475.0277,708.2131,5477.1859,-1082.1049,3936.3303,-3145.9735,-2811.4788,3973.8493,-3084.0085,-3868.1281,-2200.7941,4272.5832,5749.2365,3252.1938,-2628.7314,-4713.1706,-3812.1068,-1876.3314,5433.1514,3737.2060,-5523.4957,537.0302,1334.7296,4513.4185,-387.6425,5360.7749,-4588.2003,-3935.4131,-4807.3483,-850.2475,-5967.9557,5058.2427,4067.0451,-1096.5280,4667.4757,-157848.6704,-158402.7711,-156774.5314,-156684.5069,-150866.9018,-157893.1005,-166963.7670,-157852.0192,-41006924.8247,-41025527.6393,-40988331.6620,-40990430.7609,-157640.2643,-40995065.8133,
