sl_100_86400_20250227 Coordinates.csv
2025/02/27 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:13 2024,
Start: 2025/02/27 07:47:00.00, Stop: 2025/02/28 07:47:00.00,
TIME_UNITS,STARLINK-1994 - X-Coordinate,STARLINK-5624 - X-Coordinate,STARLINK-5753 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-31867 - X-Coordinate,STARLINK-30835 - X-Coordinate,STARLINK-4465 - X-Coordinate,STARLINK-5947 - X-Coordinate,STARLINK-31751 - X-Coordinate,STARLINK-31739 - X-Coordinate,STARLINK-5620 - X-Coordinate,STARLINK-6343 - X-Coordinate,STARLINK-5109 - X-Coordinate,STARLINK-31081 - X-Coordinate,STARLINK-30162 - X-Coordinate,STARLINK-1713 - X-Coordinate,STARLINK-3644 - X-Coordinate,STARLINK-2473 - X-Coordinate,STARLINK-4758 - X-Coordinate,STARLINK-5119 - X-Coordinate,STARLINK-30136 - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-6064 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-2751 - X-Coordinate,STARLINK-31009 - X-Coordinate,STARLINK-3091 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-30381 - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-30857 - X-Coordinate,STARLINK-31791 - X-Coordinate,STARLINK-4176 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-2253 - X-Coordinate,STARLINK-5538 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-2315 - X-Coordinate,STARLINK-3270 - X-Coordinate,STARLINK-1403 - X-Coordinate,STARLINK-32105 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-1316 - X-Coordinate,STARLINK-1193 - X-Coordinate,STARLINK-2392 - X-Coordinate,STARLINK-31533 - X-Coordinate,STARLINK-6211 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-5088 - X-Coordinate,STARLINK-31585 - X-Coordinate,STARLINK-5406 - X-Coordinate,STARLINK-3900 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-4563 - X-Coordinate,STARLINK-30713 - X-Coordinate,STARLINK-1115 - X-Coordinate,STARLINK-6184 - X-Coordinate,STARLINK-11126 [DTC] - X-Coordinate,STARLINK-5344 - X-Coordinate,STARLINK-31674 - X-Coordinate,STARLINK-5622 - X-Coordinate,STARLINK-1332 - X-Coordinate,STARLINK-1216 - X-Coordinate,STARLINK-6373 - X-Coordinate,STARLINK-1909 - X-Coordinate,STARLINK-2500 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-4752 - X-Coordinate,STARLINK-4194 - X-Coordinate,STARLINK-5456 - X-Coordinate,STARLINK-6122 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-4181 - X-Coordinate,STARLINK-5205 - X-Coordinate,STARLINK-5969 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-30306 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-2006 - X-Coordinate,STARLINK-5589 - X-Coordinate,STARLINK-4645 - X-Coordinate,STARLINK-3666 - X-Coordinate,STARLINK-4360 - X-Coordinate,STARLINK-3072 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-6191 - X-Coordinate,STARLINK-30782 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-2568 - X-Coordinate,STARLINK-5358 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-31680 - X-Coordinate,STARLINK-5029 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-31041 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-3603 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1994 - Y-Coordinate,STARLINK-5624 - Y-Coordinate,STARLINK-5753 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-31867 - Y-Coordinate,STARLINK-30835 - Y-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-5947 - Y-Coordinate,STARLINK-31751 - Y-Coordinate,STARLINK-31739 - Y-Coordinate,STARLINK-5620 - Y-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-5109 - Y-Coordinate,STARLINK-31081 - Y-Coordinate,STARLINK-30162 - Y-Coordinate,STARLINK-1713 - Y-Coordinate,STARLINK-3644 - Y-Coordinate,STARLINK-2473 - Y-Coordinate,STARLINK-4758 - Y-Coordinate,STARLINK-5119 - Y-Coordinate,STARLINK-30136 - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-6064 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-2751 - Y-Coordinate,STARLINK-31009 - Y-Coordinate,STARLINK-3091 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-30381 - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-30857 - Y-Coordinate,STARLINK-31791 - Y-Coordinate,STARLINK-4176 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-2253 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-2315 - Y-Coordinate,STARLINK-3270 - Y-Coordinate,STARLINK-1403 - Y-Coordinate,STARLINK-32105 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-1316 - Y-Coordinate,STARLINK-1193 - Y-Coordinate,STARLINK-2392 - Y-Coordinate,STARLINK-31533 - Y-Coordinate,STARLINK-6211 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-5088 - Y-Coordinate,STARLINK-31585 - Y-Coordinate,STARLINK-5406 - Y-Coordinate,STARLINK-3900 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-4563 - Y-Coordinate,STARLINK-30713 - Y-Coordinate,STARLINK-1115 - Y-Coordinate,STARLINK-6184 - Y-Coordinate,STARLINK-11126 [DTC] - Y-Coordinate,STARLINK-5344 - Y-Coordinate,STARLINK-31674 - Y-Coordinate,STARLINK-5622 - Y-Coordinate,STARLINK-1332 - Y-Coordinate,STARLINK-1216 - Y-Coordinate,STARLINK-6373 - Y-Coordinate,STARLINK-1909 - Y-Coordinate,STARLINK-2500 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-4752 - Y-Coordinate,STARLINK-4194 - Y-Coordinate,STARLINK-5456 - Y-Coordinate,STARLINK-6122 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,STARLINK-5205 - Y-Coordinate,STARLINK-5969 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-30306 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-2006 - Y-Coordinate,STARLINK-5589 - Y-Coordinate,STARLINK-4645 - Y-Coordinate,STARLINK-3666 - Y-Coordinate,STARLINK-4360 - Y-Coordinate,STARLINK-3072 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-6191 - Y-Coordinate,STARLINK-30782 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-2568 - Y-Coordinate,STARLINK-5358 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-31680 - Y-Coordinate,STARLINK-5029 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-31041 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-3603 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1994 - Z-Coordinate,STARLINK-5624 - Z-Coordinate,STARLINK-5753 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-31867 - Z-Coordinate,STARLINK-30835 - Z-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-5947 - Z-Coordinate,STARLINK-31751 - Z-Coordinate,STARLINK-31739 - Z-Coordinate,STARLINK-5620 - Z-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-5109 - Z-Coordinate,STARLINK-31081 - Z-Coordinate,STARLINK-30162 - Z-Coordinate,STARLINK-1713 - Z-Coordinate,STARLINK-3644 - Z-Coordinate,STARLINK-2473 - Z-Coordinate,STARLINK-4758 - Z-Coordinate,STARLINK-5119 - Z-Coordinate,STARLINK-30136 - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-6064 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-2751 - Z-Coordinate,STARLINK-31009 - Z-Coordinate,STARLINK-3091 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-30381 - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-30857 - Z-Coordinate,STARLINK-31791 - Z-Coordinate,STARLINK-4176 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-2253 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-2315 - Z-Coordinate,STARLINK-3270 - Z-Coordinate,STARLINK-1403 - Z-Coordinate,STARLINK-32105 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-1316 - Z-Coordinate,STARLINK-1193 - Z-Coordinate,STARLINK-2392 - Z-Coordinate,STARLINK-31533 - Z-Coordinate,STARLINK-6211 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-5088 - Z-Coordinate,STARLINK-31585 - Z-Coordinate,STARLINK-5406 - Z-Coordinate,STARLINK-3900 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-4563 - Z-Coordinate,STARLINK-30713 - Z-Coordinate,STARLINK-1115 - Z-Coordinate,STARLINK-6184 - Z-Coordinate,STARLINK-11126 [DTC] - Z-Coordinate,STARLINK-5344 - Z-Coordinate,STARLINK-31674 - Z-Coordinate,STARLINK-5622 - Z-Coordinate,STARLINK-1332 - Z-Coordinate,STARLINK-1216 - Z-Coordinate,STARLINK-6373 - Z-Coordinate,STARLINK-1909 - Z-Coordinate,STARLINK-2500 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-4752 - Z-Coordinate,STARLINK-4194 - Z-Coordinate,STARLINK-5456 - Z-Coordinate,STARLINK-6122 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,STARLINK-5205 - Z-Coordinate,STARLINK-5969 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-30306 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-2006 - Z-Coordinate,STARLINK-5589 - Z-Coordinate,STARLINK-4645 - Z-Coordinate,STARLINK-3666 - Z-Coordinate,STARLINK-4360 - Z-Coordinate,STARLINK-3072 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-6191 - Z-Coordinate,STARLINK-30782 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-2568 - Z-Coordinate,STARLINK-5358 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-31680 - Z-Coordinate,STARLINK-5029 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-31041 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-3603 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6817.3220,4085.6716,-4143.7888,5335.5983,4073.8939,554.8972,-116.7268,1069.6166,-1283.1965,-5201.1316,-5125.9277,5612.2273,5110.6914,3354.2577,-3636.7182,-1862.5061,-1796.9734,2086.7583,3922.8987,6822.8469,2703.0594,-1725.6808,1751.9073,-4373.4738,5674.0468,5233.5016,1864.4015,-6486.4634,-6760.8428,-3786.8962,642.1426,6796.1205,-6306.3831,1330.0678,-2331.1951,-5610.1584,618.8602,6231.1640,5027.2704,5520.0575,4501.2921,-4888.5395,3684.3122,-4943.4807,1560.6582,-6218.9691,1815.5392,4993.2938,-618.1140,-4874.2171,3441.4796,-2868.5525,304.8287,5713.6678,3353.9619,4194.8338,-4236.6793,0.0000,-5430.3352,-6426.0052,657.0008,-3550.0255,2994.2471,1313.7936,-6090.5477,-6825.4652,1078.9288,-3951.7228,-4094.0716,152.9168,955.1161,-2243.3414,-5176.5279,-5374.9505,2060.6225,-4445.4058,6812.5285,1532.9166,2852.1050,877.3823,2955.8037,-5871.3221,-5184.2714,820.9096,160.8777,1809.8113,-4573.8265,3987.0683,3403.9633,-828.7987,4354.9162,-5231.7644,-1736.2884,-5117.8068,-2953.0788,-4627.1370,-4819.3347,-2895.9950,-4347.0263,-4479.4693,-177090.8245,-184088.7419,-192051.6163,-186562.3991,-193942.3150,-190585.9578,-186748.9869,-188125.2975,110383711.3039,110358314.6258,110392814.3135,110380199.7068,-187392.4557,110389051.4555,94.8777,-4559.4999,3211.2837,-4124.7949,4040.0822,5282.1918,-6179.8077,4985.7442,-5502.3484,1930.6873,1808.9525,1957.7989,3115.1066,5878.7385,5401.3663,4409.1448,-3848.7619,6315.9039,2851.5348,1044.5147,5116.8723,6696.8322,6136.4330,-2107.6888,-3712.2005,-2310.4627,1490.4462,1544.9131,-724.8300,5312.6686,5948.3992,111.6463,-1720.3904,6286.6354,4363.6035,-3176.5057,-5784.9070,-48.2285,1111.4537,-2915.8520,4377.3434,4326.1115,5078.8059,-808.3408,3862.3984,1078.6024,-6687.6341,-2998.6056,-4169.8080,1386.3632,4835.5226,-3258.6229,-6134.8138,-3895.7344,-5867.1555,-3488.3301,5427.0569,0.0000,-3623.5803,-1361.5624,-6904.2823,3871.4142,3258.9126,-5695.7343,-3294.8020,-1136.3828,-5891.6560,5287.7418,-966.4740,4555.3986,-6241.5350,-6142.5197,-3299.2499,1603.4642,5206.1390,4673.1188,-159.4884,3919.6093,4519.5686,5628.3851,-3066.2523,3682.7886,3470.6937,-4243.7455,-6860.6367,-3303.1971,-3430.6604,4756.8631,5545.6555,5811.3460,4899.7619,-4089.8496,6133.0018,-2655.5416,4021.3828,-3619.3329,1567.8376,-5007.6402,-2705.8391,104.1996,315333.3231,295326.2526,306519.6131,308269.9720,304546.8086,306093.1074,298479.3370,301699.9198,-29323806.7550,-29334746.5592,-29299462.7417,-29308630.6144,302926.8798,-29305276.3449,-1197.1791,-3303.3389,4532.2702,-1022.5366,3682.7068,-4465.8136,-3182.0393,4691.8344,-3824.1789,-4032.7173,-4330.4516,-3582.3085,-3475.3346,1078.8541,-2383.5142,4962.5104,-5461.8544,-1905.7015,-4933.3105,-476.3627,3817.0429,160.0776,-2770.3833,-4932.7402,1393.3403,3915.1282,-6535.4562,1903.6724,-1360.6224,1970.6706,-3513.6446,-589.3501,-2265.4417,-2565.8089,-4824.3333,2572.5004,3582.9046,-3026.1610,-4626.8420,-2995.0275,2660.5529,2048.5633,2902.0677,4766.0364,-5534.9358,-2592.4429,-283.5679,3737.8112,5474.8390,-4572.2979,3580.6326,-5390.8120,3174.9214,24.8099,-1136.1841,-4180.2548,-861.9391,0.0000,2337.0056,-1846.4061,-18.8507,4504.4874,5317.9160,3725.8644,-44.9072,261.4746,3074.8017,-2074.6747,-5495.3712,-5253.7601,2848.6905,-2266.8532,-3192.2067,4038.9103,4052.7952,2544.8950,-243.8277,5479.1825,4411.6392,-3813.8148,-5459.1683,166.1675,2978.3284,-5405.7913,-1047.2915,5832.3503,-3721.2838,-3103.5371,2392.5390,-3506.9976,1872.8044,1903.0960,-2740.8373,-3872.6973,4648.0804,3641.1205,4720.9411,-3677.6152,4665.5385,5261.2881,-86162.4174,-87364.2776,-90570.6893,-82738.3046,-84861.4320,-95576.1684,-95200.7664,-87701.1536,55491574.3326,55464464.3042,55499180.5795,55487701.0823,-88806.1588,55484829.9090,
3600.000,-4722.2449,-824.7741,785.8977,-2856.4471,-6086.2078,-3941.5162,-2301.8561,-4750.6348,4623.0132,5277.4494,6412.4614,-6918.4900,-6605.2760,-4711.5296,104.3437,-313.2040,5478.5446,-3446.8362,-4263.1189,-5807.9684,-4842.7470,-320.6053,-1854.5215,3923.8692,-4289.5761,-4597.7718,-5136.6280,3886.2242,5166.4325,1338.0768,-3300.0225,-5455.2832,4399.7201,-2910.7113,529.4199,4043.4385,2840.2831,-6584.5550,-6773.6311,-1919.7820,-4999.1700,1172.8435,-4084.3143,6628.0288,-5301.7372,5542.7650,731.9471,-1090.3478,4457.4948,3711.3655,-4956.8977,6128.8249,2443.8975,-3539.7231,-365.0990,-3505.1224,1985.1937,0.0000,5213.6362,6323.9411,1700.3424,-715.8617,-6176.8154,2492.5502,5557.6139,5755.9236,1100.7868,736.7991,5491.9946,-1037.0597,1356.7114,3664.8452,4198.2174,1782.2195,-4327.4494,862.6326,-5168.6736,-5144.6854,-5306.5491,-3556.7803,700.1913,3663.1743,4555.0272,3492.6814,-2204.6607,2569.2935,4986.1998,-6037.9678,-4694.6737,-1158.8001,-5869.2461,4594.3840,-1683.7819,4465.0210,1377.8331,4130.1220,3209.4873,4038.3878,6365.9192,2691.8548,-251875.5249,-252379.2596,-261119.3222,-256069.7967,-264210.7844,-261318.8332,-256649.2604,-257062.9348,114253236.3759,114236465.5881,114254708.5641,114251580.4433,-257356.0870,114257950.7209,1810.6889,2796.1010,-5523.1438,5460.9242,-2973.3804,-5344.0374,6224.6800,-3471.6365,2295.8741,-4368.5791,-2645.4559,398.3300,-1910.5919,-2722.1532,-5192.8908,-6703.5939,2886.1222,-5465.9949,1537.9019,730.6149,-1717.5688,-5533.8240,-2712.1035,-2257.2798,4604.6752,5126.7357,1253.1498,-3660.7702,-1946.9309,-6355.5711,-6095.8840,2499.8925,-1090.2623,-6005.5825,-6758.6171,4962.9010,2965.1896,1727.0856,1015.9043,3838.1392,-125.1411,-4273.9384,-1364.3143,-1537.4985,-2275.0742,-3716.6134,5900.1560,4022.8541,4217.4782,-5291.6217,-1173.6172,1603.3642,3445.5592,4395.4803,4851.7233,5909.5335,-6060.7552,0.0000,105.2161,-1310.6082,5812.1451,-4232.8601,-1742.1472,4468.8985,1134.0939,-649.7120,6364.1237,-4558.8450,-2650.5512,-6805.9195,6759.7656,5472.4682,-404.9540,-3758.3480,-5397.9993,-5093.3626,2755.0246,-1637.6828,-1241.6943,-2081.2317,5279.9259,-4896.2812,-5035.1580,3795.6626,5149.3235,1775.7525,-1163.7241,-3389.7577,-2234.7665,-6655.2965,-2723.4740,862.4139,-4838.7796,5153.6431,-6648.8849,-402.3596,-5130.6035,765.2111,-364.8030,-4113.8371,260764.5668,237379.6602,251405.4130,251451.7118,247935.5067,249713.2528,243121.2886,248222.0763,323307.7468,307999.6033,346869.9300,332988.2091,246616.7417,342794.1099,4718.0858,6299.0125,-4127.8049,-2923.7941,818.0786,1991.9611,-2069.1998,-3679.3815,4449.5316,-233.2513,-418.3596,281.2720,-754.7587,-4172.8900,4582.4372,-1622.2155,3068.3706,-2471.1710,5213.1559,-3689.9688,-4666.2959,-4141.5502,6115.2215,5221.5205,2882.4235,-859.3677,4505.8267,-4433.2648,4185.2827,2066.9303,171.7469,-3247.8356,5216.1624,-1817.1399,1308.8403,2686.0854,-5470.9925,-1265.5541,960.1252,5422.3568,-4643.1538,-5218.6674,-5415.5074,-1282.7202,3818.1498,-1413.3779,3564.5135,-5534.7157,-3200.1466,2174.1465,-4713.0423,2768.2718,-5482.5047,3990.6412,4817.0427,62.9315,-2733.9261,0.0000,-4579.1986,-2196.1486,-3384.5300,-5438.6124,-2611.9769,-4688.6788,-3974.3568,3788.6062,1908.2146,5142.6427,3254.1619,969.4419,711.6936,-2121.4859,5473.2507,-5530.5935,-70.0834,-4634.2783,-3494.0822,-4328.8724,-4297.0303,5465.3144,4408.8380,3260.3460,1320.8443,4599.8856,-4104.4245,-6216.6743,4495.6569,-398.7296,-4595.1243,-1038.0987,2152.0362,-5092.4007,4666.4320,-1314.4303,-707.5367,-5536.3568,-3389.3777,5474.3614,-2734.0322,-4872.0088,-84896.9782,-85594.6153,-87957.2723,-82800.7883,-81603.6974,-91489.1030,-95337.9345,-87896.2324,55507379.9145,55481200.0634,55519895.9674,55501157.8647,-87159.9232,55503450.8976,
7200.000,1132.0025,-3650.2419,2124.7017,-1458.7324,4921.1121,5535.2376,2450.3545,6740.8717,-6505.7582,-2635.3716,-4391.6278,5633.4815,5246.6569,5029.9204,3837.7880,1881.6651,-6617.2323,3982.8672,4284.5320,2621.2970,6160.6144,3288.5712,3128.5772,-3345.2159,624.9253,2398.4853,6649.4541,-209.6396,-2220.0152,2289.1120,4650.9829,1588.7910,-1683.4020,3713.0222,1088.9427,-427.1609,-5951.8204,4028.9320,5600.2874,-2279.8460,4310.8878,3514.5369,4306.2872,-5530.2880,6866.9553,-1989.9714,-3795.5924,-2904.7198,-5986.3447,-1324.8868,5726.1462,-6738.5051,-5358.7235,-623.8577,-3771.3903,1123.6707,1479.3797,0.0000,-4137.9589,-3194.4911,-4204.4906,4442.0461,6705.4394,-5737.4511,-3420.2938,-2633.3554,-3244.7447,3465.3524,-5217.9919,1046.3493,-3360.7896,-4050.1299,-2946.1427,1730.8199,4674.6874,3161.1914,1149.1559,6898.7778,6526.1450,5839.4002,-3108.6255,210.4171,-1628.2316,-6123.2399,1309.1082,-6112.7790,-4192.0834,5859.2993,5368.8236,2842.6335,4912.7479,-3297.0169,5110.8702,-1106.0703,739.9964,-3450.0963,-1229.5266,-4835.0954,-6321.6044,-1132.9278,-310534.4754,-303712.9428,-313668.1326,-309183.4503,-317866.4865,-314879.0311,-310810.5641,-310862.9518,110295882.4638,110288024.8857,110291286.0423,110299607.7427,-311053.5521,110299574.2366,-4255.0710,-1666.2584,6486.8470,-4766.0417,30.8792,3829.6816,-2282.6032,1569.7011,1100.4508,4624.8214,2249.1531,-2506.9544,-332.1973,-1764.7187,4153.4467,6028.5513,-1589.4582,2004.7253,-4944.7490,-3208.7648,-1690.0126,2556.0646,-1757.9909,5613.6300,-4284.4634,-5910.9316,-2022.2645,5450.5573,4797.8257,4535.0861,3977.8072,-4747.5749,4551.2393,2928.9959,6112.7642,-2690.2976,97.6110,-3008.9193,-2387.1372,-4724.1531,-4261.0751,3620.6445,-2958.4098,2865.9524,861.9168,4865.4574,-3394.6926,-4912.6524,-3288.7210,6432.3263,-2514.3709,-99.7079,-318.4971,-4107.3512,-2582.8786,-5408.0168,4907.7013,0.0000,3811.6116,3920.5325,-2831.4344,4368.4187,235.5379,-2688.4183,2374.4559,3229.8042,-2718.8232,3253.8171,4429.0979,5695.7313,-4679.1499,-2174.1284,4494.8694,5672.8887,3190.3172,4764.8416,-4918.7201,-141.4318,-1731.4926,-1481.4121,-6150.8327,5070.7146,4690.4957,-3079.9021,-351.7280,-1442.3253,5038.6561,684.7756,-1768.9330,3939.6184,-1243.9529,3380.5193,2759.9745,-3800.6531,5634.9831,4502.7637,6822.4236,3454.1794,2711.4247,6671.2334,188552.5328,164619.8920,180092.5111,178353.6240,175470.8181,176848.3390,171981.2134,172862.5824,29971017.0634,29953858.9940,29990014.1624,29979815.4088,174547.6072,29991092.2529,-5346.3561,-5681.4757,1218.9174,4645.1620,-4730.4462,1665.7182,6080.2581,430.3283,-1734.3595,4312.5324,4877.9250,3169.0567,4487.9445,4299.3532,-4016.6768,-2788.4003,1224.8744,5278.6870,-2247.3658,5529.6683,2694.3417,5512.3341,-5959.7655,-2279.1405,-5408.0716,-2733.0452,90.9955,4274.1706,-4492.6602,-4549.6124,3253.3627,4624.0093,-4935.3803,5038.0858,3017.3209,-6388.5735,3353.3777,4751.2847,3279.3705,-4522.8102,3119.7271,4613.5555,4521.4118,-3020.6662,228.6715,4338.6780,-4715.3365,3912.0169,-1095.8575,1843.0922,2988.7271,1557.4222,4352.9898,-5534.2437,-5109.7243,4080.7152,4664.5694,0.0000,4047.1118,4569.2550,4722.1921,3013.2315,-1720.9797,2812.0528,5522.6233,-5535.9597,-5244.6881,-5032.2143,997.1347,3832.8013,-3859.5462,5161.0115,-4360.6438,3548.1471,-3982.3256,3915.6315,4570.2964,450.9458,1575.1436,-3272.3558,-646.4907,-4729.8459,-4820.9939,-949.2419,6798.5568,2976.6165,-1890.4143,3639.7661,4007.4607,4798.7207,-4568.4139,5034.1788,-3798.4283,5696.9168,-3784.2490,3944.5276,-17.1886,-3419.1057,-871.8473,1424.2906,-83662.2055,-83902.1609,-85120.9786,-83807.1154,-78835.1684,-86472.2267,-94729.6239,-84916.9663,55522933.6252,55498060.9444,55538849.6892,55515252.6642,-85504.4986,55522074.4665,
